ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
คัดแยก บรรจุผักผลไม้,4,, 15.00 ,จ2-2(9)-3/64ปท,20130072725642,1116,20.0,209,บริษัท โพรเกรส เวิลดิ์ จำกัด,คลองห้า,64,,คลองหลวง,12/3,ปทุมธานี,บริษัท โพรเกรส เวิลดิ์ จำกัด,2, 60 ,12120
คัดแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม และบรรจุใส่ถาดพลาสติก,5,, 6.50 ,จ2-2(9)-1/64ปท,20130071325642,1117,52.0,209,บริษัท ศิลามั่นคง 2012 จำกัด,คลองสี่,64,,คลองหลวง,39/11,ปทุมธานี,บริษัท ศิลามั่นคง 2012 จำกัด,2, 10 ,12120
ผลิตอาหารสำเร็จรูปจากเนื้อสัตว์,5,, 7.00 ,จ2-4(3)-4/64ปท,20130103125648,1118,54.8,403,บริษัท พีเค มีท โปรดักส์ จำกัด,คลองสี่,64,,คลองหลวง,39/2,ปทุมธานี,บริษัท พีเค มีท โปรดักส์ จำกัด,2, 8 ,12120
ตัดแต่งเนื้อสัตว์ ทำผลิตภัณฑ์จากไข่ ผสมน้ำยำและซอสปรุงรส,5,, 4.50 ,อ2-4(6)-3/64ปท,60130113225645,1119,72.79,406,บริษัท ฟู๊ด ซีเล็คชั่น จำกัด,คลองหนึ่ง,64,,คลองหลวง,9/51,ปทุมธานี,บริษัท ฟู๊ด ซีเล็คชั่น จำกัด,2, 14 ,12120
ผลิตสาหร่ายทะเลย่างปรุงรส,13,พหลโยธิน, 1.00 ,อ2-8(1)-3/64ปท,60130061625648,1120,56.25,801,บริษัท บีเอสเคไอ จำกัด,คลองหนึ่ง,64,,คลองหลวง,1334,ปทุมธานี,บริษัท บีเอสเคไอ จำกัด,2, 16 ,12120
ผลิต รับจ้าง ค้นคว้า วิจัยและพัฒนารวมทั้งจัดจำหน่ายผลิตภัณฑ์อาหารเสริม เครื่องสำอางค์ ,11,, -   ,อ2-8(1)-28/64ปท,60130476625647,1121,62.49,801,บริษัท วิต้า ไบโอเทค จำกัด,คลองหนึ่ง,64,,คลองหลวง,75/4,ปทุมธานี,บริษัท วิต้า ไบโอเทค จำกัด,2, 17 ,12120
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 12 เกวียน/วัน,11, , -   ,จ2-9(1)-1/32ปท,20130000125329,1122,50.0,901,โรงสีเจริญพาณิชย์,คลองหก,32, ,คลองหลวง,4,ปทุมธานี,โรงสีเจริญพาณิชย์,2, 2 ,12120
ผสมกาแฟปรุงสำเร็จ และอาหารเสริมจากธัญพืชบรรจุซองปิดผนึก,1,ธัญบุรี-วังน้อย, 12.86 ,จ2-9(4)-2/64ปท,20130071125646,1123,56.0,904,บริษัท คอฟฟี่ สเลนเดอร์ (ประเทศไทย) จำกัด,คลองเจ็ด,64,,คลองหลวง,55/19,ปทุมธานี,บริษัท คอฟฟี่ สเลนเดอร์ (ประเทศไทย) จำกัด,2, 51 ,12120
"ผลิตแป้งผสมเค้กสำเร็จรูป,แป้งทอดกรอบ,ขนมปังอบกรอบ",13,พหลโยธิน, 72.00 ,อ2-9(5)-1/64ปท,60130045625649,1124,62.25,905,บริษัท แฮปปี้ กิฟ จำกัด,คลองหนึ่ง,64,นวนคร,คลองหลวง,102/10,ปทุมธานี,บริษัท แฮปปี้ กิฟ จำกัด,2, 20 ,12120
ผสมอาหารเสริมสัตว์,1,ธัญบุรี-วังน้อย, 18.20 ,จ2-15(1)-7/64ปท,20130103625647,1125,51.51,1501,บริษัท ซินซุย (ประเทศไทย) จำกัด,คลองเจ็ด,64,,คลองหลวง,55/5-6,ปทุมธานี,บริษัท ซินซุย (ประเทศไทย) จำกัด,2, 5 ,12120
ผลิตรองเท้า เช่นรองเท้าผ้าใบ รองเท้าเซฟตี้,13,ไอยรา1, 2.07 ,อ2-33-8/64ปท,60130157125644,1126,61.5,3300,บริษัท เอ็กซ์-ตร้า เซฟตี้ จำกัด,คลองสอง,64,ไอยรา15,คลองหลวง,35/7,ปทุมธานี,บริษัท เอ็กซ์-ตร้า เซฟตี้ จำกัด,2, 25 ,12120
ผลิตถ้วยกระดาษ เช่น ถ้วยไอศรีม,14,เลียบคลองห้า, 4.60 ,จ2-39-32/64ปท,20130141825647,1127,69.0,3900,ธรรมเจริญ,คลองห้า,64,,คลองหลวง,12/28,ปทุมธานี,ธรรมเจริญ,2, 9 ,12120
ผลิตบรรจุภัณฑ์จากกระดาษ เช่นกล่องกระดาษ,3,, 17.00 ,อ2-39-35/64ปท,60130152325645,1128,71.0,3900,บริษัท สมาย คอนเทนเนอร์ อุตสาหกรรม จำกัด,คลองสอง,64,,คลองหลวง,1/98,ปทุมธานี,บริษัท สมาย คอนเทนเนอร์ อุตสาหกรรม จำกัด,2, 37 ,12120
ผลิตกล่องกระดาษลูกฟูก,12,พหลโยธิน, 0.11 ,อ2-39-17/64ปท,60130073325641,1129,74.0,3900,บริษัท ไพรแมกซ์ เจเนอรัล จำกัด,คลองหนึ่ง,64,,คลองหลวง,67/12-13,ปทุมธานี,บริษัท ไพรแมกซ์ เจเนอรัล จำกัด,2, 46 ,12120
พิมพ์ส่งพิมพ์ต่าง ๆ,10,เทพกุญชร, -   ,อ2-41(1)-35/64ปท,60130049225644,1130,58.5,4101,ห้างหุ้นส่วนจำกัด ยังเจริญการพิมพ์,คลองสอง,64,ไอยรา 1,คลองหลวง,44/33,ปทุมธานี,ห้างหุ้นส่วนจำกัด ยังเจริญการพิมพ์,2, 12 ,12120
ผลิตเครื่องสำอาง,18,พหลโยธิน, 2.70 ,อ2-47(3)-7/64ปท,60130135225649,1131,37.71,4703,บริษัท ดับบลิวแอลดี แลบบอราทอรีส์ (ไทยแลนด์) จำกัด,คลองหนึ่ง,64,,คลองหลวง,"117/93,117/94",ปทุมธานี,บริษัท ดับบลิวแอลดี แลบบอราทอรีส์ (ไทยแลนด์) จำกัด,2, 52 ,12120
ผลิตเครื่องสำอางหรือเครื่องบำรุงแต่งร่างกาย เช่น ยาฉีด ครีมบำรุง ผิวหน้า-ผิวกาย,,, 26.00 ,จ2-47(3)-8/64ปท,20130152425642,1132,58.0,4703,บริษัท ควอลิตี้ พลัส เอสเทติค อินเตอร์เนชั่นแนล จำกัด,คลองสี่,64,,คลองหลวง,20/10,ปทุมธานี,บริษัท ควอลิตี้ พลัส เอสเทติค อินเตอร์เนชั่นแนล จำกัด,2, 50 ,12120
ผลิตเครื่องสำอาง,5,พหลโยธิน, 52.00 ,อ2-47(3)-5/64ปท,60130075025645,1133,53.0,4703,บริษัท โควิก เคทท์ จำกัด,คลองหนึ่ง,64,,คลองหลวง,9/30,ปทุมธานี,บริษัท โควิก เคทท์ จำกัด,2, 30 ,12120
ทำเครื่องใช้จากพลาสติก เช่น ตะกร้าพลาสติก,5,, 10.00 ,จ2-53(1)-38/64ปท,20130103325644,1134,55.0,5301,บริษัท ศิลามั่นคง 2012 จำกัด,คลองสี่,64,,คลองหลวง,39/27,ปทุมธานี,บริษัท ศิลามั่นคง 2012 จำกัด,2, 10 ,12120
ทำเครื่องใช้จากพลาสติก เช่น แก้วพลาสติก ฯลฯ,7,, 8.50 ,จ2-53(1)-47/64ปท,20130158825647,1135,55.0,5301,บริษัท ถวิกาทรงพล จำกัด,คลองสี่,64,,คลองหลวง,8/29,ปทุมธานี,บริษัท ถวิกาทรงพล จำกัด,2, 12 ,12120
ทำผลิตภัณฑ์พลาสติก เช่น แผ่นตกแต่งอาคาร แผ่นหน้าโต๊ะ,3,พหลโยธิน, 29.00 ,อ2-53(1)-32/64ปท,60130074525645,1136,52.33,5301,บริษัท ครีเอชั่น เฟอร์นิเจอร์ อินดัสตรี จำกัด,คลองหนึ่ง,64,,คลองหลวง,19/108,ปทุมธานี,บริษัท ครีเอชั่น เฟอร์นิเจอร์ อินดัสตรี จำกัด,2, 6 ,12120
ผลิตภาชนะบรรจุจากโฟมและกระดาษ,20,พหลโธยิน, 6.16 ,อ2-53(4)-29/64ปท,60130133125643,1137,54.61,5304,บริษัท อีพีอี แพคเกจจิ้ง (ประเทศไทย) จำกัด,คลองหนึ่ง,64,นิคมอุตสาหกรรมนวนคร,คลองหลวง,101/101-102,ปทุมธานี,บริษัท อีพีอี แพคเกจจิ้ง (ประเทศไทย) จำกัด,2, 50 ,12120
ประกอบกิจการแบ่งบรรจุสารดูดความชื้นและสารกำจัดออกซิเจน(silica gel &Oxygen Absorber) ผลิตภัณฑ์พลาสติกแผ่นบาง(Film plastic) เช่นถุงและม้วนพลาสติก,18,, 66.12 ,อ2-53(4)-40/64ปท,60130255425649,1138,69.98,5304,บริษัท ฟอร์จูน แอนด์ สตาร์ เทคโนโลยี จำกัด,คลองหนึ่ง,64,ชุมนุมทรัพย์,คลองหลวง,118/5,ปทุมธานี,บริษัท ฟอร์จูน แอนด์ สตาร์ เทคโนโลยี จำกัด,2, 54 ,12120
ทำกล่องโฟมกันกระแทก,1,ธัญบุรี-วังน้อย, 8.00 ,จ2-53(4)-25/64ปท,20130103225646,1139,39.02,5304,บริษัท เอ็มพ์ ซอร์ซ จำกัด,คลองเจ็ด,64,,คลองหลวง,55/12,ปทุมธานี,บริษัท เอ็มพ์ ซอร์ซ จำกัด,2, 51 ,12120
ผลิตของชำร่วย เครื่องเรือน เครื่องประดับ จากเรซิ่น พลาสติก,6,คลองหลวง, 4.51 ,2-58(1)-8/34ปท,10130000825342,1140,15.5,5801,บริษัท ปทุมธนา จำกัด,คลองสอง,34,,คลองหลวง,38,ปทุมธานี,บริษัท ปทุมธนา จำกัด,2, 75 ,12120
ทำผลิตภัณฑ์คอนกรีต เช่น ผนังคอนกรีตสำเร็จรูป,3,, 4.40 ,จ2-58(1)-30/64ปท,20130102625648,1141,64.0,5801,บริษัท หนึ่งร้อยเก้า ดีเวลล็อปเม้นต์ จำกัด,คลองสาม,64,,คลองหลวง,โฉนดที่ดินเลขที่ 66035,ปทุมธานี,บริษัท หนึ่งร้อยเก้า ดีเวลล็อปเม้นต์ จำกัด,2, 15 ,12120
ผลิตภัณฑ์คอนกรีต เช่น พื้นคอนกรีตสำเร็จรูป เสาเข็มหกเหลี่ยมชนิดกลวง,4,เลียบคลองสี่, 5.40 ,จ2-58(1)-8/64ปท,20130045025641,1142,63.75,5801,บริษัท รุ่งทรัพย์ไพศาลคอนกรีต จำกัด,คลองสี่,64,,คลองหลวง,43,ปทุมธานี,บริษัท รุ่งทรัพย์ไพศาลคอนกรีต จำกัด,2, 12 ,12120
ทำผลิตภัณฑ์คอนกรีต เช่น ผนังและแผ่นพื้นอาคาร,11,ไอยรา 1, 9.00 ,อ2-58(1)-47/64ปท,60130113725644,1143,71.0,5801,บริษัท เจ ที เค พรีคาสท์ จำกัด,คลองสอง,64,ไอยรา 5/1,คลองหลวง,โฉนดที่ดินเลขที่ 29117,ปทุมธานี,บริษัท เจ ที เค พรีคาสท์ จำกัด,2, 25 ,12120
ทำผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีต,7,, 9.00 ,จ2-58(1)-84/64ปท,20130156525645,1144,62.0,5801,บริษัท ดับบลิวดีผลิตภัณฑ์ท่อคอนกรีต จำกัด,คลองสี่,64,,คลองหลวง,25/15,ปทุมธานี,บริษัท ดับบลิวดีผลิตภัณฑ์ท่อคอนกรีต จำกัด,2, 5 ,12120
ผลิต ประกอบ ชิ้นส่วน อะไหล่ อุปกรณ์ เครื่องมือ เครื่องใช้จากโลหะ,13,พหลโยธิน, 6.00 ,อ2-61-5/64ปท,60130059725640,1145,53.08,6100,บริษัท ไมครอน คลีน จำกัด,คลองหนึ่ง,64,-,คลองหลวง,1246,ปทุมธานี,บริษัท ไมครอน คลีน จำกัด,2, 10 ,12120
ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น หลังคาเหล็กเมทัลชีต,5,, 9.00 ,จ2-63(2)-26/64ปท,20130060925642,1146,51.7,6302,บริษัท แบม อินเตอร์กรุ๊ป จำกัด,คลองสี่,64,,คลองหลวง,39/7,ปทุมธานี,บริษัท แบม อินเตอร์กรุ๊ป จำกัด,2, 6 ,12120
ทำวงกบประตู หน้าต่างจากอลูมิเนียมและพลาสติก,8,คลองหลวง-หนองเสีอ, 14.80 ,อ2-63(2)-17/64ปท,60130046625648,1147,60.75,6302,บริษัท วี.เอ็น.อลูมิเนียม จำกัด,คลองสอง,64,เทศบาล 3,คลองหลวง,40/20,ปทุมธานี,บริษัท วี.เอ็น.อลูมิเนียม จำกัด,2, 70 ,12120
ผลิตอุปกรณ์และชิ้นส่วนอลูมิเนียม เช่น กรอบวงกบประตูหน้าต่าง บานประตู หน้าต่าง และส่วนประกอบอื่นๆ สำหรับอาคาร,5,, 4.80 ,อ2-63(2)-25/64ปท,60130060325646,1148,61.46,6302,บริษัท เอ.เอส.แอสโซซิเอท เอนยิเนียริ่ง (1964) จำกัด,คลองสอง,64,,คลองหลวง,10/12,ปทุมธานี,บริษัท เอ.เอส.แอสโซซิเอท เอนยิเนียริ่ง (1964) จำกัด,2, 5 ,12120
ทำผลิตภัณฑ์โลหะ เช่น ประตู หน้าต่าง และงานกลึงทุกชนิด,4,, 1.94 ,จ2-63(2)-19/64ปท,20130046825643,1149,60.0,6302,บริษัท จิตตะพล เอ็นจิเนียริ่ง จำกัด,คลองสี่,64,คลองสี่ฝั่งตะวันออก 21,คลองหลวง,9/9,ปทุมธานี,บริษัท จิตตะพล เอ็นจิเนียริ่ง จำกัด,2, 6 ,12120
ทำท่อแอร์สำหรับใช้กับระบบเครื่องปรับอากาศ,5,, 6.00 ,จ2-63(5)-2/64ปท,20130118525642,1150,53.0,6305,บริษัท เอเซีย พีไอดี เทคโนโลยี จำกัด,คลองสี่,64,,คลองหลวง,39/3,ปทุมธานี,บริษัท เอเซีย พีไอดี เทคโนโลยี จำกัด,2, 8 ,12120
ผลิตชิ้นส่วนอุปกรณ์อิเลคทรอนิกส์ เช่น คอยส์,6,วงแหวนรอบนอก, 14.00 ,จ2-64(5)-8/64ปท,20130134725648,1151,73.82,6405,บริษัท เทคน่า จำกัด,คลองสี่,64,,คลองหลวง,7/11,ปทุมธานี,บริษัท เทคน่า จำกัด,2, 60 ,12120
ผลิตชิ้นส่วนอุปกรณ์อิเลคโทรนิคส์,13,พหลโยธิน, -   ,จ2-64(5)-1/43ปท,20133100125439,1152,25.2,6405,บริษัท เทคน่า จำกัด,คลองหนึ่ง,43,-,คลองหลวง,1144,ปทุมธานี,บริษัท เทคน่า จำกัด,2, 55 ,12120
ผลิตลวดสลิง ลวดเหล็กตีเกลียว เชือกลวดตีเกลียว,20,พหลโยธิน, 111.00 ,อ2-64(5)-7/64ปท,60130120425642,1153,57.5,6405,บริษัท อูช่า สยาม สตีล อินดัสตรียส์ จำกัด (มหาชน),คลองหนึ่ง,64,,คลองหลวง,101/16,ปทุมธานี,บริษัท อูช่า สยาม สตีล อินดัสตรียส์ จำกัด (มหาชน),2, 34 ,12120
ผลิตชิ้นส่วน ขึ้นรูป แปรรูป และประกอบชิ้นส่วนงานโลหะและอโลหะทุกชนิด,11,พหลโยธิน ก.ม.43, 15.15 ,อ2-64(6)-7/64ปท,60130134525643,1154,53.0,6406,บริษัท พลาติแมค เทคโนโลยี จำกัด,คลองหนึ่ง,64,,คลองหลวง,75/49,ปทุมธานี,บริษัท พลาติแมค เทคโนโลยี จำกัด,2, 26 ,12120
ผลิตชิ้นส่วน อุปกรณ์เครื่องใช้จากโลหะ,6,, 2.80 ,จ2-64(9)-15/64ปท,20130045925642,1155,60.93,6409,เจริญเอ็นจิเนียริ่ง,คลองสี่,64,,คลองหลวง,34/7,ปทุมธานี,เจริญเอ็นจิเนียริ่ง,2, 7 ,12120
ตัดชิ้นงานโลหะชนิดต่างๆ พลาสติก ไม้อัด และกระดาษ,11,พหลโยธิน, 35.08 ,อ2-64(12)-17/64ปท,60130112525649,1156,58.7,6412,บริษัท อินดัสเตรียล คัตติ้ง เซอร์วิสเซส จำกัด,คลองหนึ่ง,64,,คลองหลวง,75/89,ปทุมธานี,บริษัท อินดัสเตรียล คัตติ้ง เซอร์วิสเซส จำกัด,2, 12 ,12120
กลึง เจาะ คว้าน กัด ไส เจียน และเชื่อมโลหะ,4,รังสิตนครนายก, 4.50 ,จ2-64(13)-103/64ปท,20130133525643,1157,52.0,6413,ห้างหุ้นส่วนจำกัด สยาม โปรโตไทป์,คลองสี่,64,-,คลองหลวง,27/10,ปทุมธานี,ห้างหุ้นส่วนจำกัด สยาม โปรโตไทป์,2, 4 ,12120
ผลิตและซ่อมแซมชิ้นส่วนแม่พิมพ์,5,พหลโยธิน, 23.97 ,อ2-64(13)-84/64ปท,60130103825644,1158,64.25,6413,บริษัท โตเกียว เบียวร่า (ประเทศไทย) จำกัด,คลองหนึ่ง,64,,คลองหลวง,9/76,ปทุมธานี,บริษัท โตเกียว เบียวร่า (ประเทศไทย) จำกัด,2, 4 ,12120
กลึง กัด ไสโลหะทั่วไป,18,พหลโยธิน, 4.00 ,อ2-64(13)-90/64ปท,60130112125648,1159,55.0,6413,บริษัท ธนา พรีซิซั่น จำกัด,คลองหนึ่ง,64,,คลองหลวง,26/8-9,ปทุมธานี,บริษัท ธนา พรีซิซั่น จำกัด,2, 9 ,12120
กลึง เจาะ ไส และเชื่อมโลหะทั่วไป,7,, 2.55 ,จ2-64(13)-114/64ปท,20130153025649,1160,61.0,6413,,คลองสี่,64,,คลองหลวง,8/33,ปทุมธานี,นายนิพนธ์ เกตุประเสริฐ,2, 11 ,12120
การกลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,18,, 1.00 ,อ2-64(13)-59/64ปท,60130075125643,1161,67.0,6413,บริษัท โอไรซาพาร์ทเซอร์วิส จำกัด,คลองหนึ่ง,64,,คลองหลวง,26/128,ปทุมธานี,บริษัท โอไรซาพาร์ทเซอร์วิส จำกัด,2, 2 ,12120
ทำเครื่องจับ(Jigs)สำหรับงานอิเล็กทรอนิกส์ จากโลหะและพลาสติก และชิ้นส่วนโลหะทั่วไป,1,ธัญบุรี-วังน้อย, 11.50 ,จ2-67(7)-3/64ปท,20130062025649,1162,73.96,6707,บริษัท พี ที ดับบลิว เทคโนโลยี จำกัด,คลองเจ็ด,64,,คลองหลวง,55/7,ปทุมธานี,บริษัท พี ที ดับบลิว เทคโนโลยี จำกัด,2, 18 ,12120
ผลิต DIE เครื่องจับ (JIG) และอุปกรณ์อื่น ๆ ใช้สำหรับเครื่องมือกล,13,พหลโยธิน, 6.50 ,อ2-67(7)-2/64ปท,60130046425643,1163,67.9,6707,บริษัท มิติเท็กซ์ เทคโนโลยี จำกัด,คลองหนึ่ง,64,,คลองหลวง,1231,ปทุมธานี,บริษัท มิติเท็กซ์ เทคโนโลยี จำกัด,2, 28 ,12120
ทำอุปกรร์สำหรับจับชิ้นงาน,5,พหลโยธิน, 3.00 ,อ2-67(7)-8/64ปท,60130156825640,1164,61.92,6707,บริษัท ทีมไทย จิ๊ก จำกัด,คลองหนึ่ง,64,,คลองหลวง,9/33,ปทุมธานี,บริษัท ทีมไทย จิ๊ก จำกัด,2, 10 ,12120
ทำส่วนประกอบหรืออุปกรณ์สำหรับเครื่องจักร,18,พหลโยธิน, 4.30 ,อ2-67(8)-10/64ปท,60130121025649,1165,61.5,6708,บริษัท เจเอ็กซ์ เอ็นจิเนียริ่ง จำกัด,คลองหนึ่ง,64,,คลองหลวง,117/95-96,ปทุมธานี,บริษัท เจเอ็กซ์ เอ็นจิเนียริ่ง จำกัด,2, 3 ,12120
ดัดแปลง หรือซ่อมแซมเครื่องคอมพิวเตอร์ เครื่องถ่ายเอกสาร เครื่องใช้ไฟฟ้า และอุปกรณ์,3,รังสิต-นครนายก(เลียบคลองสอง), 0.50 ,อ2-69-5/64ปท,60130048025649,1166,65.95,6900,บริษัท สมบัติ เซอร์วิส จำกัด,คลองสอง,64,บงกช 57,คลองหลวง,1 ห้อง B2 ,ปทุมธานี,บริษัท สมบัติ เซอร์วิส จำกัด,2, 10 ,12120
ดัดแปลง ซ่อมแซม เครื่องอิเล็กทรอนิกส์ เครื่องใช้ไฟฟ้า รวมถึงชิ้นส่วนหรือส่วนประกอบของเครื่องดังกล่าว,20,พหลโยธิน, 1.62 ,อ2-69-6/64ปท,60130059925646,1167,54.68,6900,บริษัท โทเทิล เอนไวโรเมนทอล โซลูชั่นส์ จำกัด,คลองหนึ่ง,64,เขตอุตสาหกรรมนวนคร,คลองหลวง,101/108,ปทุมธานี,บริษัท โทเทิล เอนไวโรเมนทอล โซลูชั่นส์ จำกัด,2, 10 ,12120
ทำอุปกรณ์ติดตั้งลิฟท์และบันไดเลื่อนจากโลหะ,1,ธัญบุรี-วังน้อย, 12.50 ,จ2-70-17/64ปท,20130135525641,1168,61.74,7000,บริษัท ไทย-ทีทีพี เมทอล เวิร์ค จำกัด,คลองเจ็ด,64,,คลองหลวง,55/4,ปทุมธานี,บริษัท ไทย-ทีทีพี เมทอล เวิร์ค จำกัด,2, 7 ,12120
"ประกอบรถ เช่น รถดับเพลิง, รถน้ำ, รถขยะ, รถกระเช้า, รถบรรทุกของ",6,, 12.80 ,จ2-70-11/64ปท,20130102225647,1169,63.0,7000,บริษัท ไทย ไดรฟ์เทรน เอ็นจิเนียริ่ง จำกัด,คลองสี่,64,,คลองหลวง,9/9,ปทุมธานี,บริษัท ไทย ไดรฟ์เทรน เอ็นจิเนียริ่ง จำกัด,2, 8 ,12120
ผลิตตู้แช่เย็น เครื่องครัว และงานสเตนเลส,13,พหลโยธิน, -   ,อ2-70-7/64ปท,60130050025644,1170,52.25,7000,บริษัท ฟรีสเซอร์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,คลองหนึ่ง,64,-,คลองหลวง,95/3,ปทุมธานี,บริษัท ฟรีสเซอร์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,2, 42 ,12120
ประกอบ รถลำเลียงควบคุมอัตโนมัติ (Automated Guided Cart),5,พหลโยธิน, 26.31 ,อ2-71-16/64ปท,60130073925648,1171,54.39,7100,บริษัท ครีฟอร์ม ยาซากิ (ประเทศไทย) จำกัด,คลองหนึ่ง,64,,คลองหลวง,9/103,ปทุมธานี,บริษัท ครีฟอร์ม ยาซากิ (ประเทศไทย) จำกัด,2, 40 ,12120
ผลิตหม้อแปลงไฟฟ้า,5,พหลโยธิน, 14.27 ,อ2-71-22/64ปท,60130114325642,1172,57.1,7100,บริษัท เอสดีเอส เอเชีย จำกัด,คลองหนึ่ง,64,,คลองหลวง,9/70,ปทุมธานี,บริษัท เอสดีเอส เอเชีย จำกัด,2, 50 ,12120
ประกอบ ตู้ควบคุมระบบไฟฟ้า,,พหลโยธิน, 0.50 ,อ2-71-23/64ปท,60130114625645,1173,53.0,7100,บริษัท เบทซึคาวา (ประเทศไทย) จำกัด,คลองหนึ่ง,64,นวนคร โครงการ 3,คลองหลวง,60/112,ปทุมธานี,บริษัท เบทซึคาวา (ประเทศไทย) จำกัด,2, 17 ,12120
"การทำชิ้นส่วนอุปกรณ์สำหรับใช้กับเครื่องอิเล็กทรอนิกส์ เช่น Electronic Design Design Prototype Design, Embedded System Design",11,, 2.42 ,อ2-72-7/64ปท,60130074425648,1174,71.95,7200,บริษัท เอ็มเคเอฟเอฟ เลเซอร์เทคนิค (ประเทศไทย) จำกัด,คลองหนึ่ง,64,,คลองหลวง,75/13,ปทุมธานี,บริษัท เอ็มเคเอฟเอฟ เลเซอร์เทคนิค (ประเทศไทย) จำกัด,2, 7 ,12120
ผลิตชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,11,พหลโยธิน, 5.70 ,อ2-72-6/64ปท,60130074225642,1175,69.03,7200,บริษัท ริวเซย์ จำกัด,คลองหนึ่ง,64,,คลองหลวง,75/9,ปทุมธานี,บริษัท ริวเซย์ จำกัด,2, 17 ,12120
ประกอบโคมาและป้ายไฟฟ้า อุปกรณ์อิเล็กทรอนิกส์สำหรับงานจราจร เช่น เครื่องควบคุมสัญญาณไฟจราจร โคมไฟถนน โคมไฟกระพริบ และป้ายสัญญาณ เป็นต้น,1,ธัญบุรี-วังน้อย, 7.86 ,จ2-72-11/64ปท,20130119725647,1176,56.84,7200,บริษัท เจเนอเรชั่น ดิจิตอล เทคโนโลยี จำกัด,คลองเจ็ด,64,,คลองหลวง,55/20,ปทุมธานี,บริษัท เจเนอเรชั่น ดิจิตอล เทคโนโลยี จำกัด,2, 8 ,12120
โรงงานประกอบ ดัดแปลง ซ่อมแซมเครื่องมือเครื่องใช้ไฟฟ้า เช่น เครื่องหลอมโลหะ,11,, 0.57 ,อ2-73-21/64ปท,60130247825641,1177,71.5,7300,บริษัท เอบีพี อินดั๊กชั่น จำกัด,คลองหนึ่ง,64,,คลองหลวง,80/1,ปทุมธานี,บริษัท เอบีพี อินดั๊กชั่น จำกัด,2, 6 ,12120
ผลิตเครื่องมือวัดและทดสอบเกี่ยวกับไฟฟ้า,19,พหลโยธิน, 34.40 ,อ2-73-8/64ปท,60130131125645,1178,50.97,7300,บริษัท เค.อี.ดับบลิว (ไทยแลนด์) จำกัด,คลองหนึ่ง,64,,คลองหลวง,60/48,ปทุมธานี,บริษัท เค.อี.ดับบลิว (ไทยแลนด์) จำกัด,2, 44 ,12120
ผลิตประกอบเครื่องมือ หรือเครื่องจักรที่ใช้ไฟฟ้า,11,พหลโยธิน, 10.75 ,จ2-73-5/64ปท,20130044925643,1179,68.0,7300,บริษัท คอมแพค เลเบลลิ่ง (ประเทศไทย) จำกัด,คลองหนึ่ง,64,-,คลองหลวง,75/20,ปทุมธานี,บริษัท คอมแพค เลเบลลิ่ง (ประเทศไทย) จำกัด,2, 5 ,12120
การทำหลอดไฟฟ้าหรือดวงโคมไฟฟ้า,1,, 13.00 ,จ2-74(1)-4/64ปท,20130142325647,1180,51.9,7401,บริษัท ไฮไลท์ อิเล็กทรอนิกส์ จำกัด,คลองสี่,64,,คลองหลวง,4/2,ปทุมธานี,บริษัท ไฮไลท์ อิเล็กทรอนิกส์ จำกัด,2, 29 ,12120
ผลิตโคมไฟฟ้าชนิดต่างๆ อุปกรณ์ประกอบโคมไฟฟ้า ประกอบหลอดไฟฟ้า,3,, 70.00 ,อ2-74(1)-2/64ปท,60130112025640,1181,59.0,7401,บริษัท วุ้ยล้ง ไลท์ติ้ง จำกัด,คลองหนึ่ง,64,,คลองหลวง,4/888,ปทุมธานี,บริษัท วุ้ยล้ง ไลท์ติ้ง จำกัด,2, 10 ,12120
ผลิตสายไฟฟ้า เช่น สายไฟฟ้าในรถยนต์ ฯลฯ,20,, 11.14 ,อ2-74(2)-2/64ปท,60130114725643,1182,53.0,7402,บริษัท เรกูลุส (ประเทศไทย) จำกัด,คลองหนึ่ง,64,12 นิคมอุตสาหกรรมนวนคร,คลองหลวง,101/47/6,ปทุมธานี,บริษัท เรกูลุส (ประเทศไทย) จำกัด,2, 44 ,12120
