VALUE,QUARTER,SOURCE,_id,SEX,UNIT,YEAR,LAVEL_EDUCATIONAL
77.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,598,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
66.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,599,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,600,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
90.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,601,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
63.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,602,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
98.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,603,ชาย,ร้อยละ,2565,การศึกษาอื่นๆ
73.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,604,ชาย,ร้อยละ,2565,ไม่ทราบ
60.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,605,หญิง,ร้อยละ,2565,ยอดรวม
43.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,606,หญิง,ร้อยละ,2565,ไม่มีการศึกษา
40.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,607,หญิง,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
67.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,608,หญิง,ร้อยละ,2565,ประถมศึกษา
54.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,609,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนต้น
59.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,610,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
65.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,611,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
51.5,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,612,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
81.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,613,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
78.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,614,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
69.9,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,615,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
91.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,616,หญิง,ร้อยละ,2565,การศึกษาอื่นๆ
72.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,617,หญิง,ร้อยละ,2565,ไม่ทราบ
68.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,618,ยอดรวม,ร้อยละ,2565,ยอดรวม
51.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,619,ยอดรวม,ร้อยละ,2565,ไม่มีการศึกษา
49.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,620,ยอดรวม,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
76.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,621,ยอดรวม,ร้อยละ,2565,ประถมศึกษา
64.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,622,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนต้น
70.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,623,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
72.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,624,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
76.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,625,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,626,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
85.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,627,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
67.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,628,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
92.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,629,ยอดรวม,ร้อยละ,2565,การศึกษาอื่นๆ
73.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,630,ยอดรวม,ร้อยละ,2565,ไม่ทราบ
76.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,631,ชาย,ร้อยละ,2565,ยอดรวม
67.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,632,ชาย,ร้อยละ,2565,ไม่มีการศึกษา
62.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,633,ชาย,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
84.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,634,ชาย,ร้อยละ,2565,ประถมศึกษา
72.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,635,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนต้น
78.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,636,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
77.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,637,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
88.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,638,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,639,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
91.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,640,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
63.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,641,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
97.1,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,642,ชาย,ร้อยละ,2565,การศึกษาอื่นๆ
75.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,643,ชาย,ร้อยละ,2565,ไม่ทราบ
60.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,644,หญิง,ร้อยละ,2565,ยอดรวม
42.0,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,645,หญิง,ร้อยละ,2565,ไม่มีการศึกษา
40.6,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,646,หญิง,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
67.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,647,หญิง,ร้อยละ,2565,ประถมศึกษา
54.9,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,648,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนต้น
63.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,649,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
64.7,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,650,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
18.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,651,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,652,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
76.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,653,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
69.5,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,654,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
89.3,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,655,หญิง,ร้อยละ,2565,การศึกษาอื่นๆ
69.8,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,656,หญิง,ร้อยละ,2565,ไม่ทราบ
68.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,657,ยอดรวม,ร้อยละ,2565,ยอดรวม
54.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,658,ยอดรวม,ร้อยละ,2565,ไม่มีการศึกษา
48.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,659,ยอดรวม,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
75.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,660,ยอดรวม,ร้อยละ,2565,ประถมศึกษา
64.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,661,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนต้น
70.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,662,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
72.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,663,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
69.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,664,ยอดรวม,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,665,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
85.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,666,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
67.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,667,ยอดรวม,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
90.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,668,ยอดรวม,ร้อยละ,2565,การศึกษาอื่นๆ
75.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,669,ยอดรวม,ร้อยละ,2565,ไม่ทราบ
77.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,670,ชาย,ร้อยละ,2565,ยอดรวม
69.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,671,ชาย,ร้อยละ,2565,ไม่มีการศึกษา
61.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,672,ชาย,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
83.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,673,ชาย,ร้อยละ,2565,ประถมศึกษา
73.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,674,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนต้น
79.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,675,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
78.2,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,676,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
80.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,677,ชาย,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.6,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,678,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
90.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,679,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
63.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,680,ชาย,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
96.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,681,ชาย,ร้อยละ,2565,การศึกษาอื่นๆ
74.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,682,ชาย,ร้อยละ,2565,ไม่ทราบ
60.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,683,หญิง,ร้อยละ,2565,ยอดรวม
45.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,684,หญิง,ร้อยละ,2565,ไม่มีการศึกษา
40.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,685,หญิง,ร้อยละ,2565,ต่ำกว่าประถมศึกษา
67.0,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,686,หญิง,ร้อยละ,2565,ประถมศึกษา
53.5,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,687,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนต้น
62.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,688,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายสามัญ
65.7,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,689,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
56.4,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,690,หญิง,ร้อยละ,2565,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.9,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,691,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการ
78.1,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,692,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาชีพ
68.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,693,หญิง,ร้อยละ,2565,อุดมศึกษา สายวิชาการศึกษา
82.3,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,694,หญิง,ร้อยละ,2565,การศึกษาอื่นๆ
76.8,ไตรมาส 4,สำนักงานสถิติแห่งชาติ,695,หญิง,ร้อยละ,2565,ไม่ทราบ
68.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,696,ยอดรวม,ร้อยละ,2566,ยอดรวม
53.98,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,697,ยอดรวม,ร้อยละ,2566,ไม่มีการศึกษา
48.56,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,698,ยอดรวม,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
74.87,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,699,ยอดรวม,ร้อยละ,2566,ประถมศึกษา
64.67,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,700,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนต้น
70.93,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,701,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
72.97,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,702,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
80.7,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,703,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.33,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,704,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
84.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,705,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
66.62,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,706,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
90.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,707,ยอดรวม,ร้อยละ,2566,การศึกษาอื่นๆ
83.04,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,708,ยอดรวม,ร้อยละ,2566,ไม่ทราบ
76.84,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,709,ชาย,ร้อยละ,2566,ยอดรวม
68.82,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,710,ชาย,ร้อยละ,2566,ไม่มีการศึกษา
60.5,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,711,ชาย,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
83.72,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,712,ชาย,ร้อยละ,2566,ประถมศึกษา
72.27,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,713,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนต้น
79.37,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,714,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
77.28,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,715,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
86.96,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,716,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.99,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,717,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
89.83,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,718,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
63.99,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,719,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
96.9,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,720,ชาย,ร้อยละ,2566,การศึกษาอื่นๆ
86.49,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,721,ชาย,ร้อยละ,2566,ไม่ทราบ
60.89,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,722,หญิง,ร้อยละ,2566,ยอดรวม
44.08,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,723,หญิง,ร้อยละ,2566,ไม่มีการศึกษา
40.61,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,724,หญิง,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
65.32,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,725,หญิง,ร้อยละ,2566,ประถมศึกษา
55.88,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,726,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนต้น
62.84,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,727,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
67.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,728,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
73.74,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,729,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.16,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,730,หญิง,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
77.76,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,731,หญิง,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
67.8,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,732,หญิง,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
84.99,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,733,หญิง,ร้อยละ,2566,การศึกษาอื่นๆ
79.39,ไตรมาส 1,สำนักงานสถิติแห่งชาติ,734,หญิง,ร้อยละ,2566,ไม่ทราบ
68.44,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,735,ยอดรวม,ร้อยละ,2566,ยอดรวม
51.0,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,736,ยอดรวม,ร้อยละ,2566,ไม่มีการศึกษา
46.99,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,737,ยอดรวม,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
76.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,738,ยอดรวม,ร้อยละ,2566,ประถมศึกษา
64.57,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,739,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนต้น
71.22,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,740,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
74.3,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,741,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
83.14,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,742,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
83.62,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,743,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
85.08,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,744,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
66.45,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,745,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
93.26,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,746,ยอดรวม,ร้อยละ,2566,การศึกษาอื่นๆ
87.99,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,747,ยอดรวม,ร้อยละ,2566,ไม่ทราบ
76.91,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,748,ชาย,ร้อยละ,2566,ยอดรวม
65.69,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,749,ชาย,ร้อยละ,2566,ไม่มีการศึกษา
59.54,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,750,ชาย,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
84.61,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,751,ชาย,ร้อยละ,2566,ประถมศึกษา
72.73,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,752,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนต้น
78.98,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,753,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
78.92,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,754,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
89.39,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,755,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
85.61,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,756,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
90.43,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,757,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
63.18,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,758,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
97.36,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,759,ชาย,ร้อยละ,2566,การศึกษาอื่นๆ
87.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,760,ชาย,ร้อยละ,2566,ไม่ทราบ
60.73,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,761,หญิง,ร้อยละ,2566,ยอดรวม
41.93,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,762,หญิง,ร้อยละ,2566,ไม่มีการศึกษา
38.57,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,763,หญิง,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
67.04,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,764,หญิง,ร้อยละ,2566,ประถมศึกษา
55.13,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,765,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนต้น
63.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,766,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
68.49,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,767,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
74.09,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,768,หญิง,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
82.26,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,769,หญิง,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
77.87,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,770,หญิง,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
67.81,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,771,หญิง,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
89.13,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,772,หญิง,ร้อยละ,2566,การศึกษาอื่นๆ
88.27,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,773,หญิง,ร้อยละ,2566,ไม่ทราบ
68.74,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,774,ยอดรวม,ร้อยละ,2566,ยอดรวม
48.98,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,775,ยอดรวม,ร้อยละ,2566,ไม่มีการศึกษา
47.63,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,776,ยอดรวม,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
76.54,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,777,ยอดรวม,ร้อยละ,2566,ประถมศึกษา
65.23,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,778,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนต้น
71.84,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,779,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
72.86,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,780,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
60.36,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,781,ยอดรวม,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
84.2,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,782,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
85.12,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,783,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาชีพ
67.08,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,784,ยอดรวม,ร้อยละ,2566,อุดมศึกษา สายวิชาการศึกษา
93.77,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,785,ยอดรวม,ร้อยละ,2566,การศึกษาอื่นๆ
82.87,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,786,ยอดรวม,ร้อยละ,2566,ไม่ทราบ
77.19,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,787,ชาย,ร้อยละ,2566,ยอดรวม
63.04,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,788,ชาย,ร้อยละ,2566,ไม่มีการศึกษา
60.4,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,789,ชาย,ร้อยละ,2566,ต่ำกว่าประถมศึกษา
84.16,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,790,ชาย,ร้อยละ,2566,ประถมศึกษา
73.29,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,791,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนต้น
80.14,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,792,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายสามัญ
79.16,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,793,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
77.18,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,794,ชาย,ร้อยละ,2566,มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
86.43,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,795,ชาย,ร้อยละ,2566,อุดมศึกษา สายวิชาการ
