long,เงินทุนรวม,ประกอบกิจการ,อำเภอ,lat,ถนน,ซอย,คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,ชื่อโรงงาน,แรงม้าตรวจพบ,คนงานหญิง
100.20996,,ผลิตน้ำแข็งก้อนเล็ก,เมืองพิษณุโลก,16.76262,-,-,1000000,พิษณุโลก,3,เลขที่ 194,20,ท่าโพธิ์,นางศิริลักษณ์ เสน่หา,0,94,โรงงานน้ำแข็งชนะศึก,0,4000000
100.238003,,ผลิตน้ำแข็งก้อนเล็ก,เมืองพิษณุโลก,16.723629,-,-,500000,พิษณุโลก,8,เลขที่ 144,6,วัดพริก,ห้างหุ้นส่วนจำกัด มีบุญ ไอซ์,800000,95,ห้างหุ้นส่วนจำกัด มีบุญ ไอซ์,0,4500000
100.816314,,ผลิตน้ำแข็งหลอด 100 ตัน/วัน,นครไทย,17.06701,สายหนองกะท้าว-เนินเพิ่ม,0,2000000,พิษณุโลก,27,เลขที่ 149,10,หนองกะท้าว,บริษัท โรงน้ำแข็งกิจวารี-ทิพย์วารี (พิษณุโลก) จำกัด,1200000,96,โรงน้ำแข็งกิจวารี-ทิพย์วารี,2,12000000
100.202651,,ทำน้ำแข็งซอง 208 ซอง และ น้ำแข็งก้อนเล็ก 20 ตัน/วัน,พรหมพิราม,17.015929,มะขามสูง-พรหมพิราม,,300000,พิษณุโลก,2,เลขที่ 430,2,พรหมพิราม,บริษัท บุญมั่น จำกัด,2000000,97,โรงน้ำแข็งเมืองพรหม,0,2000000
100.2046113,26500000,ทำน้ำแข็งซอง 720 ซองต่อวัน น้ำแข็งก้อนเล็ก เพิ่มขึ้น 30 ตันต่อวัน รวมเป็น 60 ตันต่อวัน และน้ำดื่ม,บางกระทุ่ม,16.7750356,-,-,6,พิษณุโลก,9,เลขที่ -,637,โคกสลุด,บริษัท โรงน้ำแข็งวังน้ำทิพย์ จำกัด,0,98,บริษัท โรงน้ำแข็งวังน้ำทิพย์ จำกัด,1368,6
100.292964,,ทำน้ำแข็ง,พรหมพิราม,17.064023,,,1000000,พิษณุโลก,6,เลขที่ 17/10,18,ทับยายเชียง,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด,1000000,99,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด,0,6000000
,114720000,อบเมล็ดพันธุ์ สีและปรับปรุงสภาพเมล็ดพันธุ์ข้าวโพด,วังทอง,,วังทอง-เขาทราย,,242,พิษณุโลก,6,เลขที่ 56,7762.25,ดินทอง,บริษัท ไบเออร์ไทย จำกัด,122,100,บริษัท ไบเออร์ไทย จำกัด,7762.25,120
100.1459901,4900000,อบเมล็ดพันธุ์ข้าว ร่อน คัดหรือแยกขนาดหรือคุณภาพของเมล็ดพันธุ์ข้าว,บางระกำ,16.6129461,,,6,พิษณุโลก,6,เลขที่ โฉนดที่ดินเลขที่ 72884,360.5,บ่อทอง,ห้างหุ้นส่วนจำกัด เกษตรมีแลนด์,4,101,ห้างหุ้นส่วนจำกัด เกษตรมีแลนด์,360.5,2
100.1459901,26000000,อบข้าวเปลือก,พรหมพิราม,16.6129461,-,-,3,พิษณุโลก,3,เลขที่ -,244.2,มะตูม,นางอินทธิรา ลี้ชัยมงคล,3,102,รุ่งโรจน์พืชผล,,0
100.199985,,อบเมล็ดพืช เช่น ข้าวเปลือก,พรหมพิราม,16.929779,,,5000000,พิษณุโลก,3,"เลขที่ โฉนดที่ดินเลขที่ 23342,23357,23339",5,มะตูม,นางอินทธิรา ลี้ชัยมงคล,7000000,103,รุ้งโรจน์พืชผล,0,12000000
100.1480248,,อบพืช เมล็ดพืช พร้อมทั้งการ ร่อน ล้าง คัด หรือแยกขนาดคุณภาพของผลิตผลเกษตรกรรม,บางระกำ,16.6217046,,,2000000,พิษณุโลก,2,เลขที่ 33,13,บ่อทอง,บริษัท สันติเจริญเกษตร จำกัด,9500000,104,บริษัท สันติเจริญเกษตร จำกัด,2,6025000
100.1590158,4650000,อบเมล็ดพืช,พรหมพิราม,17.0692562,,,4,พิษณุโลก,1,เลขที่ 74/1,251.26,วงฆ้อง,บริษัท โรงสีไฟโชครุ่งเรือง จำกัด,2,105,บริษัท โรงสีไฟโชครุ่งเรือง จำกัด,,2
100.36114,,สีข้าวชนิดแยกแกลบแยกรำ อบเมล็ดพืช เช่น ข้าวเปลือก,เมืองพิษณุโลก,16.82978,พิษณุโลก-วังทอง,,300000,พิษณุโลก,4,เลขที่ 169/1,2,สมอแข,นางอมรพร มานะกิจศิริสุทธิ์,0,106,โรงสีพรพิษณุ,0,500000
100.22242,,อบเมล็ดข้าวเปลือกและเมล็ดพันธุ์พืชอื่น,เมืองพิษณุโลก,16.80776,สีหราชเดโชชัย,-,1000000,พิษณุโลก,7,เลขที่ 27/5,3,วัดจันทร์,บริษัท โรงสีเกียงเงี๊ยบ  จำกัด,0,107,บริษัท โรงสีเกียงเงี๊ยบ จำกัด,0,5000000
100.228092,10033171,อบเมล็ดพืช ร่อน คัดหรือแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม เช่น ข้าวเปลือก ถั่วเหลือง ข้าวโพด,พรหมพิราม,16.9802967,,,4,พิษณุโลก,4,เลขที่ ,87.44,หอกลอง,สหกรณ์การเกษตรพรหมพิราม จำกัด,4,108,ปรับปรุงสภาพเมล็ดพันธุ์,,0
100.230262,,"อบเมล็ดพืช,ร่อน,คัดหรือแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม เช่น ข้าวเปลือก,ข้าวโพด",พรหมพิราม,16.979495,,,87000000,พิษณุโลก,4,เลขที่ ,14,หอกลอง,สหกรณ์การเกษตรพรหมพิราม จำกัด,3400000,109,โรงอบสหกรณ์การเกษตรพรหมพิราม,0,34684895
100.6140862,13000000,อบเมล็ดพืช,วังทอง,16.9218666,-,-,5,พิษณุโลก,5,เลขที่ 136/1,273.5,แก่งโสภา,นายศุภรัตน์ ศักรนันท์,5,110,กิจไพศาล,,0
100.896005,,อบเมล็ดพืช และเก็บรักษาหรือลำเลียงเมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,นครไทย,17.124901,,,0,พิษณุโลก,18,เลขที่ 318,4,เนินเพิ่ม,นางสาวธนิยาภา สุทธิ,0,111,ลานนกน้อย,3,0
100.0322,,อบข้าวเปลือก,บางระกำ,16.715882,ลานกระบือ-บางระกำ,,1000000,พิษณุโลก,17,เลขที่ -,5,บางระกำ,นายธรรมนูญ ไกรเกตุ,3000000,112,ท่าข้าวเกตุธัญญา,5,13200000
,108918883,ร่อน คัดแยกขนาด และอบลดความชื้นเมล็ดพันธุ์ของผลิตผลการเกษตร,วังทอง,,พิษณุโลก-หล่มสัก,,8,พิษณุโลก,15,เลขที่ ,435,วังทอง,ศูนย์เมล็ดพันธุ์ข้าวพิษณุโลก,7,113,ปรับปรุงสภาพเมล็ดพันธุ์พืช,,1
100.320861,,อบเมล็ดพืช เช่น ข้าวโพด,วัดโบสถ์,17.211658,,,4000000,พิษณุโลก,1,เลขที่ 187,3,หินลาด,บริษัท ที.ท๊อปพลัส อิมพอร์ท เอ็กซ์พอร์ท จำกัด ,300000,114,บริษัท ที.ท๊อปพลัส อิมพอร์ท เอ็กซ์พอร์ท จำกัด ,0,15000000
100.151123,,อบเมล็ดพืช เช่น ข้าวเปลือก,บางระกำ,16.622887,สายนครสวรรค์-พิษณุโลก,,8000000,พิษณุโลก,2,เลขที่ 20/2,5,บ่อทอง,ห้างหุ้นส่วนจำกัด โชคสันติ,6000000,115,โรงอบโชคสันติ,2,15000000
,8750000,อบเมล็ดพันธุ์ และปรับปรุงคุณภาพเมล็ดพันธุ์ข้าวเปลือก,บางระกำ,,-,-,4,พิษณุโลก,2,เลขที่ 160/1,333.17,บางระกำ,นายเชาว์ ยาประเสริฐ,4,116,วังเป็ดเกษตรยนต์,,0
,96500000,อบเมล็ดพืช เช่น ข้าวโพด ข้าวเปลือก และทำมันเส้น,พรหมพิราม,,พิษณุโลก-เด่นชัย,,7,พิษณุโลก,6,เลขที่ 99/9,432.6,ทับยายเชียง,นายเรวัฒ จินดารัตนวงศ์,7,117,มีจินดาค้าพืชผล,,0
100.171822,,อบข้าวเปลือก,บางระกำ,16.640553,,,1000000,พิษณุโลก,1,เลขที่ โฉนดที่ดิน 26137,6,บ่อทอง,นางสาวเสริมศิริ สีปาน,4000000,118,ทรัพย์ ส.ประทีป,0,30000000
100.30456,,เก็บรักษาและลำเลียงเมล็ดพืช เช่น ข้าวเปลือก,บางกระทุ่ม,16.57574,บางกระทุ่ม-สันติบันเทิง,,2000000,พิษณุโลก,4,เลขที่ ,3,บางกระทุ่ม,นายธงชัย มนะเกษตรธาร,2000000,119,ท่าข้าวโกเข่ง,0,1000000
100.36817,,เก็บรักษา หรือลำเลียงพืชเมล็ดพืช หรือผลิตผลจากพืชในโกดัง,วังทอง,16.7115,,,5000000,พิษณุโลก,13,เลขที่ 278,2,แม่ระกา,นางพิมพ์ฉวี พัฒนพงษ์,400000,120,ท่าข้าวพิมพ์ฉวี,0,2000000
100.27133,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในโกดัง,เมืองพิษณุโลก,16.69703,,,1000000,พิษณุโลก,2,เลขที่ 92,3,วัดพริก,นางสาวปัญชลี โกเมศมุนีบริรักษ์,1600000,121,นางสาวปัญชลี โกเมศมุนีบริรักษ์,2,2000000
,20000000,การเก็บรักษาหรือลำเลียงเมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า และทำมันเส้น,เนินมะปราง,,สายกกไม้แดง-เนินมะปราง,,6,พิษณุโลก,4,เลขที่ 186/1,295,ชมพู,นางสาวอำพร แก่นท่าตาล,6,122,ท่าข้าวลุงแจง 2,,0
100.31729,,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,วัดโบสถ์,17.01701,พิษณุโลก-เด่นชัย,,5000000,พิษณุโลก,7,เลขที่ 77,4,วัดโบสถ์,บริษัท เกษตรไพศาลธัญกิจ จำกัด,1500000,123,บริษัท เกษตรไพศาลธัญกิจ จำกัด,1,1000000
100.297333,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,เมืองพิษณุโลก,16.912971,,,500000,พิษณุโลก,10,เลขที่ 99,2,บ้านป่า,นายเกียรติศักดิ์ ลี้ชัยมงคล,1200000,124,ท่าข้าววังยาว,0,1000000
100.17636,,เก็บรักษา หรือลำเลียงเมล็ดพืช หรือ ผลิตผลจากพืชในไซโล โกดัง คลังสินค้า,บางระกำ,16.703885,,,1000000,พิษณุโลก,2,เลขที่ 210,2,บางระกำ,นายก้องเกียรติ เหลืองเจษฎากุล,3000000,125,ลานตากโชค ๙ ชั้น,0,1500000
100.449017,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชไซโล โกดัง หรือคลังสินค้า และทำมันเส้น,วังทอง,16.621137,,,300000,พิษณุโลก,7,เลขที่ 8/9,2,หนองพระ,นายคัชเชนร์ ประสาทชัย,3500000,126,โชคบัญชา 1999,0,1200000
,7100000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า และทำมันเส้น,ชาติตระการ,,,,3,พิษณุโลก,4,เลขที่ 108,176.5,ป่าแดง,ห้างหุ้นส่วนจำกัด โชคอำนวยพร 2,3,127,ห้างหุ้นส่วนจำกัด โชคอำนวยพร 2,0,0
,6800000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล ไกดัง หรือคลังสินค้า และทำมันเส้น,บางกระทุ่ม,,,,2,พิษณุโลก,9,เลขที่ 119,150,ท่าตาล,บริษัท สีทองดี จำกัด ,2,128,ท่าข้าวทองดี,,0
,4450000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า และทำมันเส้น,ชาติตระการ,,,,2,พิษณุโลก,6,เลขที่ 327,296,ป่าแดง,นายจงรัก เสนานุช,2,129,จงรักพืชผล,,0
100.190557,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า,พรหมพิราม,17.03988,หนองตม-พรหมพิราม,,1000000,พิษณุโลก,1,เลขที่ 493,2,พรหมพิราม,นายกฎเกณฑ์ มูลขำ,800000,130,ก.พรหมพิราม,1,2000000
100.537648,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า และทำมันเส้น,วังทอง,16.865716,,,300000,พิษณุโลก,6,เลขที่ 274/2,3,วังนกแอ่น,นายธีระพัตร์ ทองกร,500000,131,นายธีระพัตร์ ทองกร,0,500000
100.753891,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืช ในไซโล โกดัง หรือคลังสินค้า คัดแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม เช่น ข้าวโพด มันสำปะหลัง และผสมอาหารสำหรับเลี้ยงสัตว์,วังทอง,16.862923,พิษณูโลก-หล่มสัก,,1000000,พิษณุโลก,1,เลขที่ 181,8,แก่งโสภา,นายอนุชา น้อยวงศ์,800000,132,ราชานำโชค,2,2000000
,335000000,อบข้าวเปลือก เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโลโกดังหรือคลังสินค้าและทำมันเส้น,เมืองพิษณุโลก,,,,15,พิษณุโลก,3,เลขที่ 368,2751,ไผ่ขอดอน,ห้างหุ้นส่วนจำกัด มุ่ย เฮง เฮง เฮง,12,133,ห้างหุ้นส่วนจำกัด มุ่ย เฮง เฮง เฮง,368,3
100.33304,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในโกดัง,บางกระทุ่ม,16.66236,,,500000,พิษณุโลก,5,เลขที่ 137/3,3,ท่าตาล,นายยงยุทธ เส็งพานิช,1000000,134,ท่าข้าว ล.เส็งพานิช,0,500000
,5500000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า กะเทาะเมล็ดข้าวโพด ร่อน คัด หรือแยกขนาด หรือคุณภาพของผลิตผลทางการเกษตร,วังทอง,,,,5,พิษณุโลก,1,เลขที่ 175,152,ดินทอง,ห้างหุ้นส่วนจำกัด พงษ์กิจพืชไร่,2,135,ห้างหุ้นส่วนจำกัด พงษ์กิจพืชไร่,,3
100.440053,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,วังทอง,16.676785,วังทอง-สากเหล็ก,,100000,พิษณุโลก,6,เลขที่ 27,1,หนองพระ,นายโสภณ หอมอ่อน,1400000,136,บุญเริ่มเทียมพืชผล,1,600000
100.173903,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า,พรหมพิราม,17.120077,,,1000000,พิษณุโลก,7,เลขที่ 222,2,มะต้อง,นางสาวตรีรัตน์ สังสีแก้ว,1500000,137,ท่าข้าวโชคช่วย,1,2000000
,10000000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,วังทอง,,,,2,พิษณุโลก,7,เลขที่ 229,170,แก่งโสภา,นายอนุสรณ์ เกียรติยศไกรลาศ,2,138,เนรมิตรพืชผล,,0
,55000000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,วัดโบสถ์,,,,8,พิษณุโลก,1,เลขที่ 187/1,485,หินลาด,บริษัท ที.ท๊อปพลัส อิมพอร์ท เอ็กซ์พอร์ท จำกัด,7,139,บริษัท ที.ท๊อปพลัส อิมพอร์ท เอ็กซ์พอร์ท จำกัด,0,1
100.441338,,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,วังทอง,16.738497,สายกกไม้แดง-เนินมะปราง,-,1000000,พิษณุโลก,4,เลขที่ 2,3,ดินทอง,นางมยุรี หอมอ่อน,900000,140,ดอกรักการเกษตร,0,1500000
,9300000,เก็บรักษาลำเลียงเมล็ดพืชทุกชนิดในโกดัง และอบเมล็ดพืช,นครไทย,,นครไทย-บ้านแยง,-,7,พิษณุโลก,3,เลขที่ 342,273.6,หนองกะท้าว,นายอิศรา ปานเกิด,6,141,นายอิศรา ปานเกิด,,1
,7600000,เก็บรักษาลำเลียงเมล็ดพืชทุกชนิดในโกดัง และอบเมล็ดพืช,วังทอง,,-,-,4,พิษณุโลก,4,เลขที่ 168,512.2,ดินทอง,นางสาวทิพวรรณ เดชธาดา,3,142,นางสาวทิพวรรณ เดชธาดา,512.2,1
,6500000,สีข้าวโพด ทำมันเส้น เก็บรักษาพืชผลทางการเกษตร ในโกดัง,พรหมพิราม,,,,5,พิษณุโลก,8,เลขที่ 155,330,ดงประคำ,ห้างหุ้นส่วนจำกัด จุ้ยเจริญกิจ,3,143,จุ้ยเจริญกิจ,,2
100.33349,,"การเก็บรักษาหรือลำเลียงพืช, เมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า",วัดโบสถ์,17.0109,     -,   -,100000,พิษณุโลก,4,เลขที่ 46,1,ท่างาม,นางจุฑาทิพย์ ฟักคง,800000,144,กรวิทย์พืชผล,11,1000000
100.35553,,การเก็บรักษาหรือลำเลียงเมล็ดพืช หรือผลิตผลการเกษตรในไซโล โกดัง หรือคลังสินค้าและลานตากพืชผลทางการเกษตร,วัดโบสถ์,17.10416,สายท่างาม-โป่งแค,,5000000,พิษณุโลก,5,เลขที่ 155,4,หินลาด,บริษัท เกษตรไพศาลธัญกิจ จำกัด,0,145,บริษัท เกษตรไพศาลธัญกิจ จำกัด,0,30000000
,8000000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า และทำมันเส้น,นครไทย,,-,-,6,พิษณุโลก,27,เลขที่ 95,482.6,หนองกะท้าว,นางจีราภรณ์ มาดี,6,146,ทวีพร,,0
,5000000,เก็บรักษาหรือลำเลียงเมล็ดพืช หรือ ผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้าและทำมันเส้น,วัดโบสถ์,,,,8,พิษณุโลก,3,เลขที่ 65/1,170,หินลาด,พงษ์ศักดิ์ วงศ์วรารักษ์,5,147,พลเกษตร,0,3
100.316661,,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,พรหมพิราม,17.016965,พิษณุโลก-เด่นชัย,-,50000000,พิษณุโลก,2,เลขที่ 2/2,6,ทับยายเชียง,บริษัท เกษตรไพศาลธัญกิจ จำกัด,12000000,148,บริษัท เกษตรไพศาลธัญกิจ จำกัด,2,1000000
,7140000,เก็บรักษาหรือลำเลียงเมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า และทำมันเส้น,เนินมะปราง,,-,-,2,พิษณุโลก,2,เลขที่ 325,295,วังยาง,นายประจักร์ คำจำปา,2,149,ประจักร์การเกษตร,,0
100.386401,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,เมืองพิษณุโลก,16.903152,-,-,100000,พิษณุโลก,2,เลขที่ 272,3,ดอนทอง,นายชัชวาลย์ วิเศษพานิช,600000,150,วิเศษพานิชพืชไร่,1,3500000
,2300000,เก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า อบเมล็ดพืช เช่น ข้าวเปลือก,บางระกำ,,บางระกำ-บ่อทอง,-,2,พิษณุโลก,5,เลขที่ 246/3,292,ปลักแรด,บริษัท ส.ธนวัฒน์พืชผล จำกัด,2,151,โรงอบข้าว ส.ธนวัฒน์พืชผล,,0
100.33402,,"การเก็บรักษาหรือลำเลียงพืช, เมล็ดพืชหรือผลิตผลจากพืชไซโล โกดังหรือคลงสินค้า",วัดโบสถ์,17.01273,วัดโบสถ์-โป่งแค,-,30000,พิษณุโลก,4,เลขที่ -,1,ท่างาม,นายบุญส่ง แตงอ่ำ,200000,152,วิชิตรุ่งกิจ,2,60000
100.449229,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,บางกระทุ่ม,16.613361,-,-,300000,พิษณุโลก,4,เลขที่ 125,2,วัดตายม,นายประยูร ประสาทชัย,800000,153,ประสาทชัยการเกษตร,0,1000000
,6500000,เก็บรักษาและลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,วัดโบสถ์,,,,3,พิษณุโลก,2,เลขที่ 222,175,บ้านยาง,นายสาธิต พิทยาเวชวิวัฒน์,3,154,ลานมันทรัพย์ทวี,,0
,,ลานตากพืชไร่ เช่น ข้าวโพด และทำมันเส้น,วัดโบสถ์,,,,1000000,พิษณุโลก,3,"เลขที่ โฉนดที่ดินเลขที่ 750,16035,19338",2,วัดโบสถ์,นางสาวธันย์ชนก ฟักคง,4000000,155,กรวิทย์พืชผล 3,0,3000000
100.607332,,เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,เนินมะปราง,16.554561,-,-,5500000,พิษณุโลก,2,เลขที่ -,6,เนินมะปราง,นางวันชัย ยศปัญญา,1000000,156,ร้านปรางค์ทองการเกษตร,0,1500000
100.32279,,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโลโกดังหรือคลังสินค้าและทำมันเส้น,วัดโบสถ์,17.145898,,,0,พิษณุโลก,9,เลขที่ 194,2,หินลาด,นางสาวธันย์ชนก ฟักคง,1200000,157,กรวิทย์พืชผล,1,1000000
100.37251,,ลานตากพืชไร่ เช่น ข้าวเปลือก ข้าวโพด และทำมันเส้น,วัดโบสถ์,17.140611,,,500000,พิษณุโลก,4,เลขที่ 44/1,3,หินลาด,นางสาวธัญณภัสศ์ มีจันโท,1000000,158,ศศินิภาพืชผล,0,900000
,89000000,ร่อน ทำความสะอาด คัด หรือแยกขนาดหรือคุณภาพของผลิตผล การเกษตรบรรจุใส่ภาชนะบรรจุ,เมืองพิษณุโลก,,สิงหวัฒน์,,7,พิษณุโลก,3,เลขที่ 161/1,105,พลายชุมพล,บริษัท สิงหวัฒน์เทรดดิ้ง จำกัด,4,159,บริษัท สิงหวัฒน์เทรดดิ้ง จำกัด,,3
,10300000,ร่อน คัด หรือแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม เช่น เมล็ดข้าวโพด และสีข้าวโพด,วังทอง,,,,3,พิษณุโลก,1,เลขที่ โฉนดที่ดินเลขที่ 22600,95,แม่ระกา,นายฤชัย แซ่ฉั่ว,3,160,สินธุชัยการเกษตร,,0
,124000000,ผลิตน้ำดื่ม และผลิตขวดพลาสติกบรรจุน้ำดื่ม,พรหมพิราม,,,,158,พิษณุโลก,1,เลขที่ -,1462.835,ท่าช้าง,บริษัท เมาท์เทน วอเตอร์ จำกัด,128,161,บริษัท เมาท์เทน วอเตอร์ จำกัด,1462.835,30
,4000000,ผลิตขวดน้ำพลาสติกและผลิตน้ำดื่ม,วังทอง,,วังทอง-เขาทราย,,25,พิษณุโลก,4,เลขที่ 467/1,90,หนองพระ,นางสาววนิดา โพธิ์คำ,12,162,น้ำดื่มวอเตอร์เซอร์ไพรส์,,13
,34700000,ตัดเย็บเครื่องนุ่งห่ม และพิมพ์สิ่งทอ,เมืองพิษณุโลก,,,,40,พิษณุโลก,5,เลขที่ -,251,บ้านกร่าง,วศุ  ศิริธร,20,163,ลันตาสปอร์ต,251,20
100.244153,,ตัดเย็บเครื่องนุ่งห่ม เสื้อผ้าสำเร็จรูป และผลิตภัณฑ์จากผ้า เช่น ผ้าม่าน ผ้ากันเปื้อน ผ้าปูที่นอน ปลอกหมอน,เมืองพิษณุโลก,16.820313,สีหราชเดโชชัย,,5000000,พิษณุโลก,,เลขที่ 322/2,10,ในเมือง,บริษัท ฐานะภัณฑ์ จำกัด,4500000,164,บริษัท ฐานะภัณฑ์ จำกัด,70,1000000
100.2022908,18500000,ขุดตักดินและดูดทรายในที่ดินกรรมสิทธิ์,บางระกำ,16.800504,,,2,พิษณุโลก,2,"เลขที่ โฉนดที่ดินเลขที่ 19196,19197,19198,19199,43539",450,บึงกอก,บริษัท เพิ่มพูน บารมี พิษณุโลก จำกัด,2,165,บริษัท เพิ่มพูน บารมี พิษณุโลก จำกัด,450,0
,9420000,ขุดตักดินและทรายในที่ดินกรรมสิทธิ์,บางระกำ,,-,-,3,พิษณุโลก,7,เลขที่ โฉนดที่ดินเลขที่ 52702 เลขที่ดิน 135,470,หนองกุลา,นาย วิรุต เจนบุรี,2,166,นาย วิรุต เจนบุรี,470,1
,8500000,ขุดตักดินและดูดทรายในที่ดินกรรมสิทธิ์,บางระกำ,,,,2,พิษณุโลก,11,เลขที่ โฉนดที่ดินเลขที่ 57786 และ 50271,295,บึงกอก,นายอนุสรณ์ สีแพร,2,167,นายอนุสรณ์ สีแพร,295,0
,12000000,ขุดตักดินและดูดทรายในที่ดินกรรมสิทธิ์,บางระกำ,,,,2,พิษณุโลก,2,"เลขที่ โฉนดที่ดินเลขที่ 17348,17349,17355 และ 17356",380,บางระกำ,บริษัท พิษณุโลกคอมเพล็กซ์ จำกัด,2,168,บริษัท พิษณุโลกคอมเพล็กซ์ จำกัด,380,0
,6400000,ขุดตักดินและดูดทรายในที่ดินกรรมสิทธิ์,บางระกำ,,,,3,พิษณุโลก,21,เลขที่ โฉนดที่ดินเลขที่ 58688,435,หนองกุลา,นางสาวอัญชลี ขุนศรี,3,169,นางสาวอัญชลี ขุนศรี,435,0
,7500000,ขุดดินสำหรับใช้ในการก่อสร้าง,เมืองพิษณุโลก,,,,4,พิษณุโลก,7,"เลขที่ โฉนดเลขที่ 28808,145732,145736,145737,145738,145739,145740,145741,145742",380,ปากโทก,นางปิ่นเพชร พูลสวัสดิ์,4,170,บ่อทองคำ,,0
100.1827111,12000000,ขุดตักดินและดูดทรายในที่ดินกรรมสิทธิ์,บางระกำ,16.7759228,,,2,พิษณุโลก,14,เลขที่ โฉนดที่ดิเลขที่ 15991 16002 30881 30882 30883 30884 30885 60144 60145,495,บางระกำ,บริษัท ธิติดา ทรานสปอร์ต จำกัด,2,171,บริษัท ธิติดา ทรานสปอร์ต จำกัด,495,0
,2600000,ขุดตักดินและดูดทรายในที่ดินกรรมสิทธิ์เพื่อใช้ในการก่อสร้าง,บางระกำ,,,,3,พิษณุโลก,14,"เลขที่ โฉนดที่ดินเลขที่ 65652,68366",480,หนองกุลา,นายมานัส พลอยครุฑ,3,172,บ่อรัชภูมิ,,0
,,ขุดตักดิน ทราย ในที่ดินกรรมสิทธิ์ สำหรับใช้ในการก่อสร้าง,บางระกำ,,-,-,500000,พิษณุโลก,14,เลขที่ โฉนดที่ดินเลขที่ 46135 เลขที่ดิน 93,4,หนองกุลา,นายพิสิฐชัย ทองปากน้ำ,1000000,173,นายพิสิฐชัย ทองปากน้ำ,0,4600000
