จำนวน,_id,หน่วยงานเจ้าของ,หน่วย,ชื่อโรงงาน,ประกอบกิจการ,ปีที่ได้รับอนุญาต,เพศ,ตำบล,อำเภอ,TSIC,รหัสประเภท
6,107,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ซี เอ็ม เค เอ็นจิเนียริ่ง กรุ๊ป,ผลิตผลิตภัณฑ์คอนกรีต เช่น เสา คานสำเร็จรูป แผ่นพื้นสำเร็จรูป ท่อ และท่อคอนกรีตอัดแรง ฯลฯ,2543,ชาย,ศรีบุญเรือง,เมืองมุกดาหาร,23953,5801
2,108,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ซี เอ็ม เค เอ็นจิเนียริ่ง กรุ๊ป,ผลิตผลิตภัณฑ์คอนกรีต เช่น เสา คานสำเร็จรูป แผ่นพื้นสำเร็จรูป ท่อ และท่อคอนกรีตอัดแรง ฯลฯ,2543,หญิง,ศรีบุญเรือง,เมืองมุกดาหาร,23953,5801
3,109,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด มุกดาหารพัฒนาก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2563,ชาย,โพนทราย,เมืองมุกดาหาร,23951,5801
0,110,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด มุกดาหารพัฒนาก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2563,หญิง,โพนทราย,เมืองมุกดาหาร,23951,5801
10,111,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ริมโขง คอนกรีต จำกัด,"ผลิตคอนกรีตผสมเสร็จ,ซีเมนต์บล๊อก และผลิตภัณฑ์จากคอนกรีตอื่นๆ",2539,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,23953,5801
5,112,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ริมโขง คอนกรีต จำกัด,"ผลิตคอนกรีตผสมเสร็จ,ซีเมนต์บล๊อก และผลิตภัณฑ์จากคอนกรีตอื่นๆ",2539,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,23953,5801
5,113,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ทรัพย์ปรีชาวิศวกรรม,ทำคอนกรีตผสมเสร็จ,2557,ชาย,คำอาฮวน,เมืองมุกดาหาร,23953,5801
0,114,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ทรัพย์ปรีชาวิศวกรรม,ทำคอนกรีตผสมเสร็จ,2557,หญิง,คำอาฮวน,เมืองมุกดาหาร,23953,5801
4,115,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,กุดแข้,เมืองมุกดาหาร,23953,5801
0,116,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,กุดแข้,เมืองมุกดาหาร,23953,5801
4,117,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด วิบูลย์เอ็นจิเนียริ่ง,ผลิตคอนกรีตผสมเสร็จ,2547,ชาย,มุกดาหาร,เมืองมุกดาหาร,23953,5801
0,118,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด วิบูลย์เอ็นจิเนียริ่ง,ผลิตคอนกรีตผสมเสร็จ,2547,หญิง,มุกดาหาร,เมืองมุกดาหาร,23953,5801
3,119,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานคอนกรีตผสมเสร็จมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2545,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,23953,5801
0,120,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานคอนกรีตผสมเสร็จมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2545,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,23953,5801
4,121,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี วัสดุ,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
0,122,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี วัสดุ,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
4,123,สำนักงานอุตสาหกรรมจังหวัด,คน,ปาโก้เมทัลชีท,ผลิตแผ่นหลังคาเหล็ก,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
1,124,สำนักงานอุตสาหกรรมจังหวัด,คน,ปาโก้เมทัลชีท,ผลิตแผ่นหลังคาเหล็ก,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
10,125,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานหลังคาเหล็ก สยามช้างไทย มุกดาหาร,ผลิตแผ่นหลังคาเหล็กรีดลอน ประตูเหล็กม้วน โครงฝาหลังคา เหล็กแปหลังคา,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
4,126,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานหลังคาเหล็ก สยามช้างไทย มุกดาหาร,ผลิตแผ่นหลังคาเหล็กรีดลอน ประตูเหล็กม้วน โครงฝาหลังคา เหล็กแปหลังคา,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
9,127,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานแผ่นหลังคาเหล็ก BK,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด,2562,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
0,128,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานแผ่นหลังคาเหล็ก BK,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด,2562,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
8,129,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด บิ๊ก ดี เลี่ยงเมือง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2556,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
0,130,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด บิ๊ก ดี เลี่ยงเมือง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2556,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
4,131,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด บิ๊กดี โนนสว่าง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
0,132,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด บิ๊กดี โนนสว่าง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
5,133,สำนักงานอุตสาหกรรมจังหวัด,คน,วงษ์พาณิชย์,อัดเศษกระดาษ อัดเศษโลหะ และอัดเศษพลาสติก,2552,ชาย,มุกดาหาร,เมืองมุกดาหาร,25999,6411
0,134,สำนักงานอุตสาหกรรมจังหวัด,คน,วงษ์พาณิชย์,อัดเศษกระดาษ อัดเศษโลหะ และอัดเศษพลาสติก,2552,หญิง,มุกดาหาร,เมืองมุกดาหาร,25999,6411
2,135,สำนักงานอุตสาหกรรมจังหวัด,คน,มีชัยการช่าง,กลึงและเชื่อมโลหะ,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,25922,6413
0,136,สำนักงานอุตสาหกรรมจังหวัด,คน,มีชัยการช่าง,กลึงและเชื่อมโลหะ,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,25922,6413
2,137,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร ฮอนด้าคาร์ส จำกัด,ซ่อมรถยนต์,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,28110,6500
0,138,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร ฮอนด้าคาร์ส จำกัด,ซ่อมรถยนต์,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,28110,6500
13,139,สำนักงานอุตสาหกรรมจังหวัด,คน,มุกดาหารคว้านเจียร์,ซ่อมแซมส่วนประกอบหรืออุปกรณ์ของเครื่องยนต์และเครื่องยนต์,2541,ชาย,มุกดาหาร,เมืองมุกดาหาร,28110,6500
0,140,สำนักงานอุตสาหกรรมจังหวัด,คน,มุกดาหารคว้านเจียร์,ซ่อมแซมส่วนประกอบหรืออุปกรณ์ของเครื่องยนต์และเครื่องยนต์,2541,หญิง,มุกดาหาร,เมืองมุกดาหาร,28110,6500
5,141,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่ต่อเรือศรีเผย,ต่อเรือและซ่อมเรือ,2548,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,33151,7501
0,142,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่ต่อเรือศรีเผย,ต่อเรือและซ่อมเรือ,2548,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,33151,7501
5,143,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ต่อเรือและซ่อมเรือ,2545,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,33151,7501
0,144,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ต่อเรือและซ่อมเรือ,2545,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,33151,7501
4,145,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาววรวรรณ บุญสุวรรณโชติ,ซ่อมและต่อเรือดูดทราย,2559,ชาย,นาสีนวน,เมืองมุกดาหาร,33151,7501
0,146,สำนักงานอุตสาหกรรมจังหวัด,คน,นางสาววรวรรณ บุญสุวรรณโชติ,ซ่อมและต่อเรือดูดทราย,2559,หญิง,นาสีนวน,เมืองมุกดาหาร,33151,7501
7,147,สำนักงานอุตสาหกรรมจังหวัด,คน,เจริญศิลป์,ทำโครงหลังคา และเบาะรถยนต์,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,29309,7702
0,148,สำนักงานอุตสาหกรรมจังหวัด,คน,เจริญศิลป์,ทำโครงหลังคา และเบาะรถยนต์,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,29309,7702
14,149,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ ควอลิตี้ สตาร์ช จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 2.126 เมกะวัตต์,2558,ชาย,คำป่าหลาย,เมืองมุกดาหาร,35101,8802
2,150,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ ควอลิตี้ สตาร์ช จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 2.126 เมกะวัตต์,2558,หญิง,คำป่าหลาย,เมืองมุกดาหาร,35101,8802
14,151,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ไบโอเอนเนอร์จี จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิตส่วนขยาย 2.352 เมกะวัตต์,2553,ชาย,คำป่าหลาย,เมืองมุกดาหาร,35101,8802
2,152,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ไบโอเอนเนอร์จี จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิตส่วนขยาย 2.352 เมกะวัตต์,2553,หญิง,คำป่าหลาย,เมืองมุกดาหาร,35101,8802
8,153,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ไบโอเอนเนอร์จี จำกัด,ผลิตก๊าชชีวภาพ,2553,ชาย,คำป่าหลาย,เมืองมุกดาหาร,20111,8900
0,154,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ไบโอเอนเนอร์จี จำกัด,ผลิตก๊าชชีวภาพ,2553,หญิง,คำป่าหลาย,เมืองมุกดาหาร,20111,8900
4,155,สำนักงานอุตสาหกรรมจังหวัด,คน,สนิทภัณฑ์อุตสาหกรรมห้องเย็น,โรงงานห้องเย็น,2536,ชาย,มุกดาหาร,เมืองมุกดาหาร,52101,9200
0,156,สำนักงานอุตสาหกรรมจังหวัด,คน,สนิทภัณฑ์อุตสาหกรรมห้องเย็น,โรงงานห้องเย็น,2536,หญิง,มุกดาหาร,เมืองมุกดาหาร,52101,9200
5,157,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้องเย็นมหาชัยวาริน,ห้องเย็น,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,52101,9200
0,158,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้องเย็นมหาชัยวาริน,ห้องเย็น,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,52101,9200
2,159,สำนักงานอุตสาหกรรมจังหวัด,คน,มหาชัยวาริน (สาขามุกดาหาร),โรงงานห้องเย็น,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,52101,9200
1,160,สำนักงานอุตสาหกรรมจังหวัด,คน,มหาชัยวาริน (สาขามุกดาหาร),โรงงานห้องเย็น,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,52101,9200
5,161,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท บุญศิริ โฟรเซ่นโปรดักส์ จำกัด,ห้องเย็น,2557,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,52101,9200
0,162,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท บุญศิริ โฟรเซ่นโปรดักส์ จำกัด,ห้องเย็น,2557,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,52101,9200
25,163,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมและพ่นสีรถยนต์,2550,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
1,164,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมและพ่นสีรถยนต์,2550,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
20,165,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ภาคอีสาณอุบล (ตังปัก) สาขามุกดาหาร,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,2537,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
0,166,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ภาคอีสาณอุบล (ตังปัก) สาขามุกดาหาร,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,2537,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
8,167,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ธนาพรพรรณ การาจ จำกัด,ซ่อมรถยนต์และเคาะพ่นสีรถยนต์,2547,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
2,168,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ธนาพรพรรณ การาจ จำกัด,ซ่อมรถยนต์และเคาะพ่นสีรถยนต์,2547,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
8,169,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่เกรียงไกรเคาะพ่นสี,ซ่อม - เคาะพ่นสีรถยนต์,2553,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
0,170,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่เกรียงไกรเคาะพ่นสี,ซ่อม - เคาะพ่นสีรถยนต์,2553,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
1,171,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่ทศพลเซอร์วิส,ซ่อมรถยนต์ เครื่องยนต์,2547,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
0,172,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่ทศพลเซอร์วิส,ซ่อมรถยนต์ เครื่องยนต์,2547,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
16,173,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สยามนิสสันมุกดาหาร จำกัด,"ซ่อมเครื่องยนต์,รถยนต์ และซ่อมสีรถยนต์",2539,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
2,174,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สยามนิสสันมุกดาหาร จำกัด,"ซ่อมเครื่องยนต์,รถยนต์ และซ่อมสีรถยนต์",2539,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
3,175,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงกลึงเทคนิคยนต์,กลึง เชื่อมโลหะ และซ่อมเครื่องยนต์,2524,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
1,176,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงกลึงเทคนิคยนต์,กลึง เชื่อมโลหะ และซ่อมเครื่องยนต์,2524,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
51,177,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โมโตเมค จำกัด,ซ่อมรถจักรยานยนต์ และส่วนประกอบรถจักรยานยนต์,2560,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,33121,9501
18,178,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โมโตเมค จำกัด,ซ่อมรถจักรยานยนต์ และส่วนประกอบรถจักรยานยนต์,2560,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,33121,9501
47,179,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมรถยนต์และส่วนประกอบรถยนต์,2560,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
6,180,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมรถยนต์และส่วนประกอบรถยนต์,2560,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
10,181,สำนักงานอุตสาหกรรมจังหวัด,คน,บี-ควิก สาขาโรบินสัน มุกดาหาร,ศูนย์บริการซ่อมแซมรถยนต์,2557,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
1,182,สำนักงานอุตสาหกรรมจังหวัด,คน,บี-ควิก สาขาโรบินสัน มุกดาหาร,ศูนย์บริการซ่อมแซมรถยนต์,2557,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
12,183,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่ทิพย์เซอร์วิส,"เคาะพ่นสีรถยนต์ซ่อมบำรุง,ตรวจสภาพรถยนต์",2553,ชาย,คำอาฮวน,เมืองมุกดาหาร,33121,9501
0,184,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่ทิพย์เซอร์วิส,"เคาะพ่นสีรถยนต์ซ่อมบำรุง,ตรวจสภาพรถยนต์",2553,หญิง,คำอาฮวน,เมืองมุกดาหาร,33121,9501
5,185,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่รุ่งโรจน์,"ซ่อม,เคาะพ่นสีรถยนต์",2553,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
0,186,สำนักงานอุตสาหกรรมจังหวัด,คน,อู่รุ่งโรจน์,"ซ่อม,เคาะพ่นสีรถยนต์",2553,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
59,187,สำนักงานอุตสาหกรรมจังหวัด,คน,สหกิจคาร์แคร์,ซ่อมรถยนต์-เคาะพ่นสีรถยนต์,2539,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9503
12,188,สำนักงานอุตสาหกรรมจังหวัด,คน,สหกิจคาร์แคร์,ซ่อมรถยนต์-เคาะพ่นสีรถยนต์,2539,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9503
3,189,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ลานตากกากมันสำปะหลัง,2558,ชาย,คำป่าหลาย,เมืองมุกดาหาร,38300,10600
2,190,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ลานตากกากมันสำปะหลัง,2558,หญิง,คำป่าหลาย,เมืองมุกดาหาร,38300,10600
1,191,สำนักงานอุตสาหกรรมจังหวัด,คน,สุริยาการค้า,สีข้าว ชนิดแยกแกลบแยกรำกำลังสูงสุด 15 เกวียน/วัน,2546,ชาย,น้ำเที่ยง,คำชะอี,10611,901
0,192,สำนักงานอุตสาหกรรมจังหวัด,คน,สุริยาการค้า,สีข้าว ชนิดแยกแกลบแยกรำกำลังสูงสุด 15 เกวียน/วัน,2546,หญิง,น้ำเที่ยง,คำชะอี,10611,901
2,193,สำนักงานอุตสาหกรรมจังหวัด,คน,สุรัญญาพืชผล,ทำมันเส้น,2555,ชาย,น้ำเที่ยง,คำชะอี,10621,906
2,194,สำนักงานอุตสาหกรรมจังหวัด,คน,สุรัญญาพืชผล,ทำมันเส้น,2555,หญิง,น้ำเที่ยง,คำชะอี,10621,906
6,195,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สุริยาขนส่งอุบล จำกัด,ผลิตแอสฟัลท์ติกคอนกรีต,2566,ชาย,หนองเอี่ยน,คำชะอี,19201,5004
0,196,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สุริยาขนส่งอุบล จำกัด,ผลิตแอสฟัลท์ติกคอนกรีต,2566,หญิง,หนองเอี่ยน,คำชะอี,19201,5004
3,197,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ดีโฮมคอนกรีต มุกดาหาร สาขา1,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,หนองเอี่ยน,คำชะอี,23953,5801
0,198,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ดีโฮมคอนกรีต มุกดาหาร สาขา1,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,หนองเอี่ยน,คำชะอี,23953,5801
4,199,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด สามอาร์ ซีเมนต์,ผลิตคอนกรีตผสมเสร็จ,2561,ชาย,หนองเอี่ยน,คำชะอี,23953,5801
0,200,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด สามอาร์ ซีเมนต์,ผลิตคอนกรีตผสมเสร็จ,2561,หญิง,หนองเอี่ยน,คำชะอี,23953,5801
4,201,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี คำชะอี,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,ชาย,น้ำเที่ยง,คำชะอี,25111,6302
0,202,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี คำชะอี,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,หญิง,น้ำเที่ยง,คำชะอี,25111,6302
60,203,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดงหลวง ควอลลิตี้ สตาร์ช จำกัด,ทำแป้งมันสำปะหลัง (กำลังการผลิตสูงสุด 50 ตันแป้ง/วัน),2553,ชาย,หนองแคน,ดงหลวง,10622,902
0,204,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดงหลวง ควอลลิตี้ สตาร์ช จำกัด,ทำแป้งมันสำปะหลัง (กำลังการผลิตสูงสุด 50 ตันแป้ง/วัน),2553,หญิง,หนองแคน,ดงหลวง,10622,902
4,205,สำนักงานอุตสาหกรรมจังหวัด,คน,ลานมันสุวิทย์พืชผล,ทำมันเส้น,2556,ชาย,หนองแคน,ดงหลวง,10621,906
1,206,สำนักงานอุตสาหกรรมจังหวัด,คน,ลานมันสุวิทย์พืชผล,ทำมันเส้น,2556,หญิง,หนองแคน,ดงหลวง,10621,906
7,207,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เมืองทองทวีทรัพย์,ผลิตแอสฟัลท์ติกคอนกรีต กำลังการผลิตสูงสุด 90 ตัน/ชม.,2565,ชาย,ดงหลวง,ดงหลวง,19209,5004
3,208,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เมืองทองทวีทรัพย์,ผลิตแอสฟัลท์ติกคอนกรีต กำลังการผลิตสูงสุด 90 ตัน/ชม.,2565,หญิง,ดงหลวง,ดงหลวง,19209,5004
21,209,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พุทธรักษา ไทยรับเบอร์ จำกัด,ทำยางเครปและแผ่นรมควันอัดก้อน,2550,ชาย,หนองแคน,ดงหลวง,22191,5203
20,210,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พุทธรักษา ไทยรับเบอร์ จำกัด,ทำยางเครปและแผ่นรมควันอัดก้อน,2550,หญิง,หนองแคน,ดงหลวง,22191,5203
3,211,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊กศิริมาศ,ผลิตคอนกรีตผสมเสร็จ,2559,ชาย,ดงหลวง,ดงหลวง,23953,5801
0,212,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊กศิริมาศ,ผลิตคอนกรีตผสมเสร็จ,2559,หญิง,ดงหลวง,ดงหลวง,23953,5801
3,213,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหารไบโอแก๊ส จำกัด,"ผลิต ส่งและจำหน่ายก๊าซชีวภาพ 13,000 ลบ.ม/วัน",2556,ชาย,หนองแคน,ดงหลวง,20111,8900
1,214,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหารไบโอแก๊ส จำกัด,"ผลิต ส่งและจำหน่ายก๊าซชีวภาพ 13,000 ลบ.ม/วัน",2556,หญิง,หนองแคน,ดงหลวง,20111,8900
5,215,สำนักงานอุตสาหกรรมจังหวัด,คน,สุวิทย์พืชผล,ลานตากกากมันสำปะหลัง,2558,ชาย,ดงหลวง,ดงหลวง,38300,10600
0,216,สำนักงานอุตสาหกรรมจังหวัด,คน,สุวิทย์พืชผล,ลานตากกากมันสำปะหลัง,2558,หญิง,ดงหลวง,ดงหลวง,38300,10600
