VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR,LAVEL_EDUCATIONAL
84.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,500,หญิง,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,501,หญิง,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
442.73,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,502,หญิง,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาการ
126.02,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,503,หญิง,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาชีพ
109.75,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,504,หญิง,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,505,หญิง,พันคน,ภาคเหนือ,2567, อื่น ๆ
1.78,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,506,หญิง,พันคน,ภาคเหนือ,2567, ไม่ทราบ
18.23,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,507,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่มีการศึกษา
804.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,508,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ต่ำกว่าประถมศึกษา
1487.13,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,509,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ประถมศึกษา
1038.32,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,510,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนต้น
856.64,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,511,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายสามัญ
135.41,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,512,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,513,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
288.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,514,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการ
264.38,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,515,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาชีพ
63.62,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,516,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,517,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อื่น ๆ
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,518,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่ทราบ
33.74,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,519,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่มีการศึกษา
648.04,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,520,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ต่ำกว่าประถมศึกษา
1067.32,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,521,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ประถมศึกษา
607.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,522,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนต้น
691.27,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,523,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายสามัญ
90.69,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,524,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,525,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
487.96,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,526,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการ
198.59,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,527,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาชีพ
150.22,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,528,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,529,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อื่น ๆ
0.16,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,530,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่ทราบ
70.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,531,ชาย,พันคน,ภาคใต้,2567, ไม่มีการศึกษา
283.98,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,532,ชาย,พันคน,ภาคใต้,2567, ต่ำกว่าประถมศึกษา
840.14,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,533,ชาย,พันคน,ภาคใต้,2567, ประถมศึกษา
587.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,534,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนต้น
489.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,535,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายสามัญ
112.48,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,536,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,537,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
302.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,538,ชาย,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการ
180.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,539,ชาย,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาชีพ
34.64,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,540,ชาย,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการศึกษา
2.19,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,541,ชาย,พันคน,ภาคใต้,2567, อื่น ๆ
19.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,542,ชาย,พันคน,ภาคใต้,2567, ไม่ทราบ
59.34,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,543,หญิง,พันคน,ภาคใต้,2567, ไม่มีการศึกษา
297.61,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,544,หญิง,พันคน,ภาคใต้,2567, ต่ำกว่าประถมศึกษา
572.58,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,545,หญิง,พันคน,ภาคใต้,2567, ประถมศึกษา
332.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,546,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนต้น
338.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,547,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายสามัญ
71.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,548,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.95,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,549,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
497.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,550,หญิง,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการ
126.64,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,551,หญิง,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาชีพ
93.59,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,552,หญิง,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการศึกษา
4.14,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,553,หญิง,พันคน,ภาคใต้,2567, อื่น ๆ
16.61,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,554,หญิง,พันคน,ภาคใต้,2567, ไม่ทราบ
60.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,555,ชาย,พันคน,กรุงเทพมหานคร,2567, ไม่มีการศึกษา
127.08,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,556,ชาย,พันคน,กรุงเทพมหานคร,2567, ต่ำกว่าประถมศึกษา
549.92,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,557,ชาย,พันคน,กรุงเทพมหานคร,2567, ประถมศึกษา
527.11,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,558,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนต้น
451.84,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,559,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายสามัญ
203.35,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,560,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,561,ชาย,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
773.57,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,562,ชาย,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการ
208.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,563,ชาย,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาชีพ
47.86,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,564,ชาย,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,565,ชาย,พันคน,กรุงเทพมหานคร,2567, อื่น ๆ
47.18,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,566,ชาย,พันคน,กรุงเทพมหานคร,2567, ไม่ทราบ
47.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,567,หญิง,พันคน,กรุงเทพมหานคร,2567, ไม่มีการศึกษา
140.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,568,หญิง,พันคน,กรุงเทพมหานคร,2567, ต่ำกว่าประถมศึกษา
434.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,569,หญิง,พันคน,กรุงเทพมหานคร,2567, ประถมศึกษา
387.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,570,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนต้น
338.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,571,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายสามัญ
125.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,572,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,573,หญิง,พันคน,กรุงเทพมหานคร,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1022.47,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,574,หญิง,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการ
143.74,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,575,หญิง,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาชีพ
89.04,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,576,หญิง,พันคน,กรุงเทพมหานคร,2567, อุดมศึกษา สายวิชาการศึกษา
1.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,577,หญิง,พันคน,กรุงเทพมหานคร,2567, อื่น ๆ
31.81,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,578,หญิง,พันคน,กรุงเทพมหานคร,2567, ไม่ทราบ
129.15,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,579,ชาย,พันคน,ภาคกลาง,2567, ไม่มีการศึกษา
555.36,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,580,ชาย,พันคน,ภาคกลาง,2567, ต่ำกว่าประถมศึกษา
1513.23,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,581,ชาย,พันคน,ภาคกลาง,2567, ประถมศึกษา
1587.64,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,582,ชาย,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนต้น
1187.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,583,ชาย,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนปลาย สายสามัญ
411.44,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,584,ชาย,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.13,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,585,ชาย,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
886.08,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,586,ชาย,พันคน,ภาคกลาง,2567, อุดมศึกษา สายวิชาการ
598.33,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,587,ชาย,พันคน,ภาคกลาง,2567, อุดมศึกษา สายวิชาชีพ
58.58,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,588,ชาย,พันคน,ภาคกลาง,2567, อุดมศึกษา สายวิชาการศึกษา
127.94,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,589,ชาย,พันคน,ภาคกลาง,2567, อื่น ๆ
80.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,590,ชาย,พันคน,ภาคกลาง,2567, ไม่ทราบ
121.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,591,หญิง,พันคน,ภาคกลาง,2567, ไม่มีการศึกษา
593.09,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,592,หญิง,พันคน,ภาคกลาง,2567, ต่ำกว่าประถมศึกษา
1102.26,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,593,หญิง,พันคน,ภาคกลาง,2567, ประถมศึกษา
1078.38,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,594,หญิง,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนต้น
1059.36,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,595,หญิง,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนปลาย สายสามัญ
254.21,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,596,หญิง,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.54,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,597,หญิง,พันคน,ภาคกลาง,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
1296.49,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,598,หญิง,พันคน,ภาคกลาง,2567, อุดมศึกษา สายวิชาการ
364.34,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,599,หญิง,พันคน,ภาคกลาง,2567, อุดมศึกษา สายวิชาชีพ
158.86,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,600,หญิง,พันคน,ภาคกลาง,2567, อุดมศึกษา สายวิชาการศึกษา
130.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,601,หญิง,พันคน,ภาคกลาง,2567, อื่น ๆ
81.84,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,602,หญิง,พันคน,ภาคกลาง,2567, ไม่ทราบ
167.16,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,603,ชาย,พันคน,ภาคเหนือ,2567, ไม่มีการศึกษา
567.91,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,604,ชาย,พันคน,ภาคเหนือ,2567, ต่ำกว่าประถมศึกษา
738.52,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,605,ชาย,พันคน,ภาคเหนือ,2567, ประถมศึกษา
617.82,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,606,ชาย,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนต้น
475.97,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,607,ชาย,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายสามัญ
118.06,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,608,ชาย,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.59,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,609,ชาย,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
294.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,610,ชาย,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาการ
204.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,611,ชาย,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาชีพ
46.41,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,612,ชาย,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.31,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,613,ชาย,พันคน,ภาคเหนือ,2567, อื่น ๆ
3.99,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,614,ชาย,พันคน,ภาคเหนือ,2567, ไม่ทราบ
198.63,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,615,หญิง,พันคน,ภาคเหนือ,2567, ไม่มีการศึกษา
533.21,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,616,หญิง,พันคน,ภาคเหนือ,2567, ต่ำกว่าประถมศึกษา
565.53,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,617,หญิง,พันคน,ภาคเหนือ,2567, ประถมศึกษา
371.41,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,618,หญิง,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนต้น
400.48,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,619,หญิง,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายสามัญ
66.67,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,620,หญิง,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
2.76,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,621,หญิง,พันคน,ภาคเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
414.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,622,หญิง,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาการ
111.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,623,หญิง,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาชีพ
100.95,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,624,หญิง,พันคน,ภาคเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,625,หญิง,พันคน,ภาคเหนือ,2567, อื่น ๆ
1.85,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,626,หญิง,พันคน,ภาคเหนือ,2567, ไม่ทราบ
16.08,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,627,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่มีการศึกษา
810.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,628,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ต่ำกว่าประถมศึกษา
1483.05,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,629,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ประถมศึกษา
999.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,630,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนต้น
886.02,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,631,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายสามัญ
138.46,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,632,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
1.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,633,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
323.06,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,634,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการ
267.19,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,635,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาชีพ
63.27,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,636,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,637,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อื่น ๆ
0.22,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,638,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่ทราบ
24.43,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,639,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่มีการศึกษา
648.39,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,640,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ต่ำกว่าประถมศึกษา
1078.82,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,641,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ประถมศึกษา
578.63,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,642,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนต้น
762.26,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,643,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายสามัญ
85.51,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,644,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,645,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
513.89,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,646,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการ
205.39,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,647,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาชีพ
166.26,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,648,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อุดมศึกษา สายวิชาการศึกษา
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,649,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, อื่น ๆ
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,650,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2567, ไม่ทราบ
62.45,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,651,ชาย,พันคน,ภาคใต้,2567, ไม่มีการศึกษา
294.14,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,652,ชาย,พันคน,ภาคใต้,2567, ต่ำกว่าประถมศึกษา
832.03,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,653,ชาย,พันคน,ภาคใต้,2567, ประถมศึกษา
578.54,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,654,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนต้น
524.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,655,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายสามัญ
101.71,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,656,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายอาชีวศึกษา
0.35,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,657,ชาย,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายวิชาการศึกษา
307.83,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,658,ชาย,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการ
171.11,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,659,ชาย,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาชีพ
41.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,660,ชาย,พันคน,ภาคใต้,2567, อุดมศึกษา สายวิชาการศึกษา
2.28,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,661,ชาย,พันคน,ภาคใต้,2567, อื่น ๆ
27.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,662,ชาย,พันคน,ภาคใต้,2567, ไม่ทราบ
52.95,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,663,หญิง,พันคน,ภาคใต้,2567, ไม่มีการศึกษา
272.24,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,664,หญิง,พันคน,ภาคใต้,2567, ต่ำกว่าประถมศึกษา
529.93,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,665,หญิง,พันคน,ภาคใต้,2567, ประถมศึกษา
347.62,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,666,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนต้น
367.02,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,667,หญิง,พันคน,ภาคใต้,2567, มัธยมศึกษาตอนปลาย สายสามัญ
