WORK_STATUS,QUARTER,VALUE,SOURCE,_id,SEX,UNIT,REGION,YEAR
นายจ้าง,ไตรมาสที่ 4,24.12,สำนักงานสถิติแห่งชาติ,181,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,510.89,สำนักงานสถิติแห่งชาติ,182,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
ลูกจ้างเอกชน,ไตรมาสที่ 4,732.53,สำนักงานสถิติแห่งชาติ,183,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
ทำงานส่วนตัว,ไตรมาสที่ 4,1644.28,สำนักงานสถิติแห่งชาติ,184,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,1519.35,สำนักงานสถิติแห่งชาติ,185,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
การรวมกลุ่ม,ไตรมาสที่ 4,2.79,สำนักงานสถิติแห่งชาติ,186,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2566
นายจ้าง,ไตรมาสที่ 4,140.08,สำนักงานสถิติแห่งชาติ,187,ชาย,พันคน,ภาคใต้,2566
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,245.28,สำนักงานสถิติแห่งชาติ,188,ชาย,พันคน,ภาคใต้,2566
ลูกจ้างเอกชน,ไตรมาสที่ 4,1135.4,สำนักงานสถิติแห่งชาติ,189,ชาย,พันคน,ภาคใต้,2566
ทำงานส่วนตัว,ไตรมาสที่ 4,1103.76,สำนักงานสถิติแห่งชาติ,190,ชาย,พันคน,ภาคใต้,2566
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,332.43,สำนักงานสถิติแห่งชาติ,191,ชาย,พันคน,ภาคใต้,2566
การรวมกลุ่ม,ไตรมาสที่ 4,1.83,สำนักงานสถิติแห่งชาติ,192,ชาย,พันคน,ภาคใต้,2566
นายจ้าง,ไตรมาสที่ 4,54.72,สำนักงานสถิติแห่งชาติ,193,หญิง,พันคน,ภาคใต้,2566
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,279.39,สำนักงานสถิติแห่งชาติ,194,หญิง,พันคน,ภาคใต้,2566
ลูกจ้างเอกชน,ไตรมาสที่ 4,802.43,สำนักงานสถิติแห่งชาติ,195,หญิง,พันคน,ภาคใต้,2566
ทำงานส่วนตัว,ไตรมาสที่ 4,789.58,สำนักงานสถิติแห่งชาติ,196,หญิง,พันคน,ภาคใต้,2566
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,458.97,สำนักงานสถิติแห่งชาติ,197,หญิง,พันคน,ภาคใต้,2566
การรวมกลุ่ม,ไตรมาสที่ 4,0.73,สำนักงานสถิติแห่งชาติ,198,หญิง,พันคน,ภาคใต้,2566
ชาย,ไตรมาสที่ 1,159.19,สำนักงานสถิติแห่งชาติ,199,นายจ้าง,พันคน,กรุงเทพมหานคร,2567
ชาย,ไตรมาสที่ 1,251.54,สำนักงานสถิติแห่งชาติ,200,ลูกจ้างรัฐบาล,พันคน,กรุงเทพมหานคร,2567
ชาย,ไตรมาสที่ 1,1745.03,สำนักงานสถิติแห่งชาติ,201,ลูกจ้างเอกชน,พันคน,กรุงเทพมหานคร,2567
ชาย,ไตรมาสที่ 1,743.66,สำนักงานสถิติแห่งชาติ,202,ทำงานส่วนตัว,พันคน,กรุงเทพมหานคร,2567
ชาย,ไตรมาสที่ 1,117.88,สำนักงานสถิติแห่งชาติ,203,ช่วยธุรกิจครอบครัว,พันคน,กรุงเทพมหานคร,2567
ชาย,ไตรมาสที่ 1,0.0,สำนักงานสถิติแห่งชาติ,204,การรวมกลุ่ม,พันคน,กรุงเทพมหานคร,2567
หญิง,ไตรมาสที่ 1,53.09,สำนักงานสถิติแห่งชาติ,205,นายจ้าง,พันคน,กรุงเทพมหานคร,2567
หญิง,ไตรมาสที่ 1,258.22,สำนักงานสถิติแห่งชาติ,206,ลูกจ้างรัฐบาล,พันคน,กรุงเทพมหานคร,2567
หญิง,ไตรมาสที่ 1,1707.19,สำนักงานสถิติแห่งชาติ,207,ลูกจ้างเอกชน,พันคน,กรุงเทพมหานคร,2567
หญิง,ไตรมาสที่ 1,532.84,สำนักงานสถิติแห่งชาติ,208,ทำงานส่วนตัว,พันคน,กรุงเทพมหานคร,2567
หญิง,ไตรมาสที่ 1,205.67,สำนักงานสถิติแห่งชาติ,209,ช่วยธุรกิจครอบครัว,พันคน,กรุงเทพมหานคร,2567
หญิง,ไตรมาสที่ 1,1.19,สำนักงานสถิติแห่งชาติ,210,การรวมกลุ่ม,พันคน,กรุงเทพมหานคร,2567
ชาย,ไตรมาสที่ 1,264.84,สำนักงานสถิติแห่งชาติ,211,นายจ้าง,พันคน,ภาคกลาง,2567
ชาย,ไตรมาสที่ 1,496.1,สำนักงานสถิติแห่งชาติ,212,ลูกจ้างรัฐบาล,พันคน,ภาคกลาง,2567
ชาย,ไตรมาสที่ 1,3920.52,สำนักงานสถิติแห่งชาติ,213,ลูกจ้างเอกชน,พันคน,ภาคกลาง,2567
ชาย,ไตรมาสที่ 1,1918.5,สำนักงานสถิติแห่งชาติ,214,ทำงานส่วนตัว,พันคน,ภาคกลาง,2567
ชาย,ไตรมาสที่ 1,540.69,สำนักงานสถิติแห่งชาติ,215,ช่วยธุรกิจครอบครัว,พันคน,ภาคกลาง,2567
ชาย,ไตรมาสที่ 1,0.0,สำนักงานสถิติแห่งชาติ,216,การรวมกลุ่ม,พันคน,ภาคกลาง,2567
