WORK_STATUS,QUARTER,VALUE,SOURCE,_id,SEX,UNIT,REGION,YEAR
การรวมกลุ่ม,ไตรมาสที่ 2,11.98,สำนักงานสถิติแห่งชาติ,427,หญิง,พันคน,ภาคใต้,2563
นายจ้าง,ไตรมาสที่ 3,168.79,สำนักงานสถิติแห่งชาติ,428,ชาย,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,245.69,สำนักงานสถิติแห่งชาติ,429,ชาย,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,1624.43,สำนักงานสถิติแห่งชาติ,430,ชาย,พันคน,กรุงเทพมหานคร,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,636.93,สำนักงานสถิติแห่งชาติ,431,ชาย,พันคน,กรุงเทพมหานคร,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,97.36,สำนักงานสถิติแห่งชาติ,432,ชาย,พันคน,กรุงเทพมหานคร,2563
การรวมกลุ่ม,ไตรมาสที่ 3,2.01,สำนักงานสถิติแห่งชาติ,433,ชาย,พันคน,กรุงเทพมหานคร,2563
นายจ้าง,ไตรมาสที่ 3,45.28,สำนักงานสถิติแห่งชาติ,434,หญิง,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,250.96,สำนักงานสถิติแห่งชาติ,435,หญิง,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,1560.33,สำนักงานสถิติแห่งชาติ,436,หญิง,พันคน,กรุงเทพมหานคร,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,432.64,สำนักงานสถิติแห่งชาติ,437,หญิง,พันคน,กรุงเทพมหานคร,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,220.78,สำนักงานสถิติแห่งชาติ,438,หญิง,พันคน,กรุงเทพมหานคร,2563
การรวมกลุ่ม,ไตรมาสที่ 3,2.48,สำนักงานสถิติแห่งชาติ,439,หญิง,พันคน,กรุงเทพมหานคร,2563
นายจ้าง,ไตรมาสที่ 3,227.92,สำนักงานสถิติแห่งชาติ,440,ชาย,พันคน,ภาคกลาง,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,451.91,สำนักงานสถิติแห่งชาติ,441,ชาย,พันคน,ภาคกลาง,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,3260.14,สำนักงานสถิติแห่งชาติ,442,ชาย,พันคน,ภาคกลาง,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,1679.61,สำนักงานสถิติแห่งชาติ,443,ชาย,พันคน,ภาคกลาง,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,590.76,สำนักงานสถิติแห่งชาติ,444,ชาย,พันคน,ภาคกลาง,2563
การรวมกลุ่ม,ไตรมาสที่ 3,176.7,สำนักงานสถิติแห่งชาติ,445,ชาย,พันคน,ภาคกลาง,2563
นายจ้าง,ไตรมาสที่ 3,78.85,สำนักงานสถิติแห่งชาติ,446,หญิง,พันคน,ภาคกลาง,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,546.61,สำนักงานสถิติแห่งชาติ,447,หญิง,พันคน,ภาคกลาง,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,2637.53,สำนักงานสถิติแห่งชาติ,448,หญิง,พันคน,ภาคกลาง,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,1270.4,สำนักงานสถิติแห่งชาติ,449,หญิง,พันคน,ภาคกลาง,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,755.2,สำนักงานสถิติแห่งชาติ,450,หญิง,พันคน,ภาคกลาง,2563
การรวมกลุ่ม,ไตรมาสที่ 3,101.3,สำนักงานสถิติแห่งชาติ,451,หญิง,พันคน,ภาคกลาง,2563
นายจ้าง,ไตรมาสที่ 3,68.86,สำนักงานสถิติแห่งชาติ,452,ชาย,พันคน,ภาคเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,307.18,สำนักงานสถิติแห่งชาติ,453,ชาย,พันคน,ภาคเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,639.42,สำนักงานสถิติแห่งชาติ,454,ชาย,พันคน,ภาคเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,1511.26,สำนักงานสถิติแห่งชาติ,455,ชาย,พันคน,ภาคเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,540.75,สำนักงานสถิติแห่งชาติ,456,ชาย,พันคน,ภาคเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 3,281.72,สำนักงานสถิติแห่งชาติ,457,ชาย,พันคน,ภาคเหนือ,2563
นายจ้าง,ไตรมาสที่ 3,24.24,สำนักงานสถิติแห่งชาติ,458,หญิง,พันคน,ภาคเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,321.33,สำนักงานสถิติแห่งชาติ,459,หญิง,พันคน,ภาคเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,516.29,สำนักงานสถิติแห่งชาติ,460,หญิง,พันคน,ภาคเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,871.41,สำนักงานสถิติแห่งชาติ,461,หญิง,พันคน,ภาคเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,943.51,สำนักงานสถิติแห่งชาติ,462,หญิง,พันคน,ภาคเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 3,162.89,สำนักงานสถิติแห่งชาติ,463,หญิง,พันคน,ภาคเหนือ,2563
นายจ้าง,ไตรมาสที่ 3,71.84,สำนักงานสถิติแห่งชาติ,464,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,481.83,สำนักงานสถิติแห่งชาติ,465,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,925.71,สำนักงานสถิติแห่งชาติ,466,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,2633.71,สำนักงานสถิติแห่งชาติ,467,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,1000.08,สำนักงานสถิติแห่งชาติ,468,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 3,109.82,สำนักงานสถิติแห่งชาติ,469,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นายจ้าง,ไตรมาสที่ 3,23.11,สำนักงานสถิติแห่งชาติ,470,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,449.14,สำนักงานสถิติแห่งชาติ,471,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,647.43,สำนักงานสถิติแห่งชาติ,472,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,1495.71,สำนักงานสถิติแห่งชาติ,473,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,1676.36,สำนักงานสถิติแห่งชาติ,474,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 3,59.3,สำนักงานสถิติแห่งชาติ,475,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นายจ้าง,ไตรมาสที่ 3,134.01,สำนักงานสถิติแห่งชาติ,476,ชาย,พันคน,ภาคใต้,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,226.81,สำนักงานสถิติแห่งชาติ,477,ชาย,พันคน,ภาคใต้,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,1058.27,สำนักงานสถิติแห่งชาติ,478,ชาย,พันคน,ภาคใต้,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,1020.16,สำนักงานสถิติแห่งชาติ,479,ชาย,พันคน,ภาคใต้,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,331.82,สำนักงานสถิติแห่งชาติ,480,ชาย,พันคน,ภาคใต้,2563
การรวมกลุ่ม,ไตรมาสที่ 3,32.19,สำนักงานสถิติแห่งชาติ,481,ชาย,พันคน,ภาคใต้,2563
นายจ้าง,ไตรมาสที่ 3,50.76,สำนักงานสถิติแห่งชาติ,482,หญิง,พันคน,ภาคใต้,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 3,238.82,สำนักงานสถิติแห่งชาติ,483,หญิง,พันคน,ภาคใต้,2563
ลูกจ้างเอกชน,ไตรมาสที่ 3,736.52,สำนักงานสถิติแห่งชาติ,484,หญิง,พันคน,ภาคใต้,2563
ทำงานส่วนตัว,ไตรมาสที่ 3,762.83,สำนักงานสถิติแห่งชาติ,485,หญิง,พันคน,ภาคใต้,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 3,462.53,สำนักงานสถิติแห่งชาติ,486,หญิง,พันคน,ภาคใต้,2563
การรวมกลุ่ม,ไตรมาสที่ 3,11.92,สำนักงานสถิติแห่งชาติ,487,หญิง,พันคน,ภาคใต้,2563
นายจ้าง,ไตรมาสที่ 4,166.7,สำนักงานสถิติแห่งชาติ,488,ชาย,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,253.2,สำนักงานสถิติแห่งชาติ,489,ชาย,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,1577.83,สำนักงานสถิติแห่งชาติ,490,ชาย,พันคน,กรุงเทพมหานคร,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,645.81,สำนักงานสถิติแห่งชาติ,491,ชาย,พันคน,กรุงเทพมหานคร,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,135.96,สำนักงานสถิติแห่งชาติ,492,ชาย,พันคน,กรุงเทพมหานคร,2563
การรวมกลุ่ม,ไตรมาสที่ 4,9.56,สำนักงานสถิติแห่งชาติ,493,ชาย,พันคน,กรุงเทพมหานคร,2563
นายจ้าง,ไตรมาสที่ 4,55.17,สำนักงานสถิติแห่งชาติ,494,หญิง,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,220.73,สำนักงานสถิติแห่งชาติ,495,หญิง,พันคน,กรุงเทพมหานคร,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,1614.42,สำนักงานสถิติแห่งชาติ,496,หญิง,พันคน,กรุงเทพมหานคร,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,428.44,สำนักงานสถิติแห่งชาติ,497,หญิง,พันคน,กรุงเทพมหานคร,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,239.38,สำนักงานสถิติแห่งชาติ,498,หญิง,พันคน,กรุงเทพมหานคร,2563
การรวมกลุ่ม,ไตรมาสที่ 4,2.75,สำนักงานสถิติแห่งชาติ,499,หญิง,พันคน,กรุงเทพมหานคร,2563
นายจ้าง,ไตรมาสที่ 4,246.68,สำนักงานสถิติแห่งชาติ,500,ชาย,พันคน,ภาคกลาง,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,451.67,สำนักงานสถิติแห่งชาติ,501,ชาย,พันคน,ภาคกลาง,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,3342.51,สำนักงานสถิติแห่งชาติ,502,ชาย,พันคน,ภาคกลาง,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,1717.85,สำนักงานสถิติแห่งชาติ,503,ชาย,พันคน,ภาคกลาง,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,574.98,สำนักงานสถิติแห่งชาติ,504,ชาย,พันคน,ภาคกลาง,2563
การรวมกลุ่ม,ไตรมาสที่ 4,161.23,สำนักงานสถิติแห่งชาติ,505,ชาย,พันคน,ภาคกลาง,2563
นายจ้าง,ไตรมาสที่ 4,85.39,สำนักงานสถิติแห่งชาติ,506,หญิง,พันคน,ภาคกลาง,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,541.33,สำนักงานสถิติแห่งชาติ,507,หญิง,พันคน,ภาคกลาง,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,2687.37,สำนักงานสถิติแห่งชาติ,508,หญิง,พันคน,ภาคกลาง,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,1331.42,สำนักงานสถิติแห่งชาติ,509,หญิง,พันคน,ภาคกลาง,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,757.37,สำนักงานสถิติแห่งชาติ,510,หญิง,พันคน,ภาคกลาง,2563
การรวมกลุ่ม,ไตรมาสที่ 4,96.32,สำนักงานสถิติแห่งชาติ,511,หญิง,พันคน,ภาคกลาง,2563
นายจ้าง,ไตรมาสที่ 4,71.02,สำนักงานสถิติแห่งชาติ,512,ชาย,พันคน,ภาคเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,302.25,สำนักงานสถิติแห่งชาติ,513,ชาย,พันคน,ภาคเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,691.3,สำนักงานสถิติแห่งชาติ,514,ชาย,พันคน,ภาคเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,1494.07,สำนักงานสถิติแห่งชาติ,515,ชาย,พันคน,ภาคเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,500.82,สำนักงานสถิติแห่งชาติ,516,ชาย,พันคน,ภาคเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 4,291.26,สำนักงานสถิติแห่งชาติ,517,ชาย,พันคน,ภาคเหนือ,2563
นายจ้าง,ไตรมาสที่ 4,27.07,สำนักงานสถิติแห่งชาติ,518,หญิง,พันคน,ภาคเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,329.99,สำนักงานสถิติแห่งชาติ,519,หญิง,พันคน,ภาคเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,575.17,สำนักงานสถิติแห่งชาติ,520,หญิง,พันคน,ภาคเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,867.24,สำนักงานสถิติแห่งชาติ,521,หญิง,พันคน,ภาคเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,873.47,สำนักงานสถิติแห่งชาติ,522,หญิง,พันคน,ภาคเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 4,180.09,สำนักงานสถิติแห่งชาติ,523,หญิง,พันคน,ภาคเหนือ,2563
นายจ้าง,ไตรมาสที่ 4,76.83,สำนักงานสถิติแห่งชาติ,524,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,477.9,สำนักงานสถิติแห่งชาติ,525,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,955.8,สำนักงานสถิติแห่งชาติ,526,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,2589.3,สำนักงานสถิติแห่งชาติ,527,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,988.9,สำนักงานสถิติแห่งชาติ,528,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 4,144.96,สำนักงานสถิติแห่งชาติ,529,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นายจ้าง,ไตรมาสที่ 4,29.61,สำนักงานสถิติแห่งชาติ,530,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,510.79,สำนักงานสถิติแห่งชาติ,531,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,684.42,สำนักงานสถิติแห่งชาติ,532,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,1525.02,สำนักงานสถิติแห่งชาติ,533,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,1559.33,สำนักงานสถิติแห่งชาติ,534,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
การรวมกลุ่ม,ไตรมาสที่ 4,84.4,สำนักงานสถิติแห่งชาติ,535,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2563
นายจ้าง,ไตรมาสที่ 4,123.42,สำนักงานสถิติแห่งชาติ,536,ชาย,พันคน,ภาคใต้,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,230.87,สำนักงานสถิติแห่งชาติ,537,ชาย,พันคน,ภาคใต้,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,1092.23,สำนักงานสถิติแห่งชาติ,538,ชาย,พันคน,ภาคใต้,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,1065.16,สำนักงานสถิติแห่งชาติ,539,ชาย,พันคน,ภาคใต้,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,304.46,สำนักงานสถิติแห่งชาติ,540,ชาย,พันคน,ภาคใต้,2563
การรวมกลุ่ม,ไตรมาสที่ 4,19.68,สำนักงานสถิติแห่งชาติ,541,ชาย,พันคน,ภาคใต้,2563
นายจ้าง,ไตรมาสที่ 4,49.09,สำนักงานสถิติแห่งชาติ,542,หญิง,พันคน,ภาคใต้,2563
ลูกจ้างรัฐบาล,ไตรมาสที่ 4,227.41,สำนักงานสถิติแห่งชาติ,543,หญิง,พันคน,ภาคใต้,2563
ลูกจ้างเอกชน,ไตรมาสที่ 4,766.41,สำนักงานสถิติแห่งชาติ,544,หญิง,พันคน,ภาคใต้,2563
ทำงานส่วนตัว,ไตรมาสที่ 4,762.28,สำนักงานสถิติแห่งชาติ,545,หญิง,พันคน,ภาคใต้,2563
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 4,438.37,สำนักงานสถิติแห่งชาติ,546,หญิง,พันคน,ภาคใต้,2563
การรวมกลุ่ม,ไตรมาสที่ 4,4.04,สำนักงานสถิติแห่งชาติ,547,หญิง,พันคน,ภาคใต้,2563
นายจ้าง,ไตรมาสที่ 1,136.79,สำนักงานสถิติแห่งชาติ,548,ชาย,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,223.05,สำนักงานสถิติแห่งชาติ,549,ชาย,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,1613.73,สำนักงานสถิติแห่งชาติ,550,ชาย,พันคน,กรุงเทพมหานคร,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,699.55,สำนักงานสถิติแห่งชาติ,551,ชาย,พันคน,กรุงเทพมหานคร,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,139.03,สำนักงานสถิติแห่งชาติ,552,ชาย,พันคน,กรุงเทพมหานคร,2564
การรวมกลุ่ม,ไตรมาสที่ 1,4.39,สำนักงานสถิติแห่งชาติ,553,ชาย,พันคน,กรุงเทพมหานคร,2564
นายจ้าง,ไตรมาสที่ 1,60.43,สำนักงานสถิติแห่งชาติ,554,หญิง,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,242.02,สำนักงานสถิติแห่งชาติ,555,หญิง,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,1578.05,สำนักงานสถิติแห่งชาติ,556,หญิง,พันคน,กรุงเทพมหานคร,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,495.0,สำนักงานสถิติแห่งชาติ,557,หญิง,พันคน,กรุงเทพมหานคร,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,248.79,สำนักงานสถิติแห่งชาติ,558,หญิง,พันคน,กรุงเทพมหานคร,2564
การรวมกลุ่ม,ไตรมาสที่ 1,4.51,สำนักงานสถิติแห่งชาติ,559,หญิง,พันคน,กรุงเทพมหานคร,2564
นายจ้าง,ไตรมาสที่ 1,236.33,สำนักงานสถิติแห่งชาติ,560,ชาย,พันคน,ภาคกลาง,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,498.04,สำนักงานสถิติแห่งชาติ,561,ชาย,พันคน,ภาคกลาง,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,3495.55,สำนักงานสถิติแห่งชาติ,562,ชาย,พันคน,ภาคกลาง,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,1767.34,สำนักงานสถิติแห่งชาติ,563,ชาย,พันคน,ภาคกลาง,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,482.29,สำนักงานสถิติแห่งชาติ,564,ชาย,พันคน,ภาคกลาง,2564
การรวมกลุ่ม,ไตรมาสที่ 1,1.96,สำนักงานสถิติแห่งชาติ,565,ชาย,พันคน,ภาคกลาง,2564
นายจ้าง,ไตรมาสที่ 1,68.44,สำนักงานสถิติแห่งชาติ,566,หญิง,พันคน,ภาคกลาง,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,587.21,สำนักงานสถิติแห่งชาติ,567,หญิง,พันคน,ภาคกลาง,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,2770.42,สำนักงานสถิติแห่งชาติ,568,หญิง,พันคน,ภาคกลาง,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,1362.76,สำนักงานสถิติแห่งชาติ,569,หญิง,พันคน,ภาคกลาง,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,741.42,สำนักงานสถิติแห่งชาติ,570,หญิง,พันคน,ภาคกลาง,2564
การรวมกลุ่ม,ไตรมาสที่ 1,0.16,สำนักงานสถิติแห่งชาติ,571,หญิง,พันคน,ภาคกลาง,2564
นายจ้าง,ไตรมาสที่ 1,82.91,สำนักงานสถิติแห่งชาติ,572,ชาย,พันคน,ภาคเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,340.26,สำนักงานสถิติแห่งชาติ,573,ชาย,พันคน,ภาคเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,846.02,สำนักงานสถิติแห่งชาติ,574,ชาย,พันคน,ภาคเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,1587.21,สำนักงานสถิติแห่งชาติ,575,ชาย,พันคน,ภาคเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,446.99,สำนักงานสถิติแห่งชาติ,576,ชาย,พันคน,ภาคเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 1,3.15,สำนักงานสถิติแห่งชาติ,577,ชาย,พันคน,ภาคเหนือ,2564
นายจ้าง,ไตรมาสที่ 1,28.33,สำนักงานสถิติแห่งชาติ,578,หญิง,พันคน,ภาคเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,363.23,สำนักงานสถิติแห่งชาติ,579,หญิง,พันคน,ภาคเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,629.7,สำนักงานสถิติแห่งชาติ,580,หญิง,พันคน,ภาคเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,976.03,สำนักงานสถิติแห่งชาติ,581,หญิง,พันคน,ภาคเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,789.66,สำนักงานสถิติแห่งชาติ,582,หญิง,พันคน,ภาคเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 1,2.75,สำนักงานสถิติแห่งชาติ,583,หญิง,พันคน,ภาคเหนือ,2564
นายจ้าง,ไตรมาสที่ 1,78.72,สำนักงานสถิติแห่งชาติ,584,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,457.02,สำนักงานสถิติแห่งชาติ,585,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,1306.04,สำนักงานสถิติแห่งชาติ,586,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,2286.86,สำนักงานสถิติแห่งชาติ,587,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,732.43,สำนักงานสถิติแห่งชาติ,588,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 1,44.8,สำนักงานสถิติแห่งชาติ,589,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
นายจ้าง,ไตรมาสที่ 1,28.24,สำนักงานสถิติแห่งชาติ,590,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,506.43,สำนักงานสถิติแห่งชาติ,591,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,828.04,สำนักงานสถิติแห่งชาติ,592,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,1516.34,สำนักงานสถิติแห่งชาติ,593,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,1113.6,สำนักงานสถิติแห่งชาติ,594,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 1,9.42,สำนักงานสถิติแห่งชาติ,595,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
นายจ้าง,ไตรมาสที่ 1,130.95,สำนักงานสถิติแห่งชาติ,596,ชาย,พันคน,ภาคใต้,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,232.09,สำนักงานสถิติแห่งชาติ,597,ชาย,พันคน,ภาคใต้,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,1052.97,สำนักงานสถิติแห่งชาติ,598,ชาย,พันคน,ภาคใต้,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,1070.06,สำนักงานสถิติแห่งชาติ,599,ชาย,พันคน,ภาคใต้,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,321.48,สำนักงานสถิติแห่งชาติ,600,ชาย,พันคน,ภาคใต้,2564
การรวมกลุ่ม,ไตรมาสที่ 1,0.0,สำนักงานสถิติแห่งชาติ,601,ชาย,พันคน,ภาคใต้,2564
นายจ้าง,ไตรมาสที่ 1,54.84,สำนักงานสถิติแห่งชาติ,602,หญิง,พันคน,ภาคใต้,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 1,258.76,สำนักงานสถิติแห่งชาติ,603,หญิง,พันคน,ภาคใต้,2564
ลูกจ้างเอกชน,ไตรมาสที่ 1,754.14,สำนักงานสถิติแห่งชาติ,604,หญิง,พันคน,ภาคใต้,2564
ทำงานส่วนตัว,ไตรมาสที่ 1,779.74,สำนักงานสถิติแห่งชาติ,605,หญิง,พันคน,ภาคใต้,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 1,461.79,สำนักงานสถิติแห่งชาติ,606,หญิง,พันคน,ภาคใต้,2564
การรวมกลุ่ม,ไตรมาสที่ 1,0.64,สำนักงานสถิติแห่งชาติ,607,หญิง,พันคน,ภาคใต้,2564
