﻿year,level_of_edu,quarter,_id,area,region,value,unit,source
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1554,ในเขตเทศบาล,ทั่วประเทศ,47.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1555,ในเขตเทศบาล,ทั่วประเทศ,72.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1556,ในเขตเทศบาล,ทั่วประเทศ,62.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1557,ในเขตเทศบาล,ทั่วประเทศ,63.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1558,ในเขตเทศบาล,ทั่วประเทศ,68.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1559,ในเขตเทศบาล,ทั่วประเทศ,37.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1560,ในเขตเทศบาล,ทั่วประเทศ,81.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1561,ในเขตเทศบาล,ทั่วประเทศ,83.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1562,ในเขตเทศบาล,ทั่วประเทศ,64.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1563,ในเขตเทศบาล,ทั่วประเทศ,96.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1564,ในเขตเทศบาล,ทั่วประเทศ,81.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1565,นอกเขตเทศบาล,ทั่วประเทศ,66.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1566,นอกเขตเทศบาล,ทั่วประเทศ,46.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1567,นอกเขตเทศบาล,ทั่วประเทศ,53.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1568,นอกเขตเทศบาล,ทั่วประเทศ,76.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1569,นอกเขตเทศบาล,ทั่วประเทศ,61.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1570,นอกเขตเทศบาล,ทั่วประเทศ,72.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1571,นอกเขตเทศบาล,ทั่วประเทศ,69.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1572,นอกเขตเทศบาล,ทั่วประเทศ,36.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1573,นอกเขตเทศบาล,ทั่วประเทศ,84.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1574,นอกเขตเทศบาล,ทั่วประเทศ,86.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1575,นอกเขตเทศบาล,ทั่วประเทศ,75.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1576,นอกเขตเทศบาล,ทั่วประเทศ,94.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1577,นอกเขตเทศบาล,ทั่วประเทศ,79.9,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1578,ในเขตเทศบาล,กรุงเทพมหานคร,68.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1579,ในเขตเทศบาล,กรุงเทพมหานคร,52.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1580,ในเขตเทศบาล,กรุงเทพมหานคร,44.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1581,ในเขตเทศบาล,กรุงเทพมหานคร,72.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1582,ในเขตเทศบาล,กรุงเทพมหานคร,67.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1583,ในเขตเทศบาล,กรุงเทพมหานคร,59.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1584,ในเขตเทศบาล,กรุงเทพมหานคร,68.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1585,ในเขตเทศบาล,กรุงเทพมหานคร,40.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1586,ในเขตเทศบาล,กรุงเทพมหานคร,80.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1587,ในเขตเทศบาล,กรุงเทพมหานคร,79.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1588,ในเขตเทศบาล,กรุงเทพมหานคร,63.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1589,ในเขตเทศบาล,กรุงเทพมหานคร,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1590,ในเขตเทศบาล,กรุงเทพมหานคร,69.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1591,รวม,ภาคกลาง,68.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1592,รวม,ภาคกลาง,58.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1593,รวม,ภาคกลาง,48.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1594,รวม,ภาคกลาง,73.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1595,รวม,ภาคกลาง,67.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1596,รวม,ภาคกลาง,69.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1597,รวม,ภาคกลาง,73.7,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1598,รวม,ภาคกลาง,22.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1599,รวม,ภาคกลาง,83.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1600,รวม,ภาคกลาง,87.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1601,รวม,ภาคกลาง,66.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1602,รวม,ภาคกลาง,99.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1603,รวม,ภาคกลาง,84.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1604,ในเขตเทศบาล,ภาคกลาง,68.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1605,ในเขตเทศบาล,ภาคกลาง,64.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1606,ในเขตเทศบาล,ภาคกลาง,45.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1607,ในเขตเทศบาล,ภาคกลาง,71.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1608,ในเขตเทศบาล,ภาคกลาง,67.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1609,ในเขตเทศบาล,ภาคกลาง,67.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1610,ในเขตเทศบาล,ภาคกลาง,70.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1611,ในเขตเทศบาล,ภาคกลาง,39.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1612,ในเขตเทศบาล,ภาคกลาง,83.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1613,ในเขตเทศบาล,ภาคกลาง,86.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1614,ในเขตเทศบาล,ภาคกลาง,61.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1615,ในเขตเทศบาล,ภาคกลาง,99.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1616,ในเขตเทศบาล,ภาคกลาง,85.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1617,นอกเขตเทศบาล,ภาคกลาง,68.4,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1618,นอกเขตเทศบาล,ภาคกลาง,52.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1619,นอกเขตเทศบาล,ภาคกลาง,49.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1620,นอกเขตเทศบาล,ภาคกลาง,74.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1621,นอกเขตเทศบาล,ภาคกลาง,68.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1622,นอกเขตเทศบาล,ภาคกลาง,71.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1623,นอกเขตเทศบาล,ภาคกลาง,76.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1624,นอกเขตเทศบาล,ภาคกลาง,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1625,นอกเขตเทศบาล,ภาคกลาง,82.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1626,นอกเขตเทศบาล,ภาคกลาง,88.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1627,นอกเขตเทศบาล,ภาคกลาง,71.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1628,นอกเขตเทศบาล,ภาคกลาง,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1629,นอกเขตเทศบาล,ภาคกลาง,82.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1630,รวม,ภาคเหนือ,64.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1631,รวม,ภาคเหนือ,49.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1632,รวม,ภาคเหนือ,55.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1633,รวม,ภาคเหนือ,76.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1634,รวม,ภาคเหนือ,58.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1635,รวม,ภาคเหนือ,67.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1636,รวม,ภาคเหนือ,63.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1637,รวม,ภาคเหนือ,26.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1638,รวม,ภาคเหนือ,82.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1639,รวม,ภาคเหนือ,87.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1640,รวม,ภาคเหนือ,71.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1641,รวม,ภาคเหนือ,72.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1642,รวม,ภาคเหนือ,52.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1643,ในเขตเทศบาล,ภาคเหนือ,62.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1644,ในเขตเทศบาล,ภาคเหนือ,42.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1645,ในเขตเทศบาล,ภาคเหนือ,53.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1646,ในเขตเทศบาล,ภาคเหนือ,72.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1647,ในเขตเทศบาล,ภาคเหนือ,53.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1648,ในเขตเทศบาล,ภาคเหนือ,62.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1649,ในเขตเทศบาล,ภาคเหนือ,61.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1650,ในเขตเทศบาล,ภาคเหนือ,26.2,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1651,ในเขตเทศบาล,ภาคเหนือ,81.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1652,ในเขตเทศบาล,ภาคเหนือ,85.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1653,ในเขตเทศบาล,ภาคเหนือ,63.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1654,ในเขตเทศบาล,ภาคเหนือ,73.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1655,ในเขตเทศบาล,ภาคเหนือ,65.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1656,นอกเขตเทศบาล,ภาคเหนือ,65.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1657,นอกเขตเทศบาล,ภาคเหนือ,51.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1658,นอกเขตเทศบาล,ภาคเหนือ,57.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1659,นอกเขตเทศบาล,ภาคเหนือ,77.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1660,นอกเขตเทศบาล,ภาคเหนือ,61.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1661,นอกเขตเทศบาล,ภาคเหนือ,70.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1662,นอกเขตเทศบาล,ภาคเหนือ,65.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1663,นอกเขตเทศบาล,ภาคเหนือ,26.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1664,นอกเขตเทศบาล,ภาคเหนือ,84.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1665,นอกเขตเทศบาล,ภาคเหนือ,88.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1666,นอกเขตเทศบาล,ภาคเหนือ,80.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1667,นอกเขตเทศบาล,ภาคเหนือ,70.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1668,นอกเขตเทศบาล,ภาคเหนือ,50.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1669,รวม,ภาคตะวันออกเฉียงเหนือ,62.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1670,รวม,ภาคตะวันออกเฉียงเหนือ,25.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1671,รวม,ภาคตะวันออกเฉียงเหนือ,52.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1672,รวม,ภาคตะวันออกเฉียงเหนือ,77.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1673,รวม,ภาคตะวันออกเฉียงเหนือ,55.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1674,รวม,ภาคตะวันออกเฉียงเหนือ,67.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1675,รวม,ภาคตะวันออกเฉียงเหนือ,59.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1676,รวม,ภาคตะวันออกเฉียงเหนือ,26.1,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1677,รวม,ภาคตะวันออกเฉียงเหนือ,85.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1678,รวม,ภาคตะวันออกเฉียงเหนือ,82.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1679,รวม,ภาคตะวันออกเฉียงเหนือ,71.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1680,รวม,ภาคตะวันออกเฉียงเหนือ,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1681,รวม,ภาคตะวันออกเฉียงเหนือ,54.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1682,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,60.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1683,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,29.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1684,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,48.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1685,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,73.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1686,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,51.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1687,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,60.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1688,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,60.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1689,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,33.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1690,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,83.78,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1691,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,83.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1692,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,67.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1693,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,100.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1694,ในเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,50.84,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1695,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,64.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1696,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,23.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1697,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,53.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1698,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,78.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1699,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,56.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1700,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,72.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายอาชีวศึกษา,ไตรมาส 3,1701,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,58.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายวิชาการ,ไตรมาส 3,1702,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการ,ไตรมาส 3,1703,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,86.5,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาชีพ,ไตรมาส 3,1704,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,82.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,อุดมศึกษา สายวิชาการศึกษา,ไตรมาส 3,1705,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,73.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,การศึกษาอื่นๆ,ไตรมาส 3,1706,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,0.0,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่ทราบ,ไตรมาส 3,1707,นอกเขตเทศบาล,ภาคตะวันออกเฉียงเหนือ,55.3,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,รวม,ไตรมาส 3,1708,รวม,ภาคใต้,67.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ไม่มีการศึกษา,ไตรมาส 3,1709,รวม,ภาคใต้,43.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ต่ำกว่าประถมศึกษา,ไตรมาส 3,1710,รวม,ภาคใต้,53.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,ประถมศึกษา,ไตรมาส 3,1711,รวม,ภาคใต้,74.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนต้น,ไตรมาส 3,1712,รวม,ภาคใต้,58.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2562,มัธยมศึกษาตอนปลาย สายสามัญ,ไตรมาส 3,1713,รวม,ภาคใต้,73.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
