จังหวัด,_id,ปี,ประกอบกิจการ,ตำบล,อำเภอ,รายชื่อสถานประกอบการ
ปทุมธานี,106,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษโลหะ อัดเศษกระดาษ เป็นต้น,บ้านปทุม,สามโคก,บริษัท ชนะชัยอิเลคทรอนิค รีไซเคิล จำกัด
ปทุมธานี,107,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายจากโรงงานอุตสาหกรรม อัดเศษกระดาษ และเศษโลหะ,ลาดหลุมแก้ว,ลาดหลุมแก้ว,บริษัท อินฟินีตี้เปเปอร์ จำกัด
ปทุมธานี,108,2566,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อุปกรณ์อิเล็คทรอนิกส์ อัดเศษโลหะ เศษกระดาษ และบดย่อยพลาสติก,คลองหก,คลองหลวง,นายชยเดช สัจจพิบูล 
ปทุมธานี,109,2566,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อย,คลองหนึ่ง,คลองหลวง,นางชูเจริญ อิ่มศรี
ปทุมธานี,110,2566,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นาของเสียอันตราย ทำการบอย่อยพลาสติก บดแก้ว อัดเศษกระดาษ อัดเศษโลหะ,ระแหง,ลาดหลุมแก้ว,บริษัท ปราบขยะ รีไซเคิล จำกัด
ปทุมธานี,111,2566,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นของเสียอันตราย เช่น แผงวงจรอิเลคทรอนิกส์ ชิ้นส่วนอิเลคทรอนิกส์ เศษโลหะ เศษพลาสติก เศษกระดาษ ไม้พาเลท,ท้ายเกาะ,สามโคก,บริษัท นิวไลฟ์ เวิลด์ เมทัล จำกัด
ปทุมธานี,112,2566,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก อลูมิเนียม พลาสติก กระดาษ และอื่นๆ หรือการโม่บดย่อยพลาสติกหรือโฟม การอัดเศษกระดาษ อัดเศษโลหะ เป็นต้น,คูบางหลวง,ลาดหลุมแก้ว,บริษัท กรประวิชษ์ เอ็นเตอร์ไพร์ส จำกัด
ปทุมธานี,113,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และอัดเศษกระดาษ บด ย่อย พลาสติก,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด วัฒนอนันต์
ปทุมธานี,114,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ เหล็ก พลาสติก ทองแดง เป็นต้น หรืออัดเศษกระดาษ อัดเศษโลหะ,คูขวาง,ลาดหลุมแก้ว,บริษัท ปทุมรีไซเคิล จำกัด
ปทุมธานี,115,2566,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก ทองแดง เหล็ก เป็นต้น หรือการโม่บดย่อยพลาสติก หรืออัดกระดาษ,หน้าไม้,ลาดหลุมแก้ว,ห้างหุ้นส่วนจำกัด ธนวัฒน์กิจเจริญ
ปทุมธานี,116,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น พลาสติก กระดาษ เหล็ก อลูมิเนียม ทองแดง,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด เอ เอ็น ซี เซอร์วิส แอนด์ รีไซคลิง
ปทุมธานี,117,2566,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น เศษทองเหลือง เศษทองแดง เศษเหล็ก เศษพลาสติก เศษกระดาษ ฯลฯ,ท้ายเกาะ,สามโคก,บริษัท โกลบัล ไวด์ เวสท์ จำกัด
ปทุมธานี,118,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก ทองแดง อลูมิเนียม กระดาษ พลาสติก เป็นต้น หรืออัดเศษกระดาษ โลหะ โม่ บดย่อยพลาสติก,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัดป.ภูมีศรี รีไซเคิล 
ปทุมธานี,119,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก กระดาษ โลหะ อัดเศษกระดาษ เศษพลาสติก บด ย่อยพลาสติก,บึงคำพร้อย,ลำลูกกา,บริษัท กานต์กมล จำกัด
ปทุมธานี,120,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นเหล็ก ทองแดง ทองเหลือง พลาสติก กระดาษ สแตนเลส เป็นต้น หรือการโม่ บด ย่อยพลาสติก หรืออัดกระดาษ,บึงทองหลาง,ลำลูกกา,นางเนตรหทัย สุขศึกพ่าย
ปทุมธานี,121,2566,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นอันตราย บดย่อย ทำเม็ดพลาสติกเกรด B อัดเศษโลหะ กระดาษ ซ่อมดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,บ้านปทุม,สามโคก,บริษัท สุรีรัตน์ รีไซเคิล จำกัด
ปทุมธานี,122,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และบดพลาสติก,สามโคก,สามโคก,บริษัท โชอะ คันเกียว (ประเทศไทย) จำกัด
ปทุมธานี,123,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายและอัดกระดาษ,คลองสอง,คลองหลวง,บริษัท เทค ออล สเต็ป จำกัด
ปทุมธานี,124,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย และบดพลาสติก,คลองหนึ่ง,คลองหลวง,บริษัท สยาม คาวาชิม่า จำกัด
ปทุมธานี,125,2566,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,บางหลวง,เมืองปทุมธานี,บริษัท ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด
ปทุมธานี,126,2566,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก อัดเศษโลหะ ตัด พับ หรือม้วนโลหะ,คลองพระอุดม,ลาดหลุมแก้ว,บริษัท ทีซีเอช รีไซเคิล จำกัด
ปทุมธานี,127,2566,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ เศษพลาสติก และบดย่อยพลาสติก,คลองสอง,คลองหลวง,นางสาววาสนา แซ่ลี้
ปทุมธานี,128,2566,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และนำเศษอลูมิเนียม มาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับไปใช้ประโยชน์ใหม่,คลองหก,คลองหลวง,บริษัท แคป โกลบอล อลูมิเนียม จำกัด
ปทุมธานี,129,2567,คัดแยกเศษวัสดุเหลือใช้ เศษกระดาษ เศษเหล็ก พลาสติก ทองแดง,บางพูน,เมืองปทุมธานี,บริษัท ไทย รีไซเคิล แอนด์ เซอร์วิส จำกัด
ปทุมธานี,130,2567,คัดแยกเศษวัสดุ โดยไม่ฝังกลบ,บางพูน,เมืองปทุมธานี,ห้างหุ้นส่วนจำกัด เอกสมพร
ปทุมธานี,131,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำไทร,ลำลูกกา,บริษัท พรกอบโชค จำกัด
ปทุมธานี,132,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก ไม้ โลหะทุกชนิด,คลองสอง,คลองหลวง,บริษัท รวีโรจน์ แพคกิ้งแอนด์เซอรืวิส จำกัด
ปทุมธานี,133,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตัดและอัดเศษโลหะ และบดย่อยเศษพลาสติก,ลำลูกกา,ลำลูกกา,บริษัท เจริญวัฒน์ รีไซเคิล แอนด์ เวสต์ แมเนจเม้นท์ จำกัด
ปทุมธานี,134,2567,คัดแยกวัสดุที่ไม่ได้ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,สามโคก,สามโคก,บริษัท สแครปไทย จำกัด
ปทุมธานี,135,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท ปทุม พี.เค. จำกัด
ปทุมธานี,136,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองพระอุดม,ลาดหลุมแก้ว,บริษัท ธนานุกูลชัย จำกัด
ปทุมธานี,137,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองห้า,คลองหลวง,บริษัท บลู เมทัล รีไซเคิล จำกัด
ปทุมธานี,138,2567,คัดแยกวัสดุที่ไม่ได้ใช้แล้ว ที่ไม่เป็นอันตรายจาการผลิตรวมทั้งซื้อและจำหน่ายหลังการคัดแยก,คลองสี่,คลองหลวง,บริษัท วรินทร คอร์ปอเรชั่น จำกัด
ปทุมธานี,139,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หน้าไม้,ลาดหลุมแก้ว,บริษัท เอ็มดี เมทัล เทรดดิ้ง จำกัด
ปทุมธานี,140,2567,คัดแยกของเสียหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ตัดและอัดเศษโลหะ บดย่อยเศษพลาสติก ทำเม็ดพลาสติกจากเศษพลาสติกเก่า และอัดเศษกระดาษ,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด เจ.พี.เอ็น.รีไซเคิล
ปทุมธานี,141,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เชียงรากใหญ่,สามโคก,บริษัท ต.นิยมไทย รีไซเคิล จำกัด
ปทุมธานี,142,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท ทองพูล รีไซเคิล จำกัด
ปทุมธานี,143,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดพลาสติก ทำเม็ดพลาสติกเกรดบี,ลาดหลุมแก้ว,ลาดหลุมแก้ว,บริษัท โสภณพลาสติก จำกัด
ปทุมธานี,144,2567,"คัดแยกกระดาษและอัดกระดาษเป็นแท่ง, ก้อน",คลองสาม,คลองหลวง,บริษัท เพอร์เฟ็ค เปเปอร์ จำกัด
ปทุมธานี,145,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท วงศ์ทอง สตีลไวร์ จำกัด
ปทุมธานี,146,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด จักร์ณรงค์ ซัพพลาย
ปทุมธานี,147,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงทองหลาง,ลำลูกกา,บริษัท วาย ดี โกลบอลไลส์ จำกัด
ปทุมธานี,148,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย อัดเศษโลหะ นำน้ำมันหล่อลื่นที่ใช้แล้วหรือสารทำละลาย มาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อผลิตเป็นเชื้อเพลิงทดแทน น้ำมันทาแบบ น้ำมันกันสนิม ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ รีไซเคิลไส้กรองน้ำมัน ทำเชื้อเพลิงผสม (Blending) จากเศษผ้าปนเปื้อนน้ำมัน วัสดุดูดซับกากตะกอนน้ำมัน เศษไส้กรองน้ำมัน,คลองสอง,คลองหลวง,บริษัท คิงออยล์ แอนด์ ปิโตรเลียม จำกัด
ปทุมธานี,149,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หลักหก,เมืองปทุมธานี,บริษัท มิชชั่นไลน์รีไซเคิล จำกัด
ปทุมธานี,150,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,บางหลวง,เมืองปทุมธานี,บริษัท ศิริรัตน์ โลหะกิจ จำกัด
ปทุมธานี,151,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แแล้วที่ไม่เป็นของเสียอันตราย หลอมพลาสติกเป็นเม็ด,เชียงรากใหญ่,สามโคก,บริษัท อุดมสุข พลาสติก รีไซเคิล จำกัด
ปทุมธานี,152,2567,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าอิเล็กทรอนิกส์ อัดเศษโลหะ อัดเศษกระดาษ และบดย่อยพลาสติก,คลองเจ็ด,คลองหลวง,ห้างหุ้นส่วนจำกัด ชินฟา
ปทุมธานี,153,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ในภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) อัดเศษโลหะและเศษกระดาษ,สวนพริกไทย,เมืองปทุมธานี,บริษัท สหธนาชัย ค้าเหล็ก จำกัด
ปทุมธานี,154,2567,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,บางกะดี,เมืองปทุมธานี,บริษัท ธวัช กรุ๊ป แมททีเรียล แอนด์ ซัพพลายเออร์ จำกัด
ปทุมธานี,155,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่อันตราย,คูบางหลวง,ลาดหลุมแก้ว,ห้างหุ่นส่วนจำกัด ต.กิจบำรุง
ปทุมธานี,156,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท โฟว์เอเวอร์วัน จำกัด
ปทุมธานี,157,2567,คัดแยกวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,นางพรฤดี พิรุณวัฒนา
ปทุมธานี,158,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองห้า,คลองหลวง,บริษัท ไทย ซังเกียว รีไซเคิล จำกัด
ปทุมธานี,159,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางกะดี,เมืองปทุมธานี,บริษัท รัตนทรัพย์ รีไซเคิล จำกัด
ปทุมธานี,160,2567,"คัดแยกเศษวัสดุเหลือใช้ เช่น กระดาษ, พลาสติก, โลหะและบดพลาสติก",คลองสี่,คลองหลวง,บริษัท กัน รีไซเคิล จำกัด
ปทุมธานี,161,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บึงคำพร้อย,ลำลูกกา,บริษัท ดับเบิ้ลยูเอ็น แอสโซซิเอท จำกัด
ปทุมธานี,162,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ บดย่อยและขัดผิวพลาสติกที่เคลือบสี เคลือบโครเมี่ยม,คลองหนึ่ง,คลองหลวง,บริษัท ภูริชกานต์ โพลิเมอร์ จำกัด
ปทุมธานี,163,2567,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นขยะอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก,คูบางหลวง,ลาดหลุมแก้ว,บริษัท พรประเสริฐ รีบิ้ว จำกัด
ปทุมธานี,164,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สวนพริกไทย,เมืองปทุมธานี,บริษัท ปัณณธร โลหะกิจ จำกัด
ปทุมธานี,165,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด วิชัยสยาม เทคโนโลยี แอนด์ เอ็นไวรอนเมนท์ 
ปทุมธานี,166,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท ซันสตีลเซอร์วิสเซส จำกัด
ปทุมธานี,167,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,นายปัญญา อำไพ
ปทุมธานี,168,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท วี.รินทร์ สตีลกรุ๊ป กำกัด
ปทุมธานี,169,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คูบางหลวง,ลาดหลุมแก้ว,นางสาวกัญญาณัฐ แซ่เล้า
ปทุมธานี,170,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท ฟ้าสยาม อินเตอร์กรุ๊ป จำกัด
ปทุมธานี,171,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บางกระบือ,สามโคก,บริษัท วิทิต กรุ๊ป จำกัด
ปทุมธานี,172,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท พี ที แอนด์ โอ รีไซเคิล จำกัด
ปทุมธานี,173,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย ตามประกาศกระทรวงอุตสาหกรรม เรื่องการกำจัดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว พ.ศ.2548 และบดย่อยพลาสติก,คูบางหลวง,ลาดหลุมแก้ว,บริษัท พี.ที. รีไซเคิล จำกัด
ปทุมธานี,174,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,สามโคก,สามโคก,บริษัท ไทรทองโลหะ จำกัด
ปทุมธานี,175,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,หน้าไม้,ลาดหลุมแก้ว,บริษัท วันไนน์ กรุ๊ป 19 จำกัด 
ปทุมธานี,176,2567,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และอัดเศษโลหะและกระดาษ,ลำลูกกา,ลำลูกกา,บริษัท ไทยพัฒนา อินนกอต จำกัด
ปทุมธานี,177,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสาม,คลองหลวง,บริษัท ต.คิดดี โปรดักส์ จำกัด
ปทุมธานี,178,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท เรณูยา จำกัด
ปทุมธานี,179,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางพูน,เมืองปทุมธานี,บริษัท สหลิ้มอุ่งเส็งค้าของเก่า จำกัด
ปทุมธานี,180,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,กระแชง,สามโคก,บริษัท ซุปเปอร์บ๊อกซ์ จำกัด
ปทุมธานี,181,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองหนึ่ง,คลองหลวง,ห้างหุ้นส่วนจำกัด สหกิตติไพศาล เปเปอร์
ปทุมธานี,182,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,นพรัตน์,หนองเสือ,บริษัท เอ็ม ที เกษตรแปรรูป จำกัด
ปทุมธานี,183,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองควาย,สามโคก,บริษัท วิทิต กรุ๊ป จำกัด
ปทุมธานี,184,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ระแหง,ลาดหลุมแก้ว,ห้างหุ้นส่วนจำกัด ประนอม รีไซเคิล
ปทุมธานี,185,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท จึงเจริญ เมททัล จำกัด
ปทุมธานี,186,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บ้านปทุม,สามโคก,บริษัท ชัยปราการ เม็ททัล จำกัด
ปทุมธานี,187,2567,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดพลาสติกและอัดเศษกระดาษ,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด เอ็ม. ดี. เค. เอ็นจิเนียริ่ง แอนด์ ซัพพลาย
ปทุมธานี,188,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางเดื่อ,เมืองปทุมธานี,บริษัท เกียร์ คอนเอ็นจิเนียริ่ง จำกัด
ปทุมธานี,189,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,นางสาวหทัยรัตน์ เกตุณรงค์
ปทุมธานี,190,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,บริษัท สยาม ชิน-เอ เมทัล จำกัด
ปทุมธานี,191,2567,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) และบดย่อยพลาสติก,คลองสาม,คลองหลวง,บริษัท ชัดเจน พลาสติก แอนด์ รีไซเคิ้ล จำกัด
ปทุมธานี,192,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,บางหลวง,เมืองปทุมธานี,บริษัท จิรานุสรณ์ โลหะกิจ จำกัด
ปทุมธานี,193,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,คลองสี่,คลองหลวง,บริษัท ชัดเจน พลาสติก แอนด์ รีไซเคิ้ล จำกัด
ปทุมธานี,194,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองสอง,คลองหลวง,ห้างหุ้นส่วนจำกัด ขงเบ้ง รีไซเคิล
ปทุมธานี,195,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองพระอุดม,ลาดหลุมแก้ว,นางกันยาวีร์ คำตา
ปทุมธานี,196,2567,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1,คลองสอง,คลองหลวง,บริษัท สยามโพลี (ไทยแลนด์) จำกัด
ปทุมธานี,197,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น เหล็ก กระดาษ พลาสติก ไม้ และโลหะต่างๆ,บางคูวัด,เมืองปทุมธานี,ห้างหุ้นส่วนจำกัด คูศรีก่อสร้างและรื้อถอน
ปทุมธานี,198,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น กระดาษ พลาสติก โลหะ,บึงคำพร้อย,ลำลูกกา,บริษัท พี พี ซอร์ทติ้ง จำกัด
ปทุมธานี,199,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,คลองเจ็ด,คลองหลวง,บริษัท เอ็นดีพีเอส พลาสติก จำกัด
ปทุมธานี,200,2567,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,คลองหก,คลองหลวง,บริษัท ฟ้าสยาม กรีน แอนด์ รียูส จำกัด
ปทุมธานี,201,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,พืชอุดม,ลำลูกกา,บริษัท อภิวัฒนกรณ์ จำกัด
ปทุมธานี,202,2567,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,ลำไทร,ลำลูกกา,บริษัท ส.บุญมา รีไซเคิล จำกัด
