PROD_TYPE,PRICE,_id,WEEK_C,YEAR,MONTH_C
เนื้อมะพร้าวแห้ง C,9.35,1663,5,2562,5
ปาล์มร่วง ,2.33,1664,5,2562,5
ปาล์มทะลาย 3-6,1.67,1665,5,2562,5
ปาล์มทะลาย 7-10,1.87,1666,5,2562,5
ปาล์มทะลาย11-15,2.07,1667,5,2562,5
ปาล์มทะลาย > 15,2.27,1668,5,2562,5
ลองกอง เบอร์ 1,46.57,1669,5,2562,5
ลองกอง เบอร์ 2,36.08,1670,5,2562,5
ยางแผ่นดิบ ชั้น 1,48.91,1671,5,2562,5
ยางแผ่นดิบ ชั้น 2,48.41,1672,5,2562,5
ยางแผ่นดิบ ชั้น 3,47.91,1673,5,2562,5
ยางก้อน ,23.04,1674,5,2562,5
เศษยาง,19.79,1675,5,2562,5
น้ำยางสด,46.79,1676,5,2562,5
ส้มเขียวหวาน ใหญ่,27,1677,5,2562,5
ส้มเขียวหวาน รอง,20,1678,5,2562,5
ส้มเขียวหวาน เล็ก,17,1679,5,2562,5
ส้มเขียวหวาน คละ,23,1680,5,2562,5
ทุเรียนชะนี คละ,75,1681,5,2562,5
ทุเรียนหมอนทอง,127.44,1682,5,2562,5
องุ่น ไวท์มะละกา,50,1683,5,2562,5
องุ่น คาร์ดินาล,25,1684,5,2562,5
เงาะโรงเรียน,27.82,1685,5,2562,5
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,30.55,1686,4,2562,4
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.5,1687,4,2562,4
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1688,4,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,13.92,1689,4,2562,4
ลำไยร่วงเกรด AA,11.92,1690,4,2562,4
ลำไยร่วงเกรด A,7.08,1691,4,2562,4
ลำไยร่วงเกรด B,2.5,1692,4,2562,4
ลำไยอบแห้งเกรด AA,67.42,1693,4,2562,4
ลำไยอบแห้งเกรด A,41.58,1694,4,2562,4
ลำไยอบแห้งเกรด B,27.42,1695,4,2562,4
ลำไยอบแห้งเกรด C,13.58,1696,4,2562,4
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,37,1697,4,2562,4
ส้มเขียวหวานสายน้ำผึ้ง รอง,33,1698,4,2562,4
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,25,1699,4,2562,4
มันสำปะหลังสดเชื้อแป้ง 25%,2.37,1700,4,2562,4
มันสำปะหลังสดเชื้อแป้ง 30%,2.67,1701,4,2562,4
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.05,1702,5,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,22.5,1703,5,2562,5
ลิ้นจี่ พันธุ์ฮงฮวย เกรด AA,64.5,1704,5,2562,5
ลิ้นจี่พันธุ์ฮงฮวย เกรด A,44.5,1705,5,2562,5
มะม่วงเขียวเสวย,25,1706,5,2562,5
มะม่วงน้ำดอกไม้,24.99,1707,5,2562,5
มังคุด  ,54.89,1708,5,2562,5
สับปะรดบริโภค,8.61,1709,5,2562,5
สับปะรดโรงงาน,7.19,1710,5,2562,5
กระเทียมแห้งใหญ่ คละ,32.91,1711,5,2562,5
เส้นไหม เกรด 1,1666.11,1712,5,2562,5
เส้นไหม เกรด 2,1333.25,1713,5,2562,5
เส้นไหม เกรด 3,852.5,1714,5,2562,5
พริกไทยขาว ดี,220,1715,5,2562,5
พริกไทยดำ คละ,110,1716,5,2562,5
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6850,1717,5,2562,5
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6423.35,1718,5,2562,5
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14441.67,1719,5,2562,5
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10091.35,1720,5,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8904.13,1721,5,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8607.22,1722,5,2562,5
หอมแดงสด  ,7,1723,5,2562,5
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,16,1724,5,2562,5
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1725,5,2562,5
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,31,1726,5,2562,5
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.5,1727,5,2562,5
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1728,5,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,13.79,1729,5,2562,5
ลำไยร่วงเกรด AA,12.5,1730,5,2562,5
ลำไยร่วงเกรด A,7.21,1731,5,2562,5
ลำไยร่วงเกรด B,2.5,1732,5,2562,5
ลำไยอบแห้งเกรด AA,67.29,1733,5,2562,5
ลำไยอบแห้งเกรด A,41.71,1734,5,2562,5
ลำไยอบแห้งเกรด B,27.29,1735,5,2562,5
ลำไยอบแห้งเกรด C,13.71,1736,5,2562,5
มังคุดผิวมันผลขนาดใหญ่,93.75,1737,5,2562,5
ลิ้นจี่พันธุ์จักรพรรดิ์ เกรด AA,69.5,1738,5,2562,5
ลิ้นจี่พันธุ์จักรพรรดิ์  เกรด A,59.5,1739,5,2562,5
มันสำปะหลังสดเชื้อแป้ง 25%,2.02,1740,5,2562,5
มันสำปะหลังสดเชื้อแป้ง 30%,2.34,1741,5,2562,5
ข้าวเปลือกเจ้าหอมมะลิ,15694.79,1742,1,2562,5
ข้าวเหนียวนาปียาว,11080.55,1743,1,2562,5
ข้าวเหนียวนาปีสั้น,9926.44,1744,1,2562,5
ข้าวเปลือกเจ้าความชื้น  15 %,7804.08,1745,1,2562,5
ข้าวเปลือกเจ้าความชื้น  25 %,6686.19,1746,1,2562,5
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.07,1747,1,2562,5
ข้าวโพดเมล็ดความชื้น 14.5%,7.53,1748,1,2562,5
มันสำปะหลังสด,1.94,1749,1,2562,5
มันเส้น,5.13,1750,1,2562,5
อ้อยโรงงาน,665,1751,1,2562,5
ถั่วลิสงเปลือกแห้ง,53.01,1752,1,2562,5
ถั่วลิสงเปลือกสด,31.66,1753,1,2562,5
มะพร้าวแห้ง ใหญ่ ,737.59,1754,1,2562,5
มะพร้าวแห้ง รอง,523.69,1755,1,2562,5
มะพร้าวแห้ง เล็ก,331.52,1756,1,2562,5
มะพร้าวแห้ง คละ,718.91,1757,1,2562,5
เนื้อมะพร้าวแห้ง C,10.11,1758,1,2562,5
ปาล์มร่วง ,2.27,1759,1,2562,5
ปาล์มทะลาย 3-6,1.16,1760,1,2562,5
ปาล์มทะลาย 7-10,1.36,1761,1,2562,5
ปาล์มทะลาย11-15,1.56,1762,1,2562,5
ปาล์มทะลาย > 15,1.76,1763,1,2562,5
ยางแผ่นดิบ ชั้น 1,48.78,1764,1,2562,5
ยางแผ่นดิบ ชั้น 2,48.28,1765,1,2562,5
ยางแผ่นดิบ ชั้น 3,47.78,1766,1,2562,5
ยางก้อน ,23.15,1767,1,2562,5
เศษยาง,19.39,1768,1,2562,5
น้ำยางสด,45.55,1769,1,2562,5
ส้มเขียวหวาน ใหญ่,26,1770,1,2562,5
ส้มเขียวหวาน รอง,20,1771,1,2562,5
ส้มเขียวหวาน เล็ก,15,1772,1,2562,5
ส้มเขียวหวาน คละ,20,1773,1,2562,5
ทุเรียนชะนี คละ,59.88,1774,1,2562,5
ทุเรียนหมอนทอง,87.99,1775,1,2562,5
องุ่น ไวท์มะละกา,50,1776,1,2562,5
องุ่น คาร์ดินาล,25,1777,1,2562,5
เงาะโรงเรียน,20.47,1778,1,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.05,1779,1,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,22.5,1780,1,2562,5
ลิ้นจี่ พันธุ์ฮงฮวย เกรด AA,67.5,1781,1,2562,5
ลิ้นจี่พันธุ์ฮงฮวย เกรด A,39.5,1782,1,2562,5
มะม่วงเขียวเสวย,19,1783,1,2562,5
มะม่วงน้ำดอกไม้,25.1,1784,1,2562,5
มังคุด  ,55.97,1785,1,2562,5
ยาสูบเตอร์กีซ,104.64,1786,1,2562,5
สับปะรดบริโภค,7.17,1787,1,2562,5
สับปะรดโรงงาน,5.96,1788,1,2562,5
กระเทียมแห้งใหญ่ คละ,32.91,1789,1,2562,5
เส้นไหม เกรด 1,1631,1790,1,2562,5
เส้นไหม เกรด 2,1303.13,1791,1,2562,5
เส้นไหม เกรด 3,852.33,1792,1,2562,5
พริกไทยขาว ดี,190,1793,1,2562,5
พริกไทยดำ คละ,90,1794,1,2562,5
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6828.57,1795,1,2562,5
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6250,1796,1,2562,5
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14025,1797,1,2562,5
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10470.76,1798,1,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9238.91,1799,1,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8866.91,1800,1,2562,5
หอมแดงสด  ,7,1801,1,2562,5
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,13,1802,1,2562,5
หอมแดงคละมัดจุก แห้ง24 - 30 วัน                    ,15.86,1803,1,2562,5
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1804,1,2562,5
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,30.55,1805,1,2562,5
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.5,1806,1,2562,5
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1807,1,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,13.92,1808,1,2562,5
ลำไยร่วงเกรด AA,11.92,1809,1,2562,5
ลำไยร่วงเกรด A,7.08,1810,1,2562,5
ลำไยร่วงเกรด B,2.5,1811,1,2562,5
ลำไยอบแห้งเกรด AA,67.42,1812,1,2562,5
ลำไยอบแห้งเกรด A,41.58,1813,1,2562,5
ลำไยอบแห้งเกรด B,27.42,1814,1,2562,5
ลำไยอบแห้งเกรด C,13.58,1815,1,2562,5
มังคุดผิวมันผลขนาดใหญ่,72.09,1816,1,2562,5
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,40,1817,1,2562,5
ส้มเขียวหวานสายน้ำผึ้ง รอง,35,1818,1,2562,5
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,27,1819,1,2562,5
มันสำปะหลังสดเชื้อแป้ง 25%,2.34,1820,1,2562,5
มันสำปะหลังสดเชื้อแป้ง 30%,2.61,1821,1,2562,5
ข้าวเปลือกเจ้าหอมมะลิ,15688,1822,2,2562,5
ข้าวเหนียวนาปียาว,11139.23,1823,2,2562,5
ข้าวเหนียวนาปีสั้น,10008.81,1824,2,2562,5
ข้าวเปลือกเจ้าความชื้น  15 %,7892.13,1825,2,2562,5
ข้าวเปลือกเจ้าความชื้น  25 %,6799.66,1826,2,2562,5
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.79,1827,2,2562,5
ข้าวโพดเมล็ดความชื้น 14.5%,7.33,1828,2,2562,5
มันสำปะหลังสด,1.88,1829,2,2562,5
มันเส้น,4.85,1830,2,2562,5
อ้อยโรงงาน,713,1831,2,2562,5
ถั่วลิสงเปลือกแห้ง,53.09,1832,2,2562,5
ถั่วลิสงเปลือกสด,29.2,1833,2,2562,5
มะพร้าวแห้ง ใหญ่ ,720.61,1834,2,2562,5
มะพร้าวแห้ง รอง,517.87,1835,2,2562,5
มะพร้าวแห้ง เล็ก,330.66,1836,2,2562,5
มะพร้าวแห้ง คละ,635.86,1837,2,2562,5
เนื้อมะพร้าวแห้ง C,10.02,1838,2,2562,5
ปาล์มร่วง ,2.26,1839,2,2562,5
ปาล์มทะลาย 3-6,1.19,1840,2,2562,5
ปาล์มทะลาย 7-10,1.39,1841,2,2562,5
ปาล์มทะลาย11-15,1.59,1842,2,2562,5
ปาล์มทะลาย > 15,1.79,1843,2,2562,5
ลองกอง เบอร์ 1,44.22,1844,2,2562,5
ลองกอง เบอร์ 2,37.35,1845,2,2562,5
ยางแผ่นดิบ ชั้น 1,47.86,1846,2,2562,5
ยางแผ่นดิบ ชั้น 2,47.36,1847,2,2562,5
ยางแผ่นดิบ ชั้น 3,46.86,1848,2,2562,5
ยางก้อน ,22.25,1849,2,2562,5
เศษยาง,19.47,1850,2,2562,5
น้ำยางสด,45.63,1851,2,2562,5
ส้มเขียวหวาน ใหญ่,25,1852,2,2562,5
ส้มเขียวหวาน รอง,20,1853,2,2562,5
ส้มเขียวหวาน เล็ก,14,1854,2,2562,5
ส้มเขียวหวาน คละ,20,1855,2,2562,5
ทุเรียนชะนี คละ,70,1856,2,2562,5
ทุเรียนหมอนทอง,110.73,1857,2,2562,5
องุ่น ไวท์มะละกา,50,1858,2,2562,5
องุ่น คาร์ดินาล,25,1859,2,2562,5
เงาะโรงเรียน,23.68,1860,2,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.05,1861,2,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,22.5,1862,2,2562,5
ลิ้นจี่ พันธุ์ฮงฮวย เกรด AA,67.5,1863,2,2562,5
ลิ้นจี่พันธุ์ฮงฮวย เกรด A,39.5,1864,2,2562,5
มะม่วงเขียวเสวย,22.5,1865,2,2562,5
มะม่วงน้ำดอกไม้,26.28,1866,2,2562,5
มังคุด  ,59.14,1867,2,2562,5
ยาสูบเตอร์กีซ,97.3,1868,2,2562,5
สับปะรดบริโภค,7.6,1869,2,2562,5
สับปะรดโรงงาน,6.03,1870,2,2562,5
กระเทียมแห้งใหญ่ คละ,32.91,1871,2,2562,5
เส้นไหม เกรด 1,1631,1872,2,2562,5
เส้นไหม เกรด 2,1303.23,1873,2,2562,5
เส้นไหม เกรด 3,852.5,1874,2,2562,5
พริกไทยขาว ดี,190,1875,2,2562,5
พริกไทยดำ คละ,90,1876,2,2562,5
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6828.57,1877,2,2562,5
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6457.5,1878,2,2562,5
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14025,1879,2,2562,5
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10182.36,1880,2,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8984.43,1881,2,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8684.83,1882,2,2562,5
หอมแดงสด  ,7,1883,2,2562,5
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,14,1884,2,2562,5
หอมแดงคละมัดจุก แห้ง24 - 30 วัน                    ,17.31,1885,2,2562,5
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1886,2,2562,5
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,31,1887,2,2562,5
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.5,1888,2,2562,5
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1889,2,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,13.79,1890,2,2562,5
ลำไยร่วงเกรด AA,11.79,1891,2,2562,5
ลำไยร่วงเกรด A,7.21,1892,2,2562,5
ลำไยร่วงเกรด B,2.5,1893,2,2562,5
ลำไยอบแห้งเกรด AA,67.29,1894,2,2562,5
ลำไยอบแห้งเกรด A,41.71,1895,2,2562,5
ลำไยอบแห้งเกรด B,27.29,1896,2,2562,5
ลำไยอบแห้งเกรด C,13.71,1897,2,2562,5
มังคุดผิวมันผลขนาดใหญ่,71.63,1898,2,2562,5
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,40,1899,2,2562,5
ส้มเขียวหวานสายน้ำผึ้ง รอง,35,1900,2,2562,5
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,27,1901,2,2562,5
มันสำปะหลังสดเชื้อแป้ง 25%,2.24,1902,2,2562,5
มันสำปะหลังสดเชื้อแป้ง 30%,2.47,1903,2,2562,5
ข้าวเปลือกเจ้าหอมมะลิ,15720.36,1904,3,2562,5
ข้าวเหนียวนาปียาว,11116.63,1905,3,2562,5
ข้าวเหนียวนาปีสั้น,10224.38,1906,3,2562,5
ข้าวเปลือกเจ้าความชื้น  15 %,7852.81,1907,3,2562,5
ข้าวเปลือกเจ้าความชื้น  25 %,6752.91,1908,3,2562,5
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.7,1909,3,2562,5
ข้าวโพดเมล็ดความชื้น 14.5%,7.29,1910,3,2562,5
มันสำปะหลังสด,1.83,1911,3,2562,5
มันเส้น,4.98,1912,3,2562,5
อ้อยโรงงาน,714.4,1913,3,2562,5
ถั่วลิสงเปลือกแห้ง,46.58,1914,3,2562,5
ถั่วลิสงเปลือกสด,27.16,1915,3,2562,5
มะพร้าวแห้ง ใหญ่ ,704.02,1916,3,2562,5
มะพร้าวแห้ง รอง,497.09,1917,3,2562,5
มะพร้าวแห้ง เล็ก,322.44,1918,3,2562,5
มะพร้าวแห้ง คละ,622.88,1919,3,2562,5
เนื้อมะพร้าวแห้ง C,9.92,1920,3,2562,5
ปาล์มร่วง ,2.15,1921,3,2562,5
ปาล์มทะลาย 3-6,1.26,1922,3,2562,5
ปาล์มทะลาย 7-10,1.46,1923,3,2562,5
ปาล์มทะลาย11-15,1.66,1924,3,2562,5
ปาล์มทะลาย > 15,1.86,1925,3,2562,5
ลองกอง เบอร์ 1,47.15,1926,3,2562,5
ลองกอง เบอร์ 2,37.15,1927,3,2562,5
ยางแผ่นดิบ ชั้น 1,47.52,1928,3,2562,5
ยางแผ่นดิบ ชั้น 2,47.02,1929,3,2562,5
ยางแผ่นดิบ ชั้น 3,46.52,1930,3,2562,5
ยางก้อน ,22.68,1931,3,2562,5
เศษยาง,20.35,1932,3,2562,5
น้ำยางสด,45.95,1933,3,2562,5
ส้มเขียวหวาน ใหญ่,27,1934,3,2562,5
ส้มเขียวหวาน รอง,20,1935,3,2562,5
ส้มเขียวหวาน เล็ก,15,1936,3,2562,5
ส้มเขียวหวาน คละ,20,1937,3,2562,5
ทุเรียนชะนี คละ,75,1938,3,2562,5
ทุเรียนหมอนทอง,125.51,1939,3,2562,5
องุ่น ไวท์มะละกา,45,1940,3,2562,5
องุ่น คาร์ดินาล,25,1941,3,2562,5
เงาะโรงเรียน,24.46,1942,3,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,34.05,1943,3,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,22.5,1944,3,2562,5
ลิ้นจี่ พันธุ์ฮงฮวย เกรด AA,44.5,1945,3,2562,5
ลิ้นจี่พันธุ์ฮงฮวย เกรด A,32.5,1946,3,2562,5
มะม่วงเขียวเสวย,22.5,1947,3,2562,5
มะม่วงน้ำดอกไม้,26.06,1948,3,2562,5
มังคุด  ,63.72,1949,3,2562,5
สับปะรดบริโภค,7.68,1950,3,2562,5
สับปะรดโรงงาน,6.37,1951,3,2562,5
กระเทียมแห้งใหญ่ คละ,32.91,1952,3,2562,5
เส้นไหม เกรด 1,1655,1953,3,2562,5
เส้นไหม เกรด 2,1302.7,1954,3,2562,5
เส้นไหม เกรด 3,852.5,1955,3,2562,5
พริกไทยขาว ดี,190,1956,3,2562,5
พริกไทยดำ คละ,90,1957,3,2562,5
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6828.57,1958,3,2562,5
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6425.18,1959,3,2562,5
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14025,1960,3,2562,5
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9802.63,1961,3,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8649.38,1962,3,2562,5
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8360.95,1963,3,2562,5
หอมแดงสด  ,7,1964,3,2562,5
หอมแดงหัวกลางมัดจุก แห้ง 7 - 15 วัน           ,16,1965,3,2562,5
หอมแดงคละมัดจุก แห้ง24 - 30 วัน                    ,17.31,1966,3,2562,5
กระเทียมแห้งใหญ่มัดจุก แห้ง24 - 30 วัน     ,34.5,1967,3,2562,5
กระเที่ยมแห้งกลางมัดจุก แห้ง24 - 30 วัน     ,31,1968,3,2562,5
กระเทียมแห้งเล็กมัดจุก แห้ง24 - 30 วัน         ,28.5,1969,3,2562,5
กระเทียมแห้งคละมัดจุก แห้ง24 - 30 วัน                    ,29.5,1970,3,2562,5
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,13.79,1971,3,2562,5
ลำไยร่วงเกรด AA,11.79,1972,3,2562,5
ลำไยร่วงเกรด A,7.21,1973,3,2562,5
ลำไยร่วงเกรด B,2.5,1974,3,2562,5
ลำไยอบแห้งเกรด AA,67.29,1975,3,2562,5
ลำไยอบแห้งเกรด A,41.71,1976,3,2562,5
ลำไยอบแห้งเกรด B,27.29,1977,3,2562,5
ลำไยอบแห้งเกรด C,13.71,1978,3,2562,5
มังคุดผิวมันผลขนาดใหญ่,65,1979,3,2562,5
