PROD_TYPE,PRICE,_id,WEEK_C,YEAR,MONTH_C
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,30.68,425,3,2561,12
สารกาแฟ คละ (โรบัสต้า),66,426,3,2561,12
สับปะรดบริโภค,5.02,427,3,2561,12
สับปะรดโรงงาน,2.91,428,3,2561,12
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6796.54,429,3,2561,12
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6481.88,430,3,2561,12
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,12189.69,431,3,2561,12
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,9414.4,432,3,2561,12
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8749.09,433,3,2561,12
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8359.98,434,3,2561,12
ข้าวเปลือกเจ้าหอมมะลิ,14867.89,435,1,2561,10
ข้าวเหนียวนาปียาว,8899.19,436,1,2561,10
ข้าวเหนียวนาปีสั้น,8277.5,437,1,2561,10
ข้าวเปลือกเจ้าความชื้น  15 %,7611.66,438,1,2561,10
ข้าวเปลือกเจ้าความชื้น  25 %,6597.56,439,1,2561,10
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.41,440,1,2561,10
ข้าวโพดเมล็ดความชื้น 14.5%,6.77,441,1,2561,10
มันสำปะหลังสด,2.56,442,1,2561,10
มันเส้น,5.21,443,1,2561,10
มะพร้าวแห้ง ใหญ่ ,462.87,444,1,2561,10
มะพร้าวแห้ง รอง,295.73,445,1,2561,10
มะพร้าวแห้ง เล็ก,150.96,446,1,2561,10
มะพร้าวแห้ง คละ,589.31,447,1,2561,10
เนื้อมะพร้าวแห้ง C,9.41,448,1,2561,10
ปาล์มร่วง ,3.67,449,1,2561,10
ปาล์มทะลาย 3-6,2.23,450,1,2561,10
ปาล์มทะลาย 7-10,2.43,451,1,2561,10
ปาล์มทะลาย11-15,2.63,452,1,2561,10
ปาล์มทะลาย > 15,2.83,453,1,2561,10
ยางแผ่นดิบ ชั้น 1,40.54,454,1,2561,10
ยางแผ่นดิบ ชั้น 2,40.04,455,1,2561,10
ยางแผ่นดิบ ชั้น 3,39.54,456,1,2561,10
ยางก้อน ,18.96,457,1,2561,10
เศษยาง,15.85,458,1,2561,10
น้ำยางสด,36.77,459,1,2561,10
สับปะรดโรงงาน,3.53,460,1,2561,10
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6829.27,461,1,2561,10
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6687.72,462,1,2561,10
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10056.34,463,1,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8873.24,464,1,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8400,465,1,2561,10
มันสำปะหลังสดเชื้อแป้ง 25%,2.86,466,1,2561,10
มันสำปะหลังสดเชื้อแป้ง 30%,3.1,467,1,2561,10
ข้าวเปลือกเจ้าหอมมะลิ,14845,468,2,2561,10
ข้าวเหนียวนาปียาว,8894.7,469,2,2561,10
ข้าวเหนียวนาปีสั้น,8276.82,470,2,2561,10
ข้าวเปลือกเจ้าความชื้น  15 %,7579,471,2,2561,10
ข้าวเปลือกเจ้าความชื้น  25 %,6499,472,2,2561,10
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.71,473,2,2561,10
ข้าวโพดเมล็ดความชื้น 14.5%,7.21,474,2,2561,10
มันสำปะหลังสด,2.56,475,2,2561,10
มันเส้น,4.93,476,2,2561,10
มะพร้าวแห้ง ใหญ่ ,467.15,477,2,2561,10
มะพร้าวแห้ง รอง,317.5,478,2,2561,10
มะพร้าวแห้ง เล็ก,168.11,479,2,2561,10
มะพร้าวแห้ง คละ,456.36,480,2,2561,10
เนื้อมะพร้าวแห้ง C,9.51,481,2,2561,10
ปาล์มร่วง ,3.62,482,2,2561,10
ปาล์มทะลาย 3-6,2.2,483,2,2561,10
ปาล์มทะลาย 7-10,2.4,484,2,2561,10
ปาล์มทะลาย11-15,2.6,485,2,2561,10
ปาล์มทะลาย > 15,2.8,486,2,2561,10
ยางแผ่นดิบ ชั้น 1,41.17,487,2,2561,10
ยางแผ่นดิบ ชั้น 2,40.67,488,2,2561,10
ยางแผ่นดิบ ชั้น 3,40.17,489,2,2561,10
ยางก้อน ,19.19,490,2,2561,10
เศษยาง,16.36,491,2,2561,10
น้ำยางสด,36.84,492,2,2561,10
สับปะรดโรงงาน,3.31,493,2,2561,10
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6674.18,494,2,2561,10
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6628.6,495,2,2561,10
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10056.34,496,2,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8873.24,497,2,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8400,498,2,2561,10
มันสำปะหลังสดเชื้อแป้ง 25%,2.76,499,2,2561,10
มันสำปะหลังสดเชื้อแป้ง 30%,3.14,500,2,2561,10
ข้าวเปลือกเจ้าหอมมะลิ,14825.35,501,3,2561,10
ข้าวเหนียวนาปียาว,8880.83,502,3,2561,10
ข้าวเหนียวนาปีสั้น,8448.32,503,3,2561,10
ข้าวเปลือกเจ้าความชื้น  15 %,7600.92,504,3,2561,10
ข้าวเปลือกเจ้าความชื้น  25 %,6509.81,505,3,2561,10
ข้าวโพดเมล็ดความชื้นเกิน 14 %,5.82,506,3,2561,10
ข้าวโพดเมล็ดความชื้น 14.5%,7.35,507,3,2561,10
มันสำปะหลังสด,2.57,508,3,2561,10
มันเส้น,4.95,509,3,2561,10
มะพร้าวแห้ง ใหญ่ ,480.88,510,3,2561,10
มะพร้าวแห้ง รอง,321.12,511,3,2561,10
มะพร้าวแห้ง เล็ก,181.04,512,3,2561,10
มะพร้าวแห้ง คละ,508.87,513,3,2561,10
เนื้อมะพร้าวแห้ง C,8.96,514,3,2561,10
ปาล์มร่วง ,3.59,515,3,2561,10
ปาล์มทะลาย 3-6,2.2,516,3,2561,10
ปาล์มทะลาย 7-10,2.4,517,3,2561,10
ปาล์มทะลาย11-15,2.6,518,3,2561,10
ปาล์มทะลาย > 15,2.8,519,3,2561,10
ยางแผ่นดิบ ชั้น 1,40.44,520,3,2561,10
ยางแผ่นดิบ ชั้น 2,39.94,521,3,2561,10
ยางแผ่นดิบ ชั้น 3,39.44,522,3,2561,10
ยางก้อน ,19.08,523,3,2561,10
เศษยาง,16.38,524,3,2561,10
น้ำยางสด,36.37,525,3,2561,10
สับปะรดโรงงาน,3.28,526,3,2561,10
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6912.09,527,3,2561,10
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6631.19,528,3,2561,10
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10056.34,529,3,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8873.24,530,3,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8400,531,3,2561,10
มันสำปะหลังสดเชื้อแป้ง 25%,2.78,532,3,2561,10
มันสำปะหลังสดเชื้อแป้ง 30%,3.17,533,3,2561,10
ข้าวเปลือกเจ้าหอมมะลิ,14921,534,4,2561,10
ข้าวเหนียวนาปียาว,8911.65,535,4,2561,10
ข้าวเหนียวนาปีสั้น,8457.06,536,4,2561,10
ข้าวเปลือกเจ้าความชื้น  15 %,7773.69,537,4,2561,10
ข้าวเปลือกเจ้าความชื้น  25 %,6516.86,538,4,2561,10
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.02,539,4,2561,10
ข้าวโพดเมล็ดความชื้น 14.5%,7.57,540,4,2561,10
มันสำปะหลังสด,2.6,541,4,2561,10
มันเส้น,5.39,542,4,2561,10
มะพร้าวแห้ง ใหญ่ ,521.39,543,4,2561,10
มะพร้าวแห้ง รอง,345.32,544,4,2561,10
มะพร้าวแห้ง เล็ก,195.9,545,4,2561,10
มะพร้าวแห้ง คละ,510.91,546,4,2561,10
เนื้อมะพร้าวแห้ง C,8.51,547,4,2561,10
ปาล์มร่วง ,3.58,548,4,2561,10
ปาล์มทะลาย 3-6,2.28,549,4,2561,10
ปาล์มทะลาย 7-10,2.48,550,4,2561,10
ปาล์มทะลาย11-15,2.68,551,4,2561,10
ปาล์มทะลาย > 15,2.88,552,4,2561,10
ยางแผ่นดิบ ชั้น 1,40.78,553,4,2561,10
ยางแผ่นดิบ ชั้น 2,40.28,554,4,2561,10
ยางแผ่นดิบ ชั้น 3,39.78,555,4,2561,10
ยางก้อน ,20.14,556,4,2561,10
เศษยาง,17.21,557,4,2561,10
น้ำยางสด,36.09,558,4,2561,10
สับปะรดโรงงาน,3.27,559,4,2561,10
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6850,560,4,2561,10
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6561.11,561,4,2561,10
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10056.32,562,4,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8873.22,563,4,2561,10
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8399.99,564,4,2561,10
มันสำปะหลังสดเชื้อแป้ง 25%,2.75,565,4,2561,10
มันสำปะหลังสดเชื้อแป้ง 30%,3.17,566,4,2561,10
ผลกาแฟโรบัสต้าสดคละ        ,11,567,3,2561,12
ผลกาแฟโรบัสต้าแห้งคละ   ,31,568,3,2561,12
ผลกาแฟอราบิก้า สด          ,14.43,569,3,2561,12
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,21.5,570,3,2561,12
ลำไยร่วงเกรด AA,16.5,571,3,2561,12
ลำไยร่วงเกรด A,10.5,572,3,2561,12
ลำไยร่วงเกรด B,6.5,573,3,2561,12
ลำไยอบแห้งเกรด AA,85,574,3,2561,12
ลำไยอบแห้งเกรด A,67.42,575,3,2561,12
ลำไยอบแห้งเกรด B,45,576,3,2561,12
ลำไยอบแห้งเกรด C,34.58,577,3,2561,12
มันสำปะหลังสดเชื้อแป้ง 25%,2.53,578,3,2561,12
มันสำปะหลังสดเชื้อแป้ง 30%,2.9,579,3,2561,12
ข้าวเปลือกเจ้าหอมมะลิ,15300.02,580,1,2562,1
ข้าวเหนียวนาปียาว,9632.41,581,1,2562,1
ข้าวเหนียวนาปีสั้น,8869.85,582,1,2562,1
ข้าวเปลือกเจ้าความชื้น  15 %,7930.8,583,1,2562,1
ข้าวเปลือกเจ้าความชื้น  25 %,6528.75,584,1,2562,1
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.94,585,1,2562,1
ข้าวโพดเมล็ดความชื้น 14.5%,8.99,586,1,2562,1
มันสำปะหลังสด,2.28,587,1,2562,1
มันเส้น,5.58,588,1,2562,1
อ้อยโรงงาน,559.41,589,1,2562,1
ถั่วเหลืองชนิดคละ,16.6,590,1,2562,1
ถั่วลิสงเปลือกแห้ง,60,591,1,2562,1
ถั่วลิสงเปลือกสด,22.25,592,1,2562,1
มะพร้าวแห้ง ใหญ่ ,489.39,593,1,2562,1
มะพร้าวแห้ง รอง,358.88,594,1,2562,1
มะพร้าวแห้ง เล็ก,215.18,595,1,2562,1
มะพร้าวแห้ง คละ,440,596,1,2562,1
เนื้อมะพร้าวแห้ง C,8.67,597,1,2562,1
ปาล์มร่วง ,3.12,598,1,2562,1
ปาล์มทะลาย 3-6,2.07,599,1,2562,1
ปาล์มทะลาย 7-10,2.27,600,1,2562,1
ปาล์มทะลาย11-15,2.47,601,1,2562,1
ปาล์มทะลาย > 15,2.67,602,1,2562,1
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9088.09,603,1,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8705.78,604,1,2562,3
ผลกาแฟโรบัสต้าแห้งคละ   ,35,605,1,2562,3
สารกาแฟอาราบิก้า,105,606,1,2562,3
ผลกาแฟอราบิก้า สด          ,13.09,607,1,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,608,1,2562,3
ลำไยร่วงเกรด AA,16.5,609,1,2562,3
ลำไยร่วงเกรด A,10.5,610,1,2562,3
ลำไยร่วงเกรด B,4.5,611,1,2562,3
ลำไยอบแห้งเกรด AA,81.41,612,1,2562,3
ลำไยอบแห้งเกรด A,60.3,613,1,2562,3
ลำไยอบแห้งเกรด B,37.94,614,1,2562,3
ลำไยอบแห้งเกรด C,30,615,1,2562,3
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,40,616,1,2562,3
ส้มเขียวหวานสายน้ำผึ้ง รอง,35,617,1,2562,3
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,25,618,1,2562,3
มันสำปะหลังสดเชื้อแป้ง 25%,2.48,619,1,2562,3
มันสำปะหลังสดเชื้อแป้ง 30%,2.74,620,1,2562,3
ข้าวเปลือกเจ้าหอมมะลิ,15720,621,2,2562,3
ข้าวเหนียวนาปียาว,10325.68,622,2,2562,3
ข้าวเหนียวนาปีสั้น,9352.04,623,2,2562,3
ข้าวเปลือกเจ้าความชื้น  15 %,7620,624,2,2562,3
ข้าวเปลือกเจ้าความชื้น  25 %,6514.97,625,2,2562,3
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.57,626,2,2562,3
ข้าวโพดเมล็ดความชื้น 14.5%,8.09,627,2,2562,3
มันสำปะหลังสด,2.13,628,2,2562,3
มันเส้น,5.43,629,2,2562,3
อ้อยโรงงาน,601.37,630,2,2562,3
ถั่วเหลืองชนิดคละ,15.78,631,2,2562,3
ถั่วลิสงเปลือกสด,24.88,632,2,2562,3
มะพร้าวแห้ง ใหญ่ ,679.87,633,2,2562,3
มะพร้าวแห้ง รอง,510.91,634,2,2562,3
มะพร้าวแห้ง เล็ก,294.58,635,2,2562,3
มะพร้าวแห้ง คละ,639.88,636,2,2562,3
เนื้อมะพร้าวแห้ง C,9.45,637,2,2562,3
ปาล์มร่วง ,2.95,638,2,2562,3
ปาล์มทะลาย 3-6,1.52,639,2,2562,3
ปาล์มทะลาย 7-10,1.72,640,2,2562,3
ปาล์มทะลาย11-15,1.92,641,2,2562,3
ปาล์มทะลาย > 15,2.12,642,2,2562,3
ยางแผ่นดิบ ชั้น 1,44.67,643,2,2562,3
ยางแผ่นดิบ ชั้น 2,44.17,644,2,2562,3
ยางแผ่นดิบ ชั้น 3,43.67,645,2,2562,3
ยางก้อน ,21.11,646,2,2562,3
เศษยาง,17.67,647,2,2562,3
น้ำยางสด,44.19,648,2,2562,3
ส้มเขียวหวาน ใหญ่,23.71,649,2,2562,3
ส้มเขียวหวาน รอง,17.03,650,2,2562,3
ส้มเขียวหวาน เล็ก,10,651,2,2562,3
ส้มเขียวหวาน คละ,23,652,2,2562,3
ทุเรียนชะนี คละ,109.42,653,2,2562,3
ทุเรียนหมอนทอง,120,654,2,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,35.26,655,2,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,28.83,656,2,2562,3
สับปะรดบริโภค,6.02,657,2,2562,3
สับปะรดโรงงาน,4.18,658,2,2562,3
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6671.43,659,2,2562,3
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6300,660,2,2562,3
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14226.84,661,2,2562,3
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10116,662,2,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,8926,663,2,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8599,664,2,2562,3
สารกาแฟอาราบิก้า,101.81,665,2,2562,3
ผลกาแฟอราบิก้า สด          ,12.52,666,2,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,667,2,2562,3
ลำไยร่วงเกรด AA,16.5,668,2,2562,3
ลำไยร่วงเกรด A,10.5,669,2,2562,3
ลำไยร่วงเกรด B,4.5,670,2,2562,3
ลำไยอบแห้งเกรด AA,81.42,671,2,2562,3
ลำไยอบแห้งเกรด A,60.33,672,2,2562,3
ลำไยอบแห้งเกรด B,37.92,673,2,2562,3
ลำไยอบแห้งเกรด C,30,674,2,2562,3
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,35,675,2,2562,3
ส้มเขียวหวานสายน้ำผึ้ง รอง,30,676,2,2562,3
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,25,677,2,2562,3
มันสำปะหลังสดเชื้อแป้ง 25%,2.41,678,2,2562,3
มันสำปะหลังสดเชื้อแป้ง 30%,2.66,679,2,2562,3
ข้าวเปลือกเจ้าหอมมะลิ,15694.33,680,3,2562,3
ข้าวเหนียวนาปียาว,10415.83,681,3,2562,3
ข้าวเหนียวนาปีสั้น,9374.18,682,3,2562,3
ข้าวเปลือกเจ้าความชื้น  15 %,7616.26,683,3,2562,3
ข้าวเปลือกเจ้าความชื้น  25 %,6539.29,684,3,2562,3
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.46,685,3,2562,3
ข้าวโพดเมล็ดความชื้น 14.5%,8.07,686,3,2562,3
มันสำปะหลังสด,2.14,687,3,2562,3
มันเส้น,5.35,688,3,2562,3
อ้อยโรงงาน,601.59,689,3,2562,3
ถั่วเหลืองชนิดคละ,15.78,690,3,2562,3
ถั่วลิสงเปลือกสด,25.4,691,3,2562,3
มะพร้าวแห้ง ใหญ่ ,680,692,3,2562,3
มะพร้าวแห้ง รอง,531.57,693,3,2562,3
มะพร้าวแห้ง เล็ก,331.41,694,3,2562,3
มะพร้าวแห้ง คละ,584,695,3,2562,3
เนื้อมะพร้าวแห้ง C,9.45,696,3,2562,3
ปาล์มร่วง ,2.92,697,3,2562,3
ปาล์มทะลาย 3-6,1.52,698,3,2562,3
ปาล์มทะลาย 7-10,1.72,699,3,2562,3
ปาล์มทะลาย11-15,1.92,700,3,2562,3
ปาล์มทะลาย > 15,2.12,701,3,2562,3
ยางแผ่นดิบ ชั้น 1,44.66,702,3,2562,3
ยางแผ่นดิบ ชั้น 2,44.16,703,3,2562,3
ยางแผ่นดิบ ชั้น 3,43.66,704,3,2562,3
ยางก้อน ,21.3,705,3,2562,3
เศษยาง,17.83,706,3,2562,3
น้ำยางสด,45.13,707,3,2562,3
ส้มเขียวหวาน ใหญ่,23.71,708,3,2562,3
ส้มเขียวหวาน รอง,17.03,709,3,2562,3
ส้มเขียวหวาน เล็ก,11.36,710,3,2562,3
ส้มเขียวหวาน คละ,20,711,3,2562,3
ทุเรียนชะนี คละ,99.57,712,3,2562,3
ทุเรียนหมอนทอง,119.08,713,3,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,36.56,714,3,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,28.83,715,3,2562,3
สับปะรดบริโภค,6.06,716,3,2562,3
สับปะรดโรงงาน,4.47,717,3,2562,3
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6707.14,718,3,2562,3
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6300,719,3,2562,3
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14090.67,720,3,2562,3
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10379,721,3,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9158,722,3,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8650,723,3,2562,3
สารกาแฟอาราบิก้า,105,724,3,2562,3
ผลกาแฟอราบิก้า สด          ,13.39,725,3,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,726,3,2562,3
ลำไยร่วงเกรด AA,16.5,727,3,2562,3
ลำไยร่วงเกรด A,10.5,728,3,2562,3
ลำไยร่วงเกรด B,4.5,729,3,2562,3
ลำไยอบแห้งเกรด AA,81.42,730,3,2562,3
ลำไยอบแห้งเกรด A,60.33,731,3,2562,3
ลำไยอบแห้งเกรด B,37.92,732,3,2562,3
ลำไยอบแห้งเกรด C,30,733,3,2562,3
มังคุดผิวมันผลขนาดคละ,116.67,734,3,2562,3
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,33,735,3,2562,3
ส้มเขียวหวานสายน้ำผึ้ง รอง,28,736,3,2562,3
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,22,737,3,2562,3
มันสำปะหลังสดเชื้อแป้ง 25%,2.43,738,3,2562,3
มันสำปะหลังสดเชื้อแป้ง 30%,2.71,739,3,2562,3
ข้าวเปลือกเจ้าหอมมะลิ,15640.52,740,4,2562,3
ข้าวเหนียวนาปียาว,10336.54,741,4,2562,3
ข้าวเหนียวนาปีสั้น,9388.85,742,4,2562,3
ข้าวเปลือกเจ้าความชื้น  15 %,7653.53,743,4,2562,3
ข้าวเปลือกเจ้าความชื้น  25 %,6562,744,4,2562,3
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.37,745,4,2562,3
ข้าวโพดเมล็ดความชื้น 14.5%,8.06,746,4,2562,3
มันสำปะหลังสด,2.15,747,4,2562,3
มันเส้น,5.25,748,4,2562,3
อ้อยโรงงาน,608.5,749,4,2562,3
ถั่วเหลืองชนิดคละ,15.95,750,4,2562,3
ถั่วลิสงเปลือกสด,27.12,751,4,2562,3
มะพร้าวแห้ง ใหญ่ ,686.19,752,4,2562,3
มะพร้าวแห้ง รอง,535.78,753,4,2562,3
มะพร้าวแห้ง เล็ก,333,754,4,2562,3
มะพร้าวแห้ง คละ,583.54,755,4,2562,3
เนื้อมะพร้าวแห้ง C,9.45,756,4,2562,3
ปาล์มร่วง ,2.67,757,4,2562,3
ปาล์มทะลาย 3-6,1.57,758,4,2562,3
ปาล์มทะลาย 7-10,1.77,759,4,2562,3
ปาล์มทะลาย11-15,1.97,760,4,2562,3
ปาล์มทะลาย > 15,2.17,761,4,2562,3
ยางแผ่นดิบ ชั้น 1,45.87,762,4,2562,3
ยางแผ่นดิบ ชั้น 2,45.37,763,4,2562,3
ยางแผ่นดิบ ชั้น 3,44.87,764,4,2562,3
ยางก้อน ,21.28,765,4,2562,3
เศษยาง,18.13,766,4,2562,3
น้ำยางสด,44.76,767,4,2562,3
ส้มเขียวหวาน ใหญ่,26.07,768,4,2562,3
ส้มเขียวหวาน รอง,17.75,769,4,2562,3
ส้มเขียวหวาน เล็ก,12.43,770,4,2562,3
ส้มเขียวหวาน คละ,20,771,4,2562,3
ทุเรียนชะนี คละ,98.57,772,4,2562,3
ทุเรียนหมอนทอง,118.79,773,4,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,36.56,774,4,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,28.83,775,4,2562,3
สับปะรดบริโภค,6.09,776,4,2562,3
สับปะรดโรงงาน,4.7,777,4,2562,3
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6707.14,778,4,2562,3
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6300,779,4,2562,3
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14090.67,780,4,2562,3
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10493.02,781,4,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. 24-25% ,9258.54,782,4,2562,3
ข้าวเปลือกนาาปรังพันธุ์หอมปทุม คช. >25%   ,8946.82,783,4,2562,3
สารกาแฟอาราบิก้า,105,784,4,2562,3
ผลกาแฟอราบิก้า สด          ,15.95,785,4,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด B,19.5,786,4,2562,3
ลำไยร่วงเกรด AA,16.5,787,4,2562,3
ลำไยร่วงเกรด A,10.5,788,4,2562,3
ลำไยร่วงเกรด B,4.5,789,4,2562,3
ลำไยอบแห้งเกรด AA,81.42,790,4,2562,3
ลำไยอบแห้งเกรด A,60.33,791,4,2562,3
ลำไยอบแห้งเกรด B,37.92,792,4,2562,3
ลำไยอบแห้งเกรด C,30,793,4,2562,3
มังคุดผิวมันผลขนาดคละ,115,794,4,2562,3
ส้มเขียวหวานสายน้ำผึ้ง ใหญ่,33,795,4,2562,3
ส้มเขียวหวานสายน้ำผึ้ง รอง,28,796,4,2562,3
ส้มเขียวหวานสายน้ำผึ้ง เล็ก,22,797,4,2562,3
มันสำปะหลังสดเชื้อแป้ง 25%,2.43,798,4,2562,3
มันสำปะหลังสดเชื้อแป้ง 30%,2.72,799,4,2562,3
ข้าวเปลือกเจ้าหอมมะลิ,15674.72,800,5,2562,3
ข้าวเหนียวนาปียาว,10454.99,801,5,2562,3
ข้าวเหนียวนาปีสั้น,9403.14,802,5,2562,3
ข้าวเปลือกเจ้าความชื้น  15 %,7712.28,803,5,2562,3
ข้าวเปลือกเจ้าความชื้น  25 %,6627.75,804,5,2562,3
ข้าวโพดเมล็ดความชื้นเกิน 14 %,6.23,805,5,2562,3
ข้าวโพดเมล็ดความชื้น 14.5%,7.94,806,5,2562,3
มันสำปะหลังสด,2.15,807,5,2562,3
มันเส้น,5.29,808,5,2562,3
อ้อยโรงงาน,609.66,809,5,2562,3
ถั่วเหลืองชนิดคละ,16.75,810,5,2562,3
ถั่วลิสงเปลือกสด,26.81,811,5,2562,3
มะพร้าวแห้ง ใหญ่ ,705.58,812,5,2562,3
มะพร้าวแห้ง รอง,510.93,813,5,2562,3
มะพร้าวแห้ง เล็ก,325.81,814,5,2562,3
มะพร้าวแห้ง คละ,636.71,815,5,2562,3
เนื้อมะพร้าวแห้ง C,9.47,816,5,2562,3
ปาล์มร่วง ,2.54,817,5,2562,3
ปาล์มทะลาย 3-6,1.6,818,5,2562,3
ปาล์มทะลาย 7-10,1.8,819,5,2562,3
ปาล์มทะลาย11-15,2,820,5,2562,3
ปาล์มทะลาย > 15,2.2,821,5,2562,3
ยางแผ่นดิบ ชั้น 1,45.5,822,5,2562,3
ยางแผ่นดิบ ชั้น 2,45,823,5,2562,3
ยางแผ่นดิบ ชั้น 3,44.5,824,5,2562,3
ยางก้อน ,21.81,825,5,2562,3
เศษยาง,18.34,826,5,2562,3
น้ำยางสด,45.07,827,5,2562,3
ส้มเขียวหวาน ใหญ่,27.75,828,5,2562,3
ส้มเขียวหวาน รอง,18.07,829,5,2562,3
ส้มเขียวหวาน เล็ก,10.71,830,5,2562,3
ส้มเขียวหวาน คละ,23,831,5,2562,3
ทุเรียนชะนี คละ,90,832,5,2562,3
ทุเรียนหมอนทอง,118.79,833,5,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด AA,36.56,834,5,2562,3
ลำไยสดทั้งช่อพันธุ์อีดอเกรด A,28.83,835,5,2562,3
สับปะรดบริโภค,6.5,836,5,2562,3
สับปะรดโรงงาน,5.05,837,5,2562,3
ข้าวเปลือกเจ้านาปีความชื้น 22-23%,6878.57,838,5,2562,3
ข้าวเปลือกเจ้านาปีความชื้น >25%  ,6562.78,839,5,2562,3
ข้าวเปลือกเจ้านาปีพันธุ์ขาวดอกมะลิ105ความชื้น 24-25% ,14092.66,840,5,2562,3
ข้าวเปลือกนาปรังพันธุ์หอมปทุม คช. 14-15%  ,10547.76,841,5,2562,3
