จำนวน,_id,หน่วยงานเจ้าของ,หน่วย,ชื่อโรงงาน,ประกอบกิจการ,ปีที่ได้รับอนุญาต,เพศ,ตำบล,อำเภอ,TSIC,รหัสประเภท
2,109,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ดูดทราย ใบอนุญาตใช้เรือเลขที่ 4049 01016,2556,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,110,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายศรีเผย มุกดาหาร,ดูดทราย ใบอนุญาตใช้เรือเลขที่ 4049 01016,2556,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
5,111,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ทรัพย์ปรีชาวิศวกรรม,ทำคอนกรีตผสมเสร็จ,2557,ชาย,คำอาฮวน,เมืองมุกดาหาร,23953,5801
0,112,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ทรัพย์ปรีชาวิศวกรรม,ทำคอนกรีตผสมเสร็จ,2557,หญิง,คำอาฮวน,เมืองมุกดาหาร,23953,5801
4,113,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด บิ๊กดี โนนสว่าง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
0,114,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด บิ๊กดี โนนสว่าง,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
5,115,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท บุญศิริ โฟรเซ่นโปรดักส์ จำกัด,ห้องเย็น,2557,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,52101,9200
0,116,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท บุญศิริ โฟรเซ่นโปรดักส์ จำกัด,ห้องเย็น,2557,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,52101,9200
10,117,สำนักงานอุตสาหกรรมจังหวัด,คน,บี-ควิก สาขาโรบินสัน มุกดาหาร,ศูนย์บริการซ่อมแซมรถยนต์,2557,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
1,118,สำนักงานอุตสาหกรรมจังหวัด,คน,บี-ควิก สาขาโรบินสัน มุกดาหาร,ศูนย์บริการซ่อมแซมรถยนต์,2557,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
4,119,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี คำชะอี,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,ชาย,น้ำเที่ยง,คำชะอี,25111,6302
0,120,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี คำชะอี,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2557,หญิง,น้ำเที่ยง,คำชะอี,25111,6302
5,121,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด มุกดาหาร บีเอ็มซี คอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2558,ชาย,คำอาฮวน,เมืองมุกดาหาร,23953,5801
0,122,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด มุกดาหาร บีเอ็มซี คอนกรีต,ผลิตคอนกรีตผสมเสร็จ,2558,หญิง,คำอาฮวน,เมืองมุกดาหาร,23953,5801
5,123,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีโฮมคอนกรีตมุกดาหาร จำกัด,ผลิตคอนกรีตผสมเสร็จ,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,23951,5801
0,124,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีโฮมคอนกรีตมุกดาหาร จำกัด,ผลิตคอนกรีตผสมเสร็จ,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,23951,5801
5,125,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,23953,5801
0,126,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,23953,5801
4,127,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี วัสดุ,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
0,128,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊ก ดี วัสดุ,ทำส่วนประกอบงานก่อสร้างอาคาร เช่นหลังคาแผ่นเหล็ก กันสาด ผนังอาคารและโครงหลังคา,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
10,129,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานหลังคาเหล็ก สยามช้างไทย มุกดาหาร,ผลิตแผ่นหลังคาเหล็กรีดลอน ประตูเหล็กม้วน โครงฝาหลังคา เหล็กแปหลังคา,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
4,130,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานหลังคาเหล็ก สยามช้างไทย มุกดาหาร,ผลิตแผ่นหลังคาเหล็กรีดลอน ประตูเหล็กม้วน โครงฝาหลังคา เหล็กแปหลังคา,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
14,131,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ ควอลิตี้ สตาร์ช จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 2.126 เมกะวัตต์,2558,ชาย,คำป่าหลาย,เมืองมุกดาหาร,35101,8802
2,132,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ ควอลิตี้ สตาร์ช จำกัด,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 2.126 เมกะวัตต์,2558,หญิง,คำป่าหลาย,เมืองมุกดาหาร,35101,8802
5,133,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้องเย็นมหาชัยวาริน,ห้องเย็น,2558,ชาย,มุกดาหาร,เมืองมุกดาหาร,52101,9200
0,134,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้องเย็นมหาชัยวาริน,ห้องเย็น,2558,หญิง,มุกดาหาร,เมืองมุกดาหาร,52101,9200
3,135,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ลานตากกากมันสำปะหลัง,2558,ชาย,คำป่าหลาย,เมืองมุกดาหาร,38300,10600
2,136,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ลานตากกากมันสำปะหลัง,2558,หญิง,คำป่าหลาย,เมืองมุกดาหาร,38300,10600
5,137,สำนักงานอุตสาหกรรมจังหวัด,คน,สุวิทย์พืชผล,ลานตากกากมันสำปะหลัง,2558,ชาย,ดงหลวง,ดงหลวง,38300,10600
0,138,สำนักงานอุตสาหกรรมจังหวัด,คน,สุวิทย์พืชผล,ลานตากกากมันสำปะหลัง,2558,หญิง,ดงหลวง,ดงหลวง,38300,10600
4,139,สำนักงานอุตสาหกรรมจังหวัด,คน,,ทำภาชนะบรรจุภัณฑ์จากไม้ เช่น แพลเล็ท ลังไม้ เป็นต้น,2558,ชาย,โพธิ์ไทร,ดอนตาล,16230,3601
0,140,สำนักงานอุตสาหกรรมจังหวัด,คน,,ทำภาชนะบรรจุภัณฑ์จากไม้ เช่น แพลเล็ท ลังไม้ เป็นต้น,2558,หญิง,โพธิ์ไทร,ดอนตาล,16230,3601
5,141,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โรงสีมุกธัญญา จำกัด,อบข้าวเปลือก,2559,ชาย,มุกดาหาร,เมืองมุกดาหาร,1630,201
0,142,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โรงสีมุกธัญญา จำกัด,อบข้าวเปลือก,2559,หญิง,มุกดาหาร,เมืองมุกดาหาร,1630,201
30,143,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ผลิตแป้งมันสำปะหลัง,2559,ชาย,คำป่าหลาย,เมืองมุกดาหาร,10612,902
25,144,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),ผลิตแป้งมันสำปะหลัง,2559,หญิง,คำป่าหลาย,เมืองมุกดาหาร,10612,902
60,145,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์โมดิไฟด์สตาร์ช จำกัด,ผลิตแป้งมันสำปะหลังดัดแปร,2559,ชาย,คำป่าหลาย,เมืองมุกดาหาร,10612,902
6,146,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท พรีเมียร์โมดิไฟด์สตาร์ช จำกัด,ผลิตแป้งมันสำปะหลังดัดแปร,2559,หญิง,คำป่าหลาย,เมืองมุกดาหาร,10612,902
5,147,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ มุกดาหาร จำกัด,ผลิตน้ำแข็งก้อนเล็ก,2559,ชาย,กุดแข้,เมืองมุกดาหาร,10795,1400
0,148,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ มุกดาหาร จำกัด,ผลิตน้ำแข็งก้อนเล็ก,2559,หญิง,กุดแข้,เมืองมุกดาหาร,10795,1400
15,149,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2559,ชาย,คำป่าหลาย,เมืองมุกดาหาร,22220,5304
11,150,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2559,หญิง,คำป่าหลาย,เมืองมุกดาหาร,22220,5304
5,151,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท คิงส์ คอนกรีต มุกดาหาร จำกัด,ผลิตคอนกรีตผสมเสร็จ,2559,ชาย,คำอาฮวน,เมืองมุกดาหาร,23951,5801
0,152,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท คิงส์ คอนกรีต มุกดาหาร จำกัด,ผลิตคอนกรีตผสมเสร็จ,2559,หญิง,คำอาฮวน,เมืองมุกดาหาร,23951,5801
3,153,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊กศิริมาศ,ผลิตคอนกรีตผสมเสร็จ,2559,ชาย,ดงหลวง,ดงหลวง,23953,5801
0,154,สำนักงานอุตสาหกรรมจังหวัด,คน,บิ๊กศิริมาศ,ผลิตคอนกรีตผสมเสร็จ,2559,หญิง,ดงหลวง,ดงหลวง,23953,5801
4,155,สำนักงานอุตสาหกรรมจังหวัด,คน,,ซ่อมและต่อเรือดูดทราย,2559,ชาย,นาสีนวน,เมืองมุกดาหาร,33151,7501
0,156,สำนักงานอุตสาหกรรมจังหวัด,คน,,ซ่อมและต่อเรือดูดทราย,2559,หญิง,นาสีนวน,เมืองมุกดาหาร,33151,7501
27,157,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงฆ่าสัตว์สหกรณ์การเกษตรหนองสูง จำกัด,ฆ่าและชำแหละโคขุน,2560,ชาย,มุกดาหาร,เมืองมุกดาหาร,10111,401
6,158,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงฆ่าสัตว์สหกรณ์การเกษตรหนองสูง จำกัด,ฆ่าและชำแหละโคขุน,2560,หญิง,มุกดาหาร,เมืองมุกดาหาร,10111,401
4,159,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ชนัญญาการเกษตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียนต่อวัน,2560,ชาย,หว้านใหญ่,หว้านใหญ่,10611,901
0,160,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ชนัญญาการเกษตร,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 80 เกวียนต่อวัน,2560,หญิง,หว้านใหญ่,หว้านใหญ่,10611,901
20,161,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ นิคมคำสร้อย จำกัด,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2560,ชาย,นิคมคำสร้อย,นิคมคำสร้อย,10795,1400
0,162,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท กิมชุนไอซ์ นิคมคำสร้อย จำกัด,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2560,หญิง,นิคมคำสร้อย,นิคมคำสร้อย,10795,1400
20,163,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เกียรติมุกดา พรีเมี่ยมไอซ์ จำกัด,ทำน้ำแข็ง,2560,ชาย,คำอาฮวน,เมืองมุกดาหาร,10795,1400
5,164,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เกียรติมุกดา พรีเมี่ยมไอซ์ จำกัด,ทำน้ำแข็ง,2560,หญิง,คำอาฮวน,เมืองมุกดาหาร,10795,1400
2,165,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ว่านใหญ่การเกษตร,อัดเศษกระดาษ และเศษโลหะ,2560,ชาย,คำป่าหลาย,เมืองมุกดาหาร,23991,4001
2,166,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ว่านใหญ่การเกษตร,อัดเศษกระดาษ และเศษโลหะ,2560,หญิง,คำป่าหลาย,เมืองมุกดาหาร,23991,4001
38,167,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท นาคิเทค จำกัด,ผลิตผลิตภัณฑ์จากยางธรรมชาติ และส่งออกผลิตภัณฑ์ยางพารา,2560,ชาย,คำป่าหลาย,เมืองมุกดาหาร,22191,5203
17,168,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท นาคิเทค จำกัด,ผลิตผลิตภัณฑ์จากยางธรรมชาติ และส่งออกผลิตภัณฑ์ยางพารา,2560,หญิง,คำป่าหลาย,เมืองมุกดาหาร,22191,5203
51,169,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โมโตเมค จำกัด,ซ่อมรถจักรยานยนต์ และส่วนประกอบรถจักรยานยนต์,2560,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,33121,9501
18,170,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โมโตเมค จำกัด,ซ่อมรถจักรยานยนต์ และส่วนประกอบรถจักรยานยนต์,2560,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,33121,9501
47,171,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมรถยนต์และส่วนประกอบรถยนต์,2560,ชาย,มุกดาหาร,เมืองมุกดาหาร,33121,9501
6,172,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท โตโยต้ามุกดาหาร(1993) ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมรถยนต์และส่วนประกอบรถยนต์,2560,หญิง,มุกดาหาร,เมืองมุกดาหาร,33121,9501
2,173,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ว่านใหญ่การเกษตร,ทำยางเครป,2561,ชาย,คำป่าหลาย,เมืองมุกดาหาร,22191,5203
2,174,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ว่านใหญ่การเกษตร,ทำยางเครป,2561,หญิง,คำป่าหลาย,เมืองมุกดาหาร,22191,5203
4,175,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด สามอาร์ ซีเมนต์,ผลิตคอนกรีตผสมเสร็จ,2561,ชาย,หนองเอี่ยน,คำชะอี,23953,5801
0,176,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด สามอาร์ ซีเมนต์,ผลิตคอนกรีตผสมเสร็จ,2561,หญิง,หนองเอี่ยน,คำชะอี,23953,5801
2,177,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ดูดทรายและกรวด,2561,ชาย,โพธิ์ไทร,ดอนตาล,8103,304
0,178,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท หินสวย ทรายงาม จำกัด,ดูดทรายและกรวด,2561,หญิง,โพธิ์ไทร,ดอนตาล,8103,304
2,179,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ดูดทรายและกรวด,2561,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,180,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ป.มุกดาหาร,ดูดทรายและกรวด,2561,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
2,181,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอ พี แมชชีนเนอรี่ คอนสตรั๊คชั่น,ดูดทรายและกรวด,2561,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,182,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอ พี แมชชีนเนอรี่ คอนสตรั๊คชั่น,ดูดทรายและกรวด,2561,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
2,183,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายโชคบริบูรณ์,ดูดทรายและกรวด,2561,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,184,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด ท่าทรายโชคบริบูรณ์,ดูดทรายและกรวด,2561,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
4,185,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงน้ำแข็งพีทีเอ็ม,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2562,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,10795,1400
1,186,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงน้ำแข็งพีทีเอ็ม,ทำน้ำแข็งก้อนเล็กและผลิตน้ำดื่มในภาชนะปิดผนึก,2562,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,10795,1400
3,187,สำนักงานอุตสาหกรรมจังหวัด,คน,ไม้งาม,ผลิตผลิตภัณฑ์จากไม้ เช่น แจกันไม้ แก้วไม้ พานไม้ เป็นต้น,2562,ชาย,ดงเย็น,เมืองมุกดาหาร,16230,3601
1,188,สำนักงานอุตสาหกรรมจังหวัด,คน,ไม้งาม,ผลิตผลิตภัณฑ์จากไม้ เช่น แจกันไม้ แก้วไม้ พานไม้ เป็นต้น,2562,หญิง,ดงเย็น,เมืองมุกดาหาร,16230,3601
9,189,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานแผ่นหลังคาเหล็ก BK,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด,2562,ชาย,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
0,190,สำนักงานอุตสาหกรรมจังหวัด,คน,โรงงานแผ่นหลังคาเหล็ก BK,ทำส่วนประกอบงานก่อสร้างอาคาร เช่น หลังคาแผ่นเหล็ก กันสาด,2562,หญิง,บางทรายใหญ่,เมืองมุกดาหาร,25111,6302
2,191,สำนักงานอุตสาหกรรมจังหวัด,คน,สินเจริญ,ผลิตคอนกรีตผสมเสร็จ,2562,ชาย,ดอนตาล,ดอนตาล,23953,5801
0,192,สำนักงานอุตสาหกรรมจังหวัด,คน,สินเจริญ,ผลิตคอนกรีตผสมเสร็จ,2562,หญิง,ดอนตาล,ดอนตาล,23953,5801
3,193,สำนักงานอุตสาหกรรมจังหวัด,คน,ท่าทรายนางสาววาสนา กำยาน,ดูดทรายและกรวด,2562,ชาย,บางทรายน้อย,หว้านใหญ่,8103,304
0,194,สำนักงานอุตสาหกรรมจังหวัด,คน,ท่าทรายนางสาววาสนา กำยาน,ดูดทรายและกรวด,2562,หญิง,บางทรายน้อย,หว้านใหญ่,8103,304
20,195,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีดี พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2562,ชาย,ชะโนด,หว้านใหญ่,22220,5304
2,196,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ดีดี พลาสติก จำกัด,การทำภาชนะบรรจุภัณฑ์จากพลาสติก,2562,หญิง,ชะโนด,หว้านใหญ่,22220,5304
3,197,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เดอะมอส ไอเดีย แอนด์ ดราก้อน,กิจการนำเข้ากระเทียมและผลผลิตทางการเกษตรมาเป็นวัตถุดิบและแปรรูปเพื่อส่งออกไปจำหน่ายยังต่างประเทศ,2563,ชาย,คำอาฮวน,เมืองมุกดาหาร,1630,201
2,198,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เดอะมอส ไอเดีย แอนด์ ดราก้อน,กิจการนำเข้ากระเทียมและผลผลิตทางการเกษตรมาเป็นวัตถุดิบและแปรรูปเพื่อส่งออกไปจำหน่ายยังต่างประเทศ,2563,หญิง,คำอาฮวน,เมืองมุกดาหาร,1630,201
3,199,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด มุกดาหารพัฒนาก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2563,ชาย,โพนทราย,เมืองมุกดาหาร,23951,5801
0,200,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด มุกดาหารพัฒนาก่อสร้าง,ผลิตคอนกรีตผสมเสร็จ,2563,หญิง,โพนทราย,เมืองมุกดาหาร,23951,5801
16,201,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท อินฟินิท รับเบอร์ จำกัด,ผลิตยางเครพรมควัน,2563,ชาย,กกแดง,นิคมคำสร้อย,22191,5203
10,202,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท อินฟินิท รับเบอร์ จำกัด,ผลิตยางเครพรมควัน,2563,หญิง,กกแดง,นิคมคำสร้อย,22191,5203
15,203,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เอ็นเนอร์โกร (ประเทศไทย) จำกัด,"สกัดและผลิตน้ำมัน CBD, น้ำมันเมล็ดกัญชง (Hemp Seed Oil) แปรรูปผลผลิตจาก กัญชง และสมุนไพร",2564,ชาย,คำอาฮวน,เมืองมุกดาหาร,10491,701
22,204,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท เอ็นเนอร์โกร (ประเทศไทย) จำกัด,"สกัดและผลิตน้ำมัน CBD, น้ำมันเมล็ดกัญชง (Hemp Seed Oil) แปรรูปผลผลิตจาก กัญชง และสมุนไพร",2564,หญิง,คำอาฮวน,เมืองมุกดาหาร,10491,701
6,205,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ว่านใหญ่เอ็นเตอร์ไพรส์ จำกัด,ทำเม็ดพลาสติก,2564,ชาย,คำป่าหลาย,เมืองมุกดาหาร,22230,5305
4,206,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท ว่านใหญ่เอ็นเตอร์ไพรส์ จำกัด,ทำเม็ดพลาสติก,2564,หญิง,คำป่าหลาย,เมืองมุกดาหาร,22230,5305
3,207,สำนักงานอุตสาหกรรมจังหวัด,คน,เจริญอิฐแดง,ผลิตอิฐดินเผา,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,23921,5600
3,208,สำนักงานอุตสาหกรรมจังหวัด,คน,เจริญอิฐแดง,ผลิตอิฐดินเผา,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,23921,5600
3,209,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สามน้ำวิศวกรรม จำกัด,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,23953,5801
0,210,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท สามน้ำวิศวกรรม จำกัด,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,23953,5801
4,211,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2564,ชาย,กุดแข้,เมืองมุกดาหาร,23953,5801
0,212,สำนักงานอุตสาหกรรมจังหวัด,คน,ห้างหุ้นส่วนจำกัด เอส.พี. คอนกรีตมุกดาหาร,ผลิตคอนกรีตผสมเสร็จ,2564,หญิง,กุดแข้,เมืองมุกดาหาร,23953,5801
4,213,สำนักงานอุตสาหกรรมจังหวัด,คน,ปาโก้เมทัลชีท,ผลิตแผ่นหลังคาเหล็ก,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,25111,6302
1,214,สำนักงานอุตสาหกรรมจังหวัด,คน,ปาโก้เมทัลชีท,ผลิตแผ่นหลังคาเหล็ก,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,25111,6302
2,215,สำนักงานอุตสาหกรรมจังหวัด,คน,มีชัยการช่าง,กลึงและเชื่อมโลหะ,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,25922,6413
0,216,สำนักงานอุตสาหกรรมจังหวัด,คน,มีชัยการช่าง,กลึงและเชื่อมโลหะ,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,25922,6413
2,217,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร ฮอนด้าคาร์ส จำกัด,ซ่อมรถยนต์,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,28110,6500
0,218,สำนักงานอุตสาหกรรมจังหวัด,คน,บริษัท มุกดาหาร ฮอนด้าคาร์ส จำกัด,ซ่อมรถยนต์,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,28110,6500
7,219,สำนักงานอุตสาหกรรมจังหวัด,คน,เจริญศิลป์,ทำโครงหลังคา และเบาะรถยนต์,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,29309,7702
0,220,สำนักงานอุตสาหกรรมจังหวัด,คน,เจริญศิลป์,ทำโครงหลังคา และเบาะรถยนต์,2564,หญิง,มุกดาหาร,เมืองมุกดาหาร,29309,7702
2,221,สำนักงานอุตสาหกรรมจังหวัด,คน,มหาชัยวาริน (สาขามุกดาหาร),โรงงานห้องเย็น,2564,ชาย,มุกดาหาร,เมืองมุกดาหาร,52101,9200
