จำนวน,_id,ปี,รหัส,ปริมาณ
39,1244,64,7,359.2
1,1245,64,7,30
1,1246,64,7,700
3,1247,64,7,17458
2,1248,64,7,3250
7,1249,64,7,4841
7,1250,64,7,4345
4,1251,64,7,225
1,1252,64,7,11300
2,1253,64,7,159015
150,1254,64,8,7886.2
2,1255,64,8,10
35,1256,64,8,2389.5
2,1257,64,8,250
25,1258,64,8,955.7
41,1259,64,8,4067.3
5,1260,64,8,239.89
1,1261,64,8,120
3,1262,64,8,64
1,1263,64,8,10
8,1264,64,8,186.5
3,1265,64,8,6.3
55,1266,64,8,2788.6
1,1267,64,8,200
5,1268,64,8,151
2,1269,64,8,35
9,1270,64,8,1310
3,1271,64,8,1021.8
0,1272,64,9,0
18,1273,64,10,325877.9
1,1274,64,10,2
1,1275,64,10,40
7,1276,64,10,181
1,1277,64,10,3500
1,1278,64,10,30
2,1279,64,10,15025
1,1280,64,10,6000
2,1281,64,10,13
2,1282,64,10,4200
2,1283,64,10,5215
1,1284,64,10,100
2,1285,64,10,615
1,1286,64,10,31
1,1287,64,10,5
1,1288,64,10,5
1,1289,64,10,80
1,1290,64,10,10
10,1291,64,10,1178457.2
10,1292,64,10,565951.25
9,1293,64,10,72480
18,1294,64,10,156175
1,1295,64,10,160
1,1296,64,10,5000
1,1297,64,10,36
21,1298,64,10,37645
4,1299,64,10,20300
1,1300,64,10,1600
2,1301,64,10,452
1,1302,64,10,0.6
1,1303,64,10,120
1,1304,64,10,900
1,1305,64,10,50
1,1306,64,10,50
1,1307,64,10,150
1,1308,64,10,24
1,1309,64,10,3
1,1310,64,10,12
1,1311,64,10,110
1,1312,64,10,15
6,1313,64,10,49300
1,1314,64,10,290
4,1315,64,10,4000
1,1316,64,10,100
1,1317,64,10,1
8,1318,64,10,23120
1,1319,64,10,5
1,1320,64,10,15
1,1321,64,10,100
5,1322,64,10,1571
1,1323,64,10,600
2,1324,64,10,12
6,1325,64,10,3557
2,1326,64,10,105
3,1327,64,10,742
2,1328,64,10,402
2,1329,64,10,295
1,1330,64,10,200
10,1331,64,10,13861.5
1,1332,64,10,300
1,1333,64,10,60
1,1334,64,10,120
1,1335,64,10,15
1,1336,64,10,4000
6,1337,64,10,4085
1,1338,64,10,4000
1,1339,64,10,30
1,1340,64,10,10
1,1341,64,10,10
9,1342,64,10,6500
1,1343,64,10,5
36,1344,64,11,60763.5
17,1345,64,11,14937
23,1346,64,11,7807
17,1347,64,11,4875
38,1348,64,11,6878
2,1349,64,11,500
35,1350,64,11,4604
9,1351,64,11,1653
1,1352,64,11,0.3
14,1353,64,11,1514
1,1354,64,11,90
1,1355,64,11,150
2,1356,64,11,60
9,1357,64,11,7270
5,1358,64,11,1950
6,1359,64,11,197
1,1360,64,11,10
440,1361,64,12,708445.51
22,1362,64,12,7883
228,1363,64,12,56163.19
7,1364,64,12,6398
141,1365,64,12,32808.43
19,1366,64,12,2988.5
2,1367,64,12,145
124,1368,64,12,24286.5
64,1369,64,12,26302
8,1370,64,12,1170
19,1371,64,12,501.5
70,1372,64,12,6564.83
17,1373,64,12,1493
58,1374,64,12,8084.5
44,1375,64,12,5564.5
59,1376,64,12,4724
4,1377,64,12,761
61,1378,64,12,1663.66
47,1379,64,12,1071.01
35,1380,64,12,2321.5
1,1381,64,12,5
1,1382,64,13,2.4
14,1383,64,13,156.85
20,1384,64,13,328.5
8,1385,64,13,102
112,1386,64,13,2786.15
1,1387,64,13,10
19,1388,64,13,494.5
60,1389,64,13,2756.52
1,1390,64,13,100
506,1391,64,13,22291.69
8,1392,64,13,302
5,1393,64,13,187
7,1394,64,13,2501
15,1395,64,13,2850
7,1396,64,13,2105
13,1397,64,13,1976
8,1398,64,13,560.8
7,1399,64,13,3490
1,1400,64,13,12
6,1401,64,13,248
50,1402,64,13,4347.25
2,1403,64,14,25.1
9,1404,64,14,179
197,1405,64,14,16715.3
1,1406,64,14,50
701,1407,64,15,81851.67
657,1408,64,15,74833.09
590,1409,64,15,77391.78
125,1410,64,15,13585.1
19,1411,64,15,2018
7,1412,64,15,381
17,1413,64,15,262.7
10,1414,64,15,143
908,1415,64,15,52746.18
390,1416,64,15,909.77
944,1417,64,15,61580.85
154,1418,64,15,11178.64
43,1419,64,16,3169
1,1420,64,16,15
14,1421,64,16,52.5
1,1422,64,16,0.03
8,1423,64,16,734.2
1,1424,64,16,40
1,1425,64,16,22
1,1426,64,16,0.5
1,1427,64,16,1
17,1428,64,16,3064
10,1429,64,16,385
15,1430,64,16,320.5
8,1431,64,16,52
9,1432,64,16,25.8
2,1433,64,16,25
5,1434,64,16,29
4,1435,64,16,376.5
1,1436,64,16,0.1
3,1437,64,16,56
187,1438,64,16,1178.5
19,1439,64,16,178.1
699,1440,64,16,2259.25
126,1441,64,16,3162.26
26,1442,64,16,2690.21
49,1443,64,16,18584
46,1444,64,16,2646.74
77,1445,64,16,84212.3
20,1446,64,16,482.15
107,1447,64,16,1400.85
56,1448,64,16,2075.5
130,1449,64,16,3842.53
20,1450,64,16,2066
214,1451,64,16,1648.96
86,1452,64,16,93.15
6,1453,64,16,1.61
11,1454,64,16,11.02
11,1455,64,16,14.69
1,1456,64,16,10
31,1457,64,16,40633
31,1458,64,16,12257
1,1459,64,16,590
13,1460,64,16,1847.5
26,1461,64,16,2680.02
2,1462,64,16,2000
1,1463,64,16,2500
2,1464,64,16,7
25,1465,64,16,10364.11
1,1466,64,16,3
2,1467,64,16,41
2,1468,64,16,52.5
245,1469,64,16,128087.87
14,1470,64,16,5177
1,1471,64,16,200
1,1472,64,16,300
1,1473,64,16,7
19,1474,64,16,847
13,1475,64,16,658.6
25,1476,64,16,3272
19,1477,64,16,3060
15,1478,64,17,969
1,1479,64,17,40
12,1480,64,17,766
13,1481,64,17,1900
13,1482,64,17,1855
17,1483,64,17,534
9,1484,64,17,1228
60,1485,64,17,1795.8
10,1486,64,17,181
3,1487,64,17,5080
57,1488,64,17,570.13
78,1489,64,17,1880.6
3,1490,64,17,11.2
14,1491,64,17,127
265,1492,64,17,23797.13
56,1493,64,17,3218.9
8,1494,64,17,57
1,1495,64,17,30
13,1496,64,17,347
20,1497,64,17,12758
1,1498,64,17,50
12,1499,64,17,1030
16,1500,64,17,478
10,1501,64,17,726.5
118,1502,64,17,3722.95
112,1503,64,17,6079.4
2,1504,64,17,118
4,1505,64,17,48
1,1506,64,17,5
6,1507,64,17,765
24,1508,64,17,18045
2,1509,64,18,3
1,1510,64,19,15
2,1511,64,19,80
1,1512,64,19,150
1,1513,64,19,40
1,1514,64,19,5
3,1515,64,19,265
6,1516,64,19,6375
1,1517,64,19,60
1,1518,64,19,150
1,1519,64,19,18
3,1520,64,19,67
5,1521,64,19,578
1,1522,64,19,500
1,1523,64,19,2
1,1524,64,19,600
15,1525,64,19,14605
2,1526,64,19,4100
23,1527,64,19,26362
111,1528,64,19,45515
67,1529,64,19,65261
5,1530,64,19,390
29,1531,64,19,2325.5
32,1532,64,19,63612.5
29,1533,64,19,1675.5
72,1534,64,19,1423.93
2,1535,64,19,800
44,1536,64,19,757
26,1537,64,19,14781.6
21,1538,64,19,5059.05
15,1539,64,19,1559.2
157,1540,64,19,38748.89
26,1541,64,19,796.45
2,1542,64,19,60
3,1543,64,19,12.5
19,1544,64,19,8786.3
2,1545,64,19,20
6,1546,64,19,6114
54,1547,64,19,2680.01
63,1548,64,19,22262.77
27,1549,64,19,5188
21,1550,64,19,4929
8,1551,64,19,128
1,1552,64,19,0.5
2,1553,64,19,7
2,1554,65,1,147
1,1555,65,1,15
1,1556,65,1,20
1,1557,65,2,2.3
1,1558,65,2,2500
4,1559,65,2,6515
3,1560,65,2,860
1,1561,65,2,400
1,1562,65,2,30
6,1563,65,2,7160
12,1564,65,2,21090
2,1565,65,2,13450
1,1566,65,2,10
3,1567,65,2,2100
1,1568,65,2,230
1,1569,65,2,10
1,1570,65,2,550
12,1571,65,3,1341.59
2,1572,65,3,8
1,1573,65,3,20000
9,1574,65,3,5022
1,1575,65,3,60
5,1576,65,4,2105
2,1577,65,4,30
4,1578,65,4,359
2,1579,65,4,70
1,1580,65,4,700
7,1581,65,4,1051
8,1582,65,4,2848
1,1583,65,5,150
5,1584,65,5,11560
1,1585,65,5,500
2,1586,65,5,1550
3,1587,65,5,4650
2,1588,65,5,300
4,1589,65,5,64
1,1590,65,5,100
1,1591,65,5,250
1,1592,65,5,5
7,1593,65,6,6518.5
5,1594,65,6,9084
1,1595,65,6,66
1,1596,65,6,200
5,1597,65,6,3480
4,1598,65,6,1152
2,1599,65,6,12135
3,1600,65,6,4065
2,1601,65,6,25
1,1602,65,6,140
3,1603,65,6,26000
7,1604,65,6,233
1,1605,65,6,5.4
4,1606,65,6,195
25,1607,65,6,1550
11,1608,65,7,38460
6,1609,65,7,2966.5
1,1610,65,7,2355
13,1611,65,7,1727
1,1612,65,7,650
21,1613,65,7,5598
11,1614,65,7,7860
4,1615,65,7,28910
1,1616,65,7,45000
30,1617,65,7,45494
2,1618,65,7,1000
27,1619,65,7,11278
4,1620,65,7,540
52,1621,65,7,46492.8
20,1622,65,7,6035
24,1623,65,7,12973
21,1624,65,7,67040
208,1625,65,7,78006.29
34,1626,65,7,1702
1,1627,65,7,10
1,1628,65,7,9380
3,1629,65,7,620
25,1630,65,7,9909
1,1631,65,7,5
1,1632,65,7,2
1,1633,65,7,300
3,1634,65,7,1280
6,1635,65,7,91.2
37,1636,65,7,347.8
1,1637,65,7,1240
6,1638,65,7,19614
3,1639,65,7,1180
7,1640,65,7,2801
6,1641,65,7,1725
5,1642,65,7,315
1,1643,65,7,200
2,1644,65,7,57535
151,1645,65,8,7403.9
1,1646,65,8,3
34,1647,65,8,2203
2,1648,65,8,230
1,1649,65,8,100
28,1650,65,8,571.6
42,1651,65,8,5454.6
3,1652,65,8,130
3,1653,65,8,39
2,1654,65,8,10.5
10,1655,65,8,229.5
4,1656,65,8,8.5
51,1657,65,8,2618.56
3,1658,65,8,206.5
3,1659,65,8,202
2,1660,65,8,55
12,1661,65,8,1404
2,1662,65,8,5.5
3,1663,65,8,1021.8
1,1664,65,9,0.8
17,1665,65,10,310214.9
1,1666,65,10,2
6,1667,65,10,173
1,1668,65,10,4000
2,1669,65,10,140
1,1670,65,10,15000
1,1671,65,10,21000
3,1672,65,10,62
1,1673,65,10,21000
2,1674,65,10,6225
1,1675,65,10,100
2,1676,65,10,780
1,1677,65,10,3
1,1678,65,10,2
1,1679,65,10,5
1,1680,65,10,80
1,1681,65,10,10
11,1682,65,10,1190270
9,1683,65,10,540250
9,1684,65,10,69250
19,1685,65,10,132715
1,1686,65,10,160
1,1687,65,10,5000
2,1688,65,10,110
19,1689,65,10,36344
4,1690,65,10,20000
1,1691,65,10,2400
2,1692,65,10,452
1,1693,65,10,0.2
1,1694,65,10,120
1,1695,65,10,1500
1,1696,65,10,20
1,1697,65,10,5
1,1698,65,10,100
1,1699,65,10,0
3,1700,65,10,46300
1,1701,65,10,210
4,1702,65,10,4115
1,1703,65,10,200
8,1704,65,10,15780
1,1705,65,10,20
1,1706,65,10,200
4,1707,65,10,716
2,1708,65,10,547
1,1709,65,10,7
6,1710,65,10,3180
2,1711,65,10,120
2,1712,65,10,540
2,1713,65,10,255
1,1714,65,10,200
14,1715,65,10,19311.5
1,1716,65,10,550
1,1717,65,10,120
1,1718,65,10,120
1,1719,65,10,15
1,1720,65,10,4000
7,1721,65,10,5061.5
1,1722,65,10,30
1,1723,65,10,10
2,1724,65,10,20
12,1725,65,10,3000
32,1726,65,11,39606.5
16,1727,65,11,19076
14,1728,65,11,1561
16,1729,65,11,4775
37,1730,65,11,8107.5
4,1731,65,11,720
31,1732,65,11,2734
12,1733,65,11,1405.05
2,1734,65,11,5.3
14,1735,65,11,1371
1,1736,65,11,150
1,1737,65,11,65
9,1738,65,11,8620
4,1739,65,11,1630
6,1740,65,11,157
432,1741,65,12,690766.45
20,1742,65,12,5537
230,1743,65,12,49773.67
4,1744,65,12,276
149,1745,65,12,32343.1
16,1746,65,12,3633
1,1747,65,12,80
113,1748,65,12,19056.95
57,1749,65,12,20307
7,1750,65,12,1110
17,1751,65,12,680.3
71,1752,65,12,4968.35
14,1753,65,12,1296
66,1754,65,12,11823.8
43,1755,65,12,6563.5
72,1756,65,12,5229.5
5,1757,65,12,812
55,1758,65,12,1637.06
47,1759,65,12,1343.71
41,1760,65,12,3853.6
14,1761,65,13,131.6
14,1762,65,13,274
5,1763,65,13,60
120,1764,65,13,2598.7
1,1765,65,13,20
19,1766,65,13,465.4
54,1767,65,13,2918.2
1,1768,65,13,130
512,1769,65,13,22755.64
5,1770,65,13,219
8,1771,65,13,231
11,1772,65,13,2886.5
15,1773,65,13,10952
6,1774,65,13,2745
13,1775,65,13,1891.5
9,1776,65,13,392.9
5,1777,65,13,5291
1,1778,65,13,13
4,1779,65,13,221.5
48,1780,65,13,5252.75
1,1781,65,14,1
8,1782,65,14,149
204,1783,65,14,16548.5
1,1784,65,14,1000
704,1785,65,15,83605.49
649,1786,65,15,71499.55
587,1787,65,15,78466.87
123,1788,65,15,11656.6
19,1789,65,15,1938
7,1790,65,15,337.5
13,1791,65,15,71.24
10,1792,65,15,275
916,1793,65,15,50423
367,1794,65,15,906.16
962,1795,65,15,60752.28
144,1796,65,15,11775.01
45,1797,65,16,3091.5
1,1798,65,16,15
17,1799,65,16,79
6,1800,65,16,57.7
2,1801,65,16,40.5
1,1802,65,16,30
1,1803,65,16,5
15,1804,65,16,2446
12,1805,65,16,387
15,1806,65,16,450.5
8,1807,65,16,176
8,1808,65,16,24.6
4,1809,65,16,396
6,1810,65,16,31
4,1811,65,16,416
193,1812,65,16,1077.84
30,1813,65,16,427.1
706,1814,65,16,2019.92
121,1815,65,16,3240.91
16,1816,65,16,1183
54,1817,65,16,24132
49,1818,65,16,5749.82
83,1819,65,16,59342.3
15,1820,65,16,351.1
114,1821,65,16,1125.78
53,1822,65,16,1915.7
120,1823,65,16,3799.45
19,1824,65,16,1784.55
213,1825,65,16,1651.24
89,1826,65,16,81.51
4,1827,65,16,2.2
6,1828,65,16,5.5
6,1829,65,16,53.7
31,1830,65,16,42646
29,1831,65,16,6033
1,1832,65,16,330
10,1833,65,16,3580.5
25,1834,65,16,1756.67
2,1835,65,16,2000
1,1836,65,16,2500
2,1837,65,16,2.5
27,1838,65,16,10266.1
3,1839,65,16,51
2,1840,65,16,2
250,1841,65,16,105870.3
7,1842,65,16,5482
1,1843,65,16,25
15,1844,65,16,593
14,1845,65,16,700
30,1846,65,16,3361
22,1847,65,16,8166
18,1848,65,17,4673
1,1849,65,17,5
12,1850,65,17,506
17,1851,65,17,1355
14,1852,65,17,2257
17,1853,65,17,572
7,1854,65,17,38.5
58,1855,65,17,1834.9
15,1856,65,17,176.2
1,1857,65,17,10
54,1858,65,17,664.3
77,1859,65,17,2394.8
2,1860,65,17,30.2
16,1861,65,17,202
264,1862,65,17,21205.6
53,1863,65,17,5940.5
13,1864,65,17,872
8,1865,65,17,107
21,1866,65,17,16059
2,1867,65,17,66
9,1868,65,17,3185
10,1869,65,17,845
8,1870,65,17,299
132,1871,65,17,4393.75
101,1872,65,17,4323.5
1,1873,65,17,50
3,1874,65,17,150
1,1875,65,17,2
8,1876,65,17,327
25,1877,65,17,2736.5
1,1878,65,18,4
1,1879,65,19,0.7
2,1880,65,19,30
1,1881,65,19,100
1,1882,65,19,40
2,1883,65,19,700
4,1884,65,19,8928
1,1885,65,19,300
1,1886,65,19,80
4,1887,65,19,285
2,1888,65,19,202
2,1889,65,19,201
1,1890,65,19,8
1,1891,65,19,740
24,1892,65,19,17047.3
2,1893,65,19,5350
22,1894,65,19,26225
116,1895,65,19,50808.3
73,1896,65,19,76547
4,1897,65,19,240
23,1898,65,19,3858.5
30,1899,65,19,27552
28,1900,65,19,1403.78
64,1901,65,19,1463.93
3,1902,65,19,630
36,1903,65,19,1035.2
1,1904,65,19,300
24,1905,65,19,27292
21,1906,65,19,4094.55
14,1907,65,19,1393
155,1908,65,19,33481.96
21,1909,65,19,621.98
2,1910,65,19,65
3,1911,65,19,31.5
17,1912,65,19,5106.85
2,1913,65,19,1510
11,1914,65,19,7690
43,1915,65,19,964.11
56,1916,65,19,11369.6
32,1917,65,19,5539
17,1918,65,19,4456.5
6,1919,65,19,140.5
2,1920,65,19,3
