แรงม้า,ประเภทโรงงาน,ตำบล,ประกอบกิจการ,เลขทะเบียนโรงงานเดิม,คนงานรวม,ถนน,เลขที่,จังหวัด,จำพวก,รหัสไปรษณีย์,หมู่,ผู้ประกอบการ,เงินทุนรวม(ล้านบาท),ซอย,ชื่อโรงงาน,_id,FID,รหัสประเภท,อำเภอ,ปีที่อนุญาต
55,การเลื่อย ไส ซอย เซาะร่อง หรือการแปรรูปไม้ด้วยวิธีอื่นที่คล้ายคลึงกัน,ทับมา,แปรรูปไม้ยางพาราเพื่อจำหน่าย,ศ3-34(1)-6/36รย,10,ทางหลวงแผ่นดินหมายเลข 36,99/1,ระยอง,3,21000,5,ห้างหุ้นส่วนจำกัด เจ แอล พี ค้าไม้,2.83,,ห้างหุ้นส่วนจำกัด เจ แอล พี ค้าไม้,56,210000000000,3401,เมืองระยอง,2536
902.48,การเลื่อย ไส ซอย เซาะร่อง หรือการแปรรูปไม้ด้วยวิธีอื่นที่คล้ายคลึงกัน,วังหว้า,แปรรูปไม้ยางพารา อัดน้ำยา และอบไม้ยางพารา,ศ3-34(1)-14/36รย,67,,99,ระยอง,3,21110,2,บริษัท เจริญแสง พรีเมียร์ (2002) จำกัด,10.8,,บริษัท เจริญแสง พรีเมียร์ (2002) จำกัด,57,210000000000,3401,แกลง,2536
672,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,เชิงเนิน,ทำน้ำแข็ง ได้วันละ 938 ซอง,ศ3-14-1/34รย,21,บ้านแลง-สุขุมวิท,46179,ระยอง,3,21000,6,บริษัท พีพี น้ำแข็งอุตสาหกรรม จำกัด,22,,บริษัท พีพี น้ำแข็งอุตสาหกรรม จำกัด,58,210000000000,1400,เมืองระยอง,2534
247.58,การทำภาชนะบรรจุ เครื่องมือ หรือเครื่องใช้จากไม้ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,นาตาขวัญ,ทำวงล้อสายไฟแท่นวางของและลังบรรจุสิ่งของจากไม้ยางพาราท่อน,ศ3-36(1)-2/36รย,19,,75,ระยอง,3,21000,1,บริษัท รับเบอร์ ทรี อินดัสทรีส์ จำกัด,0,,บริษัท รับเบอร์ ทรี อินดัสทรีส์ จำกัด,59,210000000000,3601,เมืองระยอง,2536
561.5,การทำผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น,บางคล้า,ทำเส้นก๋วยเตี๋ยว,ศ3-10(3)-3/34ฉช,36,ฤทธิ์ประศาสน์,69/2,ฉะเชิงเทรา,3,24110,,บริษัท สื่อจิ้นเอี้ยง จำกัด,3.3,,บริษัท สื่อจิ้นเอี้ยง จำกัด,60,240000000000,1003,บางคล้า,2534
3593.82,การทำผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น,ปากน้ำ,ทำเส้นหมี่และก๋วยเตี๋ยว,ศ3-10(3)-1/34ฉช,20,-,46027,ฉะเชิงเทรา,3,24110,9,นายบุญรักษ์ พัฒนยินดี,9,-,โรงงานเส้นหมี่ตราพระอาทิตย์,61,240000000000,1003,บางคล้า,2534
1058.5,การทำผลิตภัณฑ์ยางนอกจากที่ระบุไว้ใน ลำดับที่ 51 จากยางธรรมชาติหรือยางสังเคราะห์,ท่าข้าม,ผลิตผลิตภัณฑ์ยางจากยางธรรมชาติ (ยางกันสะเทือนต่าง ๆ),ส3-52(4)-1/34ฉช,100,บางนา-ตราด กม.ที่ 52,71/2,ฉะเชิงเทรา,3,24130,5,บริษัท เมสัน อินดัสทรีส์ จำกัด,73.956538,,บริษัท เมสัน อินดัสทรีส์ จำกัด,62,240000000000,5204,บางปะกง,2534
4628.69,โรงงานผลิตแก้ว เส้นใยแก้ว หรือผลิตภัณฑ์แก้ว,ท่าข้าม,ผลิตกระจกแผ่นเรียบใสและสี,ส3-54-1/32ฉช,168,บางนา-ตราด,83,ฉะเชิงเทรา,3,24130,5,บริษัท กระจกลวดลายไทย จำกัด,512.8,-,บริษัท กระจกลวดลายไทย จำกัด,63,240000000000,5400,บางปะกง,2532
4336.37,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,คลองนครเนื่องเขต,ผลิตเฟอร์นิเจอร์ ตู้โทรทัศน์ ตู้ลำโพง ตู้วิทยุ ตู้แอมปิไฟร์ เพื่อการส่งออก,ส3-37-1/33ฉช,1471,สุวินทวงศ์,"74,74/1",ฉะเชิงเทรา,3,24000,9,บริษัท เอส.พี.เอส. อินเตอร์เทค จำกัด (มหาชน),235.26,-,บริษัท เอส.พี.เอส. อินเตอร์เทค จำกัด (มหาชน),64,240000000000,3700,เมืองฉะเชิงเทรา,2533
1169.76,การทำภาชนะบรรจุ,ท่าข้าม,ผลิตกระป๋องหรือภาชนะบรรจุที่ทำจากโลหะ,ส3-64(1)-1/33ฉช,175,บางนา-ตราด,75,ฉะเชิงเทรา,3,24130,5,บริษัท สตาร์ แคนเนอรี่ จำกัด,0,ทางเข้าโรงไฟฟ้าบางปะกง,บริษัท สตาร์ แคนเนอรี่ จำกัด,65,241000000000,6401,บางปะกง,2533
1602.69,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,ท่าข้าม,ผลิตชิ้นส่วนโลหะและพลาสติกสำหรับไมโครโฟน เครื่องรับโทรทัศน์ จักรเย็บผ้า เครื่องดูดฝุ่นและขวดนม,ส3-53(1)-1/34ฉช,165,ทางเข้าโรงไฟฟ้าบางปะกง,78/19,ฉะเชิงเทรา,3,24130,5,บริษัท คอมมิวเวล เอ็นเตอร์ไพรส (ไทยแลนด์) จำกัด,268.124596,,บริษัท คอมมิวเวล เอ็นเตอร์ไพรส (ไทยแลนด์) จำกัด,66,241000000000,5301,บางปะกง,2534
2047.92,การทำเครื่องเล่น,บางวัว,ของเด็กเล่น,ส3-87(1)-1/33ฉช,1000,บางนา-ตราด,178-179,ฉะเชิงเทรา,3,24180,12,บริษัท บันได นัมโกะ (ประเทศไทย) จำกัด,126.589,,บริษัท บันได นัมโกะ(ประเทศไทย) จำกัด,67,241000000000,8701,บางปะกง,2533
4323.52,การฟอก ย้อมสี หรือแต่งสำเร็จด้ายหรือสิ่งทอ,หนองขาม,ฟอกย้อมและพิมพ์ผ้า,ส3-22(3)-1/30ชบ,381,สุขาภิบาล 8,630,ชลบุรี,3,20230,11,บริษัท ราชาอูชิโน จำกัด,32,,บริษัท ราชาอูชิโน จำกัด,68,200000000000,2203,ศรีราชา,2530
