แรงม้า,ประเภทโรงงาน,ตำบล,ประกอบกิจการ,เลขทะเบียนโรงงานเดิม,คนงานรวม,ถนน,เลขที่,จังหวัด,จำพวก,รหัสไปรษณีย์,หมู่,ผู้ประกอบการ,เงินทุนรวม(ล้านบาท),ซอย,ชื่อโรงงาน,_id,FID,รหัสประเภท,อำเภอ,ปีที่อนุญาต
2293.04,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,หนองอิรุณ,ผลิตแผ่นพื้น แผ่นผนังคอนกรีตสำเร็จรูป และชิ้นส่วนคอนกรีตสำเร็จรูป,3-58(1)-106/57ชบ,46,ทางหลวงหมายเลข 3289,-,ชลบุรี,3,20220,8,บริษัท ปูนซีเมนต์ไทย (ท่าหลวง) จำกัด,825,,บริษัท เอสซีจี ซิเมนต์ จำกัด (โรงงานบ้านบึง),214,10200000000000,5801,บ้านบึง,2557
144.5,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,บ่อวิน,ทำเชื้อเพลิงผสมที่เป็นของเหลว (Liquids Blending) จากน้ำมันใช้แล้ว ตัวทำละลายที่ใช้แล้ว และน้ำมันหล่อเย็น ทำเชื้อเพลิงทดแทนจากน้ำมันใช้แล้ว และตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ ล้างภาชนะบรรจุภัณฑ์ปนเปื้อนด้วยตัวทำละลาย,3-106-118/60ชบ,5,,"โฉนดที่ดินเลขที่ 154735, 155565",ชลบุรี,3,20230,4,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,22,,บริษัท ส.เกียรติเจริญ ค้าของเก่า จำกัด,215,10200000000000,10600,ศรีราชา,2560
2193.18,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,คลองกิ่ว,ทำผลิตภัณฑ์พลาสติก เช่น ชิ้นส่วนอิเล็กทรอนิกส์และเครื่องใช้ไฟฟ้า,3-53(1)-2/69ชบ,40,,289/54,ชลบุรี,3,20220,7,บริษัท หยงซิง โมลดิ้ง เทคโนโลยี (ไทยแลนด์) จำกัด,17,,บริษัท หยงซิง โมลดิ้ง เทคโนโลยี (ไทยแลนด์) จำกัด,216,10200000000000,5301,บ้านบึง,2569
160,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,หนองชาก,คัดแยกวัสดุที่ไม่ใช้แล้วที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541)และบดย่อยพลาสติก นำน้ำมันหล่อลื่นและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกลับไปใช้ประโยชน์ใหม่ ซ่อมและล้างถังบรรจุน้ำมันและสารเคมี,3-105-136/47ชบ,15,หนองซาก-พนัสนิคม,176/1,ชลบุรี,3,20170,4,บริษัท พี เค สแครปแอนด์รีไซเคิล เซอร์วิส จำกัด,4,,บริษัท พี เค สแครปแอนด์รีไซเคิล เซอร์วิส จำกัด,217,10200000000000,10500,บ้านบึง,2547
5027.6,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องสูบน้ำ เครื่องอัดอากาศ เครื่องปรับอากาศ ตู้เย็น เครื่องซักผ้า,ท่าบุญมี,"ผลิตแม่แรงรถยนต์, ขาตั้งรถยนต์",3-70-4/69ชบ,400,,188,ชลบุรี,3,20240,,บริษัท แฮนด์ดีแจ็ค อีควิปเมนท์ จำกัด,872,12,บริษัท แฮนด์ดีแจ็ค อีควิปเมนท์ จำกัด,218,10200000000000,7000,เกาะจันทร์,2569
6198.04,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,คลองกิ่ว,ทำผลิตภัณฑ์จากเศษรถยนต์ที่ใช้แล้ว เช่น ล้อรถเข็น ล้อรถโฟล์คลิฟท์ ยางแผ่น,3-106-2/64ชบ,126,,66,ชลบุรี,3,20220,6,บริษัท ซิน อี้ ไท่ อินดัสเตรียล เทรด จำกัด,111,,บริษัท ซิน อี้ ไท่ อินดัสเตรียล เทรด จำกัด,219,10200000000000,10600,บ้านบึง,2564
460,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,หนองขาม,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-9/65ชบ,10,,144/41,ชลบุรี,3,20230,4,บริษัท อัดดี จำกัด,21,,บริษัท อัดดี จำกัด,220,10200000000000,10500,ศรีราชา,2565
790,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,ห้างสูง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-5/69ชบ,11,,4,ชลบุรี,3,20190,4,บริษัท อนันต์รุ่งเรือง รีไซเคิล จำกัด,4.5,,บริษัท อนันต์รุ่งเรือง รีไซเคิล จำกัด,221,10200000000000,10500,หนองใหญ่,2569
956.5,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,ห้วยใหญ่,ผลิตผลิตภัณฑ์คอนกรีตสำเร็จรูป,3-58(1)-252/59ชบ,61,เทศบาลสาย 1,115/28,ชลบุรี,3,20150,6,บริษัท เอเซียพัทยา (ก่อสร้าง) จำกัด,190,,ซีซี.คอนกรีต,222,10200000000000,5801,บางละมุง,2559
139,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บ่อวิน,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-15/67ชบ,15,,234/13,ชลบุรี,3,20230,4,บริษัท ฟางซาง เซอร์คูลาร์ อีโคโนมี่ แมเนจเม้นท์(ไทยแลนด์) จำกัด,8.5,,บริษัท ฟางซาง เซอร์คูลาร์ อีโคโนมี่ แมเนจเม้นท์(ไทยแลนด์) จำกัด,223,10200000000000,10500,ศรีราชา,2567
697.02,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,หนองอิรุณ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ถอดแยกเครื่องใช้ไฟฟ้าและนำสายไฟที่ใช้แล้วมาตัด ปลอก บดย่อย และทำเม็ดพลาสติก บดย่อยโลหะ,3-105-31/66ชบ,48,,246,ชลบุรี,3,20220,1,บริษัท จง เต๋อ ดีเวลลอปเมนท์ เทคโนโลยี จำกัด,7.6,,บริษัท จง เต๋อ ดีเวลลอปเมทน์ เทคโนโลยี จำกัด,224,10200000000000,10500,บ้านบึง,2566
524,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,หนองเสือช้าง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-31/68ชบ,12,,โฉนดที่ดินเลขที่ 2314,ชลบุรี,3,20190,5,บริษัท ดวงเจริญชัย สตีล จำกัด,10,,บริษัท ดวงเจริญชัย สตีล จำกัด,225,10200000000000,10500,หนองใหญ่,2568
386754,โรงงานกลั่นน้ำมันปิโตรเลียม,ทุ่งสุขลา,กลั่นน้ำมันปิโตรเลียม,3-49-1/62ชบ,24,สุขุมวิท,,ชลบุรี,3,20230,1,บริษัท ไทยออยล์ จำกัด (มหาชน),15360,อ่าวอุดม,โรงกลั่นน้ำมันไทยออยล์,226,10200000000000,4900,ศรีราชา,2562
35941.52,การเกี่ยวกับการถลุง หลอม หล่อ รีด ดึง หรือผลิตเหล็กหรือเหล็กกล้า ในขั้นต้น,คลองกิ่ว,หลอม หล่อ ชิ้นส่วนเครื่องจักรจากเหล็ก เช่น ชิ้นส่วนกังหันลม ชิ้นส่วนเครื่อง MRI,3-59-2/63ชบ,280,,8,ชลบุรี,3,20220,1,บริษัท ยอง ก๊วน เฮฟวี่ อินดัสทรี (ไทยแลนด์) จำกัด,2000,,บริษัท ยอง ก๊วน เฮฟวี่ อินดัสทรี (ไทยแลนด์) จำกัด,227,10200000000000,5900,บ้านบึง,2563
6304.25,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),หนองบอนแดง,ผลิตกระดาษกล่อง ภาชนะบรรจุจากกระดาษ และพิมพ์ลายภาชนะบรรจุจากกระดาษ,3-39-18/68ชบ,235,,166/3,ชลบุรี,3,20170,2,บริษัท หมิงซิน (ไทยแลนด์) จำกัด,400,,บริษัท หมิงซิน (ไทยแลนด์) จำกัด,228,10200000000000,3900,บ้านบึง,2568
647.11,การทำฉนวนหรือวัสดุที่เป็นฉนวนไฟฟ้า ซึ่งมิใช่กระเบื้องเคลือบหรือแก้ว,บ่อวิน,ผลิตอุปกรณ์ไฟฟ้า อุปกรณ์ระบบไฟฟ้าแรงสูง ฉนวนกันความร้อน เช่น คอมโพสิตยางซิลิโคน สังกะสีออกไซด์ป้องกันฟ้าผ่า ฟิวส์แรงสูงโพลิเมอร์ ฟิวส์แรงสูงเซรามิค เป็นต้น,3-74(4)-1/64ชบ,51,-,168/9,ชลบุรี,3,20230,4,บริษัท วิช พาวเวอร์ (ไทยแลนด์) จำกัด,139.3104,-,บริษัท วิช พาวเวอร์ (ไทยแลนด์) จำกัด,229,10200000000000,7404,ศรีราชา,2564
311,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,หนองปรือ,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายใช้แล้ว ทำเชื้อเพลิงผสมชนิดแข็งและเหลว (Blending) จากวัสดุที่ไม่ใช้แล้วที่มีค่าความร้อน เช่น กากตะกอนน้ำมัน เศษผ้าปนเปื้อน วัสดุปนเปื้อน น้ำมันปนเปื้อนน้ำ ตัวทำละลาย ทินเนอร์ เป็นต้น ซ่อมและล้างถังบรรจุภัณฑ์หด้วยตัวทำละลาย,3-106-17/66ชบ,30,,60,ชลบุรี,3,20140,6,บริษัท เอ เค สปีด ออยล์ จำกัด,19.5,,บริษัท เอ เค สปีด ออยล์ จำกัด,230,10200000000000,10600,พนัสนิคม,2566
6537,การปอกหัวพืช หรือทำหัวพืชให้เป็นเส้น แว่น หรือแท่ง,หนองรี,ทำมันเม็ดอัดแข็ง,3-9(6)-1/40ชบ,14,ชลบุรี-บ้านบึง,46046,ชลบุรี,3,20000,10,บริษัท รุ่งทรัพย์การเกษตร จำกัด,176,ศูนย์ผึ้ง,บริษัท รุ่งทรัพย์การเกษตร จำกัด,231,10200000000000,906,เมืองชลบุรี,2540
2529.72,โรงงานผลิต ซ่อม หล่อ หรือหล่อดอกยางนอกหรือยางในสำหรับยานพาหนะ ที่เคลื่อนที่ด้วยเครื่องกล,หนองรี,หล่อดอกยางรถยนต์,3-51-1/50ชบ,40,เศรษฐกิจ,47,ชลบุรี,3,20000,4,ห้างหุ้นส่วนจำกัด บำรุงยาง,140,-,ห้างหุ้นส่วนจำกัด บำรุงยาง,232,10200000000000,5100,เมืองชลบุรี,2550
2145.64,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,ท่าบุญมี,ทำเครื่องเรือนจากไม้ยางพารา,3-37-2/44ชบ,268,ฉะเชิงเทรา-สัตหีบ,46073,ชลบุรี,3,20240,7,บริษัท เดคคา เอ็มเอฟจี (ประเทศไทย) จำกัด,144,,บริษัท เดคคา เอ็มเอฟจี (ประเทศไทย) จำกัด,233,10200000000000,3700,เกาะจันทร์,2544
2256.61,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,หนองขาม,ผลิตชิ้นส่วนพลาสติกหรือเคลือบด้วยพลาสติก,3-53(5)-2/47ชบ,90,สุขาภิบาล 8,600/37,ชลบุรี,3,20230,11,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด,330,สวนอุตสาหกรรมเครือสหพัฒน์,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด,234,10200000000000,5305,ศรีราชา,2547
632.44,การทำผลิตภัณฑ์สำหรับใช้เป็นฉนวน,โป่ง,ผลิตโฟมชนิดต่างๆ ฉนวนกันความร้อนและเย็น บรรจุภัณฑ์,3-53(6)-2/57ชบ,100,,32/25,ชลบุรี,3,20150,7,บริษัท พีพีพี โมลดิ้ง โฟม จำกัด,74,,บริษัท พีพีพี โมลดิ้ง โฟม จำกัด,235,10200000000000,5306,บางละมุง,2557
2131.39,การทำส่วนประกอบสำหรับใช้กับระบบเครื่องปรับอากาศ,หนองขยาด,ผลิตชิ้นส่วนเครื่องปรับอากาศและการทำผลิตภัณฑ์โลหะด้วยวิธีการกระแทก,3-63(5)-2/58ชบ,80,,48,ชลบุรี,3,20140,2,บริษัท แอร์-คอน พาร์ทส์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,143,,บริษัท แอร์-คอน พาร์ทส์ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,236,10200000000000,6305,พนัสนิคม,2558
90,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,เขาคันทรง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,3-105-2/60ชบ,9,,98/7,ชลบุรี,3,20110,9,ห้างหุ้นส่วนจำกัด แก้วใส รีไซเคิล,4.3,,ห้างหุ้นส่วนจำกัด แก้วใส รีไซเคิล,237,10200000000000,10500,ศรีราชา,2560
3318.34,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,สำนักบก,"ผลิตผลิตภัณฑ์จากพลาสติก เช่น ทำเครื่องใช้, เครื่องมือ,เครื่องเรือน หรือเครื่องประดับและรวมถึงชิ้นส่วนดังกล่าว และทำแม่พิมพ์โลหะ และประกอบภาชนะบรรจุจากไม้ (ดอกไม้)",3-53(1)-3/46ชบ,31,-,33,ชลบุรี,3,20000,5,บริษัท เมต้าเทค จำกัด,27.8,-,บริษัท เมต้าเทค จำกัด,238,10200000000000,5301,เมืองชลบุรี,2546
185,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,บ่อกวางทอง,นำสารละลายประเภทกรดเสื่อมสภาพมาผ่านกรรมวิธีทางอุตสาหกรรม เพื่อนำกรดกลับมาใช้ประโยชน์ใหม่ ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้ว น้ำมันหล่อเย็นที่ใช้แล้ว (Used Coolant Oil) และตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสมจากเศษผ้าปนเปื้อนน้ำมัน ซ่อมและล้างบรรจุภัณฑ์ ทำอิฐบล็อกจากวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,3-106-7/56ชบ,19,-,69,ชลบุรี,3,20270,1,บริษัท ส.กนกการจัดการสิ่งแวดล้อม จำกัด,17,-,บริษัท ส.กนกการจัดการสิ่งแวดล้อม จำกัด,239,10200000000000,10600,บ่อทอง,2556
6034,โรงงานผลิตก๊าซ ซึ่งมิใช่ก๊าซธรรมชาติ และโรงงานส่งหรือจำหน่ายก๊าซ แต่ไม่รวมถึงโรงงานส่งหรือจำหน่ายก๊าซที่เป็นน้ำมันเชื้อเพลิงตามกฎหมายว่าด้วยการควบคุมน้ำม้นเชื้อเพลิง,หนองใหญ่,โรงงานผลิตก๊าซซึ่งมิใช่ก๊าซธรรมชาติ หรือส่งจำหน่ายก๊าซ,3-89-12/60ชบ,8,,999,ชลบุรี,3,20190,5,บริษัท พี เอส ซี ไบโอแก๊ส จำกัด,202.3,,บริษัท พี เอส ซี ไบโอแก๊ส จำกัด,240,10200000000000,8900,หนองใหญ่,2560
232,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,เขาคันทรง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-34/56ชบ,11,,88/5,ชลบุรี,3,20110,8,บริษัท กานต์สินี รีไซเคิล จำกัด,5.656,,บริษัท กานต์สินี รีไซเคิล จำกัด,241,10200000000000,10500,ศรีราชา,2556
608.92,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,มาบไผ่,หลอมหล่อเศษโลหะ และตะกรันโลหะที่ไม่เป็นของเสียอันตราย,3-106-39/59ชบ,17,,56/8,ชลบุรี,3,20170,1,บริษัท อีโคแมเนจเม้นท์ อินดัสเตรียล จำกัด,24.943,,บริษัท อีโคแมเนจเม้นท์ อินดัสเตรียล จำกัด,242,10200000000000,10600,บ้านบึง,2559
174,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,หนองปลาไหล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-59/54ชบ,10,-,133,ชลบุรี,3,20150,8,บริษัท วงษ์แก้ว สตีล จำกัด,4.2,-,ประสารค้าของเก่า,243,10200000000000,10500,บางละมุง,2554
5429,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,หมอนนาง,"ผลิตชิ้นส่วนยานยนต์, ผลิตชิ้นส่วนเล็กทรอนิกส์, ผลิตชิ้นส่วนอุปกรณ์สารสนเทศ",3-72-19/69ชบ,80,,89/8,ชลบุรี,3,20140,,บริษัท บอนเทค พรีซิซั่น (ประเทศไทย) จำกัด,600,,บริษัท บอนเทค พรีซิซั่น (ประเทศไทย) จำกัด,244,10200000000000,7200,พนัสนิคม,2569
939,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,พลูตาหลวง,เกี่ยวกับผลิตภัณฑ์โลหะสำหรับใช้ในการก่อสร้าง หรือติดตั้งอย่างใดอย่างหนึ่ง หรือหลายอย่าง,3-63(2)-40/53ชบ,76,ทางหลวงหมายเลข 332,119/82,ชลบุรี,3,20180,4,บริษัท ซีบีไอ (ประเทศไทย) จำกัด,58.988618,-,บริษัท ซีบีไอ (ประเทศไทย) จำกัด,245,10200000000000,6302,สัตหีบ,2553
4130,การขุดหรือลอกกรวด ทราย หรือดิน,คลองกิ่ว,ขุดดินหรือทรายในที่ดินกรรมสิทธิ์ และร่อนหรือคัดขนาดทราย,3-3(2)-40/57ชบ,32,,"โฉนดเลขที่ 11910, 11911",ชลบุรี,3,20220,4,บริษัท นครหลวงคอนกรีต จำกัด,60,,-,246,10200000000000,302,บ้านบึง,2557
597,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,หนองขาม,ทำน้ำแข็งก้อนเล็ก ได้วันละ 100 ตัน และทำน้ำดื่ม,3-14-47/53ชบ,14,-,102/2,ชลบุรี,3,20230,9,บริษัท วารีเทพ ศรีราชา จำกัด,10.5,-,บริษัท วารีเทพ ศรีราชา จำกัด,247,10200000000000,1400,ศรีราชา,2553
6,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บ่อวิน,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-52/53ชบ,55,-,293,ชลบุรี,3,20230,1,บริษัท โชคเกรียงขจร จำกัด,17.05,-,บริษัท โชคเกรียงขจร จำกัด,248,10200000000000,10500,ศรีราชา,2553
0,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บ้านบึง,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),3-105-55/47ชบ,70,วิฑูรย์ดำริ,121/6,ชลบุรี,3,20170,3,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,6.95,,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,249,10200000000000,10500,บ้านบึง,2547
126.5,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บึง,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,3-105-57/47ชบ,20,-,27/43,ชลบุรี,3,20230,8,บริษัท เนทโก้ เทคโนโลยี จำกัด,2.5,-,บริษัท เนทโก้ เทคโนโลยี จำกัด,250,10200000000000,10500,ศรีราชา,2547
93,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,บ้านบึง,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่เป็นอันตราย อัดโลหะ บดย่อยพลาสติก และทำเชื้อเพลิงทดแทนจากน้ำมันเครื่องใช้แล้ว,3-105-62/49ชบ,10, -,34/1,ชลบุรี,3,20170,4,บริษัท โอเคซี คอร์ปอเรชั่น จำกัด,2.1, -,บริษัท โอเคซี คอร์ปอเรชั่น จำกัด,251,10200000000000,10500,บ้านบึง,2549
65,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,โคกขี้หนอน,คัดแยกวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),3-105-65/47ชบ,9,-,37,ชลบุรี,3,20160,4,ห้างหุ้นส่วนจำกัด สี่พี่น้องร่วมเจริญ,0.55,-,ห้างหุ้นส่วนจำกัด สี่พี่น้องร่วมเจริญ,252,10200000000000,10500,พานทอง,2547
1093.2,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,ทุ่งสุขลา,โรงงานตัดคัดแยกชิ้นส่วนแท่นหลุมผลิตปิโตรเลียม,3-106-66/60ชบ,90,สุขุมวิท,48/1,ชลบุรี,3,20230,3,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),38,ท่าเรือแหลมฉบัง,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),253,10200000000000,10600,ศรีราชา,2560
10393.27,การทำภาชนะบรรจุ,เขาคันทรง,ผลิตแก้วและกระติกน้ำร้อน-น้ำเย็น ภาชนะบรรจุอาหารจากสแตนเลส ภาชนะพลาสติก เช่น กล่องเก็บความเย็น และชิ้นส่วนประกอบ,3-64(1)-5/68ชบ,500,,138/9,ชลบุรี,3,20110,10,บริษัท จีไอเอ็นที (ไทยแลนด์) จำกัด,137.8293894,,บริษัท จีไอเอ็นที (ไทยแลนด์) จำกัด,254,10200000000000,6401,ศรีราชา,2568
220,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,ห้วยใหญ่,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-73/65ชบ,10,,54/10,ชลบุรี,3,20150,11,บริษัท พีจี 168 รีไซเคิล จำกัด,11,,บริษัท พีจี 168 รีไซเคิล จำกัด,255,10200000000000,10500,บางละมุง,2565
378.08,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,บ้านบึง,"ผลิตเชื้อเพลิงทดแทน, ถอดแยกเครื่องใช้ไฟฟ้าหรือชิ้นส่วนอุปกรณ์ไฟฟ้าและชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ที่ผ่านการใช้งานแล้ว, ล้างภาชนะบรรจุปนเปื้อน, รวบรวมแบตเตอรี่เพื่อจำหน่าย",3-106-55/67ชบ,33,,-,ชลบุรี,3,20170,3,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,14,,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,256,10200000000000,10600,บ้านบึง,2567
1947.94,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,หนองเหียง,ถอด แยก บดย่อย สายไฟและมอเตอร์ใช้แล้ว เพื่อนำโลหะกลับมาใช้ประโยชน์ใหม่ คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย รีไซเคิลแบตเตอรี่ลิเธี่ยมที่ใช้แล้ว ได้แก่ แบตเตอรี่รถยนต์ไฟฟ้า โทรศัพท์มือถือ และอุปกรณ์สำรองพลังงาน,3-106-56/63ชบ,44,331,46098,ชลบุรี,3,20140,16,บริษัท ยูนิ มาสเตอร์ ภูลิน เอ็นเนอร์ยี่ จำกัด,85,,บริษัท ยูนิ มาสเตอร์ ภูลิน เอ็นเนอร์ยี่ จำกัด,257,10200000000000,10600,พนัสนิคม,2563
76,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,นาป่า,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,3-105-67/63ชบ,8,,20,ชลบุรี,3,20000,7,บริษัท อ. สหรุ่งโรจน์ จำกัด,3.8,,บริษัท อ. สหรุ่งโรจน์ จำกัด,258,10200000000000,10500,เมืองชลบุรี,2563
543,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,มาบโป่ง,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,3-105-62/66ชบ,20,,46192,ชลบุรี,3,20160,9,บริษัท พี. ธนโชค รุ่งเรือง จำกัด,5.5,,บริษัท พี. ธนโชค รุ่งเรือง จำกัด,259,10200000000000,10500,พานทอง,2566
489,การนำผลิตภัณฑ์อุตสาหกรรมที่ไม่ใช้แล้วหรือของเสียจากโรงงานมาผลิตเป็นวัตถุดิบ,เขาคันทรง,บด ย่อยแก้ว,3-106-31/62ชบ,26,,โฉนดที่ดินเลขที่ 66534 และ 217380,ชลบุรี,3,20110,10,บริษัท 331 ราชาคัลเล็ต จำกัด,180,,บริษัท 331 ราชาคัลเล็ต จำกัด,260,10200000000000,10600,ศรีราชา,2562
