จำนวน,กลุ่มอายุ,_id,ปี,เพศ,รายการ,จังหวัด,ประเภทแรงงาน,หน่วย
3271.017,45 - 49,236,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
4620,45 - 49,237,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
5405.146299999998,45 - 49,238,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
4055.4009,50 - 54,239,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2159.5397,50 - 54,240,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2759.539,50 - 54,241,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3892.122,50 - 54,242,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3470.1664,50 - 54,243,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2049.836,50 - 54,244,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3036.1987,50 - 54,245,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
4742.7722,50 - 54,246,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3216.2684,50 - 54,247,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3522.6343,50 - 54,248,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3048.5637,50 - 54,249,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2334.0649,50 - 54,250,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3445,50 - 54,251,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2797.1796999999997,50 - 54,252,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1649.6086,55 - 59,253,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2331.7624,55 - 59,254,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2238.0435,55 - 59,255,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2390.4857,55 - 59,256,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3124.5258,55 - 59,257,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2724.145,55 - 59,258,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1613.5483,55 - 59,259,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3104.5127,55 - 59,260,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
4016.8851,55 - 59,261,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3210.5719,55 - 59,262,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2405.8687,55 - 59,263,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
3356.9857,55 - 59,264,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2742,55 - 59,265,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2471.4413000000004,55 - 59,266,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
467.8994,60 ขึ้นไป,267,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1458.9699,60 ขึ้นไป,268,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2024.3298,60 ขึ้นไป,269,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1710.9155,60 ขึ้นไป,270,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
933.1444,60 ขึ้นไป,271,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1341.3192,60 ขึ้นไป,272,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1858.5955,60 ขึ้นไป,273,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1569.2917,60 ขึ้นไป,274,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1571.4918,60 ขึ้นไป,275,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2598.9281,60 ขึ้นไป,276,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1534.4147,60 ขึ้นไป,277,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1990.9432,60 ขึ้นไป,278,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
903,60 ขึ้นไป,279,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
1250.7019,60 ขึ้นไป,280,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานในระบบ,คน
2770.2528,15 - 19,281,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3205.1843,15 - 19,282,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3127.8066,15 - 19,283,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1349.7613,15 - 19,284,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1753.7404,15 - 19,285,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1322.3359,15 - 19,286,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1786.1991,15 - 19,287,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1847.7265,15 - 19,288,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1871.7605,15 - 19,289,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1395.8029,15 - 19,290,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2531.2335,15 - 19,291,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
666.3694,15 - 19,292,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1377,15 - 19,293,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
847.8607999999999,15 - 19,294,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7578.5578,20 - 24,295,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6104.8845,20 - 24,296,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4954.3221,20 - 24,297,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5378.9591,20 - 24,298,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5966.5745,20 - 24,299,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5249.3754,20 - 24,300,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6808.9565,20 - 24,301,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5906.9933,20 - 24,302,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6459.1884,20 - 24,303,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5780.6021,20 - 24,304,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4933.2092,20 - 24,305,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6409.8695,20 - 24,306,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5050,20 - 24,307,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7618.481600000001,20 - 24,308,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5525.3638,25 - 29,309,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7195.5159,25 - 29,310,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7154.271,25 - 29,311,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8575.777,25 - 29,312,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7454.504,25 - 29,313,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8563.1553,25 - 29,314,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5806.8339,25 - 29,315,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7956.8981,25 - 29,316,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8058.9013,25 - 29,317,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10078.2593,25 - 29,318,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6292.3328,25 - 29,319,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5034.6345,25 - 29,320,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5350,25 - 29,321,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5198.2653,25 - 29,322,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7373.0972,30 - 34,323,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5086.8785,30 - 34,324,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4893.1474,30 - 34,325,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6843.3747,30 - 34,326,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5489.8042,30 - 34,327,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5337.766,30 - 34,328,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4963.5699,30 - 34,329,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6711.5661,30 - 34,330,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5894.5248,30 - 34,331,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6500.7713,30 - 34,332,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5835.4323,30 - 34,333,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5263.5301,30 - 34,334,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6605,30 - 34,335,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7563.2645999999995,30 - 34,336,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8218.3585,35 - 39,337,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9228.4163,35 - 39,338,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6873.6673,35 - 39,339,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5938.0259,35 - 39,340,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7375.4098,35 - 39,341,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5677.9903,35 - 39,342,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5207.0949,35 - 39,343,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5399.2863,35 - 39,344,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5445.5034,35 - 39,345,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4689.8187,35 - 39,346,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5676.1044,35 - 39,347,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5250.8618,35 - 39,348,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5861,35 - 39,349,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5232.334599999998,35 - 39,350,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11420.8371,40 - 44,351,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9318.4491,40 - 44,352,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8145.904,40 - 44,353,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10110.3752,40 - 44,354,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8152.0332,40 - 44,355,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7767.3885,40 - 44,356,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7877.088,40 - 44,357,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7271.7823,40 - 44,358,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6221.3551,40 - 44,359,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6333.6608,40 - 44,360,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5236.7642,40 - 44,361,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7094.27,40 - 44,362,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6140,40 - 44,363,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5875.563399999997,40 - 44,364,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13202.6338,45 - 49,365,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14755.3036,45 - 49,366,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13163.086,45 - 49,367,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11367.2071,45 - 49,368,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9017.594,45 - 49,369,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9798.6803,45 - 49,370,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9091.9404,45 - 49,371,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6835.352,45 - 49,372,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7812.9055,45 - 49,373,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7091.1537,45 - 49,374,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7408.5304,45 - 49,375,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7746.3213,45 - 49,376,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6757,45 - 49,377,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7999.301299999999,45 - 49,378,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10729.0668,50 - 54,379,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11326.502,50 - 54,380,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13534.2183,50 - 54,381,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13932.9074,50 - 54,382,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12876.5303,50 - 54,383,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10548.6405,50 - 54,384,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9945.6547,50 - 54,385,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11615.7026,50 - 54,386,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10193.7519,50 - 54,387,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9587.8494,50 - 54,388,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6089.6193,50 - 54,389,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
8717.9855,50 - 54,390,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
7129,50 - 54,391,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9138.390900000002,50 - 54,392,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
14157.3512,55 - 59,393,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
16273.8947,55 - 59,394,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11652.482,55 - 59,395,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12863.6553,55 - 59,396,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13001.8118,55 - 59,397,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
15145.9235,55 - 59,398,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
15047.3452,55 - 59,399,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11066.9366,55 - 59,400,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
12038.5307,55 - 59,401,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
13753.9386,55 - 59,402,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
11455.9997,55 - 59,403,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10059.1705,55 - 59,404,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
10549,55 - 59,405,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
9815.660199999998,55 - 59,406,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
15434.3826,60 ขึ้นไป,407,2555,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
19924.2252,60 ขึ้นไป,408,2556,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
22735.1259,60 ขึ้นไป,409,2557,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
19383.8251,60 ขึ้นไป,410,2558,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
18706.3875,60 ขึ้นไป,411,2559,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20990.1686,60 ขึ้นไป,412,2560,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20983.4177,60 ขึ้นไป,413,2561,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
21715.2194,60 ขึ้นไป,414,2562,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
24168.5518,60 ขึ้นไป,415,2563,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
24621.6536,60 ขึ้นไป,416,2564,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20172.4906,60 ขึ้นไป,417,2565,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20954.4043,60 ขึ้นไป,418,2566,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20588,60 ขึ้นไป,419,2567,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
20142.895099999994,60 ขึ้นไป,420,2568,ชาย,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
883.4892,15 - 19,421,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
799.7566,15 - 19,422,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1020.0626,15 - 19,423,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
194.2085,15 - 19,424,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
220.6858,15 - 19,425,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1551.0655,15 - 19,426,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1524.6965,15 - 19,427,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
233.6584,15 - 19,428,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
853.0359,15 - 19,429,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1486.1461,15 - 19,430,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
763.954,15 - 19,431,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
804.8537,15 - 19,432,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1939,15 - 19,433,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
345.6107,15 - 19,434,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4106.2985,20 - 24,435,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4103.773,20 - 24,436,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2254.9233,20 - 24,437,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
1658.5762,20 - 24,438,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5348.9994,20 - 24,439,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3359.4834,20 - 24,440,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3916.8446,20 - 24,441,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3261.0209,20 - 24,442,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4893.1429,20 - 24,443,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4692.0398,20 - 24,444,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3617.3226,20 - 24,445,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3080.0759,20 - 24,446,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5130,20 - 24,447,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3719.7282000000005,20 - 24,448,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4812.9957,25 - 29,449,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3307.8791,25 - 29,450,2556,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4668.0415,25 - 29,451,2557,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3907.1711,25 - 29,452,2558,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4743.1617,25 - 29,453,2559,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5635.2972,25 - 29,454,2560,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3068.3182,25 - 29,455,2561,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4701.122,25 - 29,456,2562,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
6133.289,25 - 29,457,2563,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
5771.6154,25 - 29,458,2564,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2199.234,25 - 29,459,2565,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2800.4999,25 - 29,460,2566,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
3461,25 - 29,461,2567,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
2967.7336000000005,25 - 29,462,2568,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
4393.5504,30 - 34,463,2555,หญิง,จำนวนผู้มีงานทำ,ลำพูน,แรงงานนอกระบบ,คน
