เงินทุนรวม,ประกอบกิจการ,พื้นที่อาคาร,อำเภอ,ถนน,ซอย,FID,คนงานรวม,ไปรษณีย์,จังหวัด,หมู่,เลขที่,ปี,แรงม้ารวม,ตำบล,ผู้ประกอบการ,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,พื้นที่โรงงาน,คนงานหญิง
282000000,"ผลิต อาหารกระป๋อง,น้ำผลไม้กระป๋อง,เครื่องปรุงรส,เครื่องดื่มบำรุงกำลัง,อาหารแช่แข็ง,อาหารสำเร็จรูปและกึ่งสำเร็จรูป ทำเครื่องปรุงรส อาหารแช่แข็ง อาหารสำเร็จรูปแล",20362,กระทุ่มแบน,เทพกาญจนา,,10740200000000,460,74110,สมุทรสาคร,4,99/1,2566,8174.1,แคราย,บริษัท เอ็นอาร์อินสแตนท์โปรดิวซ์ จำกัด (มหาชน),120,470,38(1)1/46สค,บริษัท เอ็นอาร์อินสแตนท์โปรดิวซ์ จำกัด (มหาชน),25760,340
2400000,ผลิตน้ำผลไม้ต่างๆ,0,กระทุ่มแบน,เศรษฐกิจ,,20740100000000,10,74110,สมุทรสาคร,4,344/24,2566,62,ท่าไม้,บริษัท พี แอนด์ พี ฟู้ด โปรดักส์ ซัพพลาย จำกัด,2,471,จ38(1)5/51สค,บริษัท พี แอนด์ พี ฟู้ด โปรดักส์ ซัพพลาย จำกัด,,8
196000000,การทำเครื่องดื่มจากผัก ผลไม้ และบรรจุในภาชนะที่ปิดผนึก,1200,กระทุ่มแบน,เศรษฐกิจ1,,20740200000000,44,74110,สมุทรสาคร,3,8,2566,2632.31,คลองมะเดื่อ,บริษัท เฮอริเทจ สแน็ค แอนด์ ฟู้ด จำกัด,19,472,จ38(1)3/59สค,บริษัท เฮอริเทจ สแน็ค แอนด์ ฟู้ด จำกัด,6996,25
3400000,ผลิตแยม,536,กระทุ่มแบน,,,20740300000000,4,74110,สมุทรสาคร,4,391/4,2566,193.76,ท่าไม้,บริษัท บีเคเอส โฮลดิ้งส์ จำกัด,1,473,จ38(1)21/63สค,บริษัท บีเคเอส โฮลดิ้งส์ จำกัด,536,3
11000000,ทำเครื่องดื่มจากผลไม้และเครื่องดื่มชนิดผงอื่น ๆ ,2100,กระทุ่มแบน,,,20740200000000,31,74110,สมุทรสาคร,4,141,2566,498.84,แคราย,บริษัท เจเอสเอเชียเบฟเวอเรจ 2559 จำกัด,19,474,จ38(1)19/60สค,บริษัท เจเอสเอเชียเบฟเวอเรจ 2559 จำกัด,4720,12
42000000,ผลิตวุ้นและเยลลี่,1000,กระทุ่มแบน,,,20740100000000,45,74110,สมุทรสาคร,3,103/88,2566,538,ท่าเสา,บริษัท หงส์ลี่ ฟู้ดส์ จำกัด,33,475,จ38(1)7/62สค,บริษัท หงส์ลี่ ฟู้ดส์ จำกัด,3728,12
10000000,แปรรูป บรรจุอาหาร,990,กระทุ่มแบน,เศรษฐกิจ 1,วัดคลองมะเดื่อ,20740200000000,23,74110,สมุทรสาคร,4,46/1,2566,445,คลองมะเดื่อ,บริษัท สมุทรสาครพิมพ์ผ้า จำกัด,10,476,จ38(1)17/63สค,บริษัท สมุทรสาครพิมพ์ผ้า จำกัด,7796,13
134000000,ปอกมะพร้าวบรรจุกล่อง,3832,บ้านแพ้ว,,,20740100000000,250,74120,สมุทรสาคร,2,โฉนดที่ดินเลขที่ 39442,2566,293,สวนส้ม,บริษัท เคเฟรช จำกัด,130,477,จ38(1)9/62สค,บริษัท เคเฟรช จำกัด,9892,120
190000000,ทำอาหารหรือเครื่องดื่มจากผักหรือผลไม้และบรรจุในภาชนะที่ปิดผนึก,2664,บ้านแพ้ว,บ้านแพ้วกระทุ่มแบน,,10740000000000,100,74120,สมุทรสาคร,2,139/6,2566,1979.34,หลักสาม,บริษัท ออล โคโค กรุ๊ป จำกัด,30,478,38(1)28/58สค,บริษัท ออล โคโค กรุ๊ป จำกัด,11579,70
9000000,แปรรูปมะพร้าวน้ำหอม,8000,บ้านแพ้ว,,,20740200000000,13,74120,สมุทรสาคร,3,46,2566,177.75,หลักสอง,บริษัท มะพร้าวน้ำหอมไทย จำกัด,3,479,จ38(1)1/47สค,บริษัท มะพร้าวน้ำหอมไทย จำกัด,32000,10
7300000,ผลิตน้ำผลไม้ และเต้าหู้,336,บ้านแพ้ว,เฉลิมมหาราช,,20740300000000,61,74120,สมุทรสาคร,1,216/2,2566,409.04,บ้านแพ้ว,บริษัท อินทัชธนกร จำกัด,29,480,จ38(1)6/47สค,บริษัท อินทัชธนกร จำกัด,15600,32
28000000,ผลิตจำหน่ายน้ำมันมะพร้าวเเละแปรรูปผลิตภัณฑ์จากมะพร้าว,960,บ้านแพ้ว,,,20740200000000,25,74120,สมุทรสาคร,5,90,2566,72.5,หลักสาม,บริษัท ไทยคณา อินเตอร์ฟู้ดส์ จำกัด,15,481,จ28(1)4/65สค,บริษัท ไทยคณา อินเตอร์ฟู้ดส์ จำกัด,15226,10
850000000,ผลิตน้ำกะทิและน้ำมะพร้าว,9905,เมืองสมุทรสาคร,,,10740000000000,111,74000,สมุทรสาคร,2,99/95,2566,17740.61,นาโคก,บริษัท สุรีย์ อินเตอร์ฟู้ดส์ จำกัด,91,482,38(1)18/59สค,บริษัท สุรีย์ อินเตอร์ฟู้ดส์ จำกัด,138794,20
25000000,ผลิตเครื่องดื่มจากผัก พืช หรือผลไม้ และเครื่องดื่มชูกำลัง,360,เมืองสมุทรสาคร,,,20740200000000,25,74000,สมุทรสาคร,4,41/18,2566,488.18,โคกขาม,บริษัท โชติอัครสุชิน จำกัด,10,483,จ38(1)14/59สค,บริษัท โชติอัครสุชิน จำกัด,1220,15
6000000,ผลิตเครื่องดื่ม,665,เมืองสมุทรสาคร,,,20740300000000,10,74000,สมุทรสาคร,3,77/19,2566,149.9,นาดี,บริษัท ดราก้อนเวิลด์ เบฟเวอเรจ จำกัด,5,484,จ38(1)24/63สค,บริษัท ดราก้อนเวิลด์ เบฟเวอเรจ จำกัด,677,5
10000000,"ทำปลากระป๋อง, และผักกระป๋อง",2580,เมืองสมุทรสาคร,,,10740000000000,40,74000,สมุทรสาคร,7,,2566,3083.08,ท่าทราย,นายชานนท์ หวังมงคลเลิศ,30,485,38(1)2/46สค,,28000,10
77400000,ผลิตผลไม้แปรรูป พืชผักแปรรูป พืชผลทางการเกษตรแปรรูป อาหารอบแห้ง อาหารสำเร็จรูป อาหารบรรจุหีบห่อ,720,เมืองสมุทรสาคร,,,20740200000000,69,74000,สมุทรสาคร,9,29/8,2566,598,นาดี,บริษัท ไทย มีดี ฟรุต จำกัด,44,486,จ38(1)12/62สค,บริษัท ไทย มีดี ฟรุต จำกัด,1600,25
6000000,ผลิตอาหารและเครื่องดื่ม,0,เมืองสมุทรสาคร,เศรษฐกิจ 1,,20740200000000,20,74000,สมุทรสาคร,5,18/5,2566,427,นาดี,บริษัท มหิธร จำกัด,5,487,จ38(1)1/42สค,บริษัท มหิธร จำกัด,0,15
200000000,ผลิตน้ำมะพร้าวบรรจุกระป๋องและสินค้าเกษตรแปรรูป,9334,เมืองสมุทรสาคร,เจษฏาวิถี,,10740100000000,74,74000,สมุทรสาคร,4,99/199,2566,3140.5,โคกขาม,บริษัท ทวีวงษ์การเกษตร จำกัด,42,488,38(1)10/61สค,บริษัท ทวีวงษ์การเกษตร จำกัด,24000,32
22280000,ทำผลิตภัณฑ์แปรรูปจากมะพร้าว เช่น น้ำกะทิ,6640,เมืองสมุทรสาคร,,,20740200000000,88,74000,สมุทรสาคร,2,44/3,2566,45,มหาชัย,ห้างหุ้นส่วนจำกัด โชคพันลี้,66,489,จ38(1)16/59สค,ห้างหุ้นส่วนจำกัด โชคพันลี้,6640,22
699940000,การทำอาหารจากผัก พืชหรือผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้ การผลิตอาหารจากเมล็ดพืชหรือหัวพืช,6059,เมืองสมุทรสาคร,,,10740200000000,59,74000,สมุทรสาคร,4,82/15,2566,5835.02,บางโทรัด,บริษัท ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ จำกัด,30,490,38(1)9/65สค,บริษัท ซีพีเอฟ ฟู้ด แอนด์ เบฟเวอร์เรจ จำกัด,9800,29
22000000,ผลิตสาหร่ายอบกรอบ,1000,เมืองสมุทรสาคร,,,20740400000000,100,74000,สมุทรสาคร,4,4849,2566,53,นาดี,บริษัท สวัสดี ฟู้ดส์ แอนด์ เทรดดิ้ง จำกัด,50,491,จ38(1)1/58สค,บริษัท สวัสดี ฟู้ดส์ แอนด์ เทรดดิ้ง จำกัด,1400,50
130000000,ผลิตผักและผลไม้บรรจุกระป๋อง,25185,เมืองสมุทรสาคร,พระรามที่ 2,วัดปากบ่อ,10740100000000,241,74000,สมุทรสาคร,8,39,2566,17898.65,บางกระเจ้า,บริษัท ทรอปิคอล ฟู้ด อินดัสตรีส์ จำกัด,90,492,38(1)1/31สค,บริษัท ทรอปิคอล ฟู้ด อินดัสตรีส์ จำกัด,89150,151
128257200,ผลิตเนื้อมะพร้าวขาว (โดยการนำมะพร้าวผลมาปอกเปลือกและทิวผิว),1625,เมืองสมุทรสาคร,,,20740200000000,67,74000,สมุทรสาคร,3,69,2566,371.8,บ้านบ่อ,บริษัท สุรีย์ อินเตอร์ฟู้ดส์ จำกัด,34,493,จ38(1)12/63สค,บริษัท สุรีย์ อินเตอร์ฟู้ดส์ จำกัด,19056,33
60000000,การทำอาหารจากผักหรือผลไม้ เช่น สลัดและผลไม้พร้อมทาน,3796,เมืองสมุทรสาคร,,,20740000000000,126,74000,สมุทรสาคร,3,,2566,109.26,พันท้ายนรสิงห์,บริษัท พลังผัก จำกัด,67,494,จ38(1)29/59สค,บริษัท พลังผัก จำกัด,8736,59
0,ผลิตน้ำดื่ม ชา กาแฟ เครื่องดิ่มชูกำลัง น้ำเมรัยผลไม้ชนิดต่างๆ น้ำผลไม้ น้ำสมุนไพร ผลไม้แห้ง เครื่องปรุงอาหาร และอาหารกระป๋อง,0,เมืองสมุทรสาคร,พระราม 2,,82100500000000,50,74000,สมุทรสาคร,2,Jan-76,2566,569.25,ท่าทราย,บริษัท อินเตอร์ดริ้ง จำกัด,50,495,น.8(1)1/2549นนส.,บริษัท อินเตอร์ดริ้ง จำกัด,0,0
600000000,ทำน้ำมะพร้าวบรรจุขวด,4800,เมืองสมุทรสาคร,,,20740100000000,42,74000,สมุทรสาคร,7,222/14,2566,2269,บ้านเกาะ,บริษัท ฮาร์มเลส ฮาร์เวสท์ (ไทยแลนด์) จำกัด,27,496,จ38(1)20/59สค,บริษัท ฮาร์มเลส ฮาร์เวสท์ (ไทยแลนด์) จำกัด,60236,15
69000000,ผลิตน้ำผลไม้ เช่น น้ำมะพร้าว เนื้อมะพร้าว ฯลฯ,1425,เมืองสมุทรสาคร,,,20740100000000,45,74000,สมุทรสาคร,6,1-Jan,2566,301.44,โคกขาม,บริษัท โคโคส์ เอ็นเตอร์ไพรศ์เซส (ไทยแลนด์) จำกัด,30,497,จ38(1)4/58สค,บริษัท โคโคส์ เอ็นเตอร์ไพรศ์เซส (ไทยแลนด์) จำกัด,9756,15
29500000,การทำอาหาร เครื่องดื่ม จากผัก พืช และผลไม้ และบรรจุในภาชนะปิดผนึก,800,เมืองสมุทรสาคร,,,10740300000000,20,74000,สมุทรสาคร,3,โฉนดที่ดินเลขที่ 26379,2566,271.18,ท่าทราย,บริษัท ซากุระ เบฟเวอเรจ จำกัด,14,498,38(1)23/63สค,บริษัท ซากุระ เบฟเวอเรจ จำกัด,4625,6
25000000,ทำกล้วยหอมแปรรูป เช่น กล้วยฝานบางทอดกรอบ,464,เมืองสมุทรสาคร,,,20740000000000,15,74000,สมุทรสาคร,2,42/17,2566,482.88,นาดี,บริษัท ออฟพิมุส จำกัด,5,499,จ38(1)13/58สค,บริษัท ออฟพิมุส จำกัด,1076,10
13000000,ทำเครื่องดื่มจากผลไม้บรรจุขวด แยมผลไม้ คอลลาเจนผง เครื่องดื่มชนิดผงจากพืช ทอฟฟี่ เยลลี่ ขนมอบกรอบ,345,เมืองสมุทรสาคร,,,20740000000000,17,74000,สมุทรสาคร,,42/11,2566,498.61,บางน้ำจืด,บริษัท ฟีนิกซ์ โกลด์ คอนซอร์เที่ยม จำกัด,9,500,จ38(1)39/61สค,บริษัท ฟีนิกซ์ โกลด์ คอนซอร์เที่ยม จำกัด,564,8
39000000,ผลิตน้ำผลไม้ น้ำสมุนไพร และหมากฝรั่ง ลูกกวาด ถั่วลิสงเคลือบ เยลลี่ ช็อกโกแลต ขนมปังกรอบ ขนมขบเคี้ยว และผลิตภาชนะบรรจุพลาสติก,3600,เมืองสมุทรสาคร,,,20740100000000,60,74000,สมุทรสาคร,5,Mar-33,2566,2089.95,พันท้ายนรสิงห์,บริษัท เอเอฟ ฟู๊ด จำกัด,30,501,จ38(1)12/54สค,บริษัท เอเอฟ ฟู๊ด จำกัด,10031,30
40000000,ผลิตน้ำผักและน้ำผลไม้,1600,เมืองสมุทรสาคร,,,20740000000000,50,74000,สมุทรสาคร,4,23/11,2566,484,บางน้ำจืด,บริษัท คิง เฟรช ฟาร์ม จำกัด,25,502,จ38(1)2/62สค,บริษัท คิง เฟรช ฟาร์ม จำกัด,2756,25
296411435,ผลิตผักผลไม้และไข่นกกระทาบรรจุกระป๋อง,4160,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,10740000000000,89,74000,สมุทรสาคร,2,58/4,2566,5934.9,บางกระเจ้า,บริษัท เอราวัณฟูด จำกัด,24,503,38(1)2/32สค,บริษัท เอราวัณฟูด จำกัด,30400,65
41819500,ผลิตอาหาร ผัก ผลไม้กระป๋องและปลากระป๋อง,1152,เมืองสมุทรสาคร,วัดบางปลา,,10740200000000,79,74000,สมุทรสาคร,4,111/15,2566,1962.34,บ้านเกาะ,บริษัท ออนกรีน โปรดิ้วส์ จำกัด,16,504,38(1)2/31สค,บริษัท ออนกรีน โปรดิ้วส์ จำกัด,16000,63
125000000,ผลิตน้ำนมถั่วเหลือง,12204,เมืองสมุทรสาคร,,,20740200000000,155,74000,สมุทรสาคร,2,79/9,2566,5570.17,ท่าจีน,บริษัท โทฟุซัง จำกัด,105,505,จ38(1)6/60สค,บริษัท โทฟุซัง จำกัด,25176,50
40000000,ผลิตผัก ผลไม้และปลากระป๋อง และไข่นกกระทาบรรจุกระป๋อง,3946,เมืองสมุทรสาคร,วัดบางปลา,,10740000000000,36,74000,สมุทรสาคร,4,5-Sep,2566,4271,บ้านเกาะ,บริษัท เกียรติเจริญฟูด จำกัด,8,506,38(1)1/32สค,บริษัท เกียรติเจริญฟูด จำกัด,44000,28
3100000,"ถั่วแขก,ถั่วลันเตา,ข้าวโพดอ่อน,ดอกกระหล่ำ เป็นต้น",400,กระทุ่มแบน,ท่าเสา,,20740000000000,10,74110,สมุทรสาคร,2,44,2566,65.3,ท่าเสา,บริษัท สยาม เฟรช ฟู้ด แอนด์ โฟร เซ่น จำกัด,5,507,จ28(2)1/64สค,บริษัท สยาม เฟรช ฟู้ด แอนด์ โฟร เซ่น จำกัด,40000,5
15000000,ผลิตผลไม้อบแห้ง,1557,กระทุ่มแบน,,,10740000000000,58,74110,สมุทรสาคร,2,19/9,2566,4348,ท่าเสา,บริษัท ไทยธัญญาอินเตอร์ฟู๊ด จำกัด,33,508,38(2)9/60สค,บริษัท ไทยธัญญาอินเตอร์ฟู๊ด จำกัด,6340,25
26400000,ผลิตผลไม้อบแห้ง,850,กระทุ่มแบน,,,20740300000000,48,74110,สมุทรสาคร,2,99/60,2566,93,ท่าเสา,บริษัท เอสวีอาร์ อินเตอร์ ฟู้ด จำกัด,14,509,จ38(2)9/62สค,บริษัท เอสวีอาร์ อินเตอร์ ฟู้ด จำกัด,1500,34
7200000,แปรรูปผักและผลไม้,658,กระทุ่มแบน,,,20740300000000,42,74110,สมุทรสาคร,3,103/1,2566,462,ท่าเสา,บริษัท เรือนสยาม พาณิช จำกัด,12,510,จ38(2)2/64สค,บริษัท เรือนสยาม พาณิช จำกัด,1250,30
46000000,แปรรูปผลิตผลจากการเกษตร,0,กระทุ่มแบน,,,20740400000000,30,74110,สมุทรสาคร,6,"โฉนดที่ดินเลขที่ 477,13055",2566,426.5,ดอนไก่ดี,นายเกตุคง พรทวีวัฒน์,18,511,จ38(2)6/47สค,,,12
30000000,ผลิตผักและผลไม้อบแห้ง,435,กระทุ่มแบน,,,20740100000000,35,74110,สมุทรสาคร,3,20-Apr,2566,498.62,สวนหลวง,บริษัท ซีซ่า ฟูดส์ จำกัด,17,512,จ38(2)8/63สค,บริษัท ซีซ่า ฟูดส์ จำกัด,1600,18
17000000,แปรรูปผักและผลไม้ ขนมที่มีส่วนประกอบผลไม้ ถนอม ผัก ผลไม้ รวมถึง คั่ว บดกาแฟ,494,กระทุ่มแบน,,,20740500000000,7,74130,สมุทรสาคร,4,41/36,2566,299.2,อ้อมน้อย,บริษัท พรีเมียร์ พลัส โปรดักส์ จำกัด,6,513,จ38(2)6/64สค,บริษัท พรีเมียร์ พลัส โปรดักส์ จำกัด,1900,1
38000000,อบแห้ง และแช่แข็งผลไม้ทุกชนิด,10800,เมืองสมุทรสาคร,,,20740200000000,120,74000,สมุทรสาคร,4,"88/10,88/11",2566,371,บางหญ้าแพรก,บริษัท บีเอส เวิลด์ ฟู้ด จำกัด,60,514,จ38(2)2/61สค,บริษัท บีเอส เวิลด์ ฟู้ด จำกัด,24636,60
50000000,ผลิตผลไม้อบแห้ง,5669,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,10740100000000,100,74000,สมุทรสาคร,4,103,2566,2335,ท่าทราย,บริษัท เอเซีย พรีเซิร์ฟ ฟู้ด จำกัด,40,515,38(2)5/57สค,บริษัท เอเซีย พรีเซิร์ฟ ฟู้ด จำกัด,24768,60
12500000,ผลิตผลไม้อบแห้ง,2091,เมืองสมุทรสาคร,,,20740100000000,20,74000,สมุทรสาคร,10,58,2566,2409.5,บางโทรัด,บริษัท ฐิตินันท์ บี โปรดักส์ จำกัด,13,516,จ38(2)2/55สค,บริษัท ฐิตินันท์ บี โปรดักส์ จำกัด,11000,7
32000000,ผลิตผลไม้อบแห้ง,3647,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,20740000000000,205,74000,สมุทรสาคร,6,63/1,2566,341.5,บางโทรัด,บริษัท ยูนิตี้ฟูด จำกัด,155,517,จ38(2)1/62สค,บริษัท ยูนิตี้ฟูด จำกัด,7320,50
34500000,ผลิตและจำหน่ายมะพร้าวน้ำหอมปอกเปลือก,2020,เมืองสมุทรสาคร,,,20740100000000,90,74000,สมุทรสาคร,3,15/19,2566,506,บางโทรัด,บริษัท เยดู จำกัด,30,518,จ38(2)16/60สค,บริษัท เยดู จำกัด,4289,60
13500000,ผลิตผลไม้อบกรอบ ผลไม้อบแห้ง เครื่องดื่มจากพืช หรือผลไม้,2528,เมืองสมุทรสาคร,,,20740300000000,45,74000,สมุทรสาคร,2,43/9,2566,1199.75,บางกระเจ้า,บริษัท แฝดนำโชค จำกัด,15,519,จ38(2)5/60สค,บริษัท แฝดนำโชค จำกัด,10502,30
12040000,ถนอมผักและผลไม้,432,เมืองสมุทรสาคร,พันท้ายนรสิงห์,พันท้ายนรสิงห์,20740300000000,17,74000,สมุทรสาคร,2,99/20,2566,80,พันท้ายนรสิงห์,บริษัท โจลี่ แฟมิลี่ จำกัด,7,520,จ38(2)2/53สค,บริษัท โจลี่ แฟมิลี่ จำกัด,492,10
75000000,ผลิตผลไม้อบแห้งและพืช ผัก ผลไม้บรรจุกระป๋อง,14400,เมืองสมุทรสาคร,,,10740000000000,500,74000,สมุทรสาคร,4,,2566,4786,ท่าทราย,บริษัท เจริญอุตสาหกรรม จำกัด (มหาชน),120,521,38(2)2/52สค,บริษัท เจริญอุตสาหกรรม จำกัด (มหาชน),48000,380
5000000,ผลิตมะพร้าว แช่แข็งส่งออก,525,เมืองสมุทรสาคร,,,20740100000000,9,74000,สมุทรสาคร,3,15/23,2566,156.76,บางโทรัด,บริษัท หยู่ เซียน หยวน (ประเทศไทย) จำกัด,5,522,จ38(2)5/63สค,บริษัท หยู่ เซียน หยวน (ประเทศไทย) จำกัด,2398,4
45000000,"แปรรูปผลไม้ เช่น ผลไม้อบแห้ง, ลูกอมผลไม้",600,เมืองสมุทรสาคร,,,20740400000000,20,74000,สมุทรสาคร,2,โฉนดที่ดินเลขที่ 149955 และ 149956,2566,141.2,พันท้ายนรสิงห์,บริษัท มิตซูบาร์ เทคโนโลยี่ จำกัด,5,523,จ38(2)5/64สค,บริษัท มิตซูบาร์ เทคโนโลยี่ จำกัด,8857,15
51500000,ผลิตผลไม้อบแห้ง,9270,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,20740000000000,63,74000,สมุทรสาคร,6,"โฉนดที่ดินเลขที่ 144,107464,143,140003,141,140,137,56898,56900",2566,477.15,บางโทรัด,บริษัท ยูนิตี้ฟูด จำกัด,53,524,จ38(2)2/62สค,บริษัท ยูนิตี้ฟูด จำกัด,140139,10
200000000,ผลิตผลไม้อบแห้ง,7741,เมืองสมุทรสาคร,พระรามที่ 2,บางโทรัด,740300000000,798,74000,สมุทรสาคร,6,63,2566,19633,บางโทรัด,บริษัท ยูนิตี้ฟู้ด จำกัด,382,525,ศ38(2)1/35สค,บริษัท ยูนิตี้ฟู้ด จำกัด,6841,416
12930000,ทำผลไม้อบแห้ง,3520,เมืองสมุทรสาคร,เศรษฐกิจ,วัดทองธรรมิการาม,10740000000000,540,74000,สมุทรสาคร,7,49/6,2566,3316.73,ท่าทราย,บริษัท เกรทฟู๊ด (ดิไฮเดรชั่น) จำกัด,130,526,38(2)1/25สค,บริษัท เกรทฟู๊ด (ดิไฮเดรชั่น) จำกัด,15450,410
160000000,ผลิตพืช ผัก ผลไม้ หมักดองและอบแห้งทุกชนิด,8394,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,10740000000000,182,74000,สมุทรสาคร,2,53/13,2566,1430,กาหลง,บริษัท ชินวงศ์ฟู้ด จำกัด,90,527,38(2)6/57สค,บริษัท ชินวงศ์ฟู้ด จำกัด,127664,92
44354000,แปรรูปเเละปรุงรส พืช ผัก ผลไม้,3600,เมืองสมุทรสาคร,,,20740200000000,150,74000,สมุทรสาคร,5,Sep-99,2566,434,ท่าทราย,บริษัท เจริญอุตสาหกรรม จำกัด (มหาชน),35,528,จ38(2)4/66สค,บริษัท เจริญอุตสาหกรรม จำกัด (มหาชน),14728,115
20000000,ผลิตผลไม้อบแห้ง,1382,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,20740000000000,51,74000,สมุทรสาคร,6,15335 ตามโฉนด,2566,76,บางโทรัด,บริษัท ยูนิตี้ฟูด จำกัด,31,529,จ38(2)3/62สค,บริษัท ยูนิตี้ฟูด จำกัด,10888,20
90100000,ผลิต พืช ผัก ผลไม้ หมักดองและอบแห้งทุกชนิด,8451,เมืองสมุทรสาคร,ธนบุรีปากท่อ,,10740200000000,28,74000,สมุทรสาคร,2,53/12,2566,15308.64,กาหลง,บริษัท ชินวงศ์ฟู้ด จำกัด,18,530,38(2)1/45สค,บริษัท ชินวงศ์ฟู้ด จำกัด,29282,10
30000000,ผลิตผลไม้อบแห้ง,2471,เมืองสมุทรสาคร,,,20740000000000,124,74000,สมุทรสาคร,6,โฉนด 107442,2566,167,บางโทรัด,บริษัท ยูนิตี้ฟูด จำกัด,44,531,จ38(2)4/62สค,บริษัท ยูนิตี้ฟูด จำกัด,8505,80
6000000,ทำผลไม้อบแห้ง เช่น มะม่วง มะพร้าว ฝรั่ง,750,เมืองสมุทรสาคร,,,20740200000000,19,74000,สมุทรสาคร,4,103,2566,81.56,ท่าทราย,บริษัท เอเซีย พรีเซิร์ฟ ฟู้ด จำกัด,2,532,จ38(2)2/47สค,บริษัท เอเซีย พรีเซิร์ฟ ฟู้ด จำกัด,2400,17
44000000,ผลไม้แปรรูป และห้องเย็น,849,เมืองสมุทรสาคร,พันท้ายนรสิงห์,,20740100000000,47,74000,สมุทรสาคร,2,99/265,2566,92,พันท้ายนรสิงห์,บริษัท โจลี่ แฟมิลี่ จำกัด,24,533,จ38(2)1/57สค,บริษัท โจลี่ แฟมิลี่ จำกัด,1759,23
30900000,เก็บรักษาผลผลิตทางการเกษตร,66000,เมืองสมุทรสาคร,เอกชัย,บ่อดิน,20740200000000,30,74000,สมุทรสาคร,6,96/3,2566,62,บางน้ำจืด,บริษัท เพนทา อินเตอร์ เทรดดิ้ง จำกัด,10,534,จ28(2)10/64สค,บริษัท เพนทา อินเตอร์ เทรดดิ้ง จำกัด,3288,20
53000000,ถนอมผักและผลไม้,1198,เมืองสมุทรสาคร,,,20740400000000,50,74000,สมุทรสาคร,4,"26/26, 26/27",2566,484,บางน้ำจืด,บริษัท คิง เฟรช ฟาร์ม จำกัด,25,535,จ38(2)3/58สค,บริษัท คิง เฟรช ฟาร์ม จำกัด,3528,25
70000000,"ผลิตและจำหน่าย ผัก, ผลไม้, อาหาร, เครื่องปรุงรสอาหาร, อาหารสำเร็จรูป, เครื่องประกอบอาหารอื่นๆ ทุกชนิด และเครื่องดื่มชนิดแห้ง ทุกชนิด",1730,เมืองสมุทรสาคร,,,82290000000000,0,74000,สมุทรสาคร,1,30/28,2566,0,โคกขาม,บริษัท คิง ฟรีซ แอนด์ ดราย จำกัด,0,536,น.8(2)103/2564นสค.,บริษัท คิง ฟรีซ แอนด์ ดราย จำกัด,1730,0
32000000,"ประกอบกิจการ การถนอมผัก พืช หรือผลไม้ โดยวิธีกวน ตากแห้ง ดอง หรือทำให้เยือกแข็งโดยฉับพลันหรือเหือดแห้ง , การทำอาหารจากสัตว์น้ำและบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้ , การทำผลิตภัณฑ์อาหารสำเร็จรูปจากสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์ ",313,เมืองสมุทรสาคร,,,60740500000000,23,74000,สมุทรสาคร,4,48/59,2566,64,นาดี,บริษัท สเปเซียล โฟรเซ่นฟู้ดส์ จำกัด,12,537,อ28(2)18/64สค,บริษัท สเปเซียล โฟรเซ่นฟู้ดส์ จำกัด,523,11
67000000,ผลิตผัก ธัญพืช ด้วยการล้าง ปอกเปลือก แกะ ตัดแต่ง หั่น บด สับ และต้ม นึ่ง ลวก ผักชนิดต่าง ๆ ,1608,เมืองสมุทรสาคร,บ้านปลายคลองครุ,,20740100000000,101,74000,สมุทรสาคร,4,25-Jan,2566,508.7,นาดี,บริษัท เซ้าท์อีสต์เอเชี่ยนแพคเกจจิ่งแอนด์แคนนิ่ง จำกัด,21,538,จ38(2)10/60สค,บริษัท เซ้าท์อีสต์เอเชี่ยนแพคเกจจิ่งแอนด์แคนนิ่ง จำกัด,7200,80
53000000,ถนอมผักเเละผลไม้,732,เมืองสมุทรสาคร,,,20740200000000,27,74000,สมุทรสาคร,4,"โฉนดที่ดินเลขที่109067,102316",2566,484,บางน้ำจืด,บริษัท คิง เฟรช ฟาร์ม จำกัด,12,539,จ38(2)8/65สค,บริษัท คิง เฟรช ฟาร์ม จำกัด,1600,15
53000000,ถนอมผักและผลไม้,732,เมืองสมุทรสาคร,,,20740100000000,27,74000,สมุทรสาคร,4,26/26,2566,484,บางน้ำจืด,บริษัท คิง เฟรช ฟาร์ม จำกัด,12,540,จ38(2)9/59สค,บริษัท คิง เฟรช ฟาร์ม จำกัด,1600,15
