VALUE,QUARTER,SOURCE,_id,SEX,HOURS_WEEK,UNIT,REGION,YEAR
70.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,313,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
148.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,314,ชาย, 10-19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
484.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,315,ชาย, 20-29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
459.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,316,ชาย, 30-34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
894.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,317,ชาย, 35-39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
2448.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,318,ชาย, 40-49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
635.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,319,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
60.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,320,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
156.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,321,หญิง, 10-19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
508.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,322,หญิง, 20-29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
364.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,323,หญิง, 30-34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
778.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,324,หญิง, 35-39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
1959.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,325,หญิง, 40-49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
490.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,326,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
158.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,327,ชาย, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคใต้,2564
246.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,328,ชาย, 10-19 ชั่วโมง,พันคน,ภาคใต้,2564
428.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,329,ชาย, 20-29 ชั่วโมง,พันคน,ภาคใต้,2564
320.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,330,ชาย, 30-34 ชั่วโมง,พันคน,ภาคใต้,2564
328.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,331,ชาย, 35-39 ชั่วโมง,พันคน,ภาคใต้,2564
1108.8,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,332,ชาย, 40-49 ชั่วโมง,พันคน,ภาคใต้,2564
242.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,333,ชาย, 50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2564
138.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,334,หญิง, น้อยกว่า 10 ชั่วโมง,พันคน,ภาคใต้,2564
183.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,335,หญิง, 10-19 ชั่วโมง,พันคน,ภาคใต้,2564
331.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,336,หญิง, 20-29 ชั่วโมง,พันคน,ภาคใต้,2564
261.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,337,หญิง, 30-34 ชั่วโมง,พันคน,ภาคใต้,2564
272.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,338,หญิง, 35-39 ชั่วโมง,พันคน,ภาคใต้,2564
826.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,339,หญิง, 40-49 ชั่วโมง,พันคน,ภาคใต้,2564
218.6,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,340,หญิง, 50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2564
20.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,341,ชาย,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
1.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,342,ชาย,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
21.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,343,ชาย,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
101.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,344,ชาย,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
158.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,345,ชาย,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
199.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,346,ชาย,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
1859.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,347,ชาย,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
522.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,348,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2565
20.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,349,หญิง,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
0.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,350,หญิง,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
24.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,351,หญิง,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
113.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,352,หญิง,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
173.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,353,หญิง,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
242.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,354,หญิง,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
1771.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,355,หญิง,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
385.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,356,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2565
64.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,357,ชาย,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2565
30.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,358,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2565
178.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,359,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2565
564.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,360,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2565
450.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,361,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2565
650.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,362,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2565
3693.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,363,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2565
1187.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,364,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2565
40.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,365,หญิง,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2565
30.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,366,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2565
177.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,367,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2565
502.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,368,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2565
385.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,369,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2565
622.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,370,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2565
3145.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,371,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2565
1084.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,372,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2565
50.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,373,ชาย,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2565
14.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,374,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2565
101.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,375,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2565
333.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,376,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2565
330.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,377,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2565
403.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,378,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2565
1508.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,379,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2565
526.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,380,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2565
30.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,381,หญิง,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2565
16.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,382,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2565
93.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,383,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2565
320.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,384,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2565
293.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,385,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2565
384.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,386,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2565
1214.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,387,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2565
464.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,388,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2565
198.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,389,ชาย,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
27.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,390,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
119.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,391,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
524.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,392,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
340.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,393,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
794.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,394,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
2395.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,395,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
568.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,396,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
167.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,397,หญิง,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
18.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,398,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
106.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,399,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
457.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,400,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
292.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,401,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
741.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,402,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
1731.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,403,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
507.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,404,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
89.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,405,ชาย,   < 1 ชั่วโมง,พันคน,ภาคใต้,2565
33.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,406,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2565
189.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,407,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคใต้,2565
421.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,408,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคใต้,2565
358.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,409,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคใต้,2565
312.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,410,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคใต้,2565
1209.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,411,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคใต้,2565
259.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,412,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2565
68.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,413,หญิง,   < 1 ชั่วโมง,พันคน,ภาคใต้,2565
36.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,414,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2565
173.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,415,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคใต้,2565
337.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,416,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคใต้,2565
267.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,417,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคใต้,2565
314.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,418,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคใต้,2565
915.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,419,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคใต้,2565
226.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,420,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคใต้,2565
6.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,421,ชาย,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
0.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,422,ชาย,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
12.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,423,ชาย,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
61.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,424,ชาย,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
134.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,425,ชาย,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
221.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,426,ชาย,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
1910.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,427,ชาย,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
544.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,428,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2565
6.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,429,หญิง,   < 1 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
0.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,430,หญิง,   1 - 9 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
7.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,431,หญิง,   10 - 19 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
80.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,432,หญิง,   20 - 29 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
146.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,433,หญิง,   30 - 34 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
208.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,434,หญิง,   35 - 39 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
1852.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,435,หญิง,   40 - 49 ชั่วโมง,พันคน,กรุงเทพมหานคร,2565
432.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,436,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,กรุงเทพมหานคร,2565
48.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,437,ชาย,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2565
2.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,438,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2565
54.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,439,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2565
222.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,440,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2565
245.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,441,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2565
705.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,442,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2565
4217.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,443,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2565
1345.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,444,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2565
29.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,445,หญิง,   < 1 ชั่วโมง,พันคน,ภาคกลาง,2565
4.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,446,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคกลาง,2565
44.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,447,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคกลาง,2565
213.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,448,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคกลาง,2565
189.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,449,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคกลาง,2565
719.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,450,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคกลาง,2565
3573.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,451,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคกลาง,2565
1197.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,452,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคกลาง,2565
47.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,453,ชาย,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2565
8.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,454,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2565
56.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,455,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2565
258.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,456,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2565
251.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,457,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2565
399.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,458,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2565
1639.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,459,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2565
617.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,460,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2565
31.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,461,หญิง,   < 1 ชั่วโมง,พันคน,ภาคเหนือ,2565
15.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,462,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคเหนือ,2565
68.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,463,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคเหนือ,2565
255.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,464,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคเหนือ,2565
248.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,465,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคเหนือ,2565
423.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,466,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคเหนือ,2565
1272.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,467,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคเหนือ,2565
485.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,468,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคเหนือ,2565
135.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,469,ชาย,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
9.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,470,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
73.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,471,ชาย,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
458.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,472,ชาย,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
404.4,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,473,ชาย,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
809.2,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,474,ชาย,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
2531.6,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,475,ชาย,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
631.1,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,476,ชาย,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
104.8,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,477,หญิง,   < 1 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
13.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,478,หญิง,   1 - 9 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
69.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,479,หญิง,   10 - 19 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
460.9,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,480,หญิง,   20 - 29 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
332.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,481,หญิง,   30 - 34 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
807.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,482,หญิง,   35 - 39 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
1862.0,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,483,หญิง,   40 - 49 ชั่วโมง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
556.3,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,484,หญิง,   50 ชั่วโมงขึ้นไป,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
57.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,485,ชาย,   < 1 ชั่วโมง,พันคน,ภาคใต้,2565
52.7,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,486,ชาย,   1 - 9 ชั่วโมง,พันคน,ภาคใต้,2565
