_id,รายชื่อสถานประกอบการ,ปี,ระดับ
4038,บริษัท เอส.ดับบลิว.ฟู้ดเทค จำกัด,2567,1
4039,ห้างหุ้นส่วนจำกัด บูรพา พลาสติก ชลบุรี (2011),2567,1
4040,บริษัท โอเซกิ แอนด์ โรสวูด จำกัด,2567,1
4041,นายไพบูลย์ ยงชัยหิรัญ,2567,1
4042,บริษัท ศิริทิพรุ่งเรือง จำกัด,2567,1
4043,เอ็นพีซี พรีเมียม คอนกรีต,2567,1
4044,ห้างหุ้นส่วนจำกัด บุญศิริสุมิตรา รีไซเคิล,2567,1
4045,บริษัท วิต้า ลิฟวิ่ง เทคโนโลยี คอร์ปอเรชั่น จำกัด,2567,1
4046,บริษัท แมกด้า จำกัด,2567,1
4047,บริษัท ไดนามิคสปริง (ประเทศไทย) จำกัด,2567,1
4048,ศรีวิวัฒน์การช่าง,2567,1
4049,โพธิ์ไพบูลย์ค้าไม้,2567,1
4050,ห้างหุ้นส่วนจำกัด รัตนแฮนดี้วู๊ด,2567,1
4051,บริษัท จิงฮุย ออพโต อิเล็กทรอนิก (ไทยแลนด์) จำกัด,2567,1
4052,บริษัท วีแม็ก จำกัด,2567,1
4053,สุนันทา โพลิเมอร์,2567,1
4054,บริษัท ว.รณภูมิ จำกัด,2567,1
4055,บริษัท บันเทิงรุ่งเรือง จำกัด,2567,1
4056,นายวินิจ ชาญรัตน์อัสวกุล,2567,1
4057,บริษัท บี.เค.เค.คูลลิ่ง แอนด์ เอ็นจิเนียริ่ง จำกัด,2567,1
4058,บริษัท ไทย แมค พรีแคซท์ จำกัด,2567,1
4059,ห้างหุ้นส่วนจำกัด เอกมาลีถาดไข่,2567,1
4060,บริษัท พาราวู้ด ดีไซน์ อินดัสทรีส์ จำกัด,2567,1
4061,บริษัท โพเดียมโฮลดิ้ง กรุ๊ป จำกัด,2567,1
4062,บริษัท โบตั๋น รีไซเคิล จำกัด,2567,1
4063,บริษัท ไทยลาเทกซ์บอลลูน จำกัด,2567,1
4064,บริษัท ชายสี่ คอร์ปอเรชั่น จำกัด,2567,1
4065,บริษัท เวรี่ไลท์ อินดัสเตรียล จำกัด,2567,1
4066,บริษัท วังศรีรัง จำกัด,2567,1
4067,บริษัท ไทยคัฟเวอริ่ง จำกัด,2567,1
4068,บริษัท แพนอินเตอร์ฟู้ดส์ จำกัด,2567,1
4069,บริษัท แพนอินดัสเตรียลปาร์ค จำกัด,2567,1
4070,ห้างหุ้นส่วนจำกัด สมานชัยกิจรุ่งเรือง,2567,1
4071,บริษัท พี.เอส.พี.อุตสาหกรรมโลหะกิจ จำกัด,2567,1
4072,บริษัท ไอทีพี (ประเทศไทย) จำกัด,2567,1
4073,บริษัท ฟิลตา จำกัด,2567,1
4074,บ่อดินรุ่งทิวาวัลย์,2567,1
4075,บริษัท ยูเนี่ยนพลาสเทค จำกัด,2567,1
4076,ดีศรีการค้า-ช่างหนุ่มการช่าง,2567,1
4077,บริษัท พิมพ์ปกร จำกัด,2567,1
4078,นายไพบูลย์ พายัพวัฒนวงษ์,2567,1
4079,บริษัท อีซี่ โอโตโมทีฟ (ไทยแลนด์) จำกัด,2567,1
4080,บริษัท สันติ เพลทติ้ง จำกัด,2567,1
4081,นายอิทธิพัทธ์ พงค์ธนวัฒน์,2567,1
4082,บริษัท ไพน์วัสดุอุตสาหกรรม จำกัด,2567,1
4083,บริษัท รีเฟรช วอเตอร์ จำกัด,2567,1
4084,ห้างหุ้นส่วนจำกัด เกิดประสพสุข ฟาร์ม 1,2567,1
4085,บริษัท ดีเคเค พรีซิชั่น อินดัสเตรียล จำกัด,2567,1
4086,บริษัท แอล.ไอ.เอส.นาคามูระ นันวูเว่น (ประเทศไทย) จำกัด,2567,1
4087,บริษัท ทวิน คิวปิดส์ อินเตอร์เนชั่นแนล จำกัด,2567,1
4088,บริษัท พีเอ็นทีเอ็ม จำกัด,2567,1
4089,นางสาวอธิศนันท์ ภัทรกิตติเจริญ,2567,1
4090,บริษัท ยามาฮ่า อาร์ท ไชน่า (ประเทศไทย) จำกัด,2567,1
4091,อรุณชัยการช่าง,2567,1
4092,บริษัท พี.เอส.ดี.คอนกรีตโปรดักส์ จำกัด,2567,1
4093,บริษัท สุนทรธัญทรัพย์ จำกัด,2567,1
4094,บริษัท เซ็ท อินดัสตรี จำกัด,2567,1
4095,บริษัท ผลิตภัณฑ์สากลคอนกรีต จำกัด,2567,1
4096,เพชรหลักทอง,2567,1
4097,บริษัท ไพลิน โปรเจคท์ จำกัด,2567,1
4098,บริษัท อีโค้ วู้ด จำกัด,2567,1
4099,บริษัท โอเมก้า เอเชีย จำกัด,2567,1
4100,บริษัท เอชเอ็ม เพลทติ้ง จำกัด,2567,1
4101,บริษัท เจียลี่ แบ็ก (ไทยแลนด์) จำกัด,2567,1
4102,บริษัท โจหมี่ อินดัสเทรียล (ประเทศไทย) จำกัด,2567,1
4103,บริษัท ทวีวงษ์ เอ็นเตอร์ไพรส์ จำกัด,2567,1
4104,นายเดชธนา ชาญอนุวัตร,2567,1
4105,บริษัท โพวาคอร์ (ไทยแลนด์) จำกัด,2567,1
4106,บริษัท ไอซีเอ็ม เทคโนโลยี่ (ประเทศไทย) จำกัด,2567,1
4107,บริษัท ซี เอ ไก่สด จำกัด,2567,1
4108,บริษัท เหว่ยสือ นิว แมททีเรียลส์ (ประเทศไทย) จำกัด,2567,1
4109,บริษัท เท็นริว (ไทยแลนด์) จำกัด,2567,1
4110,บริษัท ซึ่งเถึยน จำกัด,2567,1
4111,บริษัท กุ้ยหรง พลาสติก โปรดัก (ไทยแลนด์) จำกัด,2567,1
4112,บริษัท ฉัตรเทพ รุ่งเรืองทรัพย์ จำกัด,2567,1
4113,บริษัท ไบโอกรีน เอนเนอร์ยี 1 จำกัด,2567,1
4114,บริษัท พนัสการช่าง จำกัด,2567,1
4115,ช. โชคชัยการช่าง,2567,1
4116,บริษัท ยูจิน เทคโน (ประเทศไทย) จำกัด,2567,1
4117,บริษัท พันทวี มารีน จำกัด,2567,1
4118,บริษัท คลิงเกอร์ (ไทยแลนด์) จำกัด,2567,1
4119,บริษัท โตโยต้าพัทยา (1998) จำกัด,2567,1
4120,บริษัท ธารา เซอร์วิส จำกัด,2567,1
4121,บ่อทรายประสาร,2567,1
4122,บริษัท เปเปอร์มิลล์ กรุ๊ป จำกัด,2567,1
4123,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,2567,1
4124,บริษัท เปเปอร์มิลล์ แอนด์ คราฟท์ จำกัด,2567,1
4125,บริษัท กาญจน บ้านกลาง คอนกรีต จำกัด,2567,1
4126,บริษัท โตโยต้าพัทยา (1998) จำกัด,2567,1
4127,บริษัท ฟู่ซิน พลาสติก จำกัด,2567,1
4128,บริษัท ชลบุรีออกซิเจน จำกัด,2567,1
4129,บริษัท ควอลิตี้ มีท โปรเซสซิ่ง จำกัด,2567,1
4130,อุตสาหกรรมผลิตไม้ปาร์เก้แท้ชลบุรี,2567,1
4131,ช.วัฒนา,2567,1
4132,บริษัท ซีท โบ๊ต จำกัด,2567,1
4133,โอฬารน้ำแข็งหลอด,2567,1
4134,บริษัท ซี เอ็ม เอช (ประเทศไทย) จำกัด,2567,1
4135,บริษัท วีแอล เน็ตเวอร์ค 1996 จำกัด,2567,1
4136,บริษัท ศรีฆเณศ อินเตอร์วู้ด จำกัด,2567,1
4137,บริษัท พี เอ็น ซี ผลิตภัณฑ์คอนกรีต จำกัด,2567,1
4138,บริษัท กนกเฟอร์นิเจอร์ แอนด์ เดคคอเรชั่น จำกัด,2567,1
4139,บริษัท ธนรัฐรพี จำกัด,2567,1
4140,ห้างหุ้นส่วนจำกัด มารีนเฟรชเชอร์,2567,1
4141,บริษัท พัทยา ธาราทิพย์ จำกัด,2567,1
4142,บริษัท กฤติกา น้ำแข็งหลอด จำกัด,2567,1
4143,โรงน้ำแข็งบางละมุง,2567,1
4144,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งบางละมุง,2567,1
4145,บริษัท เอส.ดับบลิว.ดี.อินเตอร์พลาสท์ จำกัด,2567,1
4146,บริษัท โจ เอ็นจิเนียริ่ง มารีน เซอร์วิส จำกัด,2567,1
4147,บริษัท ต้าฟง เปเปอร์ จำกัด,2567,1
4148,หน่วยผลิตคอนกรีตพัทยา,2567,1
4149,บริษัท พีพีเอ็ม เพ้นท์ติ้ง จำกัด,2567,1
4150,บริษัท บี แอล ออโทเลท จำกัด,2567,1
4151,บริษัท วู๊ดเพคเกอร์ คาร์เพนเทอรี่ จำกัด,2567,1
4152,เกียรติไทร์สโตน,2567,1
4153,วราภรณ์ค้าแป้งบางละมุง,2567,1
4154,ห้างหุ้นส่วนจำกัด ป.พิพัฒน์ การโยธา,2567,1
4155,บริษัท สยามอรุณ สตีล เวิลด์ จำกัด,2567,1
4156,กิจการประปาเกาะล้าน (สถานีผลิตน้ำประปาเกาะล้าน),2567,1
4157,บริษัท แอดวานซ์ สยามไทร์ จำกัด,2567,1
4158,บริษัท ฟอร์จูน อินเตอร์ (ไทยแลนด์) จำกัด,2567,1
4159,บริษัท พีพี เอ.เจ.(1999) จำกัด,2567,1
4160,บริษัท สรนัญ พลาสติก จำกัด,2567,1
4161,บริษัท เซจิน พรีซีชั่น จำกัด,2567,1
4162,บริษัท กิมป้อน้ำแข็งหลอด จำกัด,2567,1
4163,เฟฟฟิล แอนด์ เบิร์ช,2567,1
4164,บริษัท พี.จ.ที.(2007) จำกัด,2567,1
4165,บริษัท สตาร์พลัส ฟิลด์ เซอร์วิส จำกัด,2567,1
4166,บริษัท ซื่อหยานอุตสาหกรรม (ประเทศไทย) จำกัด,2567,1
4167,บริษัท เฉลิมชัยอุตสาหกรรม จำกัด,2567,1
4168,บริษัท สมบัติพลาสติก จำกัด,2567,1
4169,บริษัท บี.พี.คอนกรีต จำกัด,2567,1
4170,บริษัท พรปิยะคอนกรีตผสมเสร็จ จำกัด,2567,1
4171,บริษัท คริชม่า โกลฟ จำกัด,2567,1
4172,บริษัท เอ็กซ์ซิเทร่า (ประเทศไทย) จำกัด,2567,1
4173,บริษัท เอส-คอน คอนกรีต จำกัด,2567,1
4174,บริษัท เอสไอเอ็มพี ออร์โท โซลูชั่นส์ (ประเทศไทย) จำกัด,2567,1
4175,บีแลนด์ดิ้ง,2567,1
4176,บริษัท ยูดี ทรัคส์ คอร์ปอเรชั่น (ประเทศไทย) จำกัด,2567,1
4177,บริษัท แอลเคเอ็น คอมโมดิตี้ จำกัด,2567,1
4178,บริษัท ไทย โยอิ จำกัด,2567,1
4179,บริษัท ไทย เอ็มเอสเทรดดิ้ง จำกัด,2567,1
4180,ห้างหุ้นส่วนจำกัด บางละมุงคอนกรีต,2567,1
4181,บริษัท น้ำดื่มบางละมุง จำกัด,2567,1
4182,บริษัท เบทเทอร์ คอนกรีต โปรดักซ์ จำกัด,2567,1
4183,บริษัท วูรี่ อินดัสเตรียล (ไทยแลนด์) จำกัด,2567,1
4184,บริษัท ช.ธนวัฒน์ สตีล เวิร์ค (ประเทศไทย) จำกัด,2567,1
4185,บริษัท โยเน็กซ์ เทคนิไฟเบอร์ จำกัด,2567,1
4186,บริษัท วูจุง จำกัด,2567,1
4187,บริษัท พัทยา น้ำแข็งหลอด จำกัด,2567,1
4188,บริษัท กนกเฟอร์นิเจอร์ แอนด์ เดคคอเรชั่น จำกัด,2567,1
4189,บริษัท ไอเดียล ดีไซน์ แอนด์ คอนสตรัคชั่น จำกัด,2567,1
4190,บริษัท สยามโพลิเมอร์ แมนเนจเมนต์ จำกัด,2567,1
4191,บริษัท พีจี 168 รีไซเคิล จำกัด,2567,1
4192,บริษัท วารีเทพ พัทยา จำกัด,2567,1
4193,พัทยาไอซ์,2567,1
4194,บริษัท เอ แบ๊ก จำกัด,2567,1
4195,บริษัท ทีม สปอร์ต เอาท์ฟิต จำกัด,2567,1
4196,ห้างหุ้นส่วนจำกัด โรงน้ำแข็งบางละมุง,2567,1
4197,บริษัท ไอ-สติช จำกัด,2567,1
4198,บริษัท ซีนิธ เมทอล อินดัสทรี จำกัด,2567,1
4199,บริษัท พี แอนด์ เอ็น รีไซเคิลคอร์ปอเรชั่น จำกัด,2567,1
4200,บริษัท บี.พี.คอนกรีต จำกัด,2567,1
4201,บริษัท เทพพัฒนา รุ่งเรือง 59 จำกัด,2567,1
4202,บริษัท ไทยย่า พลาสติก เทรดดิ้ง จำกัด,2567,1
4203,บริษัท เอส.เค.แลนด์ แอนด์ เฮ้าส์ จำกัด,2567,1
4204,บริษัท เถ้าแก่เนี้ย จำกัด,2567,1
4205,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),2567,1
4206,บริษัท มิ แร อีเล็คทรอนิกส์ (ประเทศไทย) จำกัด,2567,1
4207,บริษัท พีเอสเอ็ม อินดัสเตรียล จำกัด,2567,1
4208,บริษัท จารุทวีสิน จำกัด,2567,1
4209,บริษัท ทีเคเจ เทค จํากัด,2567,1
4210,บริษัท เอ็กซ์1 เอสเคปแลดเดอร์ จำกัด,2567,1
4211,บริษัท จินซอง ไฮเทค จำกัด,2567,1
4212,บริษัท อีสต์ วอเตอร์ สวอน จำกัด,2567,1
4213,บริษัท ไทยยนต์ชลบุรี ผู้จำหน่ายโตโยต้า จำกัด สาขาพัทยา,2567,1
4214,บริษัท แอมโก้ 6 จำกัด,2567,1
4215,บริษัท เอสเอสเอชที จำกัด,2567,1
4216,บริษัท สุรศักดิ์ รับเบอร์ จำกัด,2567,1
4217,บริษัท ไพรม์มัส ออโต้เฮาส์ พัทยา จำกัด,2567,1
4218,บริษัท จีอาร์ซี (ไทยแลนด์) จำกัด,2567,1
4219,บริษัท ไพรม์มัส ออโต้เฮาส์ พัทยา จำกัด,2567,1
4220,บริษัท ไฮแลนด์ ฟาร์มผึ้ง จำกัด,2567,1
4221,บริษัท ทีทีเอส การาจ จำกัด,2567,1
4222,บริษัท หลินหยวน จำกัด,2567,1
4223,บริษัท นิโอ รับเบอร์ ไทย จำกัด,2567,1
4224,ห้างหุ้นส่วนจำกัด แสงไทยรีไซเคิล,2567,1
4225,บริษัท ไทยอีสเทิร์น ท้อปซีดส์ ออยล์ จำกัด,2567,1
4226,บริษัท นิว เซอร์กิต เอ็นจิเนียริ่ง จำกัด,2567,1
4227,บริษัท ซูมิรับเบอร์ ไทยอีสเทิร์น คอร์ปอเรชั่น จำกัด,2567,1
4228,บริษัท เซเรนิตี้ ชิปยาร์ด จำกัด,2567,1
4229,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),2567,1
4230,บริษัท รันเนอร์จี พีวี เทคโนโลยี (ไทยแลนด์) จำกัด,2567,1
4231,บริษัท เกษตรการยาง จำกัด,2567,1
4232,บริษัท ยู เอส บ่อทอง อินเตอร์เนชั่นแนล จำกัด,2567,1
4233,บริษัท ฮ.ภัณฑสินพัฒนาคอนกรีต จำกัด,2567,1
4234,บริษัท ซินิเท็กซ์ อินดัสตรี้ จำกัด,2567,1
4235,บริษัท ไพร์ม โพรดักส์ อินดัสตรี้ จำกัด,2567,1
4236,โรงน้ำแข็ง เค.โอ.สัตหีบ,2567,1
4237,บริษัท แพลนเน็ท เฟอร์นิเจอร์ (ไทยแลนด์) จำกัด,2567,1
4238,บริษัท ซีเลคชั่น คิทเช่น จำกัด,2567,1
4239,บริษัท ซี แอนด์ ที เมทอล โปรดักส์ จำกัด,2567,1
4240,บริษัท ซี แอนด์ ที โมดูลาร์ จำกัด,2567,1
4241,กิจการประปาบ่อวิน (สถานีสูบน้ำลำห้วยใหญ่),2567,1
4242,บริษัท ศิรกร จำกัด,2567,1
4243,บริษัท วินด์ ไรเดอร์ จำกัด,2567,1
4244,บริษัท สยามทรีดีเวลลอปเม้นต์ จำกัด,2567,1
4245,บริษัท คาเมรอน เคมิคอล (ประเทศไทย) จำกัด,2567,1
4246,บริษัท ดี.บี.ไดมอนด์ (ประเทศไทย) จำกัด,2567,1
4247,นายสำเภา จิตร์มั่น,2567,1
4248,บริษัท โกลเด้นไทม์เอ็นเตอร์ไพร์ส จำกัด,2567,1
4249,บริษัท ช.รัตนชล 1999 คอนสตรัคชั่น จำกัด,2567,1
4250,คอนกรีตผสมเสร็จสัตหีบ,2567,1
4251,บริษัท บี เอ ซี คอนกรีต จำกัด,2567,1
4252,โรงกลึงธนโชติ อนันต์การช่าง,2567,1
4253,โรงงานย่อยหินเขาวังปลา 2,2567,1
4254,โรงงานย่อยหินเขาวังปลา 1,2567,1
4255,บริษัท แอมเพิล พลาสติก จำกัด,2567,1
4256,บริษัท เดอะแกรนด์ ยูบี จำกัด,2567,1
4257,บริษัท เซิ่งไท่ บราซแวร์ (ประเทศไทย) จำกัด,2567,1
4258,บริษัท เมโทรโพลีแซ็ค จำกัด,2567,1
4259,บริษัท นิวคอนกรีต จำกัด,2567,1
4260,บริษัท มีดทอง จำกัด,2567,1
4261,บริษัท ซีบีไอ (ประเทศไทย) จำกัด,2567,1
4262,บริษัท ไทยอีสเทิร์น ไบโอ พาวเวอร์ จำกัด,2567,1
4263,บริษัท ไทยซีลีคอน แอ็คฮีชีฟเคมีคอล จำกัด,2567,1
4264,บริษัท สุขสมบูรณ์ น้ำมันปาล์ม จำกัด,2567,1
4265,โรงงานคอนกรีตผสมเสร็จหนองใหญ่,2567,1
4266,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,2567,1
4267,บริษัท หนองใหญ่คอนกรีต จำกัด,2567,1
4268,บริษัท เอวีโอ เทอร์โบเวิร์ลด เอเซีย จำกัด,2567,1
4269,ห้างหุ้นส่วนจำกัด ชลบุรี แอสฟัลท์ติกคอนกรีต,2567,1
4270,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,2567,1
4271,บริษัท เอฟ อาร์ พี โปรดักส์ จำกัด,2567,1
4272,บริษัท เวสต์ แอ็บโซลูท จำกัด,2567,1
4273,บริษัท ทองคำบรรจง จำกัด,2567,1
4274,บริษัท เตชะมา ชลบุรี จำกัด,2567,1
4275,บริษัท ชนสิทธิ์ คอนกรีต (2007) จำกัด,2567,1
4276,นางสาววันเพ็ญ จิตร์สม,2567,1
4277,บริษัท หินคม-เขาแหลม จำกัด,2567,1
4278,บริษัท ที.เอ็ม.เค.เบสท์ กรีน มิราเคิล จำกัด,2567,1
4279,บริษัท สหชัยผลิตภัณฑ์คอนกรีต จำกัด,2567,1
4280,บริษัท โบหยวน เมทัล (ประเทศไทย) จำกัด,2567,1
4281,บริษัท วิสุทธิ์ พลาสติก จำกัด,2567,1
4282,โรงน้ำแข็งแสนอุดม,2567,1
4283,บริษัท ครอปแลนด์ อุตสาหกรรม จำกัด,2567,1
4284,บริษัท แอ๊บโซลูท เพาเวอร์ เวิลด์ จำกัด,2567,1
4285,ห้างหุ้นส่วนจำกัด กระจ่างรุ่งเรือง 999,2567,1
4286,บริษัท เซิ่งไท่ บราซแวร์ (ประเทศไทย) จำกัด,2567,1
4287,บริษัท ยู.พี.เอ็น.อินดัสเทรียล เท็ค จำกัด,2567,1
4288,บริษัท แหลมทองน๊อต สกรู โลหะกิจ จำกัด,2567,1
4289,โรงงานผลิตน้ำแข็งหลอดเกาะจันทร์,2567,1
4290,บริษัท เซิ่งไท่ บราซแวร์ (ประเทศไทย) จำกัด,2567,1
4291,บริษัท ซุ่นชัย อินดัสตรี้ จำกัด,2567,1
4292,เจริญวัฒนา,2567,1
4293,บริษัท สยามทรีดีเวลลอปเม้นต์ จำกัด,2567,1
4294,นายสำเภา จิตร์มั่น,2567,1
4295,บริษัท เอฟเวอร์แฟรงค์ เทคโนโลยี จำกัด,2567,1
4296,องค์การเภสัชกรรม สาขาหนองใหญ่,2567,1
4297,บริษัท ไทย ชลเทค 009 จำกัด,2567,1
4298,บริษัท สยาม แทงค์ เทอร์มินัล จำกัด,2567,1
4299,บริษัท วัฒนไพศาลเอ็นยิเนียริ่ง จำกัด,2567,1
4300,บริษัท โชคเพิ่มพูลทรัพย์ จำกัด,2567,1
4301,บริษัท รักษาสิ่งแวดล้อมและรีไซเคิล จำกัด,2567,1
4302,บริษัท จากัวร์อินดัสตรีส์ (ประเทศไทย) จำกัด,2567,1
4303,บริษัท เอ็ม.เอช.ซี (ไทยแลนด์) จำกัด,2567,1
4304,บริษัท โซริทสึ (ไทยแลนด์) จำกัด,2567,1
4305,บริษัท ไทยอีสเทิร์น ไบโอ พาวเวอร์ จำกัด,2567,1
4306,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),2567,1
4307,บ่อทองค้าไม้,2567,1
4308,บริษัท สยามอุตสาหกรรมเทปกาว จำกัด,2567,1
4309,นางสาวนิรมล ทวีวัฒนานนท์,2567,1
4310,บริษัท อาร์ทรี จำกัด,2567,1
4311,บริษัท เค.ที.คอนสตรัคชั่น แอนด์ ซัพพลาย จำกัด,2567,1
4312,บริษัท รุ่ยหัว พัลพ์ แอนด์ เปเปอร์ จำกัด,2567,1
4313,บ่อทองรีเทรด,2567,1
4314,บริษัท ทรัพย์เจริญ สิ่งแวดล้อม จำกัด,2567,1
4315,บริษัท สมถวิล วิลเลจ จำกัด,2567,1
4316,บริษัท เอ.ดับบลิว.วู้ดเทค จำกัด,2567,1
4317,ห้างหุ้นส่วนจำกัด อุดม สุริยะ แอนด์ พาร์เลท,2567,1
4318,บริษัท เดอะโอเชี่ยนวู้ด จำกัด,2567,1
4319,บริษัท มูนสโคป จํากัด,2567,1
4320,บริษัท ยู่สูงอุตสาหกรรม จำกัด,2567,1
4321,บริษัท ไทยอีสเทิร์น อินดัสเตรียล แลนด์ จำกัด,2567,1
4322,บริษัท ไทยอีสเทิร์น ยูทิลิตี้ส์ จำกัด,2567,1
4323,บริษัท เมด๋า เทคโนโลยี แพคเกจจิ้ง (ประเทศไทย) จำกัด,2567,1
4324,บริษัท ดีลักซ์ แอนด์ เดคคอร์ จำกัด,2567,1
4325,บริษัท แปซิฟิค รับเบอร์เวิร์คส์ จำกัด,2567,1
4326,บริษัท วีเอสบี อินโนเวชั่น พลาสติก จำกัด,2567,1
4327,บริษัท แพคกิ้งเวย์ (ประเทศไทย) จำกัด,2567,1
4328,บริษัท อนันต์คอนกรีต 2019 จำกัด,2567,1
4329,บริษัท พรีซิชั่น พาวเวอร์ เซอร์วิส จำกัด,2567,1
4330,ห้างหุ้นส่วนจำกัด ศุภวัฒน์ โลหะกาญณ์,2567,1
4331,เสรีการช่าง,2567,1
4332,บริษัท คราวน์เท็กซ์ (ประเทศไทย) จำกัด,2567,1
4333,บริษัท ไคบิ แพ็ก จำกัด,2567,1
4334,ห้างหุ้นส่วนจำกัด บางเสร่ รวมเศษ,2567,1
4335,ห้างหุ้นส่วนจำกัด จิตติมาน้ำแข็งหลอด,2567,1
4336,ห้างหุ้นส่วนจำกัด ไพศาลคอนกรีต,2567,1
4337,บริษัท บ่อทอง เนเชแรลรับเบอร์เทรด จำกัด,2567,1
4338,บริษัท ไทยรับเบอร์ลาเท็คซ์กรุ๊ป จำกัด (มหาชน),2567,1
4339,บริษัท บารมี แพค จำกัด,2567,1
4340,บริษัท จีที เมทัล จำกัด,2567,1
4341,บริษัท เอส เอส การศิลาปรกฟ้า จำกัด,2567,1
4342,บริษัท เอ จิตนาเลิศ พลายวู้ด จำกัด,2567,1
4343,บริษัท ซิมสุลาลัย จำกัด,2567,1
4344,บริษัท สปริงครีก คาบิเนทรี จำกัด,2567,1
4345,บริษัท วอน ซินห์ เทคโนโลยี (ไทยแลนด์) จำกัด,2567,1
4346,บริษัท เอคโค ทูลส์ คอร์ปอเรชั่น (ประเทศไทย) จำกัด,2567,1
4347,บริษัท สุขสมบูรณ์กรีนเพาเวอร์ จำกัด,2567,1
4348,บริษัท รุ่ยจิน เมทัล (ประเทศไทย) จำกัด,2567,1
4349,บริษัท สยาม ควอทซ์ จำกัด,2567,1
4350,บริษัท โค้ดบาร์ เอนท์วีรอนเมนทอล โปรเทคชั่น อิควิปเม้นท์ (ประเทศไทย) จำกัด,2567,1
4351,บริษัท ซันฟีด จำกัด,2567,1
4352,กิจการประปาสัตหีบ (สถานีจ่ายน้ำนาจอมเทียน),2567,1
4353,บริษัท อันตน วู้ด (ประเทศไทย) จำกัด,2567,1
4354,บริษัท นิโอ รับเบอร์ อินเตอร์เทค จำกัด,2567,1
4355,บริษัท โชคดี รับเบอร์ จำกัด,2567,1
4356,บริษัท หินคม - เขาแหลม จำกัด,2567,1
4357,บริษัท สปริงครีก คาบิเนทรี จำกัด,2567,1
4358,บริษัท โรงโม่หินแกรนิตไทย จำกัด,2567,3
4359,บริษัท จีเอฟพีที นิชิเร (ประเทศไทย) จำกัด,2567,3
4360,บริษัท เอส.พี.ออโตโมทีฟ โปรดักส์ จำกัด,2567,3
4361,บริษัท ทวีกาญจน์ค้าถัง 2002 จำกัด,2567,3
4362,บริษัท กรุงไทยอาหาร จำกัด (มหาชน),2567,3
4363,บริษัท เฟิสท์ ฉื่อ จิ้น ฮั้ว จำกัด,2567,3
4364,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด,2567,3
4365,บริษัท อาหารสยาม (2513) จำกัด,2567,3
4366,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน),2567,3
4367,บริษัท เอส เอส ซี ออยล์ จำกัด,2567,3
4368,บริษัท สยามสโตน แอ๊กกริเกรท จำกัด,2567,3
4369,บริษัท จีเอฟพีที นิชิเร (ประเทศไทย) จำกัด,2567,3
4370,บริษัท ตั้งเซียะปิง โลหะกิจ จำกัด,2567,3
4371,บริษัท โคบาเทค (ประเทศไทย) จำกัด,2567,3
4372,บริษัท เอเอสเอ คอร์รูเกท คอนเทนเนอร์ จำกัด,2567,3
4373,บริษัท เอเค เมคานิคอล แอนด์ รีไซคลิง จำกัด,2567,3
4374,บริษัท ซังโก กิกิ (ประเทศไทย) จำกัด,2567,3
4375,บริษัท สมาร์ทคอนกรีต จำกัด (มหาชน),2567,3
4376,บริษัท พนัส แอสเซมบลีย์ จำกัด,2567,3
4377,บริษัท โคโทบูกิ เทค (ไทยแลนด์) จำกัด,2567,3
4378,บริษัท บีเรนเบิร์ก (ประเทศไทย) จำกัด,2567,3
4379,บริษัท สยามเคียววะ เซซาคูโซ จำกัด,2567,3
4380,บริษัท เอคเซลเลนท์ อินดัสตรี้ส์ จำกัด,2567,3
4381,บริษัท ไทย ออโต ทูลส์ (อีสเทิร์น) จำกัด,2567,3
4382,กิจการประปาสัตหีบ (สถานีสูบน้ำแรงต่ำ),2567,3
4383,กิจการประปาสัตหีบ (สถานีผลิตน้ำประปาสัตหีบ),2567,3
4384,บริษัท เชียง อี้ เทคโนโลยี กรุ๊ป จำกัด,2567,3
4385,บริษัท โฟร์ซันส์ อีสเทิร์น สตีล จำกัด,2567,3
4386,บริษัท วูจุง จำกัด,2567,3
4387,บริษัท เฮงหยวน โฮม เฟอร์นิชิง (ไทยแลนด์) จำกัด,2567,3
4388,บริษัท อีสต์ เอ็นเนอร์ยี่ เซอร์วิสเซส (ไทยแลนด์) จำกัด,2567,3
4389,บริษัท อัลไลแอนซ์ ลอนดรี้ (ประเทศไทย) จำกัด,2567,3
4390,บริษัท โอ้ ลา ลา แพคเกจจิ้ง จำกัด,2567,3
4391,บริษัท พนัส แอสเซมบลีย์ จำกัด,2567,3
4392,บริษัท สยาม แอดวานซ์ เคมีคอล จำกัด,2567,3
4393,บริษัท คิงส์ซิง ออโต้โมบายพาร์ท จำกัด,2567,3
4394,บริษัท สุขสมบูรณ์กรีนเพาเวอร์ จำกัด,2567,3
4395,บริษัท มิตซูมิ (ไทยแลนด์) จำกัด,2567,3
4396,บริษัท อีโคแมเนจเม้นท์ อินดัสเตรียล จำกัด,2567,3
4397,บริษัท อิชิ อลูมิเนียม (ประเทศไทย) จำกัด,2567,3
