_id,ปี,ชื่อโรงงาน,ชื่อเจ้าของ,ประกอบกิจการ,อำเภอ,จังหวัด
118,2565,บริษัท เอ็นริช อินดัสเตรียล (ไทย) จำกัด,บริษัท เอ็นริช อินดัสเตรียล (ไทย) จำกัด,ผลิตเฟอร์นิเจอร์จากไม้ เช่น โซฟา ฯลฯ,บ้านบึง,ชลบุรี
119,2565,บริษัท เล-ซี-บอย (ประเทศไทย) จำกัด,บริษัท เล-ซี-บอย (ประเทศไทย) จำกัด,ผลิต จัดจำหน่ายและขายเครื่อง เคหะภัณฑ์ เครื่องเรือน เฟอร์นิเจอร์ รวมทั้งอะไหล่และอุปกรณ์ของสินค้าดังกล่าว และเครื่องตกแต่งภายในอาคารทำจากไม้และหนัง,บ้านบึง,ชลบุรี
120,2565,บริษัท ชโลธร ยูนี้ค วู้ด จำกัด,บริษัท ชโลธร ยูนี้ค วู้ด จำกัด,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ ทำวงกบ บานประตู หน้าต่าง,บ้านบึง,ชลบุรี
121,2565,บริษัท แพนอินดัสเตรียลปาร์ค จำกัด,บริษัท แพนอินดัสเตรียลปาร์ค จำกัด,แปรรูปไม้ ไส-ซอยไม้ ทำปาก์เกต โมเสก ไม้หน้าโต๊ะ ไม้พืน ชิ้น ส่วนเครื่องเรือนเครื่องใช้ เครื่องเรือน เครื่องใช้   ,พนัสนิคม,ชลบุรี
122,2565,บริษัท โชคโชกุล จำกัด,บริษัท โชคโชกุล จำกัด,ผลิตชิ้นส่วนและอุปกรณ์เฟอร์นิเจอร์จากไม้ยางพารา (ไม้แปรรูป) และไม้อัด,พนัสนิคม,ชลบุรี
123,2565,บริษัท โอเซกิ แอนด์ โรสวูด จำกัด,บริษัท โอเซกิ แอนด์ โรสวูด จำกัด,ผลิตโคมกระดาษ,พนัสนิคม,ชลบุรี
124,2565,ก.เหลากลม,ก.เหลากลม,ผลิตเฟอร์นิเจอร์ เช่น ราวตากผ้า และชิ้นส่วน,พนัสนิคม,ชลบุรี
125,2565,บริษัท มิตสึคูระ ไทย จำกัด,บริษัท มิตสึคูระ ไทย จำกัด,ผลิตเครื่องเรือนจากไม้ เข่นตู้เสื้อผ้า,พนัสนิคม,ชลบุรี
126,2565,บริษัท พาราวู้ด ดีไซน์ อินดัสทรีส์ จำกัด,บริษัท พาราวู้ด ดีไซน์ อินดัสทรีส์ จำกัด,ผลิตเฟอร์นิเจอร์ เครื่องเรือน จากไม้ยางพารา,พนัสนิคม,ชลบุรี
127,2565,ห้างหุ้นส่วนจำกัด สมชาย โฮม เฟอร์นิเจอร์,ห้างหุ้นส่วนจำกัด สมชาย โฮม เฟอร์นิเจอร์,ทำเฟอร์นิเจอร์จากไม้ เช่น ตู้ เตียง ฯลฯ,พนัสนิคม,ชลบุรี
128,2565,บริษัท โชติลาภ พาราวู้ด อินเตอร์เวิลด์ จำกัด,บริษัท โชติลาภ พาราวู้ด อินเตอร์เวิลด์ จำกัด,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,พนัสนิคม,ชลบุรี
129,2565,บริษัท โปรมาร์เก็ตติ้ง โฮมแอนด์เดคอร์ จำกัด,บริษัท โปรมาร์เก็ตติ้ง โฮมแอนด์เดคอร์ จำกัด,ผลิตเครื่องเรือน จากไม้ยางพารา,พนัสนิคม,ชลบุรี
130,2565,บริษัท หยงยู่ วู้ด อินดัสทรี จำกัด,บริษัท หยงยู่ วู้ด อินดัสทรี จำกัด,ทำเครื่องใช้ในบ้านเรือน และเครื่องเรือนจากไม้,พนัสนิคม,ชลบุรี
131,2565,นายสายชล แก่นสิงห์,นายสายชล แก่นสิงห์,รับจ้างกลึงไม้ แกะสลักชิ้นงาน เช่น ชิ้นส่วนเครื่องเรือน,พนัสนิคม,ชลบุรี
132,2565,บริษัท แสงหิรัญ วู้ด โปรดักส์ จำกัด,บริษัท แสงหิรัญ วู้ด โปรดักส์ จำกัด,ผลิตเฟอร์นิเจอร์และชิ้นส่วนจากไม้อัด ไม้ยางพารา และไม้นำเข้าจากต่างประเทศ,พนัสนิคม,ชลบุรี
133,2565,บริษัท โพเดียมโฮลดิ้ง กรุ๊ป จำกัด,บริษัท โพเดียมโฮลดิ้ง กรุ๊ป จำกัด,ทำเครื่องเรือนและเครื่องตกแต่งภายในอาคารจากไม้ยางพารา,พนัสนิคม,ชลบุรี
134,2565,บริษัท โอเซกิ แอนด์ โรสวูด จำกัด,บริษัท โอเซกิ แอนด์ โรสวูด จำกัด,ทำเครื่องเรือนหรือเครื่องตกแต่งภายในอาคารและขาตั้งโคมกระดาษ จากไม้ยางพาราแปรรูป \,พนัสนิคม,ชลบุรี
