_id,ปี,อำเภอ,รายการสถิติ,ตำบล,ประกอบกิจการ,คนงานรวม,จังหวัด,เงินทุนรวม,ชื่อโรงงาน
1356,2564,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,แกะสลักไม้ เครื่องเรือน เครื่องตกแต่งภายในอาคารจากไม้,3,เชียงใหม่,2800000,ไม้ขัดทอง
1357,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าป้อง,ทำกรอบรูปจากไม้,3505000,เชียงใหม่,0,บริษัท เอส เค บี สยามโปรดัก จำกัด
1358,2564,หางดง,รายชื่อสถานประกอบการ,บ้านแหวน,ทำเฟอร์นิเจอร์จากไม้ ไม้ไผ่ หวาย และผักตบชวา,80,เชียงใหม่,3700000,นางวาสนา แก้วสีขาว
1359,2564,หางดง,รายชื่อสถานประกอบการ,หนองควาย,ทำเครื่องเรือน และเฟอร์นิเจอร์จากไม้ แกะสลักไม้,100,เชียงใหม่,11000000,นางสาวปิยพร เปรมนิรันดร
1360,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์ไม้,500000,เชียงใหม่,0,นรินทร์ อิ่นแก้ว
1361,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตและจำหน่ายสินค้าตบแต่งบ้าน โคมไฟ และผลิตภัณฑ์จากไม้อื่นๆ,35,เชียงใหม่,2000000,บริษัท สุนา ลิฟวิ่ง จำกัด
1362,2564,แม่ริม,รายชื่อสถานประกอบการ,เหมืองแก้ว,ผลิตเครื่องเรือน เครื่องตบแต่งภายในอาคารจากไม้,5000000,เชียงใหม่,0,บริษัท เอพลัสเฟอร์นิเจอร์ จำกัด
1363,2564,หางดง,รายชื่อสถานประกอบการ,หนองแก๋ว,"ทำเครื่องเรือน,เครื่องใช้จากไม้,ตบแต่งสีไม้แกะสลัก",6000000,เชียงใหม่,0,บริษัท เชียงใหม่ พิพัฒน์คราฟวิ่ง จำกัด
1364,2564,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,ทำเครื่องเรือนจากไม้ หรือเครื่องตบแต่งในอาคารจากไม้,1500000,เชียงใหม่,0,บริษัท รีแลกซ์คอมฟอร์ท จำกัด
1365,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าแดด,ทำเครื่องเรือนและเครื่องตบแต่งภายในอาคารจากไม้,17500000,เชียงใหม่,0,บริษัท วรวุฒิเฟอร์นิเจอร์ แอนด์ เดคคอร์ จำกัด
1366,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์และของตกแต่งบ้าน,300000,เชียงใหม่,0,โรงงานผลิตเฟอร์นิเจอร์ไม้
1367,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์,200000,เชียงใหม่,0,สมบูรณ์-มาลี แอนติค
1368,2564,หางดง,รายชื่อสถานประกอบการ,หนองแก๋ว,ผลิตเฟอร์นิเจอร์,2000000,เชียงใหม่,0,บริษัท จีซีคอลเลคชั่น จำกัด
1369,2564,สันกำแพง,รายชื่อสถานประกอบการ,ออนใต้,ผลิตเฟอร์นิเจอร์,1000000,เชียงใหม่,0,บริษัท อาร์.จี.อัส วู้ด จำกัด
1370,2564,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเครื่องเรือนและเครื่องใช้จากไม้,20,เชียงใหม่,1550000,สหกรณ์หัตถกรรมเมืองเชียงใหม่ จำกัด
1371,2564,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,"ทำเฟอร์นิเจอร์ไม้,เครื่องเรือนจากไม้,ไม้พื้นปาร์เก้,โมเสค",2000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เชียงใหม่ ทีค วีเนียร์
1372,2564,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเฟอร์นิเจอร์ไม้ ผลิตภัณฑ์จากไม้ และออกแบบตกแต่งจากไม้,8,เชียงใหม่,936000,บริษัท 09 ดีไซน์ เฟอร์นิเจอร์ จำกัด
1373,2564,สันกำแพง,รายชื่อสถานประกอบการ,สันกลาง,ทำเครื่องเรือนเครื่องใช้จากไม้,2034728,เชียงใหม่,0,บริษัท บี.ซี. อาร์ท จำกัด
1374,2564,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเครื่องเรือน เครื่องใช้ในบ้านเรือน ปาร์เก้ โมเสค ของที่ระลึกโดยใช้ไม้แปรรูป,2000000,เชียงใหม่,0,มัลลิกาเฟอร์นิเจอร์
1375,2564,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำเครื่องเรือนเครื่องใช้จากไม้,2000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด มัลลิกา แกะสลัก
1376,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ทำเครื่องเรือนและของตกแต่งบ้านจากไม้,2000000,เชียงใหม่,0,นายณัฐพล โปธาตน
1377,2564,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,ทำเครื่องเรือนจากไม้ เช่น โต๊ะ ตู้ เตียง เก้าอี้ ฯลฯ,1000000,เชียงใหม่,0,บริษัท อะเมซิ่ง เนเชอร์ วู๊ดส์ จำกัด
1378,2564,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,ประดิษฐ์ ผลิต ซ่อมแซม เครื่องเรือน เครื่องใช้ เครื่องตกแต่างภายนอก ภายในอาคารทุกชนิดจากไม้,40,เชียงใหม่,6000000,บริษัท มูเทียร่า จำกัด
1379,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ทำเฟอร์นิเจอร์ ผลิตภัณฑ์จากไม้และออกแบบตกแต่งภายใน,30,เชียงใหม่,2000000,บริษัท ปานา คอลเลคชั่น จำกัด
1380,2564,สันกำแพง,รายชื่อสถานประกอบการ,บวกค้าง,ผลิตเฟอร์นิเจอร์และผลิตภัณฑ์จากไม้,4,เชียงใหม่,500000,สินีนาฎเฟอร์นิเจอร์
1381,2564,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,ทำเครื่องเรือน เครื่องตบแต่งภายในอาคาร เครื่องเล่นจากไม้,3000000,เชียงใหม่,0,บริษัท คิดตี้ทอยส์อินเตอร์เนชั่นแนล จำกัด
1382,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตเฟอร์นิเจอร์จากไม้,19,เชียงใหม่,11800000,จิราภรณ์เฟอร์นิเจอร์
1383,2564,แม่ออน,รายชื่อสถานประกอบการ,ออนกลาง,ทำเครื่องเรือน เฟอร์นิเจอร์ตกแต่งภายในอาคาร จากไม้,2000000,เชียงใหม่,0,บริษัท โค-ลาโบ วูด สตูดิโอ จำกัด
1384,2564,สันกำแพง,รายชื่อสถานประกอบการ,ร้องวัวแดง,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ ทำวงกบ ขอบประตู ขอบหน้าต่าง ส่วนประกอบที่ทำด้วยไม้ของอาคาร ภาชนะบรรจุ เครื่องมือ หรือเครื่องใช้จากไม้ และทำกรอบรูปหรือกรอบกระจกจากไม้,29,เชียงใหม่,5450000,ส.สันกำแพง
1385,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ตลาดขวัญ,ทำเครื่องเรือนหรือเครื่องตบแต่งจากไม้ๆ,150000,เชียงใหม่,0,นายสาคร ไชยคำวัง
1386,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,"ผลิตจัดจำหน่ายเครื่องเรือนเฟอร์นิเจอร์ ,หัตถกรรม ใช้ในครัวเรือน ที่ผลิตจากไม้",1000000,เชียงใหม่,0,บริษัท สวิส ไทย วอเตอร์ โซลูชั่น จำกัด
1387,2564,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,ทำเครื่องเรือนและของตบแต่งจากไม้,1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ดิ ออเรียลทอล ลานนา
1388,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าลาน,ทำเครื่องเรือน หรือเครื่องตบแต่งจากไม้ เช่นโต๊ะหมู่บูชา,1000000,เชียงใหม่,0,ณฐมนสังฆภัณฑ์
1389,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าป้อง,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,1500000,เชียงใหม่,0,บริษัท นภัสนันท์การค้าไม้ จำกัด
1390,2564,แม่แตง,รายชื่อสถานประกอบการ,สบเปิง,ทำวงกบ ประตู หน้าต่าง และเครื่องเรื่อนจากไม้,20,เชียงใหม่,6500000,นายอรรถศาสตร์ พงษ์พานิชย์
1391,2564,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,ผลิตกระดาษสา,3000000,เชียงใหม่,0,ซี.เอส.พี เชียงใหม่กระดาษสา
1392,2564,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ฆ่าสัตว์และชำแหละเนื้อสัตว์,2500000,เชียงใหม่,0,บริษัท จิตรุ่งเรืองกรุ๊ป จำกัด
1393,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างเผือก,โรงฆ่าสัตว์และแปรรูปเนื้อสัตว์เพื่อการทดลอง,500000,เชียงใหม่,0,กรมปศุสัตว์
1394,2564,สันป่าตอง,รายชื่อสถานประกอบการ,มะขามหลวง,ฆ่าและชำแหละไก่,5000000,เชียงใหม่,0,บริษัท ฟาร์ม 9 ไก่ฟู้ดส์ จำกัด
1395,2564,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,โรงฆ่าสุกรและแปรรูปผลิตภัณฑ์สุกร,50,เชียงใหม่,35000000,โรงงานแปรรูปสุกรแม่โจ้
1396,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หายยา,โรงฆ่าและชำแหละสัตว์ปีก,900000,เชียงใหม่,0,ไก่สดนันทา
1397,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ฆ่าสัตว์(สุกร),30,เชียงใหม่,30000000,บริษัท ชัยพัฒนา ฟาร์ม จำกัด
1398,2564,ไชยปราการ,รายชื่อสถานประกอบการ,หนองบัว,ฆ่าและชำแหละสุกร,150000,เชียงใหม่,0,โรงฆ่าสัตว์(สุกร)
1399,2564,สันทราย,รายชื่อสถานประกอบการ,หนองแหย่ง,ฆ่าและชำแหละไก่,5000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ป.พุฒ ไก่สด
1400,2564,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,ทำผลิตภัณฑ์อาหารจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารสกัดจากไขสัตว์หรือกระดูกสัตว์,6,เชียงใหม่,17500000,บริษัท ไตรเทค 2005 (ประเทศไทย) จำกัด
1401,2564,แม่ริม,รายชื่อสถานประกอบการ,สันโป่ง,ทำลูกชิ้นเนื้อ และหมู,4,เชียงใหม่,850000,ลูกชิ้นบุญเสริม
1402,2564,สารภี,รายชื่อสถานประกอบการ,ชมภู,เกี่ยวกับผลิตภัณฑ์จากผึ้ง และน้ำผึ้ง เช่น เครื่องดื่ม น้ำส้มสายชูหมักจากน้ำผึ้ง สบู่น้ำผึ้ง สบู่นมน้ำผึ้ง สบู่พรอพอลิส และอื่นๆ และสบู่ แชมพู หรือผลิตภัณฑ์สำหรับชะล้างหรือขัดถู เครื่องสำอาง หรือสิ่งปรุงแต่งร่างกาย ,11,เชียงใหม่,58250000,บริษัท เชียงใหม่ เฮลตี้ โปรดักส์ จำกัด
1403,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ป่าแดด,"ทำลูกชิ้นเนื้อ,หมู",500000,เชียงใหม่,0,ลูกชิ้นมีชัย
1404,2564,แม่ริม,รายชื่อสถานประกอบการ,สันโป่ง,ผลิตลูกชิ้นเนื้อ หมู และไก่,200000,เชียงใหม่,0,ลูกชิ้นวัญนา
1405,2564,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,ทำลูกชิ้นและหมูยอ,200000,เชียงใหม่,0,โรงงานพรสวรรค์
1406,2564,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,ทำกุนเชียง หมูหยอง,1500000,เชียงใหม่,0,บริษัท จิง จิง เฮียงเชียงใหม่ จำกัด
1407,2564,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,แปรรูปผลิตภัณฑ์จากผึ้ง,1000000,เชียงใหม่,0,บริษัท ฟาร์มผึ้งพัฒนกิจ จำกัด
1408,2564,สันกำแพง,รายชื่อสถานประกอบการ,ต้นเปา,แปรรูปผลิตภัณฑ์อาหารจากเนื้อสัตว์,1000000,เชียงใหม่,0,ลูกชิ้นพรสวรรค์
1409,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ผลิตผลิตภัณฑ์จากผึ้ง เช่น น้ำผึ้ง ไขผึ้ง เกสรผึ้ง นมผึ้ง,10,เชียงใหม่,12000000,บริษัท ฮันนี่ โพลีพลัส จำกัด
1410,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ท่าศาลา,ผลิตอาหารจากเนื้อสัตว์ เช่น ไส้กรอก แฮม เบอร์เกอร์ ปาเต้,6,เชียงใหม่,8500000,บริษัท จีบุส ฟู้ดส์ โปรดักส์ จำกัด
1411,2564,สันป่าตอง,รายชื่อสถานประกอบการ,สันกลาง,ชำแหละ ตัดแต่ง ชิ้นส่วนสุกรและแปรรูปเนื้อสัตว์,77,เชียงใหม่,90000000,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน)
1412,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,แปรรูปรังนกนางแอ่น,5000000,เชียงใหม่,0,บริษัท กู๊ดฟอร์จูนเอเชีย จำกัด
1413,2564,สันกำแพง,รายชื่อสถานประกอบการ,ห้วยทราย,แปรรูปผลิตภัณฑ์จากไข่ และคัดบรรจุไข่,11,เชียงใหม่,206500000,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน)
1414,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองหอย,อัดเศษกระดาษ,200000,เชียงใหม่,0,ส.วิวัฒน์พานิช
1415,2564,สารภี,รายชื่อสถานประกอบการ,สารภี,อัดเศษกระดาษเก่า,2000000,เชียงใหม่,0,โรงอัดเศษกระดาษสารภี
1416,2564,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ทำผลิตภัณฑ์จากกระดาษสา,5499803,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เชียงใหม่อินเตอร์เนชั่นแนล เดค
1417,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ศรีภูมิ,พิมพ์สิ่งพิมพ์ต่าง ๆ,500000,เชียงใหม่,0,บริษัท โชตนาพริ้นท์ จำกัด
1418,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,ช้างคลาน,พิมพ์สิ่งพิมพ์ต่างๆ,0,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด สยามรัตน
1419,2564,สันกำแพง,รายชื่อสถานประกอบการ,ร้องวัวแดง,ผลิตปุ๋ยเคมี,750000,เชียงใหม่,0,มหาลาภ
1420,2564,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,ผลิตปุ๋ยอินทรีย์ (ปุ๋ยหมัก) และปุ๋ยอินทรีย์เคมี,500000,เชียงใหม่,0,บริษัท เชียงใหม่ฮิวโมสท์ จำกัด
1421,2564,แม่แตง,รายชื่อสถานประกอบการ,แม่หอพระ,ผลิตปุ๋ยอินทรีย์,7500000,เชียงใหม่,0,บริษัท เนเจอรอล อะกรีคัลเจอร์ จำกัด
1422,2564,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,ผลิตปุ๋ยอินทรีย์-ชีวภาพ,8815000,เชียงใหม่,0,บริษัท มอนทรีโอ้ ค๊อฟฟี่ จำกัด
1423,2564,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,เกี่ยวกับการผลิตวัตถุที่รับรองไว้ในตำรายาที่รัฐมนตรีว่าการกระทรวงสาธารณสุขประกาศและการผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรคหรือความเจ็บป่วยของมนุษย์หรือสัตว์,13,เชียงใหม่,66000000,บริษัท ดีท็อกซ์ (ประเทศไทย) จำกัด
1424,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,เชิงดอย,ผลิตยารักษาโรคแผนปัจจุบัน เช่น ยาเม็ด ยารูปแบบของเหลว ยาครีม ยาเหน็บ ที่มีสารสกัดจากกัญชง เป็นต้น,33,เชียงใหม่,354575000,บริษัท ซาลัส ไบโอซูติคอล (ประเทศไทย) จำกัด
1425,2564,เชียงดาว,รายชื่อสถานประกอบการ,แม่นะ,การสกัดสมุนไพรทำเครื่องสำอาง ยาสมุนไพร และอาหารเสริม,30,เชียงใหม่,32000000,บริษัท ซีเอ็มซี แอสโซซิเอทส์ จำกัด
1426,2564,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,โรงงานประกอบกิจการเกี่ยวกับ ยา การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษาหรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,21,เชียงใหม่,8500000,บริษัท ดีท็อกซ์(ประเทศไทย) จำกัด
1427,2564,สารภี,รายชื่อสถานประกอบการ,ป่าบง,การผลิตน้ำยาทำความสะอาด,40000000,เชียงใหม่,0,บริษัท เค.ซี.ซี.พี. 2011 กรุ๊ป จำกัด
1428,2564,หางดง,รายชื่อสถานประกอบการ,หารแก้ว,ผลิตสบู่และเครื่องสำอางค์ สมุนไพร,5000000,เชียงใหม่,0,บริษัท เฮิร์บ เบสิคส์ จำกัด
1429,2564,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,ผลิต-จำหน่าย เครื่องสำอาง อาหารเสริม สารสกัด,5,เชียงใหม่,31954217.27,บริษัท เอส.ที.ดี เมติกส์ จำกัด
1430,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ป่าป้อง,ผลิตพาราฟินแวกซ์,13,เชียงใหม่,13500000,บริษัท อุนนดา จำกัด
1431,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,ตลาดใหญ่,ผลิตถ่านกัมมันต (ACTIVATED CARBON) และเครื่องกรองน้ำ,7,เชียงใหม่,2100000,พี เอ คาร์บอน
1432,2564,หางดง,รายชื่อสถานประกอบการ,สันผักหวาน,ผลิตเทียนหอม,90,เชียงใหม่,20050000,บริษัท ที.ที.ที.แคนเดิล จำกัด
1433,2564,สันป่าตอง,รายชื่อสถานประกอบการ,บ้านกลาง,ทำเทียนหอมและเทียนไข,1000000,เชียงใหม่,0,บริษัท ดาเลี่ยน ทาเล้น โฮม เดคอร์(ไทย) จำกัด
1434,2564,สารภี,รายชื่อสถานประกอบการ,ท่าวังตาล,ทำผลิตภัณฑ์นม,1000000,เชียงใหม่,0,บริษัท เชียงใหม่ เฟรชมิลค์ จำกัด
1435,2564,สารภี,รายชื่อสถานประกอบการ,ชมภู,ผลิตนมพลาสเจอร์ไรส์ และ ยู.เอช.ที,0,เชียงใหม่,0,บริษัท โกลด์มิลค์ จำกัด
1436,2564,ฝาง,รายชื่อสถานประกอบการ,แม่สูน,ผลิตแอสฟัลท์ติกคอนกรีต,500000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ปราการวิศวะก่อสร้าง
1437,2564,ดอยเต่า,รายชื่อสถานประกอบการ,บงตัน,ผลิตแอสฟัลท์ติกคอนกรีต,10000000,เชียงใหม่,0,บริษัท อัครโยธิน จำกัด
1438,2564,สันป่าตอง,รายชื่อสถานประกอบการ,มะขุนหวาน,ผลิตแอสฟัลท์ติกคอนกรีต,3000000,เชียงใหม่,0,บริษัท เชียงใหม่ 49 คอนสตรัคชั่น จำกัด
1439,2564,ฝาง,รายชื่อสถานประกอบการ,เวียง,ผลิตแอสฟัลท์ติกคอนกรีต,5000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ขนุนแดงคอนสตรัคชั่น
1440,2564,หางดง,รายชื่อสถานประกอบการ,น้ำแพร่,ผลิตแอสฟัลส์ติกคอนกรีต,10000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เชียงใหม่ศรีอัมภาการก่อสร้าง
1441,2564,ฮอด,รายชื่อสถานประกอบการ,ฮอด,ผลิตแอสฟัลท์ติกคอนกรีต,6,เชียงใหม่,89048450,บริษัท สุขุมการโยธา จำกัด
1442,2564,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,ผลิตแอสฟัลท์ติกคอนกรีต,10000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ธนะชัย แอสโซซิเอท
1443,2564,แม่วาง,รายชื่อสถานประกอบการ,บ้านกาด,ผลิตแอสฟัลติกคอนกรีต,3,เชียงใหม่,30350000,ห้างหุ้นส่วนจำกัด ธัญญลักษณ์เอ็นจิเนียริ่ง
1444,2564,อมก๋อย,รายชื่อสถานประกอบการ,ยางเปียง,ผลิตแอสฟัลส์ติคคอนกรีต,10000000,เชียงใหม่,0,บริษัท อัครโยธิน จำกัด
1445,2564,สารภี,รายชื่อสถานประกอบการ,ยางเนิ้ง,ทำคอนกรีตแอสฟัลต์,15,เชียงใหม่,21000000,บริษัท เชียงใหม่สหวิศวโยธาการ จำกัด
1446,2564,สันกำแพง,รายชื่อสถานประกอบการ,บวกค้าง,โรงงานยางแอสฟัลท์ติกคอนกรีตผสมเสร็จ,10000000,เชียงใหม่,0,บริษัท เชียงใหม่ เอส.พี คอนสตรัคชั่น จำกัด
1447,2564,สันกำแพง,รายชื่อสถานประกอบการ,ร้องวัวแดง,ผลิตแอสฟัลต์ติกคอนกรีต,200000,เชียงใหม่,0,บริษัท กาญจนาธุรกิจก่อสร้าง จำกัด
1448,2564,ฮอด,รายชื่อสถานประกอบการ,บ้านตาล,ผลิตแอสฟัลท์ติกคอนกรีต,10000000,เชียงใหม่,0,บริษัท บลูแลนด์ เอ็นจิเนียริ่ง จำกัด
1449,2564,แม่แตง,รายชื่อสถานประกอบการ,อินทขิล,โรงงานผลิตแอสฟัลท์ติกคอนกรีต,1000000,เชียงใหม่,0,บริษัท เชียงใหม่ศรีสุนทร จำกัด
1450,2564,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,ผลิตแอสฟัลท์ติกคอนกรีต,5000000,เชียงใหม่,0,บริษัท ภาคเหนือวัสดุ จำกัด
1451,2564,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,ผลิตแอสฟัสท์ติกคอนกรีต,16,เชียงใหม่,30660000,ห้างหุ้นส่วนจำกัด ธนาทรัพย์การโยธา
1452,2564,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,ผลิตแอสฟัลท์ติกคอนกรีต,2000000,เชียงใหม่,0,บริษัท ทีแพค แอสฟัลท์ติก แอนด์ คอนกรีต จำกัด
1453,2564,ไชยปราการ,รายชื่อสถานประกอบการ,ศรีดงเย็น,ผลิตแอสฟัลต์ติกคอนกรีต,1000000,เชียงใหม่,0,บริษัท เชียงใหม่ สหศิลา จำกัด
1454,2564,ดอยหล่อ,รายชื่อสถานประกอบการ,ดอยหล่อ,ผลิตแอสฟัลติกคอนกรีต,1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด ลำธาร คอนสตรัคชั่น
1455,2564,ดอยเต่า,รายชื่อสถานประกอบการ,บ้านแอ่น,ผลิตแอสฟัลท์ติกคอนกรีต,10000000,เชียงใหม่,0,บริษัท ภาคเหนือวัสดุ จำกัด
1456,2564,แม่ริม,รายชื่อสถานประกอบการ,ขี้เหล็ก,ผลิตแอสฟิลท์ติกคอนกรีต,3000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด เอ.เอ็น.วี. สำรวจและรังวัด
1457,2564,ดอยเต่า,รายชื่อสถานประกอบการ,บ้านแอ่น,ผลิตแอสฟัลท์ติกคอนกรีต,10000000,เชียงใหม่,0,บริษัท ภาคเหนือวัสดุ จำกัด
1458,2564,ดอยเต่า,รายชื่อสถานประกอบการ,บ้านแอ่น,ผลิตแอสฟัลท์ติกคอนกรีต,7,เชียงใหม่,38000000,บริษัท อีเกิ้ล อิมพอร์ต แอนด์ เอ็กซ์พอร์ต อินเตอร์เนชั่นแนล จำกัด
1459,2564,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,แม่เหียะ,ผลิตซีนกันน้ำมัน,300000,เชียงใหม่,0,บริษัท อิเทอร์นัล เอ็นเตอร์ไพรส์ จำกัด
1460,2564,แม่วาง,รายชื่อสถานประกอบการ,ดอนเปา,บดย่อยยางรถยนต์,100000,เชียงใหม่,0,บริษัท คอนติเนนตัล แพลทฟอร์ม (ไทยแลนด์) จำกัด
1461,2564,สันป่าตอง,รายชื่อสถานประกอบการ,ยุหว่า,ผลิตฟองน้ำ ตัดฟองน้ำ ทำชิ้นส่วนเครื่องเรือน,2000000,เชียงใหม่,0,บริษัท เคียงดอย โปรดักส์ จำกัด
1462,2564,สันทราย,รายชื่อสถานประกอบการ,หนองหาร,ผลิตอุปกรณ์ผ้าม่าน,2000000,เชียงใหม่,0,อี.พี.เดคคอร์ (ประเทศไทย)
1463,2564,ดอยสะเก็ด,รายชื่อสถานประกอบการ,สง่าบ้าน,"ทำผลิตภัณฑ์พลาสติก เช่น ขวด,แก้วน้ำ",1000000,เชียงใหม่,0,พลาสติกเก้ายอด
1464,2564,สันทราย,รายชื่อสถานประกอบการ,ป่าไผ่,ทำถุงพลาสติก,2100000,เชียงใหม่,0,ยิ้มเจริญพลาสติก
1465,2564,สารภี,รายชื่อสถานประกอบการ,ดอนแก้ว,ผลิตถุงพลาสติก,15,เชียงใหม่,4500000,ห้างหุ้นส่วนจำกัด บุญตาอุตสาหกรรมพลาสติก
1466,2564,สารภี,รายชื่อสถานประกอบการ,สารภี,ผลิตผลิตภัณฑ์พลาสติก,4000000,เชียงใหม่,0,บริษัท รวมเเพคส์ พลาสติก จำกัด
1467,2564,สันกำแพง,รายชื่อสถานประกอบการ,แช่ช้าง,ผลิตถังน้ำและถังบำบัดน้ำเสีย,2000000,เชียงใหม่,0,บริษัท เจริญมิตรเชียงใหม่ จำกัด
1468,2564,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,ผลิตกระสอบสานพลาสติก,4000000,เชียงใหม่,0,ล้านนาโพลีแซค
1469,2564,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,ผลิตกระสอบสานพลาสติก,4000000,เชียงใหม่,0,บริษัท เดอ คอนสตรัคชั่น จำกัด
1470,2564,สันกำแพง,รายชื่อสถานประกอบการ,สันกำแพง,ทำพลาสติกเม็ดและทำถุงพลาสติก,18,เชียงใหม่,3700000,นิศารัตน์ พลาสติก
1471,2564,หางดง,รายชื่อสถานประกอบการ,ขุนคง,ผลิตภาชนะเครื่องใช้และผลิตภัณฑ์ที่เกี่ยวกับพลาสติกทุกชนิด,1000000,เชียงใหม่,0,บริษัท จิ้น ลี่ จำกัด
1472,2564,แม่ริม,รายชื่อสถานประกอบการ,ห้วยทราย,ทำพลาสติกเป็นเม็ด และเป็นชิ้น,1000000,เชียงใหม่,0,ห้างหุ้นส่วนจำกัด อโนทัยพลาสติก
1473,2564,สันกำแพง,รายชื่อสถานประกอบการ,บวกค้าง,การล้าง บด หรือย่อยพลาสติก,4000000,เชียงใหม่,0,พรพรรณพานิช
