VALUE,QUARTER,SOURCE,_id,SEX,INDUSTRY,UNIT,REGION,YEAR
63.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1068,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2567
47.85,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1069,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2567
57.56,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1070,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2567
168.49,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1071,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2567
285.69,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1072,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2567
92.58,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1073,ชาย, การศึกษา,พันคน,ภาคกลาง,2567
49.59,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1074,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2567
58.98,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1075,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2567
161.14,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1076,ชาย, กิจกรรมบริการด้านอื่น ๆ,พันคน,ภาคกลาง,2567
15.17,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1077,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,ภาคกลาง,2567
0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1078,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคกลาง,2567
32.4,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1079,ชาย, ไม่ทราบ,พันคน,ภาคกลาง,2567
761.01,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1080,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2567
3.88,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1081,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2567
1799.29,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1082,หญิง, การผลิต,พันคน,ภาคกลาง,2567
8.46,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1083,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2567
12.31,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1084,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2567
127.28,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1085,หญิง, การก่อสร้าง,พันคน,ภาคกลาง,2567
1266.54,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1086,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2567
140.88,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1087,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2567
826.5,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1088,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2567
14.81,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1089,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2567
74.54,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1090,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2567
68.94,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1091,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2567
80.25,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1092,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2567
118.42,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1093,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2567
199.23,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1094,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2567
213.45,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1095,หญิง, การศึกษา,พันคน,ภาคกลาง,2567
203.8,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1096,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2567
66.37,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1097,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2567
178.43,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,1098,หญิง, กิจกรรมบริการด้านอื่น ๆ,พันคน,ภาคกลาง,2567
18.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1099,หญิง, การก่อสร้าง,พันคน,ภาคใต้,2564
469.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1100,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคใต้,2564
18.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1101,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคใต้,2564
261.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1102,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคใต้,2564
3.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1103,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคใต้,2564
26.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1104,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคใต้,2564
8.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1105,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคใต้,2564
15.5,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1106,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคใต้,2564
20.9,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1107,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคใต้,2564
80.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1108,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคใต้,2564
119.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1109,หญิง, การศึกษา,พันคน,ภาคใต้,2564
68.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1110,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคใต้,2564
6.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1111,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคใต้,2564
48.3,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1112,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคใต้,2564
14.4,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1113,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคใต้,2564
0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1114,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคใต้,2564
0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,1115,หญิง, ไม่ทราบ,พันคน,ภาคใต้,2564
2.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1116,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2565
3.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1117,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2565
451.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1118,ชาย, การผลิต,พันคน,กรุงเทพมหานคร,2565
14.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1119,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2565
9.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1120,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2565
241.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1121,ชาย, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2565
601.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1122,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2565
498.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1123,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2565
247.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1124,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2565
88.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1125,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2565
66.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1126,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2565
99.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1127,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2565
63.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1128,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2565
110.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1129,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2565
173.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1130,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2565
40.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1131,ชาย, การศึกษา,พันคน,กรุงเทพมหานคร,2565
28.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1132,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2565
41.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1133,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2565
69.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1134,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2565
23.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1135,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2565
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1136,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2565
9.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1137,ชาย, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2565
1.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1138,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,กรุงเทพมหานคร,2565
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1139,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,กรุงเทพมหานคร,2565
438.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1140,หญิง, การผลิต,พันคน,กรุงเทพมหานคร,2565
2.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1141,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,กรุงเทพมหานคร,2565
2.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1142,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,กรุงเทพมหานคร,2565
79.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1143,หญิง, การก่อสร้าง,พันคน,กรุงเทพมหานคร,2565
600.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1144,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,กรุงเทพมหานคร,2565
79.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1145,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,กรุงเทพมหานคร,2565
411.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1146,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,กรุงเทพมหานคร,2565
46.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1147,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,กรุงเทพมหานคร,2565
128.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1148,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,กรุงเทพมหานคร,2565
123.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1149,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,กรุงเทพมหานคร,2565
91.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1150,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,กรุงเทพมหานคร,2565
129.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1151,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,กรุงเทพมหานคร,2565
139.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1152,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,กรุงเทพมหานคร,2565
104.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1153,หญิง, การศึกษา,พันคน,กรุงเทพมหานคร,2565
127.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1154,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,กรุงเทพมหานคร,2565
31.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1155,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,กรุงเทพมหานคร,2565
107.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1156,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,กรุงเทพมหานคร,2565
70.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1157,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,กรุงเทพมหานคร,2565
1.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1158,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,กรุงเทพมหานคร,2565
16.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1159,หญิง, ไม่ทราบ,พันคน,กรุงเทพมหานคร,2565
1297.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1160,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2565
9.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1161,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2565
1936.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1162,ชาย, การผลิต,พันคน,ภาคกลาง,2565
22.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1163,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2565
616.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1164,ชาย, การก่อสร้าง,พันคน,ภาคกลาง,2565
1099.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1165,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2565
499.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1166,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2565
366.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1167,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2565
51.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1168,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2565
70.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1169,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2565
50.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1170,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2565
59.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1171,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2565
109.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1172,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2565
278.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1173,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2565
97.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1174,ชาย, การศึกษา,พันคน,ภาคกลาง,2565
45.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1175,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2565
28.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1176,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2565
138.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1177,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคกลาง,2565
10.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1178,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคกลาง,2565
0.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1179,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคกลาง,2565
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1180,ชาย, ไม่ทราบ,พันคน,ภาคกลาง,2565
902.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1181,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคกลาง,2565
2.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1182,หญิง,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคกลาง,2565
1809.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1183,หญิง, การผลิต,พันคน,ภาคกลาง,2565
8.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1184,หญิง, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคกลาง,2565
6.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1185,หญิง, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคกลาง,2565
138.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1186,หญิง, การก่อสร้าง,พันคน,ภาคกลาง,2565
1177.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1187,หญิง, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคกลาง,2565
128.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1188,หญิง, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคกลาง,2565
618.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1189,หญิง, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคกลาง,2565
28.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1190,หญิง,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคกลาง,2565
91.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1191,หญิง,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคกลาง,2565
57.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1192,หญิง, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคกลาง,2565
73.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1193,หญิง, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคกลาง,2565
73.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1194,หญิง, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคกลาง,2565
214.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1195,หญิง,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคกลาง,2565
215.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1196,หญิง, การศึกษา,พันคน,ภาคกลาง,2565
185.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1197,หญิง, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคกลาง,2565
31.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1198,หญิง, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคกลาง,2565
169.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1199,หญิง, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคกลาง,2565
50.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1200,หญิง, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคกลาง,2565
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1201,หญิง, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคกลาง,2565
4.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1202,หญิง, ไม่ทราบ,พันคน,ภาคกลาง,2565
1602.1,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1203,ชาย,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคเหนือ,2565
10.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1204,ชาย,การทำเหมืองแร่ และเหมืองหิน,พันคน,ภาคเหนือ,2565
243.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1205,ชาย, การผลิต,พันคน,ภาคเหนือ,2565
14.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1206,ชาย, ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,ภาคเหนือ,2565
6.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1207,ชาย, การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,ภาคเหนือ,2565
326.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1208,ชาย, การก่อสร้าง,พันคน,ภาคเหนือ,2565
398.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1209,ชาย, การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,ภาคเหนือ,2565
97.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1210,ชาย, การขนส่ง และสถานที่เก็บสินค้า,พันคน,ภาคเหนือ,2565
113.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1211,ชาย, ที่พักแรมและบริการด้านอาหาร,พันคน,ภาคเหนือ,2565
14.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1212,ชาย,  ข้อมูลข่าวสารและการสื่อสาร,พันคน,ภาคเหนือ,2565
20.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1213,ชาย,กิจกรรมทางการเงินและการประกันภัย,พันคน,ภาคเหนือ,2565
8.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1214,ชาย, กิจกรรมอสังหาริมทรัพย์,พันคน,ภาคเหนือ,2565
30.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1215,ชาย, กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,ภาคเหนือ,2565
19.6,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1216,ชาย, กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,ภาคเหนือ,2565
183.4,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1217,ชาย,  การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,ภาคเหนือ,2565
62.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1218,ชาย, การศึกษา,พันคน,ภาคเหนือ,2565
28.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1219,ชาย, กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,ภาคเหนือ,2565
13.8,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1220,ชาย, ศิลปะ ความบันเทิง และนันทนาการ,พันคน,ภาคเหนือ,2565
70.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1221,ชาย, กิจกรรมบริการด้านอื่น ๆ ,พันคน,ภาคเหนือ,2565
3.5,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1222,ชาย, กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน ,พันคน,ภาคเหนือ,2565
0.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1223,ชาย, กิจกรรมขององค์การระหว่างประเทศ,พันคน,ภาคเหนือ,2565
0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1224,ชาย, ไม่ทราบ,พันคน,ภาคเหนือ,2565
1136.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,1225,หญิง,เกษตรกรรม การป่าไม้ และการประมง,พันคน,ภาคเหนือ,2565
