จำนวน,ที่มา,จังหวัด,_id,ข้อมูล,อำเภอ,ปีงบประมาณ,หน่วยงาน,หน่วย
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,164,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,เทศบาลตำบลสะแก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,165,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.กระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,166,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.ชุมแสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,167,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.ท่าม่วง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,168,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.ทุ่งวัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,169,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.นิคม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,170,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.เมืองแก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,171,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.ร่อนทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,172,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.สนามชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,173,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,สตึก,2568,อบต.หนองใหญ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,174,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,เทศบาลตำบลดอนอะราง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,175,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,เทศบาลตำบลศาลเจ้าพ่อขุนศรี,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,176,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,เทศบาลตำบลหนองกี่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,177,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.โคกสว่าง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,178,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.โคกสูง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,179,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.ท่าโพธิ์ชัย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,180,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.ทุ่งกระตาดพัฒนา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,181,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.ทุ่งกระเต็น,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,182,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.บุกระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,183,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.เมืองไผ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,184,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองกี่,2568,อบต.เย้ยปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,185,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,เทศบาลตำบลหนองหงส์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,186,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,เทศบาลตำบลห้วยหิน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,187,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,อบต.ไทยสามัคคี,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,188,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,อบต.เมืองฝ้าย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,189,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,อบต.สระแก้ว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,190,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,อบต.สระทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,191,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,อบต.เสาเดียว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,192,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,หนองหงส์,2568,อบต.หนองชัยศรี,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,193,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,เทศบาลตำบลโคกเหล็ก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,194,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,เทศบาลตำบลสามแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,195,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,เทศบาลตำบลห้วยราช,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,196,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,อบต.ตาเสา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,197,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,อบต.บ้านตะโก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,198,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,อบต.เมืองโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,199,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,อบต.สนวน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,200,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ห้วยราช,2568,อบต.ห้วยราช,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,201,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,เทศบาลตำบลกระสัง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,202,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,เทศบาลตำบลสองชั้น,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,203,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,เทศบาลตำบลหนองเต็ง,ตัน
0.12,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,204,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,เทศบาลตำบลอุดมธรรม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,205,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.กันทรารมณ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,206,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.ชุมแสง,ตัน
10,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,207,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.บ้านปรือ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,208,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.ลำดวน,ตัน
1.4,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,209,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.ศรีภูมิ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,210,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.สูงเนิน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,211,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,กระสัง,2567,อบต.ห้วยสำราญ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,212,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,เทศบาลตำบลคูเมือง,ตัน
11015,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,213,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,เทศบาลตำบลหินเหล็กไฟ,ตัน
96537.36,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,214,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.คูเมือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,215,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.ตูมใหญ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,216,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.บ้านแพ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,217,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.ปะเคียบ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,218,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.พรสำราญ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,219,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.หนองขมาร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,220,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,คูเมือง,2567,อบต.หินเหล็กไฟ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,221,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2567,เทศบาลตำบลแคนดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,222,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2567,อบต.แคนดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,223,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2567,อบต.ดงพลอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,224,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2567,อบต.สระบัว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,225,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,แคนดง,2567,อบต.หัวฝาย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,226,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2567,เทศบาลตำบลถาวร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,227,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2567,เทศบาลตำบลพนมรุ้ง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,228,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2567,เทศบาลตำบลยายแย้มวัฒนา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,229,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2567,อบต.เจริญสุข,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,230,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,เฉลิมพระเกียรติ,2567,อบต.อีสานเขต,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,231,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2567,เทศบาลตำบลชำนิ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,232,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2567,เทศบาลตำบลหนองปล่อง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,233,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2567,อบต.โคกสนวน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,234,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2567,อบต.ช่อผกา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,235,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2567,อบต.เมืองยาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,236,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ชำนิ,2567,อบต.ละลวด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,237,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,เทศบาลเมืองนางรอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,238,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,เทศบาลตำบลทุ่งแสงทอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,239,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.ก้านเหลือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,240,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.ชุมแสง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,241,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.ถนนหัก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,242,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.ทรัพย์พระยา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,243,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.นางรอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,244,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.บ้านสิงห์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,245,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.ลำไทรโยง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,246,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.สะเดา,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,247,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.หนองกง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,248,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.หนองไทร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,249,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.หนองโบสถ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,250,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.หนองยายพิมพ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,251,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.หนองโสน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,252,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นางรอง,2567,อบต.หัวถนน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,253,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2567,เทศบาลตำบลนาโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,254,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2567,อบต.ดอนกอก,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,255,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2567,อบต.นาโพธิ์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,256,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2567,อบต.บ้านคู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,257,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2567,อบต.บ้านดู่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,258,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,นาโพธิ์,2567,อบต.ศรีสว่าง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,259,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2567,เทศบาลตำบลโนนดินแดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,260,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2567,อบต.โนนดินแดง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,261,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2567,อบต.ลำนางรอง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,262,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนดินแดง,2567,อบต.ส้มป่อย,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,263,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2567,เทศบาลตำบลโกรกแก้ว,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,264,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2567,เทศบาลตำบลโนนสุวรรณ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,265,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2567,อบต.ดงอีจาน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,266,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2567,อบต.ทุ่งจังหัน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,267,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,โนนสุวรรณ,2567,อบต.โนนสุวรรณ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,268,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลจันทบเพชร,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,269,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลตลาดนิคมปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,270,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลโนนเจริญ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,271,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลบ้านกรวด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,272,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลบ้านกรวดปัญญาวัฒน์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,273,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลบึงเจริญ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,274,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,275,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,เทศบาลตำบลหนองไม้งาม,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,276,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,อบต.เขาดินเหนือ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,277,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,อบต.สายตะกู,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,278,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านกรวด,2567,อบต.หินลาด,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,279,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2567,เทศบาลตำบลบ้านด่าน,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,280,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2567,เทศบาลตำบลปราสาท,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,281,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2567,อบต.โนนขวาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,282,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านด่าน,2567,อบต.วังเหนือ,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,283,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2567,เทศบาลตำบลบ้านใหม่ไชยพจน์,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,284,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2567,อบต.กู่สวนแตง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,285,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2567,อบต.แดงใหญ่,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,286,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2567,อบต.ทองหลาง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,287,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2567,อบต.หนองเยือง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,288,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,บ้านใหม่ไชยพจน์,2567,อบต.หนองแวง,ตัน
0,สำนักงานท้องถิ่นจังหวัดบุรีรัมย์,บุรีรัมย์,289,ปริมาณกากอุตสาหกรรมกำจัดอย่างถูกต้อง,ประโคนชัย,2567,เทศบาลตำบลเขาคอก,ตัน
