จำนวน,_id,ปี,ชื่อโรงงาน,แหล่งที่มา,เงื่อนไข,อำเภอ,รายการ,จังหวัด,หน่วย
1,79,2567,ห้างหุ้นส่วนจำกัด อุดรมิตรภาพ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,80,2567,เอราวัณ พัฒนาการ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นาวัง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,81,2568, บริษัท อุดรพรทิพย์ก่อสร้าง (1992) จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,82,2568,เกียรติพงษ์รัตน์ วัสดุก่อสร้าง,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,83,2568,นายสรวิชญ์ แขกเมฆ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นาวัง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,84,2568,บริษัท ณัช รีไซเคิล (2020) จำกัด ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,105,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,85,2568,บริษัท นอร์ทอีสท์ คอนกรีท จำกัดบริษัท นอร์ทอีสท์ คอนกรีท จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,86,2568,บริษัท บ้านวัสดุคอนกรีต จำกัดบริษัท บ้านวัสดุคอนกรีต จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,โนนสัง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,87,2568,บริษัท เบสท์-แพค คอนกรีต จำกัดบริษัท เบสท์-แพค คอนกรีต จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,88,2568,บริษัท พรทิพย์วัสดุก่อสร้าง จำกัดบริษัท พรทิพย์วัสดุก่อสร้าง จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,89,2568,บริษัท พีพีพี รีไซคลิ่ง จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,90,2568,บริษัท ไพโรจน์คอนกรีต จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,91,2568,บริษัท ไพโรจน์คอนกรีต จำกัดบริษัท ไพโรจน์คอนกรีต จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,92,2568,บริษัท หนองบัวลำภูคอนกรีต จำกัด,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,93,2568,บุญมาโฮม,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,94,2568,พาเจริญวัสดุก่อสร้างพาเจริญวัสดุก่อสร้าง,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,95,2568,ร้านทรัพย์ทวีวัสดุร้านทรัพย์ทวีวัสดุ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,96,2568,ร้านศรีทองวัสดุ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,97,2568,วิรัช คอนกรีต 2013วิรัช คอนกรีต 2013,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,98,2568,ศรีบุญเรืองนครคอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,99,2568,ส.เกลียวทองส.เกลียวทอง,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,100,2568,สงกรานต์ค้าไม้สงกรานต์ค้าไม้,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,101,2568,ห้างหุ้นส่วน อธิกพลาสติก ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,105,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,102,2568,ห้างหุ้นส่วนจำกัด เกศรินทร์ค้าไม้และวัสดุก่อสร้าง,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,103,2568,ห้างหุ้นส่วนจำกัด เกศรินทร์ค้าไม้และวัสดุก่อสร้าง,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,104,2568,ห้างหุ้นส่วนจำกัด คลังเหล็กคอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,105,2568,ห้างหุ้นส่วนจำกัด คิงส์วินท๊อป,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,106,2568,ห้างหุ้นส่วนจำกัด เคพีอาร์ คอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,107,2568,ห้างหุ้นส่วนจำกัด ตังทอง,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,108,2568,ห้างหุ้นส่วนจำกัด ทศพร คอนกรีตห้างหุ้นส่วนจำกัด ทศพร คอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,109,2568,ห้างหุ้นส่วนจำกัด ที.วาย.ซี 2000,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,110,2568,ห้างหุ้นส่วนจำกัด นากลางพัฒนา (1992),สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,111,2568,ห้างหุ้นส่วนจำกัด นาซ่า คอนกรีตห้างหุ้นส่วนจำกัด นาซ่า คอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นากลาง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,112,2568,ห้างหุ้นส่วนจำกัด นาซ่า คอนกรีตห้างหุ้นส่วนจำกัด นาซ่า คอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,113,2568,ห้างหุ้นส่วนจำกัด นาวังพัฒนา,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นาวัง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,114,2568,ห้างหุ้นส่วนจำกัด ลิ้มชัยเจริญ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,115,2568,ห้างหุ้นส่วนจำกัด วีรวุฒิ คอนกรีต,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,116,2568,ห้างหุ้นส่วนจำกัด ศรีกาญจนา,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,117,2568,ห้างหุ้นส่วนจำกัด อาร์เอ็มเอ็น เอ็นเตอร์ไพส์,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,118,2568,ห้างหุ้นส่วนจำกัด อุดมทรัพย์คอนกรีต 2018ห้างหุ้นส่วนจำกัด อุดมทรัพย์คอนกรีต 2018,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,ศรีบุญเรือง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,119,2568,ห้างหุ้นส่วนจำกัด อุดรมิตรภาพ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,เมืองหนองบัวลำภู,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
1,120,2568,เอราวัณ พัฒนาการ,สำนักงานอุตสาหกรรมจังหวัดหนองบัวลำภู,นโยบายจังหวัด PM 2.5,นาวัง,โรงงานอุตสาหกรรมที่มีความเสี่ยงด้านมลพิษทางอากาศ (ฝุ่นละออง),หนองบัวลำภู,แห่ง
