จังหวัด,_id,จำนวนรถ,ประเภทเชื้อเพลิง,ประเภทรถ,ประเภทกฎหมาย
อุบลราชธานี,999,5,ดีเซล-ไฟฟ้าแบบเสียบปลั๊ก,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
อุบลราชธานี,1000,98274,เบนซิน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
อุบลราชธานี,1001,4080,เบนซิน-ไฟฟ้า,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
อุบลราชธานี,1002,341,เบนซิน-ไฟฟ้าแบบเสียบปลั๊ก,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
อุบลราชธานี,1003,1,เบนซิน+เอทานอล,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
อุบลราชธานี,1004,3566,ไฟฟ้า,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
อุบลราชธานี,1005,16,ไม่ระบุ,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,รถยนต์
กระบี่,1006,26,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กระบี่,1007,1974,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กระบี่,1008,300,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1009,10,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1010,5687,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1011,8,ก๊าซ CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1012,14,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1013,22,แก๊ส LPG +ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1014,8873,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1015,201637,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1016,18869,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1017,1,เบนซิน+LPG+CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1018,49,ไฟฟ้า,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1019,1657,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กรุงเทพมหานคร,1020,2577,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1021,45,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1022,1,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1023,124,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1024,2065,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1025,160,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1026,6,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาญจนบุรี,1027,9,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1028,38,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1029,1,แก๊ส LPG +ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1030,62,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1031,2341,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1032,95,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1033,8,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กาฬสินธุ์,1034,11,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1035,57,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1036,2,ก๊าซ CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1037,1,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1038,46,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1039,1831,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1040,86,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1041,1,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
กำแพงเพชร,1042,4,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1043,1,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1044,58,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1045,97,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1046,6711,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1047,237,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1048,1,ไฟฟ้า,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ขอนแก่น,1049,1,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1050,1,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1051,1,CNG สลับ LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1052,42,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1053,119,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1054,2312,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1055,207,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
จันทบุรี,1056,21,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1057,84,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1058,1,ก๊าซ CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1059,115,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1060,3021,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1061,170,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1062,2,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ฉะเชิงเทรา,1063,3,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1064,1,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1065,136,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1066,281,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1067,10056,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1068,583,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1069,1,เบนซิน+LPG+CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1070,1,ไฟฟ้า,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1071,4,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชลบุรี,1072,11,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยนาท,1073,11,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยนาท,1074,37,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยนาท,1075,972,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยนาท,1076,52,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยนาท,1077,21,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยนาท,1078,2,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยภูมิ,1079,15,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยภูมิ,1080,63,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยภูมิ,1081,2425,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชัยภูมิ,1082,113,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชุมพร,1083,1,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชุมพร,1084,9,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชุมพร,1085,25,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชุมพร,1086,1200,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ชุมพร,1087,65,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1088,19,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1089,1,แก๊ส LPG +ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1090,45,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1091,5888,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1092,141,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1093,9,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงราย,1094,4,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1095,30,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1096,2,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1097,118,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1098,12583,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1099,570,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1100,1,ไฟฟ้า,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1101,3,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
เชียงใหม่,1102,4,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตรัง,1103,6,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตรัง,1104,18,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตรัง,1105,1396,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตรัง,1106,58,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตรัง,1107,2,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตราด,1108,11,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตราด,1109,62,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตราด,1110,713,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตราด,1111,57,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตราด,1112,1,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตาก,1113,11,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตาก,1114,30,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตาก,1115,1901,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตาก,1116,91,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตาก,1117,6,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ตาก,1118,1,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครนายก,1119,39,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครนายก,1120,1,ก๊าซ CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครนายก,1121,86,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครนายก,1122,1033,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครนายก,1123,93,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1124,42,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1125,177,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1126,2782,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1127,235,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1128,1,เบนซิน+LPG+CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1129,2,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครปฐม,1130,17,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1131,3,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1132,1,แก๊ส LPG +ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1133,27,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1134,1532,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1135,117,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1136,4,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครพนม,1137,2,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1138,1,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1139,117,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1140,1,ก๊าซ CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1141,2,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1142,1,แก๊ส LPG +ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1143,285,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1144,8915,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1145,418,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1146,1,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครราชสีมา,1147,7,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครศรีธรรมราช,1148,20,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครศรีธรรมราช,1149,84,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครศรีธรรมราช,1150,3269,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครศรีธรรมราช,1151,127,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครศรีธรรมราช,1152,1,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครสวรรค์,1153,60,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครสวรรค์,1154,199,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครสวรรค์,1155,3038,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครสวรรค์,1156,184,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นครสวรรค์,1157,8,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1158,25,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1159,2,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1160,190,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1161,3706,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1162,439,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1163,13,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นนทบุรี,1164,20,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นราธิวาส,1165,7,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นราธิวาส,1166,18,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นราธิวาส,1167,1088,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นราธิวาส,1168,96,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
นราธิวาส,1169,8,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
น่าน,1170,1,CNG ร่วมกับดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
น่าน,1171,3,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
น่าน,1172,16,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
น่าน,1173,1306,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
น่าน,1174,66,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บึงกาฬ,1175,3,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บึงกาฬ,1176,10,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บึงกาฬ,1177,805,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บึงกาฬ,1178,29,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บุรีรัมย์,1179,29,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บุรีรัมย์,1180,96,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บุรีรัมย์,1181,2899,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บุรีรัมย์,1182,172,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
บุรีรัมย์,1183,3,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1184,98,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1185,1,ก๊าซ CNG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1186,1,แก๊ส LPG,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1187,1,แก๊ส LPG +ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1188,208,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1189,2804,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1190,246,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1191,8,ไม่ใช้เชื้อเพลิง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปทุมธานี,1192,4,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ประจวบคีรีขันธ์,1193,41,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ประจวบคีรีขันธ์,1194,128,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ประจวบคีรีขันธ์,1195,1445,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ประจวบคีรีขันธ์,1196,167,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ประจวบคีรีขันธ์,1197,2,ไม่ระบุ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปราจีนบุรี,1198,53,CNG สลับเบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปราจีนบุรี,1199,107,แก๊ส LPG +เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปราจีนบุรี,1200,1980,ดีเซล,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
ปราจีนบุรี,1201,158,เบนซิน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,รถยนต์
