VALUE,SOURCE,_id,INDUSTRY,UNIT,REGION,YEAR
0.44,สำนักงานสถิติแห่งชาติ,187,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
2.22,สำนักงานสถิติแห่งชาติ,188,12) กิจกรรมอสังหาริมทรัพย์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
0.54,สำนักงานสถิติแห่งชาติ,189,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
1.61,สำนักงานสถิติแห่งชาติ,190,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
28.53,สำนักงานสถิติแห่งชาติ,191,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
9.77,สำนักงานสถิติแห่งชาติ,192,16) การศึกษา,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
2.45,สำนักงานสถิติแห่งชาติ,193,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
2.48,สำนักงานสถิติแห่งชาติ,194,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
20.7,สำนักงานสถิติแห่งชาติ,195,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
4.4,สำนักงานสถิติแห่งชาติ,196,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
0.0,สำนักงานสถิติแห่งชาติ,197,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
0.0,สำนักงานสถิติแห่งชาติ,198,22) ไม่ทราบ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2564
430.73,สำนักงานสถิติแห่งชาติ,199,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,5) ภาคใต้,2564
1.07,สำนักงานสถิติแห่งชาติ,200,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,5) ภาคใต้,2564
33.16,สำนักงานสถิติแห่งชาติ,201,03) การผลิต,พันคน,5) ภาคใต้,2564
0.2,สำนักงานสถิติแห่งชาติ,202,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,5) ภาคใต้,2564
0.28,สำนักงานสถิติแห่งชาติ,203,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,5) ภาคใต้,2564
13.25,สำนักงานสถิติแห่งชาติ,204,06) การก่อสร้าง,พันคน,5) ภาคใต้,2564
82.31,สำนักงานสถิติแห่งชาติ,205,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,5) ภาคใต้,2564
8.72,สำนักงานสถิติแห่งชาติ,206,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,5) ภาคใต้,2564
34.2,สำนักงานสถิติแห่งชาติ,207,09) ที่พักแรมและบริการด้านอาหาร,พันคน,5) ภาคใต้,2564
1.86,สำนักงานสถิติแห่งชาติ,208,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,5) ภาคใต้,2564
0.39,สำนักงานสถิติแห่งชาติ,209,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,5) ภาคใต้,2564
2.4,สำนักงานสถิติแห่งชาติ,210,12) กิจกรรมอสังหาริมทรัพย์,พันคน,5) ภาคใต้,2564
0.7,สำนักงานสถิติแห่งชาติ,211,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,5) ภาคใต้,2564
1.15,สำนักงานสถิติแห่งชาติ,212,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,5) ภาคใต้,2564
7.44,สำนักงานสถิติแห่งชาติ,213,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,5) ภาคใต้,2564
4.07,สำนักงานสถิติแห่งชาติ,214,16) การศึกษา,พันคน,5) ภาคใต้,2564
1.82,สำนักงานสถิติแห่งชาติ,215,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,5) ภาคใต้,2564
1.18,สำนักงานสถิติแห่งชาติ,216,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,5) ภาคใต้,2564
5.71,สำนักงานสถิติแห่งชาติ,217,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,5) ภาคใต้,2564
2.83,สำนักงานสถิติแห่งชาติ,218,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,5) ภาคใต้,2564
0.0,สำนักงานสถิติแห่งชาติ,219,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,5) ภาคใต้,2564
0.0,สำนักงานสถิติแห่งชาติ,220,22) ไม่ทราบ,พันคน,5) ภาคใต้,2564
3.25,สำนักงานสถิติแห่งชาติ,221,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,1) กรุงเทพมหานคร,2565
0.0,สำนักงานสถิติแห่งชาติ,222,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,1) กรุงเทพมหานคร,2565
31.71,สำนักงานสถิติแห่งชาติ,223,03) การผลิต,พันคน,1) กรุงเทพมหานคร,2565
0.0,สำนักงานสถิติแห่งชาติ,224,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,1) กรุงเทพมหานคร,2565
0.0,สำนักงานสถิติแห่งชาติ,225,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,1) กรุงเทพมหานคร,2565
13.11,สำนักงานสถิติแห่งชาติ,226,06) การก่อสร้าง,พันคน,1) กรุงเทพมหานคร,2565
85.18,สำนักงานสถิติแห่งชาติ,227,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,1) กรุงเทพมหานคร,2565
27.43,สำนักงานสถิติแห่งชาติ,228,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,1) กรุงเทพมหานคร,2565
57.4,สำนักงานสถิติแห่งชาติ,229,09) ที่พักแรมและบริการด้านอาหาร,พันคน,1) กรุงเทพมหานคร,2565
0.0,สำนักงานสถิติแห่งชาติ,230,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,1) กรุงเทพมหานคร,2565
6.26,สำนักงานสถิติแห่งชาติ,231,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,1) กรุงเทพมหานคร,2565
16.52,สำนักงานสถิติแห่งชาติ,232,12) กิจกรรมอสังหาริมทรัพย์,พันคน,1) กรุงเทพมหานคร,2565
5.75,สำนักงานสถิติแห่งชาติ,233,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,1) กรุงเทพมหานคร,2565
24.84,สำนักงานสถิติแห่งชาติ,234,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,1) กรุงเทพมหานคร,2565
3.96,สำนักงานสถิติแห่งชาติ,235,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,1) กรุงเทพมหานคร,2565
6.9,สำนักงานสถิติแห่งชาติ,236,16) การศึกษา,พันคน,1) กรุงเทพมหานคร,2565
4.68,สำนักงานสถิติแห่งชาติ,237,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,1) กรุงเทพมหานคร,2565
12.92,สำนักงานสถิติแห่งชาติ,238,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,1) กรุงเทพมหานคร,2565
24.37,สำนักงานสถิติแห่งชาติ,239,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,1) กรุงเทพมหานคร,2565
14.41,สำนักงานสถิติแห่งชาติ,240,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,1) กรุงเทพมหานคร,2565
0.0,สำนักงานสถิติแห่งชาติ,241,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,1) กรุงเทพมหานคร,2565
0.0,สำนักงานสถิติแห่งชาติ,242,22) ไม่ทราบ,พันคน,1) กรุงเทพมหานคร,2565
460.36,สำนักงานสถิติแห่งชาติ,243,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,2) ภาคกลาง,2565
0.98,สำนักงานสถิติแห่งชาติ,244,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,2) ภาคกลาง,2565
106.28,สำนักงานสถิติแห่งชาติ,245,03) การผลิต,พันคน,2) ภาคกลาง,2565
1.35,สำนักงานสถิติแห่งชาติ,246,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,2) ภาคกลาง,2565
0.68,สำนักงานสถิติแห่งชาติ,247,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,2) ภาคกลาง,2565
50.91,สำนักงานสถิติแห่งชาติ,248,06) การก่อสร้าง,พันคน,2) ภาคกลาง,2565
201.18,สำนักงานสถิติแห่งชาติ,249,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,2) ภาคกลาง,2565
27.74,สำนักงานสถิติแห่งชาติ,250,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,2) ภาคกลาง,2565
103.87,สำนักงานสถิติแห่งชาติ,251,09) ที่พักแรมและบริการด้านอาหาร,พันคน,2) ภาคกลาง,2565
0.12,สำนักงานสถิติแห่งชาติ,252,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,2) ภาคกลาง,2565
2.48,สำนักงานสถิติแห่งชาติ,253,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,2) ภาคกลาง,2565
19.14,สำนักงานสถิติแห่งชาติ,254,12) กิจกรรมอสังหาริมทรัพย์,พันคน,2) ภาคกลาง,2565
4.03,สำนักงานสถิติแห่งชาติ,255,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,2) ภาคกลาง,2565
11.58,สำนักงานสถิติแห่งชาติ,256,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,2) ภาคกลาง,2565
19.34,สำนักงานสถิติแห่งชาติ,257,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,2) ภาคกลาง,2565
9.09,สำนักงานสถิติแห่งชาติ,258,16) การศึกษา,พันคน,2) ภาคกลาง,2565
11.11,สำนักงานสถิติแห่งชาติ,259,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,2) ภาคกลาง,2565
4.66,สำนักงานสถิติแห่งชาติ,260,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,2) ภาคกลาง,2565
40.33,สำนักงานสถิติแห่งชาติ,261,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,2) ภาคกลาง,2565
8.39,สำนักงานสถิติแห่งชาติ,262,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,2) ภาคกลาง,2565
0.0,สำนักงานสถิติแห่งชาติ,263,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,2) ภาคกลาง,2565
0.0,สำนักงานสถิติแห่งชาติ,264,22) ไม่ทราบ,พันคน,2) ภาคกลาง,2565
708.37,สำนักงานสถิติแห่งชาติ,265,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,3) ภาคเหนือ,2565
0.29,สำนักงานสถิติแห่งชาติ,266,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,3) ภาคเหนือ,2565
70.15,สำนักงานสถิติแห่งชาติ,267,03) การผลิต,พันคน,3) ภาคเหนือ,2565
0.36,สำนักงานสถิติแห่งชาติ,268,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,3) ภาคเหนือ,2565
2.43,สำนักงานสถิติแห่งชาติ,269,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,3) ภาคเหนือ,2565
41.65,สำนักงานสถิติแห่งชาติ,270,06) การก่อสร้าง,พันคน,3) ภาคเหนือ,2565
147.97,สำนักงานสถิติแห่งชาติ,271,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,3) ภาคเหนือ,2565
7.96,สำนักงานสถิติแห่งชาติ,272,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,3) ภาคเหนือ,2565
59.25,สำนักงานสถิติแห่งชาติ,273,09) ที่พักแรมและบริการด้านอาหาร,พันคน,3) ภาคเหนือ,2565
0.89,สำนักงานสถิติแห่งชาติ,274,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,3) ภาคเหนือ,2565
0.27,สำนักงานสถิติแห่งชาติ,275,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,3) ภาคเหนือ,2565
3.9,สำนักงานสถิติแห่งชาติ,276,12) กิจกรรมอสังหาริมทรัพย์,พันคน,3) ภาคเหนือ,2565
1.86,สำนักงานสถิติแห่งชาติ,277,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,3) ภาคเหนือ,2565
4.27,สำนักงานสถิติแห่งชาติ,278,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,3) ภาคเหนือ,2565
13.54,สำนักงานสถิติแห่งชาติ,279,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,3) ภาคเหนือ,2565
5.57,สำนักงานสถิติแห่งชาติ,280,16) การศึกษา,พันคน,3) ภาคเหนือ,2565
5.08,สำนักงานสถิติแห่งชาติ,281,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,3) ภาคเหนือ,2565
4.2,สำนักงานสถิติแห่งชาติ,282,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,3) ภาคเหนือ,2565
28.02,สำนักงานสถิติแห่งชาติ,283,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,3) ภาคเหนือ,2565
4.85,สำนักงานสถิติแห่งชาติ,284,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,3) ภาคเหนือ,2565
0.0,สำนักงานสถิติแห่งชาติ,285,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,3) ภาคเหนือ,2565
0.0,สำนักงานสถิติแห่งชาติ,286,22) ไม่ทราบ,พันคน,3) ภาคเหนือ,2565
1272.55,สำนักงานสถิติแห่งชาติ,287,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.21,สำนักงานสถิติแห่งชาติ,288,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
78.08,สำนักงานสถิติแห่งชาติ,289,03) การผลิต,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.0,สำนักงานสถิติแห่งชาติ,290,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.27,สำนักงานสถิติแห่งชาติ,291,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
26.7,สำนักงานสถิติแห่งชาติ,292,06) การก่อสร้าง,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
147.73,สำนักงานสถิติแห่งชาติ,293,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
5.49,สำนักงานสถิติแห่งชาติ,294,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
42.62,สำนักงานสถิติแห่งชาติ,295,09) ที่พักแรมและบริการด้านอาหาร,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.08,สำนักงานสถิติแห่งชาติ,296,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.31,สำนักงานสถิติแห่งชาติ,297,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.68,สำนักงานสถิติแห่งชาติ,298,12) กิจกรรมอสังหาริมทรัพย์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
2.01,สำนักงานสถิติแห่งชาติ,299,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
2.2,สำนักงานสถิติแห่งชาติ,300,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
15.2,สำนักงานสถิติแห่งชาติ,301,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
6.95,สำนักงานสถิติแห่งชาติ,302,16) การศึกษา,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
3.35,สำนักงานสถิติแห่งชาติ,303,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
5.58,สำนักงานสถิติแห่งชาติ,304,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
14.51,สำนักงานสถิติแห่งชาติ,305,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
1.65,สำนักงานสถิติแห่งชาติ,306,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.0,สำนักงานสถิติแห่งชาติ,307,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
0.0,สำนักงานสถิติแห่งชาติ,308,22) ไม่ทราบ,พันคน,4) ภาคตะวันออกเฉียงเหนือ,2565
363.66,สำนักงานสถิติแห่งชาติ,309,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,5) ภาคใต้,2565
0.0,สำนักงานสถิติแห่งชาติ,310,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,5) ภาคใต้,2565
35.81,สำนักงานสถิติแห่งชาติ,311,03) การผลิต,พันคน,5) ภาคใต้,2565
0.24,สำนักงานสถิติแห่งชาติ,312,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,5) ภาคใต้,2565
0.0,สำนักงานสถิติแห่งชาติ,313,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,5) ภาคใต้,2565
13.82,สำนักงานสถิติแห่งชาติ,314,06) การก่อสร้าง,พันคน,5) ภาคใต้,2565
88.9,สำนักงานสถิติแห่งชาติ,315,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,5) ภาคใต้,2565
6.11,สำนักงานสถิติแห่งชาติ,316,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,5) ภาคใต้,2565
40.97,สำนักงานสถิติแห่งชาติ,317,09) ที่พักแรมและบริการด้านอาหาร,พันคน,5) ภาคใต้,2565
0.0,สำนักงานสถิติแห่งชาติ,318,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,5) ภาคใต้,2565
0.68,สำนักงานสถิติแห่งชาติ,319,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,5) ภาคใต้,2565
2.02,สำนักงานสถิติแห่งชาติ,320,12) กิจกรรมอสังหาริมทรัพย์,พันคน,5) ภาคใต้,2565
2.26,สำนักงานสถิติแห่งชาติ,321,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,5) ภาคใต้,2565
2.04,สำนักงานสถิติแห่งชาติ,322,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,5) ภาคใต้,2565
3.36,สำนักงานสถิติแห่งชาติ,323,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,5) ภาคใต้,2565
1.66,สำนักงานสถิติแห่งชาติ,324,16) การศึกษา,พันคน,5) ภาคใต้,2565
2.75,สำนักงานสถิติแห่งชาติ,325,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,5) ภาคใต้,2565
1.07,สำนักงานสถิติแห่งชาติ,326,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,5) ภาคใต้,2565
13.69,สำนักงานสถิติแห่งชาติ,327,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,5) ภาคใต้,2565
5.7,สำนักงานสถิติแห่งชาติ,328,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,5) ภาคใต้,2565
0.0,สำนักงานสถิติแห่งชาติ,329,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,5) ภาคใต้,2565
0.0,สำนักงานสถิติแห่งชาติ,330,22) ไม่ทราบ,พันคน,5) ภาคใต้,2565
7.99,สำนักงานสถิติแห่งชาติ,331,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,1) กรุงเทพมหานคร,2566
0.0,สำนักงานสถิติแห่งชาติ,332,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,1) กรุงเทพมหานคร,2566
60.25,สำนักงานสถิติแห่งชาติ,333,03) การผลิต,พันคน,1) กรุงเทพมหานคร,2566
0.0,สำนักงานสถิติแห่งชาติ,334,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,1) กรุงเทพมหานคร,2566
0.0,สำนักงานสถิติแห่งชาติ,335,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,1) กรุงเทพมหานคร,2566
39.03,สำนักงานสถิติแห่งชาติ,336,06) การก่อสร้าง,พันคน,1) กรุงเทพมหานคร,2566
186.55,สำนักงานสถิติแห่งชาติ,337,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,1) กรุงเทพมหานคร,2566
60.64,สำนักงานสถิติแห่งชาติ,338,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,1) กรุงเทพมหานคร,2566
117.92,สำนักงานสถิติแห่งชาติ,339,09) ที่พักแรมและบริการด้านอาหาร,พันคน,1) กรุงเทพมหานคร,2566
2.32,สำนักงานสถิติแห่งชาติ,340,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,1) กรุงเทพมหานคร,2566
6.12,สำนักงานสถิติแห่งชาติ,341,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,1) กรุงเทพมหานคร,2566
47.25,สำนักงานสถิติแห่งชาติ,342,12) กิจกรรมอสังหาริมทรัพย์,พันคน,1) กรุงเทพมหานคร,2566
10.73,สำนักงานสถิติแห่งชาติ,343,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,1) กรุงเทพมหานคร,2566
37.52,สำนักงานสถิติแห่งชาติ,344,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,1) กรุงเทพมหานคร,2566
4.9,สำนักงานสถิติแห่งชาติ,345,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,1) กรุงเทพมหานคร,2566
17.26,สำนักงานสถิติแห่งชาติ,346,16) การศึกษา,พันคน,1) กรุงเทพมหานคร,2566
3.05,สำนักงานสถิติแห่งชาติ,347,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,1) กรุงเทพมหานคร,2566
8.05,สำนักงานสถิติแห่งชาติ,348,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,1) กรุงเทพมหานคร,2566
53.75,สำนักงานสถิติแห่งชาติ,349,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,1) กรุงเทพมหานคร,2566
37.97,สำนักงานสถิติแห่งชาติ,350,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,1) กรุงเทพมหานคร,2566
0.0,สำนักงานสถิติแห่งชาติ,351,21) กิจกรรมขององค์การระหว่างประเทศ,พันคน,1) กรุงเทพมหานคร,2566
0.0,สำนักงานสถิติแห่งชาติ,352,22) ไม่ทราบ,พันคน,1) กรุงเทพมหานคร,2566
937.46,สำนักงานสถิติแห่งชาติ,353,01) เกษตรกรรม การป่าไม้ และการประมง,พันคน,2) ภาคกลาง,2566
2.64,สำนักงานสถิติแห่งชาติ,354,02) การทำเหมืองแร่ และเหมืองหิน,พันคน,2) ภาคกลาง,2566
249.51,สำนักงานสถิติแห่งชาติ,355,03) การผลิต,พันคน,2) ภาคกลาง,2566
2.17,สำนักงานสถิติแห่งชาติ,356,04) ไฟฟ้า ก๊าซ ไอน้ำและระบบปรับอากาศ,พันคน,2) ภาคกลาง,2566
1.1,สำนักงานสถิติแห่งชาติ,357,05) การจัดหาน้ำ การจัดการและการบำบัดน้ำเสียของเสีย และสิ่งปฏิกูล,พันคน,2) ภาคกลาง,2566
114.51,สำนักงานสถิติแห่งชาติ,358,06) การก่อสร้าง,พันคน,2) ภาคกลาง,2566
495.37,สำนักงานสถิติแห่งชาติ,359,07) การขายส่ง และการขายปลีก การซ่อมยานยนต์,พันคน,2) ภาคกลาง,2566
82.75,สำนักงานสถิติแห่งชาติ,360,08) การขนส่ง และสถานที่เก็บสินค้า,พันคน,2) ภาคกลาง,2566
219.2,สำนักงานสถิติแห่งชาติ,361,09) ที่พักแรมและบริการด้านอาหาร,พันคน,2) ภาคกลาง,2566
0.15,สำนักงานสถิติแห่งชาติ,362,10) ข้อมูลข่าวสารและการสื่อสาร,พันคน,2) ภาคกลาง,2566
1.27,สำนักงานสถิติแห่งชาติ,363,11) กิจกรรมทางการเงินและการประกันภัย,พันคน,2) ภาคกลาง,2566
39.7,สำนักงานสถิติแห่งชาติ,364,12) กิจกรรมอสังหาริมทรัพย์,พันคน,2) ภาคกลาง,2566
4.97,สำนักงานสถิติแห่งชาติ,365,13) กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค,พันคน,2) ภาคกลาง,2566
48.33,สำนักงานสถิติแห่งชาติ,366,14) กิจกรรมการบริหารและการบริการสนับสนุน,พันคน,2) ภาคกลาง,2566
31.75,สำนักงานสถิติแห่งชาติ,367,15) การบริหารราชการ การป้องกันประเทศ การประกันสังคม,พันคน,2) ภาคกลาง,2566
25.34,สำนักงานสถิติแห่งชาติ,368,16) การศึกษา,พันคน,2) ภาคกลาง,2566
22.53,สำนักงานสถิติแห่งชาติ,369,17) กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์,พันคน,2) ภาคกลาง,2566
24.49,สำนักงานสถิติแห่งชาติ,370,18) ศิลปะ ความบันเทิง และนันทนาการ,พันคน,2) ภาคกลาง,2566
97.11,สำนักงานสถิติแห่งชาติ,371,19) กิจกรรมบริการด้านอื่น ๆ,พันคน,2) ภาคกลาง,2566
16.75,สำนักงานสถิติแห่งชาติ,372,20) กิจกรรมการจ้างงานในครัวเรือนส่วนบุคคล การผลิตสินค้าและบริการที่ทำขึ้นเองเพื่อใช้ในครัวเรือน,พันคน,2) ภาคกลาง,2566
