OCCUPATION,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,411.77,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,477,หญิง,พันคน,ภาคกลาง,2563
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,780.44,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,478,หญิง,พันคน,ภาคใต้,2563
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1017.76,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,479,หญิง,พันคน,ภาคเหนือ,2563
 เสมียน,287.18,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,480,หญิง,พันคน,กรุงเทพมหานคร,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,98.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,481,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,459.5,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,482,หญิง,พันคน,ภาคกลาง,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.66,ไตรมาสที่ 2,สำนักงานสถิติแห่งชาติ,483,ชาย,พันคน,ภาคใต้,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 3,สำนักงานสถิติแห่งชาติ,484,ชาย,พันคน,ภาคเหนือ,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,240.29,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,485,ชาย,พันคน,กรุงเทพมหานคร,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,524.67,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,486,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,1497.68,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,487,ชาย,พันคน,ภาคกลาง,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,734.68,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,488,ชาย,พันคน,ภาคกลาง,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,489,ชาย,พันคน,ภาคกลาง,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,172.85,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,490,หญิง,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,440.01,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,491,หญิง,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,430.7,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,492,หญิง,พันคน,ภาคกลาง,2565
 เสมียน,524.26,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,493,หญิง,พันคน,ภาคกลาง,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1589.16,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,494,หญิง,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,759.81,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,495,หญิง,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,400.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,496,หญิง,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,850.09,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,497,หญิง,พันคน,ภาคกลาง,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,816.82,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,498,หญิง,พันคน,ภาคกลาง,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,3.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,499,หญิง,พันคน,ภาคกลาง,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,96.75,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,500,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,113.81,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,501,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,79.85,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,502,ชาย,พันคน,ภาคเหนือ,2565
 เสมียน,59.68,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,503,ชาย,พันคน,ภาคเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,416.3,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,504,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1361.89,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,505,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,433.98,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,506,ชาย,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,227.81,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,507,ชาย,พันคน,ภาคเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,477.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,508,ชาย,พันคน,ภาคเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,509,ชาย,พันคน,ภาคเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,44.52,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,510,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,185.67,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,511,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,83.84,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,512,หญิง,พันคน,ภาคเหนือ,2565
 เสมียน,141.87,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,513,หญิง,พันคน,ภาคเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,736.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,514,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,971.39,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,515,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,172.67,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,516,หญิง,พันคน,ภาคเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,73.58,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,517,หญิง,พันคน,ภาคเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,407.18,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,518,หญิง,พันคน,ภาคเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,519,หญิง,พันคน,ภาคเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,206.37,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,520,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,129.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,521,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,87.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,522,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 เสมียน,58.53,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,523,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,592.42,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,524,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,2265.12,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,525,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,632.91,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,526,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,300.43,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,527,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,696.45,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,528,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,529,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,77.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,530,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,300.58,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,531,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,532,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,65.71,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,533,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,242.75,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,534,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,92.78,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,535,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 เสมียน,155.34,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,536,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,891.58,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,537,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,2215.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,538,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,195.03,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,539,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,120.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,540,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,339.29,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,541,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,542,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,82.34,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,543,ชาย,พันคน,ภาคใต้,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,71.59,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,544,ชาย,พันคน,ภาคใต้,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,73.21,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,545,ชาย,พันคน,ภาคใต้,2564
 เสมียน,39.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,546,ชาย,พันคน,ภาคใต้,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,396.28,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,547,ชาย,พันคน,ภาคใต้,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1273.04,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,548,ชาย,พันคน,ภาคใต้,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,378.18,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,549,ชาย,พันคน,ภาคใต้,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,194.41,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,550,ชาย,พันคน,ภาคใต้,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,324.84,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,551,ชาย,พันคน,ภาคใต้,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,552,ชาย,พันคน,ภาคใต้,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,36.07,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,553,หญิง,พันคน,ภาคใต้,2564
 ผู้ประกอบวิชาชีพด้านต่างๆ,158.28,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,554,หญิง,พันคน,ภาคใต้,2564
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,90.15,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,555,หญิง,พันคน,ภาคใต้,2564
 เสมียน,122.53,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,556,หญิง,พันคน,ภาคใต้,2564
 พนักงานบริการและพนักงานในร้านค้าและตลาด,668.17,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,557,หญิง,พันคน,ภาคใต้,2564
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,820.22,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,558,หญิง,พันคน,ภาคใต้,2564
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,105.62,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,559,หญิง,พันคน,ภาคใต้,2564
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,14.35,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,560,หญิง,พันคน,ภาคใต้,2564
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,216.91,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,561,หญิง,พันคน,ภาคใต้,2564
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,562,หญิง,พันคน,ภาคใต้,2564
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,193.46,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,563,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,270.32,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,564,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,226.51,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,565,ชาย,พันคน,กรุงเทพมหานคร,2565
 เสมียน,154.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,566,ชาย,พันคน,กรุงเทพมหานคร,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,682.63,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,567,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,13.64,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,568,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,460.47,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,569,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,671.52,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,570,ชาย,พันคน,กรุงเทพมหานคร,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,209.35,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,571,ชาย,พันคน,กรุงเทพมหานคร,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,2.08,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,572,ชาย,พันคน,กรุงเทพมหานคร,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,132.93,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,573,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,309.06,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,574,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,325.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,575,หญิง,พันคน,กรุงเทพมหานคร,2565
 เสมียน,362.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,576,หญิง,พันคน,กรุงเทพมหานคร,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,892.49,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,577,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,5.55,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,578,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,129.12,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,579,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,140.0,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,580,หญิง,พันคน,กรุงเทพมหานคร,2565
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,427.35,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,581,หญิง,พันคน,กรุงเทพมหานคร,2565
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,9.2,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,582,หญิง,พันคน,กรุงเทพมหานคร,2565
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,296.09,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,583,ชาย,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านต่างๆ,305.9,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,584,ชาย,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,343.97,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,585,ชาย,พันคน,ภาคกลาง,2565
 เสมียน,216.29,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,586,ชาย,พันคน,ภาคกลาง,2565
 พนักงานบริการและพนักงานในร้านค้าและตลาด,1090.28,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,587,ชาย,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,1102.01,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,588,ชาย,พันคน,ภาคกลาง,2565
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,1232.33,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,589,ชาย,พันคน,ภาคกลาง,2565
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,108.54,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,590,หญิง,พันคน,ภาคตะวันออกเฉียงเหนือ,2565
ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,35.95,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,591,หญิง,พันคน,ภาคใต้,2568
ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,18.81,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,592,หญิง,พันคน,ภาคใต้,2568
ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,81.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,593,หญิง,พันคน,ภาคใต้,2568
ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,654.05,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,594,หญิง,พันคน,ภาคใต้,2568
ผู้ประกอบวิชาชีพด้านต่างๆ,152.59,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,595,หญิง,พันคน,ภาคใต้,2568
ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่างๆ และอาชีพที่เกี่ยวข้อง,91.56,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,596,หญิง,พันคน,ภาคใต้,2568
พนักงานบริการและพนักงานในร้านค้าและตลาด,599.32,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,597,หญิง,พันคน,ภาคใต้,2568
อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,229.31,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,598,หญิง,พันคน,ภาคใต้,2568
เสมียน,125.25,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,599,หญิง,พันคน,ภาคใต้,2568
ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,23.21,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,600,ชาย,พันคน,ภาคใต้ชายแดน,2568
ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,25.27,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,601,ชาย,พันคน,ภาคใต้ชายแดน,2568
ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,93.27,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,602,ชาย,พันคน,ภาคใต้ชายแดน,2568
ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,228.53,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,603,ชาย,พันคน,ภาคใต้ชายแดน,2568
ผู้ประกอบวิชาชีพด้านต่างๆ,22.76,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,604,ชาย,พันคน,ภาคใต้ชายแดน,2568
ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่างๆ และอาชีพที่เกี่ยวข้อง,9.83,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,605,ชาย,พันคน,ภาคใต้ชายแดน,2568
พนักงานบริการและพนักงานในร้านค้าและตลาด,95.77,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,606,ชาย,พันคน,ภาคใต้ชายแดน,2568
อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,51.14,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,607,ชาย,พันคน,ภาคใต้ชายแดน,2568
เสมียน,5.39,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,608,ชาย,พันคน,ภาคใต้ชายแดน,2568
ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,6.79,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,609,หญิง,พันคน,ภาคใต้ชายแดน,2568
ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,1.46,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,610,หญิง,พันคน,ภาคใต้ชายแดน,2568
ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,31.57,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,611,หญิง,พันคน,ภาคใต้ชายแดน,2568
ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,156.67,ไตรมาสที่ 1,สำนักงานสถิติแห่งชาติ,612,หญิง,พันคน,ภาคใต้ชายแดน,2568
