OCCUPATION,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,230.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,138,ชาย,พันคน,ภาคเหนือ,2567
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,473.7,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,139,ชาย,พันคน,ภาคเหนือ,2567
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.0,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,140,ชาย,พันคน,ภาคเหนือ,2567
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,47.73,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,141,หญิง,พันคน,ภาคเหนือ,2567
 ผู้ประกอบวิชาชีพด้านต่างๆ,182.85,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,142,หญิง,พันคน,ภาคเหนือ,2567
 ผู้ประกอบวิชาชีพด้านเทคนิคสาขาต่าง ๆ และอาชีพที่เกี่ยวข้อง,88.1,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,143,หญิง,พันคน,ภาคเหนือ,2567
 เสมียน,145.63,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,144,หญิง,พันคน,ภาคเหนือ,2567
 พนักงานบริการและพนักงานในร้านค้าและตลาด,737.18,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,145,หญิง,พันคน,ภาคเหนือ,2567
 ผู้ปฏิบัติงานที่มีฝีมือในด้านการเกษตรและการประมง,997.81,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,146,หญิง,พันคน,ภาคเหนือ,2567
 ผู้ปฏิบัติงานด้านความสามารถทางฝีมือและธุรกิจการค้าที่เกี่ยวข้อง,172.47,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,147,หญิง,พันคน,ภาคเหนือ,2567
 ผู้ปฏิบัติการโรงงานและเครื่องจักรและผู้ปฏิบัติงานด้านการประกอบ,66.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,148,หญิง,พันคน,ภาคเหนือ,2567
 อาชีพขั้นพื้นฐานต่างๆ ในด้านการขายและการให้บริการ,396.63,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,149,หญิง,พันคน,ภาคเหนือ,2567
 คนงานซึ่งมิได้จำแนกไว้ในหมวดอื่น,0.23,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,150,หญิง,พันคน,ภาคเหนือ,2567
 ผู้บัญญัติกฎหมาย ข้าราชการระดับอาวุโสและผู้จัดการ,154.2,ไตรมาสที่ 4,สำนักงานสถิติแห่งชาติ,151,ชาย,พันคน,ภาคตะวันออกเฉียงเหนือ,2567
