OCCUPATION,VALUE,SOURCE,_id,UNIT,YEAR
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,111097,สำนักงานสถิติแห่งชาติ,198,คน,2563
เสมียนด้านการให้บริการลูกค้า,36946,สำนักงานสถิติแห่งชาติ,199,คน,2563
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,68949,สำนักงานสถิติแห่งชาติ,200,คน,2563
เสมียนอื่นๆ,32968,สำนักงานสถิติแห่งชาติ,201,คน,2563
พนักงานบริการส่วนบุคคล,88890,สำนักงานสถิติแห่งชาติ,202,คน,2563
ผู้จำหน่ายสินค้า,384302,สำนักงานสถิติแห่งชาติ,203,คน,2563
ผู้ปฎิบัติงานดูแลส่วนบุคคล,21413,สำนักงานสถิติแห่งชาติ,204,คน,2563
ผู้ให้บริการด้านการป้องกันภัย,51763,สำนักงานสถิติแห่งชาติ,205,คน,2563
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,19670,สำนักงานสถิติแห่งชาติ,206,คน,2563
ช่างงานหัตถกรรมและงานพิมพ์,15532,สำนักงานสถิติแห่งชาติ,207,คน,2563
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),53114,สำนักงานสถิติแห่งชาติ,208,คน,2563
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,171658,สำนักงานสถิติแห่งชาติ,209,คน,2563
คนงานและผู้ช่วยทำความสะอาด,8926,สำนักงานสถิติแห่งชาติ,210,คน,2563
คนงานด้านเกษตร ประมง และป่าไม้,19668,สำนักงานสถิติแห่งชาติ,211,คน,2563
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,43535,สำนักงานสถิติแห่งชาติ,212,คน,2563
ผู้ช่วยผู้ประกอบอาหาร,2982,สำนักงานสถิติแห่งชาติ,213,คน,2563
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,14981,สำนักงานสถิติแห่งชาติ,214,คน,2563
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,20567,สำนักงานสถิติแห่งชาติ,215,คน,2563
อาชีพที่มิได้ระบุไว้,3546,สำนักงานสถิติแห่งชาติ,216,คน,2563
รวม,1725740,สำนักงานสถิติแห่งชาติ,217,คน,2563
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,25048,สำนักงานสถิติแห่งชาติ,218,คน,2564
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,47311,สำนักงานสถิติแห่งชาติ,219,คน,2564
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,118942,สำนักงานสถิติแห่งชาติ,220,คน,2564
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,32989,สำนักงานสถิติแห่งชาติ,221,คน,2564
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,32009,สำนักงานสถิติแห่งชาติ,222,คน,2564
ผู้ประกอบวิชาชีพด้านการสอน,104205,สำนักงานสถิติแห่งชาติ,223,คน,2564
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,41220,สำนักงานสถิติแห่งชาติ,224,คน,2564
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,11779,สำนักงานสถิติแห่งชาติ,225,คน,2564
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,4760,สำนักงานสถิติแห่งชาติ,226,คน,2564
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,78564,สำนักงานสถิติแห่งชาติ,227,คน,2564
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),18394,สำนักงานสถิติแห่งชาติ,228,คน,2564
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,111427,สำนักงานสถิติแห่งชาติ,229,คน,2564
เสมียนด้านการให้บริการลูกค้า,33591,สำนักงานสถิติแห่งชาติ,230,คน,2564
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,74558,สำนักงานสถิติแห่งชาติ,231,คน,2564
เสมียนอื่นๆ,31157,สำนักงานสถิติแห่งชาติ,232,คน,2564
พนักงานบริการส่วนบุคคล,101911,สำนักงานสถิติแห่งชาติ,233,คน,2564
ผู้จำหน่ายสินค้า,424387,สำนักงานสถิติแห่งชาติ,234,คน,2564
ผู้ปฎิบัติงานดูแลส่วนบุคคล,24391,สำนักงานสถิติแห่งชาติ,235,คน,2564
ผู้ให้บริการด้านการป้องกันภัย,41828,สำนักงานสถิติแห่งชาติ,236,คน,2564
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,22824,สำนักงานสถิติแห่งชาติ,237,คน,2564
ช่างงานหัตถกรรมและงานพิมพ์,20841,สำนักงานสถิติแห่งชาติ,238,คน,2564
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),55385,สำนักงานสถิติแห่งชาติ,239,คน,2564
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,179168,สำนักงานสถิติแห่งชาติ,240,คน,2564
คนงานและผู้ช่วยทำความสะอาด,7504,สำนักงานสถิติแห่งชาติ,241,คน,2564
คนงานด้านเกษตร ประมง และป่าไม้,22379,สำนักงานสถิติแห่งชาติ,242,คน,2564
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,39496,สำนักงานสถิติแห่งชาติ,243,คน,2564
ผู้ช่วยผู้ประกอบอาหาร,4804,สำนักงานสถิติแห่งชาติ,244,คน,2564
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,14452,สำนักงานสถิติแห่งชาติ,245,คน,2564
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,21045,สำนักงานสถิติแห่งชาติ,246,คน,2564
อาชีพที่มิได้ระบุไว้,3466,สำนักงานสถิติแห่งชาติ,247,คน,2564
รวม,1749835,สำนักงานสถิติแห่งชาติ,248,คน,2564
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,25018,สำนักงานสถิติแห่งชาติ,249,คน,2565
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,38303,สำนักงานสถิติแห่งชาติ,250,คน,2565
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,117995,สำนักงานสถิติแห่งชาติ,251,คน,2565
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,36287,สำนักงานสถิติแห่งชาติ,252,คน,2565
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,43648,สำนักงานสถิติแห่งชาติ,253,คน,2565
ผู้ประกอบวิชาชีพด้านการสอน,96272,สำนักงานสถิติแห่งชาติ,254,คน,2565
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,52321,สำนักงานสถิติแห่งชาติ,255,คน,2565
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,18219,สำนักงานสถิติแห่งชาติ,256,คน,2565
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,5694,สำนักงานสถิติแห่งชาติ,257,คน,2565
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,101225,สำนักงานสถิติแห่งชาติ,258,คน,2565
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),23636,สำนักงานสถิติแห่งชาติ,259,คน,2565
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,126985,สำนักงานสถิติแห่งชาติ,260,คน,2565
เสมียนด้านการให้บริการลูกค้า,34424,สำนักงานสถิติแห่งชาติ,261,คน,2565
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,77257,สำนักงานสถิติแห่งชาติ,262,คน,2565
เสมียนอื่นๆ,32592,สำนักงานสถิติแห่งชาติ,263,คน,2565
พนักงานบริการส่วนบุคคล,112112,สำนักงานสถิติแห่งชาติ,264,คน,2565
ผู้จำหน่ายสินค้า,445626,สำนักงานสถิติแห่งชาติ,265,คน,2565
ผู้ปฎิบัติงานดูแลส่วนบุคคล,20231,สำนักงานสถิติแห่งชาติ,266,คน,2565
ผู้ให้บริการด้านการป้องกันภัย,48252,สำนักงานสถิติแห่งชาติ,267,คน,2565
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,20645,สำนักงานสถิติแห่งชาติ,268,คน,2565
ช่างงานหัตถกรรมและงานพิมพ์,18592,สำนักงานสถิติแห่งชาติ,269,คน,2565
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),56090,สำนักงานสถิติแห่งชาติ,270,คน,2565
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,198807,สำนักงานสถิติแห่งชาติ,271,คน,2565
คนงานและผู้ช่วยทำความสะอาด,10812,สำนักงานสถิติแห่งชาติ,272,คน,2565
คนงานด้านเกษตร ประมง และป่าไม้,24786,สำนักงานสถิติแห่งชาติ,273,คน,2565
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,43672,สำนักงานสถิติแห่งชาติ,274,คน,2565
ผู้ช่วยผู้ประกอบอาหาร,5547,สำนักงานสถิติแห่งชาติ,275,คน,2565
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,12571,สำนักงานสถิติแห่งชาติ,276,คน,2565
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,23492,สำนักงานสถิติแห่งชาติ,277,คน,2565
อาชีพที่มิได้ระบุไว้,8654,สำนักงานสถิติแห่งชาติ,278,คน,2565
รวม,1879765,สำนักงานสถิติแห่งชาติ,279,คน,2565
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,25376,สำนักงานสถิติแห่งชาติ,280,คน,2566
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,41704,สำนักงานสถิติแห่งชาติ,281,คน,2566
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,112815,สำนักงานสถิติแห่งชาติ,282,คน,2566
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,41098,สำนักงานสถิติแห่งชาติ,283,คน,2566
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,38121,สำนักงานสถิติแห่งชาติ,284,คน,2566
ผู้ประกอบวิชาชีพด้านการสอน,86917,สำนักงานสถิติแห่งชาติ,285,คน,2566
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,43044,สำนักงานสถิติแห่งชาติ,286,คน,2566
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,20078,สำนักงานสถิติแห่งชาติ,287,คน,2566
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,5847,สำนักงานสถิติแห่งชาติ,288,คน,2566
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,96652,สำนักงานสถิติแห่งชาติ,289,คน,2566
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),25318,สำนักงานสถิติแห่งชาติ,290,คน,2566
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,124729,สำนักงานสถิติแห่งชาติ,291,คน,2566
เสมียนด้านการให้บริการลูกค้า,30777,สำนักงานสถิติแห่งชาติ,292,คน,2566
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,85527,สำนักงานสถิติแห่งชาติ,293,คน,2566
เสมียนอื่นๆ,29463,สำนักงานสถิติแห่งชาติ,294,คน,2566
พนักงานบริการส่วนบุคคล,120485,สำนักงานสถิติแห่งชาติ,295,คน,2566
ผู้จำหน่ายสินค้า,491663,สำนักงานสถิติแห่งชาติ,296,คน,2566
ผู้ปฎิบัติงานดูแลส่วนบุคคล,25964,สำนักงานสถิติแห่งชาติ,297,คน,2566
ผู้ให้บริการด้านการป้องกันภัย,52218,สำนักงานสถิติแห่งชาติ,298,คน,2566
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,20022,สำนักงานสถิติแห่งชาติ,299,คน,2566
ช่างงานหัตถกรรมและงานพิมพ์,20657,สำนักงานสถิติแห่งชาติ,300,คน,2566
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),62134,สำนักงานสถิติแห่งชาติ,301,คน,2566
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,216569,สำนักงานสถิติแห่งชาติ,302,คน,2566
คนงานและผู้ช่วยทำความสะอาด,10778,สำนักงานสถิติแห่งชาติ,303,คน,2566
คนงานด้านเกษตร ประมง และป่าไม้,21903,สำนักงานสถิติแห่งชาติ,304,คน,2566
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,39797,สำนักงานสถิติแห่งชาติ,305,คน,2566
ผู้ช่วยผู้ประกอบอาหาร,5081,สำนักงานสถิติแห่งชาติ,306,คน,2566
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,14697,สำนักงานสถิติแห่งชาติ,307,คน,2566
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,28898,สำนักงานสถิติแห่งชาติ,308,คน,2566
อาชีพที่มิได้ระบุไว้,13578,สำนักงานสถิติแห่งชาติ,309,คน,2566
รวม,1951910,สำนักงานสถิติแห่งชาติ,310,คน,2566
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,28573,สำนักงานสถิติแห่งชาติ,311,คน,2567
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,39793,สำนักงานสถิติแห่งชาติ,312,คน,2567
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,106076,สำนักงานสถิติแห่งชาติ,313,คน,2567
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,45162,สำนักงานสถิติแห่งชาติ,314,คน,2567
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,36313,สำนักงานสถิติแห่งชาติ,315,คน,2567
ผู้ประกอบวิชาชีพด้านการสอน,87175,สำนักงานสถิติแห่งชาติ,316,คน,2567
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,45567,สำนักงานสถิติแห่งชาติ,317,คน,2567
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,21543,สำนักงานสถิติแห่งชาติ,318,คน,2567
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,5539,สำนักงานสถิติแห่งชาติ,319,คน,2567
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,91497,สำนักงานสถิติแห่งชาติ,320,คน,2567
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),26896,สำนักงานสถิติแห่งชาติ,321,คน,2567
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,125053,สำนักงานสถิติแห่งชาติ,322,คน,2567
เสมียนด้านการให้บริการลูกค้า,32533,สำนักงานสถิติแห่งชาติ,323,คน,2567
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,72098,สำนักงานสถิติแห่งชาติ,324,คน,2567
เสมียนอื่นๆ,35580,สำนักงานสถิติแห่งชาติ,325,คน,2567
พนักงานบริการส่วนบุคคล,125571,สำนักงานสถิติแห่งชาติ,326,คน,2567
ผู้จำหน่ายสินค้า,478924,สำนักงานสถิติแห่งชาติ,327,คน,2567
ผู้ปฎิบัติงานดูแลส่วนบุคคล,20172,สำนักงานสถิติแห่งชาติ,328,คน,2567
ผู้ให้บริการด้านการป้องกันภัย,55162,สำนักงานสถิติแห่งชาติ,329,คน,2567
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,5792,สำนักงานสถิติแห่งชาติ,330,คน,2567
ช่างงานหัตถกรรมและงานพิมพ์,18522,สำนักงานสถิติแห่งชาติ,331,คน,2567
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),57527,สำนักงานสถิติแห่งชาติ,332,คน,2567
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,231261,สำนักงานสถิติแห่งชาติ,333,คน,2567
คนงานและผู้ช่วยทำความสะอาด,11227,สำนักงานสถิติแห่งชาติ,334,คน,2567
คนงานด้านเกษตร ประมง และป่าไม้,23230,สำนักงานสถิติแห่งชาติ,335,คน,2567
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,46391,สำนักงานสถิติแห่งชาติ,336,คน,2567
ผู้ช่วยผู้ประกอบอาหาร,6584,สำนักงานสถิติแห่งชาติ,337,คน,2567
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,17712,สำนักงานสถิติแห่งชาติ,338,คน,2567
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,30072,สำนักงานสถิติแห่งชาติ,339,คน,2567
อาชีพที่มิได้ระบุไว้,15132,สำนักงานสถิติแห่งชาติ,340,คน,2567
รวม,1942677,สำนักงานสถิติแห่งชาติ,341,คน,2567
ผู้บริหารระดับสูง ข้าราชการอาวุโส และผู้บัญญัติกฎหมาย,30018,สำนักงานสถิติแห่งชาติ,342,คน,2568
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์,39549,สำนักงานสถิติแห่งชาติ,343,คน,2568
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง,121740,สำนักงานสถิติแห่งชาติ,344,คน,2568
ผู้จัดการโรงแรม การค้า และการบริการอื่นๆ ที่เกี่ยวข้อง,42140,สำนักงานสถิติแห่งชาติ,345,คน,2568
ผู้ประกอบวิชาชีพด้านการออกแบบผลิตภัณฑ์ เครื่องแต่งกาย ภาพกราฟฟิกและสื่อผสม,33518,สำนักงานสถิติแห่งชาติ,346,คน,2568
ผู้ประกอบวิชาชีพด้านการสอน,80465,สำนักงานสถิติแห่งชาติ,347,คน,2568
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร,46293,สำนักงานสถิติแห่งชาติ,348,คน,2568
ผู้ประกอบวิชาชีพด้านกฎหมาย สังคม และวัฒนธรรม,18321,สำนักงานสถิติแห่งชาติ,349,คน,2568
ผู้ประกอบวิชาชีพอื่น ที่เกี่ยวข้องกับด้านสุขภาพ,7204,สำนักงานสถิติแห่งชาติ,350,คน,2568
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับธุรกิจและการบริหาร,85522,สำนักงานสถิติแห่งชาติ,351,คน,2568
ผู้ประกอบวิชาชีพที่เกี่ยวข้องกับกฎหมาย สังคม วัฒนธรรม และด้านอื่นๆที่เกี่ยวข้อง (ไม่รวมช่างถ่ายภาพ),20762,สำนักงานสถิติแห่งชาติ,352,คน,2568
เสมียนทั่วไปและพนักงานใช้อุปกรณ์ที่มีแผงพิมพ์,121330,สำนักงานสถิติแห่งชาติ,353,คน,2568
เสมียนด้านการให้บริการลูกค้า,35797,สำนักงานสถิติแห่งชาติ,354,คน,2568
เสมียนบันทึกรายการตัวเลข วัสดุ และสินค้า,71731,สำนักงานสถิติแห่งชาติ,355,คน,2568
เสมียนอื่นๆ,33754,สำนักงานสถิติแห่งชาติ,356,คน,2568
พนักงานบริการส่วนบุคคล,134603,สำนักงานสถิติแห่งชาติ,357,คน,2568
ผู้จำหน่ายสินค้า,463732,สำนักงานสถิติแห่งชาติ,358,คน,2568
ผู้ปฎิบัติงานดูแลส่วนบุคคล,20046,สำนักงานสถิติแห่งชาติ,359,คน,2568
ผู้ให้บริการด้านการป้องกันภัย,46981,สำนักงานสถิติแห่งชาติ,360,คน,2568
ผู้ปฎิบัติงานที่มีฝีมือด้านการเกษตร ประมง ล่าสัตว์ และเก็บพืชผลเพื่อการดำรงชีพ,3895,สำนักงานสถิติแห่งชาติ,361,คน,2568
ช่างงานหัตถกรรมและงานพิมพ์,17358,สำนักงานสถิติแห่งชาติ,362,คน,2568
ผู้แปรรูปอาหาร งานไม้ เครื่องแต่งกาย และผู้ปฏิบัติงานที่เกี่ยวข้อง (ไม่รวม ผู้ปฏิบัติงานด้านวัตถุระเบิด ปฏิบัติงานใต้น้ำ ทดสอบผลิตภัณฑ์ที่ไม่ใช่อาหารและเครื่องดื่ม ผู้รมยาและกำจัดแมลง),52127,สำนักงานสถิติแห่งชาติ,363,คน,2568
ผู้ขับยานยนต์และผู้ควบคุมเครื่องจักรโรงงานชนิดเคลื่อนที่ได้,213882,สำนักงานสถิติแห่งชาติ,364,คน,2568
คนงานและผู้ช่วยทำความสะอาด,12059,สำนักงานสถิติแห่งชาติ,365,คน,2568
คนงานด้านเกษตร ประมง และป่าไม้,27010,สำนักงานสถิติแห่งชาติ,366,คน,2568
คนงานเหมืองแร่ การก่อสร้าง การผลิต และการขนส่ง,48072,สำนักงานสถิติแห่งชาติ,367,คน,2568
ผู้ช่วยผู้ประกอบอาหาร,7464,สำนักงานสถิติแห่งชาติ,368,คน,2568
ผู้จำหน่ายสินค้าและให้บริการตามถนนและสถานที่ที่คล้ายกัน,13951,สำนักงานสถิติแห่งชาติ,369,คน,2568
ผู้ปฎิบัติงานด้านขยะและผู้ประกอบอาชีพงานพื้นฐานอื่นๆ,34594,สำนักงานสถิติแห่งชาติ,370,คน,2568
อาชีพที่มิได้ระบุไว้,20113,สำนักงานสถิติแห่งชาติ,371,คน,2568
รวม,1904031,สำนักงานสถิติแห่งชาติ,372,คน,2568
