VALUE,QUARTER,AREA,SOURCE,_id,REG,AGEGROUP,UNIT,YEAR
680.93,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,514,ภาคใต้,50-59 ปี,พันคน,2568
862.34,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,515,ภาคใต้,60 ปีขึ้นไป,พันคน,2568
198.02,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,516,ภาคใต้,15-19 ปี,พันคน,2568
221.25,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,517,ภาคใต้,20-24 ปี,พันคน,2568
227.26,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,518,ภาคใต้,25-29 ปี,พันคน,2568
215.45,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,519,ภาคใต้,30-34 ปี,พันคน,2568
199.04,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,520,ภาคใต้,35-39 ปี,พันคน,2568
405.06,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,521,ภาคใต้,40-49 ปี,พันคน,2568
400.29,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,522,ภาคใต้,50-59 ปี,พันคน,2568
508.69,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,523,ภาคใต้,60 ปีขึ้นไป,พันคน,2568
98.03,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,524,ภาคใต้ชายแดน,15-19 ปี,พันคน,2568
102.91,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,525,ภาคใต้ชายแดน,20-24 ปี,พันคน,2568
102.84,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,526,ภาคใต้ชายแดน,25-29 ปี,พันคน,2568
100.25,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,527,ภาคใต้ชายแดน,30-34 ปี,พันคน,2568
96.62,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,528,ภาคใต้ชายแดน,35-39 ปี,พันคน,2568
205.23,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,529,ภาคใต้ชายแดน,40-49 ปี,พันคน,2568
209.78,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,530,ภาคใต้ชายแดน,50-59 ปี,พันคน,2568
267.3,ไตรมาส 1,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,531,ภาคใต้ชายแดน,60 ปีขึ้นไป,พันคน,2568
26.17,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,532,ภาคใต้ชายแดน,15-19 ปี,พันคน,2568
27.44,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,533,ภาคใต้ชายแดน,20-24 ปี,พันคน,2568
27.43,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,534,ภาคใต้ชายแดน,25-29 ปี,พันคน,2568
26.76,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,535,ภาคใต้ชายแดน,30-34 ปี,พันคน,2568
25.79,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,536,ภาคใต้ชายแดน,35-39 ปี,พันคน,2568
54.84,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,537,ภาคใต้ชายแดน,40-49 ปี,พันคน,2568
56.09,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,538,ภาคใต้ชายแดน,50-59 ปี,พันคน,2568
71.64,ไตรมาส 1,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,539,ภาคใต้ชายแดน,60 ปีขึ้นไป,พันคน,2568
332.23,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,540,กรุงเทพมหานคร,15-19 ปี,พันคน,2568
486.01,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,541,กรุงเทพมหานคร,20-24 ปี,พันคน,2568
617.86,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,542,กรุงเทพมหานคร,25-29 ปี,พันคน,2568
784.53,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,543,กรุงเทพมหานคร,30-34 ปี,พันคน,2568
908.95,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,544,กรุงเทพมหานคร,35-39 ปี,พันคน,2568
1798.97,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,545,กรุงเทพมหานคร,40-49 ปี,พันคน,2568
1449.06,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,546,กรุงเทพมหานคร,50-59 ปี,พันคน,2568
1524.88,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,547,กรุงเทพมหานคร,60 ปีขึ้นไป,พันคน,2568
432.37,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,548,ภาคกลาง,15-19 ปี,พันคน,2568
575.53,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,549,ภาคกลาง,20-24 ปี,พันคน,2568
668.37,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,550,ภาคกลาง,25-29 ปี,พันคน,2568
671.12,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,551,ภาคกลาง,30-34 ปี,พันคน,2568
659.28,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,552,ภาคกลาง,35-39 ปี,พันคน,2568
1337.8,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,553,ภาคกลาง,40-49 ปี,พันคน,2568
1248.33,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,554,ภาคกลาง,50-59 ปี,พันคน,2568
1586.64,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,555,ภาคกลาง,60 ปีขึ้นไป,พันคน,2568
360.69,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,556,ภาคกลาง,15-19 ปี,พันคน,2568
507.73,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,557,ภาคกลาง,20-24 ปี,พันคน,2568
610.03,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,558,ภาคกลาง,25-29 ปี,พันคน,2568
624.16,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,559,ภาคกลาง,30-34 ปี,พันคน,2568
621.85,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,560,ภาคกลาง,35-39 ปี,พันคน,2568
1250.66,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,561,ภาคกลาง,40-49 ปี,พันคน,2568
1115.46,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,562,ภาคกลาง,50-59 ปี,พันคน,2568
1325.26,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,563,ภาคกลาง,60 ปีขึ้นไป,พันคน,2568
197.77,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,564,ภาคตะวันออก,15-19 ปี,พันคน,2568
252.24,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,565,ภาคตะวันออก,20-24 ปี,พันคน,2568
289.59,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,566,ภาคตะวันออก,25-29 ปี,พันคน,2568
294.19,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,567,ภาคตะวันออก,30-34 ปี,พันคน,2568
285.48,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,568,ภาคตะวันออก,35-39 ปี,พันคน,2568
598.92,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,569,ภาคตะวันออก,40-49 ปี,พันคน,2568
509.43,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,570,ภาคตะวันออก,50-59 ปี,พันคน,2568
551.25,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,571,ภาคตะวันออก,60 ปีขึ้นไป,พันคน,2568
176.37,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,572,ภาคตะวันออก,15-19 ปี,พันคน,2568
227.9,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,573,ภาคตะวันออก,20-24 ปี,พันคน,2568
258.87,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,574,ภาคตะวันออก,25-29 ปี,พันคน,2568
261.49,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,575,ภาคตะวันออก,30-34 ปี,พันคน,2568
254.07,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,576,ภาคตะวันออก,35-39 ปี,พันคน,2568
530.37,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,577,ภาคตะวันออก,40-49 ปี,พันคน,2568
449.65,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,578,ภาคตะวันออก,50-59 ปี,พันคน,2568
491.77,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,579,ภาคตะวันออก,60 ปีขึ้นไป,พันคน,2568
932.83,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,580,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,พันคน,2568
959.48,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,581,ภาคตะวันออกเฉียงเหนือ,20-24 ปี,พันคน,2568
915.49,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,582,ภาคตะวันออกเฉียงเหนือ,25-29 ปี,พันคน,2568
733.29,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,583,ภาคตะวันออกเฉียงเหนือ,30-34 ปี,พันคน,2568
522.9,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,584,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,พันคน,2568
1366.05,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,585,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,พันคน,2568
2020.59,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,586,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,พันคน,2568
3055.43,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,587,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,พันคน,2568
393.58,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,588,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,พันคน,2568
404.77,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,589,ภาคตะวันออกเฉียงเหนือ,20-24 ปี,พันคน,2568
386.26,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,590,ภาคตะวันออกเฉียงเหนือ,25-29 ปี,พันคน,2568
309.43,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,591,ภาคตะวันออกเฉียงเหนือ,30-34 ปี,พันคน,2568
220.69,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,592,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,พันคน,2568
576.66,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,593,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,พันคน,2568
853.33,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,594,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,พันคน,2568
1292.28,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,595,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,พันคน,2568
450.53,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,596,ภาคเหนือ,15-19 ปี,พันคน,2568
488.82,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,597,ภาคเหนือ,20-24 ปี,พันคน,2568
497.99,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,598,ภาคเหนือ,25-29 ปี,พันคน,2568
465.85,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,599,ภาคเหนือ,30-34 ปี,พันคน,2568
378.93,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,600,ภาคเหนือ,35-39 ปี,พันคน,2568
841.67,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,601,ภาคเหนือ,40-49 ปี,พันคน,2568
1087.04,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,602,ภาคเหนือ,50-59 ปี,พันคน,2568
1954.71,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,603,ภาคเหนือ,60 ปีขึ้นไป,พันคน,2568
241.35,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,604,ภาคเหนือ,15-19 ปี,พันคน,2568
263.57,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,605,ภาคเหนือ,20-24 ปี,พันคน,2568
270.09,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,606,ภาคเหนือ,25-29 ปี,พันคน,2568
252.5,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,607,ภาคเหนือ,30-34 ปี,พันคน,2568
204.48,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,608,ภาคเหนือ,35-39 ปี,พันคน,2568
450.58,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,609,ภาคเหนือ,40-49 ปี,พันคน,2568
578.75,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,610,ภาคเหนือ,50-59 ปี,พันคน,2568
1042.02,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,611,ภาคเหนือ,60 ปีขึ้นไป,พันคน,2568
332.46,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,612,ภาคใต้,15-19 ปี,พันคน,2568
366.19,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,613,ภาคใต้,20-24 ปี,พันคน,2568
375.31,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,614,ภาคใต้,25-29 ปี,พันคน,2568
360.44,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,615,ภาคใต้,30-34 ปี,พันคน,2568
335.59,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,616,ภาคใต้,35-39 ปี,พันคน,2568
684.14,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,617,ภาคใต้,40-49 ปี,พันคน,2568
681.56,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,618,ภาคใต้,50-59 ปี,พันคน,2568
870.95,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,619,ภาคใต้,60 ปีขึ้นไป,พันคน,2568
197.29,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,620,ภาคใต้,15-19 ปี,พันคน,2568
220.99,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,621,ภาคใต้,20-24 ปี,พันคน,2568
227.41,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,622,ภาคใต้,25-29 ปี,พันคน,2568
215.88,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,623,ภาคใต้,30-34 ปี,พันคน,2568
198.92,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,624,ภาคใต้,35-39 ปี,พันคน,2568
403.91,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,625,ภาคใต้,40-49 ปี,พันคน,2568
400.79,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,626,ภาคใต้,50-59 ปี,พันคน,2568
513.91,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,627,ภาคใต้,60 ปีขึ้นไป,พันคน,2568
97.59,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,628,ภาคใต้ชายแดน,15-19 ปี,พันคน,2568
102.7,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,629,ภาคใต้ชายแดน,20-24 ปี,พันคน,2568
102.84,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,630,ภาคใต้ชายแดน,25-29 ปี,พันคน,2568
100.42,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,631,ภาคใต้ชายแดน,30-34 ปี,พันคน,2568
96.5,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,632,ภาคใต้ชายแดน,35-39 ปี,พันคน,2568
204.53,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,633,ภาคใต้ชายแดน,40-49 ปี,พันคน,2568
209.95,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,634,ภาคใต้ชายแดน,50-59 ปี,พันคน,2568
269.95,ไตรมาส 2,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,635,ภาคใต้ชายแดน,60 ปีขึ้นไป,พันคน,2568
26.05,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,636,ภาคใต้ชายแดน,15-19 ปี,พันคน,2568
27.4,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,637,ภาคใต้ชายแดน,20-24 ปี,พันคน,2568
27.43,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,638,ภาคใต้ชายแดน,25-29 ปี,พันคน,2568
26.8,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,639,ภาคใต้ชายแดน,30-34 ปี,พันคน,2568
25.76,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,640,ภาคใต้ชายแดน,35-39 ปี,พันคน,2568
54.66,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,641,ภาคใต้ชายแดน,40-49 ปี,พันคน,2568
56.15,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,642,ภาคใต้ชายแดน,50-59 ปี,พันคน,2568
72.36,ไตรมาส 2,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,643,ภาคใต้ชายแดน,60 ปีขึ้นไป,พันคน,2568
333.35,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,644,กรุงเทพมหานคร,15-19 ปี,พันคน,2568
483.7,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,645,กรุงเทพมหานคร,20-24 ปี,พันคน,2568
611.53,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,646,กรุงเทพมหานคร,25-29 ปี,พันคน,2568
775.28,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,647,กรุงเทพมหานคร,30-34 ปี,พันคน,2568
905.91,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,648,กรุงเทพมหานคร,35-39 ปี,พันคน,2568
1800.33,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,649,กรุงเทพมหานคร,40-49 ปี,พันคน,2568
1456.0,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,650,กรุงเทพมหานคร,50-59 ปี,พันคน,2568
1542.34,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,651,กรุงเทพมหานคร,60 ปีขึ้นไป,พันคน,2568
430.99,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,652,ภาคกลาง,15-19 ปี,พันคน,2568
574.16,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,653,ภาคกลาง,20-24 ปี,พันคน,2568
666.94,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,654,ภาคกลาง,25-29 ปี,พันคน,2568
670.48,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,655,ภาคกลาง,30-34 ปี,พันคน,2568
659.28,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,656,ภาคกลาง,35-39 ปี,พันคน,2568
1336.99,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,657,ภาคกลาง,40-49 ปี,พันคน,2568
1250.76,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,658,ภาคกลาง,50-59 ปี,พันคน,2568
1603.11,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,659,ภาคกลาง,60 ปีขึ้นไป,พันคน,2568
360.01,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,660,ภาคกลาง,15-19 ปี,พันคน,2568
506.94,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,661,ภาคกลาง,20-24 ปี,พันคน,2568
608.63,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,662,ภาคกลาง,25-29 ปี,พันคน,2568
623.54,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,663,ภาคกลาง,30-34 ปี,พันคน,2568
622.22,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,664,ภาคกลาง,35-39 ปี,พันคน,2568
1252.12,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,665,ภาคกลาง,40-49 ปี,พันคน,2568
1120.0,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,666,ภาคกลาง,50-59 ปี,พันคน,2568
1341.39,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,667,ภาคกลาง,60 ปีขึ้นไป,พันคน,2568
198.79,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,668,ภาคตะวันออก,15-19 ปี,พันคน,2568
253.29,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,669,ภาคตะวันออก,20-24 ปี,พันคน,2568
290.9,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,670,ภาคตะวันออก,25-29 ปี,พันคน,2568
296.04,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,671,ภาคตะวันออก,30-34 ปี,พันคน,2568
285.45,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,672,ภาคตะวันออก,35-39 ปี,พันคน,2568
600.01,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,673,ภาคตะวันออก,40-49 ปี,พันคน,2568
511.91,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,674,ภาคตะวันออก,50-59 ปี,พันคน,2568
557.61,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,675,ภาคตะวันออก,60 ปีขึ้นไป,พันคน,2568
177.45,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,676,ภาคตะวันออก,15-19 ปี,พันคน,2568
229.11,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,677,ภาคตะวันออก,20-24 ปี,พันคน,2568
260.27,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,678,ภาคตะวันออก,25-29 ปี,พันคน,2568
263.35,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,679,ภาคตะวันออก,30-34 ปี,พันคน,2568
254.33,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,680,ภาคตะวันออก,35-39 ปี,พันคน,2568
531.89,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,681,ภาคตะวันออก,40-49 ปี,พันคน,2568
452.26,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,682,ภาคตะวันออก,50-59 ปี,พันคน,2568
497.92,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,683,ภาคตะวันออก,60 ปีขึ้นไป,พันคน,2568
925.51,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,684,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,พันคน,2568
954.01,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,685,ภาคตะวันออกเฉียงเหนือ,20-24 ปี,พันคน,2568
916.22,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,686,ภาคตะวันออกเฉียงเหนือ,25-29 ปี,พันคน,2568
742.04,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,687,ภาคตะวันออกเฉียงเหนือ,30-34 ปี,พันคน,2568
525.72,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,688,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,พันคน,2568
1344.81,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,689,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,พันคน,2568
2010.42,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,690,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,พันคน,2568
3077.8,ไตรมาส 3,นอกเขตเทศบาล,สำนักงานสถิติแห่งชาติ,691,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,พันคน,2568
390.82,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,692,ภาคตะวันออกเฉียงเหนือ,15-19 ปี,พันคน,2568
402.79,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,693,ภาคตะวันออกเฉียงเหนือ,20-24 ปี,พันคน,2568
386.87,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,694,ภาคตะวันออกเฉียงเหนือ,25-29 ปี,พันคน,2568
313.38,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,695,ภาคตะวันออกเฉียงเหนือ,30-34 ปี,พันคน,2568
222.06,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,696,ภาคตะวันออกเฉียงเหนือ,35-39 ปี,พันคน,2568
568.15,ไตรมาส 3,เขตเทศบาล,สำนักงานสถิติแห่งชาติ,697,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,พันคน,2568
