province,﻿year,sex,quarter,_id,region,value,unit,source
กระบี่,2564,หญิง,ไตรมาส 1,373,ภาคใต้,92.4,พันคน,สำนักงานสถิติแห่งชาติ
ชุมพร,2564,ชาย,ไตรมาส 1,374,ภาคใต้,166.1,พันคน,สำนักงานสถิติแห่งชาติ
ชุมพร,2564,หญิง,ไตรมาส 1,375,ภาคใต้,122.9,พันคน,สำนักงานสถิติแห่งชาติ
ตรัง,2564,ชาย,ไตรมาส 1,376,ภาคใต้,203.4,พันคน,สำนักงานสถิติแห่งชาติ
ตรัง,2564,หญิง,ไตรมาส 1,377,ภาคใต้,180.0,พันคน,สำนักงานสถิติแห่งชาติ
นครศรีธรรมราช,2564,ชาย,ไตรมาส 1,378,ภาคใต้,501.4,พันคน,สำนักงานสถิติแห่งชาติ
นครศรีธรรมราช,2564,หญิง,ไตรมาส 1,379,ภาคใต้,430.0,พันคน,สำนักงานสถิติแห่งชาติ
นราธิวาส,2564,ชาย,ไตรมาส 1,380,ภาคใต้,197.5,พันคน,สำนักงานสถิติแห่งชาติ
นราธิวาส,2564,หญิง,ไตรมาส 1,381,ภาคใต้,135.1,พันคน,สำนักงานสถิติแห่งชาติ
ปัตตานี,2564,ชาย,ไตรมาส 1,382,ภาคใต้,175.6,พันคน,สำนักงานสถิติแห่งชาติ
ปัตตานี,2564,หญิง,ไตรมาส 1,383,ภาคใต้,145.4,พันคน,สำนักงานสถิติแห่งชาติ
พังงา,2564,ชาย,ไตรมาส 1,384,ภาคใต้,91.2,พันคน,สำนักงานสถิติแห่งชาติ
พังงา,2564,หญิง,ไตรมาส 1,385,ภาคใต้,64.5,พันคน,สำนักงานสถิติแห่งชาติ
พัทลุง,2564,ชาย,ไตรมาส 1,386,ภาคใต้,160.5,พันคน,สำนักงานสถิติแห่งชาติ
พัทลุง,2564,หญิง,ไตรมาส 1,387,ภาคใต้,148.9,พันคน,สำนักงานสถิติแห่งชาติ
ภูเก็ต,2564,ชาย,ไตรมาส 1,388,ภาคใต้,174.5,พันคน,สำนักงานสถิติแห่งชาติ
ภูเก็ต,2564,หญิง,ไตรมาส 1,389,ภาคใต้,142.8,พันคน,สำนักงานสถิติแห่งชาติ
ยะลา,2564,ชาย,ไตรมาส 1,390,ภาคใต้,126.2,พันคน,สำนักงานสถิติแห่งชาติ
ยะลา,2564,หญิง,ไตรมาส 1,391,ภาคใต้,103.3,พันคน,สำนักงานสถิติแห่งชาติ
ระนอง,2564,ชาย,ไตรมาส 1,392,ภาคใต้,86.1,พันคน,สำนักงานสถิติแห่งชาติ
ระนอง,2564,หญิง,ไตรมาส 1,393,ภาคใต้,53.6,พันคน,สำนักงานสถิติแห่งชาติ
สงขลา,2564,ชาย,ไตรมาส 1,394,ภาคใต้,463.1,พันคน,สำนักงานสถิติแห่งชาติ
สงขลา,2564,หญิง,ไตรมาส 1,395,ภาคใต้,405.7,พันคน,สำนักงานสถิติแห่งชาติ
สตูล,2564,ชาย,ไตรมาส 1,396,ภาคใต้,84.9,พันคน,สำนักงานสถิติแห่งชาติ
สตูล,2564,หญิง,ไตรมาส 1,397,ภาคใต้,65.7,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฎร์ธานี,2564,ชาย,ไตรมาส 1,398,ภาคใต้,347.0,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฎร์ธานี,2564,หญิง,ไตรมาส 1,399,ภาคใต้,291.7,พันคน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,2564,ชาย,ไตรมาส 2,400,กรุงเทพมหานคร,2880.1,พันคน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,2564,หญิง,ไตรมาส 2,401,กรุงเทพมหานคร,2633.5,พันคน,สำนักงานสถิติแห่งชาติ
กาญจนบุรี,2564,ชาย,ไตรมาส 2,402,ภาคกลาง,252.5,พันคน,สำนักงานสถิติแห่งชาติ
กาญจนบุรี,2564,หญิง,ไตรมาส 2,403,ภาคกลาง,195.1,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฏร์ธานี,2568,ชาย,ไตรมาส 4,404,ภาคใต้,361.94,พันคน,สำนักงานสถิติแห่งชาติ
สุราษฏร์ธานี,2568,หญิง,ไตรมาส 4,405,ภาคใต้,286.38,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2564,หญิง,ไตรมาส 2,406,ภาคเหนือ,494.3,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2564,ชาย,ไตรมาส 2,407,ภาคเหนือ,143.0,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2564,หญิง,ไตรมาส 2,408,ภาคเหนือ,110.2,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2564,ชาย,ไตรมาส 2,409,ภาคเหนือ,280.5,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2564,หญิง,ไตรมาส 2,410,ภาคเหนือ,252.5,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2564,ชาย,ไตรมาส 2,411,ภาคเหนือ,135.3,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2564,หญิง,ไตรมาส 2,412,ภาคเหนือ,107.2,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2564,ชาย,ไตรมาส 2,413,ภาคเหนือ,121.9,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2564,หญิง,ไตรมาส 2,414,ภาคเหนือ,96.4,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2564,ชาย,ไตรมาส 2,415,ภาคเหนือ,153.9,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2564,หญิง,ไตรมาส 2,416,ภาคเหนือ,127.6,พันคน,สำนักงานสถิติแห่งชาติ
พิษณุโลก,2564,ชาย,ไตรมาส 2,417,ภาคเหนือ,256.6,พันคน,สำนักงานสถิติแห่งชาติ
พิษณุโลก,2564,หญิง,ไตรมาส 2,418,ภาคเหนือ,221.0,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบูรณ์,2564,ชาย,ไตรมาส 2,419,ภาคเหนือ,259.3,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบูรณ์,2564,หญิง,ไตรมาส 2,420,ภาคเหนือ,217.6,พันคน,สำนักงานสถิติแห่งชาติ
แพร่,2564,ชาย,ไตรมาส 2,421,ภาคเหนือ,129.0,พันคน,สำนักงานสถิติแห่งชาติ
แพร่,2564,หญิง,ไตรมาส 2,422,ภาคเหนือ,107.6,พันคน,สำนักงานสถิติแห่งชาติ
แม่ฮ่องสอน,2564,ชาย,ไตรมาส 2,423,ภาคเหนือ,59.6,พันคน,สำนักงานสถิติแห่งชาติ
แม่ฮ่องสอน,2564,หญิง,ไตรมาส 2,424,ภาคเหนือ,50.3,พันคน,สำนักงานสถิติแห่งชาติ
ลำปาง,2564,ชาย,ไตรมาส 2,425,ภาคเหนือ,204.4,พันคน,สำนักงานสถิติแห่งชาติ
ลำปาง,2564,หญิง,ไตรมาส 2,426,ภาคเหนือ,166.0,พันคน,สำนักงานสถิติแห่งชาติ
ลำพูน,2564,ชาย,ไตรมาส 2,427,ภาคเหนือ,135.0,พันคน,สำนักงานสถิติแห่งชาติ
ลำพูน,2564,หญิง,ไตรมาส 2,428,ภาคเหนือ,118.3,พันคน,สำนักงานสถิติแห่งชาติ
สุโขทัย,2564,ชาย,ไตรมาส 2,429,ภาคเหนือ,180.4,พันคน,สำนักงานสถิติแห่งชาติ
สุโขทัย,2564,หญิง,ไตรมาส 2,430,ภาคเหนือ,161.7,พันคน,สำนักงานสถิติแห่งชาติ
อุตรดิตถ์,2564,ชาย,ไตรมาส 2,431,ภาคเหนือ,120.4,พันคน,สำนักงานสถิติแห่งชาติ
อุตรดิตถ์,2564,หญิง,ไตรมาส 2,432,ภาคเหนือ,95.2,พันคน,สำนักงานสถิติแห่งชาติ
อุทัยธานี,2564,ชาย,ไตรมาส 2,433,ภาคเหนือ,82.2,พันคน,สำนักงานสถิติแห่งชาติ
อุทัยธานี,2564,หญิง,ไตรมาส 2,434,ภาคเหนือ,69.5,พันคน,สำนักงานสถิติแห่งชาติ
กาฬสินธุ์,2564,ชาย,ไตรมาส 2,435,ภาคตะวันออกเฉียงเหนือ,228.7,พันคน,สำนักงานสถิติแห่งชาติ
กาฬสินธุ์,2564,หญิง,ไตรมาส 2,436,ภาคตะวันออกเฉียงเหนือ,173.4,พันคน,สำนักงานสถิติแห่งชาติ
ขอนแก่น,2564,ชาย,ไตรมาส 2,437,ภาคตะวันออกเฉียงเหนือ,476.2,พันคน,สำนักงานสถิติแห่งชาติ
ขอนแก่น,2564,หญิง,ไตรมาส 2,438,ภาคตะวันออกเฉียงเหนือ,420.9,พันคน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,2564,ชาย,ไตรมาส 2,439,ภาคตะวันออกเฉียงเหนือ,270.2,พันคน,สำนักงานสถิติแห่งชาติ
ชัยภูมิ,2564,หญิง,ไตรมาส 2,440,ภาคตะวันออกเฉียงเหนือ,204.7,พันคน,สำนักงานสถิติแห่งชาติ
นครพนม,2564,ชาย,ไตรมาส 2,441,ภาคตะวันออกเฉียงเหนือ,164.1,พันคน,สำนักงานสถิติแห่งชาติ
นครพนม,2564,หญิง,ไตรมาส 2,442,ภาคตะวันออกเฉียงเหนือ,148.5,พันคน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,2564,ชาย,ไตรมาส 2,443,ภาคตะวันออกเฉียงเหนือ,699.3,พันคน,สำนักงานสถิติแห่งชาติ
นครราชสีมา,2564,หญิง,ไตรมาส 2,444,ภาคตะวันออกเฉียงเหนือ,544.1,พันคน,สำนักงานสถิติแห่งชาติ
บึงกาฬ,2564,ชาย,ไตรมาส 2,445,ภาคตะวันออกเฉียงเหนือ,94.2,พันคน,สำนักงานสถิติแห่งชาติ
บึงกาฬ,2564,หญิง,ไตรมาส 2,446,ภาคตะวันออกเฉียงเหนือ,80.5,พันคน,สำนักงานสถิติแห่งชาติ
บุรีรัมย์,2564,ชาย,ไตรมาส 2,447,ภาคตะวันออกเฉียงเหนือ,354.1,พันคน,สำนักงานสถิติแห่งชาติ
บุรีรัมย์,2564,หญิง,ไตรมาส 2,448,ภาคตะวันออกเฉียงเหนือ,282.1,พันคน,สำนักงานสถิติแห่งชาติ
มหาสารคาม,2564,ชาย,ไตรมาส 2,449,ภาคตะวันออกเฉียงเหนือ,220.0,พันคน,สำนักงานสถิติแห่งชาติ
มหาสารคาม,2564,หญิง,ไตรมาส 2,450,ภาคตะวันออกเฉียงเหนือ,192.0,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2564,ชาย,ไตรมาส 2,451,ภาคตะวันออกเฉียงเหนือ,107.4,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2564,หญิง,ไตรมาส 2,452,ภาคตะวันออกเฉียงเหนือ,92.9,พันคน,สำนักงานสถิติแห่งชาติ
ยโสธร,2564,ชาย,ไตรมาส 2,453,ภาคตะวันออกเฉียงเหนือ,146.4,พันคน,สำนักงานสถิติแห่งชาติ
นครปฐม,2569,ชาย,ไตรมาส 1,454,ภาคกลาง,449.68,พันคน,สำนักงานสถิติแห่งชาติ
กรุงเทพมหานคร,2564,หญิง,ไตรมาส 3,455,กรุงเทพมหานคร,2570.9,พันคน,สำนักงานสถิติแห่งชาติ
กาญจนบุรี,2564,ชาย,ไตรมาส 3,456,ภาคกลาง,246.7,พันคน,สำนักงานสถิติแห่งชาติ
กาญจนบุรี,2564,หญิง,ไตรมาส 3,457,ภาคกลาง,192.3,พันคน,สำนักงานสถิติแห่งชาติ
จันทบุรี,2564,ชาย,ไตรมาส 3,458,ภาคกลาง,196.9,พันคน,สำนักงานสถิติแห่งชาติ
จันทบุรี,2564,หญิง,ไตรมาส 3,459,ภาคกลาง,172.5,พันคน,สำนักงานสถิติแห่งชาติ
ฉะเชิงเทรา,2564,ชาย,ไตรมาส 3,460,ภาคกลาง,264.2,พันคน,สำนักงานสถิติแห่งชาติ
ฉะเชิงเทรา,2564,หญิง,ไตรมาส 3,461,ภาคกลาง,206.1,พันคน,สำนักงานสถิติแห่งชาติ
ชลบุรี,2564,ชาย,ไตรมาส 3,462,ภาคกลาง,601.5,พันคน,สำนักงานสถิติแห่งชาติ
ชลบุรี,2564,หญิง,ไตรมาส 3,463,ภาคกลาง,477.8,พันคน,สำนักงานสถิติแห่งชาติ
ชัยนาท,2564,ชาย,ไตรมาส 3,464,ภาคกลาง,95.4,พันคน,สำนักงานสถิติแห่งชาติ
ชัยนาท,2564,หญิง,ไตรมาส 3,465,ภาคกลาง,86.7,พันคน,สำนักงานสถิติแห่งชาติ
ตราด,2564,ชาย,ไตรมาส 3,466,ภาคกลาง,99.2,พันคน,สำนักงานสถิติแห่งชาติ
ตราด,2564,หญิง,ไตรมาส 3,467,ภาคกลาง,71.4,พันคน,สำนักงานสถิติแห่งชาติ
นครนายก,2564,ชาย,ไตรมาส 3,468,ภาคกลาง,84.3,พันคน,สำนักงานสถิติแห่งชาติ
นครนายก,2564,หญิง,ไตรมาส 3,469,ภาคกลาง,65.4,พันคน,สำนักงานสถิติแห่งชาติ
นครปฐม,2564,ชาย,ไตรมาส 3,470,ภาคกลาง,362.2,พันคน,สำนักงานสถิติแห่งชาติ
นครปฐม,2564,หญิง,ไตรมาส 3,471,ภาคกลาง,318.7,พันคน,สำนักงานสถิติแห่งชาติ
นนทบุรี,2564,ชาย,ไตรมาส 3,472,ภาคกลาง,521.1,พันคน,สำนักงานสถิติแห่งชาติ
นนทบุรี,2564,หญิง,ไตรมาส 3,473,ภาคกลาง,468.7,พันคน,สำนักงานสถิติแห่งชาติ
ปทุมธานี,2564,ชาย,ไตรมาส 3,474,ภาคกลาง,515.7,พันคน,สำนักงานสถิติแห่งชาติ
ปทุมธานี,2564,หญิง,ไตรมาส 3,475,ภาคกลาง,451.0,พันคน,สำนักงานสถิติแห่งชาติ
ประจวบคีรีขันธ์,2564,ชาย,ไตรมาส 3,476,ภาคกลาง,149.3,พันคน,สำนักงานสถิติแห่งชาติ
ประจวบคีรีขันธ์,2564,หญิง,ไตรมาส 3,477,ภาคกลาง,109.7,พันคน,สำนักงานสถิติแห่งชาติ
ปราจีนบุรี,2564,ชาย,ไตรมาส 3,478,ภาคกลาง,205.0,พันคน,สำนักงานสถิติแห่งชาติ
ปราจีนบุรี,2564,หญิง,ไตรมาส 3,479,ภาคกลาง,185.0,พันคน,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,2564,ชาย,ไตรมาส 3,480,ภาคกลาง,265.6,พันคน,สำนักงานสถิติแห่งชาติ
พระนครศรีอยุธยา,2564,หญิง,ไตรมาส 3,481,ภาคกลาง,227.6,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบุรี,2564,ชาย,ไตรมาส 3,482,ภาคกลาง,150.2,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบุรี,2564,หญิง,ไตรมาส 3,483,ภาคกลาง,132.0,พันคน,สำนักงานสถิติแห่งชาติ
ระยอง,2564,ชาย,ไตรมาส 3,484,ภาคกลาง,333.0,พันคน,สำนักงานสถิติแห่งชาติ
ระยอง,2564,หญิง,ไตรมาส 3,485,ภาคกลาง,239.0,พันคน,สำนักงานสถิติแห่งชาติ
ราชบุรี,2564,ชาย,ไตรมาส 3,486,ภาคกลาง,242.9,พันคน,สำนักงานสถิติแห่งชาติ
ราชบุรี,2564,หญิง,ไตรมาส 3,487,ภาคกลาง,197.9,พันคน,สำนักงานสถิติแห่งชาติ
ลพบุรี,2564,ชาย,ไตรมาส 3,488,ภาคกลาง,244.7,พันคน,สำนักงานสถิติแห่งชาติ
ลพบุรี,2564,หญิง,ไตรมาส 3,489,ภาคกลาง,194.0,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,2564,ชาย,ไตรมาส 3,490,ภาคกลาง,760.1,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,2564,หญิง,ไตรมาส 3,491,ภาคกลาง,638.2,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสงคราม,2564,ชาย,ไตรมาส 3,492,ภาคกลาง,57.7,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสงคราม,2564,หญิง,ไตรมาส 3,493,ภาคกลาง,48.3,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสาคร,2564,ชาย,ไตรมาส 3,494,ภาคกลาง,384.7,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรสาคร,2564,หญิง,ไตรมาส 3,495,ภาคกลาง,339.8,พันคน,สำนักงานสถิติแห่งชาติ
สระแก้ว,2564,ชาย,ไตรมาส 3,496,ภาคกลาง,202.2,พันคน,สำนักงานสถิติแห่งชาติ
สระแก้ว,2564,หญิง,ไตรมาส 3,497,ภาคกลาง,153.6,พันคน,สำนักงานสถิติแห่งชาติ
สระบุรี,2564,ชาย,ไตรมาส 3,498,ภาคกลาง,219.7,พันคน,สำนักงานสถิติแห่งชาติ
สระบุรี,2564,หญิง,ไตรมาส 3,499,ภาคกลาง,166.6,พันคน,สำนักงานสถิติแห่งชาติ
สิงห์บุรี,2564,ชาย,ไตรมาส 3,500,ภาคกลาง,55.3,พันคน,สำนักงานสถิติแห่งชาติ
สิงห์บุรี,2564,หญิง,ไตรมาส 3,501,ภาคกลาง,50.8,พันคน,สำนักงานสถิติแห่งชาติ
สุพรรณบุรี,2564,ชาย,ไตรมาส 3,502,ภาคกลาง,257.7,พันคน,สำนักงานสถิติแห่งชาติ
สุพรรณบุรี,2564,หญิง,ไตรมาส 3,503,ภาคกลาง,205.2,พันคน,สำนักงานสถิติแห่งชาติ
อ่างทอง,2564,ชาย,ไตรมาส 3,504,ภาคกลาง,68.5,พันคน,สำนักงานสถิติแห่งชาติ
ลพบุรี,2569,ชาย,ไตรมาส 1,505,ภาคกลาง,246.81,พันคน,สำนักงานสถิติแห่งชาติ
ลพบุรี,2569,หญิง,ไตรมาส 1,506,ภาคกลาง,216.26,พันคน,สำนักงานสถิติแห่งชาติ
สมุทรปราการ,2569,ชาย,ไตรมาส 1,507,ภาคกลาง,819.13,พันคน,สำนักงานสถิติแห่งชาติ
มหาสารคาม,2564,หญิง,ไตรมาส 3,508,ภาคตะวันออกเฉียงเหนือ,192.9,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2564,ชาย,ไตรมาส 3,509,ภาคตะวันออกเฉียงเหนือ,104.6,พันคน,สำนักงานสถิติแห่งชาติ
มุกดาหาร,2564,หญิง,ไตรมาส 3,510,ภาคตะวันออกเฉียงเหนือ,93.3,พันคน,สำนักงานสถิติแห่งชาติ
ยโสธร,2564,ชาย,ไตรมาส 3,511,ภาคตะวันออกเฉียงเหนือ,146.2,พันคน,สำนักงานสถิติแห่งชาติ
ยโสธร,2564,หญิง,ไตรมาส 3,512,ภาคตะวันออกเฉียงเหนือ,138.9,พันคน,สำนักงานสถิติแห่งชาติ
ร้อยเอ็ด,2564,ชาย,ไตรมาส 3,513,ภาคตะวันออกเฉียงเหนือ,305.4,พันคน,สำนักงานสถิติแห่งชาติ
ร้อยเอ็ด,2564,หญิง,ไตรมาส 3,514,ภาคตะวันออกเฉียงเหนือ,269.3,พันคน,สำนักงานสถิติแห่งชาติ
เลย,2564,ชาย,ไตรมาส 3,515,ภาคตะวันออกเฉียงเหนือ,168.0,พันคน,สำนักงานสถิติแห่งชาติ
เลย,2564,หญิง,ไตรมาส 3,516,ภาคตะวันออกเฉียงเหนือ,139.3,พันคน,สำนักงานสถิติแห่งชาติ
ศรีสะเกษ,2564,ชาย,ไตรมาส 3,517,ภาคตะวันออกเฉียงเหนือ,312.5,พันคน,สำนักงานสถิติแห่งชาติ
ศรีสะเกษ,2564,หญิง,ไตรมาส 3,518,ภาคตะวันออกเฉียงเหนือ,284.8,พันคน,สำนักงานสถิติแห่งชาติ
สกลนคร,2564,ชาย,ไตรมาส 3,519,ภาคตะวันออกเฉียงเหนือ,242.5,พันคน,สำนักงานสถิติแห่งชาติ
สกลนคร,2564,หญิง,ไตรมาส 3,520,ภาคตะวันออกเฉียงเหนือ,197.3,พันคน,สำนักงานสถิติแห่งชาติ
สุรินทร์,2564,ชาย,ไตรมาส 3,521,ภาคตะวันออกเฉียงเหนือ,296.9,พันคน,สำนักงานสถิติแห่งชาติ
สุรินทร์,2564,หญิง,ไตรมาส 3,522,ภาคตะวันออกเฉียงเหนือ,261.2,พันคน,สำนักงานสถิติแห่งชาติ
หนองคาย,2564,ชาย,ไตรมาส 3,523,ภาคตะวันออกเฉียงเหนือ,117.3,พันคน,สำนักงานสถิติแห่งชาติ
หนองคาย,2564,หญิง,ไตรมาส 3,524,ภาคตะวันออกเฉียงเหนือ,97.6,พันคน,สำนักงานสถิติแห่งชาติ
หนองบัวลำภู,2564,ชาย,ไตรมาส 3,525,ภาคตะวันออกเฉียงเหนือ,128.3,พันคน,สำนักงานสถิติแห่งชาติ
หนองบัวลำภู,2564,หญิง,ไตรมาส 3,526,ภาคตะวันออกเฉียงเหนือ,97.7,พันคน,สำนักงานสถิติแห่งชาติ
อำนาจเจริญ,2564,ชาย,ไตรมาส 3,527,ภาคตะวันออกเฉียงเหนือ,75.0,พันคน,สำนักงานสถิติแห่งชาติ
อำนาจเจริญ,2564,หญิง,ไตรมาส 3,528,ภาคตะวันออกเฉียงเหนือ,61.4,พันคน,สำนักงานสถิติแห่งชาติ
อุดรธานี,2564,ชาย,ไตรมาส 3,529,ภาคตะวันออกเฉียงเหนือ,342.4,พันคน,สำนักงานสถิติแห่งชาติ
อุดรธานี,2564,หญิง,ไตรมาส 3,530,ภาคตะวันออกเฉียงเหนือ,294.7,พันคน,สำนักงานสถิติแห่งชาติ
อุบลราชธานี,2564,ชาย,ไตรมาส 3,531,ภาคตะวันออกเฉียงเหนือ,502.4,พันคน,สำนักงานสถิติแห่งชาติ
อุบลราชธานี,2564,หญิง,ไตรมาส 3,532,ภาคตะวันออกเฉียงเหนือ,406.7,พันคน,สำนักงานสถิติแห่งชาติ
กระบี่,2564,ชาย,ไตรมาส 3,533,ภาคใต้,122.1,พันคน,สำนักงานสถิติแห่งชาติ
กระบี่,2564,หญิง,ไตรมาส 3,534,ภาคใต้,95.4,พันคน,สำนักงานสถิติแห่งชาติ
ชุมพร,2564,ชาย,ไตรมาส 3,535,ภาคใต้,170.0,พันคน,สำนักงานสถิติแห่งชาติ
ชุมพร,2564,หญิง,ไตรมาส 3,536,ภาคใต้,113.1,พันคน,สำนักงานสถิติแห่งชาติ
ตรัง,2564,ชาย,ไตรมาส 3,537,ภาคใต้,202.4,พันคน,สำนักงานสถิติแห่งชาติ
ตรัง,2564,หญิง,ไตรมาส 3,538,ภาคใต้,178.5,พันคน,สำนักงานสถิติแห่งชาติ
นครศรีธรรมราช,2564,ชาย,ไตรมาส 3,539,ภาคใต้,500.0,พันคน,สำนักงานสถิติแห่งชาติ
นครศรีธรรมราช,2564,หญิง,ไตรมาส 3,540,ภาคใต้,405.4,พันคน,สำนักงานสถิติแห่งชาติ
นราธิวาส,2564,ชาย,ไตรมาส 3,541,ภาคใต้,199.4,พันคน,สำนักงานสถิติแห่งชาติ
นราธิวาส,2564,หญิง,ไตรมาส 3,542,ภาคใต้,139.6,พันคน,สำนักงานสถิติแห่งชาติ
ปัตตานี,2564,ชาย,ไตรมาส 3,543,ภาคใต้,173.8,พันคน,สำนักงานสถิติแห่งชาติ
ปัตตานี,2564,หญิง,ไตรมาส 3,544,ภาคใต้,145.1,พันคน,สำนักงานสถิติแห่งชาติ
พังงา,2564,ชาย,ไตรมาส 3,545,ภาคใต้,90.7,พันคน,สำนักงานสถิติแห่งชาติ
พังงา,2564,หญิง,ไตรมาส 3,546,ภาคใต้,59.0,พันคน,สำนักงานสถิติแห่งชาติ
พัทลุง,2564,ชาย,ไตรมาส 3,547,ภาคใต้,159.3,พันคน,สำนักงานสถิติแห่งชาติ
พัทลุง,2564,หญิง,ไตรมาส 3,548,ภาคใต้,154.1,พันคน,สำนักงานสถิติแห่งชาติ
ภูเก็ต,2564,ชาย,ไตรมาส 3,549,ภาคใต้,173.7,พันคน,สำนักงานสถิติแห่งชาติ
ภูเก็ต,2564,หญิง,ไตรมาส 3,550,ภาคใต้,146.7,พันคน,สำนักงานสถิติแห่งชาติ
ยะลา,2564,ชาย,ไตรมาส 3,551,ภาคใต้,124.8,พันคน,สำนักงานสถิติแห่งชาติ
ยะลา,2564,หญิง,ไตรมาส 3,552,ภาคใต้,102.2,พันคน,สำนักงานสถิติแห่งชาติ
ระนอง,2564,ชาย,ไตรมาส 3,553,ภาคใต้,86.4,พันคน,สำนักงานสถิติแห่งชาติ
ระนอง,2564,หญิง,ไตรมาส 3,554,ภาคใต้,53.3,พันคน,สำนักงานสถิติแห่งชาติ
อ่างทอง,2569,หญิง,ไตรมาส 1,555,ภาคกลาง,64.8,พันคน,สำนักงานสถิติแห่งชาติ
เพชรบุรี,2569,ชาย,ไตรมาส 1,556,ภาคกลาง,162.12,พันคน,สำนักงานสถิติแห่งชาติ
สิงห์บุรี,2564,ชาย,ไตรมาส 4,557,ภาคกลาง,54.5,พันคน,สำนักงานสถิติแห่งชาติ
สิงห์บุรี,2564,หญิง,ไตรมาส 4,558,ภาคกลาง,50.9,พันคน,สำนักงานสถิติแห่งชาติ
สุพรรณบุรี,2564,ชาย,ไตรมาส 4,559,ภาคกลาง,256.2,พันคน,สำนักงานสถิติแห่งชาติ
สุพรรณบุรี,2564,หญิง,ไตรมาส 4,560,ภาคกลาง,197.4,พันคน,สำนักงานสถิติแห่งชาติ
อ่างทอง,2564,ชาย,ไตรมาส 4,561,ภาคกลาง,69.6,พันคน,สำนักงานสถิติแห่งชาติ
อ่างทอง,2564,หญิง,ไตรมาส 4,562,ภาคกลาง,64.8,พันคน,สำนักงานสถิติแห่งชาติ
กำแพงเพชร,2564,ชาย,ไตรมาส 4,563,ภาคเหนือ,227.5,พันคน,สำนักงานสถิติแห่งชาติ
กำแพงเพชร,2564,หญิง,ไตรมาส 4,564,ภาคเหนือ,195.7,พันคน,สำนักงานสถิติแห่งชาติ
เชียงราย,2564,ชาย,ไตรมาส 4,565,ภาคเหนือ,345.4,พันคน,สำนักงานสถิติแห่งชาติ
เชียงราย,2564,หญิง,ไตรมาส 4,566,ภาคเหนือ,251.4,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2564,ชาย,ไตรมาส 4,567,ภาคเหนือ,540.7,พันคน,สำนักงานสถิติแห่งชาติ
เชียงใหม่,2564,หญิง,ไตรมาส 4,568,ภาคเหนือ,489.3,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2564,ชาย,ไตรมาส 4,569,ภาคเหนือ,134.1,พันคน,สำนักงานสถิติแห่งชาติ
ตาก,2564,หญิง,ไตรมาส 4,570,ภาคเหนือ,105.6,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2564,ชาย,ไตรมาส 4,571,ภาคเหนือ,275.7,พันคน,สำนักงานสถิติแห่งชาติ
นครสวรรค์,2564,หญิง,ไตรมาส 4,572,ภาคเหนือ,243.0,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2564,ชาย,ไตรมาส 4,573,ภาคเหนือ,135.0,พันคน,สำนักงานสถิติแห่งชาติ
น่าน,2564,หญิง,ไตรมาส 4,574,ภาคเหนือ,119.4,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2564,ชาย,ไตรมาส 4,575,ภาคเหนือ,119.4,พันคน,สำนักงานสถิติแห่งชาติ
พะเยา,2564,หญิง,ไตรมาส 4,576,ภาคเหนือ,89.5,พันคน,สำนักงานสถิติแห่งชาติ
พิจิตร,2564,ชาย,ไตรมาส 4,577,ภาคเหนือ,156.5,พันคน,สำนักงานสถิติแห่งชาติ
