จำนวน,กลุ่มอายุ,_id,ปี,เพศ,จังหวัด,ประเภทแรงงาน,หน่วย
197769,40 - 44,5916,2556,หญิง,ภาคใต้,แรงงานนอกระบบ,คน
216802,45 - 49,5917,2556,หญิง,ภาคใต้,แรงงานนอกระบบ,คน
175216,50 - 54,5918,2556,หญิง,ภาคใต้,แรงงานนอกระบบ,คน
142948,55 - 59,5919,2556,หญิง,ภาคใต้,แรงงานนอกระบบ,คน
184068,60 ขึ้นไป,5920,2556,หญิง,ภาคใต้,แรงงานนอกระบบ,คน
7909,15 - 19,5921,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
24879,20 - 24,5922,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
26048,25 - 29,5923,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
25731,30 - 34,5924,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
20861,35 - 39,5925,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
21449,40 - 44,5926,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
13167,45 - 49,5927,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
17843,50 - 54,5928,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
12795,55 - 59,5929,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
4818,60 ขึ้นไป,5930,2556,ชาย,นครศรีธรรมราช,แรงงานในระบบ,คน
4557,15 - 19,5931,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
13625,20 - 24,5932,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
25406,25 - 29,5933,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
23357,30 - 34,5934,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
16904,35 - 39,5935,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
15592,40 - 44,5936,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
9881,45 - 49,5937,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
11080,50 - 54,5938,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
10885,55 - 59,5939,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
3696,60 ขึ้นไป,5940,2556,หญิง,นครศรีธรรมราช,แรงงานในระบบ,คน
20730,15 - 19,5941,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
49543,20 - 24,5942,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
51688,25 - 29,5943,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
43767,30 - 34,5944,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
40798,35 - 39,5945,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
40166,40 - 44,5946,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
41737,45 - 49,5947,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
37109,50 - 54,5948,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
21428,55 - 59,5949,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
51976,60 ขึ้นไป,5950,2556,ชาย,นครศรีธรรมราช,แรงงานนอกระบบ,คน
5387,15 - 19,5951,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
18898,20 - 24,5952,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
36524,25 - 29,5953,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
35849,30 - 34,5954,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
34919,35 - 39,5955,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
37475,40 - 44,5956,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
42323,45 - 49,5957,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
30746,50 - 54,5958,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
33523,55 - 59,5959,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
43880,60 ขึ้นไป,5960,2556,หญิง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
2474,15 - 19,5961,2556,ชาย,กระบี่,แรงงานในระบบ,คน
5835,20 - 24,5962,2556,ชาย,กระบี่,แรงงานในระบบ,คน
7644,25 - 29,5963,2556,ชาย,กระบี่,แรงงานในระบบ,คน
7877,30 - 34,5964,2556,ชาย,กระบี่,แรงงานในระบบ,คน
5968,35 - 39,5965,2556,ชาย,กระบี่,แรงงานในระบบ,คน
6330,40 - 44,5966,2556,ชาย,กระบี่,แรงงานในระบบ,คน
5182,45 - 49,5967,2556,ชาย,กระบี่,แรงงานในระบบ,คน
3671,50 - 54,5968,2556,ชาย,กระบี่,แรงงานในระบบ,คน
2114,55 - 59,5969,2556,ชาย,กระบี่,แรงงานในระบบ,คน
738,60 ขึ้นไป,5970,2556,ชาย,กระบี่,แรงงานในระบบ,คน
958,15 - 19,5971,2556,หญิง,กระบี่,แรงงานในระบบ,คน
6276,20 - 24,5972,2556,หญิง,กระบี่,แรงงานในระบบ,คน
7830,25 - 29,5973,2556,หญิง,กระบี่,แรงงานในระบบ,คน
6065,30 - 34,5974,2556,หญิง,กระบี่,แรงงานในระบบ,คน
5213,35 - 39,5975,2556,หญิง,กระบี่,แรงงานในระบบ,คน
4748,40 - 44,5976,2556,หญิง,กระบี่,แรงงานในระบบ,คน
5101,45 - 49,5977,2556,หญิง,กระบี่,แรงงานในระบบ,คน
2387,50 - 54,5978,2556,หญิง,กระบี่,แรงงานในระบบ,คน
1733,55 - 59,5979,2556,หญิง,กระบี่,แรงงานในระบบ,คน
470,60 ขึ้นไป,5980,2556,หญิง,กระบี่,แรงงานในระบบ,คน
5938,15 - 19,5981,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
10422,20 - 24,5982,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
10638,25 - 29,5983,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
7956,30 - 34,5984,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
9533,35 - 39,5985,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
8081,40 - 44,5986,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
10279,45 - 49,5987,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
8917,50 - 54,5988,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
4737,55 - 59,5989,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
9634,60 ขึ้นไป,5990,2556,ชาย,กระบี่,แรงงานนอกระบบ,คน
2783,15 - 19,5991,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
6198,20 - 24,5992,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
7147,25 - 29,5993,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
6653,30 - 34,5994,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
8097,35 - 39,5995,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
8683,40 - 44,5996,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
6961,45 - 49,5997,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
8888,50 - 54,5998,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
4056,55 - 59,5999,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
5599,60 ขึ้นไป,6000,2556,หญิง,กระบี่,แรงงานนอกระบบ,คน
1251,15 - 19,6001,2556,ชาย,พังงา,แรงงานในระบบ,คน
7454,20 - 24,6002,2556,ชาย,พังงา,แรงงานในระบบ,คน
4948,25 - 29,6003,2556,ชาย,พังงา,แรงงานในระบบ,คน
5263,30 - 34,6004,2556,ชาย,พังงา,แรงงานในระบบ,คน
4664,35 - 39,6005,2556,ชาย,พังงา,แรงงานในระบบ,คน
4468,40 - 44,6006,2556,ชาย,พังงา,แรงงานในระบบ,คน
2417,45 - 49,6007,2556,ชาย,พังงา,แรงงานในระบบ,คน
2446,50 - 54,6008,2556,ชาย,พังงา,แรงงานในระบบ,คน
2998,55 - 59,6009,2556,ชาย,พังงา,แรงงานในระบบ,คน
550,60 ขึ้นไป,6010,2556,ชาย,พังงา,แรงงานในระบบ,คน
110,15 - 19,6011,2556,หญิง,พังงา,แรงงานในระบบ,คน
4484,20 - 24,6012,2556,หญิง,พังงา,แรงงานในระบบ,คน
3880,25 - 29,6013,2556,หญิง,พังงา,แรงงานในระบบ,คน
4094,30 - 34,6014,2556,หญิง,พังงา,แรงงานในระบบ,คน
3759,35 - 39,6015,2556,หญิง,พังงา,แรงงานในระบบ,คน
2617,40 - 44,6016,2556,หญิง,พังงา,แรงงานในระบบ,คน
1949,45 - 49,6017,2556,หญิง,พังงา,แรงงานในระบบ,คน
1257,50 - 54,6018,2556,หญิง,พังงา,แรงงานในระบบ,คน
1078,55 - 59,6019,2556,หญิง,พังงา,แรงงานในระบบ,คน
238,60 ขึ้นไป,6020,2556,หญิง,พังงา,แรงงานในระบบ,คน
3476,15 - 19,6021,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
4065,20 - 24,6022,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
5518,25 - 29,6023,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
4317,30 - 34,6024,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
5020,35 - 39,6025,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
5674,40 - 44,6026,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
7265,45 - 49,6027,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
4968,50 - 54,6028,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
5454,55 - 59,6029,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
7774,60 ขึ้นไป,6030,2556,ชาย,พังงา,แรงงานนอกระบบ,คน
567,15 - 19,6031,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
1611,20 - 24,6032,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
3844,25 - 29,6033,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
2647,30 - 34,6034,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
4205,35 - 39,6035,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
4555,40 - 44,6036,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
4692,45 - 49,6037,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
5349,50 - 54,6038,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
4117,55 - 59,6039,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
3933,60 ขึ้นไป,6040,2556,หญิง,พังงา,แรงงานนอกระบบ,คน
2071,15 - 19,6041,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
5773,20 - 24,6042,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
6662,25 - 29,6043,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
8075,30 - 34,6044,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
9756,35 - 39,6045,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
10547,40 - 44,6046,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
6932,45 - 49,6047,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
3819,50 - 54,6048,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
1862,55 - 59,6049,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
1796,60 ขึ้นไป,6050,2556,ชาย,ภูเก็ต,แรงงานในระบบ,คน
975,15 - 19,6051,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
4470,20 - 24,6052,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
5609,25 - 29,6053,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
8037,30 - 34,6054,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
7878,35 - 39,6055,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
7749,40 - 44,6056,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
6437,45 - 49,6057,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
2913,50 - 54,6058,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
1001,55 - 59,6059,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
391,60 ขึ้นไป,6060,2556,หญิง,ภูเก็ต,แรงงานในระบบ,คน
1076,15 - 19,6061,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
1965,20 - 24,6062,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
2451,25 - 29,6063,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
2604,30 - 34,6064,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
3276,35 - 39,6065,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
5447,40 - 44,6066,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
4189,45 - 49,6067,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
6011,50 - 54,6068,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
4132,55 - 59,6069,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
4448,60 ขึ้นไป,6070,2556,ชาย,ภูเก็ต,แรงงานนอกระบบ,คน
381,15 - 19,6071,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
771,20 - 24,6072,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
1633,25 - 29,6073,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
1139,30 - 34,6074,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
2798,35 - 39,6075,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
4967,40 - 44,6076,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
2816,45 - 49,6077,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
5358,50 - 54,6078,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
1660,55 - 59,6079,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
2778,60 ขึ้นไป,6080,2556,หญิง,ภูเก็ต,แรงงานนอกระบบ,คน
4812,15 - 19,6081,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
9995,20 - 24,6082,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
15605,25 - 29,6083,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
14886,30 - 34,6084,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
10886,35 - 39,6085,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
11157,40 - 44,6086,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
7779,45 - 49,6087,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
6175,50 - 54,6088,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
5466,55 - 59,6089,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
3090,60 ขึ้นไป,6090,2556,ชาย,สุราษฎร์ธานี,แรงงานในระบบ,คน
832,15 - 19,6091,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
8456,20 - 24,6092,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
13991,25 - 29,6093,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
9247,30 - 34,6094,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
10716,35 - 39,6095,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
7327,40 - 44,6096,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
6600,45 - 49,6097,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
7087,50 - 54,6098,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
2959,55 - 59,6099,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
1213,60 ขึ้นไป,6100,2556,หญิง,สุราษฎร์ธานี,แรงงานในระบบ,คน
5065,15 - 19,6101,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
24986,20 - 24,6102,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
25024,25 - 29,6103,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
24971,30 - 34,6104,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
28076,35 - 39,6105,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
29978,40 - 44,6106,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
28735,45 - 49,6107,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
28416,50 - 54,6108,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
17583,55 - 59,6109,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
21791,60 ขึ้นไป,6110,2556,ชาย,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
3621,15 - 19,6111,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
14385,20 - 24,6112,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
18155,25 - 29,6113,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
22596,30 - 34,6114,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
22997,35 - 39,6115,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
30305,40 - 44,6116,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
27261,45 - 49,6117,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
20930,50 - 54,6118,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
14174,55 - 59,6119,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
17695,60 ขึ้นไป,6120,2556,หญิง,สุราษฎร์ธานี,แรงงานนอกระบบ,คน
1222,15 - 19,6121,2556,ชาย,ระนอง,แรงงานในระบบ,คน
3326,20 - 24,6122,2556,ชาย,ระนอง,แรงงานในระบบ,คน
3772,25 - 29,6123,2556,ชาย,ระนอง,แรงงานในระบบ,คน
2052,30 - 34,6124,2556,ชาย,ระนอง,แรงงานในระบบ,คน
3310,35 - 39,6125,2556,ชาย,ระนอง,แรงงานในระบบ,คน
2257,40 - 44,6126,2556,ชาย,ระนอง,แรงงานในระบบ,คน
2827,45 - 49,6127,2556,ชาย,ระนอง,แรงงานในระบบ,คน
939,50 - 54,6128,2556,ชาย,ระนอง,แรงงานในระบบ,คน
1404,55 - 59,6129,2556,ชาย,ระนอง,แรงงานในระบบ,คน
877,60 ขึ้นไป,6130,2556,ชาย,ระนอง,แรงงานในระบบ,คน
562,15 - 19,6131,2556,หญิง,ระนอง,แรงงานในระบบ,คน
2383,20 - 24,6132,2556,หญิง,ระนอง,แรงงานในระบบ,คน
3755,25 - 29,6133,2556,หญิง,ระนอง,แรงงานในระบบ,คน
1353,30 - 34,6134,2556,หญิง,ระนอง,แรงงานในระบบ,คน
2808,35 - 39,6135,2556,หญิง,ระนอง,แรงงานในระบบ,คน
2345,40 - 44,6136,2556,หญิง,ระนอง,แรงงานในระบบ,คน
792,45 - 49,6137,2556,หญิง,ระนอง,แรงงานในระบบ,คน
1153,50 - 54,6138,2556,หญิง,ระนอง,แรงงานในระบบ,คน
138,55 - 59,6139,2556,หญิง,ระนอง,แรงงานในระบบ,คน
191,60 ขึ้นไป,6140,2556,หญิง,ระนอง,แรงงานในระบบ,คน
2445,15 - 19,6141,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
4164,20 - 24,6142,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
3532,25 - 29,6143,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
4852,30 - 34,6144,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
4310,35 - 39,6145,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
5125,40 - 44,6146,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
5231,45 - 49,6147,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
5649,50 - 54,6148,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
3651,55 - 59,6149,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
5489,60 ขึ้นไป,6150,2556,ชาย,ระนอง,แรงงานนอกระบบ,คน
197,15 - 19,6151,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
1941,20 - 24,6152,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
1087,25 - 29,6153,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
4717,30 - 34,6154,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
3405,35 - 39,6155,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
3560,40 - 44,6156,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
4089,45 - 49,6157,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
2712,50 - 54,6158,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
3693,55 - 59,6159,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
3462,60 ขึ้นไป,6160,2556,หญิง,ระนอง,แรงงานนอกระบบ,คน
1662,15 - 19,6161,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
4044,20 - 24,6162,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
5453,25 - 29,6163,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
9967,30 - 34,6164,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
6179,35 - 39,6165,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
5895,40 - 44,6166,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
3864,45 - 49,6167,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
4297,50 - 54,6168,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
1631,55 - 59,6169,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
1147,60 ขึ้นไป,6170,2556,ชาย,ชุมพร,แรงงานในระบบ,คน
969,15 - 19,6171,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
4746,20 - 24,6172,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
6027,25 - 29,6173,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
6623,30 - 34,6174,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
2950,35 - 39,6175,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
3867,40 - 44,6176,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
4115,45 - 49,6177,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
2851,50 - 54,6178,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
536,55 - 59,6179,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
607,60 ขึ้นไป,6180,2556,หญิง,ชุมพร,แรงงานในระบบ,คน
7416,15 - 19,6181,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
15783,20 - 24,6182,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
15286,25 - 29,6183,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
9503,30 - 34,6184,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
13050,35 - 39,6185,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
15419,40 - 44,6186,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
15956,45 - 49,6187,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
16483,50 - 54,6188,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
8637,55 - 59,6189,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
15314,60 ขึ้นไป,6190,2556,ชาย,ชุมพร,แรงงานนอกระบบ,คน
2245,15 - 19,6191,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
7154,20 - 24,6192,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
6830,25 - 29,6193,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
7026,30 - 34,6194,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
10132,35 - 39,6195,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
13548,40 - 44,6196,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
13902,45 - 49,6197,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
11420,50 - 54,6198,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
9598,55 - 59,6199,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
12373,60 ขึ้นไป,6200,2556,หญิง,ชุมพร,แรงงานนอกระบบ,คน
9436,15 - 19,6201,2556,ชาย,สงขลา,แรงงานในระบบ,คน
23895,20 - 24,6202,2556,ชาย,สงขลา,แรงงานในระบบ,คน
30286,25 - 29,6203,2556,ชาย,สงขลา,แรงงานในระบบ,คน
29675,30 - 34,6204,2556,ชาย,สงขลา,แรงงานในระบบ,คน
31957,35 - 39,6205,2556,ชาย,สงขลา,แรงงานในระบบ,คน
18197,40 - 44,6206,2556,ชาย,สงขลา,แรงงานในระบบ,คน
22592,45 - 49,6207,2556,ชาย,สงขลา,แรงงานในระบบ,คน
12477,50 - 54,6208,2556,ชาย,สงขลา,แรงงานในระบบ,คน
14025,55 - 59,6209,2556,ชาย,สงขลา,แรงงานในระบบ,คน
5619,60 ขึ้นไป,6210,2556,ชาย,สงขลา,แรงงานในระบบ,คน
2050,15 - 19,6211,2556,หญิง,สงขลา,แรงงานในระบบ,คน
25317,20 - 24,6212,2556,หญิง,สงขลา,แรงงานในระบบ,คน
28792,25 - 29,6213,2556,หญิง,สงขลา,แรงงานในระบบ,คน
27481,30 - 34,6214,2556,หญิง,สงขลา,แรงงานในระบบ,คน
27357,35 - 39,6215,2556,หญิง,สงขลา,แรงงานในระบบ,คน
16213,40 - 44,6216,2556,หญิง,สงขลา,แรงงานในระบบ,คน
17555,45 - 49,6217,2556,หญิง,สงขลา,แรงงานในระบบ,คน
14917,50 - 54,6218,2556,หญิง,สงขลา,แรงงานในระบบ,คน
9037,55 - 59,6219,2556,หญิง,สงขลา,แรงงานในระบบ,คน
4275,60 ขึ้นไป,6220,2556,หญิง,สงขลา,แรงงานในระบบ,คน
13734,15 - 19,6221,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
19525,20 - 24,6222,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
30261,25 - 29,6223,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
28904,30 - 34,6224,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
24267,35 - 39,6225,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
28038,40 - 44,6226,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
32388,45 - 49,6227,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
27839,50 - 54,6228,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
24441,55 - 59,6229,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
37028,60 ขึ้นไป,6230,2556,ชาย,สงขลา,แรงงานนอกระบบ,คน
2860,15 - 19,6231,2556,หญิง,สงขลา,แรงงานนอกระบบ,คน
7661,20 - 24,6232,2556,หญิง,สงขลา,แรงงานนอกระบบ,คน
20828,25 - 29,6233,2556,หญิง,สงขลา,แรงงานนอกระบบ,คน
23761,30 - 34,6234,2556,หญิง,สงขลา,แรงงานนอกระบบ,คน
23478,35 - 39,6235,2556,หญิง,สงขลา,แรงงานนอกระบบ,คน
