﻿year,quarter,_id,labor_force_sta,region,value,unit,age_group,source
2557,ไตรมาส 2,346,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,11.47,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,347,หางานทำ,กรุงเทพมหานคร,1.93,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,348,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,6.19,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,349,หางานทำ,กรุงเทพมหานคร,1.3,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,350,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,6.13,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,351,หางานทำ,กรุงเทพมหานคร,0.66,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,352,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.28,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,353,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,6.58,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,354,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,0.89,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,355,หางานทำ,ภาคกลาง,3.89,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,356,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,10.71,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,357,หางานทำ,ภาคกลาง,13.41,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,358,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,41.56,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,359,หางานทำ,ภาคกลาง,9.16,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,360,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,10.34,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,361,หางานทำ,ภาคกลาง,8.1,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,362,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,7.47,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,363,หางานทำ,ภาคกลาง,3.88,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,364,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,4.67,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,365,หางานทำ,ภาคกลาง,2.22,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,366,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,6.39,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,367,หางานทำ,ภาคกลาง,0.32,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,368,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,1.9,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,369,หางานทำ,ภาคกลาง,0.37,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,370,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,1.02,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,371,หางานทำ,ภาคเหนือ,2.1,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,372,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.94,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,373,หางานทำ,ภาคเหนือ,4.01,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,374,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,14.45,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,375,หางานทำ,ภาคเหนือ,0.19,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,376,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,9.45,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,377,หางานทำ,ภาคเหนือ,1.24,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,378,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,5.09,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,379,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.0,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,380,หางานทำ,ภาคเหนือ,2.46,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,381,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.9,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,382,หางานทำ,ภาคเหนือ,0.13,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,383,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.95,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,384,หางานทำ,ภาคเหนือ,0.49,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,385,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.75,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,386,หางานทำ,ภาคตะวันออกเฉียงเหนือ,1.3,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,387,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,16.05,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,388,หางานทำ,ภาคตะวันออกเฉียงเหนือ,14.53,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,389,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,27.6,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,390,หางานทำ,ภาคตะวันออกเฉียงเหนือ,2.22,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,391,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,10.32,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,392,หางานทำ,ภาคตะวันออกเฉียงเหนือ,2.03,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,393,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,5.53,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,394,หางานทำ,ภาคตะวันออกเฉียงเหนือ,1.49,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,395,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.82,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,396,หางานทำ,ภาคตะวันออกเฉียงเหนือ,1.57,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,397,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,2.62,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,398,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.29,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,399,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.67,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,400,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.9,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,401,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,0.6,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,402,หางานทำ,ภาคใต้,1.18,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,403,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,12.87,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,404,หางานทำ,ภาคใต้,8.16,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,405,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,21.38,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,406,หางานทำ,ภาคใต้,0.87,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,407,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,9.64,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,408,หางานทำ,ภาคใต้,0.44,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,409,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,3.46,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,410,หางานทำ,ภาคใต้,0.11,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,411,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,3.81,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,412,หางานทำ,ภาคใต้,1.09,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,413,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.61,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,414,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,0.03,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,415,หางานทำ,ภาคใต้,0.04,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 2,416,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,0.17,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,417,หางานทำ,กรุงเทพมหานคร,1.08,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,418,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,2.12,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,419,หางานทำ,กรุงเทพมหานคร,5.55,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,420,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,11.02,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,421,หางานทำ,กรุงเทพมหานคร,2.68,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,422,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,5.71,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,423,หางานทำ,กรุงเทพมหานคร,1.06,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,424,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,6.03,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,425,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,2.26,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,426,หางานทำ,กรุงเทพมหานคร,1.85,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,427,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,0.48,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,428,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,0.5,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,429,หางานทำ,ภาคกลาง,3.81,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,430,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,10.96,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,431,หางานทำ,ภาคกลาง,8.79,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,432,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,34.37,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,433,หางานทำ,ภาคกลาง,3.25,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,434,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,16.72,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,435,หางานทำ,ภาคกลาง,1.77,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,436,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,3.31,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,437,หางานทำ,ภาคกลาง,0.5,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,438,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,4.81,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,439,หางานทำ,ภาคกลาง,2.3,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,440,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,6.8,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,441,หางานทำ,ภาคกลาง,0.95,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,442,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,2.29,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,443,หางานทำ,ภาคกลาง,0.82,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,444,หางานทำ,ภาคเหนือ,0.83,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,445,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,5.86,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,446,หางานทำ,ภาคเหนือ,5.4,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,447,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,16.86,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,448,หางานทำ,ภาคเหนือ,0.73,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,449,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.31,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,450,หางานทำ,ภาคเหนือ,0.15,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,451,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,1.34,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,452,หางานทำ,ภาคเหนือ,0.67,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,453,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,0.94,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,454,หางานทำ,ภาคเหนือ,2.69,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,455,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,6.04,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,456,หางานทำ,ภาคเหนือ,0.24,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,457,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,2.27,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,458,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,1.56,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,459,หางานทำ,ภาคตะวันออกเฉียงเหนือ,1.88,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,460,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,10.91,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,461,หางานทำ,ภาคตะวันออกเฉียงเหนือ,4.6,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,462,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,20.93,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,463,หางานทำ,ภาคตะวันออกเฉียงเหนือ,2.03,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,464,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,9.4,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,465,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.58,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,466,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,8.84,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,467,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,4.01,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,468,หางานทำ,ภาคตะวันออกเฉียงเหนือ,1.7,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,469,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.9,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,470,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,1.22,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,471,หางานทำ,ภาคตะวันออกเฉียงเหนือ,0.23,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,472,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคตะวันออกเฉียงเหนือ,0.19,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,473,หางานทำ,ภาคใต้,0.34,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,474,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,7.88,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,475,หางานทำ,ภาคใต้,7.02,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,476,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,25.97,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,477,หางานทำ,ภาคใต้,3.81,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,478,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,10.77,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,479,หางานทำ,ภาคใต้,0.86,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,480,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,3.75,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,481,หางานทำ,ภาคใต้,0.05,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,482,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,2.78,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,483,หางานทำ,ภาคใต้,0.56,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,484,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,1.51,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,485,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,1.85,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 3,486,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคใต้,0.35,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,487,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.89,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,488,หางานทำ,กรุงเทพมหานคร,2.97,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,489,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,11.89,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,490,หางานทำ,กรุงเทพมหานคร,2.01,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,491,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.91,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,492,หางานทำ,กรุงเทพมหานคร,1.72,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,493,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,6.82,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,494,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,0.39,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,495,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,2.34,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,496,ไม่หางานทำ/พร้อมที่จะทำงาน,กรุงเทพมหานคร,1.86,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,497,หางานทำ,ภาคกลาง,3.29,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,498,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,5.57,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,499,หางานทำ,ภาคกลาง,6.36,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,500,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,21.26,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,501,หางานทำ,ภาคกลาง,2.07,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,502,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,7.27,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,503,หางานทำ,ภาคกลาง,3.25,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,504,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,7.29,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,505,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,6.47,พันคน,35-39 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,506,หางานทำ,ภาคกลาง,2.07,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,507,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,2.52,พันคน,40-49 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,508,หางานทำ,ภาคกลาง,0.7,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,509,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,2.73,พันคน,50-59 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,510,หางานทำ,ภาคกลาง,0.25,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,511,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคกลาง,0.72,พันคน,60 ปีขึ้นไป,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,512,หางานทำ,ภาคเหนือ,0.34,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,513,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.68,พันคน,15-19 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,514,หางานทำ,ภาคเหนือ,2.66,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,515,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,10.9,พันคน,20-24 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,516,หางานทำ,ภาคเหนือ,1.4,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,517,ไม่หางานทำ/พร้อมที่จะทำงาน,ภาคเหนือ,3.9,พันคน,25-29 ปี,สำนักงานสถิติแห่งชาติ
2557,ไตรมาส 4,518,หางานทำ,ภาคเหนือ,1.5,พันคน,30-34 ปี,สำนักงานสถิติแห่งชาติ
