AGE_GROUP,VALUE,ST_GRADUATE,SOURCE,_id,UNIT,YEAR,LABOUR_STATUS
30 ถึง 39,10301,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,164,คน,2560,ผู้ว่างงาน
40 ถึง 49,3939,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,165,คน,2560,ผู้ว่างงาน
50 ถึง 59,1042,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,166,คน,2560,ผู้ว่างงาน
60 ขึ้นไป,0,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,167,คน,2560,ผู้ว่างงาน
รวม,80706,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,168,คน,2560,ผู้ว่างงาน
15 ถึง 19,18810,รวม,สำนักงานสถิติแห่งชาติ,169,คน,2561,รวม
20 ถึง 29,1226630,รวม,สำนักงานสถิติแห่งชาติ,170,คน,2561,รวม
30 ถึง 39,1438393,รวม,สำนักงานสถิติแห่งชาติ,171,คน,2561,รวม
40 ถึง 49,851693,รวม,สำนักงานสถิติแห่งชาติ,172,คน,2561,รวม
50 ถึง 59,476809,รวม,สำนักงานสถิติแห่งชาติ,173,คน,2561,รวม
60 ขึ้นไป,79062,รวม,สำนักงานสถิติแห่งชาติ,174,คน,2561,รวม
รวม,4091397,รวม,สำนักงานสถิติแห่งชาติ,175,คน,2561,รวม
15 ถึง 19,7772,รวม,สำนักงานสถิติแห่งชาติ,176,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,697889,รวม,สำนักงานสถิติแห่งชาติ,177,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,893025,รวม,สำนักงานสถิติแห่งชาติ,178,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,522639,รวม,สำนักงานสถิติแห่งชาติ,179,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,291579,รวม,สำนักงานสถิติแห่งชาติ,180,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,47730,รวม,สำนักงานสถิติแห่งชาติ,181,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2460634,รวม,สำนักงานสถิติแห่งชาติ,182,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,6475,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,183,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,562772,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,184,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,664447,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,185,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,377418,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,186,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,190635,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,187,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,20505,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,188,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,1822252,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,189,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,1297,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,190,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,135117,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,191,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,228578,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,192,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,145221,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,193,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,100944,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,194,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,27225,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,195,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,638382,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,196,คน,2561,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,8998,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,197,คน,2561,ทำงานด้านอื่น
20 ถึง 29,474029,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,198,คน,2561,ทำงานด้านอื่น
30 ถึง 39,534747,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,199,คน,2561,ทำงานด้านอื่น
40 ถึง 49,326004,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,200,คน,2561,ทำงานด้านอื่น
50 ถึง 59,184315,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,201,คน,2561,ทำงานด้านอื่น
60 ขึ้นไป,31325,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,202,คน,2561,ทำงานด้านอื่น
รวม,1559418,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,203,คน,2561,ทำงานด้านอื่น
15 ถึง 19,2040,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,204,คน,2561,ผู้ว่างงาน
20 ถึง 29,54712,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,205,คน,2561,ผู้ว่างงาน
30 ถึง 39,10621,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,206,คน,2561,ผู้ว่างงาน
40 ถึง 49,3050,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,207,คน,2561,ผู้ว่างงาน
50 ถึง 59,915,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,208,คน,2561,ผู้ว่างงาน
60 ขึ้นไป,7,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,209,คน,2561,ผู้ว่างงาน
รวม,71345,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,210,คน,2561,ผู้ว่างงาน
15 ถึง 19,24996,รวม,สำนักงานสถิติแห่งชาติ,211,คน,2562,รวม
20 ถึง 29,1221891,รวม,สำนักงานสถิติแห่งชาติ,212,คน,2562,รวม
30 ถึง 39,1392589,รวม,สำนักงานสถิติแห่งชาติ,213,คน,2562,รวม
40 ถึง 49,891451,รวม,สำนักงานสถิติแห่งชาติ,214,คน,2562,รวม
50 ถึง 59,500659,รวม,สำนักงานสถิติแห่งชาติ,215,คน,2562,รวม
60 ขึ้นไป,83871,รวม,สำนักงานสถิติแห่งชาติ,216,คน,2562,รวม
รวม,4115457,รวม,สำนักงานสถิติแห่งชาติ,217,คน,2562,รวม
15 ถึง 19,9692,รวม,สำนักงานสถิติแห่งชาติ,218,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,694159,รวม,สำนักงานสถิติแห่งชาติ,219,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,853512,รวม,สำนักงานสถิติแห่งชาติ,220,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,550916,รวม,สำนักงานสถิติแห่งชาติ,221,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,299968,รวม,สำนักงานสถิติแห่งชาติ,222,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,52300,รวม,สำนักงานสถิติแห่งชาติ,223,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2460547,รวม,สำนักงานสถิติแห่งชาติ,224,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,8324,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,225,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,566370,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,226,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,642851,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,227,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,402201,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,228,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,205296,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,229,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,25828,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,230,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,1850870,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,231,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,1368,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,232,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,127789,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,233,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,210661,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,234,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,148715,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,235,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,94672,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,236,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,26472,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,237,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,609677,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,238,คน,2562,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,9152,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,239,คน,2562,ทำงานด้านอื่น
20 ถึง 29,479022,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,240,คน,2562,ทำงานด้านอื่น
30 ถึง 39,532608,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,241,คน,2562,ทำงานด้านอื่น
40 ถึง 49,337921,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,242,คน,2562,ทำงานด้านอื่น
50 ถึง 59,199937,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,243,คน,2562,ทำงานด้านอื่น
60 ขึ้นไป,31541,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,244,คน,2562,ทำงานด้านอื่น
รวม,1590181,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,245,คน,2562,ทำงานด้านอื่น
15 ถึง 19,6152,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,246,คน,2562,ผู้ว่างงาน
20 ถึง 29,48710,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,247,คน,2562,ผู้ว่างงาน
30 ถึง 39,6469,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,248,คน,2562,ผู้ว่างงาน
40 ถึง 49,2614,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,249,คน,2562,ผู้ว่างงาน
50 ถึง 59,754,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,250,คน,2562,ผู้ว่างงาน
60 ขึ้นไป,30,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,251,คน,2562,ผู้ว่างงาน
รวม,64729,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,252,คน,2562,ผู้ว่างงาน
15 ถึง 19,23373,รวม,สำนักงานสถิติแห่งชาติ,253,คน,2563,รวม
20 ถึง 29,1357227,รวม,สำนักงานสถิติแห่งชาติ,254,คน,2563,รวม
30 ถึง 39,1456361,รวม,สำนักงานสถิติแห่งชาติ,255,คน,2563,รวม
40 ถึง 49,1010522,รวม,สำนักงานสถิติแห่งชาติ,256,คน,2563,รวม
50 ถึง 59,539197,รวม,สำนักงานสถิติแห่งชาติ,257,คน,2563,รวม
60 ขึ้นไป,100419,รวม,สำนักงานสถิติแห่งชาติ,258,คน,2563,รวม
รวม,4487099,รวม,สำนักงานสถิติแห่งชาติ,259,คน,2563,รวม
15 ถึง 19,9770,รวม,สำนักงานสถิติแห่งชาติ,260,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,768407,รวม,สำนักงานสถิติแห่งชาติ,261,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,876030,รวม,สำนักงานสถิติแห่งชาติ,262,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,606153,รวม,สำนักงานสถิติแห่งชาติ,263,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,330171,รวม,สำนักงานสถิติแห่งชาติ,264,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,62291,รวม,สำนักงานสถิติแห่งชาติ,265,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2652822,รวม,สำนักงานสถิติแห่งชาติ,266,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,8717,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,267,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,627722,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,268,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,675396,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,269,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,440740,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,270,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,232428,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,271,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,26313,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,272,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2011316,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,273,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,1053,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,274,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,140685,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,275,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,200634,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,276,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,165413,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,277,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,97743,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,278,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,35978,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,279,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,641506,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,280,คน,2563,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,10024,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,281,คน,2563,ทำงานด้านอื่น
20 ถึง 29,510795,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,282,คน,2563,ทำงานด้านอื่น
30 ถึง 39,562933,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,283,คน,2563,ทำงานด้านอื่น
40 ถึง 49,397168,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,284,คน,2563,ทำงานด้านอื่น
50 ถึง 59,206692,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,285,คน,2563,ทำงานด้านอื่น
60 ขึ้นไป,38128,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,286,คน,2563,ทำงานด้านอื่น
รวม,1725740,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,287,คน,2563,ทำงานด้านอื่น
15 ถึง 19,3579,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,288,คน,2563,ผู้ว่างงาน
20 ถึง 29,78025,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,289,คน,2563,ผู้ว่างงาน
30 ถึง 39,17398,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,290,คน,2563,ผู้ว่างงาน
40 ถึง 49,7201,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,291,คน,2563,ผู้ว่างงาน
50 ถึง 59,2334,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,292,คน,2563,ผู้ว่างงาน
60 ขึ้นไป,0,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,293,คน,2563,ผู้ว่างงาน
รวม,108537,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,294,คน,2563,ผู้ว่างงาน
15 ถึง 19,20735,รวม,สำนักงานสถิติแห่งชาติ,295,คน,2564,รวม
20 ถึง 29,1406886,รวม,สำนักงานสถิติแห่งชาติ,296,คน,2564,รวม
30 ถึง 39,1469633,รวม,สำนักงานสถิติแห่งชาติ,297,คน,2564,รวม
40 ถึง 49,1058296,รวม,สำนักงานสถิติแห่งชาติ,298,คน,2564,รวม
50 ถึง 59,561334,รวม,สำนักงานสถิติแห่งชาติ,299,คน,2564,รวม
60 ขึ้นไป,122898,รวม,สำนักงานสถิติแห่งชาติ,300,คน,2564,รวม
รวม,4639782,รวม,สำนักงานสถิติแห่งชาติ,301,คน,2564,รวม
15 ถึง 19,9285,รวม,สำนักงานสถิติแห่งชาติ,302,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,792324,รวม,สำนักงานสถิติแห่งชาติ,303,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,898884,รวม,สำนักงานสถิติแห่งชาติ,304,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,645250,รวม,สำนักงานสถิติแห่งชาติ,305,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,346336,รวม,สำนักงานสถิติแห่งชาติ,306,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,81966,รวม,สำนักงานสถิติแห่งชาติ,307,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2774045,รวม,สำนักงานสถิติแห่งชาติ,308,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,8769,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,309,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,628048,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,310,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,686522,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,311,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,471815,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,312,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,238270,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,313,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,34234,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,314,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,2067658,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,315,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,516,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,316,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
20 ถึง 29,164276,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,317,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
30 ถึง 39,212362,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,318,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
40 ถึง 49,173435,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,319,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
50 ถึง 59,108066,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,320,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
60 ขึ้นไป,47732,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,321,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
รวม,706387,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,322,คน,2564,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,9526,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,323,คน,2564,ทำงานด้านอื่น
20 ถึง 29,528362,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,324,คน,2564,ทำงานด้านอื่น
30 ถึง 39,553518,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,325,คน,2564,ทำงานด้านอื่น
40 ถึง 49,405081,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,326,คน,2564,ทำงานด้านอื่น
