วันที่หมดอายุ,_id,เลขที่การรับรอง,บริษัท,ปี,วันที่รับรอง,จังหวัด,ระดับ
20/11/2568,556,GI(E) 3-212,บริษัท เอชแอนด์อาร์ เคมฟาร์ม (ประเทศไทย) จำกัด,2566,2565-11-21T00:00:00,ชลบุรี,3
20/11/2568,557,GI(E) 3-216,บริษัท มัลติแบกซ์ จำกัด (มหาชน),2566,2565-11-21T00:00:00,ชลบุรี,3
20/11/2568,558,GI(E) 3-217,บริษัท ไทย นิปปอน เซอิกิ จำกัด,2566,2565-11-21T00:00:00,ชลบุรี,3
20/11/2568,559,GI(E) 3-218,บริษัท ไทย นิปปอน เซอิกิ จำกัด,2566,2565-11-21T00:00:00,ชลบุรี,3
20/11/2568,560,GI(E) 3-220,บริษัท ฮาน ยาง เอ็ม-เทค (ไทยแลนด์) จำกัด,2566,2565-11-21T00:00:00,ชลบุรี,3
22/11/2568,561,GI(E) 3-225,บริษัท อู่สมศักดิ์ บอดี้ คาร์ (2018) จำกัด,2566,2565-11-23T00:00:00,ชลบุรี,3
23/11/2568,562,GI(E) 3-228,บริษัท พรีแมกซ์ อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,2566,2565-11-24T00:00:00,ชลบุรี,3
27/11/2568,563,GI(E) 3-235,บริษัท สยามเอทีอุตสาหกรรม จำกัด,2566,2565-11-28T00:00:00,ชลบุรี,3
28/11/2568,564,GI(E) 3-240,บริษัท ไทย นิชชิน โมลด์ จำกัด,2566,2565-11-29T00:00:00,ชลบุรี,3
28/11/2568,565,GI(E) 3-242,บริษัท เคไอ-อิโคเทค จำกัด,2566,2565-11-29T00:00:00,ชลบุรี,3
7/12/2568,566,GI(E) 3-253,บริษัท มิยามะ พรีซิชั่น (ประเทศไทย) จำกัด,2566,2565-08-12T00:00:00,ชลบุรี,3
14/12/2568,567,GI(E) 3-255,บริษัท ทิมฟานี อะคูสติก เทคโนโลยี (ประเทศไทย) จำกัด,2566,2565-12-15T00:00:00,ชลบุรี,3
14/12/2568,568,GI(E) 3-257,บริษัท คาสทูล 180 จำกัด,2566,2565-12-15T00:00:00,ชลบุรี,3
14/12/2568,569,GI(E) 3-258,บริษัท ลาบิกซ์ จำกัด,2566,2565-12-15T00:00:00,ชลบุรี,3
15/12/2568,570,GI(E) 3-259,บริษัท อาปิโก ฟอร์จจิ้ง จำกัด (มหาชน),2566,2565-12-16T00:00:00,ชลบุรี,3
15/12/2568,571,GI(E) 3-261,บริษัท นิชิอิ ไฟน์ เพรส (ไทยแลนด์) จำกัด,2566,2565-12-16T00:00:00,ชลบุรี,3
15/12/2568,572,GI(E) 3-262,บริษัท เอ็มซี เมทัลเซอร์วิสเอเซีย (ประเทศไทย) จำกัด,2566,2565-12-16T00:00:00,ชลบุรี,3
15/12/2568,573,GI(E) 3-263,บริษัท เอ็มซี เมทัลเซอร์วิสเอเชีย (ประเทศไทย) จำกัด,2566,2565-12-16T00:00:00,ชลบุรี,3
19/12/2568,574,GI(E) 3-264,บริษัท จุน จี่ แมททีเรียล เทคโนโลยี จํากัด,2566,2565-12-20T00:00:00,ชลบุรี,3
21/12/2568,575,GI(E) 3-270,บริษัท กั๋วหลิน (ไทยแลนด์) จำกัด,2566,2565-12-22T00:00:00,ชลบุรี,3
21/12/2568,576,GI(E) 3-271,บริษัท ลู้บ เทคโนโลยี จำกัด,2566,2565-12-22T00:00:00,ชลบุรี,3
25/12/2568,577,GI(E) 3-273,บริษัท เอสโซ่ (ประเทศไทย) จำกัด (มหาชน),2566,2565-12-26T00:00:00,ชลบุรี,3
25/12/2568,578,GI(E) 3-274,บริษัท ไทโย สเตนเลส สปริง เอ็มเอฟจี (ประเทศไทย) จำกัด,2566,2565-12-26T00:00:00,ชลบุรี,3
9/1/2569,579,GI(E) 3-288,บริษัท ยูชิโร (ประเทศไทย) จำกัด,2566,2566-10-01T00:00:00,ชลบุรี,3
10/1/2569,580,GI(E) 3-291,บริษัท ไวกิ้ง ไลฟ์-เซฟวิ่ง อิควิปเม้นท์ (ประเทศไทย) จำกัด,2566,2566-11-01T00:00:00,ชลบุรี,3
10/1/2569,581,GI(E) 3-292,บริษัท ฮอลลี่ กรุ๊ป อิเลคทริค (ประเทศไทย) จำกัด,2566,2566-11-01T00:00:00,ชลบุรี,3
10/1/2569,582,GI(E) 3-293,บริษัท ฮอลลี่ อิเลคทรอนิค มิเตอร์ จำกัด,2566,2566-11-01T00:00:00,ชลบุรี,3
11/1/2569,583,GI(E) 3-300,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน),2566,2566-12-01T00:00:00,ชลบุรี,3
11/1/2569,584,GI(E) 3-302,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,2566,2566-12-01T00:00:00,ชลบุรี,3
11/1/2569,585,GI(E) 3-303,บริษัท โอเรียนเต็ลคอปเปอร์ จำกัด,2566,2566-12-01T00:00:00,ชลบุรี,3
12/1/2569,586,GI(E) 3-311,บริษัท ไทยลู้บเบล็นดิ้ง จำกัด,2566,2566-01-13T00:00:00,ชลบุรี,3
15/1/2569,587,GI(E) 3-314,บริษัท ซุปเปอร์ฟาสท์ เทคโนโลยี (ประเทศไทย) จำกัด,2566,2566-01-16T00:00:00,ชลบุรี,3
18/1/2569,588,GI(E) 3-324,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,2566,2566-01-19T00:00:00,ชลบุรี,3
18/1/2569,589,GI(E) 3-328,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,2566,2566-01-19T00:00:00,ชลบุรี,3
22/1/2569,590,GI(E) 3-336,บริษัท วาลีโอ คอมฟอร์ท แอนด์ ไดร์ฟวิ่ง แอสซิสแทนซ์ ซิสเต็มส์ (ประเทศไทย) จำกัด,2566,2566-01-23T00:00:00,ชลบุรี,3
22/1/2569,591,GI(E) 3-337,บริษัท ยามาฮ่ามอเตอร์พาร์ทแมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2566,2566-01-23T00:00:00,ชลบุรี,3
22/1/2569,592,GI(E) 3-339,บริษัท จินหัว ซิงค์ เทคโนโลยี (ไทยแลนด์) จำกัด,2566,2566-01-23T00:00:00,ชลบุรี,3
22/1/2569,593,GI(E) 3-342,บริษัท เฟดเดอรัล-โมกูล เสรีนา จำกัด,2566,2566-01-23T00:00:00,ชลบุรี,3
25/1/2569,594,GI(E) 3-344,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),2566,2566-01-26T00:00:00,ชลบุรี,3
25/1/2569,595,GI(E) 3-346,บริษัท เพนสโตน (ประเทศไทย) จำกัด,2566,2566-01-26T00:00:00,ชลบุรี,3
25/1/2569,596,GI(E) 3-349,บริษัท เบ็นเทคเคมีคัล จำกัด,2566,2566-01-26T00:00:00,ชลบุรี,3
26/1/2569,597,GI(E) 3-353,บริษัท พีคิว เคมิคอลส์ (ประเทศไทย)จำกัด,2566,2566-01-27T00:00:00,ชลบุรี,3
1/2/2569,598,GI(E) 3-367,บริษัท ลิเดีย ออยล์ (ประเทศไทย) จำกัด,2566,2566-02-02T00:00:00,ชลบุรี,3
2/2/2569,599,GI(E) 3-373,บริษัท มิค อินดัสตรี้ส์ (ประเทศไทย) จำกัด,2566,2566-03-02T00:00:00,ชลบุรี,3
2/2/2569,600,GI(E) 3-374,บริษัท นิตโต้ มาเทค (ประเทศไทย) จำกัด,2566,2566-03-02T00:00:00,ชลบุรี,3
6/2/2569,601,GI(E) 3-384,บริษัท เอส.เอ็ม.ซี. (ประเทศไทย) จำกัด,2566,2566-07-02T00:00:00,ชลบุรี,3
9/2/2569,602,GI(E) 3-392,บริษัท เค.เอ็ม.ดับบลิว.ทรานสปอร์ต จำกัด,2566,2566-10-02T00:00:00,ชลบุรี,3
12/2/2569,603,GI(E) 3-394,บริษัท ศรีบริสุทธิ์ ฟอร์จจิ้ง เทคโนโลยี จำกัด,2566,2566-02-13T00:00:00,ชลบุรี,3
12/2/2569,604,GI(E) 3-399,บริษัท ออโต้ อินทรีเรียส์ โปรดักส์ จำกัด,2566,2566-02-13T00:00:00,ชลบุรี,3
13/2/2569,605,GI(E) 3-415,บริษัท ทีซีเอฟจี คอมเพรสเซอร์ (ประเทศไทย) จำกัด,2566,2566-02-14T00:00:00,ชลบุรี,3
14/2/2569,606,GI(E) 3-422,บริษัท อมตะ บี.กริม เพาเวอร์ 1 จำกัด,2566,2566-02-15T00:00:00,ชลบุรี,3
14/2/2569,607,GI(E) 3-423,บริษัท อมตะ บี.กริม เพาเวอร์ 2 จำกัด,2566,2566-02-15T00:00:00,ชลบุรี,3
14/2/2569,608,GI(E) 3-425,บริษัท ออโต้ เม็ททอล จำกัด,2566,2566-02-15T00:00:00,ชลบุรี,3
14/2/2569,609,GI(E) 3-427,บริษัท ไท ไทย รับเบอร์ จำกัด,2566,2566-02-15T00:00:00,ชลบุรี,3
19/2/2569,610,GI(E) 3-435,บริษัท คอยเทค สตีล (ไทยแลนด์) จำกัด,2566,2566-02-20T00:00:00,ชลบุรี,3
19/2/2569,611,GI(E) 3-437,บริษัท เอ็น15 เทคโนโลยี จำกัด,2566,2566-02-20T00:00:00,ชลบุรี,3
20/2/2569,612,GI(E) 3-438,บริษัท คาเนมิทซึ สลิท (ประเทศไทย) จำกัด,2566,2566-02-21T00:00:00,ชลบุรี,3
20/2/2569,613,GI(E) 3-441,บริษัท นิชิได (ประเทศไทย) จำกัด,2566,2566-02-21T00:00:00,ชลบุรี,3
20/2/2569,614,GI(E) 3-446,บริษัท ไมเท็กซ์ โพลีเมอร์ (ประเทศไทย) จำกัด,2566,2566-02-21T00:00:00,ชลบุรี,3
22/2/2569,615,GI(E) 3-465,บริษัท ฟูจิตสึ เจเนอรัล (ประเทศไทย) จำกัด,2566,2566-02-23T00:00:00,ชลบุรี,3
22/2/2569,616,GI(E) 3-466,บริษัท ฟูจิตสึ เจเนอรัล (ประเทศไทย) จำกัด,2566,2566-02-23T00:00:00,ชลบุรี,3
6/3/2569,617,GI(E) 3-490,บริษัท โบรเซ่ (ประเทศไทย) จำกัด,2566,2566-07-03T00:00:00,ชลบุรี,3
6/3/2569,618,GI(E) 3-493,บริษัท ไทย นิวตั้น จำกัด,2566,2566-07-03T00:00:00,ชลบุรี,3
6/3/2569,619,GI(E) 3-495,บริษัท ไทย ซิลเวค จำกัด,2566,2566-07-03T00:00:00,ชลบุรี,3
9/3/2569,620,GI(E) 3-500,บริษัท โออิซูรู (ประเทศไทย) จำกัด,2566,2566-10-03T00:00:00,ชลบุรี,3
9/3/2569,621,GI(E) 3-513,บริษัท สยาม ดี.เค.เอ็นจิเนียริ่ง จำกัด,2566,2566-10-03T00:00:00,ชลบุรี,3
9/3/2569,622,GI(E) 3-517,บริษัท อี แอนด์ เอช พรีซิชั่น (ประเทศไทย) จำกัด,2566,2566-10-03T00:00:00,ชลบุรี,3
9/3/2569,623,GI(E) 3-518,บริษัท อี แอนด์ เอช พรีซิชั่น (ประเทศไทย) จำกัด,2566,2566-10-03T00:00:00,ชลบุรี,3
9/3/2569,624,GI(E) 3-519,บริษัท อี แอนด์ เอซ พรีซิชั่น (ประเทศไทย) จำกัด,2566,2566-10-03T00:00:00,ชลบุรี,3
9/3/2569,625,GI(E) 3-520,บริษัท ยูนิค ซี โปรดักส์ จำกัด,2566,2566-10-03T00:00:00,ชลบุรี,3
12/3/2569,626,GI(E) 3-532,บริษัท ชินเมอิ อินดัสทรี (ประเทศไทย) จำกัด,2566,2566-03-13T00:00:00,ชลบุรี,3
14/3/2569,627,GI(E) 3-537,บริษัท อมตะ บี. กริม เพาเวอร์ 4 จำกัด,2566,2566-03-15T00:00:00,ชลบุรี,3
15/3/2569,628,GI(E) 3-539,บริษัท บีทีดี ออโต้พาร์ท (ประเทศไทย) จำกัด,2566,2566-03-16T00:00:00,ชลบุรี,3
19/3/2569,629,GI(E) 3-549,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),2566,2566-03-20T00:00:00,ชลบุรี,3
20/3/2569,630,GI(E) 3-555,บริษัท เซเลอเรส (ประเทศไทย) จำกัด,2566,2566-03-21T00:00:00,ชลบุรี,3
22/3/2569,631,GI(E) 3-564,บริษัท มิโน่ (ไทยแลนด์) จำกัด,2566,2566-03-23T00:00:00,ชลบุรี,3
22/3/2569,632,GI(E) 3-567,บริษัท คิทซ์ (ประเทศไทย) จำกัด,2566,2566-03-23T00:00:00,ชลบุรี,3
22/3/2569,633,GI(E) 3-569,บริษัท ธาดาเมทัล พาร์ส จำกัด,2566,2566-03-23T00:00:00,ชลบุรี,3
23/3/2569,634,GI(E) 3-574,บริษัท ด๊อกเตอร์ บู จำกัด,2566,2566-03-24T00:00:00,ชลบุรี,3
26/3/2569,635,GI(E) 3-579,บริษัท เอ็มเอเอ็กซ์ (ประเทศไทย) จำกัด,2566,2566-03-27T00:00:00,ชลบุรี,3
26/3/2569,636,GI(E) 3-580,บริษัท ศรีราชา แพคกิ้งวู้ด จำกัด,2566,2566-03-27T00:00:00,ชลบุรี,3
26/3/2569,637,GI(E) 3-581,บริษัท ศรีราชา แพคกิ้ง วู้ด จำกัด (สาขาที่ 3),2566,2566-03-27T00:00:00,ชลบุรี,3
26/3/2569,638,GI(E) 3-582,บริษัท ศรีราชา แพคกิ้งวู้ด จำกัด (สาขาที่ 6),2566,2566-03-27T00:00:00,ชลบุรี,3
30/3/2569,639,GI(E) 3-599,บริษัท ชลบุรี คลีน เอ็นเนอร์ยี่ จำกัด,2566,2566-03-31T00:00:00,ชลบุรี,3
2/4/2569,640,GI(E) 3-608,บริษัท ซิมสุลาลัย จำกัด,2566,2566-03-04T00:00:00,ชลบุรี,3
3/4/2569,641,GI(E) 3-620,บริษัท มิโน่ (ไทยแลนด์) จำกัด,2566,2566-04-04T00:00:00,ชลบุรี,3
4/4/2569,642,GI(E) 3-622,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),2566,2566-05-04T00:00:00,ชลบุรี,3
4/4/2569,643,GI(E) 3-623,บริษัท ไทยอีสเทิร์น รับเบอร์ จำกัด,2566,2566-05-04T00:00:00,ชลบุรี,3
4/4/2569,644,GI(E) 3-624,บริษัท รชต พลาสติก อินเจ็คชั่น จำกัด,2566,2566-05-04T00:00:00,ชลบุรี,3
4/4/2569,645,GI(E) 3-628,บริษัท แวนด้าแพค จำกัด,2566,2566-05-04T00:00:00,ชลบุรี,3
4/4/2569,646,GI(E) 3-629,บริษัท คาคิฮารา เมอิบัน (ประเทศไทย) จำกัด,2566,2566-05-04T00:00:00,ชลบุรี,3
4/4/2569,647,GI(E) 3-633,บริษัท เอ็นอีไอเอส (ประเทศไทย) จำกัด,2566,2566-05-04T00:00:00,ชลบุรี,3
9/4/2569,648,GI(E) 3-639,บริษัท โอ.เอ็ม.แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,2566,2566-10-04T00:00:00,ชลบุรี,3
9/4/2569,649,GI(E) 3-644,บริษัท ชินเซอิ โมลดิ้ง จำกัด,2566,2566-10-04T00:00:00,ชลบุรี,3
19/4/2569,650,GI(E) 3-656,บริษัท คอมพลีท โอโต รับเบอร์ แมนูแฟ็คเจอริ่ง จำกัด,2566,2566-04-20T00:00:00,ชลบุรี,3
19/4/2569,651,GI(E) 3-657,บริษัท จาโตโค (ประเทศไทย) จำกัด,2566,2566-04-20T00:00:00,ชลบุรี,3
19/4/2569,652,GI(E) 3-658,บริษัท วาซิน เทค จำกัด,2566,2566-04-20T00:00:00,ชลบุรี,3
19/4/2569,653,GI(E) 3-660,บริษัท ชิน ยอง ไทยเอ็นจิเนียริ่ง จำกัด,2566,2566-04-20T00:00:00,ชลบุรี,3
24/4/2569,654,GI(E) 3-669,บริษัท ไทย เซกิซุย โฟม จำกัด,2566,2566-04-25T00:00:00,ชลบุรี,3
24/4/2569,655,GI(E) 3-670,บริษัท ไดเซ็น เพลตติ้ง (ไทยแลนด์) จำกัด,2566,2566-04-25T00:00:00,ชลบุรี,3
25/4/2569,656,GI(E) 3-672,บริษัท คาร์โบกาญจน์ จำกัด,2566,2566-04-26T00:00:00,ชลบุรี,3
25/4/2569,657,GI(E) 3-673,บริษัท ซีเค รีเจน ซิสเต็มส์ จำกัด,2566,2566-04-26T00:00:00,ชลบุรี,3
26/4/2569,658,GI(E) 3-677,บริษัท ซูมิโตโม อิเล็กตริก ซินเตอร์ด คอมโพเน้นท์ส (ที) จำกัด,2566,2566-04-27T00:00:00,ชลบุรี,3
27/4/2569,659,GI(E) 3-681,บริษัท มอเรสโก้ (ไทยแลนด์) จำกัด,2566,2566-04-28T00:00:00,ชลบุรี,3
27/4/2569,660,GI(E) 3-685,บริษัท ไมเดีย รีฟริจเจอเรชั่น อีควิปเมนท์ (ไทยแลนด์) จำกัด,2566,2566-04-28T00:00:00,ชลบุรี,3
2/5/2569,661,GI(E) 3-687,บริษัท รชต รุ่งเรือง รีไซเคิล แอนด์ คอนสตรัคชั่น จำกัด,2566,2566-03-05T00:00:00,ชลบุรี,3
9/5/2569,662,GI(E) 3-730,บริษัท แมคคีย์ ฟู้ด เซอร์วิสเซส (ประเทศไทย) จำกัด,2566,2566-10-05T00:00:00,ชลบุรี,3
11/5/2569,663,GI(E) 3-738,บริษัท โมริตะ เซอิซาคุโข (ไทยแลนด์) จำกัด,2566,2566-12-05T00:00:00,ชลบุรี,3
21/5/2569,664,GI(E) 3-757,บริษัท เอเซีย เวสต์ แมนเน็จเม้นท์ จำกัด,2566,2566-05-22T00:00:00,ชลบุรี,3
21/5/2569,665,GI(E) 3-759,บริษัท นิสโช พรีซิชั่น (ไทยแลนด์) จำกัด,2566,2566-05-22T00:00:00,ชลบุรี,3
24/5/2569,666,GI(E) 3-760,บริษัท ไทย ซัน เซมิทสึ คะโค แล็บ. จำกัด,2566,2566-05-25T00:00:00,ชลบุรี,3
25/5/2569,667,GI(E) 3-765,บริษัท ฟาบริ-เทค คอมโพเนนซ์ (ประเทศไทย) จำกัด,2566,2566-05-26T00:00:00,ชลบุรี,3
25/5/2569,668,GI(E) 3-767,บริษัท นิสโช พรีซิชั่น (ไทยแลนด์) จำกัด,2566,2566-05-26T00:00:00,ชลบุรี,3
28/5/2569,669,GI(E) 3-781,บริษัท โซลาร์ พีพีเอ็ม จำกัด,2566,2566-05-29T00:00:00,ชลบุรี,3
31/5/2569,670,GI(E) 3-790,บริษัท ไดอะ โมเดิร์น เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,2566,2566-01-06T00:00:00,ชลบุรี,3
31/5/2569,671,GI(E) 3-791,บริษัท บางกอกเมทัลเครท จำกัด,2566,2566-01-06T00:00:00,ชลบุรี,3
5/6/2569,672,GI(E) 3-799,บริษัท สยามคาลโซนิค จำกัด,2566,2566-06-06T00:00:00,ชลบุรี,3
6/6/2569,673,GI(E) 3-801,บริษัท อีเคเค อีเกิล (ไทยแลนด์) จำกัด,2566,2566-07-06T00:00:00,ชลบุรี,3
11/6/2569,674,GI(E) 3-806,บริษัท เคียวเด็น (ประเทศไทย) จำกัด,2566,2566-12-06T00:00:00,ชลบุรี,3
12/6/2569,675,GI(E) 3-821,บริษัท อาร์เอ็มเอ ออโตโมทีฟ จำกัด,2566,2566-06-13T00:00:00,ชลบุรี,3
13/6/2569,676,GI(E) 3-828,บริษัท ไทย อิเคดะ คากินูมา จำกัด,2566,2566-06-14T00:00:00,ชลบุรี,3
14/6/2569,677,GI(E) 3-838,บริษัท ไทยคิวบิค เทคโนโลยี จำกัด,2566,2566-06-15T00:00:00,ชลบุรี,3
20/6/2569,678,GI(E) 3-870,บริษัท ซูมิโช เมทัล (ประเทศไทย) จำกัด,2566,2566-06-21T00:00:00,ชลบุรี,3
21/6/2569,679,GI(E) 3-874,บริษัท สยามมิชลิน จำกัด,2566,2566-06-22T00:00:00,ชลบุรี,3
22/6/2569,680,GI(E) 3-881,บริษัท ไทย-นิฮอน ซีลส์ จำกัด,2566,2566-06-23T00:00:00,ชลบุรี,3
22/6/2569,681,GI(E) 3-887,บริษัท ไทยสเปเชี่ยลแก๊ส จำกัด,2566,2566-06-23T00:00:00,ชลบุรี,3
22/6/2569,682,GI(E) 3-888,บริษัท ไทยผลิตภัณฑ์ยิบซั่ม จำกัด (มหาชน),2566,2566-06-23T00:00:00,ชลบุรี,3
25/6/2569,683,GI(E) 3-889,บริษัท สแตนบี เอเชีย จำกัด,2566,2566-06-26T00:00:00,ชลบุรี,3
26/6/2569,684,GI(E) 3-895,บริษัท เอะซาคิ อินดัสเตรียล (ไทยแลนด์) จำกัด,2566,2566-06-27T00:00:00,ชลบุรี,3
27/6/2569,685,GI(E) 3-898,บริษัท ดองกุก สตีล (ประเทศไทย) จำกัด,2566,2566-06-28T00:00:00,ชลบุรี,3
28/6/2569,686,GI(E) 3-908,บริษัท อนโดะ ชินโช (ไทยแลนด์) จำกัด,2566,2566-06-29T00:00:00,ชลบุรี,3
29/6/2569,687,GI(E) 3-915,บริษัท ซัมมิท แอนเซ่ ออโตพาร์ท จำกัด,2566,2566-06-30T00:00:00,ชลบุรี,3
29/6/2569,688,GI(E) 3-916,บริษัท โคบายาชิ วอชเชอร์ เวิร์คส (ไทยแลนด์) จำกัด,2566,2566-06-30T00:00:00,ชลบุรี,3
4/7/2569,689,GI(E) 3-923,บริษัท อาซาฮี เทค อลูมิเนียม (ประเทศไทย) จำกัด,2566,2566-05-07T00:00:00,ชลบุรี,3
6/7/2569,690,GI(E) 3-934,บริษัท พอล แอนด์ โค (ประเทศไทย) จำกัด,2566,2566-07-07T00:00:00,ชลบุรี,3
6/7/2569,691,GI(E) 3-937,บริษัท ดีทีเอส แดร็คเซิลไมเออร์ ออโทโมทีฟ ซีสเท็มส์ (ประเทศไทย) จำกัด,2566,2566-07-07T00:00:00,ชลบุรี,3
6/7/2569,692,GI(E) 3-940,บริษัท แมกน่า ออโตโมทีฟ (ประเทศไทย) จำกัด,2566,2566-07-07T00:00:00,ชลบุรี,3
9/7/2569,693,GI(E) 3-943,บริษัท โรโตเมทริกส์ (เอสอี เอเซีย) จำกัด,2566,2566-10-07T00:00:00,ชลบุรี,3
10/7/2569,694,GI(E) 3-948,บริษัท เอ.ไอ.เทคโนโลยี จำกัด,2566,2566-11-07T00:00:00,ชลบุรี,3
11/7/2569,695,GI(E) 3-950,บริษัท สยาม โอคาเมะ จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,3
11/7/2569,696,GI(E) 3-951,บริษัท เอส อาร์ เอ็น ซาวด์ พรู๊ฟ จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,3
11/7/2569,697,GI(E) 3-955,บริษัท ฮิโดรเม็ก คอนสรัคชั่น อิควิปเม้นท์ (ประเทศไทย) จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,3
11/7/2569,698,GI(E) 3-957,บริษัท โทเซอิ (ประเทศไทย) จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,3
11/7/2569,699,GI(E) 3-961,บริษัท ซียูอีแอล จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,3
11/7/2569,700,GI(E) 3-962,บริษัท ซียูอีแอล จำกัด,2566,2566-12-07T00:00:00,ชลบุรี,3
12/7/2569,701,GI(E) 3-969,บริษัท สยามสโตน แอ๊กกริแกรท จำกัด,2566,2566-07-13T00:00:00,ชลบุรี,3
13/7/2569,702,GI(E) 3-979,บริษัท อุชิมูระ (ประเทศไทย) จำกัด,2566,2566-07-14T00:00:00,ชลบุรี,3
13/7/2569,703,GI(E) 3-983,บริษัท ไดกิ อลูมิเนียม อินดัสทรี (ประเทศไทย) จำกัด,2566,2566-07-14T00:00:00,ชลบุรี,3
17/7/2569,704,GI(E) 3-989,บริษัท อดัมแพค (ประเทศไทย) จำกัด,2566,2566-07-18T00:00:00,ชลบุรี,3
18/7/2569,705,GI(E) 3-999,บริษัท โตโยต้า ทูโช ฟอร์คลิฟท์ (ไทยแลนด์) จำกัด,2566,2566-07-19T00:00:00,ชลบุรี,3
18/7/2569,706,GI(E) 3-1000,บริษัท มิเอะ เซกิ (ประเทศไทย) จำกัด,2566,2566-07-19T00:00:00,ชลบุรี,3
19/7/2569,707,GI(E) 3-1003,บริษัท ไอแทค อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,2566,2566-07-20T00:00:00,ชลบุรี,3
23/7/2569,708,GI(E) 3-1007,บริษัท ฮายาชิ เทเลมปุ (ประเทศไทย) จำกัด,2566,2566-07-24T00:00:00,ชลบุรี,3
25/7/2569,709,GI(E) 3-1023,บริษัท สยามริคเก้นอินดัสเตรี้ยล จำกัด,2566,2566-07-26T00:00:00,ชลบุรี,3
25/7/2569,710,GI(E) 3-1024,บริษัท เอส.พี.รุ่งเรืองรับเบอร์ แอนด์ คอนสตรัคชั่น จำกัด,2566,2566-07-26T00:00:00,ชลบุรี,3
26/7/2569,711,GI(E) 3-1028,บริษัท บางกอกโคมัตสุ จำกัด,2566,2566-07-27T00:00:00,ชลบุรี,3
2/8/2569,712,GI(E) 3-1034,บริษัท ไทยหัวเวย แบตเตอรี่ จำกัด,2566,2566-03-08T00:00:00,ชลบุรี,3
3/8/2569,713,GI(E) 3-1036,บริษัท อาซาฮี คาเซอิ สปันบอนด์ (ประเทศไทย) จำกัด,2566,2566-04-08T00:00:00,ชลบุรี,3
8/8/2569,714,GI(E) 3-1048,บริษัท เอ็กเซดดี้ ฟริคชั่น แมททีเรียล จำกัด,2566,2566-09-08T00:00:00,ชลบุรี,3
8/8/2569,715,GI(E) 3-1052,บริษัท พีพีพี โมลดิ้ง โฟม จำกัด,2566,2566-09-08T00:00:00,ชลบุรี,3
9/8/2569,716,GI(E) 3-1055,บริษัท โคเบียว (ไทยแลนด์) จำกัด,2566,2566-10-08T00:00:00,ชลบุรี,3
9/8/2569,717,GI(E) 3-1056,บริษัท โคเบียว (ไทยแลนด์) จำกัด,2566,2566-10-08T00:00:00,ชลบุรี,3
9/8/2569,718,GI(E) 3-1057,บริษัท เหรียญทองอินดัสเตรียล จำกัด,2566,2566-10-08T00:00:00,ชลบุรี,3
10/8/2569,719,GI(E) 3-1077,บริษัท ยาฮางิ (ประเทศไทย) จำกัด,2566,2566-11-08T00:00:00,ชลบุรี,3
14/8/2569,720,GI(E) 3-1079,บริษัท ไทย เดลิก้า จำกัด,2566,2566-08-15T00:00:00,ชลบุรี,3
15/8/2569,721,GI(E) 3-1092,บริษัท ไอ-ริช แมนูแฟคเจอริ่ง จำกัด,2566,2566-08-16T00:00:00,ชลบุรี,3
20/8/2569,722,GI(E) 3-1095,บริษัท คิมบอล อิเล็คทรอนิคส์ (ประเทศไทย) จำกัด,2566,2566-08-21T00:00:00,ชลบุรี,3
23/8/2569,723,GI(E) 3-1105,บริษัท เอเซีย พรีซิชั่น เอ.ที. จำกัด,2566,2566-08-24T00:00:00,ชลบุรี,3
24/8/2569,724,GI(E) 3-1115,บริษัท อิโนแอ็ค ออโตโมทีฟ (ประเทศไทย) จำกัด,2566,2566-08-25T00:00:00,ชลบุรี,3
24/8/2569,725,GI(E) 3-1119,โรงโม่หินทวีสิน,2566,2566-08-25T00:00:00,ชลบุรี,3
27/8/2569,726,GI(E) 3-1125,บริษัท ทังกาลอยด์ คัทติ้ง ทูล (ไทยแลนด์) จำกัด,2566,2566-08-28T00:00:00,ชลบุรี,3
3/9/2569,727,GI(E) 3-1137,บริษัท วัฒนพันธุ์แพคเกจจิ้งซิสเท็ม จำกัด,2566,2566-04-09T00:00:00,ชลบุรี,3
6/9/2569,728,GI(E) 3-1149,บริษัท สยามมาบูชิ จำกัด,2566,2566-07-09T00:00:00,ชลบุรี,3
