ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ผลิตคอนกรีตผสมเสร็จ,เมืองอุบลราชธานี,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,60300000000000,12,20,อุบลราชธานี,NULL,โฉนดที่ดินเลขที่20435และ20436,58.26,2564,แจระแม,อ2-58(1)-97/64อบ,บริษัท ดีมิกซ์ คอนกรีต จำกัด,1864,บริษัท ดีมิกซ์ คอนกรีต จำกัด,2,34000
หล่อดอกยาง,วารินชำราบ,5100,โรงงานผลิต ซ่อม หล่อ หรือหล่อดอกยางนอกหรือยางในสำหรับยานพาหนะ ที่เคลื่อนที่ด้วยเครื่องกล,วาริน-เดชอุดม,NULL,60300000000000,0.9,5,อุบลราชธานี,4,128,74.25,2564,แสนสุข,อ2-51-2/64อบ,นายสราวุธ จันทร์โชติเสถียร,1865,ไทยรีเทรดดิ้ง,2,34190
ตัดเย็บเสื้อผ้า,เมืองชัยภูมิ,2801,การตัดหรือเย็บเครื่องนุ่งห่ม เข็มขัด ผ้าเช็ดหน้า ผ้าพันคอ เนกไท หูกระต่าย  ปลอกแขน ถุงมือ,-,-,60400000000000,5.225,64,ชัยภูมิ,9,413,62,2563,ในเมือง,อ2-28(1)-10/63ชย,นายสังวาลย์ ทองเพชร,1866,นายสังวาลย์ ทองเพชร,2,36000
กลึงและเชื่อมโลหะทั่วไป,เสนางคนิคม,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,ชยางกูร,บ้านนาไร่ใหญ่,60400000000000,1.08,2,อำนาจเจริญ,15,49,64.92,2564,เสนางคนิคม,อ2-64(13)-93/64อจ,นายสุเมธ ครองหินราช,1867,โรงกลึงกิตติกิจเจริญ,2,37290
พิมพ์สิ่งพิมพ์,เมืองขอนแก่น,4101,การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,รื่นรมย์,NULL,60400000000000,14.8,25,ขอนแก่น,NULL,84/4-5,56.01,2564,ในเมือง,อ2-41(1)-89/64ขก,ห้างหุ้นส่วนจำกัด ขอนแก่นการพิมพ์,1868,ห้างหุ้นส่วนจำกัด ขอนแก่นการพิมพ์,2,40000
ผลิตขนมปังปอนด์,เมืองขอนแก่น,1001,การทำขนมปังหรือขนมเค้ก,NULL,บ้านผือ,60400000000000,4.9,24,ขอนแก่น,19,83,59.29,2564,พระลับ,อ2-10(1)-179/64ขก,นายฉลอง ไวยบุรี,1869,เบสตี้ เบเกอร์รี่,2,40000
ทอเสื่อพลาสติก,เมืองขอนแก่น,5302,การทำเสื่อหรือพรม,NULL,NULL,60400000000000,5.66,10,ขอนแก่น,9,141,53.5,2564,บ้านค้อ,อ2-53(2)-1/64ขก,นางสาวชยนัฐ วิรัลจิรโชติ,1870,สรธัญการทอ,2,40000
ตัด พับ ขึ้นรูปแผ่นโลหะ,ชุมแพ,6412,การตัด พับ  หรือม้วนโลหะ,ชุมแพ-สีชมพู,NULL,60400000000000,7.1,2,ขอนแก่น,19,46089,64,2564,หนองไผ่,อ2-64(12)-68/64ขก,ห้างหุ้นส่วนจำกัด โอเคหลังคาเหล็ก 2017,1871,ห้างหุ้นส่วนจำกัด โอเคหลังคาเหล็ก 2017,2,40130
ตัด ม้วน และพับโลหะ ,หนองวัวซอ,6412,การตัด พับ  หรือม้วนโลหะ,NULL,NULL,60400000000000,9.5,12,อุดรธานี,8,72,73,2564,หนองวัวซอ,อ2-64(12)-18/64อด,ห้างหุ้นส่วนจำกัด ดับเบิ้ล เอสเอ็น,1872,ห้างหุ้นส่วนจำกัด ดับเบิ้ล เอสเอ็น,2,41360
ตัด ม้วนและพับโลหะ,หนองวัวซอ,6412,การตัด พับ  หรือม้วนโลหะ,NULL,NULL,60400000000000,9.5,12,อุดรธานี,8,72,73,2564,หนองวัวซอ,อ2-64(12)-42/64อด,ห้างหุ้นส่วนจำกัด ดับเบิ้ล เอสเอ็น,1873,ห้างหุ้นส่วนจำกัด ดับเบิ้ล เอสเอ็น,2,41360
ผลิต ประกฮบ ดัดแปลง ซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรม,บ้านดุง,6600,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรมหรือการเลี้ยงสัตว์,บริบาลดำริ,ทุ่งธนไพศาล,60400000000000,35.5,38,อุดรธานี,7,331,67.5,2564,ศรีสุทโธ,อ2-66-18/64อด,บริษัท คูโบต้าเอเชีย จำกัด,1874,บริษัท คูโบต้าเอเชีย จำกัด,2,41190
"ทำผลิคภัณฑ์คอนกรีต เช่น แผ่นพื้นคอนกรีต,เสา,ท่อคอนกรีตอัดแรงและผลิตภัณฑ์คอนกรีตทุกชนิด",เมืองอุดรธานี,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,60400000000000,7.5,15,อุดรธานี,3,-,56,2564,สามพร้าว,อ2-58(1)-120/64อด,ห้างหุ้นส่วนจำกัด อนุรักษ์การโยธา,1875,ห้างหุ้นส่วนจำกัด อนุรักษ์การโยธา,2,41000
เกี่ยวกับยางพารา หั่น ผสม รีดให้เป็นแผ่น,เมืองเลย,5202,การหั่น ผสม รีดให้เป็นแผ่น หรือตัดแผ่นยางธรรมชาติซึ่งมิใช่การทำสวนยางหรือป่า,มิตรร่วมใจ,NULL,60400000000000,2.8,2,เลย,2,28,50,2556,น้ำสวย,อ2-52(2)-1/56ลย,นางวราภรณ์ สารมะโน,1876,นางวราภรณ์ สารมะโน,2,42000
ทำเส้นก๋วยเตี๋ยว,เมืองเลย,1003,การทำผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น,ร่วมใจ,-,60400000000000,0.233,6,เลย,-,46062,52.5,2565,กุดป่อง,อ2-10(3)-1/65ลย,นายเชิดศักดิ์ เสริฐศรี,1877,-,2,42000
ทำมันเส้น,เอราวัณ,906,การปอกหัวพืช หรือทำหัวพืชให้เป็นเส้น แว่น หรือแท่ง,-,-,60400000000000,0.545,2,เลย,4,89,74,2564,เอราวัณ,อ2-9(6)-8/64ลย,นายสมพงษ์ เขตมนตรี,1878,มนตรีพาณิชย์,2,42220
ทำเส้นก๋วยเตี๋ยว,ท่าบ่อ,1003,การทำผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น,มิตรภาพ,NULL,60400000000000,0,8,หนองคาย,4,453,58.72,2564,ท่าบ่อ,อ2-10(3)-9/64นค,นายอนาวิน อภิรักษ์เมธาวงศ์,1879,ท่อบ่อเส้นก๋วยเตี๋ยว kkk (ตองเค),2,43110
