ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,DESCR,SCURVE,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ผลิตชิ้นส่วนยานยนต์ ประเภทล้ออลูมิเนียม,ไทรน้อย,7702,บางบัวทอง-สุพรรณบุรี,    -," 1,384.00 ",10120104825488, 454 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,2,"111/8,111/9"," 8,128.06 ",3-77(2)-48/48นบ,48,ไทรใหญ่,บริษัท สแตมฟอร์ด สปอร์ต วีลส์ จำกัด,2518,บริษัท สแตมฟอร์ด สปอร์ต วีลส์ จำกัด,3,11150
ผลิตวาล์วล้อรถทุกชนิด เช่น รถยนต์ รถจักรยานยนต์,ไทรน้อย,7702,ฤชุพันธ์,-, 68.00 ,10120100225485, 109 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,4,26/10," 1,319.08 ",3-77(2)-2/48นบ,48,ไทรใหญ่,บริษัท ซันเชียน (ประเทศไทย) จำกัด,2519,บริษัท ซันเชียน (ประเทศไทย) จำกัด,3,11150
ผลิตชิ้นส่วนยานยนต์ ประเภทล้ออลูมิเนียม,ไทรน้อย,7702,ทางหลวง 340 (สุพรรณบุรี),, 307.42 ,10120300125451, 170 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,2,111/2," 3,185.70 ",3-77(2)-1/45นบ,45,ไทรใหญ่,บริษัท สแตมฟอร์ด สปอร์ต วีลส์ จำกัด,2520,บริษัท สแตมฟอร์ด สปอร์ต วีลส์ จำกัด,3,11150
ทำชิ้นส่วนพิเศษและอุปกรณ์สำหรับรถยนต์จากพลาสติก เช่น ฝาครอบกระจกมองข้าง ครอบมือปิด-เปิดประตู เป็นต้น,ไทรน้อย,7702,ปทุมธานี-บางเลน,, 39.77 ,20120003725555, 138 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,2,2/1, 249.74 ,จ3-77(2)-37/55นบ,55,ขุนศรี,บริษัท วิเชียรโปรเกรสซีฟพาร์ท จำกัด,2521,บริษัท วิเชียรโปรเกรสซีฟพาร์ท จำกัด,3,11150
ประกอบจักรยานไฟฟ้า และจักรยานยนต์ไฟฟ้า,ไทรน้อย,7801,,, 24.00 ,20120054925666, 40 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,3,88/7, 157.00 ,จ3-78(1)-4/66นบ,66,หนองเพรางาย,บริษัท ฮอทร็อค 2018 จำกัด,2522,บริษัท ฮอทร็อค 2018 จำกัด,3,11150
ผลิตชิ้นส่วนรถจักรยานยนต์ เช่น ท่อไอเสีย,ไทรน้อย,7802,บางไผ่-หนองเพรางาย,ลิ้มกุล, 19.50 ,20120300625540, 20 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,3,65/2, 266.67 ,จ3-78(2)-6/54นบ,54,หนองเพรางาย,ห้างหุ้นส่วนจำกัด วิเชียรทองนำโชค,2523,ห้างหุ้นส่วนจำกัด วิเชียรทองนำโชค,3,11150
ผลิตชิ้นส่วนอะไหล่รถจักรยานยนต์,ไทรน้อย,7802,,, 24.00 ,20120109125650, 30 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,5,37, 461.00 ,จ3-78(2)-2/65นบ,65,คลองขวาง,ห้างหุ้นส่วนจำกัด เทคนิคอล พรีซีชั่น,2524,ห้างหุ้นส่วนจำกัด เทคนิคอล พรีซีชั่น,3,11150
ผลิตชิ้นส่วนอุปกรณ์รถจักรยานยนต์ รถยนต์,ไทรน้อย,7802,ฤชุพันธ์,, 17.00 ,10120500125400, 24 ,อุตสาหกรรมยานยนต์,3,นนทบุรี,3,64/9, 579.13 ,3-78(2)-1/40นบ,40,ไทรใหญ่,บริษัท เฮอร์เซงเอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด,2525,บริษัท เฮอร์เซงเอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด,3,11150
ทำเครื่องมือ เครื่องใช้ หรืออุปกรณ์ทางการแพทย์ เช่น เสื้อกาวน์ หน้ากากอนามัย หมวกคลุมผม ถุงสวมรองเท้า,ไทรน้อย,8103,-,-, 84.70 ,20120062425667, 97 ,อุตสาหกรรมการแพทย์,7,นนทบุรี,9,47, 427.26 ,จ3-81(3)-3/66นบ,66,ไทรใหญ่,บริษัท เมด-คอน (ประเทศไทย) จำกัด,2526,บริษัท เมด-คอน (ประเทศไทย) จำกัด,3,11150
ทำเครื่องมือ เครื่องใช้ อุปกรณ์การแพทย์ทุกชนิด รวมถึงส่วนประกอบที่ทำจากพลาสติก กล่องพลาสติกสำหรับใส่เครื่องมือเครื่องใช้ต่าง ๆ เครื่องป้องกันไฟตกไฟกระชาก,ไทรน้อย,8103,เลียบคลองขุนศรี,, 96.00 ,20120101325662, 13 ,อุตสาหกรรมการแพทย์,7,นนทบุรี,1,17, 279.31 ,จ3-81(3)-6/66นบ,66,ไทรใหญ่,บริษัท โอนิ เวิลด์ไวด์ เทรดดิ้ง จำกัด,2527,บริษัท โอนิ เวิลด์ไวด์ เทรดดิ้ง จำกัด,3,11150
ทำเครื่องมือ เครื่องใช้ หรืออุปกรณ์ทางการแพทย์,ไทรน้อย,8103,บางกรวย-ไทรน้อย,, 19.80 ,20121700125453, 33 ,อุตสาหกรรมการแพทย์,7,นนทบุรี,5,47, 122.45 ,จ3-81(3)-1/45นบ,45,ไทรน้อย,บริษัท เมด-คอน (ประเทศไทย) จำกัด,2528,บริษัท เมด-คอน (ประเทศไทย) จำกัด,3,11150
ผลิตเทปคาสเซท แผ่นซีดี แผ่นซีดีรอม และแผ่นดีวีดี,ไทรน้อย,10700,ไทรน้อย-ลาดบัวหลวง,เลียบคลองห้าร้อย, 516.50 ,20120300425461, 338 ,อุตสาหกรรมดิจิตอล,9,นนทบุรี,2,2/1," 2,855.64 ",จ3-107-4/46นบ,46,คลองขวาง,บริษัท เจเนอรัล เรดคอร์ด อินเตอร์เนชั่นแนล อินดัสตรี้ จำกัด,2529,บริษัท เจเนอรัล เรดคอร์ด อินเตอร์เนชั่นแนล อินดัสตรี้ จำกัด,3,11150
ทำอาหารสำเร็จรูปจากเนื้อสัตว์ เช่น ไส้กรอก แฮม เบคอน หมูหมัก หมูสไลด์แผ่นบางและอาหารสำเร็จรูปแช่แข็ง,บางกรวย,402,ราชพฤกษ์,, 73.00 ,20120000425548, 40 ,อุตสาหกรรมแปรรูปอาหาร,5,นนทบุรี,2,444, 303.91 ,จ3-4(2)-4/54นบ,54,บางขนุน,บริษัท 333 โฟรเซ่น ฟู้ด จำกัด,2530,บริษัท 333 โฟรเซ่น ฟู้ด จำกัด,3,11130
ผลิตกะทิบรรจุถุงพลาสติกและกระป๋อง อาหารหรือเครื่องดื่มจากผักหรือผลไม้บรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้,บางกรวย,701,มหาสวัสดิ์,, 23.50 ,10120000125223, 437 ,อุตสาหกรรมแปรรูปอาหาร,5,นนทบุรี,5,99/9," 3,134.30 ",3-7(1)-1/22นบ,22,มหาสวัสดิ์,บริษัท ผลิตภัณฑ์อาหาร เชฟช้อย จำกัด,2531,บริษัท ผลิตภัณฑ์อาหาร เชฟช้อย จำกัด,3,11130
ปรับปรุงคุณภาพข้าวสาร,บางกรวย,901,นครอินทร์,-, 115.00 ,20120008825475, 33 ,อุตสาหกรรมแปรรูปอาหาร,5,นนทบุรี,6,38/1, 225.50 ,จ3-9(1)-88/47นบ,47,บางขุนกอง,บริษัท อุดมข้าวสยาม จำกัด,2532,บริษัท อุดมข้าวสยาม จำกัด,3,11130
ผลิตน้ำแข็งซอง,บางกรวย,1400,ปลายบาง,วัดบางไกรใน, 25.00 ,10120100125420, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,นนทบุรี,2,75/17," 1,757.00 ",3-14-1/42นบ,42,มหาสวัสดิ์,บริษัท โรงน้ำแข็งนวลวรรณ จำกัด,2533,บริษัท โรงน้ำแข็งนวลวรรณ จำกัด,3,11130
ผลิตน้ำแข็งก้อนเล็ก ผลิตได้วันละ 150 ตัน/วัน,บางกรวย,1400,จงถนอม - วัดต้นเชือก,, 17.50 ,10120000125447, 16 ,อุตสาหกรรมแปรรูปอาหาร,5,นนทบุรี,6,64/4, 775.50 ,3-14-1/44นบ,44,ศาลากลาง,น้ำแข็งศาลายา,2534,น้ำแข็งศาลายา,3,11130
