จำนวน,_id,ปี,เพศ,ปัญหา,จังหวัด,ประเภทแรงงาน,หน่วย
575,10914,2567,ชาย,ลาพักผ่อนไม่ได้,ร้อยเอ็ด,แรงงานในระบบ,คน
1359,10915,2567,ชาย,ไม่มีสวัสดิการ,ร้อยเอ็ด,แรงงานในระบบ,คน
8162,10916,2567,หญิง,ค่าตอบแทน,ร้อยเอ็ด,แรงงานในระบบ,คน
1105,10917,2567,หญิง,งานหนัก,ร้อยเอ็ด,แรงงานในระบบ,คน
687,10918,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,ร้อยเอ็ด,แรงงานในระบบ,คน
220,10919,2567,หญิง,งานไม่ต่อเนื่อง,ร้อยเอ็ด,แรงงานในระบบ,คน
1497,10920,2567,หญิง,ชั่วโมงทำงานมากเกินไป,ร้อยเอ็ด,แรงงานในระบบ,คน
235,10921,2567,หญิง,ไม่มีวันหยุด,ร้อยเอ็ด,แรงงานในระบบ,คน
618,10922,2567,หญิง,ลาพักผ่อนไม่ได้,ร้อยเอ็ด,แรงงานในระบบ,คน
7150,10923,2567,ชาย,ค่าตอบแทน,ร้อยเอ็ด,แรงงานนอกระบบ,คน
822,10924,2567,ชาย,งานหนัก,ร้อยเอ็ด,แรงงานนอกระบบ,คน
3130,10925,2567,ชาย,งานไม่ต่อเนื่อง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
351,10926,2567,ชาย,ไม่มีวันหยุด,ร้อยเอ็ด,แรงงานนอกระบบ,คน
4011,10927,2567,หญิง,ค่าตอบแทน,ร้อยเอ็ด,แรงงานนอกระบบ,คน
327,10928,2567,หญิง,งานหนัก,ร้อยเอ็ด,แรงงานนอกระบบ,คน
617,10929,2567,หญิง,งานไม่ต่อเนื่อง,ร้อยเอ็ด,แรงงานนอกระบบ,คน
177,10930,2567,หญิง,ไม่มีวันหยุด,ร้อยเอ็ด,แรงงานนอกระบบ,คน
351,10931,2567,หญิง,ไม่มีสวัสดิการ,ร้อยเอ็ด,แรงงานนอกระบบ,คน
7964,10932,2567,ชาย,ค่าตอบแทน,กาฬสินธุ์,แรงงานในระบบ,คน
3654,10933,2567,ชาย,งานหนัก,กาฬสินธุ์,แรงงานในระบบ,คน
441,10934,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,กาฬสินธุ์,แรงงานในระบบ,คน
1133,10935,2567,ชาย,งานไม่ต่อเนื่อง,กาฬสินธุ์,แรงงานในระบบ,คน
1709,10936,2567,ชาย,ไม่มีสวัสดิการ,กาฬสินธุ์,แรงงานในระบบ,คน
8945,10937,2567,หญิง,ค่าตอบแทน,กาฬสินธุ์,แรงงานในระบบ,คน
618,10938,2567,หญิง,งานหนัก,กาฬสินธุ์,แรงงานในระบบ,คน
69212,10939,2567,ชาย,ค่าตอบแทน,กาฬสินธุ์,แรงงานนอกระบบ,คน
13642,10940,2567,ชาย,งานหนัก,กาฬสินธุ์,แรงงานนอกระบบ,คน
3145,10941,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,กาฬสินธุ์,แรงงานนอกระบบ,คน
403,10942,2567,ชาย,งานไม่ต่อเนื่อง,กาฬสินธุ์,แรงงานนอกระบบ,คน
2971,10943,2567,ชาย,ชั่วโมงทำงานมากเกินไป,กาฬสินธุ์,แรงงานนอกระบบ,คน
30551,10944,2567,หญิง,ค่าตอบแทน,กาฬสินธุ์,แรงงานนอกระบบ,คน
13168,10945,2567,หญิง,งานหนัก,กาฬสินธุ์,แรงงานนอกระบบ,คน
1157,10946,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,กาฬสินธุ์,แรงงานนอกระบบ,คน
700,10947,2567,หญิง,งานไม่ต่อเนื่อง,กาฬสินธุ์,แรงงานนอกระบบ,คน
1697,10948,2567,หญิง,ชั่วโมงทำงานมากเกินไป,กาฬสินธุ์,แรงงานนอกระบบ,คน
124,10949,2567,หญิง,ไม่มีสวัสดิการ,กาฬสินธุ์,แรงงานนอกระบบ,คน
4881,10950,2567,ชาย,ค่าตอบแทน,สกลนคร,แรงงานในระบบ,คน
1350,10951,2567,ชาย,งานหนัก,สกลนคร,แรงงานในระบบ,คน
1310,10952,2567,ชาย,งานไม่ต่อเนื่อง,สกลนคร,แรงงานในระบบ,คน
314,10953,2567,ชาย,ไม่มีสวัสดิการ,สกลนคร,แรงงานในระบบ,คน
8813,10954,2567,หญิง,ค่าตอบแทน,สกลนคร,แรงงานในระบบ,คน
747,10955,2567,หญิง,งานหนัก,สกลนคร,แรงงานในระบบ,คน
47921,10956,2567,ชาย,ค่าตอบแทน,สกลนคร,แรงงานนอกระบบ,คน
882,10957,2567,ชาย,งานหนัก,สกลนคร,แรงงานนอกระบบ,คน
1550,10958,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,สกลนคร,แรงงานนอกระบบ,คน
3107,10959,2567,ชาย,งานไม่ต่อเนื่อง,สกลนคร,แรงงานนอกระบบ,คน
362,10960,2567,ชาย,ชั่วโมงทำงานมากเกินไป,สกลนคร,แรงงานนอกระบบ,คน
1053,10961,2567,ชาย,ไม่มีวันหยุด,สกลนคร,แรงงานนอกระบบ,คน
768,10962,2567,ชาย,ลาพักผ่อนไม่ได้,สกลนคร,แรงงานนอกระบบ,คน
2736,10963,2567,ชาย,ไม่มีสวัสดิการ,สกลนคร,แรงงานนอกระบบ,คน
27625,10964,2567,หญิง,ค่าตอบแทน,สกลนคร,แรงงานนอกระบบ,คน
493,10965,2567,หญิง,งานหนัก,สกลนคร,แรงงานนอกระบบ,คน
50,10966,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,สกลนคร,แรงงานนอกระบบ,คน
2244,10967,2567,หญิง,งานไม่ต่อเนื่อง,สกลนคร,แรงงานนอกระบบ,คน
346,10968,2567,หญิง,ชั่วโมงทำงานมากเกินไป,สกลนคร,แรงงานนอกระบบ,คน
116,10969,2567,หญิง,ไม่มีวันหยุด,สกลนคร,แรงงานนอกระบบ,คน
1660,10970,2567,หญิง,ไม่มีสวัสดิการ,สกลนคร,แรงงานนอกระบบ,คน
4965,10971,2567,ชาย,ค่าตอบแทน,นครพนม,แรงงานในระบบ,คน
675,10972,2567,ชาย,งานหนัก,นครพนม,แรงงานในระบบ,คน
111,10973,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,นครพนม,แรงงานในระบบ,คน
135,10974,2567,ชาย,งานไม่ต่อเนื่อง,นครพนม,แรงงานในระบบ,คน
200,10975,2567,ชาย,ไม่มีสวัสดิการ,นครพนม,แรงงานในระบบ,คน
6214,10976,2567,หญิง,ค่าตอบแทน,นครพนม,แรงงานในระบบ,คน
38,10977,2567,หญิง,งานหนัก,นครพนม,แรงงานในระบบ,คน
123,10978,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,นครพนม,แรงงานในระบบ,คน
630,10979,2567,หญิง,งานไม่ต่อเนื่อง,นครพนม,แรงงานในระบบ,คน
124,10980,2567,หญิง,ไม่มีวันหยุด,นครพนม,แรงงานในระบบ,คน
559,10981,2567,หญิง,ลาพักผ่อนไม่ได้,นครพนม,แรงงานในระบบ,คน
4325,10982,2567,ชาย,ค่าตอบแทน,นครพนม,แรงงานนอกระบบ,คน
1741,10983,2567,ชาย,งานหนัก,นครพนม,แรงงานนอกระบบ,คน
3308,10984,2567,ชาย,งานไม่ต่อเนื่อง,นครพนม,แรงงานนอกระบบ,คน
322,10985,2567,ชาย,ชั่วโมงทำงานมากเกินไป,นครพนม,แรงงานนอกระบบ,คน
838,10986,2567,ชาย,ไม่มีวันหยุด,นครพนม,แรงงานนอกระบบ,คน
82,10987,2567,ชาย,ไม่ทราบ,นครพนม,แรงงานนอกระบบ,คน
3345,10988,2567,หญิง,ค่าตอบแทน,นครพนม,แรงงานนอกระบบ,คน
961,10989,2567,หญิง,งานหนัก,นครพนม,แรงงานนอกระบบ,คน
1029,10990,2567,หญิง,งานไม่ต่อเนื่อง,นครพนม,แรงงานนอกระบบ,คน
128,10991,2567,หญิง,ชั่วโมงทำงานมากเกินไป,นครพนม,แรงงานนอกระบบ,คน
140,10992,2567,หญิง,ไม่มีวันหยุด,นครพนม,แรงงานนอกระบบ,คน
9427,10993,2567,ชาย,ค่าตอบแทน,มุกดาหาร,แรงงานในระบบ,คน
583,10994,2567,ชาย,งานหนัก,มุกดาหาร,แรงงานในระบบ,คน
618,10995,2567,ชาย,งานไม่ต่อเนื่อง,มุกดาหาร,แรงงานในระบบ,คน
124,10996,2567,ชาย,ลาพักผ่อนไม่ได้,มุกดาหาร,แรงงานในระบบ,คน
847,10997,2567,ชาย,ไม่มีสวัสดิการ,มุกดาหาร,แรงงานในระบบ,คน
6215,10998,2567,หญิง,ค่าตอบแทน,มุกดาหาร,แรงงานในระบบ,คน
45,10999,2567,หญิง,ไม่มีวันหยุด,มุกดาหาร,แรงงานในระบบ,คน
419,11000,2567,หญิง,ไม่มีสวัสดิการ,มุกดาหาร,แรงงานในระบบ,คน
25430,11001,2567,ชาย,ค่าตอบแทน,มุกดาหาร,แรงงานนอกระบบ,คน
2870,11002,2567,ชาย,งานหนัก,มุกดาหาร,แรงงานนอกระบบ,คน
161,11003,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,มุกดาหาร,แรงงานนอกระบบ,คน
7333,11004,2567,ชาย,งานไม่ต่อเนื่อง,มุกดาหาร,แรงงานนอกระบบ,คน
407,11005,2567,ชาย,ไม่มีวันหยุด,มุกดาหาร,แรงงานนอกระบบ,คน
14352,11006,2567,ชาย,ไม่มีสวัสดิการ,มุกดาหาร,แรงงานนอกระบบ,คน
180,11007,2567,ชาย,ไม่ทราบ,มุกดาหาร,แรงงานนอกระบบ,คน
20519,11008,2567,หญิง,ค่าตอบแทน,มุกดาหาร,แรงงานนอกระบบ,คน
3678,11009,2567,หญิง,งานหนัก,มุกดาหาร,แรงงานนอกระบบ,คน
167,11010,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,มุกดาหาร,แรงงานนอกระบบ,คน
3136,11011,2567,หญิง,งานไม่ต่อเนื่อง,มุกดาหาร,แรงงานนอกระบบ,คน
105,11012,2567,หญิง,ไม่มีวันหยุด,มุกดาหาร,แรงงานนอกระบบ,คน
12991,11013,2567,หญิง,ไม่มีสวัสดิการ,มุกดาหาร,แรงงานนอกระบบ,คน
16469,11014,2567,ชาย,ค่าตอบแทน,นครศรีธรรมราช,แรงงานในระบบ,คน
1456,11015,2567,ชาย,งานหนัก,นครศรีธรรมราช,แรงงานในระบบ,คน
737,11016,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,นครศรีธรรมราช,แรงงานในระบบ,คน
2965,11017,2567,ชาย,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานในระบบ,คน
460,11018,2567,ชาย,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานในระบบ,คน
16275,11019,2567,หญิง,ค่าตอบแทน,นครศรีธรรมราช,แรงงานในระบบ,คน
832,11020,2567,หญิง,งานหนัก,นครศรีธรรมราช,แรงงานในระบบ,คน
2497,11021,2567,หญิง,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานในระบบ,คน
314,11022,2567,หญิง,ชั่วโมงทำงานมากเกินไป,นครศรีธรรมราช,แรงงานในระบบ,คน
844,11023,2567,หญิง,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานในระบบ,คน
521,11024,2567,หญิง,ไม่ทราบ,นครศรีธรรมราช,แรงงานในระบบ,คน
26058,11025,2567,ชาย,ค่าตอบแทน,นครศรีธรรมราช,แรงงานนอกระบบ,คน
458,11026,2567,ชาย,งานหนัก,นครศรีธรรมราช,แรงงานนอกระบบ,คน
15540,11027,2567,ชาย,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
597,11028,2567,ชาย,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานนอกระบบ,คน
27765,11029,2567,หญิง,ค่าตอบแทน,นครศรีธรรมราช,แรงงานนอกระบบ,คน
241,11030,2567,หญิง,งานหนัก,นครศรีธรรมราช,แรงงานนอกระบบ,คน
6632,11031,2567,หญิง,งานไม่ต่อเนื่อง,นครศรีธรรมราช,แรงงานนอกระบบ,คน
441,11032,2567,หญิง,ไม่มีสวัสดิการ,นครศรีธรรมราช,แรงงานนอกระบบ,คน
1180,11033,2567,ชาย,ค่าตอบแทน,กระบี่,แรงงานในระบบ,คน
181,11034,2567,ชาย,งานหนัก,กระบี่,แรงงานในระบบ,คน
1552,11035,2567,ชาย,งานไม่ต่อเนื่อง,กระบี่,แรงงานในระบบ,คน
31,11036,2567,ชาย,ลาพักผ่อนไม่ได้,กระบี่,แรงงานในระบบ,คน
1551,11037,2567,หญิง,ค่าตอบแทน,กระบี่,แรงงานในระบบ,คน
1283,11038,2567,หญิง,งานไม่ต่อเนื่อง,กระบี่,แรงงานในระบบ,คน
299,11039,2567,หญิง,ไม่มีวันหยุด,กระบี่,แรงงานในระบบ,คน
56,11040,2567,หญิง,ไม่ทราบ,กระบี่,แรงงานในระบบ,คน
2615,11041,2567,ชาย,ค่าตอบแทน,กระบี่,แรงงานนอกระบบ,คน
45,11042,2567,ชาย,งานหนัก,กระบี่,แรงงานนอกระบบ,คน
464,11043,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,กระบี่,แรงงานนอกระบบ,คน
9533,11044,2567,ชาย,งานไม่ต่อเนื่อง,กระบี่,แรงงานนอกระบบ,คน
2774,11045,2567,หญิง,ค่าตอบแทน,กระบี่,แรงงานนอกระบบ,คน
4821,11046,2567,หญิง,งานไม่ต่อเนื่อง,กระบี่,แรงงานนอกระบบ,คน
42,11047,2567,หญิง,ชั่วโมงทำงานมากเกินไป,กระบี่,แรงงานนอกระบบ,คน
667,11048,2567,ชาย,ค่าตอบแทน,พังงา,แรงงานในระบบ,คน
113,11049,2567,ชาย,งานหนัก,พังงา,แรงงานในระบบ,คน
532,11050,2567,ชาย,งานไม่ต่อเนื่อง,พังงา,แรงงานในระบบ,คน
127,11051,2567,ชาย,ชั่วโมงทำงานมากเกินไป,พังงา,แรงงานในระบบ,คน
196,11052,2567,ชาย,ไม่มีวันหยุด,พังงา,แรงงานในระบบ,คน
32,11053,2567,ชาย,ลาพักผ่อนไม่ได้,พังงา,แรงงานในระบบ,คน
45,11054,2567,ชาย,ไม่ทราบ,พังงา,แรงงานในระบบ,คน
887,11055,2567,หญิง,ค่าตอบแทน,พังงา,แรงงานในระบบ,คน
464,11056,2567,หญิง,งานหนัก,พังงา,แรงงานในระบบ,คน
36,11057,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,พังงา,แรงงานในระบบ,คน
445,11058,2567,หญิง,งานไม่ต่อเนื่อง,พังงา,แรงงานในระบบ,คน
53,11059,2567,หญิง,ไม่มีวันหยุด,พังงา,แรงงานในระบบ,คน
23,11060,2567,หญิง,ลาพักผ่อนไม่ได้,พังงา,แรงงานในระบบ,คน
412,11061,2567,หญิง,ไม่ทราบ,พังงา,แรงงานในระบบ,คน
267,11062,2567,ชาย,ค่าตอบแทน,พังงา,แรงงานนอกระบบ,คน
561,11063,2567,ชาย,งานหนัก,พังงา,แรงงานนอกระบบ,คน
1508,11064,2567,ชาย,งานไม่ต่อเนื่อง,พังงา,แรงงานนอกระบบ,คน
33,11065,2567,ชาย,ไม่มีวันหยุด,พังงา,แรงงานนอกระบบ,คน
225,11066,2567,ชาย,ไม่ทราบ,พังงา,แรงงานนอกระบบ,คน
373,11067,2567,หญิง,ค่าตอบแทน,พังงา,แรงงานนอกระบบ,คน
787,11068,2567,หญิง,งานไม่ต่อเนื่อง,พังงา,แรงงานนอกระบบ,คน
234,11069,2567,หญิง,ชั่วโมงทำงานมากเกินไป,พังงา,แรงงานนอกระบบ,คน
27,11070,2567,หญิง,ไม่ทราบ,พังงา,แรงงานนอกระบบ,คน
2632,11071,2567,ชาย,ค่าตอบแทน,ภูเก็ต,แรงงานในระบบ,คน
2682,11072,2567,ชาย,งานหนัก,ภูเก็ต,แรงงานในระบบ,คน
456,11073,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,ภูเก็ต,แรงงานในระบบ,คน
1038,11074,2567,ชาย,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานในระบบ,คน
1154,11075,2567,ชาย,ชั่วโมงทำงานมากเกินไป,ภูเก็ต,แรงงานในระบบ,คน
2333,11076,2567,ชาย,ลาพักผ่อนไม่ได้,ภูเก็ต,แรงงานในระบบ,คน
4552,11077,2567,ชาย,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานในระบบ,คน
769,11078,2567,ชาย,ไม่ทราบ,ภูเก็ต,แรงงานในระบบ,คน
4805,11079,2567,หญิง,ค่าตอบแทน,ภูเก็ต,แรงงานในระบบ,คน
695,11080,2567,หญิง,งานหนัก,ภูเก็ต,แรงงานในระบบ,คน
120,11081,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,ภูเก็ต,แรงงานในระบบ,คน
460,11082,2567,หญิง,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานในระบบ,คน
291,11083,2567,หญิง,ลาพักผ่อนไม่ได้,ภูเก็ต,แรงงานในระบบ,คน
1871,11084,2567,หญิง,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานในระบบ,คน
2500,11085,2567,ชาย,ค่าตอบแทน,ภูเก็ต,แรงงานนอกระบบ,คน
490,11086,2567,ชาย,งานหนัก,ภูเก็ต,แรงงานนอกระบบ,คน
95,11087,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,ภูเก็ต,แรงงานนอกระบบ,คน
9580,11088,2567,ชาย,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานนอกระบบ,คน
129,11089,2567,ชาย,ลาพักผ่อนไม่ได้,ภูเก็ต,แรงงานนอกระบบ,คน
2018,11090,2567,ชาย,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานนอกระบบ,คน
485,11091,2567,ชาย,ไม่ทราบ,ภูเก็ต,แรงงานนอกระบบ,คน
1086,11092,2567,หญิง,ค่าตอบแทน,ภูเก็ต,แรงงานนอกระบบ,คน
3440,11093,2567,หญิง,งานไม่ต่อเนื่อง,ภูเก็ต,แรงงานนอกระบบ,คน
644,11094,2567,หญิง,ไม่มีสวัสดิการ,ภูเก็ต,แรงงานนอกระบบ,คน
396,11095,2567,หญิง,ไม่ทราบ,ภูเก็ต,แรงงานนอกระบบ,คน
2966,11096,2567,ชาย,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานในระบบ,คน
1711,11097,2567,ชาย,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานในระบบ,คน
1672,11098,2567,ชาย,ไม่ทราบ,สุราษฏร์ธานี,แรงงานในระบบ,คน
2696,11099,2567,หญิง,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานในระบบ,คน
1864,11100,2567,หญิง,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานในระบบ,คน
2357,11101,2567,หญิง,ไม่ทราบ,สุราษฏร์ธานี,แรงงานในระบบ,คน
1296,11102,2567,ชาย,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
665,11103,2567,ชาย,งานหนัก,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
648,11104,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
611,11105,2567,ชาย,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
109,11106,2567,หญิง,ค่าตอบแทน,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
1822,11107,2567,หญิง,งานหนัก,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
263,11108,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
1048,11109,2567,หญิง,ไม่มีวันหยุด,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
437,11110,2567,หญิง,ไม่มีสวัสดิการ,สุราษฏร์ธานี,แรงงานนอกระบบ,คน
182,11111,2567,ชาย,ค่าตอบแทน,ระนอง,แรงงานในระบบ,คน
306,11112,2567,ชาย,งานหนัก,ระนอง,แรงงานในระบบ,คน
251,11113,2567,ชาย,งานไม่ต่อเนื่อง,ระนอง,แรงงานในระบบ,คน
93,11114,2567,ชาย,ไม่มีวันหยุด,ระนอง,แรงงานในระบบ,คน
125,11115,2567,ชาย,ลาพักผ่อนไม่ได้,ระนอง,แรงงานในระบบ,คน
524,11116,2567,ชาย,ไม่มีสวัสดิการ,ระนอง,แรงงานในระบบ,คน
96,11117,2567,หญิง,ค่าตอบแทน,ระนอง,แรงงานในระบบ,คน
112,11118,2567,หญิง,งานหนัก,ระนอง,แรงงานในระบบ,คน
102,11119,2567,หญิง,งานไม่ต่อเนื่อง,ระนอง,แรงงานในระบบ,คน
131,11120,2567,หญิง,ชั่วโมงทำงานมากเกินไป,ระนอง,แรงงานในระบบ,คน
258,11121,2567,หญิง,ลาพักผ่อนไม่ได้,ระนอง,แรงงานในระบบ,คน
715,11122,2567,หญิง,ไม่มีสวัสดิการ,ระนอง,แรงงานในระบบ,คน
166,11123,2567,ชาย,ค่าตอบแทน,ระนอง,แรงงานนอกระบบ,คน
166,11124,2567,ชาย,งานหนัก,ระนอง,แรงงานนอกระบบ,คน
1889,11125,2567,ชาย,งานไม่ต่อเนื่อง,ระนอง,แรงงานนอกระบบ,คน
53,11126,2567,ชาย,ไม่มีสวัสดิการ,ระนอง,แรงงานนอกระบบ,คน
492,11127,2567,หญิง,ค่าตอบแทน,ระนอง,แรงงานนอกระบบ,คน
576,11128,2567,หญิง,งานไม่ต่อเนื่อง,ระนอง,แรงงานนอกระบบ,คน
2237,11129,2567,ชาย,งานหนัก,ชุมพร,แรงงานในระบบ,คน
1203,11130,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,ชุมพร,แรงงานในระบบ,คน
1044,11131,2567,ชาย,งานไม่ต่อเนื่อง,ชุมพร,แรงงานในระบบ,คน
1374,11132,2567,ชาย,ไม่มีสวัสดิการ,ชุมพร,แรงงานในระบบ,คน
1452,11133,2567,หญิง,งานหนัก,ชุมพร,แรงงานในระบบ,คน
515,11134,2567,หญิง,ชั่วโมงทำงานมากเกินไป,ชุมพร,แรงงานในระบบ,คน
111,11135,2567,หญิง,ไม่มีสวัสดิการ,ชุมพร,แรงงานในระบบ,คน
212,11136,2567,ชาย,งานหนัก,ชุมพร,แรงงานนอกระบบ,คน
165,11137,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,ชุมพร,แรงงานนอกระบบ,คน
275,11138,2567,หญิง,งานหนัก,ชุมพร,แรงงานนอกระบบ,คน
114,11139,2567,หญิง,ไม่มีสวัสดิการ,ชุมพร,แรงงานนอกระบบ,คน
56094,11140,2567,ชาย,ค่าตอบแทน,สงขลา,แรงงานในระบบ,คน
4669,11141,2567,ชาย,งานไม่ต่อเนื่อง,สงขลา,แรงงานในระบบ,คน
40643,11142,2567,หญิง,ค่าตอบแทน,สงขลา,แรงงานในระบบ,คน
2311,11143,2567,หญิง,งานไม่ต่อเนื่อง,สงขลา,แรงงานในระบบ,คน
60142,11144,2567,ชาย,ค่าตอบแทน,สงขลา,แรงงานนอกระบบ,คน
331,11145,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,สงขลา,แรงงานนอกระบบ,คน
3418,11146,2567,ชาย,งานไม่ต่อเนื่อง,สงขลา,แรงงานนอกระบบ,คน
728,11147,2567,ชาย,ไม่มีวันหยุด,สงขลา,แรงงานนอกระบบ,คน
931,11148,2567,ชาย,ไม่มีสวัสดิการ,สงขลา,แรงงานนอกระบบ,คน
61624,11149,2567,หญิง,ค่าตอบแทน,สงขลา,แรงงานนอกระบบ,คน
3274,11150,2567,หญิง,งานไม่ต่อเนื่อง,สงขลา,แรงงานนอกระบบ,คน
1058,11151,2567,หญิง,ไม่มีวันหยุด,สงขลา,แรงงานนอกระบบ,คน
5060,11152,2567,ชาย,ค่าตอบแทน,สตูล,แรงงานในระบบ,คน
748,11153,2567,ชาย,งานหนัก,สตูล,แรงงานในระบบ,คน
196,11154,2567,ชาย,งานไม่ต่อเนื่อง,สตูล,แรงงานในระบบ,คน
1488,11155,2567,ชาย,ไม่มีสวัสดิการ,สตูล,แรงงานในระบบ,คน
5495,11156,2567,หญิง,ค่าตอบแทน,สตูล,แรงงานในระบบ,คน
298,11157,2567,หญิง,งานหนัก,สตูล,แรงงานในระบบ,คน
50,11158,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานในระบบ,คน
185,11159,2567,หญิง,งานไม่ต่อเนื่อง,สตูล,แรงงานในระบบ,คน
1297,11160,2567,หญิง,ไม่มีสวัสดิการ,สตูล,แรงงานในระบบ,คน
10437,11161,2567,ชาย,ค่าตอบแทน,สตูล,แรงงานนอกระบบ,คน
647,11162,2567,ชาย,งานหนัก,สตูล,แรงงานนอกระบบ,คน
499,11163,2567,ชาย,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานนอกระบบ,คน
7654,11164,2567,ชาย,งานไม่ต่อเนื่อง,สตูล,แรงงานนอกระบบ,คน
50,11165,2567,ชาย,ลาพักผ่อนไม่ได้,สตูล,แรงงานนอกระบบ,คน
459,11166,2567,ชาย,ไม่มีสวัสดิการ,สตูล,แรงงานนอกระบบ,คน
6586,11167,2567,หญิง,ค่าตอบแทน,สตูล,แรงงานนอกระบบ,คน
194,11168,2567,หญิง,ทำงานไม่ตรงเวลาปกติ,สตูล,แรงงานนอกระบบ,คน
4018,11169,2567,หญิง,งานไม่ต่อเนื่อง,สตูล,แรงงานนอกระบบ,คน
402,11170,2567,หญิง,ไม่มีสวัสดิการ,สตูล,แรงงานนอกระบบ,คน
5144,11171,2567,ชาย,ค่าตอบแทน,ตรัง,แรงงานในระบบ,คน
1249,11172,2567,ชาย,งานหนัก,ตรัง,แรงงานในระบบ,คน
5804,11173,2567,ชาย,งานไม่ต่อเนื่อง,ตรัง,แรงงานในระบบ,คน
1828,11174,2567,ชาย,ไม่มีสวัสดิการ,ตรัง,แรงงานในระบบ,คน
8105,11175,2567,หญิง,ค่าตอบแทน,ตรัง,แรงงานในระบบ,คน
118,11176,2567,หญิง,งานหนัก,ตรัง,แรงงานในระบบ,คน
1553,11177,2567,หญิง,งานไม่ต่อเนื่อง,ตรัง,แรงงานในระบบ,คน
3130,11178,2567,หญิง,ไม่มีสวัสดิการ,ตรัง,แรงงานในระบบ,คน
15916,11179,2567,ชาย,ค่าตอบแทน,ตรัง,แรงงานนอกระบบ,คน
1042,11180,2567,ชาย,งานหนัก,ตรัง,แรงงานนอกระบบ,คน
21442,11181,2567,ชาย,งานไม่ต่อเนื่อง,ตรัง,แรงงานนอกระบบ,คน
1291,11182,2567,ชาย,ไม่มีสวัสดิการ,ตรัง,แรงงานนอกระบบ,คน
19321,11183,2567,หญิง,ค่าตอบแทน,ตรัง,แรงงานนอกระบบ,คน
75,11184,2567,หญิง,งานหนัก,ตรัง,แรงงานนอกระบบ,คน
13876,11185,2567,หญิง,งานไม่ต่อเนื่อง,ตรัง,แรงงานนอกระบบ,คน
444,11186,2567,หญิง,ไม่มีสวัสดิการ,ตรัง,แรงงานนอกระบบ,คน
6154,11187,2567,ชาย,ค่าตอบแทน,พัทลุง,แรงงานในระบบ,คน
1188,11188,2567,ชาย,งานหนัก,พัทลุง,แรงงานในระบบ,คน
2330,11189,2567,ชาย,งานไม่ต่อเนื่อง,พัทลุง,แรงงานในระบบ,คน
355,11190,2567,ชาย,ชั่วโมงทำงานมากเกินไป,พัทลุง,แรงงานในระบบ,คน
440,11191,2567,ชาย,ลาพักผ่อนไม่ได้,พัทลุง,แรงงานในระบบ,คน
545,11192,2567,ชาย,ไม่มีสวัสดิการ,พัทลุง,แรงงานในระบบ,คน
