เดือน,ไม่อันตราย (ตัน),อันตราย (ตัน),_id,ปี,ลำดับเดือน,ของเสียทั้งหมด (ตัน),จังหวัด,หน่วย
ก.ย.,386.61,624.42,1145,2564,9,"1,011.03",ประจวบคีรีขันธ์,ตัน
ก.ย.,"49,306.63","2,662.82",1146,2564,9,"51,969.45",ปราจีนบุรี,ตัน
ก.ย.,"15,794.31","5,979.28",1147,2564,9,"21,773.59",พระนครศรีอยุธยา,ตัน
ก.ย.,0.71,0.05,1148,2564,9,0.76,พังงา,ตัน
ก.ย.,12.25,2.3,1149,2564,9,14.55,พัทลุง,ตัน
ก.ย.,"6,681.55",4.18,1150,2564,9,"6,685.73",พิจิตร,ตัน
ก.ย.,74.04,13.91,1151,2564,9,87.95,พิษณุโลก,ตัน
ก.ย.,639.01,97.01,1152,2564,9,736.01,เพชรบุรี,ตัน
ก.ย.,"3,114.12",26.38,1153,2564,9,"3,140.50",เพชรบูรณ์,ตัน
ก.ย.,0.13,3.55,1154,2564,9,3.68,แพร่,ตัน
ก.ย.,52.17,3.23,1155,2564,9,55.4,ภูเก็ต,ตัน
ก.ย.,14.46,18,1156,2564,9,32.46,มหาสารคาม,ตัน
ก.ย.,"3,200.02",15.49,1157,2564,9,"3,215.51",มุกดาหาร,ตัน
ก.ย.,13.22,9.32,1158,2564,9,22.54,ร้อยเอ็ด,ตัน
ก.ย.,"90,005.77","47,538.18",1159,2564,9,"137,543.96",ระยอง,ตัน
ก.ย.,"14,683.54",441.38,1160,2564,9,"15,124.92",ราชบุรี,ตัน
ก.ย.,"2,333.92","1,023.86",1161,2564,9,"3,357.78",ลพบุรี,ตัน
ก.ย.,"10,551.84",8.42,1162,2564,9,"10,560.26",ลำปาง,ตัน
ก.ย.,805.25,781.99,1163,2564,9,"1,587.24",ลำพูน,ตัน
ก.ย.,0.02,9.77,1164,2564,9,9.79,เลย,ตัน
ก.ย.,5.62,0.18,1165,2564,9,5.8,ศรีสะเกษ,ตัน
ก.ย.,"2,819.37",933.98,1166,2564,9,"3,753.35",สงขลา,ตัน
ก.ย.,"28,868.59","11,947.39",1167,2564,9,"40,815.98",สมุทรปราการ,ตัน
ก.ย.,663.08,24.66,1168,2564,9,687.75,สมุทรสงคราม,ตัน
ก.ย.,"13,758.72","4,705.31",1169,2564,9,"18,464.02",สมุทรสาคร,ตัน
ก.ย.,300.12,34.1,1170,2564,9,334.22,สระแก้ว,ตัน
ก.ย.,"28,378.41","4,374.22",1171,2564,9,"32,752.63",สระบุรี,ตัน
ก.ย.,"6,610.37",85.77,1172,2564,9,"6,696.13",สิงห์บุรี,ตัน
ก.ย.,99.54,21.09,1173,2564,9,120.62,สุพรรณบุรี,ตัน
ก.ย.,"9,747.70",125.53,1174,2564,9,"9,873.23",สุราษฎร์ธานี,ตัน
ก.ย.,106.5,8.98,1175,2564,9,115.48,สุรินทร์,ตัน
ก.ย.,0.45,10.8,1176,2564,9,11.25,หนองบัวลำภู,ตัน
ก.ย.,269.9,"2,560.35",1177,2564,9,"2,830.25",อ่างทอง,ตัน
ก.ย.,18.59,18.67,1178,2564,9,37.26,อุดรธานี,ตัน
ก.ย.,"18,445.13",28.65,1179,2564,9,"18,473.78",อุบลราชธานี,ตัน
ส.ค.,"7,517.28","2,966.62",1180,2564,8,"10,483.90",กรุงเทพมหานคร,ตัน
ส.ค.,"37,256.82",96.09,1181,2564,8,"37,352.91",กาญจนบุรี,ตัน
ส.ค.,29.51,0.18,1182,2564,8,29.69,กำแพงเพชร,ตัน
ส.ค.,"7,971.14",82.46,1183,2564,8,"8,053.60",ขอนแก่น,ตัน
ส.ค.,2.9,1.45,1184,2564,8,4.35,จันทบุรี,ตัน
ส.ค.,"11,942.05","4,463.75",1185,2564,8,"16,405.80",ฉะเชิงเทรา,ตัน
ส.ค.,"36,146.54","13,743.16",1186,2564,8,"49,889.70",ชลบุรี,ตัน
ส.ค.,9.76,5.08,1187,2564,8,14.84,ชัยนาท,ตัน
ส.ค.,"4,507.81",11.65,1188,2564,8,"4,519.46",ชัยภูมิ,ตัน
ส.ค.,266.1,34.06,1189,2564,8,300.16,เชียงใหม่,ตัน
ส.ค.,174.05,9.37,1190,2564,8,183.42,ตรัง,ตัน
ส.ค.,"16,990.83",6.38,1191,2564,8,"16,997.21",ตาก,ตัน
ส.ค.,50,4.28,1192,2564,8,54.28,นครนายก,ตัน
ส.ค.,"10,889.90",250.57,1193,2564,8,"11,140.47",นครปฐม,ตัน
ส.ค.,"5,644.78","1,148.63",1194,2564,8,"6,793.41",นครราชสีมา,ตัน
ส.ค.,0.26,9.34,1195,2564,8,9.6,นครสวรรค์,ตัน
ส.ค.,241.75,209.04,1196,2564,8,450.78,นนทบุรี,ตัน
ส.ค.,"8,287.64",8.06,1197,2564,8,"8,295.71",บุรีรัมย์,ตัน
ส.ค.,"7,735.52","2,602.26",1198,2564,8,"10,337.77",ปทุมธานี,ตัน
ส.ค.,242.68,697.92,1199,2564,8,940.59,ประจวบคีรีขันธ์,ตัน
ส.ค.,"25,997.65","2,060.96",1200,2564,8,"28,058.61",ปราจีนบุรี,ตัน
ส.ค.,"10,388.66","4,645.94",1201,2564,8,"15,034.60",พระนครศรีอยุธยา,ตัน
ส.ค.,1.33,4.82,1202,2564,8,6.15,พังงา,ตัน
ส.ค.,11.9,7.45,1203,2564,8,19.34,พิจิตร,ตัน
ส.ค.,14.52,15.58,1204,2564,8,30.1,พิษณุโลก,ตัน
ส.ค.,266.19,99.46,1205,2564,8,365.65,เพชรบุรี,ตัน
ส.ค.,51.26,0,1206,2564,8,51.26,ภูเก็ต,ตัน
ส.ค.,23.5,2.59,1207,2564,8,26.09,มหาสารคาม,ตัน
ส.ค.,29.15,12.08,1208,2564,8,41.23,ร้อยเอ็ด,ตัน
ส.ค.,"50,079.15","29,518.19",1209,2564,8,"79,597.34",ระยอง,ตัน
ส.ค.,"9,700.91",259,1210,2564,8,"9,959.92",ราชบุรี,ตัน
ส.ค.,"1,018.98",552.99,1211,2564,8,"1,571.96",ลพบุรี,ตัน
ส.ค.,24.11,9.47,1212,2564,8,33.58,ลำปาง,ตัน
ส.ค.,807.21,466.99,1213,2564,8,"1,274.20",ลำพูน,ตัน
ส.ค.,560.61,214.74,1214,2564,8,775.34,สงขลา,ตัน
ส.ค.,"19,569.73","7,783.43",1215,2564,8,"27,353.16",สมุทรปราการ,ตัน
ส.ค.,107.1,23.32,1216,2564,8,130.41,สมุทรสงคราม,ตัน
ส.ค.,"8,106.97","2,378.87",1217,2564,8,"10,485.84",สมุทรสาคร,ตัน
ส.ค.,"1,133.24",45.06,1218,2564,8,"1,178.30",สระแก้ว,ตัน
ส.ค.,"16,155.75","4,014.76",1219,2564,8,"20,170.51",สระบุรี,ตัน
ส.ค.,"6,544.96",41.83,1220,2564,8,"6,586.79",สิงห์บุรี,ตัน
ส.ค.,62.17,6.01,1221,2564,8,68.18,สุพรรณบุรี,ตัน
ส.ค.,"9,474.44",32.07,1222,2564,8,"9,506.51",สุราษฎร์ธานี,ตัน
ส.ค.,70.12,11.94,1223,2564,8,82.06,สุรินทร์,ตัน
ส.ค.,373.77,"1,626.94",1224,2564,8,"2,000.71",อ่างทอง,ตัน
ส.ค.,8.6,14.1,1225,2564,8,22.7,อุดรธานี,ตัน
ส.ค.,"12,791.88",6.94,1226,2564,8,"12,798.81",อุบลราชธานี,ตัน
ก.ค.,"8,007.95","3,122.60",1227,2564,7,"11,130.55",กรุงเทพมหานคร,ตัน
ก.ค.,"28,134.78",84.45,1228,2564,7,"28,219.23",กาญจนบุรี,ตัน
ก.ค.,72.52,4.67,1229,2564,7,77.19,กำแพงเพชร,ตัน
ก.ค.,"10,640.19",117.15,1230,2564,7,"10,757.34",ขอนแก่น,ตัน
ก.ค.,456.35,3.47,1231,2564,7,459.82,จันทบุรี,ตัน
ก.ค.,"15,594.72","4,753.91",1232,2564,7,"20,348.62",ฉะเชิงเทรา,ตัน
ก.ค.,"41,366.94","15,238.60",1233,2564,7,"56,605.54",ชลบุรี,ตัน
ก.ค.,24.17,2.2,1234,2564,7,26.37,ชัยนาท,ตัน
ก.ค.,"6,342.65",13.61,1235,2564,7,"6,356.26",ชัยภูมิ,ตัน
ก.ค.,1.18,1.39,1236,2564,7,2.57,ชุมพร,ตัน
ก.ค.,151.96,63.97,1237,2564,7,215.93,เชียงใหม่,ตัน
ก.ค.,57.5,3.41,1238,2564,7,60.91,ตรัง,ตัน
ก.ค.,"18,380.68",0,1239,2564,7,"18,380.68",ตาก,ตัน
ก.ค.,59.87,17.32,1240,2564,7,77.19,นครนายก,ตัน
ก.ค.,"11,515.86",277.9,1241,2564,7,"11,793.76",นครปฐม,ตัน
ก.ค.,0.01,1.97,1242,2564,7,1.98,นครพนม,ตัน
ก.ค.,"7,514.46","1,277.25",1243,2564,7,"8,791.71",นครราชสีมา,ตัน
ก.ค.,200,19.65,1244,2564,7,219.66,นครศรีธรรมราช,ตัน
ก.ค.,19.96,6.42,1245,2564,7,26.38,นครสวรรค์,ตัน
ก.ค.,417.29,213.18,1246,2564,7,630.47,นนทบุรี,ตัน
ก.ค.,"7,477.93",20.23,1247,2564,7,"7,498.17",บุรีรัมย์,ตัน
ก.ค.,"6,971.13","2,889.64",1248,2564,7,"9,860.77",ปทุมธานี,ตัน
ก.ค.,123.19,80.41,1249,2564,7,203.6,ประจวบคีรีขันธ์,ตัน
ก.ค.,"27,703.14","1,918.30",1250,2564,7,"29,621.44",ปราจีนบุรี,ตัน
ก.ค.,"11,176.88","5,285.55",1251,2564,7,"16,462.43",พระนครศรีอยุธยา,ตัน
ก.ค.,2.09,0,1252,2564,7,2.09,พังงา,ตัน
ก.ค.,"1,613.30",2.5,1253,2564,7,"1,615.80",พิจิตร,ตัน
ก.ค.,134.45,169.46,1254,2564,7,303.91,พิษณุโลก,ตัน
ก.ค.,344.99,53.47,1255,2564,7,398.45,เพชรบุรี,ตัน
ก.ค.,0.08,2.32,1256,2564,7,2.39,แพร่,ตัน
ก.ค.,25.16,0,1257,2564,7,25.16,ภูเก็ต,ตัน
ก.ค.,20.9,13.98,1258,2564,7,34.88,มหาสารคาม,ตัน
ก.ค.,"58,712.10","29,572.53",1259,2564,7,"88,284.63",ระยอง,ตัน
ก.ค.,"10,626.63",419.15,1260,2564,7,"11,045.77",ราชบุรี,ตัน
ก.ค.,"1,163.47",610.69,1261,2564,7,"1,774.16",ลพบุรี,ตัน
ก.ค.,36.45,8.22,1262,2564,7,44.67,ลำปาง,ตัน
ก.ค.,742.09,444.4,1263,2564,7,"1,186.49",ลำพูน,ตัน
ก.ค.,"2,437.36",704.2,1264,2564,7,"3,141.56",สงขลา,ตัน
ก.ค.,"21,365.68","9,710.56",1265,2564,7,"31,076.25",สมุทรปราการ,ตัน
ก.ค.,77.7,16.5,1266,2564,7,94.21,สมุทรสงคราม,ตัน
ก.ค.,"8,855.80","2,436.92",1267,2564,7,"11,292.72",สมุทรสาคร,ตัน
ก.ค.,385.25,0,1268,2564,7,385.25,สระแก้ว,ตัน
ก.ค.,"20,349.07","7,320.96",1269,2564,7,"27,670.03",สระบุรี,ตัน
ก.ค.,"4,078.13",35.29,1270,2564,7,"4,113.42",สิงห์บุรี,ตัน
ก.ค.,0.02,2.41,1271,2564,7,2.43,สุโขทัย,ตัน
ก.ค.,94.14,8.3,1272,2564,7,102.43,สุพรรณบุรี,ตัน
ก.ค.,"4,475.46",55.05,1273,2564,7,"4,530.52",สุราษฎร์ธานี,ตัน
ก.ค.,78.21,3.23,1274,2564,7,81.44,สุรินทร์,ตัน
ก.ค.,240.81,1.28,1275,2564,7,242.09,หนองคาย,ตัน
ก.ค.,505.99,"2,082.54",1276,2564,7,"2,588.53",อ่างทอง,ตัน
ก.ค.,10.81,130.78,1277,2564,7,141.59,อุดรธานี,ตัน
ก.ค.,"15,292.23",16.69,1278,2564,7,"15,308.92",อุบลราชธานี,ตัน
มิ.ย.,"20,812.53","5,000.09",1279,2564,6,"25,812.62",กรุงเทพมหานคร,ตัน
มิ.ย.,"16,124.84",119.31,1280,2564,6,"16,244.14",กาญจนบุรี,ตัน
มิ.ย.,0.02,11.04,1281,2564,6,11.06,กาฬสินธุ์,ตัน
มิ.ย.,27.39,41.88,1282,2564,6,69.27,กำแพงเพชร,ตัน
มิ.ย.,"18,108.13",225.5,1283,2564,6,"18,333.62",ขอนแก่น,ตัน
มิ.ย.,329.95,10.04,1284,2564,6,339.99,จันทบุรี,ตัน
มิ.ย.,"24,692.01","6,947.20",1285,2564,6,"31,639.21",ฉะเชิงเทรา,ตัน
มิ.ย.,"60,571.53","22,489.24",1286,2564,6,"83,060.77",ชลบุรี,ตัน
มิ.ย.,39.92,219.93,1287,2564,6,259.85,ชัยนาท,ตัน
มิ.ย.,"2,153.04",15.22,1288,2564,6,"2,168.26",ชัยภูมิ,ตัน
มิ.ย.,96.83,12.35,1289,2564,6,109.18,ชุมพร,ตัน
มิ.ย.,347.48,95.55,1290,2564,6,443.03,เชียงใหม่,ตัน
มิ.ย.,275.64,3.25,1291,2564,6,278.89,ตรัง,ตัน
มิ.ย.,"17,846.65",9.43,1292,2564,6,"17,856.08",ตาก,ตัน
มิ.ย.,911.29,13.54,1293,2564,6,924.83,นครนายก,ตัน
มิ.ย.,"11,744.43",519.63,1294,2564,6,"12,264.07",นครปฐม,ตัน
มิ.ย.,"7,920.34","1,532.51",1295,2564,6,"9,452.85",นครราชสีมา,ตัน
มิ.ย.,215.51,71.18,1296,2564,6,286.7,นครศรีธรรมราช,ตัน
มิ.ย.,21.65,11.92,1297,2564,6,33.57,นครสวรรค์,ตัน
มิ.ย.,"1,176.00",386.32,1298,2564,6,"1,562.32",นนทบุรี,ตัน
มิ.ย.,"13,565.96",32.97,1299,2564,6,"13,598.93",บุรีรัมย์,ตัน
มิ.ย.,"28,543.60","4,711.15",1300,2564,6,"33,254.75",ปทุมธานี,ตัน
มิ.ย.,721.26,671.17,1301,2564,6,"1,392.43",ประจวบคีรีขันธ์,ตัน
มิ.ย.,"43,892.01","2,654.58",1302,2564,6,"46,546.58",ปราจีนบุรี,ตัน
มิ.ย.,"18,089.88","7,385.58",1303,2564,6,"25,475.46",พระนครศรีอยุธยา,ตัน
มิ.ย.,12.25,5.8,1304,2564,6,18.05,พัทลุง,ตัน
มิ.ย.,"9,975.78",6.46,1305,2564,6,"9,982.24",พิจิตร,ตัน
มิ.ย.,77.14,26.27,1306,2564,6,103.41,พิษณุโลก,ตัน
มิ.ย.,407.63,67.26,1307,2564,6,474.88,เพชรบุรี,ตัน
มิ.ย.,532.18,12.49,1308,2564,6,544.67,เพชรบูรณ์,ตัน
มิ.ย.,0.08,2.74,1309,2564,6,2.82,แพร่,ตัน
มิ.ย.,52.17,3.13,1310,2564,6,55.3,ภูเก็ต,ตัน
มิ.ย.,27.08,10.23,1311,2564,6,37.31,มหาสารคาม,ตัน
มิ.ย.,0.02,11.92,1312,2564,6,11.94,มุกดาหาร,ตัน
มิ.ย.,18.32,6.2,1313,2564,6,24.52,ร้อยเอ็ด,ตัน
มิ.ย.,"104,067.71","41,194.43",1314,2564,6,"145,262.14",ระยอง,ตัน
มิ.ย.,"14,942.19",802.54,1315,2564,6,"15,744.74",ราชบุรี,ตัน
มิ.ย.,"2,494.81",666.42,1316,2564,6,"3,161.24",ลพบุรี,ตัน
มิ.ย.,"11,356.54",6.69,1317,2564,6,"11,363.23",ลำปาง,ตัน
มิ.ย.,957.34,819.52,1318,2564,6,"1,776.85",ลำพูน,ตัน
มิ.ย.,0.02,9.77,1319,2564,6,9.79,เลย,ตัน
มิ.ย.,5.62,9.26,1320,2564,6,14.88,ศรีสะเกษ,ตัน
มิ.ย.,"2,994.54","1,300.22",1321,2564,6,"4,294.76",สงขลา,ตัน
มิ.ย.,0.33,9.09,1322,2564,6,9.41,สตูล,ตัน
มิ.ย.,"30,148.79","12,642.46",1323,2564,6,"42,791.25",สมุทรปราการ,ตัน
มิ.ย.,148.89,25.27,1324,2564,6,174.17,สมุทรสงคราม,ตัน
มิ.ย.,"15,105.30","4,894.02",1325,2564,6,"19,999.31",สมุทรสาคร,ตัน
มิ.ย.,668.55,2.79,1326,2564,6,671.34,สระแก้ว,ตัน
มิ.ย.,"33,999.52","5,616.67",1327,2564,6,"39,616.19",สระบุรี,ตัน
มิ.ย.,"6,964.60",68.37,1328,2564,6,"7,032.97",สิงห์บุรี,ตัน
มิ.ย.,211.14,17.71,1329,2564,6,228.85,สุพรรณบุรี,ตัน
มิ.ย.,"11,497.49",117.3,1330,2564,6,"11,614.78",สุราษฎร์ธานี,ตัน
มิ.ย.,116.67,10.06,1331,2564,6,126.73,สุรินทร์,ตัน
มิ.ย.,248.91,2.64,1332,2564,6,251.55,หนองคาย,ตัน
มิ.ย.,0.45,22.56,1333,2564,6,23.01,หนองบัวลำภู,ตัน
มิ.ย.,498.07,"2,511.38",1334,2564,6,"3,009.45",อ่างทอง,ตัน
มิ.ย.,14.33,96.2,1335,2564,6,110.53,อุดรธานี,ตัน
มิ.ย.,31,0.97,1336,2564,6,31.97,อุตรดิตถ์,ตัน
มิ.ย.,"15,793.29",36.4,1337,2564,6,"15,829.69",อุบลราชธานี,ตัน
พ.ค.,"12,936.98","5,122.05",1338,2564,5,"18,059.03",กรุงเทพมหานคร,ตัน
พ.ค.,"22,667.50",84.7,1339,2564,5,"22,752.20",กาญจนบุรี,ตัน
พ.ค.,0.01,2.25,1340,2564,5,2.26,กาฬสินธุ์,ตัน
พ.ค.,"6,599.39",6.35,1341,2564,5,"6,605.74",กำแพงเพชร,ตัน
พ.ค.,"6,783.90",176.33,1342,2564,5,"6,960.23",ขอนแก่น,ตัน
พ.ค.,385.27,4.13,1343,2564,5,389.4,จันทบุรี,ตัน
พ.ค.,"21,345.79","6,859.49",1344,2564,5,"28,205.29",ฉะเชิงเทรา,ตัน
พ.ค.,"77,647.99","18,782.64",1345,2564,5,"96,430.62",ชลบุรี,ตัน
พ.ค.,51.67,3.67,1346,2564,5,55.34,ชัยนาท,ตัน
พ.ค.,"2,709.30",13.36,1347,2564,5,"2,722.66",ชัยภูมิ,ตัน
พ.ค.,32.58,2,1348,2564,5,34.58,ชุมพร,ตัน
พ.ค.,20.76,17.69,1349,2564,5,38.45,เชียงราย,ตัน
พ.ค.,629.47,99.86,1350,2564,5,729.33,เชียงใหม่,ตัน
พ.ค.,221.78,58.46,1351,2564,5,280.24,ตรัง,ตัน
พ.ค.,"16,554.55",36.36,1352,2564,5,"16,590.91",ตาก,ตัน
พ.ค.,614.66,16.59,1353,2564,5,631.25,นครนายก,ตัน
พ.ค.,"14,364.96",453.5,1354,2564,5,"14,818.46",นครปฐม,ตัน
พ.ค.,"6,705.96","1,613.64",1355,2564,5,"8,319.60",นครราชสีมา,ตัน
พ.ค.,267.02,49.52,1356,2564,5,316.54,นครศรีธรรมราช,ตัน
พ.ค.,133.67,13.35,1357,2564,5,147.01,นครสวรรค์,ตัน
พ.ค.,732.52,332.17,1358,2564,5,"1,064.69",นนทบุรี,ตัน
พ.ค.,"16,818.99",8.98,1359,2564,5,"16,827.97",บุรีรัมย์,ตัน
พ.ค.,"40,000.31","4,546.62",1360,2564,5,"44,546.94",ปทุมธานี,ตัน
พ.ค.,382.18,545.26,1361,2564,5,927.44,ประจวบคีรีขันธ์,ตัน
พ.ค.,"44,152.70","2,702.73",1362,2564,5,"46,855.43",ปราจีนบุรี,ตัน
พ.ค.,"16,231.89","6,866.97",1363,2564,5,"23,098.86",พระนครศรีอยุธยา,ตัน
พ.ค.,0.71,19.84,1364,2564,5,20.55,พังงา,ตัน
พ.ค.,"8,997.03",8.35,1365,2564,5,"9,005.38",พิจิตร,ตัน
พ.ค.,87.54,24.99,1366,2564,5,112.52,พิษณุโลก,ตัน
พ.ค.,604.73,106.77,1367,2564,5,711.49,เพชรบุรี,ตัน
พ.ค.,"2,581.96",22.45,1368,2564,5,"2,604.41",เพชรบูรณ์,ตัน
พ.ค.,0.1,4.08,1369,2564,5,4.17,แพร่,ตัน
พ.ค.,19.84,18.73,1370,2564,5,38.56,มหาสารคาม,ตัน
พ.ค.,"3,230.02",8.29,1371,2564,5,"3,238.31",มุกดาหาร,ตัน
พ.ค.,8.87,9.12,1372,2564,5,17.99,ร้อยเอ็ด,ตัน
พ.ค.,"83,118.39","45,777.10",1373,2564,5,"128,895.49",ระยอง,ตัน
พ.ค.,"14,636.11",260.67,1374,2564,5,"14,896.78",ราชบุรี,ตัน
พ.ค.,"1,941.04","1,060.17",1375,2564,5,"3,001.21",ลพบุรี,ตัน
พ.ค.,"6,785.26",16.63,1376,2564,5,"6,801.89",ลำปาง,ตัน
พ.ค.,828.68,587.18,1377,2564,5,"1,415.85",ลำพูน,ตัน
พ.ค.,0.02,6.51,1378,2564,5,6.53,เลย,ตัน
พ.ค.,"1,786.97",885.46,1379,2564,5,"2,672.43",สงขลา,ตัน
พ.ค.,"28,517.07","13,004.42",1380,2564,5,"41,521.49",สมุทรปราการ,ตัน
พ.ค.,627.15,21.27,1381,2564,5,648.42,สมุทรสงคราม,ตัน
พ.ค.,"15,032.24","5,589.30",1382,2564,5,"20,621.54",สมุทรสาคร,ตัน
พ.ค.,241.01,34.75,1383,2564,5,275.76,สระแก้ว,ตัน
พ.ค.,"25,314.91","4,397.05",1384,2564,5,"29,711.96",สระบุรี,ตัน
พ.ค.,"5,171.68",92.72,1385,2564,5,"5,264.40",สิงห์บุรี,ตัน
พ.ค.,0.01,3.55,1386,2564,5,3.56,สุโขทัย,ตัน
พ.ค.,87.9,20.75,1387,2564,5,108.65,สุพรรณบุรี,ตัน
พ.ค.,"11,024.23",77.16,1388,2564,5,"11,101.39",สุราษฎร์ธานี,ตัน
พ.ค.,102.32,21.35,1389,2564,5,123.67,สุรินทร์,ตัน
พ.ค.,25.43,4.8,1390,2564,5,30.23,หนองคาย,ตัน
พ.ค.,273.58,"2,125.45",1391,2564,5,"2,399.03",อ่างทอง,ตัน
พ.ค.,19.13,97.92,1392,2564,5,117.05,อุดรธานี,ตัน
พ.ค.,"16,262.74",14.49,1393,2564,5,"16,277.23",อุบลราชธานี,ตัน
เม.ย.,"10,581.56","4,600.51",1394,2564,4,"15,182.07",กรุงเทพมหานคร,ตัน
เม.ย.,"50,485.09",77.63,1395,2564,4,"50,562.72",กาญจนบุรี,ตัน
เม.ย.,0.01,11.75,1396,2564,4,11.76,กาฬสินธุ์,ตัน
เม.ย.,"7,796.48",6.01,1397,2564,4,"7,802.49",กำแพงเพชร,ตัน
เม.ย.,"8,058.35",111.33,1398,2564,4,"8,169.68",ขอนแก่น,ตัน
เม.ย.,86.22,14.44,1399,2564,4,100.66,จันทบุรี,ตัน
เม.ย.,"24,180.76","6,191.55",1400,2564,4,"30,372.31",ฉะเชิงเทรา,ตัน
เม.ย.,"49,758.96","16,788.24",1401,2564,4,"66,547.21",ชลบุรี,ตัน
เม.ย.,19.64,139.66,1402,2564,4,159.3,ชัยนาท,ตัน
เม.ย.,"9,568.59",16.02,1403,2564,4,"9,584.61",ชัยภูมิ,ตัน
เม.ย.,67.35,24.04,1404,2564,4,91.39,ชุมพร,ตัน
เม.ย.,138.75,109.91,1405,2564,4,248.66,เชียงใหม่,ตัน
เม.ย.,158.29,6.08,1406,2564,4,164.37,ตรัง,ตัน
เม.ย.,"19,177.50",2.69,1407,2564,4,"19,180.19",ตาก,ตัน
เม.ย.,725.85,8.52,1408,2564,4,734.36,นครนายก,ตัน
เม.ย.,"10,579.61",351.69,1409,2564,4,"10,931.30",นครปฐม,ตัน
เม.ย.,"5,953.61","1,320.89",1410,2564,4,"7,274.49",นครราชสีมา,ตัน
เม.ย.,209.05,93.75,1411,2564,4,302.8,นครศรีธรรมราช,ตัน
เม.ย.,13.41,10.18,1412,2564,4,23.59,นครสวรรค์,ตัน
เม.ย.,776.89,322.66,1413,2564,4,"1,099.55",นนทบุรี,ตัน
เม.ย.,"18,831.91",20.62,1414,2564,4,"18,852.53",บุรีรัมย์,ตัน
เม.ย.,"43,283.81","4,601.40",1415,2564,4,"47,885.21",ปทุมธานี,ตัน
เม.ย.,269.12,533.76,1416,2564,4,802.87,ประจวบคีรีขันธ์,ตัน
เม.ย.,"47,187.79","2,398.13",1417,2564,4,"49,585.92",ปราจีนบุรี,ตัน
เม.ย.,"13,547.23","5,034.76",1418,2564,4,"18,581.99",พระนครศรีอยุธยา,ตัน
เม.ย.,5.18,6.26,1419,2564,4,11.44,พิจิตร,ตัน
เม.ย.,73.82,10.5,1420,2564,4,84.32,พิษณุโลก,ตัน
เม.ย.,451.55,85.3,1421,2564,4,536.85,เพชรบุรี,ตัน
เม.ย.,0.04,21.27,1422,2564,4,21.31,เพชรบูรณ์,ตัน
เม.ย.,0.08,4.37,1423,2564,4,4.44,แพร่,ตัน
เม.ย.,31.7,18.99,1424,2564,4,50.69,มหาสารคาม,ตัน
เม.ย.,"73,427.04","49,182.73",1425,2564,4,"122,609.77",ระยอง,ตัน
เม.ย.,"15,510.63",207.1,1426,2564,4,"15,717.73",ราชบุรี,ตัน
เม.ย.,"1,833.26",884.26,1427,2564,4,"2,717.52",ลพบุรี,ตัน
เม.ย.,"14,801.07",4.2,1428,2564,4,"14,805.27",ลำปาง,ตัน
เม.ย.,"1,556.46",574.23,1429,2564,4,"2,130.70",ลำพูน,ตัน
เม.ย.,"2,677.27",839.02,1430,2564,4,"3,516.29",สงขลา,ตัน
เม.ย.,"25,297.58","10,904.64",1431,2564,4,"36,202.22",สมุทรปราการ,ตัน
เม.ย.,228.96,35.12,1432,2564,4,264.08,สมุทรสงคราม,ตัน
เม.ย.,"14,587.53","4,591.40",1433,2564,4,"19,178.93",สมุทรสาคร,ตัน
เม.ย.,189.95,13.03,1434,2564,4,202.98,สระแก้ว,ตัน
เม.ย.,"27,052.74","4,648.90",1435,2564,4,"31,701.64",สระบุรี,ตัน
เม.ย.,"4,557.14",190.68,1436,2564,4,"4,747.82",สิงห์บุรี,ตัน
เม.ย.,127.91,14.79,1437,2564,4,142.7,สุพรรณบุรี,ตัน
เม.ย.,146.9,151.75,1438,2564,4,298.65,สุราษฎร์ธานี,ตัน
เม.ย.,113.75,61.04,1439,2564,4,174.79,สุรินทร์,ตัน
เม.ย.,344.04,"2,587.90",1440,2564,4,"2,931.94",อ่างทอง,ตัน
เม.ย.,21.21,24.67,1441,2564,4,45.88,อุดรธานี,ตัน
เม.ย.,"16,824.38",55.89,1442,2564,4,"16,880.27",อุบลราชธานี,ตัน
มี.ค.,"11,967.51","5,784.49",1443,2564,3,"17,752.00",กรุงเทพมหานคร,ตัน
มี.ค.,"43,356.68",96.54,1444,2564,3,"43,453.22",กาญจนบุรี,ตัน
มี.ค.,5.08,2.14,1445,2564,3,7.21,กาฬสินธุ์,ตัน
มี.ค.,58.79,49,1446,2564,3,107.79,กำแพงเพชร,ตัน
มี.ค.,"8,092.55",129.79,1447,2564,3,"8,222.34",ขอนแก่น,ตัน
มี.ค.,33.16,1.83,1448,2564,3,34.99,จันทบุรี,ตัน
มี.ค.,"24,870.32","6,684.22",1449,2564,3,"31,554.54",ฉะเชิงเทรา,ตัน
มี.ค.,"74,990.46","22,112.09",1450,2564,3,"97,102.55",ชลบุรี,ตัน
มี.ค.,66.24,154.6,1451,2564,3,220.84,ชัยนาท,ตัน
มี.ค.,"4,722.09",23.92,1452,2564,3,"4,746.01",ชัยภูมิ,ตัน
มี.ค.,64.66,5.57,1453,2564,3,70.23,ชุมพร,ตัน
มี.ค.,14.21,16.52,1454,2564,3,30.73,เชียงราย,ตัน
มี.ค.,145.9,104.71,1455,2564,3,250.61,เชียงใหม่,ตัน
มี.ค.,432.76,10.71,1456,2564,3,443.47,ตรัง,ตัน
