_id,ปี,แหล่งที่มา,เดือน,ประเภท,รถจดทะเบียนใหม่
203,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
204,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
205,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
206,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 8 รถยนต์รับจ้างสามล้อ,16
207,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 9 รถยนต์บริการธุรกิจ,0
208,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 10 รถยนต์บริการทัศนาจร,0
209,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 11 รถยนต์บริการให้เช่า,0
210,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 12 รถจักรยานยนต์,781
211,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 13 รถแทรกเตอร์,145
212,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 14 รถบดถนน,0
213,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 15 รถใช้งานเกษตรกรรม,0
214,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 16 รถพ่วง,0
215,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 17 รถจักรยานยนต์สาธารณะ,28
216,2566,สำนักงานขนส่งจังหวัดสมุทรปราการ,ธันวาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
217,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,159
218,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,71
219,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,117
220,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
221,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
222,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
223,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
224,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
225,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 9 รถยนต์บริการธุรกิจ,0
226,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 10 รถยนต์บริการทัศนาจร,0
227,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 11 รถยนต์บริการให้เช่า,0
228,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 12 รถจักรยานยนต์,921
229,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 13 รถแทรกเตอร์,167
230,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 14 รถบดถนน,0
231,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 15 รถใช้งานเกษตรกรรม,0
232,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 16 รถพ่วง,0
233,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 17 รถจักรยานยนต์สาธารณะ,30
234,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มกราคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
235,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,173
236,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,98
237,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,122
238,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
239,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
240,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
241,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
242,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 8 รถยนต์รับจ้างสามล้อ,0
243,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 9 รถยนต์บริการธุรกิจ,0
244,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 10 รถยนต์บริการทัศนาจร,0
245,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 11 รถยนต์บริการให้เช่า,0
246,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 12 รถจักรยานยนต์,949
247,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 13 รถแทรกเตอร์,205
248,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 14 รถบดถนน,0
249,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 15 รถใช้งานเกษตรกรรม,0
250,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 16 รถพ่วง,0
251,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 17 รถจักรยานยนต์สาธารณะ,43
252,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กุมภาพันธ์,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
253,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,246
254,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,74
255,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,134
256,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
257,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
258,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
259,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
260,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
261,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 9 รถยนต์บริการธุรกิจ,0
262,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 10 รถยนต์บริการทัศนาจร,0
263,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 11 รถยนต์บริการให้เช่า,0
264,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 12 รถจักรยานยนต์,951
265,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 13 รถแทรกเตอร์,255
266,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 14 รถบดถนน,0
267,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 15 รถใช้งานเกษตรกรรม,0
268,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 16 รถพ่วง,0
269,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 17 รถจักรยานยนต์สาธารณะ,81
270,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มีนาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
271,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,166
272,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,99
273,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,108
274,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
275,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
276,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
277,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
278,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 8 รถยนต์รับจ้างสามล้อ,0
279,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 9 รถยนต์บริการธุรกิจ,0
280,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 10 รถยนต์บริการทัศนาจร,0
281,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 11 รถยนต์บริการให้เช่า,0
282,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 12 รถจักรยานยนต์,738
283,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 13 รถแทรกเตอร์,141
284,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 14 รถบดถนน,0
285,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 15 รถใช้งานเกษตรกรรม,0
286,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 16 รถพ่วง,0
287,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 17 รถจักรยานยนต์สาธารณะ,52
288,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,เมษายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
289,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,207
290,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,136
291,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,193
292,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,1
293,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
294,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
295,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
296,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
297,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 9 รถยนต์บริการธุรกิจ,0
298,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 10 รถยนต์บริการทัศนาจร,0
299,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 11 รถยนต์บริการให้เช่า,0
300,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 12 รถจักรยานยนต์,1001
301,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 13 รถแทรกเตอร์,269
302,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 14 รถบดถนน,0
303,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 15 รถใช้งานเกษตรกรรม,0
304,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 16 รถพ่วง,0
305,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 17 รถจักรยานยนต์สาธารณะ,57
306,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤษภาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
307,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,184
308,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,71
309,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,170
310,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
311,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
312,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
313,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
314,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 8 รถยนต์รับจ้างสามล้อ,0
315,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 9 รถยนต์บริการธุรกิจ,0
316,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 10 รถยนต์บริการทัศนาจร,0
317,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 11 รถยนต์บริการให้เช่า,0
318,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 12 รถจักรยานยนต์,993
319,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 13 รถแทรกเตอร์,202
320,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 14 รถบดถนน,2
321,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 15 รถใช้งานเกษตรกรรม,0
322,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 16 รถพ่วง,0
323,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 17 รถจักรยานยนต์สาธารณะ,44
324,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,มิถุนายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
325,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,195
326,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,113
327,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,128
328,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,5
329,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
330,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
331,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
332,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
333,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 9 รถยนต์บริการธุรกิจ,0
334,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 10 รถยนต์บริการทัศนาจร,0
335,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 11 รถยนต์บริการให้เช่า,0
336,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 12 รถจักรยานยนต์,958
337,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 13 รถแทรกเตอร์,145
338,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 14 รถบดถนน,0
339,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 15 รถใช้งานเกษตรกรรม,0
340,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 16 รถพ่วง,0
341,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 17 รถจักรยานยนต์สาธารณะ,38
342,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กรกฎาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
343,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,216
344,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,127
345,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,148
346,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
347,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
348,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
349,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
350,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 8 รถยนต์รับจ้างสามล้อ,1
351,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 9 รถยนต์บริการธุรกิจ,0
352,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 10 รถยนต์บริการทัศนาจร,0
353,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 11 รถยนต์บริการให้เช่า,0
354,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 12 รถจักรยานยนต์,1072
355,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 13 รถแทรกเตอร์,79
356,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 14 รถบดถนน,0
357,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 15 รถใช้งานเกษตรกรรม,0
358,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 16 รถพ่วง,0
359,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 17 รถจักรยานยนต์สาธารณะ,36
360,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,สิงหาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
361,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,209
362,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,95
363,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,143
364,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
365,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
366,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
367,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
368,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 8 รถยนต์รับจ้างสามล้อ,2
369,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 9 รถยนต์บริการธุรกิจ,0
370,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 10 รถยนต์บริการทัศนาจร,0
371,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 11 รถยนต์บริการให้เช่า,0
372,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 12 รถจักรยานยนต์,970
373,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 13 รถแทรกเตอร์,106
374,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 14 รถบดถนน,0
375,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 15 รถใช้งานเกษตรกรรม,0
376,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 16 รถพ่วง,0
377,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 17 รถจักรยานยนต์สาธารณะ,25
378,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,กันยายน,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
379,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,223
380,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,96
381,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,170
382,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
383,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
384,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
385,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
386,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 8 รถยนต์รับจ้างสามล้อ,0
387,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 9 รถยนต์บริการธุรกิจ,0
388,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 10 รถยนต์บริการทัศนาจร,0
389,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 11 รถยนต์บริการให้เช่า,0
390,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 12 รถจักรยานยนต์,973
391,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 13 รถแทรกเตอร์,76
392,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 14 รถบดถนน,0
393,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 15 รถใช้งานเกษตรกรรม,0
394,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 16 รถพ่วง,0
395,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 17 รถจักรยานยนต์สาธารณะ,32
396,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,ตุลาคม,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,0
397,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,221
398,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,73
399,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 3 รถยนต์บรรทุกส่วนบุคคล,147
400,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 4 รถยนต์สามล้อส่วนบุคคล,0
401,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 5 รถยนต์รับจ้างระหว่างจังหวัด,0
402,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คัน,0
403,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง,0
404,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 8 รถยนต์รับจ้างสามล้อ,0
405,2567,สำนักงานขนส่งจังหวัดสมุทรปราการ,พฤศจิกายน,รย. 9 รถยนต์บริการธุรกิจ,0
