ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
คอนกรีตผสมเสร็จ,1,, 41.00 ,จ3-58(1)-11/52ชบ,20200001125527,323, 249.60 ,5801,แพล้นท์พัทยา 2,หนองปรือ,52,,บางละมุง,40/2,ชลบุรี,แพล้นท์พัทยา 2,3, 8 ,20150
ผลิตคอนกรีตผสมเสร็จ,12,, 36.50 ,จ3-58(1)-280/59ชบ,20200028025593,324, 174.10 ,5801,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,ห้วยใหญ่,59,,บางละมุง,84/2,ชลบุรี,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,3, 10 ,20150
ผลิตคอนกรีตผสมเสร็จ,6,, 14.50 ,จ3-58(1)-53/65ชบ,20200056125653,325, 410.00 ,5801,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),ห้วยใหญ่,65,,บางละมุง,โฉนดที่ดินเลขที่ 229582 229583 229584 229585 ,ชลบุรี,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),3, 46 ,20150
ผลิตคอนกรีตผสมเสร็จ,8,, 19.00 ,จ3-58(1)-12/60ชบ,20200001225608,326, 170.75 ,5801,บริษัท ชัยวดี คอนกรีต จำกัด,หนองปรือ,60,,บางละมุง,โฉนดเลขที่ 54103,ชลบุรี,บริษัท ชัยวดี คอนกรีต จำกัด,3, 21 ,20150
ผลิตคอนกรีตผสมเสร็จ,10,สาย36 บางละมุง-ระยอง, 27.00 ,จ3-58(1)-190/61ชบ,20200019025610,327, 371.63 ,5801,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,บางละมุง,61,,บางละมุง,46/7,ชลบุรี,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด,3, 7 ,20150
ทำคอนกรีตผสมเสร็จ,,สุขุมวิท, 18.50 ,จ3-58(1)-131/50ชบ,20200013125507,328, 115.50 ,5801,บริษัท พี เอส วี คอนกรีต จำกัด,หนองปลาไหล,50,สุขุมวิท-พัทยา 3,บางละมุง,-,ชลบุรี,บริษัท พี เอส วี คอนกรีต จำกัด,3, 8 ,20150
ผลิตคอนกรีตผสมเสร็จ,10,, 53.00 ,จ3-58(1)-120/59ชบ,20200012025591,329, 264.43 ,5801,บริษัท บีเอเบิ้ล คอนกรีต จำกัด,ห้วยใหญ่,59,,บางละมุง,311/23,ชลบุรี,บริษัท บีเอเบิ้ล คอนกรีต จำกัด,3, 12 ,20150
ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,8,, 4.00 ,จ3-58(1)-125/50ชบ,20200012525509,330, 292.00 ,5801,บริษัท โอ อาร์ ซี พรีเมียร์ จำกัด,หนองปรือ,50,,บางละมุง,10/34,ชลบุรี,บริษัท โอ อาร์ ซี พรีเมียร์ จำกัด,3, 4 ,20150
ผลิตคอนกรีตผสมเสร็จ,6,สุขุมวิท กม.142-143, 7.86 ,3-58(1)-4/24ชบ,10200000425243,331, 371.74 ,5801,โรงงานคอนกรีตผสมเสร็จพัทยา,นาเกลือ,24,,บางละมุง,121/2,ชลบุรี,โรงงานคอนกรีตผสมเสร็จพัทยา,3, 3 ,20150
คอนกรีตผสมเสร็จ,3,, 4.60 ,จ3-58(1)-6/54ชบ,20200000625543,332, 206.92 ,5801,บริษัท บี เอ ซี คอนกรีต จำกัด,โป่ง,54,,บางละมุง,น.ส.3 เลขที่ 112,ชลบุรี,บริษัท บี เอ ซี คอนกรีต จำกัด,3, 4 ,20150
ผลิตคอนกรีตผสมเสร็จ,8,, 26.00 ,จ3-58(1)-38/51ชบ,20200103825511,333, 126.00 ,5801,ห้างหุ้นส่วนจำกัด สิงห์ทอง เจริญรุ่งเรือง,หนองปรือ,51,,บางละมุง,-,ชลบุรี,ห้างหุ้นส่วนจำกัด สิงห์ทอง เจริญรุ่งเรือง,3, 3 ,20150
ผลิตคอนกรีตผสมเสร็จ,12,, 11.60 ,จ3-58(1)-24/64ชบ,20200091525644,334, 490.00 ,5801,บริษัท น่ำเฮงคอนกรีต (1992) จำกัด,หนองปรือ,64,,บางละมุง,โฉนดที่ดินเลขที่ 72437,ชลบุรี,บริษัท น่ำเฮงคอนกรีต (1992) จำกัด,3, 24 ,20150
ทำผลิตภัณฑ์คอนกรีต เช่น เสา คาน คอนกรีต,3,, 9.12 ,จ3-58(1)-131/59ชบ,20200013125598,335, 312.50 ,5801,บริษัท ไทย พรีคาสท์ จำกัด,หนองปรือ,59,,บางละมุง,,ชลบุรี,บริษัท ไทย พรีคาสท์ จำกัด,3, 40 ,20150
ผลิตคอนกรีตผสมเสร็จ,4,, 19.00 ,จ3-58(1)-49/57ชบ,20200004925576,336, 121.08 ,5801,บริษัท พณิชชา กรุ๊ป (2006) จำกัด,ตะเคียนเตี้ย,57,,บางละมุง,163/9,ชลบุรี,บริษัท พณิชชา กรุ๊ป (2006) จำกัด,3, 20 ,20150
ผลิตคอนกรีตผสมเสร็จ,9,, 3.00 ,3-58(1)-7/35ชบ,10200000725352,337, 832.96 ,5801,โรงงานคอนกรีตผสมเสร็จเทพประสิทธิ์ 2,หนองปรือ,35,,บางละมุง,21/1,ชลบุรี,โรงงานคอนกรีตผสมเสร็จเทพประสิทธิ์ 2,3, 3 ,20150
ผลิตผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีต เป็นต้น,4,, 48.00 ,จ3-58(1)-4/55ชบ,20200000425555,338, 145.41 ,5801,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),หนองปลาไหล,55,,บางละมุง,154,ชลบุรี,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),3, 20 ,20150
ผลิตคอนกรีตผสมเสร็จ,8,, 5.50 ,จ3-58(1)-146/57ชบ,20200014625570,339, 249.10 ,5801,บริษัท ซุน คอร์ป จำกัด,บางละมุง,57,,บางละมุง,-,ชลบุรี,บริษัท ซุน คอร์ป จำกัด,3, 10 ,20150
ผลิตคอนกรีตผสมเสร็จ,12,, 5.50 ,จ3-58(1)-190/59ชบ,20200019025594,340, 402.24 ,5801,บริษัท ซุน คอร์ป จำกัด,ห้วยใหญ่,59,,บางละมุง,40/7,ชลบุรี,บริษัท ซุน คอร์ป จำกัด,3, 10 ,20150
ผลิตคอนกรีตผสมเสร็จ,12,, 11.00 ,จ3-58(1)-4/50ชบ,20200100425505,341, 293.32 ,5801,หน่วยผลิตคอนกรีตพัทยา,หนองปรือ,50,,บางละมุง,28/143,ชลบุรี,หน่วยผลิตคอนกรีตพัทยา,3, 7 ,20150
ทำแผ่นพื้นคอนกรีตอัดแรง,6,สุขุมวิท, 13.00 ,จ3-58(1)-6/38ชบ,20200000625386,342, 75.25 ,5801,บริษัท เอส.ที.ซี.คอนกรีตโปรดักท์ จำกัด,นาเกลือ,38,เอส.ที.ซี.,บางละมุง,16/34,ชลบุรี,บริษัท เอส.ที.ซี.คอนกรีตโปรดักท์ จำกัด,3, 32 ,20150
"คอนกรีตผสมเสร็จ,แผ่นพื้นคอนกรีตสำเร็จรูป,เสาเข็มคอนกรีตอัดแรง",12,, 50.00 ,จ3-58(1)-112/48ชบ,20200011225481,343, 472.00 ,5801,บริษัท เอส-คอน คอนกรีต จำกัด,หนองปรือ,48,,บางละมุง,100/17,ชลบุรี,บริษัท เอส-คอน คอนกรีต จำกัด,3, 127 ,20150
ผลิตคอนกรีตผสมเสร็จ,4,, 39.00 ,จ3-58(1)-98/65ชบ,20200096325651,344, 174.50 ,5801,บริษัท คริสเตียนีและนีลเส็น (ไทย) จำกัด (มหาชน),ตะเคียนเตี้ย,65,,บางละมุง,"โฉนดที่ดินเลขที่ 51759, 51761",ชลบุรี,บริษัท คริสเตียนีและนีลเส็น (ไทย) จำกัด (มหาชน),3, 12 ,20150
ผลิตผลิตภัณฑ์คอนกรีตสำเร็จรูป,6,เทศบาลสาย 1, 190.00 ,3-58(1)-252/59ชบ,10200025225594,345, 956.50 ,5801,ซีซี.คอนกรีต,ห้วยใหญ่,59,,บางละมุง,115/28,ชลบุรี,ซีซี.คอนกรีต,3, 61 ,20150
ผลิตคอนกรีตผสมเสร็จ,12,สุขุมวิท, 27.00 ,จ3-58(1)-200/64ชบ,20200410225645,346, 364.15 ,5801,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,หนองปรือ,64,สุขุมวิท-พัทยา 93,บางละมุง,71/3,ชลบุรี,บริษัท เอส.เจ.ซี.คอนกรีต จำกัด,3, 7 ,20150
ผลิตภัณฑ์คอนกรีตผสม,7,, 14.00 ,จ3-58(1)-219/64ชบ,20200426525640,347, 121.35 ,5801,บริษัท สุธาพร ค้าวัสดุ จำกัด,โป่ง,64,,บางละมุง,2/4,ชลบุรี,บริษัท สุธาพร ค้าวัสดุ จำกัด,3, 20 ,20150
ผลิตภัณฑ์คอนกรีต เช่น เสาเข็ม แผ่นพื้น,6,สุขุมวิท, 13.00 ,จ3-58(1)-11/44ชบ,20200101125443,348, 84.00 ,5801,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),นาเกลือ,44,,บางละมุง,16/83,ชลบุรี,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),3, 78 ,20150
ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตผสมเสร็จ คอนกรีตบล็อก ท่อคอนกรีตอัดแรง,2,, 19.00 ,จ3-58(1)-47/59ชบ,20200004725596,349, 383.50 ,5801,ห้างหุ้นส่วนจำกัด มิตรกมล วัสดุ,หนองปรือ,59,,บางละมุง,"โฉนดที่ดิน 8481,8482",ชลบุรี,ห้างหุ้นส่วนจำกัด มิตรกมล วัสดุ,3, 21 ,20150
คอนกรีตผสมเสร็จ,4,, 11.50 ,จ3-58(1)-76/54ชบ,20200007625546,350, 70.00 ,5801,บริษัท เบทเทอร์ คอนกรีต โปรดักซ์ จำกัด,บางละมุง,54,,บางละมุง,70/17,ชลบุรี,บริษัท เบทเทอร์ คอนกรีต โปรดักซ์ จำกัด,3, 5 ,20150
ผลิตคอนกรีตผสมเสร็จ,4,, 14.40 ,จ3-58(1)-3/36ชบ,20200000325367,351, 91.00 ,5801,บริษัท คิวมิกซ์ซัพพลาย จำกัด,บางละมุง,36,,บางละมุง,179/4,ชลบุรี,บริษัท คิวมิกซ์ซัพพลาย จำกัด,3, 12 ,20150
ผลิตท่อคอนกรีตอัดแรง บ่อพักคอนกรีต,6,, 10.00 ,จ3-58(1)-9/44ชบ,20200100925447,352, 230.00 ,5801,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),นาเกลือ,44,,บางละมุง,16/85,ชลบุรี,บริษัท เอส.ที.ซี.คอนกรีตโปรดัคท์ จำกัด (มหาชน),3, 33 ,20150
ทำผลิตภัณฑ์คอนกรีตอัดแรง เช่น พื้นคอนกรีตสำเร็จ เสาเข็ม และทำท่อระบาย,7,ทางหลวงสาย 36, 301.30 ,จ3-58(1)-19/47ชบ,20200001925470,353, 276.00 ,5801,บริษัท ชาญมั่นคง จำกัด,หนองปลาไหล,47,-,บางละมุง,41/1,ชลบุรี,บริษัท ชาญมั่นคง จำกัด,3, 6 ,20150
"ผลิตผลิตภัณฑ์คอนกรีต เช่น อิฐบล็อก, วงบ่อ, บ่อพัก, ท่อ, เสา, แผ่นพื้น ฯลฯ และ คอนกรีตผสมเสร็จ",2,ชัยพรวิถี, 7.00 ,จ3-58(1)-113/47ชบ,20200111325470,354, 294.00 ,5801,บริษัท กาญจน บ้านกลาง คอนกรีต จำกัด,หนองปรือ,47,สันติสุข,บางละมุง,3,ชลบุรี,บริษัท กาญจน บ้านกลาง คอนกรีต จำกัด,3, 27 ,20150
ผลิตภัณฑ์คอนกรีตผสม,1,, 740.00 ,จ3-58(1)-287/64ชบ,20200485525648,355, 477.00 ,5801,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),ตะเคียนเตี้ย,64,,บางละมุง,โฉนดที่ดินเลขที่ 25014,ชลบุรี,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),3, 12 ,20150
"หลอมหล่อเศษโลหะ เช่น อลูมิเนียม,ทองเหลือง,ทองแดง",1,, 51.00 ,จ3-60-8/53ชบ,20200200825539,356, 183.40 ,6000,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,หนองปลาไหล,53,,บางละมุง,84/5,ชลบุรี,บริษัท พัทยา เปเปอร์มิลล์ จำกัด,3, 7 ,20150
ทำเตียงจากโลหะ,4,, 21.50 ,จ3-62-3/68ชบ,20200048825683,357, 85.50 ,6200,บริษัท เค แอนด์ เอ็น (ไทยแลนด์) จำกัด,หนองปลาไหล,68,,บางละมุง,30/4,ชลบุรี,บริษัท เค แอนด์ เอ็น (ไทยแลนด์) จำกัด,3, 9 ,20150
การผลิตแผ่นหลังคารีดขึ้นลอน ซีลาย แป ฉาก,1,, 27.63 ,จ3-63(2)-4/62ชบ,20200029425628,358, 155.00 ,6302,บริษัท เจ.เจ.คอยล์เซ็นเตอร์ จำกัด,เขาไม้แก้ว,62,,บางละมุง,2,ชลบุรี,บริษัท เจ.เจ.คอยล์เซ็นเตอร์ จำกัด,3, 17 ,20150
ตัด เชื่อม ประกอบ งานโครงสร้างเหล็ก,8,, 15.00 ,จ3-63(2)-7/62ชบ,20200062425626,359, 490.00 ,6302,บริษัท สตาร์พลัส ฟิลด์ เซอร์วิส จำกัด,โป่ง,62,,บางละมุง,84/1,ชลบุรี,บริษัท สตาร์พลัส ฟิลด์ เซอร์วิส จำกัด,3, 40 ,20150
"ประกอบผลิตภัณฑ์โลหะสำหรับการก่อสร้างและติดตั้ง เช่น TUBULAR DOOR LOCK MORTISE DOOK LOCK ZINC DOOR ACCESSORIES,BRASS DOOR ACCESSORIES",1,     สุขุมวิท, 14.50 ,จ3-63(2)-1/42ชบ,20201200125425,360, 55.00 ,6302,บริษัท ซีนิธ เมทอล อินดัสทรี จำกัด,บางละมุง,42,     -,บางละมุง,269,ชลบุรี,บริษัท ซีนิธ เมทอล อินดัสทรี จำกัด,3, 440 ,20150
ผลิตเหล็กโครงสร้าง ถังน้ำ และชิ้นส่วนเครื่องจักร,2,, 2.20 ,จ3-63(2)-8/64ชบ,20200328325644,361, 166.18 ,6302,บริษัท แอคเซนท์ เอเชีย จำกัด,เขาไม้แก้ว,64,,บางละมุง,โฉนดที่ดินเลขที่ 104080,ชลบุรี,บริษัท แอคเซนท์ เอเชีย จำกัด,3, 5 ,20150
ผลิตผลิตภัณฑ์โลหะ ปั๊ม ตัด พับ ม้วน โลหะ กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,4,, 25.00 ,จ3-64(1)-4/62ชบ,20200208325623,362," 1,793.87 ",6401,บริษัท วาซิน คอยล์เซ็นเตอร์ จำกัด,ตะเคียนเตี้ย,62,,บางละมุง,39/35,ชลบุรี,บริษัท วาซิน คอยล์เซ็นเตอร์ จำกัด,3, 15 ,20150
ผลิตถังบรรจุก๊าซปิโตรเลียมเหลว,5,สุขุมวิท, 275.00 ,3-64(1)-1/41ชบ,10200900125414,363, 259.74 ,6401,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),บางละมุง,41,,บางละมุง,222/115,ชลบุรี,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),3, 23 ,20150
ทำผลิตภัณฑ์ด้วยวิธีปั๊ม ตัด พับ กลึง กัด เจาะ เจียร พ่น เคลือบสี,4,, 4.05 ,จ3-64(2)-11/60ชบ,20200401125606,364, 257.30 ,6402,บริษัท พีแอนด์ดี เมทัล โปรดักส์ จำกัด,ตะเคียนเตี้ย,60,,บางละมุง,42/4,ชลบุรี,บริษัท พีแอนด์ดี เมทัล โปรดักส์ จำกัด,3, 45 ,20150
ผลิตชิ้นส่วนด้วยวิธีอัดขึ้นรูปโลหะ เช่น เครื่องใช้ไฟฟ้า เครื่องจักร และแกนเพลา ฯลฯ,4,, 30.00 ,จ3-64(2)-25/55ชบ,20200102525559,365, 531.50 ,6402,บริษัท ซื่อหยานอุตสาหกรรม (ประเทศไทย) จำกัด,หนองปลาไหล,55,,บางละมุง,148/8,ชลบุรี,บริษัท ซื่อหยานอุตสาหกรรม (ประเทศไทย) จำกัด,3, 25 ,20150
ผลิตอะไหล่และประกอบเครื่องกรองน้ำดื่ม,4,, 21.07 ,จ3-64(9)-21/48ชบ,20200002125484,366, 153.50 ,6409,บริษัท เค แอนด์ เอ็น (ไทยแลนด์) จำกัด,หนองปลาไหล,48,,บางละมุง,30/4,ชลบุรี,บริษัท เค แอนด์ เอ็น (ไทยแลนด์) จำกัด,3, 9 ,20150
ผลิตภัณฑ์โลหะ,8,, 15.62 ,จ3-64(9)-2/45ชบ,20200500225455,367, 201.80 ,6409,บริษัท เอเซีย กลาส แอนด์ แมทเทิล เวิร์ค จำกัด,หนองปรือ,45,,บางละมุง,30/5,ชลบุรี,บริษัท เอเซีย กลาส แอนด์ แมทเทิล เวิร์ค จำกัด,3, 17 ,20150
การตัด พับ ม้วน โลหะ,4,, 9.00 ,จ3-64(12)-38/59ชบ,20200103825594,368, 97.00 ,6412,บริษัท อาร์ซี สตีล จำกัด,ตะเคียนเตี้ย,59,,บางละมุง,-,ชลบุรี,บริษัท อาร์ซี สตีล จำกัด,3, 7 ,20150
ผลิตบันไดหนีไฟอลูมิเนียม และชิ้นส่วนอลูมิเนียมเพื่อการส่งออก,4,, 10.00 ,จ3-64(12)-3/64ชบ,20200064325642,369, 86.93 ,6412,บริษัท เอ็กซ์1 เอสเคปแลดเดอร์ จำกัด,หนองปลาไหล,64,,บางละมุง,205/9,ชลบุรี,บริษัท เอ็กซ์1 เอสเคปแลดเดอร์ จำกัด,3, 3 ,20150
การกลึง เจาะ ไส เจียร และเชื่อมโลหะทั่วไป,3,, 37.20 ,จ3-64(13)-49/60ชบ,20200104925609,370, 95.06 ,6413,บริษัท เอ็มแอนด์ดี พรีซิชั่น เวิร์ค จำกัด,หนองปลาไหล,60,,บางละมุง,71,ชลบุรี,บริษัท เอ็มแอนด์ดี พรีซิชั่น เวิร์ค จำกัด,3, 25 ,20150
กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,4,, 47.00 ,จ3-64(13)-18/66ชบ,20200089325668,371, 370.63 ,6413,บริษัท จอยอัส อินเตอร์เนชั่นแนล จำกัด,บางละมุง,66,,บางละมุง,169/2-169/3,ชลบุรี,บริษัท จอยอัส อินเตอร์เนชั่นแนล จำกัด,3, 16 ,20150
กลึง ปั๊มขึ้นรูป เจาะตัด คว้าน กัด ไส เจียร โลหะทั่วไป,4,, 132.93 ,จ3-64(13)-22/63ชบ,20200090025638,372, 443.00 ,6413,บริษัท ดอง จู เมททัล จำกัด,เขาไม้แก้ว,63,,บางละมุง,8/9,ชลบุรี,บริษัท ดอง จู เมททัล จำกัด,3, 30 ,20150
"กลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป และซ๋อมแซมรถบรรทุก รถพ่วง รถแทรกเตอร์, ผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรสำหรับการก่อสร้าง การเจาะหาปิโตรเลียม หรือการกลั่น และรวมถึงส่วนประกอบหรืออุปกรณ์ของเครื่องจักร",8,, 139.00 ,จ3-64(13)-43/63ชบ,20200141625634,373, 431.50 ,6413,บริษัท ศิลามาศ เซอร์วิสเซส จำกัด,บางละมุง,63,,บางละมุง,995,ชลบุรี,บริษัท ศิลามาศ เซอร์วิสเซส จำกัด,3, 37 ,20150
กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,1,, 11.11 ,จ3-64(13)-75/60ชบ,20200007525605,374, 246.00 ,6413,บริษัท พีพี แอนด์ พี อินเตอร์ พาร์ท จำกัด,เขาไม้แก้ว,60,,บางละมุง,102/2,ชลบุรี,บริษัท พีพี แอนด์ พี อินเตอร์ พาร์ท จำกัด,3, 23 ,20150
ผลิตแท่งทองเหลือง,4,, 102.00 ,จ3-64(14)-1/68ชบ,20200040825681,375, 288.00 ,6414,บริษัท แดชัง เทรดดิ้ง(ไทยแลนด์) จำกัด,ตะเคียนเตี้ย,68,,บางละมุง,31/35,ชลบุรี,บริษัท แดชัง เทรดดิ้ง(ไทยแลนด์) จำกัด,3, 5 ,20150
ผลิตแม่พิมพ์โลหะ,4,-, 162.68 ,3-67(7)-1/60ชบ,10200100125602,376, 755.00 ,6707,บริษัท ฮีโร่ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,เขาไม้แก้ว,60,-,บางละมุง,86,ชลบุรี,บริษัท ฮีโร่ เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,3, 29 ,20150
ทำ ซ่อมแซมแบบแม่พิมพ์โลหะ,4,, 40.37 ,จ3-67(7)-9/61ชบ,20200100925611,377, 130.87 ,6707,บริษัท เซจิน พรีซีชั่่น จำกัด,หนองปลาไหล,61,,บางละมุง,171,ชลบุรี,บริษัท เซจิน พรีซีชั่่น จำกัด,3, 22 ,20150
ผลิตและประกอบเครื่องจักรสำหรับบรรจุภัณฑ์,5,, 18.30 ,จ3-68-7/57ชบ,20200500725579,378, 300.00 ,6800,บริษัท เอ็กซ์ซิเทร่า (ประเทศไทย) จำกัด,โป่ง,57,,บางละมุง,51/3,ชลบุรี,บริษัท เอ็กซ์ซิเทร่า (ประเทศไทย) จำกัด,3, 33 ,20150
ทำท่อจากโลหะและโครงสร้างจากโลหะเพื่อใช้ในอุตสาหกรรมน้ำมันและปิโตรเคมี,7,, 1.47 ,จ3-68-1/55ชบ,20200200125559,379, 286.00 ,6800,บริษัท ฉัตรการช่าง แหลมฉบัง จำกัด,บางละมุง,55,,บางละมุง,13/3,ชลบุรี,บริษัท ฉัตรการช่าง แหลมฉบัง จำกัด,3, 107 ,20150
ผลิต ประกอบ และติดตั้งเครื่องจักร เช่น สายพานลำเลียง ฯลฯ,4,, 0.06 ,จ3-68-5/55ชบ,20200100525551,380, 205.00 ,6800,บริษัท พี.จ.ที.(2007) จำกัด,ตะเคียนเตี้ย,55,,บางละมุง,162/2,ชลบุรี,บริษัท พี.จ.ที.(2007) จำกัด,3, 86 ,20150
ผลิตชิ้นส่วนและอะไหล่ของเครื่องปรับอากาศในรถยนต์,4,, 32.34 ,จ3-70-20/66ชบ,20200185525666,381, 476.30 ,7000,บริษัท ฟอร์จูน อินเตอร์ (ไทยแลนด์) จำกัด,เขาไม้แก้ว,66,,บางละมุง,74/8,ชลบุรี,บริษัท ฟอร์จูน อินเตอร์ (ไทยแลนด์) จำกัด,3, 45 ,20150
ผลิตอุปกรณ์หรือชิ้นส่วนของเครื่องใช้ไฟฟ้าและเครื่องทำความเย็น,4,, 5.70 ,จ3-70-6/67ชบ,20200022225678,382, 376.05 ,7000,บริษัท เอสเอสเอชที จำกัด,เขาไม้แก้ว,67,,บางละมุง,7/7,ชลบุรี,บริษัท เอสเอสเอชที จำกัด,3, 13 ,20150
ผลิตชิ้นส่วนเครื่องปรับอากาศ,4,, 71.60 ,จ3-70-3/67ชบ,20200008425672,383, 164.50 ,7000,บริษัท แอมโก้ 6 จำกัด,เขาไม้แก้ว,67,,บางละมุง,8/10,ชลบุรี,บริษัท แอมโก้ 6 จำกัด,3, 31 ,20150
ผลิต ประกอบ ปั๊ม ท่อ ข้อต่อ และวาล์วระบายน้ำที่ใช้ในเครื่องซักผ้า เครื่องล้างจาน,4,, 565.00 ,จ3-70-8/65ชบ,20200069225656,384," 1,207.14 ",7000,บริษัท ฮันยู กรุ๊ป (ไทยแลนด์) จำกัด,ตะเคียนเตี้ย,65,,บางละมุง,78/40,ชลบุรี,บริษัท ฮันยู กรุ๊ป (ไทยแลนด์) จำกัด,3, 212 ,20150
ผลิตท่อทองแดง เพื่อใช้เป็นชิ้นส่วนหรืออุปกรณ์เครื่องใช้ไฟฟ้า,4,, 103.75 ,จ3-70-3/65ชบ,20200036425652,385, 318.41 ,7000,บริษัท เจเอนไอ ไทย จำกัด,เขาไม้แก้ว,65,,บางละมุง,7/6,ชลบุรี,บริษัท เจเอนไอ ไทย จำกัด,3, 70 ,20150
ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้าและผลิตภัณฑ์อิเล็กทรอนิกส์ทุกชนิด,1,, 47.00 ,จ3-70-3/61ชบ,20200200325613,386," 1,014.67 ",7000,บริษัท ไทย ดีจีที จำกัด,เขาไม้แก้ว,61,,บางละมุง,132/1,ชลบุรี,บริษัท ไทย ดีจีที จำกัด,3, 146 ,20150
ประกบกาวและตัดแผ่นฟองน้ำใช้เป็นส่วนประกอบของตู้เย็น เครื่องซักผ้า และเครื่องใช้ไฟฟ้า,3,, 29.20 ,จ3-70-14/66ชบ,20200126625666,387, 177.00 ,7000,บริษัท จินซอง ไฮเทค จำกัด,เขาไม้แก้ว,66,,บางละมุง,30/7,ชลบุรี,บริษัท จินซอง ไฮเทค จำกัด,3, 20 ,20150
"ปั๊ม ตัด เย็บ ผ้าใยสังเคราะห์ (nonwoven) เพื่อใช้เป็นส่วนประกอบของเครื่องใช้ไฟฟ้า เช่น แผ่นเก็บเสียงในเครื่องปรับอากาศ, ผลิตผ้าใยสังเคราะห์ (nonwoven) ",3,-, 39.76 ,จ3-70-18/65ชบ,20200206625651,388, 209.17 ,7000,บริษัท ยู อิล โกลบอล จำกัด,เขาไม้แก้ว,65,-,บางละมุง,"30/4, 30/5, 30/6",ชลบุรี,บริษัท ยู อิล โกลบอล จำกัด,3, 46 ,20150
ประกอบแผงโซล่าเซลล์และมิเตอร์ไฟฟ้า,4,, 290.00 ,จ3-71-11/59ชบ,20200301125599,389, 496.01 ,7100,บริษัท ทีที คอร์ปอเรชั่น จำกัด,หนองปลาไหล,59,,บางละมุง,222,ชลบุรี,บริษัท ทีที คอร์ปอเรชั่น จำกัด,3, 174 ,20150
ซ่อมแซมเครื่องจักร เช่น เครื่องกำเนิดไฟฟ้า,9,สุขุมวิท, 1.00 ,จ3-71-1/42ชบ,20201400125423,390," 2,240.00 ",7100,บริษัท ซีเมนส์ จำกัด,หนองปรือ,42,,บางละมุง,29/13,ชลบุรี,บริษัท ซีเมนส์ จำกัด,3, 16 ,20150
ซ่อมแซมหรือดัดแปลงมอเตอร์ไฟฟ้า,3,, 31.00 ,จ3-71-15/63ชบ,20200121725636,391, 350.00 ,7100,บริษัท บิ๊ก เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,ตะเคียนเตี้ย,63,,บางละมุง,154/1,ชลบุรี,บริษัท บิ๊ก เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,3, 15 ,20150
ประกอบเครื่องปรับอากาศ พัดลม ตู้เย็น เตาไฟฟ้า เตารีดไฟฟ้า หม้อหุงข้าวไฟฟ้า เตาไมโครเวฟ อุปกรณ์และกล่องรับสัญญาณดาวเทียม เครื่องรับโทรทัศน์และเครื่องแปลงสัญญาณและอุปกรณ์เครื่องใช้ไฟฟ้า,4,หัวหนอง-สันติคาม, 70.00 ,จ3-71-8/59ชบ,20200000825598,392, 121.70 ,7100,บริษัท ทีที คอร์ปอเรชั่น จำกัด,หนองปลาไหล,59,,บางละมุง,222,ชลบุรี,บริษัท ทีที คอร์ปอเรชั่น จำกัด,3, 183 ,20150
