_id,รายชื่อสถานประกอบการ,ระดับ,ปีงบประมาณ
2674,บริษัท ชิมิซุ เมทัล แสตมปิ้ง (ไทยแลนด์) จำกัด,3,2566
2675,บริษัท เอ.เจ.พลาสท์ จำกัด (มหาชน),3,2566
2676,บริษัท ซีบีซี อิงส์ (ประเทศไทย) จำกัด,3,2566
2677,บริษัท เทคโนพลาสอุตสาหกรรม (ประเทศไทย) จำกัด,3,2566
2678,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),3,2566
2679,บริษัท มี้ด จอห์นสัน นิวทริชัน (ประเทศไทย) จำกัด,3,2566
2680,บริษัท นครหลวงคอนกรีต จำกัด,3,2566
2681,บริษัท โออิชิ เทรดดิ้ง จำกัด,3,2566
2682,บริษัท ฟรอยด์เดนเบิร์ก แอนด์ ไวลีน ฟิลเตอร์ (ไทยแลนด์) จำกัด,3,2566
2683,บริษัท เอชแอนด์อาร์ เคมฟาร์ม (ประเทศไทย) จำกัด,3,2566
2684,บริษัท มัลติแบกซ์ จำกัด (มหาชน),3,2566
2685,บริษัท ไทย นิปปอน เซอิกิ จำกัด,3,2566
2686,บริษัท ไทย นิปปอน เซอิกิ จำกัด,3,2566
2687,บริษัท ฮาน ยาง เอ็ม-เทค (ไทยแลนด์) จำกัด,3,2566
2688,บริษัท อู่สมศักดิ์ บอดี้ คาร์ (2018) จำกัด,3,2566
2689,บริษัท พรีแมกซ์ อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,3,2566
2690,บริษัท สยามเอทีอุตสาหกรรม จำกัด,3,2566
2691,บริษัท ไทย นิชชิน โมลด์ จำกัด,3,2566
2692,บริษัท เคไอ-อิโคเทค จำกัด,3,2566
2693,บริษัท มิยามะ พรีซิชั่น (ประเทศไทย) จำกัด,3,2566
2694,บริษัท ทิมฟานี อะคูสติก เทคโนโลยี (ประเทศไทย) จำกัด,3,2566
2695,บริษัท คาสทูล 180 จำกัด,3,2566
2696,บริษัท ลาบิกซ์ จำกัด,3,2566
2697,บริษัท อาปิโก ฟอร์จจิ้ง จำกัด (มหาชน),3,2566
2698,บริษัท นิชิอิ ไฟน์ เพรส (ไทยแลนด์) จำกัด,3,2566
2699,บริษัท เอ็มซี เมทัลเซอร์วิสเอเซีย (ประเทศไทย) จำกัด,3,2566
2700,บริษัท เอ็มซี เมทัลเซอร์วิสเอเชีย (ประเทศไทย) จำกัด,3,2566
2701,บริษัท จุน จี่ แมททีเรียล เทคโนโลยี จํากัด,3,2566
2702,บริษัท กั๋วหลิน (ไทยแลนด์) จำกัด,3,2566
2703,บริษัท ลู้บ เทคโนโลยี จำกัด,3,2566
2704,บริษัท เอสโซ่ (ประเทศไทย) จำกัด (มหาชน),3,2566
2705,บริษัท ไทโย สเตนเลส สปริง เอ็มเอฟจี (ประเทศไทย) จำกัด,3,2566
2706,บริษัท ยูชิโร (ประเทศไทย) จำกัด,3,2566
2707,บริษัท ไวกิ้ง ไลฟ์-เซฟวิ่ง อิควิปเม้นท์ (ประเทศไทย) จำกัด,3,2566
2708,บริษัท ฮอลลี่ กรุ๊ป อิเลคทริค (ประเทศไทย) จำกัด,3,2566
2709,บริษัท ฮอลลี่ อิเลคทรอนิค มิเตอร์ จำกัด,3,2566
2710,บริษัท เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน),3,2566
2711,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,3,2566
2712,บริษัท โอเรียนเต็ลคอปเปอร์ จำกัด,3,2566
2713,บริษัท ไทยลู้บเบล็นดิ้ง จำกัด,3,2566
2714,บริษัท ซุปเปอร์ฟาสท์ เทคโนโลยี (ประเทศไทย) จำกัด,3,2566
2715,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,3,2566
2716,บริษัท ซันโทรี่ เบเวอเรจ แอนด์ ฟู้ด (ประเทศไทย) จำกัด,3,2566
2717,บริษัท วาลีโอ คอมฟอร์ท แอนด์ ไดร์ฟวิ่ง แอสซิสแทนซ์ ซิสเต็มส์ (ประเทศไทย) จำกัด,3,2566
2718,บริษัท ยามาฮ่ามอเตอร์พาร์ทแมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2566
2719,บริษัท จินหัว ซิงค์ เทคโนโลยี (ไทยแลนด์) จำกัด,3,2566
2720,บริษัท เฟดเดอรัล-โมกูล เสรีนา จำกัด,3,2566
2721,บริษัท อีซึ่น แอนด์ โค จำกัด (มหาชน),3,2566
2722,บริษัท เพนสโตน (ประเทศไทย) จำกัด,3,2566
2723,บริษัท เบ็นเทคเคมีคัล จำกัด,3,2566
2724,บริษัท พีคิว เคมิคอลส์ (ประเทศไทย)จำกัด,3,2566
2725,บริษัท ลิเดีย ออยล์ (ประเทศไทย) จำกัด,3,2566
2726,บริษัท มิค อินดัสตรี้ส์ (ประเทศไทย) จำกัด,3,2566
2727,บริษัท นิตโต้ มาเทค (ประเทศไทย) จำกัด,3,2566
2728,บริษัท เอส.เอ็ม.ซี. (ประเทศไทย) จำกัด,3,2566
2729,บริษัท เค.เอ็ม.ดับบลิว.ทรานสปอร์ต จำกัด,3,2566
2730,บริษัท ศรีบริสุทธิ์ ฟอร์จจิ้ง เทคโนโลยี จำกัด,3,2566
2731,บริษัท ออโต้ อินทรีเรียส์ โปรดักส์ จำกัด,3,2566
2732,บริษัท ทีซีเอฟจี คอมเพรสเซอร์ (ประเทศไทย) จำกัด,3,2566
2733,บริษัท อมตะ บี.กริม เพาเวอร์ 1 จำกัด,3,2566
2734,บริษัท อมตะ บี.กริม เพาเวอร์ 2 จำกัด,3,2566
2735,บริษัท ออโต้ เม็ททอล จำกัด,3,2566
2736,บริษัท ไท ไทย รับเบอร์ จำกัด,3,2566
2737,บริษัท คอยเทค สตีล (ไทยแลนด์) จำกัด,3,2566
