﻿year,quarter,_id,source,value,hours_work_week,unit,ava_for_ad_work
2560,ไตรมาส 2,220,สำนักงานสถิติแห่งชาติ,1811.07,30-34 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 3,221,สำนักงานสถิติแห่งชาติ,20.86,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2560,ไตรมาส 3,222,สำนักงานสถิติแห่งชาติ,156.73,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2560,ไตรมาส 3,223,สำนักงานสถิติแห่งชาติ,19.18,1-9 ชั่วโมง,พันคน,มี
2560,ไตรมาส 3,224,สำนักงานสถิติแห่งชาติ,125.38,1-9 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 3,225,สำนักงานสถิติแห่งชาติ,44.78,10-19 ชั่วโมง,พันคน,มี
2560,ไตรมาส 3,226,สำนักงานสถิติแห่งชาติ,705.62,10-19 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 3,227,สำนักงานสถิติแห่งชาติ,119.51,20-29 ชั่วโมง,พันคน,มี
2560,ไตรมาส 3,228,สำนักงานสถิติแห่งชาติ,2203.81,20-29 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 3,229,สำนักงานสถิติแห่งชาติ,67.06,30-34 ชั่วโมง,พันคน,มี
2560,ไตรมาส 3,230,สำนักงานสถิติแห่งชาติ,1809.16,30-34 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 4,231,สำนักงานสถิติแห่งชาติ,53.22,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2560,ไตรมาส 4,232,สำนักงานสถิติแห่งชาติ,395.48,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2560,ไตรมาส 4,233,สำนักงานสถิติแห่งชาติ,14.74,1-9 ชั่วโมง,พันคน,มี
2560,ไตรมาส 4,234,สำนักงานสถิติแห่งชาติ,198.02,1-9 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 4,235,สำนักงานสถิติแห่งชาติ,54.0,10-19 ชั่วโมง,พันคน,มี
2560,ไตรมาส 4,236,สำนักงานสถิติแห่งชาติ,773.63,10-19 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 4,237,สำนักงานสถิติแห่งชาติ,91.08,20-29 ชั่วโมง,พันคน,มี
2560,ไตรมาส 4,238,สำนักงานสถิติแห่งชาติ,2122.24,20-29 ชั่วโมง,พันคน,ไม่มี
2560,ไตรมาส 4,239,สำนักงานสถิติแห่งชาติ,42.97,30-34 ชั่วโมง,พันคน,มี
2560,ไตรมาส 4,240,สำนักงานสถิติแห่งชาติ,1798.69,30-34 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 1,241,สำนักงานสถิติแห่งชาติ,74.08,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2561,ไตรมาส 1,242,สำนักงานสถิติแห่งชาติ,547.46,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2561,ไตรมาส 1,243,สำนักงานสถิติแห่งชาติ,26.04,1-9 ชั่วโมง,พันคน,มี
2561,ไตรมาส 1,244,สำนักงานสถิติแห่งชาติ,153.49,1-9 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 1,245,สำนักงานสถิติแห่งชาติ,63.57,10-19 ชั่วโมง,พันคน,มี
2561,ไตรมาส 1,246,สำนักงานสถิติแห่งชาติ,966.92,10-19 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 1,247,สำนักงานสถิติแห่งชาติ,109.24,20-29 ชั่วโมง,พันคน,มี
2561,ไตรมาส 1,248,สำนักงานสถิติแห่งชาติ,3341.05,20-29 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 1,249,สำนักงานสถิติแห่งชาติ,62.76,30-34 ชั่วโมง,พันคน,มี
2561,ไตรมาส 1,250,สำนักงานสถิติแห่งชาติ,2410.11,30-34 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 2,251,สำนักงานสถิติแห่งชาติ,31.62,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2561,ไตรมาส 2,252,สำนักงานสถิติแห่งชาติ,433.63,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2561,ไตรมาส 2,253,สำนักงานสถิติแห่งชาติ,24.67,1-9 ชั่วโมง,พันคน,มี
2561,ไตรมาส 2,254,สำนักงานสถิติแห่งชาติ,129.9,1-9 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 2,255,สำนักงานสถิติแห่งชาติ,91.63,10-19 ชั่วโมง,พันคน,มี
2561,ไตรมาส 2,256,สำนักงานสถิติแห่งชาติ,799.05,10-19 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 2,257,สำนักงานสถิติแห่งชาติ,86.03,20-29 ชั่วโมง,พันคน,มี
2561,ไตรมาส 2,258,สำนักงานสถิติแห่งชาติ,2412.12,20-29 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 2,259,สำนักงานสถิติแห่งชาติ,48.59,30-34 ชั่วโมง,พันคน,มี
2561,ไตรมาส 2,260,สำนักงานสถิติแห่งชาติ,1942.96,30-34 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 3,261,สำนักงานสถิติแห่งชาติ,25.76,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2561,ไตรมาส 3,262,สำนักงานสถิติแห่งชาติ,154.33,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2561,ไตรมาส 3,263,สำนักงานสถิติแห่งชาติ,20.33,1-9 ชั่วโมง,พันคน,มี
2561,ไตรมาส 3,264,สำนักงานสถิติแห่งชาติ,165.43,1-9 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 3,265,สำนักงานสถิติแห่งชาติ,70.11,10-19 ชั่วโมง,พันคน,มี
2561,ไตรมาส 3,266,สำนักงานสถิติแห่งชาติ,843.6,10-19 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 3,267,สำนักงานสถิติแห่งชาติ,126.56,20-29 ชั่วโมง,พันคน,มี
2561,ไตรมาส 3,268,สำนักงานสถิติแห่งชาติ,2608.18,20-29 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 3,269,สำนักงานสถิติแห่งชาติ,76.2,30-34 ชั่วโมง,พันคน,มี
2561,ไตรมาส 3,270,สำนักงานสถิติแห่งชาติ,2037.85,30-34 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 4,271,สำนักงานสถิติแห่งชาติ,20.77,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2561,ไตรมาส 4,272,สำนักงานสถิติแห่งชาติ,212.57,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2561,ไตรมาส 4,273,สำนักงานสถิติแห่งชาติ,9.59,1-9 ชั่วโมง,พันคน,มี
2561,ไตรมาส 4,274,สำนักงานสถิติแห่งชาติ,135.29,1-9 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 4,275,สำนักงานสถิติแห่งชาติ,59.29,10-19 ชั่วโมง,พันคน,มี
2561,ไตรมาส 4,276,สำนักงานสถิติแห่งชาติ,780.64,10-19 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 4,277,สำนักงานสถิติแห่งชาติ,98.45,20-29 ชั่วโมง,พันคน,มี
2561,ไตรมาส 4,278,สำนักงานสถิติแห่งชาติ,2308.48,20-29 ชั่วโมง,พันคน,ไม่มี
2561,ไตรมาส 4,279,สำนักงานสถิติแห่งชาติ,44.66,30-34 ชั่วโมง,พันคน,มี
2561,ไตรมาส 4,280,สำนักงานสถิติแห่งชาติ,1943.69,30-34 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 1,281,สำนักงานสถิติแห่งชาติ,47.13,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2562,ไตรมาส 1,282,สำนักงานสถิติแห่งชาติ,514.9,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2562,ไตรมาส 1,283,สำนักงานสถิติแห่งชาติ,22.32,1-9 ชั่วโมง,พันคน,มี
2562,ไตรมาส 1,284,สำนักงานสถิติแห่งชาติ,270.03,1-9 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 1,285,สำนักงานสถิติแห่งชาติ,70.21,10-19 ชั่วโมง,พันคน,มี
2562,ไตรมาส 1,286,สำนักงานสถิติแห่งชาติ,1014.24,10-19 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 1,287,สำนักงานสถิติแห่งชาติ,127.26,20-29 ชั่วโมง,พันคน,มี
2562,ไตรมาส 1,288,สำนักงานสถิติแห่งชาติ,3525.35,20-29 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 1,289,สำนักงานสถิติแห่งชาติ,68.87,30-34 ชั่วโมง,พันคน,มี
2562,ไตรมาส 1,290,สำนักงานสถิติแห่งชาติ,3073.26,30-34 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 2,291,สำนักงานสถิติแห่งชาติ,39.45,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2562,ไตรมาส 2,292,สำนักงานสถิติแห่งชาติ,396.9,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2562,ไตรมาส 2,293,สำนักงานสถิติแห่งชาติ,11.71,1-9 ชั่วโมง,พันคน,มี
2562,ไตรมาส 2,294,สำนักงานสถิติแห่งชาติ,127.51,1-9 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 2,295,สำนักงานสถิติแห่งชาติ,50.8,10-19 ชั่วโมง,พันคน,มี
2562,ไตรมาส 2,296,สำนักงานสถิติแห่งชาติ,703.13,10-19 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 2,297,สำนักงานสถิติแห่งชาติ,83.22,20-29 ชั่วโมง,พันคน,มี
2562,ไตรมาส 2,298,สำนักงานสถิติแห่งชาติ,2403.36,20-29 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 2,299,สำนักงานสถิติแห่งชาติ,54.04,30-34 ชั่วโมง,พันคน,มี
2562,ไตรมาส 2,300,สำนักงานสถิติแห่งชาติ,2169.21,30-34 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 3,301,สำนักงานสถิติแห่งชาติ,26.7,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2562,ไตรมาส 3,302,สำนักงานสถิติแห่งชาติ,121.3,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2562,ไตรมาส 3,303,สำนักงานสถิติแห่งชาติ,11.71,1-9 ชั่วโมง,พันคน,มี
2562,ไตรมาส 3,304,สำนักงานสถิติแห่งชาติ,98.87,1-9 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 3,305,สำนักงานสถิติแห่งชาติ,35.24,10-19 ชั่วโมง,พันคน,มี
2562,ไตรมาส 3,306,สำนักงานสถิติแห่งชาติ,686.53,10-19 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 3,307,สำนักงานสถิติแห่งชาติ,61.27,20-29 ชั่วโมง,พันคน,มี
2562,ไตรมาส 3,308,สำนักงานสถิติแห่งชาติ,2219.89,20-29 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 3,309,สำนักงานสถิติแห่งชาติ,57.77,30-34 ชั่วโมง,พันคน,มี
2562,ไตรมาส 3,310,สำนักงานสถิติแห่งชาติ,2066.17,30-34 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 4,311,สำนักงานสถิติแห่งชาติ,32.6,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2562,ไตรมาส 4,312,สำนักงานสถิติแห่งชาติ,277.98,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2562,ไตรมาส 4,313,สำนักงานสถิติแห่งชาติ,11.47,1-9 ชั่วโมง,พันคน,มี
2562,ไตรมาส 4,314,สำนักงานสถิติแห่งชาติ,103.38,1-9 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 4,315,สำนักงานสถิติแห่งชาติ,52.97,10-19 ชั่วโมง,พันคน,มี
2562,ไตรมาส 4,316,สำนักงานสถิติแห่งชาติ,750.26,10-19 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 4,317,สำนักงานสถิติแห่งชาติ,76.89,20-29 ชั่วโมง,พันคน,มี
2562,ไตรมาส 4,318,สำนักงานสถิติแห่งชาติ,2230.67,20-29 ชั่วโมง,พันคน,ไม่มี
2562,ไตรมาส 4,319,สำนักงานสถิติแห่งชาติ,56.69,30-34 ชั่วโมง,พันคน,มี
2562,ไตรมาส 4,320,สำนักงานสถิติแห่งชาติ,2152.1,30-34 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 1,321,สำนักงานสถิติแห่งชาติ,64.31,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2563,ไตรมาส 1,322,สำนักงานสถิติแห่งชาติ,597.99,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2563,ไตรมาส 1,323,สำนักงานสถิติแห่งชาติ,9.66,1-9 ชั่วโมง,พันคน,มี
2563,ไตรมาส 1,324,สำนักงานสถิติแห่งชาติ,276.68,1-9 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 1,325,สำนักงานสถิติแห่งชาติ,60.34,10-19 ชั่วโมง,พันคน,มี
2563,ไตรมาส 1,326,สำนักงานสถิติแห่งชาติ,1543.2,10-19 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 1,327,สำนักงานสถิติแห่งชาติ,101.94,20-29 ชั่วโมง,พันคน,มี
2563,ไตรมาส 1,328,สำนักงานสถิติแห่งชาติ,3351.95,20-29 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 1,329,สำนักงานสถิติแห่งชาติ,47.91,30-34 ชั่วโมง,พันคน,มี
2563,ไตรมาส 1,330,สำนักงานสถิติแห่งชาติ,2825.95,30-34 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 2,331,สำนักงานสถิติแห่งชาติ,357.82,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2563,ไตรมาส 2,332,สำนักงานสถิติแห่งชาติ,2168.57,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2563,ไตรมาส 2,333,สำนักงานสถิติแห่งชาติ,24.36,1-9 ชั่วโมง,พันคน,มี
2563,ไตรมาส 2,334,สำนักงานสถิติแห่งชาติ,260.59,1-9 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 2,335,สำนักงานสถิติแห่งชาติ,93.35,10-19 ชั่วโมง,พันคน,มี
2563,ไตรมาส 2,336,สำนักงานสถิติแห่งชาติ,1106.38,10-19 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 2,337,สำนักงานสถิติแห่งชาติ,149.75,20-29 ชั่วโมง,พันคน,มี
2563,ไตรมาส 2,338,สำนักงานสถิติแห่งชาติ,3273.05,20-29 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 2,339,สำนักงานสถิติแห่งชาติ,78.98,30-34 ชั่วโมง,พันคน,มี
2563,ไตรมาส 2,340,สำนักงานสถิติแห่งชาติ,2631.38,30-34 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 3,341,สำนักงานสถิติแห่งชาติ,128.74,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2563,ไตรมาส 3,342,สำนักงานสถิติแห่งชาติ,345.1,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2563,ไตรมาส 3,343,สำนักงานสถิติแห่งชาติ,17.75,1-9 ชั่วโมง,พันคน,มี
2563,ไตรมาส 3,344,สำนักงานสถิติแห่งชาติ,139.07,1-9 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 3,345,สำนักงานสถิติแห่งชาติ,70.71,10-19 ชั่วโมง,พันคน,มี
2563,ไตรมาส 3,346,สำนักงานสถิติแห่งชาติ,882.04,10-19 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 3,347,สำนักงานสถิติแห่งชาติ,150.4,20-29 ชั่วโมง,พันคน,มี
2563,ไตรมาส 3,348,สำนักงานสถิติแห่งชาติ,3028.45,20-29 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 3,349,สำนักงานสถิติแห่งชาติ,74.56,30-34 ชั่วโมง,พันคน,มี
2563,ไตรมาส 3,350,สำนักงานสถิติแห่งชาติ,2683.33,30-34 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 4,351,สำนักงานสถิติแห่งชาติ,97.83,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2563,ไตรมาส 4,352,สำนักงานสถิติแห่งชาติ,300.59,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2563,ไตรมาส 4,353,สำนักงานสถิติแห่งชาติ,29.63,1-9 ชั่วโมง,พันคน,มี
2563,ไตรมาส 4,354,สำนักงานสถิติแห่งชาติ,149.65,1-9 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 4,355,สำนักงานสถิติแห่งชาติ,93.11,10-19 ชั่วโมง,พันคน,มี
2563,ไตรมาส 4,356,สำนักงานสถิติแห่งชาติ,912.79,10-19 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 4,357,สำนักงานสถิติแห่งชาติ,160.19,20-29 ชั่วโมง,พันคน,มี
2563,ไตรมาส 4,358,สำนักงานสถิติแห่งชาติ,2375.39,20-29 ชั่วโมง,พันคน,ไม่มี
2563,ไตรมาส 4,359,สำนักงานสถิติแห่งชาติ,129.24,30-34 ชั่วโมง,พันคน,มี
2563,ไตรมาส 4,360,สำนักงานสถิติแห่งชาติ,2085.3,30-34 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 1,361,สำนักงานสถิติแห่งชาติ,186.29,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2564,ไตรมาส 1,362,สำนักงานสถิติแห่งชาติ,693.54,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2564,ไตรมาส 1,363,สำนักงานสถิติแห่งชาติ,30.52,1-9 ชั่วโมง,พันคน,มี
2564,ไตรมาส 1,364,สำนักงานสถิติแห่งชาติ,205.24,1-9 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 1,365,สำนักงานสถิติแห่งชาติ,123.21,10-19 ชั่วโมง,พันคน,มี
2564,ไตรมาส 1,366,สำนักงานสถิติแห่งชาติ,1115.63,10-19 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 1,367,สำนักงานสถิติแห่งชาติ,203.44,20-29 ชั่วโมง,พันคน,มี
2564,ไตรมาส 1,368,สำนักงานสถิติแห่งชาติ,3940.54,20-29 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 1,369,สำนักงานสถิติแห่งชาติ,107.61,30-34 ชั่วโมง,พันคน,มี
2564,ไตรมาส 1,370,สำนักงานสถิติแห่งชาติ,3010.11,30-34 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 2,371,สำนักงานสถิติแห่งชาติ,154.39,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2564,ไตรมาส 2,372,สำนักงานสถิติแห่งชาติ,588.0,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2564,ไตรมาส 2,373,สำนักงานสถิติแห่งชาติ,29.48,1-9 ชั่วโมง,พันคน,มี
2564,ไตรมาส 2,374,สำนักงานสถิติแห่งชาติ,175.44,1-9 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 2,375,สำนักงานสถิติแห่งชาติ,72.81,10-19 ชั่วโมง,พันคน,มี
2564,ไตรมาส 2,376,สำนักงานสถิติแห่งชาติ,942.73,10-19 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 2,377,สำนักงานสถิติแห่งชาติ,141.38,20-29 ชั่วโมง,พันคน,มี
2564,ไตรมาส 2,378,สำนักงานสถิติแห่งชาติ,2726.24,20-29 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 2,379,สำนักงานสถิติแห่งชาติ,71.19,30-34 ชั่วโมง,พันคน,มี
2564,ไตรมาส 2,380,สำนักงานสถิติแห่งชาติ,2358.49,30-34 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 3,381,สำนักงานสถิติแห่งชาติ,246.93,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2564,ไตรมาส 3,382,สำนักงานสถิติแห่งชาติ,649.62,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2564,ไตรมาส 3,383,สำนักงานสถิติแห่งชาติ,31.59,1-9 ชั่วโมง,พันคน,มี
2564,ไตรมาส 3,384,สำนักงานสถิติแห่งชาติ,182.41,1-9 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 3,385,สำนักงานสถิติแห่งชาติ,100.13,10-19 ชั่วโมง,พันคน,มี
2564,ไตรมาส 3,386,สำนักงานสถิติแห่งชาติ,920.07,10-19 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 3,387,สำนักงานสถิติแห่งชาติ,254.96,20-29 ชั่วโมง,พันคน,มี
2564,ไตรมาส 3,388,สำนักงานสถิติแห่งชาติ,3147.51,20-29 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 3,389,สำนักงานสถิติแห่งชาติ,144.51,30-34 ชั่วโมง,พันคน,มี
2564,ไตรมาส 3,390,สำนักงานสถิติแห่งชาติ,2754.69,30-34 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 4,391,สำนักงานสถิติแห่งชาติ,92.91,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2564,ไตรมาส 4,392,สำนักงานสถิติแห่งชาติ,441.29,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2564,ไตรมาส 4,393,สำนักงานสถิติแห่งชาติ,24.13,1-9 ชั่วโมง,พันคน,มี
2564,ไตรมาส 4,394,สำนักงานสถิติแห่งชาติ,175.84,1-9 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 4,395,สำนักงานสถิติแห่งชาติ,82.62,10-19 ชั่วโมง,พันคน,มี
2564,ไตรมาส 4,396,สำนักงานสถิติแห่งชาติ,914.92,10-19 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 4,397,สำนักงานสถิติแห่งชาติ,155.43,20-29 ชั่วโมง,พันคน,มี
2564,ไตรมาส 4,398,สำนักงานสถิติแห่งชาติ,2612.44,20-29 ชั่วโมง,พันคน,ไม่มี
2564,ไตรมาส 4,399,สำนักงานสถิติแห่งชาติ,82.94,30-34 ชั่วโมง,พันคน,มี
2564,ไตรมาส 4,400,สำนักงานสถิติแห่งชาติ,2366.93,30-34 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 1,401,สำนักงานสถิติแห่งชาติ,74.52,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2565,ไตรมาส 1,402,สำนักงานสถิติแห่งชาติ,676.02,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2565,ไตรมาส 1,403,สำนักงานสถิติแห่งชาติ,23.88,1-9 ชั่วโมง,พันคน,มี
2565,ไตรมาส 1,404,สำนักงานสถิติแห่งชาติ,184.91,1-9 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 1,405,สำนักงานสถิติแห่งชาติ,68.26,10-19 ชั่วโมง,พันคน,มี
2565,ไตรมาส 1,406,สำนักงานสถิติแห่งชาติ,1118.16,10-19 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 1,407,สำนักงานสถิติแห่งชาติ,108.69,20-29 ชั่วโมง,พันคน,มี
2565,ไตรมาส 1,408,สำนักงานสถิติแห่งชาติ,3566.71,20-29 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 1,409,สำนักงานสถิติแห่งชาติ,43.72,30-34 ชั่วโมง,พันคน,มี
2565,ไตรมาส 1,410,สำนักงานสถิติแห่งชาติ,3007.69,30-34 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 2,411,สำนักงานสถิติแห่งชาติ,44.58,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2565,ไตรมาส 2,412,สำนักงานสถิติแห่งชาติ,479.2,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2565,ไตรมาส 2,413,สำนักงานสถิติแห่งชาติ,12.88,1-9 ชั่วโมง,พันคน,มี
2565,ไตรมาส 2,414,สำนักงานสถิติแห่งชาติ,143.14,1-9 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 2,415,สำนักงานสถิติแห่งชาติ,36.83,10-19 ชั่วโมง,พันคน,มี
2565,ไตรมาส 2,416,สำนักงานสถิติแห่งชาติ,743.11,10-19 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 2,417,สำนักงานสถิติแห่งชาติ,106.67,20-29 ชั่วโมง,พันคน,มี
2565,ไตรมาส 2,418,สำนักงานสถิติแห่งชาติ,2614.0,20-29 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 2,419,สำนักงานสถิติแห่งชาติ,62.66,30-34 ชั่วโมง,พันคน,มี
2565,ไตรมาส 2,420,สำนักงานสถิติแห่งชาติ,2430.32,30-34 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 3,421,สำนักงานสถิติแห่งชาติ,20.39,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2565,ไตรมาส 3,422,สำนักงานสถิติแห่งชาติ,137.6,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2565,ไตรมาส 3,423,สำนักงานสถิติแห่งชาติ,17.8,1-9 ชั่วโมง,พันคน,มี
2565,ไตรมาส 3,424,สำนักงานสถิติแห่งชาติ,130.2,1-9 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 3,425,สำนักงานสถิติแห่งชาติ,34.14,10-19 ชั่วโมง,พันคน,มี
2565,ไตรมาส 3,426,สำนักงานสถิติแห่งชาติ,753.91,10-19 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 3,427,สำนักงานสถิติแห่งชาติ,94.11,20-29 ชั่วโมง,พันคน,มี
2565,ไตรมาส 3,428,สำนักงานสถิติแห่งชาติ,2554.32,20-29 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 3,429,สำนักงานสถิติแห่งชาติ,68.05,30-34 ชั่วโมง,พันคน,มี
2565,ไตรมาส 3,430,สำนักงานสถิติแห่งชาติ,2233.91,30-34 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 4,431,สำนักงานสถิติแห่งชาติ,41.27,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,มี
2565,ไตรมาส 4,432,สำนักงานสถิติแห่งชาติ,285.06,มีงานประจำแต่ไม่ได้ทำงาน,พันคน,ไม่มี
2565,ไตรมาส 4,433,สำนักงานสถิติแห่งชาติ,28.69,1-9 ชั่วโมง,พันคน,มี
2565,ไตรมาส 4,434,สำนักงานสถิติแห่งชาติ,189.12,1-9 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 4,435,สำนักงานสถิติแห่งชาติ,59.22,10-19 ชั่วโมง,พันคน,มี
2565,ไตรมาส 4,436,สำนักงานสถิติแห่งชาติ,825.16,10-19 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 4,437,สำนักงานสถิติแห่งชาติ,103.75,20-29 ชั่วโมง,พันคน,มี
2565,ไตรมาส 4,438,สำนักงานสถิติแห่งชาติ,2547.19,20-29 ชั่วโมง,พันคน,ไม่มี
2565,ไตรมาส 4,439,สำนักงานสถิติแห่งชาติ,43.01,30-34 ชั่วโมง,พันคน,มี
