เดือน,จำนวน,จังหวัด,_id,ปี,อปท,อำเภอ,รายการ,ปีงบประมาณ,หน่วย
3,3.3,ลำพูน,979,2565,อบต.เวียงกานต์,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,112.191,ลำพูน,980,2565,อบต.หนองปลาสะวาย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,241.026,ลำพูน,981,2565,อบต.เหล่ายาว,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,266.177,ลำพูน,982,2565,เทศบาลตำบลป่าซาง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,114.01,ลำพูน,983,2565,เทศบาลตำบลม่วงน้อย,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,164.487,ลำพูน,984,2565,เทศบาลตำบลมะกอก,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,193.41,ลำพูน,985,2565,เทศบาลตำบลแม่แรง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,134.047,ลำพูน,986,2565,อบต.ท่าตุ้ม,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,249.602,ลำพูน,987,2565,อบต.นครเจดีย์,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,287.401,ลำพูน,988,2565,อบต.น้ำดิบ,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,83.34,ลำพูน,989,2565,อบต.บ้านเรือน,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,613.81,ลำพูน,990,2565,เทศบาลเมืองลำพูน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,432.435,ลำพูน,991,2565,เทศบาลตำบลต้นธง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,36.3,ลำพูน,992,2565,เทศบาลตำบลท่าเชียงทอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,656.26,ลำพูน,993,2565,เทศบาลตำบลบ้านกลาง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,116.899,ลำพูน,994,2565,เทศบาลตำบลบ้านแป้น,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,71.3,ลำพูน,995,2565,เทศบาลตำบลประตูป่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,280.16,ลำพูน,996,2565,เทศบาลตำบลป่าสัก,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,900,ลำพูน,997,2565,เทศบาลตำบลมะเขือแจ้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,83.241,ลำพูน,998,2565,เทศบาลตำบลริมปิง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,140,ลำพูน,999,2565,เทศบาลตำบลเวียงยอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,119.61,ลำพูน,1000,2565,เทศบาลตำบลศรีบัวบาน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,43.59,ลำพูน,1001,2565,เทศบาลตำบลหนองช้างคืน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,506.331,ลำพูน,1002,2565,เทศบาลตำบลเหมืองง่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,81.05,ลำพูน,1003,2565,เทศบาลตำบลเหมืองจี้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,245,ลำพูน,1004,2565,เทศบาลตำบลอุโมงค์,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,69.679,ลำพูน,1005,2565,อบต.หนองหนาม,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,56.002,ลำพูน,1006,2565,เทศบาลตำบลทากาศ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,24.66,ลำพูน,1007,2565,เทศบาลตำบลทากาศเหนือ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,5.123,ลำพูน,1008,2565,เทศบาลตำบลทาขุมเงิน,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,117.215,ลำพูน,1009,2565,เทศบาลตำบลทาทุ่งหลวง,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,31.5,ลำพูน,1010,2565,เทศบาลตำบลทาปลาดุก,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,117,ลำพูน,1011,2565,เทศบาลตำบลทาสบชัย,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,52.765,ลำพูน,1012,2565,เทศบาลตำบลทาสบเส้า,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,85.279,ลำพูน,1013,2565,อบต.ทาแม่ลอบ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,73.654,ลำพูน,1014,2565,เทศบาลตำบลก้อ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,97.358,ลำพูน,1015,2565,เทศบาลตำบลดงดำ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,294.54,ลำพูน,1016,2565,เทศบาลตำบลป่าไผ่,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,110.449,ลำพูน,1017,2565,เทศบาลตำบลแม่ตืน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,23.746,ลำพูน,1018,2565,เทศบาลตำบลลี้,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,123.36,ลำพูน,1019,2565,เทศบาลตำบลวังดิน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,15,ลำพูน,1020,2565,เทศบาลตำบลศรีวิชัย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,403.3,ลำพูน,1021,2565,อบต.นาทราย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,4,ลำพูน,1022,2565,อบต.แม่ลาน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,30,ลำพูน,1023,2565,อบต.เวียงแก้ว,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,246.004,ลำพูน,1024,2565,เทศบาลตำบลวังผาง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,93,ลำพูน,1025,2565,เทศบาลตำบลหนองยวง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
3,176.534,ลำพูน,1026,2565,เทศบาลตำบลหนองล่อง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,14,ลำพูน,1027,2565,เทศบาลตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,190.609,ลำพูน,1028,2565,อบต.ตะเคียนปม,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,207.016,ลำพูน,1029,2565,อบต.ทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,1.245,ลำพูน,1030,2565,อบต.บ้านปวง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,196.185,ลำพูน,1031,2565,เทศบาลตำบลบ้านธิ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,222.031,ลำพูน,1032,2565,อบต.ห้วยยาบ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,91.32,ลำพูน,1033,2565,เทศบาลตำบลบ้านโฮ่ง,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,39.95,ลำพูน,1034,2565,เทศบาลตำบลศรีเตี้ย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,12,ลำพูน,1035,2565,อบต.ป่าพลู,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,3.3,ลำพูน,1036,2565,อบต.เวียงกานต์,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,108.572,ลำพูน,1037,2565,อบต.หนองปลาสะวาย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,125.255,ลำพูน,1038,2565,อบต.เหล่ายาว,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,257.683,ลำพูน,1039,2565,เทศบาลตำบลป่าซาง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,120.01,ลำพูน,1040,2565,เทศบาลตำบลม่วงน้อย,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,159.181,ลำพูน,1041,2565,เทศบาลตำบลมะกอก,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,175.42,ลำพูน,1042,2565,เทศบาลตำบลแม่แรง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,127.707,ลำพูน,1043,2565,อบต.ท่าตุ้ม,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,241.55,ลำพูน,1044,2565,อบต.นครเจดีย์,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,274.132,ลำพูน,1045,2565,อบต.น้ำดิบ,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,79.11,ลำพูน,1046,2565,อบต.บ้านเรือน,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,505.29,ลำพูน,1047,2565,เทศบาลเมืองลำพูน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,418.486,ลำพูน,1048,2565,เทศบาลตำบลต้นธง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,30.6,ลำพูน,1049,2565,เทศบาลตำบลท่าเชียงทอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,557.76,ลำพูน,1050,2565,เทศบาลตำบลบ้านกลาง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,123.444,ลำพูน,1051,2565,เทศบาลตำบลบ้านแป้น,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,62.52,ลำพูน,1052,2565,เทศบาลตำบลประตูป่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,429.36,ลำพูน,1053,2565,เทศบาลตำบลป่าสัก,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,900,ลำพูน,1054,2565,เทศบาลตำบลมะเขือแจ้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,84.98,ลำพูน,1055,2565,เทศบาลตำบลริมปิง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,132,ลำพูน,1056,2565,เทศบาลตำบลเวียงยอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,114.93,ลำพูน,1057,2565,เทศบาลตำบลศรีบัวบาน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,48.532,ลำพูน,1058,2565,เทศบาลตำบลหนองช้างคืน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,489.355,ลำพูน,1059,2565,เทศบาลตำบลเหมืองง่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,81.1,ลำพูน,1060,2565,เทศบาลตำบลเหมืองจี้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,253.87,ลำพูน,1061,2565,เทศบาลตำบลอุโมงค์,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,67.431,ลำพูน,1062,2565,อบต.หนองหนาม,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,56.002,ลำพูน,1063,2565,เทศบาลตำบลทากาศ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,21.2,ลำพูน,1064,2565,เทศบาลตำบลทากาศเหนือ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,4.2,ลำพูน,1065,2565,เทศบาลตำบลทาขุมเงิน,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,113.434,ลำพูน,1066,2565,เทศบาลตำบลทาทุ่งหลวง,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,32.015,ลำพูน,1067,2565,เทศบาลตำบลทาปลาดุก,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,117,ลำพูน,1068,2565,เทศบาลตำบลทาสบชัย,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,52.765,ลำพูน,1069,2565,เทศบาลตำบลทาสบเส้า,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,85.279,ลำพูน,1070,2565,อบต.ทาแม่ลอบ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,73.654,ลำพูน,1071,2565,เทศบาลตำบลก้อ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,94.095,ลำพูน,1072,2565,เทศบาลตำบลดงดำ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,285.039,ลำพูน,1073,2565,เทศบาลตำบลป่าไผ่,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,106.886,ลำพูน,1074,2565,เทศบาลตำบลแม่ตืน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,22.26,ลำพูน,1075,2565,เทศบาลตำบลลี้,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,111.39,ลำพูน,1076,2565,เทศบาลตำบลวังดิน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,56,ลำพูน,1077,2565,เทศบาลตำบลศรีวิชัย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,391.8,ลำพูน,1078,2565,อบต.นาทราย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,4,ลำพูน,1079,2565,อบต.แม่ลาน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,29.5,ลำพูน,1080,2565,อบต.เวียงแก้ว,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,238.068,ลำพูน,1081,2565,เทศบาลตำบลวังผาง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,93,ลำพูน,1082,2565,เทศบาลตำบลหนองยวง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
4,170.84,ลำพูน,1083,2565,เทศบาลตำบลหนองล่อง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,14,ลำพูน,1084,2565,เทศบาลตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,220.771,ลำพูน,1085,2565,อบต.ตะเคียนปม,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,5,ลำพูน,1086,2565,อบต.ทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,1.335,ลำพูน,1087,2565,อบต.บ้านปวง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,212.865,ลำพูน,1088,2565,เทศบาลตำบลบ้านธิ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,257.166,ลำพูน,1089,2565,อบต.ห้วยยาบ,บ้านธิ,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,115.89,ลำพูน,1090,2565,เทศบาลตำบลบ้านโฮ่ง,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,49.43,ลำพูน,1091,2565,เทศบาลตำบลศรีเตี้ย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,2.5,ลำพูน,1092,2565,อบต.ป่าพลู,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,3.3,ลำพูน,1093,2565,อบต.เวียงกานต์,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,108.572,ลำพูน,1094,2565,อบต.หนองปลาสะวาย,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,81.76,ลำพูน,1095,2565,อบต.เหล่ายาว,บ้านโฮ่ง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,266.272,ลำพูน,1096,2565,เทศบาลตำบลป่าซาง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,115.21,ลำพูน,1097,2565,เทศบาลตำบลม่วงน้อย,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,164.329,ลำพูน,1098,2565,เทศบาลตำบลมะกอก,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,192.69,ลำพูน,1099,2565,เทศบาลตำบลแม่แรง,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,122.401,ลำพูน,1100,2565,อบต.ท่าตุ้ม,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,267.126,ลำพูน,1101,2565,อบต.นครเจดีย์,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,293.149,ลำพูน,1102,2565,อบต.น้ำดิบ,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,123.033,ลำพูน,1103,2565,อบต.บ้านเรือน,ป่าซาง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,505.29,ลำพูน,1104,2565,เทศบาลเมืองลำพูน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,432.435,ลำพูน,1105,2565,เทศบาลตำบลต้นธง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,39.01,ลำพูน,1106,2565,เทศบาลตำบลท่าเชียงทอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,666.15,ลำพูน,1107,2565,เทศบาลตำบลบ้านกลาง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,128.8,ลำพูน,1108,2565,เทศบาลตำบลบ้านแป้น,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,64.05,ลำพูน,1109,2565,เทศบาลตำบลประตูป่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,466.26,ลำพูน,1110,2565,เทศบาลตำบลป่าสัก,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,900,ลำพูน,1111,2565,เทศบาลตำบลมะเขือแจ้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,87.81,ลำพูน,1112,2565,เทศบาลตำบลริมปิง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,159,ลำพูน,1113,2565,เทศบาลตำบลเวียงยอง,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,132.39,ลำพูน,1114,2565,เทศบาลตำบลศรีบัวบาน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,48.25,ลำพูน,1115,2565,เทศบาลตำบลหนองช้างคืน,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,506.394,ลำพูน,1116,2565,เทศบาลตำบลเหมืองง่า,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,81.02,ลำพูน,1117,2565,เทศบาลตำบลเหมืองจี้,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,252.82,ลำพูน,1118,2565,เทศบาลตำบลอุโมงค์,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,34.74,ลำพูน,1119,2565,อบต.หนองหนาม,เมืองลำพูน,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,56.002,ลำพูน,1120,2565,เทศบาลตำบลทากาศ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,22.22,ลำพูน,1121,2565,เทศบาลตำบลทากาศเหนือ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,4.2,ลำพูน,1122,2565,เทศบาลตำบลทาขุมเงิน,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,117.215,ลำพูน,1123,2565,เทศบาลตำบลทาทุ่งหลวง,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,32,ลำพูน,1124,2565,เทศบาลตำบลทาปลาดุก,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,117,ลำพูน,1125,2565,เทศบาลตำบลทาสบชัย,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,57.3,ลำพูน,1126,2565,เทศบาลตำบลทาสบเส้า,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,85.279,ลำพูน,1127,2565,อบต.ทาแม่ลอบ,แม่ทา,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,76.109,ลำพูน,1128,2565,เทศบาลตำบลก้อ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,97.232,ลำพูน,1129,2565,เทศบาลตำบลดงดำ,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,294.54,ลำพูน,1130,2565,เทศบาลตำบลป่าไผ่,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,110.449,ลำพูน,1131,2565,เทศบาลตำบลแม่ตืน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,23.181,ลำพูน,1132,2565,เทศบาลตำบลลี้,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,107.31,ลำพูน,1133,2565,เทศบาลตำบลวังดิน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,58.95,ลำพูน,1134,2565,เทศบาลตำบลศรีวิชัย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,351.4,ลำพูน,1135,2565,อบต.นาทราย,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,4,ลำพูน,1136,2565,อบต.แม่ลาน,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,29.5,ลำพูน,1137,2565,อบต.เวียงแก้ว,ลี้,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,242.525,ลำพูน,1138,2565,เทศบาลตำบลวังผาง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,93,ลำพูน,1139,2565,เทศบาลตำบลหนองยวง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
5,176.534,ลำพูน,1140,2565,เทศบาลตำบลหนองล่อง,เวียงหนองล่อง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
6,13,ลำพูน,1141,2565,เทศบาลตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ปริมาณขยะมูลฝอยชุมชนที่เกิดขึ้น,2565,ตัน
