ประเภทโรงงาน,จำนวน,_id,ปี,ชื่อโรงงาน,ทะเบียนโรงงาน,อำเภอ,รายการ,หน่วย
โรงงานที่มีการใช้หม้อน้ำ ,1,87,2568,บริษัท ทรอปิคคอลพรีเมียร์ฟูดส์ จำกัด,00510000125334 [ศ3-8(1)-1/33ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,88,2568,บริษัท ไทยอกริฟู้ดส์ จำกัด (มหาชน),00510100125358 [ศ3-8(1)-1/35ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,89,2568,บริษัท ซีพีแรม จำกัด,10510000125597 [3-6(2)-1/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,90,2568,บริษัท 168 จำกัด,10510296425628 [3-2(1)-26/62ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานหลอมเหล็กหรือโลหะ,1,91,2568,บริษัท ก.ทวีทรัพย์ อุตสาหกรรม จำกัด,10510013725474 [3-105-137/47ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานหลอมเหล็กหรือโลหะ,1,92,2568,บริษัท สยามมิตซุย คาสติ้ง จำกัด,20510011925504 [จ3-105-119/50ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานหลอมเหล็กหรือโลหะ,1,93,2568,ห้างหุ้นส่วนจำกัด รี-ยูส,10510003925480 [3-105-39/48ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,94,2568,บริษัท เอสซีจี รูฟฟิ่ง จำกัด,10510010325567 [3-58(1)-103/56ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,95,2568,บริษัท เอสซีจี รูฟฟิ่ง จำกัด,10510100125463 [3-58(1)-1/46ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,96,2568,บริษัท เอสซีจีแลนด์สเคป จำกัด,20510000425367 [จ3-58(1)-4/36ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,97,2568,	บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด ,20510011525551 [จ3-58(1)-115/55ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,98,2568,บริษัท พี พี เอส คอนกรีต จำกัด,20510020725580 [จ3-58(1)-207/58ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,99,2568,บริษัท แอลเคโปรดักส์ จำกัด,20510027525595 [จ3-58(1)-275/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,100,2568,บริษัท ร่มโพธิ์โปรดักส์ จำกัด,20510000925333 [จ3-58(1)-9/33ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,101,2568,"บริษัท นครหลวงคอนกรีต จำกัด 
หน่วยผลิตคอนกรีตลำพูน 2)",20510100325368 [จ3-58(1)-3/36ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,102,2568,"บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด 
(โรงงานคอนกรีตผสมเสร็จ ลำพูน 2)",20510016625554 [จ3-58(1)-166/55ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,103,2568,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),20510300125469 [จ3-58(1)-1/46ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,104,2568,บริษัท ลำพูนพัฒนา จำกัด,20510023825577 [จ3-58(1)-238/57ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,105,2568,บริษัท ลำพูนพัฒนา จำกัด,20510000425375 [จ3-58(1)-4/37ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,106,2568,บริษัท ลำพูน คอนกรีต จำกัด,20510000825509 [จ3-58(1)-8/50ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,107,2568,บริษัท ปูนซีเมนต์ไทย (ลำปาง) จำกัด,20510000925358 {จ3-58(1)-9/35ลพ},เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,108,2568,บริษัท แอล.พี.ซี.อินดัสเทรียล จำกัด ,10510000125282 {จ3-58(1)-1/28ลพ},เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,109,2568,ติรวัฒนา ,10510200125322 [3-58(1)-1/32ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,110,2568,บริษัท พี-มิกซ์ โปรดักส์ จำกัด ,20510364525646 [จ3-58(1)-143/64ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,111,2568,ห้างหุ้นส่วนจำกัด ธนะชัย แอสโซซิเอท ,20510025025580 [จ3-58(1)-250/58ลพ] ,เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,112,2568,บริษัท เชียงใหม่ มีโชค จำกัด,20510000125561 [จ3-50(4)-1/56ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,113,2568,บริษัท เชียงใหม่ทวีผล คอนสตรัคชั่น จำกัด,20510002425563 [จ3-50(4)-24/56ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,114,2568,บริษัท พีซีเอ็น คอร์ป จำกัด (มหาชน),20510000625511 [จ3-50(4)-6/51ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,115,2568,บริษัท ล้านนาซีวิลเอ็นจิเนียริ่ง จำกัด,20510002325573 [จ3-50(4)-23/57ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,116,2568,ห้างหุ้นส่วนจำกัด เชียงใหม่สำราญการโยธา,20510005425602 [จ3-50(4)-54/60ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,117,2568,บริษัท ลิขิตทรานสปอร์ต จำกัด,20510007925625 [จ3-50(4)-57/62ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,118,2568,บริษัท ไพโอเนีย ไฮ-เบรด (ไทยแลนด์) จำกัด ,10510002325526 [3-2(1)-23/52ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,119,2568,บริษัท ไพโอเนีย ไฮ-เบรด (ไทยแลนด์) จำกัด ,20510001925597 [จ3-2(1)-19/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,120,2568,บริษัท เฮง บิลเลี่ยน กรุ๊ป จำกัด ,10510002625552 (3-2(1)-26/55ลพ),เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,121,2568,บริษัท เอราวัณบรรจุภัณฑ์ จำกัด,20510001025539 (จ3-39-10/53ลพ) ,เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,122,2568,ห้างหุ้นส่วนจำกัด ลำพูน ดี เอส ฟู๊ด, 20510001525496(จ3-2(1)-15/49ลพ),เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,123,2568,บริษัท นานาฟรุ้ต จำกัด,20510000925655 [จ3-8(1)-1/65ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,124,2568,บริษัท ฟูหวัง จำกัด,10510001525613 [3-2(1)-15/61ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,125,2568,บริษัท เอส แอนด์ เจ โปรดักท์ จำกัด,20510000425409 [จ3-2(1)-4/40ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,126,2568,บริษัท ชิตา ออร์แกนิค ฟู้ด จำกัด,10510000425609 [3-13(2)-4/60ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,127,2568,บริษัท 168 จำกัด,20510000225403 [จ3-2(1)-2/40ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,128,2568,บริษัท หลานหยวน จำกัด,20510003525619 [จ3-2(1)-35/61ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,129,2568,บริษัท คิงส์ฟู้ด เอ็นเทอไพรซ จำกัด,10510000125324 [3-2(1)-1/32ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,130,2568,บริษัท ผลิตภัณฑ์และวัตถุก่อสร้าง จำกัด ,20510017725551 [จ3-58(1)-177/55ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,131,2568,บริษัท อุดมศักดิ์เชียงใหม่ จำกัด,20510276925645 [จ3-50(4)-28/64ลพ],ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,132,2568,บริษัท 556 จำกัด ,20510006025567(จ3-2(1)-60/56ลพ),ป่าซาง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,133,2568,บริษัท เจ้าวัฒนพงศ์ จำกัด ,20510000225536 [จ3-2(1)-2/53ลพ]	,บ้านโฮ่ง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,134,2568,บริษัท เคลลี่ เกษตรภัณฑ์ จำกัด,20510000125439 [จ3-2(1)-1/43ลพ],บ้านโฮ่ง,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,135,2568,บริษัท เค.วาย.พี.ธุรกิจเกษตร จำกัด,20510002025488 [จ3-2(1)-20/48ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,136,2568,บริษัท เฉียน ซิง จำกัด,20510000425466 [จ3-2(1)-4/46ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,137,2568,บริษัท เฉียน ซิง จำกัด,20510001725609 [จ3-2(1)-17/60ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,138,2568,บริษัท ไทย โทน อินเตอร์แนลชั่นนอล เทรด จำกัด,20510001625510 [จ3-2(1)-16/51ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,139,2568,ห้างหุ้นส่วนจำกัด ทองคอนส์ซัพพลาย ,20510011925587 [จ3-58(1)-119/58ลพ],ลี้,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,140,2568,บริษัท คอนกรีต 881 จำกัด,20510066825641 [จ3-58(1)-12/64ลพ],บ้านธิ,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานแอสฟัสติก ,1,141,2568,บริษัท ภาคเหนือวัสดุก่อสร้าง จำกัด,20510100225618 [จ3-50(4)-2/61ลพ],บ้านธิ,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
อื่นๆ,1,142,2568,บริษัท ฟีเตอร์ อินเตอร์ โปรดักส์ จำกัด,10510000125407	 [3-15(2)-1/40ลพ],แม่ทา,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,143,2567,บริษัท โกลคอนด้า เอเชีย จำกัด,20510100725591 [จ3-2(9)-7/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,144,2567,บริษัท เบทาโกร จำกัด (มหาชน),10510001625504 [3-15(1)-16/50ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,145,2567,บริษัท สหโคเจน กรีน จำกัด ,10510001125539 [3-34(4)-11/53ลพ	],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,146,2567,บริษัท แบมบูพลายวู้ดลำพูน จำกัด,10510100125224 [	3-34(3)-1/22ลพ	],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,147,2567,บริษัท เอ็ม เอส พี อินเตอร์ฟู้ดส์ จำกัด,20510001925472 [จ3-4(1)-19/47ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,148,2567,บริษัท เอ็ม เอส พี อินเตอร์ฟู้ดส์ จำกัด,20510002725608 [จ3-4(1)-27/60ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,149,2567,บริษัท เอ็ม เอส พี อินเตอร์ฟู้ดส์ จำกัด (โรงฆ่าไก่),20510001725633 [จ3-4(1)-1/63ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,150,2567,บริษัท บีโปรดักส์ อินดัสตรี้ จำกัด,20510000225478 [จ3-5(3)-2/47ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,151,2567,บริษัท เบทาโกรเกษตรอุตสาหกรรม จำกัด (โรงแปรรูปสุกร),20510093725632 [จ3-4(1)-8/63ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,152,2567,บริษัท กสิสุรีย์ จำกัด,00510000125359 [ศ3-7(1)-1/35ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,153,2567,บริษัท ต้าปัง จำกัด,20510002325599 [จ3-2(1)-23/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,154,2567,บริษัท กนกฟรุต จำกัด,20510002125486 [จ3-2(1)-21/48ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,155,2567,บริษัท ซี.เค.คาร์ตัน จำกัด,10510000225462 [3-39-2/46ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,156,2567,บริษัท ฮองดา จำกัด,20510000725402 [จ3-2(1)-7/40ลพ ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,157,2567,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน),10510000125217 [3-15(2)-1/21ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,158,2567,บริษัท ทรอปิคคอลพรีเมียร์ฟูดส์ จำกัด,00510000125334 [ศ3-8(1)-1/33ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,159,2567,บริษัท ไทยอกริฟู้ดส์ จำกัด (มหาชน),00510100125358 [ศ3-8(1)-1/35ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,160,2567,บริษัท ซีพีแรม จำกัด,10510000125597 [3-6(2)-1/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานที่มีการใช้หม้อน้ำ ,1,161,2567,บริษัท 168 จำกัด,10510296425628 [3-2(1)-26/62ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานหลอมเหล็กหรือโลหะ,1,162,2567,บริษัท ก.ทวีทรัพย์ อุตสาหกรรม จำกัด,10510013725474 [3-105-137/47ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานหลอมเหล็กหรือโลหะ,1,163,2567,บริษัท สยามมิตซุย คาสติ้ง จำกัด,20510011925504 [จ3-105-119/50ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานหลอมเหล็กหรือโลหะ,1,164,2567,ห้างหุ้นส่วนจำกัด รี-ยูส,10510003925480 [3-105-39/48ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,165,2567,บริษัท เอสซีจี รูฟฟิ่ง จำกัด,10510010325567 [3-58(1)-103/56ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,166,2567,บริษัท เอสซีจี รูฟฟิ่ง จำกัด,10510100125463 [3-58(1)-1/46ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,167,2567,บริษัท เอสซีจีแลนด์สเคป จำกัด,20510000425367 [จ3-58(1)-4/36ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,168,2567,	บริษัท ปูนซิเมนต์ไทย (ลำปาง) จำกัด ,20510011525551 [จ3-58(1)-115/55ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,169,2567,บริษัท พี พี เอส คอนกรีต จำกัด,20510020725580 [จ3-58(1)-207/58ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,170,2567,บริษัท แอลเคโปรดักส์ จำกัด,20510027525595 [จ3-58(1)-275/59ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,171,2567,บริษัท ร่มโพธิ์โปรดักส์ จำกัด,20510000925333 [จ3-58(1)-9/33ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
โรงงานคอนกรีตผสมเสร็จ ,1,172,2567,"บริษัท นครหลวงคอนกรีต จำกัด 
หน่วยผลิตคอนกรีตลำพูน 2)",20510100325368 [จ3-58(1)-3/36ลพ],เมืองลำพูน,โรงงานที่มีความเสี่ยงเกิดปัญหาฝุ่นละอองขนาดเล็ก (PM2.5) จังหวัดลำพูน,แห่ง
