จำนวน,ที่มา,_id,ปี,อำเภอ,พืช,หน่วย
207.00,สำนักงานเกษตรจังหวัดอ่างทอง,246,2564,เมืองอ่างทอง,มะพร้าว,ไร่
304.50,สำนักงานเกษตรจังหวัดอ่างทอง,247,2564,ไชโย,มะพร้าว,ไร่
345.00,สำนักงานเกษตรจังหวัดอ่างทอง,248,2564,ป่าโมก,มะพร้าว,ไร่
145.00,สำนักงานเกษตรจังหวัดอ่างทอง,249,2564,โพธิ์ทอง,มะพร้าว,ไร่
143.00,สำนักงานเกษตรจังหวัดอ่างทอง,250,2564,แสวงหา,มะพร้าว,ไร่
295.25,สำนักงานเกษตรจังหวัดอ่างทอง,251,2564,วิเศษชัยชาญ,มะพร้าว,ไร่
128.25,สำนักงานเกษตรจังหวัดอ่างทอง,252,2564,สามโก้,มะพร้าว,ไร่
195.00,สำนักงานเกษตรจังหวัดอ่างทอง,253,2564,เมืองอ่างทอง,มะนาว,ไร่
94.00,สำนักงานเกษตรจังหวัดอ่างทอง,254,2564,ไชโย,มะนาว,ไร่
60.00,สำนักงานเกษตรจังหวัดอ่างทอง,255,2564,ป่าโมก,มะนาว,ไร่
385.50,สำนักงานเกษตรจังหวัดอ่างทอง,256,2564,โพธิ์ทอง,มะนาว,ไร่
514.00,สำนักงานเกษตรจังหวัดอ่างทอง,257,2564,แสวงหา,มะนาว,ไร่
383.00,สำนักงานเกษตรจังหวัดอ่างทอง,258,2564,วิเศษชัยชาญ,มะนาว,ไร่
133.50,สำนักงานเกษตรจังหวัดอ่างทอง,259,2564,สามโก้,มะนาว,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,260,2564,เมืองอ่างทอง,อ้อยโรงงาน,ไร่
180.00,สำนักงานเกษตรจังหวัดอ่างทอง,261,2564,ไชโย,อ้อยโรงงาน,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,262,2564,ป่าโมก,อ้อยโรงงาน,ไร่
"1,952.00",สำนักงานเกษตรจังหวัดอ่างทอง,263,2564,โพธิ์ทอง,อ้อยโรงงาน,ไร่
"11,960.00",สำนักงานเกษตรจังหวัดอ่างทอง,264,2564,แสวงหา,อ้อยโรงงาน,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,265,2564,วิเศษชัยชาญ,อ้อยโรงงาน,ไร่
468.00,สำนักงานเกษตรจังหวัดอ่างทอง,266,2564,สามโก้,อ้อยโรงงาน,ไร่
215.00,สำนักงานเกษตรจังหวัดอ่างทอง,267,2564,เมืองอ่างทอง,ข่า,ไร่
2.50,สำนักงานเกษตรจังหวัดอ่างทอง,268,2564,ไชโย,ข่า,ไร่
44.00,สำนักงานเกษตรจังหวัดอ่างทอง,269,2564,ป่าโมก,ข่า,ไร่
"2,588.00",สำนักงานเกษตรจังหวัดอ่างทอง,270,2564,โพธิ์ทอง,ข่า,ไร่
613.50,สำนักงานเกษตรจังหวัดอ่างทอง,271,2564,แสวงหา,ข่า,ไร่
31.00,สำนักงานเกษตรจังหวัดอ่างทอง,272,2564,วิเศษชัยชาญ,ข่า,ไร่
67.75,สำนักงานเกษตรจังหวัดอ่างทอง,273,2564,สามโก้,ข่า,ไร่
63.50,สำนักงานเกษตรจังหวัดอ่างทอง,274,2564,เมืองอ่างทอง,ชะอม,ไร่
25.50,สำนักงานเกษตรจังหวัดอ่างทอง,275,2564,ไชโย,ชะอม,ไร่
36.00,สำนักงานเกษตรจังหวัดอ่างทอง,276,2564,ป่าโมก,ชะอม,ไร่
"1,235.00",สำนักงานเกษตรจังหวัดอ่างทอง,277,2564,โพธิ์ทอง,ชะอม,ไร่
98.00,สำนักงานเกษตรจังหวัดอ่างทอง,278,2564,แสวงหา,ชะอม,ไร่
233.25,สำนักงานเกษตรจังหวัดอ่างทอง,279,2564,วิเศษชัยชาญ,ชะอม,ไร่
16.00,สำนักงานเกษตรจังหวัดอ่างทอง,280,2564,สามโก้,ชะอม,ไร่
150.75,สำนักงานเกษตรจังหวัดอ่างทอง,281,2564,เมืองอ่างทอง,มะกรูด,ไร่
59.00,สำนักงานเกษตรจังหวัดอ่างทอง,282,2564,ไชโย,มะกรูด,ไร่
78.00,สำนักงานเกษตรจังหวัดอ่างทอง,283,2564,ป่าโมก,มะกรูด,ไร่
528.00,สำนักงานเกษตรจังหวัดอ่างทอง,284,2564,โพธิ์ทอง,มะกรูด,ไร่
136.00,สำนักงานเกษตรจังหวัดอ่างทอง,285,2564,แสวงหา,มะกรูด,ไร่
193.50,สำนักงานเกษตรจังหวัดอ่างทอง,286,2564,วิเศษชัยชาญ,มะกรูด,ไร่
24.50,สำนักงานเกษตรจังหวัดอ่างทอง,287,2564,สามโก้,มะกรูด,ไร่
141.00,สำนักงานเกษตรจังหวัดอ่างทอง,288,2564,เมืองอ่างทอง,ตะไคร้,ไร่
22.25,สำนักงานเกษตรจังหวัดอ่างทอง,289,2564,ไชโย,ตะไคร้,ไร่
70.00,สำนักงานเกษตรจังหวัดอ่างทอง,290,2564,ป่าโมก,ตะไคร้,ไร่
"1,186.00",สำนักงานเกษตรจังหวัดอ่างทอง,291,2564,โพธิ์ทอง,ตะไคร้,ไร่
303.25,สำนักงานเกษตรจังหวัดอ่างทอง,292,2564,แสวงหา,ตะไคร้,ไร่
46.25,สำนักงานเกษตรจังหวัดอ่างทอง,293,2564,วิเศษชัยชาญ,ตะไคร้,ไร่
16.50,สำนักงานเกษตรจังหวัดอ่างทอง,294,2564,สามโก้,ตะไคร้,ไร่
51.00,สำนักงานเกษตรจังหวัดอ่างทอง,295,2564,เมืองอ่างทอง,กะเพรา,ไร่
10.00,สำนักงานเกษตรจังหวัดอ่างทอง,296,2564,ไชโย,กะเพรา,ไร่
55.00,สำนักงานเกษตรจังหวัดอ่างทอง,297,2564,ป่าโมก,กะเพรา,ไร่
64.00,สำนักงานเกษตรจังหวัดอ่างทอง,298,2564,โพธิ์ทอง,กะเพรา,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,299,2564,แสวงหา,กะเพรา,ไร่
116.50,สำนักงานเกษตรจังหวัดอ่างทอง,300,2564,วิเศษชัยชาญ,กะเพรา,ไร่
23.50,สำนักงานเกษตรจังหวัดอ่างทอง,301,2564,สามโก้,กะเพรา,ไร่
253.00,สำนักงานเกษตรจังหวัดอ่างทอง,302,2564,เมืองอ่างทอง,กล้วยหอม,ไร่
32.50,สำนักงานเกษตรจังหวัดอ่างทอง,303,2564,ไชโย,กล้วยหอม,ไร่
82.00,สำนักงานเกษตรจังหวัดอ่างทอง,304,2564,ป่าโมก,กล้วยหอม,ไร่
207.75,สำนักงานเกษตรจังหวัดอ่างทอง,305,2564,โพธิ์ทอง,กล้วยหอม,ไร่
105.00,สำนักงานเกษตรจังหวัดอ่างทอง,306,2564,แสวงหา,กล้วยหอม,ไร่
91.50,สำนักงานเกษตรจังหวัดอ่างทอง,307,2564,วิเศษชัยชาญ,กล้วยหอม,ไร่
7.50,สำนักงานเกษตรจังหวัดอ่างทอง,308,2564,สามโก้,กล้วยหอม,ไร่
"1,383.00",สำนักงานเกษตรจังหวัดอ่างทอง,309,2565,เมืองอ่างทอง,มะม่วง,ไร่
643.00,สำนักงานเกษตรจังหวัดอ่างทอง,310,2565,ไชโย,มะม่วง,ไร่
"1,222.00",สำนักงานเกษตรจังหวัดอ่างทอง,311,2565,ป่าโมก,มะม่วง,ไร่
"6,988.00",สำนักงานเกษตรจังหวัดอ่างทอง,312,2565,โพธิ์ทอง,มะม่วง,ไร่
"2,869.00",สำนักงานเกษตรจังหวัดอ่างทอง,313,2565,แสวงหา,มะม่วง,ไร่
"5,067.50",สำนักงานเกษตรจังหวัดอ่างทอง,314,2565,วิเศษชัยชาญ,มะม่วง,ไร่
"4,727.00",สำนักงานเกษตรจังหวัดอ่างทอง,315,2565,สามโก้,มะม่วง,ไร่
"3,582.00",สำนักงานเกษตรจังหวัดอ่างทอง,316,2565,เมืองอ่างทอง,กล้วยน้ำว้า,ไร่
"1,870.50",สำนักงานเกษตรจังหวัดอ่างทอง,317,2565,ไชโย,กล้วยน้ำว้า,ไร่
"2,135.00",สำนักงานเกษตรจังหวัดอ่างทอง,318,2565,ป่าโมก,กล้วยน้ำว้า,ไร่
"5,799.25",สำนักงานเกษตรจังหวัดอ่างทอง,319,2565,โพธิ์ทอง,กล้วยน้ำว้า,ไร่
"1,561.00",สำนักงานเกษตรจังหวัดอ่างทอง,320,2565,แสวงหา,กล้วยน้ำว้า,ไร่
"1,936.25",สำนักงานเกษตรจังหวัดอ่างทอง,321,2565,วิเศษชัยชาญ,กล้วยน้ำว้า,ไร่
166.75,สำนักงานเกษตรจังหวัดอ่างทอง,322,2565,สามโก้,กล้วยน้ำว้า,ไร่
300.00,สำนักงานเกษตรจังหวัดอ่างทอง,323,2565,เมืองอ่างทอง,มะพร้าว,ไร่
209.50,สำนักงานเกษตรจังหวัดอ่างทอง,324,2565,ไชโย,มะพร้าว,ไร่
329.00,สำนักงานเกษตรจังหวัดอ่างทอง,325,2565,ป่าโมก,มะพร้าว,ไร่
413.00,สำนักงานเกษตรจังหวัดอ่างทอง,326,2565,โพธิ์ทอง,มะพร้าว,ไร่
181.00,สำนักงานเกษตรจังหวัดอ่างทอง,327,2565,แสวงหา,มะพร้าว,ไร่
280.25,สำนักงานเกษตรจังหวัดอ่างทอง,328,2565,วิเศษชัยชาญ,มะพร้าว,ไร่
128.25,สำนักงานเกษตรจังหวัดอ่างทอง,329,2565,สามโก้,มะพร้าว,ไร่
135.00,สำนักงานเกษตรจังหวัดอ่างทอง,330,2565,เมืองอ่างทอง,มะนาว,ไร่
94.50,สำนักงานเกษตรจังหวัดอ่างทอง,331,2565,ไชโย,มะนาว,ไร่
87.00,สำนักงานเกษตรจังหวัดอ่างทอง,332,2565,ป่าโมก,มะนาว,ไร่
"1,137.50",สำนักงานเกษตรจังหวัดอ่างทอง,333,2565,โพธิ์ทอง,มะนาว,ไร่
"1,009.00",สำนักงานเกษตรจังหวัดอ่างทอง,334,2565,แสวงหา,มะนาว,ไร่
377.50,สำนักงานเกษตรจังหวัดอ่างทอง,335,2565,วิเศษชัยชาญ,มะนาว,ไร่
133.50,สำนักงานเกษตรจังหวัดอ่างทอง,336,2565,สามโก้,มะนาว,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,337,2565,เมืองอ่างทอง,อ้อยโรงงาน,ไร่
296.00,สำนักงานเกษตรจังหวัดอ่างทอง,338,2565,ไชโย,อ้อยโรงงาน,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,339,2565,ป่าโมก,อ้อยโรงงาน,ไร่
"1,874.00",สำนักงานเกษตรจังหวัดอ่างทอง,340,2565,โพธิ์ทอง,อ้อยโรงงาน,ไร่
"11,079.00",สำนักงานเกษตรจังหวัดอ่างทอง,341,2565,แสวงหา,อ้อยโรงงาน,ไร่
0.00,สำนักงานเกษตรจังหวัดอ่างทอง,342,2565,วิเศษชัยชาญ,อ้อยโรงงาน,ไร่
468.00,สำนักงานเกษตรจังหวัดอ่างทอง,343,2565,สามโก้,อ้อยโรงงาน,ไร่
232.00,สำนักงานเกษตรจังหวัดอ่างทอง,344,2565,เมืองอ่างทอง,ข่า,ไร่
4.50,สำนักงานเกษตรจังหวัดอ่างทอง,345,2565,ไชโย,ข่า,ไร่
40.00,สำนักงานเกษตรจังหวัดอ่างทอง,346,2565,ป่าโมก,ข่า,ไร่
"2,080.50",สำนักงานเกษตรจังหวัดอ่างทอง,347,2565,โพธิ์ทอง,ข่า,ไร่
575.00,สำนักงานเกษตรจังหวัดอ่างทอง,348,2565,แสวงหา,ข่า,ไร่
32.00,สำนักงานเกษตรจังหวัดอ่างทอง,349,2565,วิเศษชัยชาญ,ข่า,ไร่
57.00,สำนักงานเกษตรจังหวัดอ่างทอง,350,2565,สามโก้,ข่า,ไร่
87.50,สำนักงานเกษตรจังหวัดอ่างทอง,351,2565,เมืองอ่างทอง,ชะอม,ไร่
28.50,สำนักงานเกษตรจังหวัดอ่างทอง,352,2565,ไชโย,ชะอม,ไร่
90.00,สำนักงานเกษตรจังหวัดอ่างทอง,353,2565,ป่าโมก,ชะอม,ไร่
"1,542.50",สำนักงานเกษตรจังหวัดอ่างทอง,354,2565,โพธิ์ทอง,ชะอม,ไร่
105.00,สำนักงานเกษตรจังหวัดอ่างทอง,355,2565,แสวงหา,ชะอม,ไร่
213.25,สำนักงานเกษตรจังหวัดอ่างทอง,356,2565,วิเศษชัยชาญ,ชะอม,ไร่
16.00,สำนักงานเกษตรจังหวัดอ่างทอง,357,2565,สามโก้,ชะอม,ไร่
115.75,สำนักงานเกษตรจังหวัดอ่างทอง,358,2565,เมืองอ่างทอง,มะกรูด,ไร่
64.50,สำนักงานเกษตรจังหวัดอ่างทอง,359,2565,ไชโย,มะกรูด,ไร่
121.00,สำนักงานเกษตรจังหวัดอ่างทอง,360,2565,ป่าโมก,มะกรูด,ไร่
"1,347.50",สำนักงานเกษตรจังหวัดอ่างทอง,361,2565,โพธิ์ทอง,มะกรูด,ไร่
189.00,สำนักงานเกษตรจังหวัดอ่างทอง,362,2565,แสวงหา,มะกรูด,ไร่
185.00,สำนักงานเกษตรจังหวัดอ่างทอง,363,2565,วิเศษชัยชาญ,มะกรูด,ไร่
31.50,สำนักงานเกษตรจังหวัดอ่างทอง,364,2565,สามโก้,มะกรูด,ไร่
172.00,สำนักงานเกษตรจังหวัดอ่างทอง,365,2565,เมืองอ่างทอง,ตะไคร้,ไร่
30.25,สำนักงานเกษตรจังหวัดอ่างทอง,366,2565,ไชโย,ตะไคร้,ไร่
99.50,สำนักงานเกษตรจังหวัดอ่างทอง,367,2565,ป่าโมก,ตะไคร้,ไร่
"1,449.50",สำนักงานเกษตรจังหวัดอ่างทอง,368,2565,โพธิ์ทอง,ตะไคร้,ไร่
167.00,สำนักงานเกษตรจังหวัดอ่างทอง,369,2565,แสวงหา,ตะไคร้,ไร่
40.75,สำนักงานเกษตรจังหวัดอ่างทอง,370,2565,วิเศษชัยชาญ,ตะไคร้,ไร่
14.50,สำนักงานเกษตรจังหวัดอ่างทอง,371,2565,สามโก้,ตะไคร้,ไร่
108.00,สำนักงานเกษตรจังหวัดอ่างทอง,372,2565,เมืองอ่างทอง,กะเพรา,ไร่
16.00,สำนักงานเกษตรจังหวัดอ่างทอง,373,2565,ไชโย,กะเพรา,ไร่
121.00,สำนักงานเกษตรจังหวัดอ่างทอง,374,2565,ป่าโมก,กะเพรา,ไร่
71.75,สำนักงานเกษตรจังหวัดอ่างทอง,375,2565,โพธิ์ทอง,กะเพรา,ไร่
1.00,สำนักงานเกษตรจังหวัดอ่างทอง,376,2565,แสวงหา,กะเพรา,ไร่
141.25,สำนักงานเกษตรจังหวัดอ่างทอง,377,2565,วิเศษชัยชาญ,กะเพรา,ไร่
23.50,สำนักงานเกษตรจังหวัดอ่างทอง,378,2565,สามโก้,กะเพรา,ไร่
202.00,สำนักงานเกษตรจังหวัดอ่างทอง,379,2565,เมืองอ่างทอง,กล้วยหอม,ไร่
20.00,สำนักงานเกษตรจังหวัดอ่างทอง,380,2565,ไชโย,กล้วยหอม,ไร่
129.00,สำนักงานเกษตรจังหวัดอ่างทอง,381,2565,ป่าโมก,กล้วยหอม,ไร่
858.00,สำนักงานเกษตรจังหวัดอ่างทอง,382,2565,โพธิ์ทอง,กล้วยหอม,ไร่
78.00,สำนักงานเกษตรจังหวัดอ่างทอง,383,2565,แสวงหา,กล้วยหอม,ไร่
88.50,สำนักงานเกษตรจังหวัดอ่างทอง,384,2565,วิเศษชัยชาญ,กล้วยหอม,ไร่
6.25,สำนักงานเกษตรจังหวัดอ่างทอง,385,2565,สามโก้,กล้วยหอม,ไร่
