จำนวน,_id,ปี,ไตรมาส,หน่วยวัด,อุตสาหกรรม
465,356,2567,1,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
"1,431",357,2567,1,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"12,153",358,2567,1,คน,การก่อสร้าง
"30,839",359,2567,1,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"2,315",360,2567,1,คน,การขนส่ง และสถานที่เก็บสินค้า
"11,132",361,2567,1,คน,ที่พักแรมและบริการด้านอาหาร
482,362,2567,1,คน,ข้อมูลข่าวสารและการสื่อสาร
"3,881",363,2567,1,คน,กิจกรรมทางการเงินและการประกันภัย
441,364,2567,1,คน,กิจกรรมอสังหาริมทรัพย์
"1,507",365,2567,1,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
550,366,2567,1,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"16,830",367,2567,1,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"8,029",368,2567,1,คน,การศึกษา
"5,831",369,2567,1,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
527,370,2567,1,คน,ศิลปะ ความบันเทิง และนันทนาการ
"3,930",371,2567,1,คน,กิจกรรมบริการด้านอื่น ๆ
347,372,2567,1,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,373,2567,1,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,374,2567,1,คน,ไม่ทราบ
"71,552",375,2567,2,คน,เกษตรกรรม การป่าไม้ และการประมง 
137,376,2567,2,คน,การทำเหมืองแร่ และเหมืองหิน
"10,095",377,2567,2,คน,การผลิต
341,378,2567,2,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
649,379,2567,2,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"14,055",380,2567,2,คน,การก่อสร้าง
"28,666",381,2567,2,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,006",382,2567,2,คน,การขนส่ง และสถานที่เก็บสินค้า
"11,231",383,2567,2,คน,ที่พักแรมและบริการด้านอาหาร
814,384,2567,2,คน,ข้อมูลข่าวสารและการสื่อสาร
"1,865",385,2567,2,คน,กิจกรรมทางการเงินและการประกันภัย
445,386,2567,2,คน,กิจกรรมอสังหาริมทรัพย์
"1,421",387,2567,2,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
"1,114",388,2567,2,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"16,161",389,2567,2,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"8,421",390,2567,2,คน,การศึกษา
"5,062",391,2567,2,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
519,392,2567,2,คน,ศิลปะ ความบันเทิง และนันทนาการ
"2,989",393,2567,2,คน,กิจกรรมบริการด้านอื่น ๆ
666,394,2567,2,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,395,2567,2,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,396,2567,2,คน,ไม่ทราบ
"89,361",397,2567,3,คน,เกษตรกรรม การป่าไม้ และการประมง 
365,398,2567,3,คน,การทำเหมืองแร่ และเหมืองหิน
"6,934",399,2567,3,คน,การผลิต
311,400,2567,3,คน,การไฟฟ้า ก๊าซ ไอน้ำ และระบบปรับอากาศ
468,401,2567,3,คน,การจัดหาน้ำ การจัดการ และการบำบัดน้ำเสีย ของเสียและสิ่งปฏิกูล
"10,481",402,2567,3,คน,การก่อสร้าง
"22,944",403,2567,3,คน,การขายส่งและการขายปลีก การซ่อมแซมยานยนต์ และจักรยานยนต์ 
"1,800",404,2567,3,คน,การขนส่ง และสถานที่เก็บสินค้า
"8,717",405,2567,3,คน,ที่พักแรมและบริการด้านอาหาร
118,406,2567,3,คน,ข้อมูลข่าวสารและการสื่อสาร
"2,098",407,2567,3,คน,กิจกรรมทางการเงินและการประกันภัย
212,408,2567,3,คน,กิจกรรมอสังหาริมทรัพย์
"1,354",409,2567,3,คน,กิจกรรมทางวิชาชีพ วิทยาศาสตร์ และเทคนิค
568,410,2567,3,คน,กิจกรรมการบริหาร และการบริการสนับสนุน
"15,240",411,2567,3,คน,การบริหาร การป้องกันประเทศ และการประกันสังคมภาคบังคับ
"7,860",412,2567,3,คน,การศึกษา
"5,853",413,2567,3,คน,กิจกรรมด้านสุขภาพและงานสังคมสงเคราะห์
876,414,2567,3,คน,ศิลปะ ความบันเทิง และนันทนาการ
"2,470",415,2567,3,คน,กิจกรรมบริการด้านอื่น ๆ
640,416,2567,3,คน,กิจกรรมจ้างงานในครัวเรือนส่วนบุคคลฯ
0,417,2567,3,คน,กิจกรรมขององค์กรระหว่างประเทศและภาคีสมาชิก
0,418,2567,3,คน,ไม่ทราบ
