_id,ปี,ชื่อโรงงาน,ประกอบกิจการ,อำเภอ,จังหวัด,ผู้ประกอบการ
140,2566,บริษัท บิน่า พูรี่ พาวเวอร์ (ไทยแลนด์) จำกัด,"ผลิตกระแสไฟฟ้าด้วยเชื้อเพลิงชีวมวล กำลังการผลิต 1 เมกะวัตต์
 ",ลอง,แพร่,บริษัท บิน่า พูรี่ พาวเวอร์ (ไทยแลนด์) จำกัด
141,2566,,บด สับ ย่อย เศษไม้,ลอง,แพร่,นายวัทธิกร ตันตระกูล
142,2566,ห้างหุ้นส่วนจำกัด เค.ที.ซี.กลาส,อัดเศษโลหะ อัดกระดาษ บดย่อยล้างพลาสติกและล้างขวด,ลอง,แพร่,ห้างหุ้นส่วนจำกัด เค.ที.ซี.กลาส
143,2566,,ร่อน คัดทราย,ลอง,แพร่,นายชิงชัย ธิน่าน
144,2566,ฤทธิพงศ์เฟอร์นิเจอร์,ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ ทำส่วนประกอบที่ทำด้วยไม้ของอาคาร เช่น วงกบประตู-หน้าต่าง บานประตู บานหน้าต่าง ไม้คิ้ว ไม้บัว ไม้ประดับผนัง และทำภาชนะบรรจุ หรือ เครื่องใช้จากไม้,ลอง,แพร่,นายฤทธิพงศ์ คำเขียว
145,2566,เมืองลองค้าไม้,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ และส่วนประกอบอาคารบ้านเรือน จากไม้,ลอง,แพร่,นายไพโรจน์ หอมจิตร์
146,2566,ห้างหุ้นส่วนจำกัด แพร่ปิโตรเลียม,โม่ บด ย่อยหิน,ลอง,แพร่,ห้างหุ้นส่วนจำกัด แพร่ปิโตรเลียม
147,2566,บริษัท ศักดาพร จำกัด,โม่ บดและย่อยหิน,ลอง,แพร่,บริษัท ศักดาพร จำกัด
148,2566,บริษัท ศักดาพร จำกัด,ผสมยางมะตอยผลิตแอสฟัลท์ติกคอนกรีต,ลอง,แพร่,บริษัท ศักดาพร จำกัด
149,2566,บริษัท ศักดาพร จำกัด,ผสมคอนกรีต ทำผลิตภัณฑ์คอนกรีต,ลอง,แพร่,บริษัท ศักดาพร จำกัด
150,2566,โรงงานน้ำแข็ง เอส.ที,ทำน้ำแข็งหลอด(กำลังการผลิต 70 ตัน/วัน),สูงเม่น,แพร่,นายสุเทน กระสาย
151,2566,,ทำส่วนประกอบอาคารเครื่องใช้ และเฟอร์นิเจอร์ จากไม้,สูงเม่น,แพร่,นางสมัย เวียงทอง
152,2566,ภาคินเฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ในบ้านเรือน เช่น โต๊ะ ตู้ เตียง เก้าอี้ วงกบ ประตู หน้าต่าง ไม้คิ้ว ไม้บัว ไม้ประดับฝาผนัง ไม้ปารืเก้ ไม้ฉลุ จั่ว ลูกกลึงและราวบันไดกลึง,สูงเม่น,แพร่,นางสาวอังศุมาลิน เข็มขัด
153,2566,โชคนิรันดร์,ล้าง แยก กรวด ทราย,สูงเม่น,แพร่,นายพีรณัฐ นิทัศนโยธิน
154,2566,,ผลิตน้ำแข็งหลอด,สูงเม่น,แพร่,นางสาวแคทรียา  กันจะนะ
155,2566,บริษัท ชอ ทีค จำกัด,เลื่อย ไส ซอย เซาะร่อง บริการลูกค้า,สูงเม่น,แพร่,บริษัท ชอ ทีค จำกัด
156,2566,แววตาค้าไม้,ทำส่วนประกอบของอาคาร เครื่องเรือน เครื่องใช้ในครัวเรือน,สูงเม่น,แพร่,นายสิทธิชัย เสนะสุทธิ
157,2566,โกลด์วู๊ดแลนด์,ทำเครื่องใช้ในครัวเรือน เฟอร์นิเจอร์เครื่องเรือน ตู้ เตียง และส่วนประกอบของอาคารจากไม้,สูงเม่น,แพร่,นายนาฏบดินทร์ ตรีภัควัตรโยธิน
158,2566,โรงงานไม้สัก เบ้น+นิว,ทำวงกบ บานประตู บานหน้าต่าง หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร เช่น ไม้คิ้ว ไม้บัว และเครื่องเรือน จากไม้,สูงเม่น,แพร่,นางนิตยา ธราวรรณ
159,2566,ห้างหุ้นส่วนจำกัด กฤษดาศุภิกาค้าไม้แปรรูป,ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานหน้าต่าง บานประตู หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,สูงเม่น,แพร่,ห้างหุ้นส่วนจำกัด กฤษดาศุภิกาค้าไม้แปรรูป
160,2566,,ทำส่วนประกอบของอาคารบ้านเรือน และสิ่งตกแต่งในอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นางสาวสาวิตรี โชคกลาง
161,2566,,ทำวงกบ ประตู-หน้าต่าง เครื่องเรือนและเครื่องตกแต่งภายในอาคารจากไม้,สูงเม่น,แพร่,นางทองศรี สีขาว
162,2566,สหกรณ์บริการผลิตภัณฑ์ไม้น้ำชำ-หัวฝาย จำกัด,ทำเครื่องเรือน เครื่องใช้ วงกบ บานประตู-หน้าต่าง,สูงเม่น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้น้ำชำ-หัวฝาย จำกัด
163,2566,อัจฉราค้าไม้,ทำบานประตู หน้าต่าง ส่วนประกอบอาคารจากไม้,สูงเม่น,แพร่,นายอลงกรณ์ กอบกำ
164,2566,สนองไม้ชิพ,ผลิตชิ้นไม้สับจากไม้ยางพารา และไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,สูงเม่น,แพร่,นางสาวสุภัสสรา  ทองหลวง
165,2566,วิสาหกิจชุมชนผลิตเชื้อเพลิงชีวมวลบ้านดอนแก้ว,ผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี,สูงเม่น,แพร่,วิสาหกิจชุมชนผลิตเชื้อเพลิงชีวมวลบ้านดอนแก้ว
166,2566,บริษัท เอสจีเอ็ม เพาเวอร์ เพลเลท จำกัด,เชื้อเพลิงแข็งอัดเม็ด จากเศษวัสดุ ไม้,สูงเม่น,แพร่,บริษัท เอสจีเอ็ม เพาเวอร์ เพลเลท จำกัด
167,2566,สนองไม้ชิพ,บด สับ และย่อยไม้ หรือ เศษไม้,สูงเม่น,แพร่,นางสาวชลดา เจนชัด
168,2566,ศรีนวลไม้ชิพ,บด สับ ย่อย เศษไม้และสิ่งปฏิกูลไม้,สูงเม่น,แพร่,นางศรีนวล เชื้อชาติ
169,2566,บริษัท ชยณัฐรุ่งเรือง จำกัด,บด สับ ย่อย เศษไม้ และสิ่งปฏิกูลไม้,สูงเม่น,แพร่,นายชยณัฐพงษ์ มีปัญญา
170,2566,,บด สับ และย่อยไม้,สูงเม่น,แพร่,นายบุญพบ ปัญนะราศรี
171,2566,นางถนอม พรมมิ่ง,ทำเครื่องใช้ในครัวเรือน เฟอร์นิเจอร์ เครื่องเรือน ตู้ เตียง และส่วนประกอบของอาคารจากไม้,สูงเม่น,แพร่,นางถนอม พรมมิ่ง
172,2566,ดอนแก้วเฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นางรสสุคนธ์ กาศเกษม
173,2566,,ทำเฟอร์นิเจอร์เครื่องเรือน และส่วนประกอบของอาคาร จากไม้,สูงเม่น,แพร่,นางสุนันทินี ปลาส่วน
174,2566,,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ และส่วนประกอบอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายสุภาพ งามดี
175,2566,,แปรรูปไม้โดยใช้เครื่องจักรเพื่อประดิษฐกรรม ทำเฟอร์นิเจอร์ เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายรณณชัย สกุลมงคลลาภ
176,2566,,ทำสิ่งประดิษฐ์ เครื่องเรือน เครื่องใช้ และส่วนประกอบอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายประดิษฐ์ กอบกอง
177,2566,,แปรรูปไม้โดยใช้เครื่องจักรเพื่อประดิษฐกรรม ทำส่วนประกอบของอาคารบ้านเรือนและเครื่องใช้ในครัวเรือน จากไม้,สูงเม่น,แพร่,นางเจียมจิตต์ จับจ่าย
178,2566,ภัทราณุวัฒน์,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นางสาวรวิวรรณ สำสี
179,2566,บริษัท ชอ ทีค จำกัด,แปรรูปไม้เพื่อทำเฟอร์นิเจอร์ เครื่องใช้และเครื่องใช้ในครัวเรือน จากไม้,สูงเม่น,แพร่,บริษัท ชอ ทีค จำกัด
180,2566,,ทำเครื่องเรือน เครื่องใช้ในครัวเรือน ภาชนะบรรจุ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายประพฤติ บุญมาก
181,2566,สหกรณ์บริการผลิตภัณฑ์ไม้น้ำชำ-หัวฝาย จำกัด,ทำเครื่องเรือน เฟอร์นิเจอร์ จากไม้ เช่น โต๊ะ เก้าอี้ ตู้ เตียง และอบไม้,สูงเม่น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้น้ำชำ-หัวฝาย จำกัด
182,2566,โรงงานน้ำแข็งเพชรน้ำ๑,ผลิตน้ำแข็งก้อนเล็กและน้ำดื่ม,สูงเม่น,แพร่,ห้างหุ้นส่วนจำกัด ปั้นน้ำเป็นเพชร
183,2566,เมืองเหนือค้าไม้,ทำส่วนประกอบของอาคาร บ้านเรือน วงกบ บานประตู บานหน้าต่าง ไม้คิ้ว ไม้บัว เครื่องเรือน เครื่องตกแต่งในอาคารบ้านเรือน,สูงเม่น,แพร่,นางสาวประไพ ร่มโพธิ์สีทอง
184,2566,,ทำเครื่องเรือนและส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายถนอมศักดิ์ ชอบธรรม
185,2566,เรือนต้นเพชร,ทำส่วนประกอบอาคาร เครื่องใช้ จากไม้,สูงเม่น,แพร่,นายอารักษ์ พงศ์พุฒิ
186,2566,บริษัท บี.พี.15 จำกัด,ทำเชื้อเพลิงอัดแท่ง,สูงเม่น,แพร่,บริษัท บี.พี.15 จำกัด
187,2566,,ทำเฟอร์นิเจอร์ เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นางเดือนเพ็ญ ประมูล
188,2566,,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ จากไม้,สูงเม่น,แพร่,นายประสิทธิ์ ชอบธรรม
189,2566,นุจรินทร์เฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายไพรัตน์ ปัญญาศรี
190,2566,,ทำเฟอร์นิเจอร์ส่วนประกอบอาคารบ้านเรือนเครื่องใช้จากไม้,สูงเม่น,แพร่,นางสงกรานต์ ดวงจันทร์
191,2566,,ทำเฟอร์นิเจอร์ ส่วนประกอบอาคาร เครื่องใช้จากไม้,สูงเม่น,แพร่,นายประสิทธิ์ ชอบธรรม
192,2566,ดอนมูลค้าไม้,ไส-ซอย เซาะร่องรางลิ้น ไม้แปรรูป เพื่อบริการลูกค้าฯ,สูงเม่น,แพร่,นายเอกพงศ์ เสียงเพราะ
193,2566,สุรศักดิ์ (2),ทำส่วนประกอบของอาคารครัวเรือน และเครื่องใช้ในครัวเรือน จากไม้สัก,สูงเม่น,แพร่,นายสุรศักดิ์ สบายสุข
194,2566,วิสาหกิจชุมชนกลุ่มผู้ผลิตเชื้อเพลิงพลังงานทดแทน,ผลิตชิ้นไม้สับเป็นเชื้อเพลิงจากไม้ยางพาราและไม้ที่ปลูกขึ้น 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,สูงเม่น,แพร่,วิสาหกิจชุมชนกลุ่มผู้ผลิตเชื้อเพลิงพลังงานทดแทน
195,2566,พัชรอุตสาหกรรมไม้,บด และอัดขี้เลื่อยเป็นแท่ง,สูงเม่น,แพร่,ห้างหุ้นส่วนจำกัด พัชรอุตสาหกรรมไม้
196,2566,,สับไม้(เศษวัสดุเหลือใช้),สูงเม่น,แพร่,ห้างหุ้นส่วนจำกัด เอเชีย 99 การค้า
197,2566,,สับ บด ย่อยเศษไม้ จากสิ่งปฏิกูลไม้,สูงเม่น,แพร่,วิสาหกิจชุมชนกลุ่มผู้ผลิตเชื้อเพลิงพลังงานทดแทน
198,2566,สหกรณ์บริการผลิตภัณฑ์ไม้ดอนมูล จำกัด,ทำเครื่องเรือน เครื่องตกแต่งภายในอาคารวงกบฯลฯ,สูงเม่น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้ดอนมูล จำกัด
199,2566,,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายเอกพงศ์ เสียงเพราะ
200,2566,น้องปอยเฟอร์นิเจอร์,ทำเครื่องเรือน หรือเครื่องตบแต่งภายในอาคารจากไม้ ทำวงกบ ขอบประตุ ขอบหน้าต่าง บานประตู หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร และเครื่องใช้จากไม้,สูงเม่น,แพร่,นางสาวนิตยา ผาสุข
201,2566,ชัยณรงค์ค้าไม้,ทำเฟอร์นิเจอร์ เครื่องใช้ และส่วนประกอบของอาคาร จากไม้,สูงเม่น,แพร่,นางมีนารัตน์ สั่งสอน
202,2566,,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายสิงห์คาร สังหาร
203,2566,แสนสุขวู้ดเวิร์ค,ทำเฟอร์นิเจอร์เครื่องใช้ เครื่องตกแต่งในอาคาร จากไม้,สูงเม่น,แพร่,นางสาวพรนลัท สิงห์รัตนพันธุ์
204,2566,โกวิทเฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายโกวิท ดอกบัว
205,2566,,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคาร จากไม้,สูงเม่น,แพร่,นายอรรยา มั่งคั่ง
206,2566,ณรงค์ชัยเฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคาร จากไม้,สูงเม่น,แพร่,นายณรงค์ชัย มั่งคั่ง
207,2566,สนั่นเฟอร์นิเจอร์,ทำเฟอร์นิเจอร์ ส่วนประกอบอาคาร และเครื่องใช้จากไม้,สูงเม่น,แพร่,นายสนั่น ใจกล้า
208,2566,ศักดิ์ทวีเฟอร์นิเจอร์,ทำสิ่งประดิษฐ์ เครื่องเรือน เครื่องใช้ และส่วนประกอบอาคาร จากไม้,สูงเม่น,แพร่,นายศักดิ์ศรี รอบเมือง
209,2566,อินเตอร์เฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ และส่วนประกอบของอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นางปาวีณา ศรีทา
210,2566,มงคลเฟอร์นิเจอร์,ทำเครื่องเรือน เครื่องใช้ เครื่องตกแต่งภายในอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นายมงคล บุญศรีพร้า
211,2566,โรงน้ำแข็งทรัพย์มงคล (หจก.ทรัพย์มงคล แพร่),ผลิตน้ำแข็งก้อนเล็ก,สูงเม่น,แพร่,ห้างหุ้นส่วนจำกัด ทรัพย์มงคล แพร่
212,2566,,ทำเครื่องใช้ในครัวเรือน ส่วนประกอบของอาคารบ้านเรือน และเครื่องเรือน จากไม้,สูงเม่น,แพร่,นางธัญญารัตน์ ไชยวรรณ์
213,2566,ศักดิ์ชายเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้นอกประเภทหวงห้ามทางราชการ เช่น ไม้ฉ่ำฉา,สูงเม่น,แพร่,นางณัฐกานต์ อินทราวุธ
214,2566,บุญมาก,ทำเครื่องเรือนจากไม้ฉำฉา,สูงเม่น,แพร่,นางทองวาส บุญมาก
215,2566,Asia wood 1996,ทำเครื่อง เครื่องตกแต่ง ในอาคารบ้านเรือน และเครื่องใช้ในบ้านเรือน จากไม้,สูงเม่น,แพร่,นางสาวธอร อนันตเดชาสิน
216,2566,อภิเษก,ทำเครื่องเรือนจากไม้ฉำฉา,สูงเม่น,แพร่,นายอภิเษก มณีกาศ
217,2566,อภิรัชต์,ทำเครื่องเรือนจากไม้ฉำฉา,สูงเม่น,แพร่,นางปิยะรัตน์ มณีกาศ
218,2566,ท่าทรายวิรัตน์,ขุดทราย,สูงเม่น,แพร่,นายวิรัตน์ เวียงทอง
219,2566,อนุสรณ์ค้าไม้,ทำเครื่องเรือน หรือเครื่องตบแต่งภายในอาคารจากไม้ ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตู หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,สูงเม่น,แพร่,นางสาวอนุสรณ์ คลี่ใบ
220,2566,ทุ่งทวีค้าไม้จำกัด,แปรรูปไม้เพื่อสิ่งประดิษฐกรรม,สูงเม่น,แพร่,นางทุ่งทวี ลำดับ
221,2566,,แปรรูปไม้เพื่อผลิตสิ่งประดิษฐ์ในครัวเรือน,สูงเม่น,แพร่,นางสาวจิตตรานุช พานพบ
222,2566,ห้างหุ้นส่วนจำกัด แพร่สักทองเฟอร์นิเจอร์ (ไทยแลนด์),ทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้,สูงเม่น,แพร่,ห้างหุ้นส่วนจำกัด แพร่สักทองเฟอร์นิเจอร์ (ไทยแลนด์) 
223,2566,บริษัท ธนาวัฒน์คอนกรีต จำกัด,ทำคอนกรีตผสมเสร็จ,สูงเม่น,แพร่,บริษัท ธนาวัฒน์คอนกรีต จำกัด
224,2566,บริษัท ธนาวัฒน์คอนกรีต จำกัด,ทำผลิตภัณฑ์คอนกรีต เช่น แผ่นพื้นสำเร็จรูป ท่อ คอนกรีตบล๊อค วงส้วม ฯลฯ,สูงเม่น,แพร่,บริษัท ธนาวัฒน์คอนกรีต จำกัด
225,2566,บริษัท โตโยต้าแพร่หล่อตระกูล ผู้จำหน่ายโตโยต้า จำกัด,ซ่อมแซมรถยนต์ เคาะพ่นสี และพ่นสีกันสนิมรถยนต์,สูงเม่น,แพร่,บริษัท โตโยต้าแพร่หล่อตระกูล ผู้จำหน่ายโตโยต้า จำกัด
226,2566,บริษัท แพร่มิตรประสานฮอนด้าคาร์ส จำกัด (สาขาสูงเม่น),ซ่อมแซมรถยนต์ เคาะพ่นสี และพ่นสีกันสนิมรถยนต์,สูงเม่น,แพร่,บริษัท แพร่มิตรประสานฮอนด้ารืคาร์ส จำกัด
227,2566,-,ร่อน คัดทราย,สูงเม่น,แพร่,นายประยูร เรือนแก้ว
228,2566,สหกรณ์บริการผลิตภัณฑ์ไม้บ้านวังวน,ทำบานหน้าต่าง บานประตู ส่วนประกอบที่ทำด้วยไม้ของอาคาร เครื่องใช้ และเครื่องเรือน จากไม้,สูงเม่น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้บ้านวังวน
229,2566,บริษัท ซีเอ็น วู๊ด จำกัด,ทำเฟอร์นิเจอร์ ไม้ลายฉลุ บด อบ อัด ขี้เลื่อย,สูงเม่น,แพร่,บริษัท ซีเอ็น วู๊ด จำกัด
230,2566,โรงน้ำแข็ง ที ที เอ็น ไอซ์ (2020),ทำน้ำแข็งก้อนเล็ก,สูงเม่น,แพร่,นางสาวณัฐรดา กระสาย
231,2566,,ทำเครื่องเรือนเครื่องใช้ในครัวเรือนหรือเครื่องตบแต่งภายในอาคาร(โต๊ะ เตียง เก้าอี้ ตู้) ทำเครื่องประกอบอาคารบ้านเรือน(ไม้พื้นเซาะร่อง ปาร์เกต์ โมเสด เสากลึง ลูกก,สูงเม่น,แพร่,นายกุลธวัช พรมเสนา
232,2566,มณีรัตน์สิ่งประดิษฐ์,ทำไม้ปาร์เก้โมเสก เครื่องเรือน เครื่องใช้ในครัวเรือน จากไม้,สูงเม่น,แพร่,นายผดุงศักดิ์ มณีรัตน์
233,2566,,ทำส่วนประกอบของอาคาร เครื่องเรือน และเฟอร์นิเจอร์ จากไม้,สูงเม่น,แพร่,นางสุภาภรณ์ ผาทอง
234,2566,,ทำส่วนประกอบอาคารเครื่องเรือน และเฟอร์นิเอจร์จากไม้,สูงเม่น,แพร่,นายอเนก จินดาคำ
235,2566,คงกระพัน,ทำส่วนประกอบของอาคารบ้านเรือน ซุ้มถอดประกอบ บ้านถอดประกอบ เครื่องเรือน ,สูงเม่น,แพร่,นายคงกระพัน เวียงเงิน
236,2566,สหกรณ์บริการผลิตภัณฑ์ไม้เวียงทอง,ทำเครื่องเรือน เครื่องตบแต่งในอาคารจากไม้- เครื่องใช้ ส่วนประกอบของอาคาร จากไม้,สูงเม่น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้เวียงทอง
237,2566,สหกรณ์บริการผลิตภัณฑ์ไม้พัฒนาเวียงทอง จำกัด,แปรรูปไม้เพื่อประดิษฐกรรมจากไม้ เช่น ส่วนประกอบอาคาร เครื่องเรือน เครื่องใช้จากไม้,สูงเม่น,แพร่,สหกรณ์บริการผลิตภัณฑ์ไม้พัฒนาเวียงทอง จำกัด
238,2566,-,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ จากไม้,สูงเม่น,แพร่,นางสาวขวัญหทัย จินดามัย
239,2566,วิสาหกิจชุมชนเวียงทองค้าไม้,ทำเฟอร์นิเจอร์เครื่องเรือน ส่วนประกอบอาคาร เครื่องใช้จากไม้ และฝานแผ่นไม้,สูงเม่น,แพร่,บริษัท เกลทองค้าไม้รุ่งเรือง จำกัด
240,2566,บริษัท วี กรุ๊ป พี เอ็น ออโตเซลส์ จำกัด,ซ่อมรถยนต์ ตั้งศูนย์ถ่วงล้อและล้างอัดฉีดรถยนต์,สูงเม่น,แพร่,บริษัท วี กรุ๊ป พี เอ็น ออโตเซลส์ จำกัด
241,2566,สหกรณ์บริการผลิตภัณฑ์ไม้พระหลวง จำกัด,โรงงานแปรรูปไม้ โดยเครื่องจักรเพื่อประดิษฐกรรม ส่วนประกอบอาคารบ้านเรือน,สูงเม่น,แพร่,สหกรณ์การผลิตภัณฑ์ไม้พระหลวงจำกัด
242,2566,,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ และส่วนประกอบอาคารบ้านเรือน จากไม้,สูงเม่น,แพร่,นางสาวฐิติวรดา เดชาชาญกุล
243,2566,,ทำเครื่องเรือน เครื่องตบแต่งภายในอาคาร จากไม้,สูงเม่น,แพร่,บริษัท ทีเอฟ อินดัสทรี จำกัด
244,2566,ห้างหุ้นส่วนจำกัด รัตนพาณิชย์เด่นชัย,ผลิตผลไม้บรรจุกระป๋องหรือปี๊บ เช่น ลูกตาว มะม่วง ลิ้นจี่,เด่นชัย,แพร่,ห้างหุ้นส่วนจำกัด รัตนพาณิชย์เด่นชัย
245,2566,บริษัท หน่ำฮับหลี จำกัด,ทำน้ำแข็ง ได้วันละ 154 ซอง,เด่นชัย,แพร่,บริษัท หน่ำฮับหลี จำกัด
246,2566,,ทำน้ำแข็งก้อนเล็กได้ 70 ตัน/วัน,เด่นชัย,แพร่,บริษัท หน่ำฮับหลี จำกัด
247,2566,โรงอบใบยาเด่นชัย (2),แยกก้านและอบใบยาสูบ,เด่นชัย,แพร่,การยาสูบแห่งประเทศไทย
248,2566,โรงอบใบยาเด่นชัย,อบใบยาสูบ,เด่นชัย,แพร่,โรงงานยาสูบ กระทรวงการคลัง
249,2566,โรงผลิตยาเส้น,ผลิตยาเส้น,เด่นชัย,แพร่,การยาสูบแห่งประเทศไทย
250,2566,โรงเลื่อยจักรเด่นชัยพนา,เลื่อยไม้,เด่นชัย,แพร่,โรงเลื่อยจักรเด่นชัยพนา
251,2566,บริษัท ดี เด่นชัยแฟคทอร์รี่ จำกัด,ทำไม้ปาร์เก้,เด่นชัย,แพร่,บริษัท ดี เด่นชัยแฟคทอร์รี่ จำกัด
252,2566,,สับ บด ย่อย เศษไม้ และสิ่งปฏิกูลไม้,เด่นชัย,แพร่,นายโอภาส นุชศรี
253,2566,,ทำเครื่องเรือน เครื่องใช้ ส่วนประกอบของอาคารบ้านเรือน จากไม้,เด่นชัย,แพร่,นายโอภาส นุชศรี
254,2566,,ทำเฟอร์นิเจอร์ เครื่องเรือน เครื่องใช้ จากไม้,เด่นชัย,แพร่,นายเกียรติศักดิ์ รัตนกันทา
255,2566,บริษัท พัฒนานิคมเกษตร จำกัด,อบพืช เมล็ดพืช,เด่นชัย,แพร่,บริษัท พัฒนานิคมเกษตร จำกัด
256,2566,บริษัท ชุนเฮงหลี จำกัด,อบ ตาก เก็บรักษาเมล็ดพืชในไซโลโกดัง,เด่นชัย,แพร่,บริษัท ชุนเฮงหลี จำกัด
257,2566,บริษัท วัฒนาไซโล จำกัด,อบเมล็ดพืช,เด่นชัย,แพร่,บริษัท วัฒนาไซโล จำกัด
258,2566,โจอัน เฟอร์นิเจอร์,ทำวงกบ บานประตู หน้าต่าง ส่วนประกอบที่ทำด้วยไม้ ของอาคาร เช่น ไม้คิ้วไม้บัว และ เครื่องเรือน จากไม้,เด่นชัย,แพร่,บริษัท โจอัน เฟอร์นิเจอร์ จำกัด
259,2566,,ทำเครื่องเรือน เครื่องใช้ เครื่องประดับตบแต่งภายในอาคารจากไม้ ส่วนประกอบอาคารที่ทำด้วยไม้,เด่นชัย,แพร่,นายผ่อน สวนดอก
260,2566,,ทำบานประตู หน้าต่าง ส่วนประกอบอาคารจากไม้,เด่นชัย,แพร่,นายภูวุตม์ศรัณย์ วันชัย
261,2566,เจี่ยค้าไม้,ทำวงกบ ประตู หน้าต่าง จากไม้นอกประเภทหวงห้ามของทางราชการ,เด่นชัย,แพร่,นางลำพรรณ งามเขียว
262,2566,บริษัท เด่นชัย เพาเวอร์ จำกัด,ผลิตชิ้นไม้สับ จากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,เด่นชัย,แพร่,บริษัท เด่นชัย เพาเวอร์ จำกัด
263,2566,ห้างหุ้นส่วนจำกัด แพร่ธนัตถ์กิจ,ทำผลิตภัณฑ์จากไม้ไผ่ ด้วยการอบและตบแต่ง,เด่นชัย,แพร่,ห้างหุ้นส่วนจำกัด แพร่ธนัตถ์กิจ
264,2566,อพันตรีเฟอร์นิเจอร์,ทำเครื่องเรือน หรือเครื่องตบแต่งภายในอาคารจากไม้ ทำวงกบ ขอบประตู ขอบหน้าต่าง บานหน้าต่าง บานประตู หรือส่วนประกอบที่ทำด้วยไม้ของอาคาร,เด่นชัย,แพร่,นายสุนทร แพะคำ
265,2566,,ทำเครื่องเรือน เครื่องใช้ในครัวเรือน และส่วนประกอบของอาคาร จากไม้,เด่นชัย,แพร่,นางสมใจ สายญาติ
266,2566,สหกรณ์หัตถกรรมผลิตภัณฑ์ไม้เด่นชัย จำกัด,ทำเฟอร์นิเจอร์ ส่วนประกอบอาคาร และเครื่องใช้ จากไม้,เด่นชัย,แพร่,สหกรณ์หัตถกรรมผลิตภัณฑ์ไม้เด่นชัย จำกัด
267,2566,ห้างหุ้นส่วนจำกัด โชคขจรคอนกรีต2,ทำผลิตภัณฑ์คอนกรีต ,เด่นชัย,แพร่,ห้างหุ้นส่วนจำกัด โชคขจรคอนกรีต
