VALUE,AREA,SOURCE,_id,SEX,UNIT,REGION,YEAR
4.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,222,หญิง,ร้อยละ,ภาคใต้,2561
8.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,223,รวม,ร้อยละ,ภาคใต้,2561
9.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,224,ชาย,ร้อยละ,ภาคใต้,2561
8.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,225,หญิง,ร้อยละ,ภาคใต้,2561
35.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,226,รวม,ร้อยละ,ทั่วประเทศ,2562
33.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,227,ชาย,ร้อยละ,ทั่วประเทศ,2562
37.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,228,หญิง,ร้อยละ,ทั่วประเทศ,2562
64.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,229,รวม,ร้อยละ,ทั่วประเทศ,2562
66.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,230,ชาย,ร้อยละ,ทั่วประเทศ,2562
62.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,231,หญิง,ร้อยละ,ทั่วประเทศ,2562
5.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,232,รวม,ร้อยละ,กรุงเทพมหานคร,2562
5.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,233,ชาย,ร้อยละ,กรุงเทพมหานคร,2562
6.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,234,หญิง,ร้อยละ,กรุงเทพมหานคร,2562
23.10,รวม,สำนักงานสถิติแห่งชาติ,235,รวม,ร้อยละ,ภาคกลาง,2562
22.20,รวม,สำนักงานสถิติแห่งชาติ,236,ชาย,ร้อยละ,ภาคกลาง,2562
24.30,รวม,สำนักงานสถิติแห่งชาติ,237,หญิง,ร้อยละ,ภาคกลาง,2562
9.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,238,รวม,ร้อยละ,ภาคกลาง,2562
8.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,239,ชาย,ร้อยละ,ภาคกลาง,2562
10.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,240,หญิง,ร้อยละ,ภาคกลาง,2562
13.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,241,รวม,ร้อยละ,ภาคกลาง,2562
13.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,242,ชาย,ร้อยละ,ภาคกลาง,2562
14.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,243,หญิง,ร้อยละ,ภาคกลาง,2562
23.90,รวม,สำนักงานสถิติแห่งชาติ,244,รวม,ร้อยละ,ภาคเหนือ,2562
23.70,รวม,สำนักงานสถิติแห่งชาติ,245,ชาย,ร้อยละ,ภาคเหนือ,2562
24.20,รวม,สำนักงานสถิติแห่งชาติ,246,หญิง,ร้อยละ,ภาคเหนือ,2562
7.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,247,รวม,ร้อยละ,ภาคเหนือ,2562
6.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,248,ชาย,ร้อยละ,ภาคเหนือ,2562
8.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,249,หญิง,ร้อยละ,ภาคเหนือ,2562
16.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,250,รวม,ร้อยละ,ภาคเหนือ,2562
16.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,251,ชาย,ร้อยละ,ภาคเหนือ,2562
16.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,252,หญิง,ร้อยละ,ภาคเหนือ,2562
34.50,รวม,สำนักงานสถิติแห่งชาติ,253,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
35.90,รวม,สำนักงานสถิติแห่งชาติ,254,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
32.50,รวม,สำนักงานสถิติแห่งชาติ,255,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
8.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,256,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
9.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,257,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
8.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,258,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
25.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,259,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
26.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,260,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
23.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,261,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2562
12.60,รวม,สำนักงานสถิติแห่งชาติ,262,รวม,ร้อยละ,ภาคใต้,2562
12.60,รวม,สำนักงานสถิติแห่งชาติ,263,ชาย,ร้อยละ,ภาคใต้,2562
12.60,รวม,สำนักงานสถิติแห่งชาติ,264,หญิง,ร้อยละ,ภาคใต้,2562
3.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,265,รวม,ร้อยละ,ภาคใต้,2562
3.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,266,ชาย,ร้อยละ,ภาคใต้,2562
3.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,267,หญิง,ร้อยละ,ภาคใต้,2562
9.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,268,รวม,ร้อยละ,ภาคใต้,2562
9.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,269,ชาย,ร้อยละ,ภาคใต้,2562
8.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,270,หญิง,ร้อยละ,ภาคใต้,2562
VALUE,AREA,SOURCE,271,SEX,UNIT,REGION,YEAR
34.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,272,รวม,ร้อยละ,ทั่วประเทศ,2557
33.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,273,ชาย,ร้อยละ,ทั่วประเทศ,2557
35.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,274,หญิง,ร้อยละ,ทั่วประเทศ,2557
65.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,275,รวม,ร้อยละ,ทั่วประเทศ,2557
66.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,276,ชาย,ร้อยละ,ทั่วประเทศ,2557
64.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,277,หญิง,ร้อยละ,ทั่วประเทศ,2557
5.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,278,รวม,ร้อยละ,กรุงเทพมหานคร,2557
5.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,279,ชาย,ร้อยละ,กรุงเทพมหานคร,2557
5.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,280,หญิง,ร้อยละ,กรุงเทพมหานคร,2557
23.30,รวม,สำนักงานสถิติแห่งชาติ,281,รวม,ร้อยละ,ภาคกลาง,2557
22.10,รวม,สำนักงานสถิติแห่งชาติ,282,ชาย,ร้อยละ,ภาคกลาง,2557
25.10,รวม,สำนักงานสถิติแห่งชาติ,283,หญิง,ร้อยละ,ภาคกลาง,2557
8.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,284,รวม,ร้อยละ,ภาคกลาง,2557
8.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,285,ชาย,ร้อยละ,ภาคกลาง,2557
9.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,286,หญิง,ร้อยละ,ภาคกลาง,2557
14.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,287,รวม,ร้อยละ,ภาคกลาง,2557
13.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,288,ชาย,ร้อยละ,ภาคกลาง,2557
15.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,289,หญิง,ร้อยละ,ภาคกลาง,2557
22.30,รวม,สำนักงานสถิติแห่งชาติ,290,รวม,ร้อยละ,ภาคเหนือ,2557
22.40,รวม,สำนักงานสถิติแห่งชาติ,291,ชาย,ร้อยละ,ภาคเหนือ,2557
22.10,รวม,สำนักงานสถิติแห่งชาติ,292,หญิง,ร้อยละ,ภาคเหนือ,2557
7.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,293,รวม,ร้อยละ,ภาคเหนือ,2557
7.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,294,ชาย,ร้อยละ,ภาคเหนือ,2557
7.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,295,หญิง,ร้อยละ,ภาคเหนือ,2557
15.10,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,296,รวม,ร้อยละ,ภาคเหนือ,2557
15.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,297,ชาย,ร้อยละ,ภาคเหนือ,2557
14.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,298,หญิง,ร้อยละ,ภาคเหนือ,2557
35.90,รวม,สำนักงานสถิติแห่งชาติ,299,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
37.20,รวม,สำนักงานสถิติแห่งชาติ,300,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
34.10,รวม,สำนักงานสถิติแห่งชาติ,301,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
9.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,302,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
9.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,303,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
9.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,304,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
26.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,305,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
28.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,306,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
24.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,307,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2557
13.20,รวม,สำนักงานสถิติแห่งชาติ,308,รวม,ร้อยละ,ภาคใต้,2557
12.80,รวม,สำนักงานสถิติแห่งชาติ,309,ชาย,ร้อยละ,ภาคใต้,2557
13.70,รวม,สำนักงานสถิติแห่งชาติ,310,หญิง,ร้อยละ,ภาคใต้,2557
3.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,311,รวม,ร้อยละ,ภาคใต้,2557
3.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,312,ชาย,ร้อยละ,ภาคใต้,2557
3.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,313,หญิง,ร้อยละ,ภาคใต้,2557
9.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,314,รวม,ร้อยละ,ภาคใต้,2557
9.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,315,ชาย,ร้อยละ,ภาคใต้,2557
9.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,316,หญิง,ร้อยละ,ภาคใต้,2557
35.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,317,รวม,ร้อยละ,ทั่วประเทศ,2558
34.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,318,ชาย,ร้อยละ,ทั่วประเทศ,2558
36.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,319,หญิง,ร้อยละ,ทั่วประเทศ,2558
65.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,320,รวม,ร้อยละ,ทั่วประเทศ,2558
65.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,321,ชาย,ร้อยละ,ทั่วประเทศ,2558
64.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,322,หญิง,ร้อยละ,ทั่วประเทศ,2558
5.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,323,รวม,ร้อยละ,กรุงเทพมหานคร,2558
5.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,324,ชาย,ร้อยละ,กรุงเทพมหานคร,2558
5.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,325,หญิง,ร้อยละ,กรุงเทพมหานคร,2558
24.40,รวม,สำนักงานสถิติแห่งชาติ,326,รวม,ร้อยละ,ภาคกลาง,2558
23.20,รวม,สำนักงานสถิติแห่งชาติ,327,ชาย,ร้อยละ,ภาคกลาง,2558
26.00,รวม,สำนักงานสถิติแห่งชาติ,328,หญิง,ร้อยละ,ภาคกลาง,2558
8.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,329,ชาย,ร้อยละ,ภาคกลาง,2558
10.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,330,หญิง,ร้อยละ,ภาคกลาง,2558
14.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,331,รวม,ร้อยละ,ภาคกลาง,2558
14.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,332,ชาย,ร้อยละ,ภาคกลาง,2558
15.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,333,หญิง,ร้อยละ,ภาคกลาง,2558
22.70,รวม,สำนักงานสถิติแห่งชาติ,334,รวม,ร้อยละ,ภาคเหนือ,2558
22.60,รวม,สำนักงานสถิติแห่งชาติ,335,ชาย,ร้อยละ,ภาคเหนือ,2558
22.90,รวม,สำนักงานสถิติแห่งชาติ,336,หญิง,ร้อยละ,ภาคเหนือ,2558
7.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,337,รวม,ร้อยละ,ภาคเหนือ,2558
7.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,338,ชาย,ร้อยละ,ภาคเหนือ,2558
7.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,339,หญิง,ร้อยละ,ภาคเหนือ,2558
15.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,340,รวม,ร้อยละ,ภาคเหนือ,2558
15.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,341,ชาย,ร้อยละ,ภาคเหนือ,2558
15.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,342,หญิง,ร้อยละ,ภาคเหนือ,2558
34.00,รวม,สำนักงานสถิติแห่งชาติ,343,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
35.50,รวม,สำนักงานสถิติแห่งชาติ,344,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
31.90,รวม,สำนักงานสถิติแห่งชาติ,345,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
8.80,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,346,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
9.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,347,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
8.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,348,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
25.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,349,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
26.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,350,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
23.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,351,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2558
13.20,รวม,สำนักงานสถิติแห่งชาติ,352,รวม,ร้อยละ,ภาคใต้,2558
13.00,รวม,สำนักงานสถิติแห่งชาติ,353,ชาย,ร้อยละ,ภาคใต้,2558
13.60,รวม,สำนักงานสถิติแห่งชาติ,354,หญิง,ร้อยละ,ภาคใต้,2558
3.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,355,รวม,ร้อยละ,ภาคใต้,2558
3.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,356,ชาย,ร้อยละ,ภาคใต้,2558
3.80,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,357,หญิง,ร้อยละ,ภาคใต้,2558
9.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,358,รวม,ร้อยละ,ภาคใต้,2558
9.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,359,ชาย,ร้อยละ,ภาคใต้,2558
9.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,360,หญิง,ร้อยละ,ภาคใต้,2558
34.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,361,รวม,ร้อยละ,ทั่วประเทศ,2559
33.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,362,ชาย,ร้อยละ,ทั่วประเทศ,2559
35.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,363,หญิง,ร้อยละ,ทั่วประเทศ,2559
65.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,364,รวม,ร้อยละ,ทั่วประเทศ,2559
66.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,365,ชาย,ร้อยละ,ทั่วประเทศ,2559
64.10,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,366,หญิง,ร้อยละ,ทั่วประเทศ,2559
5.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,367,รวม,ร้อยละ,กรุงเทพมหานคร,2559
5.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,368,ชาย,ร้อยละ,กรุงเทพมหานคร,2559
4.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,369,หญิง,ร้อยละ,กรุงเทพมหานคร,2559
23.70,รวม,สำนักงานสถิติแห่งชาติ,370,รวม,ร้อยละ,ภาคกลาง,2559
22.20,รวม,สำนักงานสถิติแห่งชาติ,371,ชาย,ร้อยละ,ภาคกลาง,2559
25.70,รวม,สำนักงานสถิติแห่งชาติ,372,หญิง,ร้อยละ,ภาคกลาง,2559
9.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,373,รวม,ร้อยละ,ภาคกลาง,2559
8.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,374,ชาย,ร้อยละ,ภาคกลาง,2559
10.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,375,หญิง,ร้อยละ,ภาคกลาง,2559
14.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,376,รวม,ร้อยละ,ภาคกลาง,2559
13.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,377,ชาย,ร้อยละ,ภาคกลาง,2559
14.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,378,หญิง,ร้อยละ,ภาคกลาง,2559
23.10,รวม,สำนักงานสถิติแห่งชาติ,379,รวม,ร้อยละ,ภาคเหนือ,2559
23.40,รวม,สำนักงานสถิติแห่งชาติ,380,ชาย,ร้อยละ,ภาคเหนือ,2559
22.80,รวม,สำนักงานสถิติแห่งชาติ,381,หญิง,ร้อยละ,ภาคเหนือ,2559
7.30,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,382,รวม,ร้อยละ,ภาคเหนือ,2559
9.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,383,รวม,ร้อยละ,ภาคกลาง,2558
7.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,384,ชาย,ร้อยละ,ภาคเหนือ,2559
7.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,385,หญิง,ร้อยละ,ภาคเหนือ,2559
15.80,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,386,รวม,ร้อยละ,ภาคเหนือ,2559
16.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,387,ชาย,ร้อยละ,ภาคเหนือ,2559
15.10,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,388,หญิง,ร้อยละ,ภาคเหนือ,2559
34.60,รวม,สำนักงานสถิติแห่งชาติ,389,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
35.90,รวม,สำนักงานสถิติแห่งชาติ,390,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
32.90,รวม,สำนักงานสถิติแห่งชาติ,391,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
8.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,392,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
9.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,393,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
8.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,394,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
26.00,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,395,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
26.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,396,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
24.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,397,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2559
13.20,รวม,สำนักงานสถิติแห่งชาติ,398,รวม,ร้อยละ,ภาคใต้,2559
12.80,รวม,สำนักงานสถิติแห่งชาติ,399,ชาย,ร้อยละ,ภาคใต้,2559
13.70,รวม,สำนักงานสถิติแห่งชาติ,400,หญิง,ร้อยละ,ภาคใต้,2559
3.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,401,รวม,ร้อยละ,ภาคใต้,2559
3.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,402,ชาย,ร้อยละ,ภาคใต้,2559
4.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,403,หญิง,ร้อยละ,ภาคใต้,2559
9.30,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,404,รวม,ร้อยละ,ภาคใต้,2559
9.10,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,405,ชาย,ร้อยละ,ภาคใต้,2559
9.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,406,หญิง,ร้อยละ,ภาคใต้,2559
34.80,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,407,รวม,ร้อยละ,ทั่วประเทศ,2560
33.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,408,ชาย,ร้อยละ,ทั่วประเทศ,2560
36.80,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,409,หญิง,ร้อยละ,ทั่วประเทศ,2560
65.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,410,รวม,ร้อยละ,ทั่วประเทศ,2560
66.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,411,ชาย,ร้อยละ,ทั่วประเทศ,2560
63.20,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,412,หญิง,ร้อยละ,ทั่วประเทศ,2560
6.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,413,รวม,ร้อยละ,กรุงเทพมหานคร,2560
5.90,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,414,ชาย,ร้อยละ,กรุงเทพมหานคร,2560
6.50,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,415,หญิง,ร้อยละ,กรุงเทพมหานคร,2560
22.30,รวม,สำนักงานสถิติแห่งชาติ,416,รวม,ร้อยละ,ภาคกลาง,2560
21.80,รวม,สำนักงานสถิติแห่งชาติ,417,ชาย,ร้อยละ,ภาคกลาง,2560
23.10,รวม,สำนักงานสถิติแห่งชาติ,418,หญิง,ร้อยละ,ภาคกลาง,2560
8.70,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,419,รวม,ร้อยละ,ภาคกลาง,2560
8.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,420,ชาย,ร้อยละ,ภาคกลาง,2560
9.60,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,421,หญิง,ร้อยละ,ภาคกลาง,2560
13.60,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,422,รวม,ร้อยละ,ภาคกลาง,2560
13.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,423,ชาย,ร้อยละ,ภาคกลาง,2560
13.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,424,หญิง,ร้อยละ,ภาคกลาง,2560
22.60,รวม,สำนักงานสถิติแห่งชาติ,425,รวม,ร้อยละ,ภาคเหนือ,2560
23.00,รวม,สำนักงานสถิติแห่งชาติ,426,ชาย,ร้อยละ,ภาคเหนือ,2560
22.20,รวม,สำนักงานสถิติแห่งชาติ,427,หญิง,ร้อยละ,ภาคเหนือ,2560
7.20,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,428,รวม,ร้อยละ,ภาคเหนือ,2560
7.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,429,ชาย,ร้อยละ,ภาคเหนือ,2560
7.40,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,430,หญิง,ร้อยละ,ภาคเหนือ,2560
15.40,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,431,รวม,ร้อยละ,ภาคเหนือ,2560
15.90,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,432,ชาย,ร้อยละ,ภาคเหนือ,2560
14.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,433,หญิง,ร้อยละ,ภาคเหนือ,2560
35.80,รวม,สำนักงานสถิติแห่งชาติ,434,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
36.50,รวม,สำนักงานสถิติแห่งชาติ,435,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
34.70,รวม,สำนักงานสถิติแห่งชาติ,436,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
9.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,437,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
9.00,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,438,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
9.10,ในเขตการปกครอง,สำนักงานสถิติแห่งชาติ,439,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
26.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,440,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
27.50,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,441,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
25.70,นอกเขตการปกครอง,สำนักงานสถิติแห่งชาติ,442,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2560
13.10,รวม,สำนักงานสถิติแห่งชาติ,443,รวม,ร้อยละ,ภาคใต้,2560
