รายการชุดข้อมูล,จำนวน,ที่มา,_id,ปี,ตำบล,อำเภอ,จังหวัด,หน่วย
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,7790,ระบบสารสนเทศการผลิตทางด้านการเกษตร,134,2564,ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,710,ระบบสารสนเทศการผลิตทางด้านการเกษตร,135,2564,หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1150,ระบบสารสนเทศการผลิตทางด้านการเกษตร,136,2564,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,12750,ระบบสารสนเทศการผลิตทางด้านการเกษตร,137,2564,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,9590,ระบบสารสนเทศการผลิตทางด้านการเกษตร,138,2564,แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,50,ระบบสารสนเทศการผลิตทางด้านการเกษตร,139,2564,ตะคร้ำเอน,ท่ามะกา,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,30,ระบบสารสนเทศการผลิตทางด้านการเกษตร,140,2564,อุโลกสี่หมื่น,ท่ามะกา,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,130,ระบบสารสนเทศการผลิตทางด้านการเกษตร,141,2564,รางสาลี่,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,97,ระบบสารสนเทศการผลิตทางด้านการเกษตร,142,2564,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,214,ระบบสารสนเทศการผลิตทางด้านการเกษตร,143,2564,หินดาด,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,133,ระบบสารสนเทศการผลิตทางด้านการเกษตร,144,2564,ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,5284,ระบบสารสนเทศการผลิตทางด้านการเกษตร,145,2564,ชะแล,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,923.75,ระบบสารสนเทศการผลิตทางด้านการเกษตร,146,2564,เลาขวัญ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,147,2564,หนองโสน,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,474.75,ระบบสารสนเทศการผลิตทางด้านการเกษตร,148,2564,หนองประดู่,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,72.25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,149,2564,หนองปลิง,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,103,ระบบสารสนเทศการผลิตทางด้านการเกษตร,150,2564,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,40,ระบบสารสนเทศการผลิตทางด้านการเกษตร,151,2564,กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,130,ระบบสารสนเทศการผลิตทางด้านการเกษตร,152,2564,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,125,ระบบสารสนเทศการผลิตทางด้านการเกษตร,153,2564,หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1340,ระบบสารสนเทศการผลิตทางด้านการเกษตร,154,2564,หนองปรือ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,48,ระบบสารสนเทศการผลิตทางด้านการเกษตร,155,2564,หนองปลาไหล,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2100,ระบบสารสนเทศการผลิตทางด้านการเกษตร,156,2564,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,100,ระบบสารสนเทศการผลิตทางด้านการเกษตร,157,2564,ห้วยกระเจา,ห้วยกระเจา,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,300,ระบบสารสนเทศการผลิตทางด้านการเกษตร,158,2564,สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1200,ระบบสารสนเทศการผลิตทางด้านการเกษตร,159,2565,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,10,ระบบสารสนเทศการผลิตทางด้านการเกษตร,160,2565,หนองบัว,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,350,ระบบสารสนเทศการผลิตทางด้านการเกษตร,161,2565,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,162,2565,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,35,ระบบสารสนเทศการผลิตทางด้านการเกษตร,163,2565,ช่องสะเดา,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,23,ระบบสารสนเทศการผลิตทางด้านการเกษตร,164,2565,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,7,ระบบสารสนเทศการผลิตทางด้านการเกษตร,165,2565,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,50,ระบบสารสนเทศการผลิตทางด้านการเกษตร,166,2565,บ้านเก่า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,35.25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,167,2565,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,210,ระบบสารสนเทศการผลิตทางด้านการเกษตร,168,2565,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,34,ระบบสารสนเทศการผลิตทางด้านการเกษตร,169,2565,ท่าเสา,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,51,ระบบสารสนเทศการผลิตทางด้านการเกษตร,170,2565,สิงห์,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1638,ระบบสารสนเทศการผลิตทางด้านการเกษตร,171,2565,ไทรโยค,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,79,ระบบสารสนเทศการผลิตทางด้านการเกษตร,172,2565,วังกระแจะ,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,207,ระบบสารสนเทศการผลิตทางด้านการเกษตร,173,2565,ศรีมงคล,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,3250,ระบบสารสนเทศการผลิตทางด้านการเกษตร,174,2565,บ้องตี้,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2740,ระบบสารสนเทศการผลิตทางด้านการเกษตร,175,2565,บ่อพลอย,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2588,ระบบสารสนเทศการผลิตทางด้านการเกษตร,176,2565,หนองกุ่ม,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,475,ระบบสารสนเทศการผลิตทางด้านการเกษตร,177,2565,หนองรี,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,250,ระบบสารสนเทศการผลิตทางด้านการเกษตร,178,2565,หลุมรัง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,742,ระบบสารสนเทศการผลิตทางด้านการเกษตร,179,2565,ช่องด่าน,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,31,ระบบสารสนเทศการผลิตทางด้านการเกษตร,180,2565,หนองกร่าง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,17500,ระบบสารสนเทศการผลิตทางด้านการเกษตร,181,2565,นาสวน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,7790,ระบบสารสนเทศการผลิตทางด้านการเกษตร,182,2565,ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,956,ระบบสารสนเทศการผลิตทางด้านการเกษตร,183,2565,หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1150,ระบบสารสนเทศการผลิตทางด้านการเกษตร,184,2565,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,13300,ระบบสารสนเทศการผลิตทางด้านการเกษตร,185,2565,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,9590,ระบบสารสนเทศการผลิตทางด้านการเกษตร,186,2565,แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,8,ระบบสารสนเทศการผลิตทางด้านการเกษตร,187,2565,อุโลกสี่หมื่น,ท่ามะกา,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,120,ระบบสารสนเทศการผลิตทางด้านการเกษตร,188,2565,รางสาลี่,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,26,ระบบสารสนเทศการผลิตทางด้านการเกษตร,189,2565,หนองตากยา,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,89,ระบบสารสนเทศการผลิตทางด้านการเกษตร,190,2565,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,250,ระบบสารสนเทศการผลิตทางด้านการเกษตร,191,2565,หินดาด,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,192,2565,ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1542,ระบบสารสนเทศการผลิตทางด้านการเกษตร,193,2565,ชะแล,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,9.25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,194,2565,ดอนเจดีย์,พนมทวน,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1007.25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,195,2565,เลาขวัญ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,10.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,196,2565,หนองโสน,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,885.25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,197,2565,หนองประดู่,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,93,ระบบสารสนเทศการผลิตทางด้านการเกษตร,198,2565,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,142,ระบบสารสนเทศการผลิตทางด้านการเกษตร,199,2565,กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,164,ระบบสารสนเทศการผลิตทางด้านการเกษตร,200,2565,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,161,ระบบสารสนเทศการผลิตทางด้านการเกษตร,201,2565,หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,581,ระบบสารสนเทศการผลิตทางด้านการเกษตร,202,2565,หนองปรือ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,47.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,203,2565,หนองปลาไหล,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2150,ระบบสารสนเทศการผลิตทางด้านการเกษตร,204,2565,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1580,ระบบสารสนเทศการผลิตทางด้านการเกษตร,205,2566,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,20,ระบบสารสนเทศการผลิตทางด้านการเกษตร,206,2566,หนองบัว,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,350,ระบบสารสนเทศการผลิตทางด้านการเกษตร,207,2566,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,195,ระบบสารสนเทศการผลิตทางด้านการเกษตร,208,2566,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,85,ระบบสารสนเทศการผลิตทางด้านการเกษตร,209,2566,ช่องสะเดา,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,18,ระบบสารสนเทศการผลิตทางด้านการเกษตร,210,2566,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,520,ระบบสารสนเทศการผลิตทางด้านการเกษตร,211,2566,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,110,ระบบสารสนเทศการผลิตทางด้านการเกษตร,212,2566,บ้านเก่า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,40,ระบบสารสนเทศการผลิตทางด้านการเกษตร,213,2566,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,774,ระบบสารสนเทศการผลิตทางด้านการเกษตร,214,2566,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,411,ระบบสารสนเทศการผลิตทางด้านการเกษตร,215,2566,ท่าเสา,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,360,ระบบสารสนเทศการผลิตทางด้านการเกษตร,216,2566,สิงห์,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2320,ระบบสารสนเทศการผลิตทางด้านการเกษตร,217,2566,ไทรโยค,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,120,ระบบสารสนเทศการผลิตทางด้านการเกษตร,218,2566,วังกระแจะ,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,778,ระบบสารสนเทศการผลิตทางด้านการเกษตร,219,2566,ศรีมงคล,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,4956,ระบบสารสนเทศการผลิตทางด้านการเกษตร,220,2566,บ้องตี้,ไทรโยค,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2014,ระบบสารสนเทศการผลิตทางด้านการเกษตร,221,2566,บ่อพลอย,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2003,ระบบสารสนเทศการผลิตทางด้านการเกษตร,222,2566,หนองกุ่ม,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,170,ระบบสารสนเทศการผลิตทางด้านการเกษตร,223,2566,หนองรี,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,180,ระบบสารสนเทศการผลิตทางด้านการเกษตร,224,2566,หลุมรัง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,417,ระบบสารสนเทศการผลิตทางด้านการเกษตร,225,2566,ช่องด่าน,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,138,ระบบสารสนเทศการผลิตทางด้านการเกษตร,226,2566,หนองกร่าง,บ่อพลอย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,14000,ระบบสารสนเทศการผลิตทางด้านการเกษตร,227,2566,นาสวน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,5800,ระบบสารสนเทศการผลิตทางด้านการเกษตร,228,2566,ด่านแม่แฉลบ,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1181,ระบบสารสนเทศการผลิตทางด้านการเกษตร,229,2566,หนองเป็ด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,905,ระบบสารสนเทศการผลิตทางด้านการเกษตร,230,2566,ท่ากระดาน,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,11442,ระบบสารสนเทศการผลิตทางด้านการเกษตร,231,2566,เขาโจด,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6200,ระบบสารสนเทศการผลิตทางด้านการเกษตร,232,2566,แม่กระบุง,ศรีสวัสดิ์,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,16,ระบบสารสนเทศการผลิตทางด้านการเกษตร,233,2566,อุโลกสี่หมื่น,ท่ามะกา,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,110,ระบบสารสนเทศการผลิตทางด้านการเกษตร,234,2566,พังตรุ,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,163,ระบบสารสนเทศการผลิตทางด้านการเกษตร,235,2566,รางสาลี่,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,8,ระบบสารสนเทศการผลิตทางด้านการเกษตร,236,2566,หนองตากยา,ท่าม่วง,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,15,ระบบสารสนเทศการผลิตทางด้านการเกษตร,237,2566,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,29,ระบบสารสนเทศการผลิตทางด้านการเกษตร,238,2566,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,156,ระบบสารสนเทศการผลิตทางด้านการเกษตร,239,2566,หินดาด,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,12,ระบบสารสนเทศการผลิตทางด้านการเกษตร,240,2566,ลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,7541,ระบบสารสนเทศการผลิตทางด้านการเกษตร,241,2566,ชะแล,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,27,ระบบสารสนเทศการผลิตทางด้านการเกษตร,242,2566,ห้วยเขย่ง,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,30,ระบบสารสนเทศการผลิตทางด้านการเกษตร,243,2566,สหกรณ์นิคม,ทองผาภูมิ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1254.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,244,2566,เลาขวัญ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6,ระบบสารสนเทศการผลิตทางด้านการเกษตร,245,2566,หนองโสน,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,1397.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,246,2566,หนองประดู่,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,21.25,ระบบสารสนเทศการผลิตทางด้านการเกษตร,247,2566,หนองปลิง,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,9,ระบบสารสนเทศการผลิตทางด้านการเกษตร,248,2566,ทุ่งกระบ่ำ,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,3,ระบบสารสนเทศการผลิตทางด้านการเกษตร,249,2566,หนองฝ้าย,เลาขวัญ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,37,ระบบสารสนเทศการผลิตทางด้านการเกษตร,250,2566,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,115,ระบบสารสนเทศการผลิตทางด้านการเกษตร,251,2566,กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,60,ระบบสารสนเทศการผลิตทางด้านการเกษตร,252,2566,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,225,ระบบสารสนเทศการผลิตทางด้านการเกษตร,253,2566,หนองไผ่,ด่านมะขามเตี้ย,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,650,ระบบสารสนเทศการผลิตทางด้านการเกษตร,254,2566,หนองปรือ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,46.5,ระบบสารสนเทศการผลิตทางด้านการเกษตร,255,2566,หนองปลาไหล,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,605,ระบบสารสนเทศการผลิตทางด้านการเกษตร,256,2566,สมเด็จเจริญ,หนองปรือ,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,6,ระบบสารสนเทศการผลิตทางด้านการเกษตร,257,2567,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,2800,ระบบสารสนเทศการผลิตทางด้านการเกษตร,258,2567,แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,180,ระบบสารสนเทศการผลิตทางด้านการเกษตร,259,2567,หนองบัว,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,505,ระบบสารสนเทศการผลิตทางด้านการเกษตร,260,2567,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,570,ระบบสารสนเทศการผลิตทางด้านการเกษตร,261,2567,วังด้ง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,30,ระบบสารสนเทศการผลิตทางด้านการเกษตร,262,2567,ช่องสะเดา,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,18,ระบบสารสนเทศการผลิตทางด้านการเกษตร,263,2567,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,400,ระบบสารสนเทศการผลิตทางด้านการเกษตร,264,2567,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,100,ระบบสารสนเทศการผลิตทางด้านการเกษตร,265,2567,บ้านเก่า,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
พื้นที่เพาะปลูกข้าวโพดเลี้ยงสัตว์,30,ระบบสารสนเทศการผลิตทางด้านการเกษตร,266,2567,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,ไร่
