_id,ลำดับ,เลขทะเบียน,ชื่อโรงงาน
2308,2308,20200002425579,บริษัท สี่พี่น้องทรัค จำกัด
2309,2309,20200002525543,บริษัท พี.เอส.ดี.คอนกรีตโปรดักส์ จำกัด
2310,2310,20200002625475,บริษัท ไทยมอนสเตอร์ จำกัด
2311,2311,20200002625517,ศรีเจริญแทรคเตอร์
2312,2312,20200002625533,บริษัท ซีเอ็นซี ริยา (ไทยแลนด์) จำกัด
2313,2313,20200002725481,บริษัท โลตัสพลาสติก จำกัด
2314,2314,20200002825489,บริษัท ยูไนเต็ด ออนเนสตี้ เมกเกอร์ จำกัด
2315,2315,20200002825604,บริษัท เว่ย ฮาว โมลด์ จำกัด
2316,2316,20200002925495,บริษัท พี.ซี.เค.เท็กซ์ไทล์ จำกัด
2317,2317,20200002925537,บริษัท กฤติกา น้ำแข็งหลอด จำกัด
2318,2318,20200003025527,บริษัท แอลเอสบี เอ็นจิเนียริ่ง จำกัด
2319,2319,20200003125509,บริษัท ศรีรัตน์ แพ็คกิ้ง (1998) จำกัด
2320,2320,20200003125517,บริษัท เปเปอร์มิลล์ กรุ๊ป จำกัด
2321,2321,20200003125525,ห้างหุ้นส่วนจำกัด วรรณา พาราวูด
2322,2322,20200003125566,-
2323,2323,20200003125673,บริษัท เหล่ย จู อิเล็กทรอนิกส์ (ไทยแลนด์) จำกัด
2324,2324,20200003225523,บริษัท เอ-เทค โพลีเมอร์ จำกัด
2325,2325,20200003325521,บริษัท นรสิงห์ คอนกรีต จำกัด
2326,2326,20200003325554,บริษัท สุวรรณโฆษิต กรุ๊ป จำกัด
2327,2327,20200003425560,บริษัท เท ยอง โพลี เทค จำกัด
2328,2328,20200003425610,บริษัท เอซีอี ครีเอชั่น จำกัด
2329,2329,20200003525575,บริษัท ทีทีวาย พรีซิชั่น จำกัด
2330,2330,20200003625565,บริษัท หย่งหลุงเอ็นเตอร์ไพรส์ จำกัด
2331,2331,20200003725613,บริษัท ซูกะ สตีล (ไทยแลนด์) จำกัด
2332,2332,20200003825603,ห้างหุ้นส่วนจำกัด รัตนชาติก่อสร้าง
2333,2333,20200003925478,วัจนวรรณแพ๊คกิ้ง
2334,2334,20200004025609,บริษัท กาโตะ พรีซิชั่น จำกัด
2335,2335,20200004125540,บริษัท ทีไอพี พลาสติก พาร์ท จำกัด
2336,2336,20200004225514,บริษัท เอ็กเกอร์ จำกัด
2337,2337,20200004225571,ไทยชลสรรพกิจ
2338,2338,20200004225613,บริษัท ห้วยยายจีนน้ำแข็งหลอด จำกัด
2339,2339,20200004425510,บริษัท แอดวานซ์ พาเลท (2009) จำกัด
2340,2340,20200004425536,-
2341,2341,20200004425569,บริษัท ทรัพย์ธานี โลหะกิจ (2018) จำกัด
2342,2342,20200004425650,บริษัท เคอหลง ทูลส์ (ไทยแลนด์) จำกัด
2343,2343,20200004525590,บริษัท คลาสซี่ พลาสติก จำกัด
2344,2344,20200004525616,บริษัท เอส เอส การศิลาปรกฟ้า จำกัด
2345,2345,20200004625499,-
2346,2346,20200004725513,บริษัท เอเซียไทยโมลด์ จำกัด
2347,2347,20200004825586,-
2348,2348,20200004925501,บริษัท อาร์.เค.พลาสติก (ประเทศไทย) จำกัด
2349,2349,20200005025558,บริษัท ซัง มูน ดัง จำกัด
2350,2350,20200005125549,บริษัท ซุน คอร์ป จำกัด
2351,2351,20200005125598,บริษัท วัฒนา ทาวเวอร์ อินดัสตรี จำกัด
2352,2352,20200005425477,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด
2353,2353,20200005425576,บริษัท ศรีไทยโมลด์ส จำกัด
2354,2354,20200005525565,บริษัท เวลท์ เดฟท์ จำกัด
2355,2355,20200005725538,พัทยาไอซ์
2356,2356,20200005725587,บริษัท เครซี่ แฟ็คทอรี่ เทร็ดดิ้ง จำกัด
2357,2357,20200006225587,บริษัท สุขุมการโยธา จำกัด
2358,2358,20200006625497,บริษัท แสงศิริ กรุ๊ป จำกัด
2359,2359,20200006625612,บริษัท สวนอุตสาหกรรม มังกรทองชลบุรี จำกัด
2360,2360,20200006725594,null
2361,2361,20200006925616,บริษัท ซี.เค.กรุ๊ป อิมพอร์ต แอนด์ เอ็กซพอร์ต จำกัด
2362,2362,20200007025473,บริษัท ป๊อปปูล่า อินเตอร์พลาส จำกัด
2363,2363,20200007025481,ซีบราแพคกิ้งวู๊ด
2364,2364,20200007125489,บริษัท โบดาโจอึน จำกัด
2365,2365,20200007725601,บริษัท พี โอ เอฟ แปซิฟิค จำกัด
2366,2366,20200008025480,บริษัท ยูเนี่ยนพลาสเทค จำกัด
2367,2367,20200008025498,บริษัท ทีเอสเค แอดวานซ์ จำกัด
2368,2368,20200008025639,บริษัท หยู้ ไค โป๋ จำกัด
2369,2369,20200008125488,บริษัท พาราแพ็คกิ้ง จำกัด
2370,2370,20200008325500,บริษัท เอ็ม เอส โอ แอนด์ พี (ไทยแลนด์) จำกัด
2371,2371,20200008325617,บริษัท เกียนล็อค (ไทยแลนด์) จำกัด
2372,2372,20200008425615,บริษัท ธนทรัพย์ 2564 จำกัด
2373,2373,20200008725527,บี-ควิก สาขาชลบุรี เซ็นทรัล
2374,2374,20200008825608,บริษัท วอเตอร์แอนด์แซนด์สยาม จำกัด
2375,2375,20200008925507,ห้างหุ้นส่วนจำกัด เมืองชลค้าไม้
2376,2376,20200009125602,บริษัท นพรุจ รีไซเคิล จำกัด
2377,2377,20200009425663,บริษัท เวน จูน เทค จำกัด
2378,2378,20200009925563,-
2379,2379,20200009925589,ห้างหุ้นส่วนจำกัด ส.พลังชัย คอนกรีต
2380,2380,20200010025635,บริษัท ทีเคซี เพรส แอนด์ ดายส์ เอ็นจิเนียริ่ง เซอร์วิส จำกัด
